Weights,InitialReturnMax,EpisodesSoFar,MinTargetPdf,ESSRenyiArithmetic,ReturnStepMaxmin,DivergenceHarmonic,EpRewMean,EpLenMean,EmpiricalD2Arithmetic,Inner Iteration,WReturnMean,ReturnMeanIW,MinIW,TimeElapsed,InitialBound,ReturnStepMax,MeanEntropy,ESSRenyiHarmonic,MeanIW,InitialReturnStd,InitialReturnMin,MinBehavPdf,TimestepsSoFar,StdIW,Penalization,EmpiricalD2Harmonic,VarianceInitializer,Bound,MaxIW,StdWReturnMean,InitialReturnMean,Iteration,EpThisIter,LearnableVariance,MeanD2-0
[ 0.136  0.998 -2.505 -2.07 ],4999.4346,14600,-241.87273,100.0,10.0,1.2084424e+25,4177.2318154981585,418.12,1.0,1,19593416.0,9603735000.0,0.27496618,5329.008343696594,-21036496.0,10.0,0.4189424,100.0,473.8245,1464.2921,,-241.87273,4836409,1759.6177,True,1.0,-1,-5.016423e+18,11688.177,,4177.2314,146,100,,1.0
[-0.06   0.933 -2.593 -1.959],4999.592,14700,-248.35437,100.0,10.0,669286700000000.0,4789.658072248386,479.22,1.0,1,23592936.0,33349081000.0,0.00048848265,5376.857439994812,-25036112.0,10.0,0.4189424,100.0,1360.6718,807.5354,9.980875,-248.35437,4884331,10978.773,True,1.0,-1,-37368216000000.0,108802.55,,4789.658,147,100,,1.0
[-0.098  0.89  -2.608 -1.978],4999.584,14800,-245.77367,100.0,10.0,2.1971885e+22,4419.569384440731,442.49,1.0,1,20643518.0,747471500000.0,0.2565549,5425.162166833878,-22086686.0,10.0,0.4189424,100.0,61101.84,1054.0042,,-245.77367,4928580,447726.84,True,1.0,-1,-2.1391552e+17,4381392.5,,4419.5693,148,100,,1.0
[-0.036  0.898 -2.61  -1.971],4999.5625,14900,-249.23448,100.0,10.0,2688830200000000.0,4950.209332504686,495.12,1.0,1,24727044.0,7576261000.0,0.1287129,5485.621133089066,-26170204.0,10.0,0.4189424,100.0,319.67108,471.67044,259.8236,-249.23448,4978092,2619.0554,True,1.0,-1,-74839180000000.0,26209.014,,4950.2095,149,100,,1.0
[ 0.008  0.858 -2.609 -1.951],4999.6123,15000,-261.10825,100.0,10.0,8.0479364e+18,4852.258993119953,485.35,1.0,1,24091718.0,512251560000.0,0.021405311,5541.30535030365,-25534906.0,10.0,0.4189424,100.0,20499.578,739.7982,,-261.10825,5026627,111625.375,True,1.0,-1,-4094573200000000.0,1066294.0,,4852.2593,150,100,,1.0
[ 0.041  0.744 -2.61  -1.989],4999.5693,15100,-254.43716,100.0,10.0,3.9097195e+28,4947.941407141571,494.91,1.0,1,24603262.0,57603530000000.0,0.0218195,5594.721301078796,-26046426.0,10.0,0.4189424,100.0,2305205.2,348.05103,1739.2001,-254.43716,5076118,22477360.0,True,1.0,-1,-2.853497e+20,225925940.0,,4947.9414,151,100,,1.0
[ 0.138  0.811 -2.587 -1.954],4999.5596,15200,-261.925,100.0,10.0,2.7926978e+25,4683.6240765238645,468.57,1.0,1,23103254.0,3635854000000.0,0.20857129,5639.26618885994,-24546410.0,10.0,0.4189424,100.0,145587.02,1080.2406,9.979756,-261.925,5122975,1131180.1,True,1.0,-1,-7.6263204e+18,11172242.0,,4683.6245,152,100,,1.0
[ 0.145  0.724 -2.59  -2.043],4999.454,15300,-251.21056,100.0,10.0,7.244437e+22,4737.292520076846,473.94,1.0,1,23191916.0,753044700000.0,0.24693735,5703.242211818695,-24635010.0,10.0,0.4189424,100.0,30278.49,866.0118,719.7536,-251.21056,5170369,155708.23,True,1.0,-1,-3.884076e+17,1467269.2,,4737.293,153,100,,1.0
[ 0.17   0.818 -2.628 -1.974],4999.576,15400,-245.4264,100.0,10.0,5.578106e+19,4647.952904888079,465.05,1.0,1,22642622.0,582547200000.0,0.012756365,5758.61936378479,-24085788.0,10.0,0.4189424,100.0,24125.168,1019.3896,,-245.4264,5216874,129761.22,True,1.0,-1,-1.0778855e+16,1255443.2,,4647.953,154,100,,1.0
[ 0.136  0.903 -2.649 -1.892],4999.549,15500,-250.68558,100.0,10.0,7.543238e+24,4337.237714385272,434.01,1.0,1,21038324.0,1689702800000.0,0.0017021646,5830.522132396698,-22481472.0,10.0,0.4189424,100.0,67735.49,1492.211,189.8718,-250.68558,5260275,528158.9,True,1.0,-1,-3.963511e+18,5257621.0,,4337.238,155,100,,1.0
[ 0.156  1.002 -2.672 -1.822],4999.3853,15600,-237.74886,100.0,10.0,1.6062398e+21,3870.4700491543776,387.53,1.0,1,17713958.0,143098410000.0,0.2253611,5894.114047765732,-19157008.0,10.0,0.4189424,100.0,5857.86,1653.3063,,-237.74886,5299028,47390.62,True,1.0,-1,-5.783341e+16,475539.2,,3870.47,156,100,,1.0
[-0.072  0.951 -2.763 -1.831],4999.592,15700,-254.1398,100.0,10.0,1.1117114e+17,4885.314470778599,488.76,1.0,1,24139472.0,35920155000.0,0.11685872,5963.657853126526,-25582648.0,10.0,0.4189424,100.0,1693.9946,522.6624,199.81917,-254.1398,5347904,7873.2266,True,1.0,-1,-481212500000000.0,70797.01,,4885.3145,157,100,,1.0
[-0.028  0.979 -2.771 -1.798],4999.535,15800,-243.39201,100.0,10.0,29870391000.0,4608.929951809205,461.09,1.0,1,22765848.0,4191337700.0,0.06910352,6032.840557575226,-24208990.0,10.0,0.4189424,100.0,167.81476,1234.3475,,-243.39201,5394013,1395.0643,True,1.0,-1,-253604330000.0,13985.073,,4608.93,158,100,,1.0
[ 0.01   1.009 -2.756 -1.761],4999.524,15900,-253.45041,100.0,10.0,860069600000.0,4635.846141308917,463.84,1.0,1,22546110.0,33155550000.0,0.02847624,6094.120154380798,-23989246.0,10.0,0.4189424,100.0,1372.7063,1027.1509,9.981076,-253.45041,5440397,10613.09,True,1.0,-1,-1371486400000.0,105955.055,,4635.8457,159,100,,1.0
[-0.032  0.915 -2.824 -1.782],4999.5107,16000,-254.10005,100.0,10.0,2.6504366e+34,4773.631793764718,477.5,1.0,1,23730228.0,821770900000000.0,0.03777673,6153.760222196579,-25173356.0,10.0,0.4189424,100.0,32880760.0,970.9109,,-254.10005,5488147,312782340.0,True,1.0,-1,-2.3493791e+23,3144423700.0,,4773.632,160,100,,1.0
[ 0.03   1.002 -2.827 -1.718],4999.458,16100,-250.01129,100.0,10.0,4.434191e+29,4680.2587384539875,468.25,1.0,1,22960366.0,3107501700000000.0,0.038023084,6213.389762878418,-24403464.0,10.0,0.4189424,100.0,125711330.0,1027.3977,9.9794655,-250.01129,5534972,805137660.0,True,1.0,-1,-9.609346e+20,6348809700.0,,4680.259,161,100,,1.0
[-2.450e-03  1.020e+00 -2.889e+00 -1.957e+00],4999.5454,16200,-258.92215,100.0,10.0,1.09864954e+18,4953.240349152361,495.41,1.0,1,24744028.0,208108930000.0,0.0682776,6291.512184381485,-26187178.0,10.0,0.4189424,100.0,8328.266,457.64703,399.7103,-258.92215,5584513,42298.273,True,1.0,-1,-1512828700000000.0,396262.25,,4953.2407,162,100,,1.0
[-0.026  0.92  -2.888 -2.029],4999.6074,16300,-241.54095,100.0,10.0,2236262200000000.0,4851.956260699931,485.29,1.0,1,24244166.0,80759734000.0,0.007221045,6339.429750919342,-25687352.0,10.0,0.4189424,100.0,3231.5918,838.26373,9.980084,-241.54095,5633042,11567.762,True,1.0,-1,-68326030000000.0,80027.9,,4851.956,163,100,,1.0
[-0.025  0.826 -2.888 -2.111],4999.629,16400,-262.07907,100.0,10.0,8.077477e+33,4933.701402951327,493.46,1.0,1,24601472.0,767727100.0,0.43733454,6401.649826049805,-26044670.0,10.0,0.4189424,100.0,31.852402,509.96616,,-262.07907,5682388,109.35272,True,1.0,-1,-1.2970382e+23,848.7065,,4933.701,164,100,,1.0
[-0.084  0.805 -2.889 -2.11 ],4999.6587,16500,-248.17252,100.0,10.0,2.8612587e+28,4350.696156626933,435.7,1.0,1,19531460.0,200123270000.0,0.100333534,6449.392828941345,-20974670.0,10.0,0.4189424,100.0,16805.701,776.4678,2059.692,-248.17252,5725958,73660.09,True,1.0,-1,-2.4411735e+20,724093.44,,4350.6963,165,100,,1.0
[-0.022  0.813 -2.89  -2.109],4999.6533,16600,-253.9633,100.0,10.0,3.4411468e+19,4949.504749673745,495.02,1.0,1,24744052.0,2669556500000.0,0.053696472,6502.001355886459,-26187264.0,10.0,0.4189424,100.0,106812.95,496.44064,9.982958,-253.9633,5775460,997032.8,True,1.0,-1,-8468523400000000.0,10006485.0,,4949.505,166,100,,1.0
[ 0.03   0.877 -2.911 -2.2  ],4999.642,16700,-239.93149,100.0,10.0,6990182000000000.0,4975.9647359335495,497.67,1.0,1,24814422.0,30066490000.0,0.004729611,6552.720707654953,-26257628.0,10.0,0.4189424,100.0,1203.0194,232.80669,2659.5679,-239.93149,5825227,7836.7397,True,1.0,-1,-120689546000000.0,76421.44,,4975.9644,167,100,,1.0
[ 0.11   0.827 -2.925 -2.28 ],4999.642,16800,-240.66772,100.0,10.0,781483400000.0,4941.969738608381,494.3,1.0,1,24671584.0,1226584700.0,0.13463499,6614.9735453128815,-26114788.0,10.0,0.4189424,100.0,50.48757,498.5154,9.981375,-240.66772,5874657,145.81082,True,1.0,-1,-1277010400000.0,1106.5841,,4941.969,168,100,,1.0
[-0.006  0.789 -2.924 -2.304],4999.6567,16900,-243.2508,100.0,10.0,3.6774138e+24,4999.419130100278,500.0,1.0,1,24994192.0,201749170.0,0.21762238,6672.295692205429,-26437404.0,10.0,0.4189424,100.0,8.072195,0.15486807,4998.828,-243.2508,5924657,14.159297,True,1.0,-1,-2.7675216e+18,90.83673,,4999.4194,169,100,,1.0
[-0.064  0.812 -2.926 -2.297],4999.659,17000,-234.66946,100.0,10.0,2.659546e+29,4724.283712751281,472.79,1.0,1,22642432.0,13463470000000.0,0.015223637,6730.000710964203,-24085644.0,10.0,0.4189424,100.0,640837.3,568.83685,2249.8545,-234.66946,5971936,3084445.0,True,1.0,-1,-7.4425875e+20,26782012.0,,4724.284,170,100,,1.0
[-0.02   0.912 -2.983 -2.514],4999.6387,17100,-247.80183,100.0,10.0,5.572079e+24,4899.430890906874,490.02,1.0,1,24494310.0,2664154400.0,0.22300762,6793.990115880966,-25937510.0,10.0,0.4189424,100.0,106.61669,699.9187,,-247.80183,6020938,905.12396,True,1.0,-1,-3.406632e+18,9093.32,,4899.431,171,100,,1.0
[-0.072  0.926 -2.981 -2.481],4999.678,17200,-257.37854,100.0,10.0,1.8161579e+18,4856.580672227676,485.9,1.0,1,23712216.0,25953999000.0,0.05623737,6845.679762840271,-25155438.0,10.0,0.4189424,100.0,1549.1328,354.74026,3359.2874,-257.37854,6069528,9360.818,True,1.0,-1,-1944939300000000.0,93388.086,,4856.58,172,100,,1.0
[-0.022  0.902 -2.984 -2.51 ],4999.6895,17300,-252.72742,100.0,10.0,1.7830791e+25,4849.551170938613,485.04,1.0,1,24244514.0,389140860.0,0.05440907,6899.002641916275,-25687744.0,10.0,0.4189424,100.0,15.599654,852.27246,,-252.72742,6118032,40.281372,True,1.0,-1,-6.0941163e+18,300.2698,,4849.551,173,100,,1.0
[-0.082  0.918 -2.982 -2.51 ],4999.676,17400,-243.51225,100.0,10.0,162294950000000.0,4442.598690940629,444.8,1.0,1,20453116.0,38780797000.0,0.016780725,6950.118539094925,-21896336.0,10.0,0.4189424,100.0,1580.0217,846.42395,,-243.51225,6162512,10524.442,True,1.0,-1,-18424286000000.0,101939.52,,4442.599,174,100,,1.0
[-0.122  0.927 -2.937 -2.619],4999.64,17500,-246.30215,100.0,10.0,3.2480604e+20,3799.886803883165,380.72,1.0,1,15907293.0,36977705000.0,0.07115798,6985.249840021133,-17350486.0,10.0,0.4189424,100.0,4951.6743,1211.6737,9.979983,-246.30215,6200584,13363.008,True,1.0,-1,-2.6009351e+16,80020.57,,3799.8865,175,100,,1.0
[-0.062  0.941 -2.937 -2.625],4999.7007,17600,-261.03064,100.0,10.0,1.8669388e+24,4917.44606334187,491.96,1.0,1,24238462.0,471620200000.0,0.063167654,7036.288120985031,-25681698.0,10.0,0.4189424,100.0,24006.658,239.13745,3679.2437,-261.03064,6249780,126447.51,True,1.0,-1,-1.9719345e+18,1205139.2,,4917.446,176,100,,1.0
[-0.011  0.967 -2.935 -2.598],4999.649,17700,-252.46237,100.0,10.0,3.051897e+34,4999.432119687454,500.0,1.0,1,24994320.0,45774352000.0,0.034061838,7100.078162908554,-26437528.0,10.0,0.4189424,100.0,1831.5852,0.13761567,4999.0264,-252.46237,6299780,10701.481,True,1.0,-1,-2.521177e+23,104258.266,,4999.432,177,100,,1.0
[-0.093  0.882 -2.946 -2.638],4999.6836,17800,-264.2665,100.0,10.0,3.0935051e+25,4143.338632922822,414.98,1.0,1,18148872.0,245629490000.0,0.10857253,7160.148068189621,-19592094.0,10.0,0.4189424,100.0,23377.943,990.7677,9.97993,-264.2665,6341278,78949.08,True,1.0,-1,-8.026937e+18,671518.8,,4143.339,178,100,,1.0
[-0.032  0.876 -2.948 -2.65 ],4999.675,17900,-247.57832,100.0,10.0,828111500000000.0,4935.121897026637,493.6,1.0,1,24611824.0,2783939300.0,0.09369825,7224.779910564423,-26055046.0,10.0,0.4189424,100.0,122.74985,506.35522,,-247.57832,6390638,490.7057,True,1.0,-1,-41533300000000.0,2947.038,,4935.122,179,100,,1.0
[ 0.008  0.837 -2.949 -2.678],4999.6553,18000,-256.98422,100.0,10.0,4.3651905e+25,4899.45951398884,490.03,1.0,1,24493600.0,2327976600000.0,0.07238893,7274.850429534912,-25936808.0,10.0,0.4189424,100.0,93149.09,699.21027,,-256.98422,6439641,714621.3,True,1.0,-1,-9.535011e+18,6728705.0,,4899.4595,180,100,,1.0
[ 0.063  0.826 -2.942 -2.704],4999.6494,18100,-257.95264,100.0,10.0,1.5535936e+23,4949.314950605528,495.01,1.0,1,24743150.0,31768919000000.0,0.030595327,7318.81724858284,-26186354.0,10.0,0.4189424,100.0,1271021.0,497.42493,,-257.95264,6489142,12593926.0,True,1.0,-1,-5.688679e+17,126578350.0,,4949.315,181,100,,1.0
[ 0.182  0.821 -2.931 -2.74 ],4999.595,18200,-256.83685,100.0,10.0,4.0978844e+26,4712.188231307881,471.4,1.0,1,23218510.0,14694611000000.0,0.24576454,7360.394846916199,-24661682.0,10.0,0.4189424,100.0,592550.94,1006.8719,269.80334,-256.83685,6536282,5517284.5,True,1.0,-1,-2.9213874e+19,55458536.0,,4712.1885,182,100,,1.0
[ 0.167  0.938 -2.95  -2.703],4999.666,18300,-269.94052,100.0,10.0,159156090000000.0,4979.138464951017,498.01,1.0,1,24831424.0,10958710000.0,0.050615877,7411.6607937812805,-26274640.0,10.0,0.4189424,100.0,438.49835,199.01166,2998.9998,-269.94052,6586083,1697.4518,True,1.0,-1,-18217733000000.0,13034.329,,4979.138,183,100,,1.0
[ 0.247  0.873 -2.947 -2.774],4999.466,18400,-247.5101,100.0,10.0,2.727304e+30,4451.589287698998,445.45,1.0,1,21680908.0,1539343500000000.0,0.058543675,7448.810487747192,-23124004.0,10.0,0.4189424,100.0,61630664.0,1365.3801,,-247.5101,6630628,591004400.0,True,1.0,-1,-2.3831622e+21,5938003000.0,,4451.589,184,100,,1.0
[ 0.238  0.752 -2.946 -2.804],4999.5312,18500,-235.38683,100.0,10.0,891516350.0,4619.058894180241,462.19,1.0,1,22481558.0,1601461200.0,0.023663169,7494.910882234573,-23924692.0,10.0,0.4189424,100.0,67.936134,1070.4447,,-235.38683,6676847,431.7404,True,1.0,-1,-44690084000.0,4286.607,,4619.059,185,100,,1.0
[ 0.231  0.69  -2.95  -2.804],4999.5146,18600,-243.77014,100.0,10.0,3.521417e+34,4128.904987671597,413.3,1.0,1,19494242.0,8771822000000000.0,0.026444942,7536.746474266052,-20937362.0,10.0,0.4189424,100.0,611704450.0,1564.0927,,-243.77014,6718177,5809344000.0,True,1.0,-1,-2.708032e+23,58387920000.0,,4128.905,186,100,,1.0
[ 0.187  0.801 -2.964 -2.768],4999.59,18700,-243.3506,100.0,10.0,1.2595694e+27,4866.287265199193,486.75,1.0,1,24251594.0,229232820000.0,0.027958713,7603.55788064003,-25694764.0,10.0,0.4189424,100.0,9175.249,755.541,349.72668,-243.3506,6766852,49321.34,True,1.0,-1,-5.121759e+19,451373.3,,4866.287,187,100,,1.0
[ 0.127  0.708 -2.982 -2.823],4999.6333,18800,-242.20735,100.0,10.0,2.3145379e+25,4855.858895652506,485.7,1.0,1,24245998.0,552809900000.0,0.04396913,7662.289263725281,-25689192.0,10.0,0.4189424,100.0,22123.615,816.4758,,-242.20735,6815422,123846.055,True,1.0,-1,-6.9430113e+18,1144071.2,,4855.859,188,100,,1.0
[ 0.109  0.612 -2.99  -2.901],4999.637,18900,-241.10455,100.0,10.0,1.17946836e+27,4942.352972248973,494.34,1.0,1,24678166.0,141060920000.0,0.02697475,7710.8983380794525,-26121362.0,10.0,0.4189424,100.0,5757.846,501.3123,,-241.10455,6864856,20446.678,True,1.0,-1,-4.956322e+19,141149.44,,4942.353,189,100,,1.0
[ 0.035  0.512 -2.999 -2.896],4999.616,19000,-252.33607,100.0,10.0,2.1205733e+30,4999.2767698755,500.0,1.0,1,24992770.0,740673200000000.0,0.0015727085,7769.339903831482,-26435952.0,10.0,0.4189424,100.0,29634094.0,0.20448685,4998.6025,-252.33607,6914856,210459820.0,True,1.0,-1,-2.1015489e+21,1907305900.0,,4999.2764,190,100,,1.0
[ 0.117  0.605 -3.007 -2.882],4999.598,19100,-241.52782,100.0,10.0,677853400.0,4947.540988605957,494.87,1.0,1,24636666.0,2935147500.0,0.01811317,7819.6175100803375,-26079838.0,10.0,0.4189424,100.0,117.45326,398.1253,1229.3275,-241.52782,6964343,270.1219,True,1.0,-1,-40508285000.0,1791.4009,,4947.541,191,100,,1.0
[ 0.167  0.595 -3.008 -2.996],4999.4717,19200,-254.60019,100.0,10.0,342590660.0,4733.784201708379,473.63,1.0,1,23174652.0,1531483400.0,0.080750756,7880.935797929764,-24617748.0,10.0,0.4189424,100.0,65.00871,875.179,829.30914,-254.60019,7011706,204.36287,True,1.0,-1,-28241574000.0,1573.8774,,4733.784,192,100,,1.0
[ 0.147  0.645 -3.019 -2.967],4999.5957,19300,-259.3544,100.0,10.0,4949168000.0,4923.809284774957,492.5,1.0,1,24551190.0,878755400.0,0.057264358,7930.056072235107,-25994360.0,10.0,0.4189424,100.0,36.353043,554.3416,9.9809885,-259.3544,7060956,106.480286,True,1.0,-1,-102404284000.0,710.1386,,4923.8096,193,100,,1.0
[ 0.16   0.705 -3.029 -2.957],4999.615,19400,-249.7745,100.0,10.0,1.6497532e+35,4699.595550009121,470.15,1.0,1,23199364.0,68810736000000.0,0.040419202,7986.4701318740845,-24642544.0,10.0,0.4189424,100.0,2753805.0,1055.0671,9.980138,-249.7745,7107971,22103656.0,True,1.0,-1,-5.8616792e+23,217264220.0,,4699.595,194,100,,1.0
[ 0.152  0.617 -3.036 -3.045],4999.5,19500,-250.30836,100.0,10.0,35096910000.0,4585.480646395452,458.79,1.0,1,22584122.0,1174085600.0,0.023238083,8043.808471918106,-24027232.0,10.0,0.4189424,100.0,47.210083,1247.9944,,-250.30836,7153850,211.81221,True,1.0,-1,-271524460000.0,1882.8226,,4585.4805,195,100,,1.0
[ 0.158  0.569 -3.037 -3.085],4999.453,19600,-248.63219,100.0,10.0,5377778000.0,4670.193700063293,467.29,1.0,1,22768836.0,776003100.0,0.06380118,8094.488936424255,-24211920.0,10.0,0.4189424,100.0,42.31995,978.8398,409.68732,-248.63219,7200579,214.14355,True,1.0,-1,-106600400000.0,2118.4653,,4670.194,196,100,,1.0
[ 0.111  0.609 -3.043 -3.074],4999.5825,19700,-238.27972,100.0,10.0,3.638938e+25,4761.927774465596,476.35,1.0,1,23612420.0,1107453800000.0,0.22302803,8147.679656982422,-25055580.0,10.0,0.4189424,100.0,44493.355,967.71045,9.979617,-238.27972,7248214,253425.83,True,1.0,-1,-8.7055103e+18,2199206.5,,4761.9277,197,100,,1.0
[ 0.012  0.535 -3.059 -3.061],4999.593,19800,-240.68973,100.0,10.0,3.1111457e+23,4788.169432740847,478.94,1.0,1,23862850.0,1184734200.0,0.35827345,8205.111046552658,-25306014.0,10.0,0.4189424,100.0,47.700874,967.6175,9.97997,-240.68973,7296108,85.69094,True,1.0,-1,-8.049498e+17,432.63104,,4788.169,198,100,,1.0
[-0.031  0.496 -3.055 -3.083],4999.5835,19900,-263.66052,100.0,10.0,1.8037883e+32,4052.8372175321488,405.88,1.0,1,17758494.0,3440881700000.0,0.047618918,8249.361613988876,-19201650.0,10.0,0.4189424,100.0,269841.16,1154.5582,1179.7632,-263.66052,7336696,1629637.5,True,1.0,-1,-1.9382056e+22,15279036.0,,4052.8372,199,100,,1.0
[ 0.024  0.523 -3.055 -3.072],4999.533,20000,-257.46014,100.0,10.0,8992958000.0,4949.246914048534,495.01,1.0,1,24742468.0,1116062100.0,0.10250933,8310.363427877426,-26185598.0,10.0,0.4189424,100.0,44.674404,497.41806,,-257.46014,7386197,229.84459,True,1.0,-1,-137967570000.0,1969.2109,,4949.247,200,100,,1.0
[-0.005  0.479 -3.06  -3.105],4999.6016,20100,-264.12698,100.0,10.0,487868400.0,4737.193833565295,473.91,1.0,1,23246548.0,2297170200.0,0.101751946,8356.42489027977,-24689716.0,10.0,0.4189424,100.0,111.717224,897.5209,,-264.12698,7433588,721.3503,True,1.0,-1,-34173000000.0,7168.645,,4737.194,201,100,,1.0
[ 0.025  0.484 -3.059 -3.101],4999.601,20200,-246.58879,100.0,10.0,27510526000000.0,4853.626066729501,485.47,1.0,1,24244230.0,49218503000.0,0.058633078,8423.030067205429,-25687400.0,10.0,0.4189424,100.0,1969.6868,828.5803,,-246.58879,7482135,17060.205,True,1.0,-1,-7618584600000.0,170878.17,,4853.6265,202,100,,1.0
[ 0.072  0.507 -3.091 -3.086],4999.566,20300,-249.37898,100.0,10.0,824173440.0,4949.1227249730055,495.02,1.0,1,24740232.0,796728500.0,0.011911305,8479.774198770523,-26183380.0,10.0,0.4189424,100.0,31.892466,496.4027,9.9793415,-249.37898,7531637,93.82578,True,1.0,-1,-42226573000.0,631.6489,,4949.1226,203,100,,1.0
[ 0.092  0.566 -3.086 -3.079],4999.538,20400,-258.26883,100.0,10.0,4.2655444e+35,4853.235747768447,485.45,1.0,1,24242072.0,5915013000000000.0,0.013389789,8544.259054660797,-25685208.0,10.0,0.4189424,100.0,236733570.0,829.5634,,-258.26883,7580182,2272961500.0,True,1.0,-1,-9.425109e+23,22838536000.0,,4853.236,204,100,,1.0
[ 0.065  0.663 -3.077 -3.006],4999.603,20500,-236.31915,100.0,10.0,2.5671342e+24,4805.647048679677,480.68,1.0,1,23994564.0,4158128700000.0,0.055968564,8588.460482358932,-25437738.0,10.0,0.4189424,100.0,166402.34,948.8514,,-236.31915,7628250,1202193.0,True,1.0,-1,-2.3122537e+18,11327418.0,,4805.647,205,100,,1.0
[ 0.013  0.763 -3.084 -2.952],4999.6313,20600,-250.45233,100.0,10.0,75935315000000.0,4949.379063377442,495.01,1.0,1,24743792.0,163528880000.0,0.17161319,8634.950149297714,-26186984.0,10.0,0.4189424,100.0,6542.997,497.43134,,-250.45233,7677751,62803.668,True,1.0,-1,-12739375000000.0,631238.0,,4949.379,206,100,,1.0
[ 0.069  0.755 -3.087 -2.926],4999.627,20700,-257.3183,100.0,10.0,3.5086207e+22,4899.242840302828,490.02,1.0,1,24492430.0,260585920000000.0,0.007759591,8693.3987865448,-25935618.0,10.0,0.4189424,100.0,10430636.0,699.89185,,-257.3183,7726753,103768984.0,True,1.0,-1,-2.7058346e+17,1042919040.0,,4899.2427,207,100,,1.0
[ 0.09   0.664 -3.084 -3.009],4999.6104,20800,-249.3711,100.0,10.0,1.3375077e+19,4852.825321838768,485.39,1.0,1,24243504.0,451211850000.0,0.015134234,8748.443367958069,-25686682.0,10.0,0.4189424,100.0,18057.266,832.821,,-249.3711,7775292,106194.27,True,1.0,-1,-5278335000000000.0,812730.06,,4852.825,208,100,,1.0
[ 0.021  0.601 -3.107 -3.09 ],4999.6084,20900,-253.38028,100.0,10.0,6.4072834e+29,4949.359455247994,495.02,1.0,1,24742598.0,20148688000000.0,0.036072116,8792.710926055908,-26185772.0,10.0,0.4189424,100.0,806277.6,496.42636,9.979871,-253.38028,7824794,7581074.5,True,1.0,-1,-1.1551765e+21,76213400.0,,4949.3594,209,100,,1.0
[-0.028  0.685 -3.109 -3.011],4999.6426,21000,-254.86317,100.0,10.0,3.2279097e+16,4714.4934432319715,471.69,1.0,1,23067136.0,2663027600000.0,0.028194338,8847.66953921318,-24510330.0,10.0,0.4189424,100.0,165500.75,916.8896,,-254.86317,7871963,1562713.1,True,1.0,-1,-261948380000000.0,15708336.0,,4714.4937,210,100,,1.0
[ 0.009  0.733 -3.107 -2.995],4999.6465,21100,-255.28506,100.0,10.0,2.1433532e+19,4999.335578176579,500.0,1.0,1,24993356.0,416115400.0,0.14475115,8904.609035015106,-26436554.0,10.0,0.4189424,100.0,16.650032,0.1929062,4998.6543,-255.28506,7921963,34.541843,True,1.0,-1,-6681359600000000.0,216.48753,,4999.3354,211,100,,1.0
[-0.045  0.762 -3.104 -2.987],4999.649,21200,-259.93558,100.0,10.0,1.4174084e+27,4602.354343242711,460.57,1.0,1,21996844.0,3250574000000.0,0.10281322,8964.34035563469,-23440044.0,10.0,0.4189424,100.0,250172.31,902.87085,,-259.93558,7968020,1256836.8,True,1.0,-1,-5.4333277e+19,9500006.0,,4602.3545,212,100,,1.0
[ 0.011  0.75  -3.106 -3.012],4999.634,21300,-241.35829,100.0,10.0,208071260.0,4949.356836830672,495.01,1.0,1,24743568.0,8445564000.0,0.14678854,9027.425709486008,-26186762.0,10.0,0.4189424,100.0,337.90613,497.4291,,-241.35829,8017521,3094.454,True,1.0,-1,-29262742000.0,31069.88,,4949.357,213,100,,1.0
[ 0.051  0.797 -3.116 -3.008],4999.618,21400,-243.3989,100.0,10.0,2.4627427e+26,4899.388740002369,490.03,1.0,1,24492890.0,42566680000000.0,0.04347544,9084.765362024307,-25936074.0,10.0,0.4189424,100.0,1703145.0,699.20026,,-243.3989,8066524,14171734.0,True,1.0,-1,-2.2647661e+19,141540560.0,,4899.3887,214,100,,1.0
[ 0.149  0.862 -3.094 -2.972],4999.635,21500,-251.46017,100.0,10.0,3.4639813e+22,4949.197198086737,495.01,1.0,1,24741970.0,111540780000.0,0.009434126,9138.64506816864,-26185164.0,10.0,0.4189424,100.0,4463.613,497.41312,,-251.46017,8116025,16962.227,True,1.0,-1,-2.6859868e+17,139492.23,,4949.1973,215,100,,1.0
[ 0.113  0.791 -3.123 -3.065],4999.6426,21600,-249.62022,100.0,10.0,2.1032975e+29,4880.40405729115,488.17,1.0,1,24271430.0,144927500000000.0,0.102084756,9190.612906694412,-25714628.0,10.0,0.4189424,100.0,5800505.0,673.11676,339.6585,-249.62022,8164842,57598420.0,True,1.0,-1,-6.6186244e+20,578897340.0,,4880.4043,216,100,,1.0
[ 0.147  0.901 -3.111 -3.018],4999.5376,21700,-255.98746,100.0,10.0,1.4779496e+25,4901.863356674107,490.3,1.0,1,24460034.0,423611240000.0,0.017908292,9249.513323545456,-25903170.0,10.0,0.4189424,100.0,16958.844,657.09186,9.979637,-255.98746,8213872,62877.6,True,1.0,-1,-5.547903e+18,499563.78,,4901.8633,217,100,,1.0
[ 0.174  1.01  -3.11  -2.962],4999.664,21800,-270.4444,100.0,10.0,2.6274988e+18,4857.090506482701,485.82,1.0,1,24245440.0,511332060000.0,0.023781898,9299.953166007996,-25688652.0,10.0,0.4189424,100.0,20464.693,808.77185,,-270.4444,8262454,130457.12,True,1.0,-1,-2339845600000000.0,1240703.4,,4857.091,218,100,,1.0
