InitialReturnMin,Penalization,InitialReturnStd,InitialReturnMax,InitialBound,DivergenceHarmonic,MeanIW,MeanD2-0,Weights,MinTargetPdf,MaxIW,MeanEntropy,MinIW,ESSRenyiArithmetic,StdIW,VarianceInitializer,EpThisIter,EmpiricalD2Harmonic,ReturnStepMaxmin,MinBehavPdf,EpisodesSoFar,StdWReturnMean,ESSRenyiHarmonic,Iteration,Bound,ReturnStepMax,TimeElapsed,EpLenMean,EmpiricalD2Arithmetic,EpRewMean,LearnableVariance,ReturnMeanIW,TimestepsSoFar,InitialReturnMean,Inner Iteration,WReturnMean
319.75772,True,1275.1737,4999.586,-22785168.0,1.8279472e+30,1388491.5,1.0,[ 0.066  0.579 -2.193 -2.419],-243.44426,92124696.0,0.4189424,0.016424047,100.0,9901892.0,-1,100,1.0,10.0,-243.44426,14600,,100.0,146,-1.9511439e+21,10.0,2593.5789663791656,444.35,1.0,4440.263003991969,,34625540000000.0,4447748,4440.263,1,21342002.0
9.981381,True,1283.9412,4999.574,-23226586.0,3.1360295e+25,716285.8,1.0,[ 0.064  0.669 -2.206 -2.333],-250.42642,67558430.0,0.4189424,0.06266843,100.0,6719538.5,-1,100,1.0,10.0,-250.42642,14700,,100.0,147,-8.0815825e+18,10.0,2619.8565661907196,449.01,1.0,4487.19507848363,,17758900000000.0,4492649,4487.195,1,21783426.0
,True,746.0888,4999.6343,-25586324.0,1.7211394e+32,16917788.0,1.0,[-0.003  0.576 -2.219 -2.381],-252.65594,1557553000.0,0.4189424,0.014307831,100.0,155101200.0,-1,100,1.0,10.0,-252.65594,14800,,100.0,148,-1.8933194e+22,10.0,2645.9705827236176,485.8,1.0,4856.590920541704,,233087300000000.0,4541229,4856.591,1,24143126.0
,True,1416.8379,4999.6,-23143774.0,4.870663e+29,162323.06,1.0,[ 0.056  0.591 -2.215 -2.368],-240.09663,5758353.0,0.4189424,0.058449067,100.0,742838.06,-1,100,1.0,10.0,-240.09663,14900,,100.0,149,-1.0071727e+21,10.0,2673.1111013889313,444.03,1.0,4437.698597025334,,4054463000000.0,4585632,4437.698,1,21700598.0
329.80878,True,693.8654,4999.5703,-25747046.0,59284054000.0,151.39447,1.0,[ 0.023  0.494 -2.222 -2.44 ],-242.39482,8513.756,0.4189424,0.019645615,100.0,886.6457,-1,100,1.0,10.0,-242.39482,15000,,100.0,150,-355159400000.0,10.0,2702.16627573967,488.21,1.0,4880.823491893433,,3782116900.0,4634453,4880.8237,1,24303886.0
,True,1017.9565,4999.625,-24696756.0,4.179189e+35,14369.865,1.0,[ 0.062  0.541 -2.226 -2.426],-242.98209,984597.06,0.4189424,0.20208637,100.0,98736.68,-1,100,1.0,10.0,-242.98209,15100,,100.0,151,-9.32954e+23,10.0,2731.457756280899,471.57,1.0,4713.526292932216,,351785750000.0,4681610,4713.526,1,23253564.0
39.93347,True,1181.7804,4999.6196,-15087749.0,7.1645483e+27,8846.036,1.0,[-0.06   0.527 -2.248 -2.423],-235.81604,174946.42,0.4189424,0.062230095,100.0,25128.422,-1,100,1.0,10.0,-235.81604,15200,,100.0,152,-1.22154e+20,10.0,2751.4507989883423,350.8,1.0,3499.70916739229,,90704765000.0,4716690,3499.709,1,13644569.0
9.980427,True,1023.5327,4999.626,-25009384.0,159156880.0,19.086826,1.0,[ 1.342e-04  5.408e-01 -2.250e+00 -2.413e+00],-255.74112,490.0557,0.4189424,0.05740784,100.0,60.504635,-1,100,1.0,10.0,-255.74112,15300,,100.0,153,-18654180000.0,10.0,2779.6653208732605,474.69,1.0,4745.373879940253,,447650980.0,4764159,4745.3735,1,23566192.0
3558.7178,True,143.3135,4999.637,-26310626.0,3.1351394e+28,4669331.5,1.0,[ 0.005  0.601 -2.257 -2.398],-243.38925,449033200.0,0.4189424,0.11235793,100.0,44666736.0,-1,100,1.0,10.0,-243.38925,15400,,100.0,154,-2.5553183e+20,10.0,2806.7848143577576,498.57,1.0,4984.665158275144,,116643910000000.0,4814016,4984.6655,1,24867426.0
,True,1224.9271,4999.5645,-24075520.0,4.5020073e+29,547707.75,1.0,[ 0.031  0.701 -2.26  -2.329],-247.80208,44195170.0,0.4189424,0.02304247,100.0,4414217.0,-1,100,1.0,10.0,-247.80208,15500,,100.0,155,-9.68293e+20,10.0,2834.966025829315,459.9,1.0,4596.946499559289,,13686159000000.0,4860006,4596.947,1,22632362.0
,True,1507.2058,4999.468,-21198210.0,199775570000000.0,411.00833,1.0,[ 0.13   0.773 -2.279 -2.312],-245.71336,15133.011,0.4189424,0.06279287,100.0,1720.067,-1,100,1.0,10.0,-245.71336,15600,,100.0,156,-20405876000000.0,10.0,2861.2568571567535,418.56,1.0,4181.320525861991,,9260339000.0,4901862,4181.321,1,19755112.0
9.979943,True,1159.661,4999.6104,-24617606.0,77426824.0,32.709156,1.0,[ 0.033  0.708 -2.324 -2.308],-246.91046,1017.1335,0.4189424,0.083941884,100.0,119.38314,-1,100,1.0,10.0,-246.91046,15700,,100.0,157,-13482054000.0,10.0,2891.02872300148,467.39,1.0,4672.21688003915,,783407500.0,4948601,4672.217,1,23174422.0
,True,851.99646,4999.5747,-25385028.0,51546420000.0,113.90126,1.0,[ 0.019  0.607 -2.372 -2.253],-256.44904,10169.129,0.4189424,0.02543418,100.0,1011.08594,-1,100,1.0,10.0,-256.44904,15800,,100.0,158,-330490800000.0,10.0,2920.1388664245605,481.96,1.0,4818.294919113201,,2844931800.0,4996797,4818.295,1,23941864.0
,True,891.42175,4999.4746,-25339668.0,1.3213053e+25,9682.804,1.0,[ 0.066  0.638 -2.374 -2.225],-252.90536,804095.3,0.4189424,0.020233389,100.0,80000.89,-1,100,1.0,10.0,-252.90536,15900,,100.0,159,-5.2455336e+18,10.0,2948.247447490692,480.8,1.0,4806.446760196389,,240874900000.0,5044877,4806.447,1,23896562.0
,True,1260.343,4999.5493,-24447718.0,1.3292069e+16,444549.1,1.0,[ 0.047  0.759 -2.386 -2.243],-239.4059,43811108.0,0.4189424,0.08138409,100.0,4358691.0,-1,100,1.0,10.0,-239.4059,16000,,100.0,160,-177485550000000.0,10.0,2972.818669319153,462.94,1.0,4627.753799590461,,11106967000000.0,5091171,4627.754,1,23004570.0
9.979486,True,692.433,4999.5996,-25678142.0,3462178800.0,40.62336,1.0,[-0.014  0.673 -2.436 -2.288],-247.3036,1543.483,0.4189424,0.20232086,100.0,189.72888,-1,100,1.0,10.0,-247.3036,16100,,100.0,161,-85649670000.0,10.0,2998.814185857773,487.52,1.0,4873.961422033285,,734644800.0,5139923,4873.961,1,24234964.0
319.80856,True,465.59424,4999.6143,-26186354.0,5.6438154e+28,7.895506,1.0,[ 0.017  0.671 -2.436 -2.285],-256.39957,74.449394,0.4189424,0.1726217,100.0,11.392391,-1,100,1.0,10.0,-256.39957,16200,,100.0,162,-3.4284574e+20,10.0,3025.2942323684692,495.33,1.0,4952.4123350536465,,196481140.0,5189456,4952.4126,1,24743166.0
,True,983.1303,4999.6235,-23172152.0,1.3944045e+31,482802.1,1.0,[-0.044  0.659 -2.437 -2.286],-251.00266,12773516.0,0.4189424,0.034631774,100.0,1946182.4,-1,100,1.0,10.0,-251.00266,16300,,100.0,163,-5.389002e+21,10.0,3052.5485696792603,456.03,1.0,4556.579483544872,,6773349000000.0,5235059,4556.5796,1,21728962.0
899.6283,True,513.48773,4999.6084,-25873768.0,7.539049e+16,18793.002,1.0,[ 0.018  0.661 -2.438 -2.294],-247.43976,1856104.5,0.4189424,0.028553687,100.0,184659.88,-1,100,1.0,10.0,-247.43976,16400,,100.0,164,-396511150000000.0,10.0,3084.1157879829407,491.71,1.0,4915.9857749849025,,260804080000.0,5284230,4915.986,1,24430584.0
,True,497.41837,4999.71,-26185740.0,2.2074258e+21,19907.797,1.0,[-0.017  0.776 -2.441 -2.33 ],-264.6845,1310084.0,0.4189424,0.09176266,100.0,139936.28,-1,100,1.0,10.0,-264.6845,16500,,100.0,165,-6.780711e+16,10.0,3113.198528766632,495.01,1.0,4949.24981320567,,497514150000.0,5333731,4949.2495,1,24742498.0
9.97949,True,767.38885,4999.5254,-25696528.0,1.807771e+21,116980.77,1.0,[ 0.043  0.758 -2.448 -2.329],-254.96297,4313202.5,0.4189424,0.033131953,100.0,564785.75,-1,100,1.0,10.0,-254.96297,16600,,100.0,166,-6.1360566e+16,10.0,3140.1987545490265,486.58,1.0,4864.617994614501,,2923184500000.0,5382389,4864.6187,1,24253392.0
,True,869.3757,4999.6104,-25201686.0,2.2632403e+22,227475.4,1.0,[ 0.077  0.851 -2.451 -2.253],-245.20586,20631842.0,0.4189424,0.090920836,100.0,2058661.6,-1,100,1.0,10.0,-245.20586,16700,,100.0,167,-2.1711427e+17,10.0,3173.6634061336517,479.78,1.0,4796.111890561978,,5683330700000.0,5430367,4796.112,1,23758502.0
579.6386,True,1027.2279,4999.468,-24252714.0,47136170000000.0,174.3113,1.0,[ 0.111  0.753 -2.458 -2.321],-249.70354,7281.3125,0.4189424,0.023653062,100.0,803.2485,-1,100,1.0,10.0,-249.70354,16800,,100.0,168,-9911418000000.0,10.0,3206.0357489585876,466.63,1.0,4664.162766310458,,3918928000.0,5477030,4664.1626,1,22809612.0
4998.506,True,0.19935812,4999.619,-26435480.0,7803989000000.0,10.093239,1.0,[-0.005  0.774 -2.472 -2.285],-244.4913,112.89989,0.4189424,0.12223912,100.0,15.57835,-1,100,1.0,10.0,-244.4913,16900,,100.0,169,-4031797300000.0,10.0,3237.1480100154877,500.0,1.0,4999.228910862828,,252247840.0,5527030,4999.229,1,24992290.0
3179.5894,True,436.19992,4999.6216,-24723068.0,7.498011e+26,20976.723,1.0,[-0.049  0.73  -2.475 -2.294],-255.4464,1114843.8,0.4189424,0.08700119,100.0,116010.84,-1,100,1.0,10.0,-255.4464,17000,,100.0,170,-3.951725e+19,10.0,3264.621755838394,480.82,1.0,4805.1648534607075,,348492430000.0,5575112,4805.1646,1,23279878.0
309.74347,True,466.59933,4999.625,-26186664.0,4.92771e+16,6.572691,1.0,[ 0.004  0.74  -2.479 -2.262],-261.1977,49.46249,0.4189424,0.00028930162,100.0,9.054271,-1,100,1.0,10.0,-261.1977,17100,,100.0,171,-320359100000000.0,10.0,3294.551768541336,495.32,1.0,4952.348227047375,,163618320.0,5624644,4952.3486,1,24743470.0
,True,806.51404,4999.642,-23919122.0,1.6576528e+24,14203.206,1.0,[-0.054  0.758 -2.483 -2.246],-238.42783,494467.44,0.4189424,0.03077794,100.0,66433.98,-1,100,1.0,10.0,-238.42783,17200,,100.0,172,-1.8580784e+18,10.0,3323.693859577179,467.54,1.0,4671.772060457888,,265128670000.0,5671398,4671.772,1,22475920.0
9.981561,True,808.1864,4999.668,-25689294.0,4.140281e+32,1152382.1,1.0,[ 1.931e-05  7.418e-01 -2.488e+00 -2.273e+00],-249.25665,89891816.0,0.4189424,0.019338086,100.0,9119412.0,-1,100,1.0,10.0,-249.25665,17300,,100.0,173,-2.936545e+22,10.0,3351.5704233646393,485.83,1.0,4857.253442538815,,28798853000000.0,5719981,4857.2534,1,24246076.0
4997.9316,True,0.30619758,4999.5815,-26434724.0,3.7324395e+25,807.6808,1.0,[ 0.061  0.636 -2.484 -2.3  ],-236.45967,47130.76,0.4189424,0.37301186,100.0,4763.63,-1,100,1.0,10.0,-236.45967,17400,,100.0,174,-8.8166396e+18,10.0,3376.4917187690735,500.0,1.0,4999.155703941131,,20181856000.0,5769981,4999.156,1,24991556.0
2469.5635,True,658.32416,4999.617,-22962948.0,179364790000.0,352.17548,1.0,[-0.049  0.673 -2.521 -2.27 ],-252.45338,8505.965,0.4189424,0.11491716,100.0,1200.7004,-1,100,1.0,10.0,-252.45338,17500,,100.0,175,-617410200000.0,10.0,3401.924599170685,459.62,1.0,4591.989906135395,,6212845600.0,5815943,4591.99,1,21519762.0
3659.4785,True,187.56752,4999.6294,-26204052.0,1.259994e+35,985604.6,1.0,[-0.018  0.719 -2.52  -2.241],-251.10764,64843540.0,0.4189424,0.06321587,100.0,7021335.5,-1,100,1.0,10.0,-251.10764,17600,,100.0,176,-5.1227033e+23,10.0,3432.354756593704,497.34,1.0,4972.491842616717,,13833014000000.0,5865677,4972.4917,1,24760854.0
669.53143,True,440.52798,4999.587,-26102108.0,7295438400000000.0,234.88168,1.0,[ 0.044  0.711 -2.523 -2.245],-244.15814,3546.7878,0.4189424,0.12162515,100.0,624.6542,-1,100,1.0,10.0,-244.15814,17700,,100.0,177,-123269040000000.0,10.0,3458.9795229434967,494.72,1.0,4946.1977911610265,,5869182500.0,5915149,4946.1978,1,24658936.0
2629.5693,True,522.32935,4999.6445,-24400056.0,73698290000.0,66.94209,1.0,[-0.034  0.696 -2.54  -2.339],-244.37654,5269.8813,0.4189424,0.044817187,100.0,523.8971,-1,100,1.0,10.0,-244.37654,17800,,100.0,178,-393451860000.0,10.0,3485.972494363785,476.58,1.0,4762.7748724863395,,1668191600.0,5962807,4762.775,1,22956852.0
9.982064,True,860.12683,4999.6367,-21932342.0,1.5783814e+31,27034.467,1.0,[-0.066  0.721 -2.545 -2.291],-246.53894,484001.7,0.4189424,0.030702893,100.0,78721.95,-1,100,1.0,10.0,-246.53894,17900,,100.0,179,-5.733532e+21,10.0,3513.910416841507,444.93,1.0,4444.021749180439,,431474050000.0,6007300,4444.0215,1,20489146.0
4998.711,True,0.20692243,4999.6875,-26435948.0,1236258000000000.0,10.321443,1.0,[-0.003  0.717 -2.545 -2.293],-263.3813,86.13118,0.4189424,0.099025495,100.0,16.026054,-1,100,1.0,10.0,-263.3813,18000,,100.0,180,-50743670000000.0,10.0,3544.6714539527893,500.0,1.0,4999.271601405254,,257948960.0,6057300,4999.2715,1,24992718.0
,True,947.81915,4999.6035,-22512446.0,4.960583e+31,122442.27,1.0,[-0.049  0.688 -2.544 -2.323],-240.59906,3876608.2,0.4189424,0.14340569,100.0,460458.53,-1,100,1.0,10.0,-240.59906,18100,,100.0,181,-1.0164285e+22,10.0,3571.430263519287,449.54,1.0,4491.203343638696,,1535096700000.0,6102254,4491.2036,1,21069268.0
4998.6353,True,0.19528136,4999.5635,-26435922.0,1.3507183e+21,6.532177,1.0,[ 0.012  0.68  -2.543 -2.318],-250.44475,44.627037,0.4189424,0.005148535,100.0,8.887424,-1,100,1.0,10.0,-250.44475,18200,,100.0,182,-5.303785e+16,10.0,3599.878089904785,500.0,1.0,4999.276548275266,,163249980.0,6152254,4999.2764,1,24992764.0
1679.5507,True,602.9923,4999.669,-24012546.0,1.7617454e+32,792542.2,1.0,[-0.039  0.671 -2.55  -2.352],-244.01956,21150784.0,0.4189424,0.08488732,100.0,2725971.8,-1,100,1.0,10.0,-244.01956,18300,,100.0,183,-1.9155498e+22,10.0,3627.1569335460663,471.56,1.0,4712.295769340751,,14969629000000.0,6199410,4712.296,1,22569330.0
9.980101,True,496.42294,4999.6143,-26185448.0,933908250000.0,3.91358,1.0,[ 0.022  0.677 -2.552 -2.342],-244.31216,27.241692,0.4189424,0.036104057,100.0,4.7597265,-1,100,1.0,10.0,-244.31216,18400,,100.0,184,-1394745000000.0,10.0,3661.7677261829376,495.02,1.0,4949.325640973114,,97543460.0,6248912,4949.326,1,24742260.0
,True,546.42535,4999.6113,-25479644.0,115730936.0,49.756607,1.0,[-0.025  0.645 -2.545 -2.317],-250.02795,756.72345,0.4189424,0.17385352,100.0,146.40111,-1,100,1.0,10.0,-250.02795,18500,,100.0,185,-16475242000.0,10.0,3688.1254110336304,487.41,1.0,4872.153296844747,,950064600.0,6297653,4872.1533,1,24036458.0
,True,945.8804,4999.629,-25441140.0,7.338338e+19,17123.988,1.0,[ 0.005  0.651 -2.546 -2.312],-243.35532,654903.06,0.4189424,0.015971772,100.0,82905.234,-1,100,1.0,10.0,-243.35532,18600,,100.0,186,-1.2363142e+16,10.0,3713.2883360385895,480.77,1.0,4806.584855719953,,427944670000.0,6345730,4806.5845,1,23997946.0
19.961662,True,495.42685,4999.5728,-26185128.0,5.1355193e+19,134867.88,1.0,[ 0.015  0.752 -2.543 -2.238],-243.94693,13049722.0,0.4189424,0.0770435,100.0,1298247.5,-1,100,1.0,10.0,-243.94693,18700,,100.0,187,-1.03452e+16,10.0,3741.8572211265564,495.03,1.0,4949.395703366643,,3370402200000.0,6395233,4949.3955,1,24741964.0
9.979503,True,869.07056,4999.559,-25174168.0,4.373853e+25,27617.994,1.0,[ 0.092  0.656 -2.519 -2.238],-241.01256,672051.9,0.4189424,0.01564756,100.0,108115.63,-1,100,1.0,10.0,-241.01256,18800,,100.0,188,-9.5441e+18,10.0,3771.5994005203247,479.48,1.0,4793.300690574213,,689757750000.0,6443181,4793.301,1,23731014.0
389.70358,True,631.5403,4999.591,-25851966.0,9.253411e+22,844114.06,1.0,[ 0.082  0.541 -2.527 -2.285],-254.18834,72479620.0,0.4189424,0.1295602,100.0,7273063.0,-1,100,1.0,10.0,-254.18834,18900,,100.0,189,-4.3901575e+17,10.0,3800.958019733429,490.12,1.0,4899.995013783611,,21088638000000.0,6492193,4899.995,1,24408794.0
,True,654.0824,4999.6357,-25939440.0,63718840.0,6.0366225,1.0,[ 0.053  0.459 -2.532 -2.375],-252.54037,44.793495,0.4189424,0.12621567,100.0,8.51187,-1,100,1.0,10.0,-252.54037,19000,,100.0,190,-11667992000.0,10.0,3831.0189940929413,490.7,1.0,4905.957478184913,,148055870.0,6541263,4905.9575,1,24496242.0
389.7163,True,465.53763,4999.6475,-26110002.0,3839140000.0,46.56139,1.0,[ 0.005  0.449 -2.538 -2.337],-252.45818,2837.3408,0.4189424,0.15715465,100.0,293.66858,-1,100,1.0,10.0,-252.45818,19100,,100.0,191,-90363100000.0,10.0,3857.126043319702,494.56,1.0,4944.701455397918,,943012740.0,6590719,4944.7017,1,24666798.0
4998.443,True,0.2261502,4999.657,-26435364.0,3.5147272e+31,25841790.0,1.0,[ 0.036  0.451 -2.537 -2.34 ],-254.34506,2526923800.0,0.4189424,0.115187526,100.0,251390240.0,-1,100,1.0,10.0,-254.34506,19200,,100.0,192,-8.555899e+21,10.0,3884.8797574043274,500.0,1.0,4999.215635334487,,645869060000000.0,6640719,4999.216,1,24992154.0
359.73022,True,1123.0669,4999.5522,-23264234.0,10609324000.0,64.93878,1.0,[ 0.121  0.377 -2.54  -2.286],-253.18756,1034.2235,0.4189424,0.07027104,100.0,178.22682,-1,100,1.0,10.0,-253.18756,19300,,100.0,193,-149955900000.0,10.0,3910.586837053299,453.72,1.0,4534.292272626637,,1312548900.0,6686091,4534.2925,1,21821086.0
379.71228,True,814.566,4999.633,-25375450.0,2.962597e+33,2842377.0,1.0,[ 0.089  0.423 -2.544 -2.259],-237.81796,273393340.0,0.4189424,0.05172772,100.0,27204886.0,-1,100,1.0,10.0,-237.81796,19400,,100.0,194,-7.855103e+22,10.0,3936.7974286079407,482.52,1.0,4823.768050719379,,70003844000000.0,6734343,4823.768,1,23932254.0
1129.8964,True,1191.5332,4999.5654,-18140008.0,1.6868943e+36,410636.97,1.0,[-0.024  0.375 -2.553 -2.278],-234.8894,31964000.0,0.4189424,0.1218964,100.0,3179579.8,-1,100,1.0,10.0,-234.8894,19500,,100.0,195,-1.8743376e+24,10.0,3960.446359395981,391.51,1.0,3908.5935706671353,,7409282000000.0,6773494,3908.5935,1,16696856.0
19.961397,True,663.0112,4999.656,-25800236.0,6.619239e+18,84.47949,1.0,[ 0.038  0.377 -2.553 -2.285],-248.7327,4852.6206,0.4189424,0.0426723,100.0,489.41714,-1,100,1.0,10.0,-248.7327,19600,,100.0,196,-3712991000000000.0,10.0,3987.0060210227966,489.16,1.0,4890.546087758358,,2104448600.0,6822410,4890.5464,1,24357026.0
,True,1207.9595,4999.677,-20715290.0,601783900.0,21.817705,1.0,[-0.014  0.347 -2.561 -2.301],-254.54062,309.29126,0.4189424,0.082303226,100.0,42.387093,-1,100,1.0,10.0,-254.54062,19700,,100.0,197,-35666170000.0,10.0,4009.3442521095276,422.51,1.0,4220.533933376216,,262890320.0,6864661,4220.534,1,19272074.0
4998.567,True,0.24215509,4999.6685,-26435872.0,1.6748094e+29,19676084.0,1.0,[ 0.016  0.357 -2.56  -2.301],-251.07965,885762300.0,0.4189424,0.6486307,100.0,121264500.0,-1,100,1.0,10.0,-251.07965,19800,,100.0,198,-5.906155e+20,10.0,4034.5720233917236,500.0,1.0,4999.265327025847,,491781740000000.0,6914661,4999.265,1,24992654.0
19.961403,True,860.07056,4999.6885,-25363166.0,14094621000.0,195.01556,1.0,[ 0.032  0.339 -2.568 -2.55 ],-247.3852,4913.569,0.4189424,0.04846337,100.0,756.4434,-1,100,1.0,10.0,-247.3852,19900,,100.0,199,-174859580000.0,10.0,4060.9371252059937,481.6,1.0,4814.584034270196,,3522289700.0,6962821,4814.584,1,23919940.0
9.980709,True,933.2799,4999.5527,-25438452.0,384948260000000.0,42.590557,1.0,[ 0.066  0.365 -2.567 -2.505],-241.63078,911.4743,0.4189424,0.013752569,100.0,127.45441,-1,100,1.0,10.0,-241.63078,20000,,100.0,200,-28315167000000.0,10.0,4085.415788412094,481.01,1.0,4808.772626225975,,1062127100.0,7010922,4808.773,1,23995304.0
19.969688,True,1077.5431,4999.672,-24421036.0,2187311400.0,121.37099,1.0,[ 0.006  0.352 -2.573 -2.509],-240.69022,9865.586,0.4189424,0.054602027,100.0,982.2999,-1,100,1.0,10.0,-240.69022,20100,,100.0,201,-69719745000.0,10.0,4114.103945732117,467.26,1.0,4670.83733736813,,2223804200.0,7057648,4670.8374,1,22977820.0
9.9835825,True,880.9145,4999.66,-25453464.0,2.1598922e+16,2134.7559,1.0,[ 0.037  0.353 -2.574 -2.51 ],-258.68777,65229.223,0.4189424,0.15265457,100.0,9493.395,-1,100,1.0,10.0,-258.68777,20200,,100.0,202,-212151250000000.0,10.0,4141.380130529404,482.14,1.0,4820.191492129208,,53342614000.0,7105862,4820.1914,1,24010254.0
,True,1410.2742,4999.524,-22921456.0,1648850900000.0,69.92937,1.0,[ 0.095  0.369 -2.574 -2.493],-250.36252,2168.4387,0.4189424,0.05248622,100.0,280.41772,-1,100,1.0,10.0,-250.36252,20300,,100.0,203,-1854752800000.0,10.0,4165.308053255081,441.75,1.0,4414.6863074152225,,1701844900.0,7150037,4414.686,1,21478328.0
789.58856,True,418.82526,4999.4985,-26188848.0,96262696.0,46.931183,1.0,[ 0.079  0.428 -2.579 -2.481],-260.55222,2304.7012,0.4189424,0.11536343,100.0,232.83759,-1,100,1.0,10.0,-260.55222,20400,,100.0,204,-15329987000.0,10.0,4191.397332191467,495.8,1.0,4956.845561897121,,1171355100.0,7199617,4956.8457,1,24745732.0
399.56876,True,457.65527,4999.66,-26186654.0,329387180000.0,23.023762,1.0,[ 0.038  0.395 -2.581 -2.514],-251.78831,385.507,0.4189424,0.09199259,100.0,55.199043,-1,100,1.0,10.0,-251.78831,20500,,100.0,205,-828839100000.0,10.0,4216.368801832199,495.41,1.0,4953.180302448355,,565800300.0,7249158,4953.18,1,24743444.0
9.979598,True,1214.4534,4999.583,-23006006.0,274754700.0,32.27073,1.0,[-4.871e-04  3.464e-01 -2.583e+00 -2.503e+00],-251.3137,777.33276,0.4189424,0.17434764,100.0,100.27182,-1,100,1.0,10.0,-251.3137,20600,,100.0,206,-24411894000.0,10.0,4240.085216999054,448.48,1.0,4481.957682315114,,490885220.0,7294006,4481.958,1,21562842.0
9.982066,True,804.5321,4999.5884,-25620836.0,3.3162253e+17,890.2025,1.0,[ 0.031  0.346 -2.582 -2.503],-238.08289,75641.82,0.4189424,0.007952336,100.0,7527.4395,-1,100,1.0,10.0,-238.08289,20700,,100.0,207,-831077450000000.0,10.0,4265.86342716217,485.2,1.0,4850.813925759206,,22213634000.0,7342526,4850.814,1,24177668.0
29.953892,True,1575.6835,4999.592,-15730184.0,1430425100.0,17.45545,1.0,[-0.017  0.315 -2.593 -2.527],-250.87834,153.48923,0.4189424,0.0709022,100.0,28.359814,-1,100,1.0,10.0,-250.87834,20800,,100.0,208,-54773510000.0,10.0,4285.570271492004,344.25,1.0,3435.7309018718383,,192568480.0,7376951,3435.7312,1,14287024.0
,True,796.3548,4999.6016,-24758984.0,6.426556e+27,887.1824,1.0,[ 0.014  0.32  -2.593 -2.526],-246.5802,46398.652,0.4189424,0.005479835,100.0,4926.636,-1,100,1.0,10.0,-246.5802,20900,,100.0,209,-1.1569093e+20,10.0,4311.44868183136,476.43,1.0,4762.52345442333,,22149400000.0,7424594,4762.5234,1,23315810.0
,True,1465.4269,4999.6494,-14718625.0,2.4131605e+31,23746.26,1.0,[-0.031  0.359 -2.6   -2.508],-251.90404,632356.3,0.4189424,0.03522253,100.0,84515.89,-1,100,1.0,10.0,-251.90404,21000,,100.0,210,-7.089435e+21,10.0,4329.265239238739,334.37,1.0,3335.8592872542645,,272753870000.0,7458031,3335.8594,1,13275432.0
,True,854.7112,4999.615,-25604922.0,379224880000.0,18.775515,1.0,[ 0.028  0.379 -2.6   -2.504],-238.08548,753.6812,0.4189424,0.04919652,100.0,76.141174,-1,100,1.0,10.0,-238.08548,21100,,100.0,211,-889180200000.0,10.0,4357.733338832855,484.17,1.0,4840.57943224647,,468394700.0,7506448,4840.5796,1,24161738.0
1179.8407,True,1158.02,4999.63,-19353690.0,40919974000.0,27.754559,1.0,[-0.013  0.341 -2.604 -2.477],-239.021,211.4597,0.4189424,0.113578334,100.0,40.3098,-1,100,1.0,10.0,-239.021,21200,,100.0,212,-292288560000.0,10.0,4381.297865152359,407.64,1.0,4070.5643369118434,,355857020.0,7547212,4070.5645,1,17910504.0
389.72556,True,649.37585,4999.615,-25820688.0,4.1720363e+23,6466025.0,1.0,[ 0.018  0.341 -2.604 -2.482],-254.67776,646398200.0,0.4189424,0.010519392,100.0,64315604.0,-1,100,1.0,10.0,-254.67776,21300,,100.0,213,-9.323132e+17,10.0,4407.6152992248535,489.56,1.0,4894.467846830797,,161584860000000.0,7596168,4894.468,1,24377504.0
,True,966.2114,4999.5176,-25074414.0,8894912000000.0,156.96884,1.0,[ 0.065  0.304 -2.595 -2.496],-255.00453,4309.035,0.4189424,0.0060324883,100.0,544.59937,-1,100,1.0,10.0,-255.00453,21400,,100.0,214,-4307657700000.0,10.0,4433.818887233734,476.58,1.0,4764.2125132162,,3715677200.0,7643826,4764.2124,1,23631286.0
9.980686,True,1248.1527,4999.5796,-23741322.0,9515935000000.0,109.80398,1.0,[ 0.085  0.361 -2.597 -2.481],-245.13264,4579.391,0.4189424,0.04064866,100.0,505.6317,-1,100,1.0,10.0,-245.13264,21500,,100.0,215,-4454488700000.0,10.0,4460.158264160156,455.65,1.0,4554.149447004311,,2725318100.0,7689391,4554.1494,1,22298160.0
349.68158,True,1216.0264,4999.5586,-22957270.0,1046926260000.0,30.64447,1.0,[ 0.114  0.417 -2.595 -2.478],-266.25543,717.04193,0.4189424,0.15157759,100.0,85.103455,-1,100,1.0,10.0,-266.25543,21600,,100.0,216,-1477333600000.0,10.0,4483.593188762665,447.93,1.0,4476.092196296817,,740876200.0,7734184,4476.092,1,21514120.0
389.7099,True,1418.1945,4999.3887,-20429632.0,55589257000.0,68.69654,1.0,[ 0.136  0.36  -2.599 -2.492],-253.70093,3540.9478,0.4189424,0.049630817,100.0,356.37415,-1,100,1.0,10.0,-253.70093,21700,,100.0,217,-341220750000.0,10.0,4505.701595783234,412.53,1.0,4120.110070009382,,993849400.0,7775437,4120.11,1,18986584.0
479.60968,True,663.08295,4999.581,-25745242.0,22372125000.0,72.87256,1.0,[ 0.075  0.363 -2.609 -2.485],-252.35085,2536.5547,0.4189424,0.09170947,100.0,304.21097,-1,100,1.0,10.0,-252.35085,21800,,100.0,218,-217654850000.0,10.0,4532.893951892853,488.62,1.0,4884.9153476069,,1800798300.0,7824299,4884.9155,1,24302076.0
