Iteration,EmpiricalD2,MeanIWNorm,EpLenMean,EpRewMean,VarianceInit,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,InitialReturnMin,LearnableVariance,Bound,J_sample_variance,OptimizationReturnMean,InitialBound,OptimizationReturnMin,ESSClassic,TimeElapsed,StdIWNorm,EpisodesSoFar,MeanIW,ReturnStepMax,MaxIW,EpThisIter,TimestepsSoFar,OptimizationReturnMax,ReturnMeanIW,Weights,MeanEntropy,InitialReturnMean,ESSRenyi,MinIWNorm,StdIW,InitialReturnMax
198,1.8226428,0.0108423475,481.34,4808.752813045598,-1,0.04609711,326.60483,0.03849274,10.0,3499.0781,True,4443.748,16011934.0,1309.6748,4196.394,,63.007526,4508.138422250748,0.008307757,19800,1.0842347,10.0,4.609711,100,6192109,1500.8062,5270.464,[-0.168  1.276 -1.897 -1.953 -2.078],-0.64788085,4808.753,54.865387,0.00038492738,0.83077574,4999.8843
199,4060.6929,0.33930665,480.29,4799.04145734515,-1,33.32687,560.4684,0.00010084506,10.0,,True,130472.25,2774271800000.0,4799.042,4186.679,,1.0365362,4544.439600944519,3.315412,19900,33.93066,10.0,3332.687,100,6240138,4999.9126,169494.12,[-0.164  1.283 -1.899 -1.959 -2.067],-0.6554886,4799.042,0.024626339,1.0084506e-06,331.54123,4999.9126
200,3.0612314,0.012891643,480.9,4805.225386362986,-1,0.061824348,539.1848,0.030673815,10.0,179.84412,True,5192.299,39127870.0,4625.381,4192.8716,,49.171288,4579.079576969147,0.013107114,20000,1.2891643,10.0,6.182435,100,6288228,4820.006,6263.697,[-0.169  1.313 -1.89  -1.934 -2.074],-0.6514039,4805.225,32.66659,0.00030673813,1.3107111,4999.85
201,14.826472,0.016869847,484.68,4844.0272766228845,-1,0.7112708,617.57446,0.006863313,10.0,159.84491,True,5858.382,1163373300.0,4684.1826,4231.6714,,5.2668767,4615.619290351868,0.07154601,20100,1.6869845,10.0,71.12708,100,6336696,4840.0215,8216.269,[-0.162  1.317 -1.89  -1.936 -2.07 ],-0.6521836,4844.0273,6.744693,6.8633126e-05,7.154602,4999.866
202,1.9799857,0.011470678,479.07,4786.483328147764,-1,0.057679456,329.494,0.023574479,10.0,3678.5505,True,4632.5825,19038404.0,1107.9329,4174.1377,,57.373096,4653.152057886124,0.00988728,20200,1.1470679,10.0,5.767946,100,6384603,1321.2322,5494.2266,[-0.172  1.31  -1.89  -1.942 -2.071],-0.6529845,4786.4834,50.505413,0.00023574478,0.98872805,4999.7827
203,1.8610618,0.011061886,478.85,4784.747166683973,-1,0.047199592,607.8262,0.093780115,10.0,519.55444,True,4525.528,17758936.0,4265.1924,4172.3936,,58.50081,4688.136938095093,0.009316828,20300,1.1061887,10.0,4.7199593,100,6432488,4480.289,5360.905,[-0.166  1.306 -1.888 -1.942 -2.072],-0.6669072,4784.747,53.732765,0.00093780115,0.9316827,4999.8438
204,1.5068375,0.011493104,485.02,4847.304148203505,-1,0.030140433,524.6816,0.1344242,10.0,169.84344,True,4860.492,10153692.0,4677.461,4234.9487,,75.964,4728.007917642593,0.006464939,20400,1.1493104,10.0,3.0140433,100,6480990,4830.018,5612.1787,[-0.161  1.297 -1.886 -1.944 -2.086],-0.6850209,4847.304,66.36416,0.0013442419,0.646494,4999.8613
205,1.7702485,0.011422753,478.01,4776.490897348467,-1,0.087225795,704.93835,0.094327755,10.0,169.86658,True,4663.454,26202352.0,4606.624,4164.137,,50.147488,4767.103005886078,0.011389105,20500,1.1422752,10.0,8.72258,100,6528791,4829.982,5478.1953,[-0.159  1.294 -1.891 -1.948 -2.104],-0.694092,4776.491,56.489243,0.00094327756,1.1389104,4999.8486
206,6.1594067,0.013791234,495.59,4953.638121484222,-1,0.2855586,127.315865,0.01729957,10.0,4349.338,True,5363.124,41020730.0,604.3003,4341.2773,,14.788308,4806.815282583237,0.033104993,20600,1.3791236,10.0,28.55586,100,6578350,650.5625,6882.8887,[-0.155  1.292 -1.894 -1.956 -2.113],-0.6977922,4953.638,16.23533,0.0001729957,3.3104994,4999.9004
207,3.2298555,0.012451767,492.42,4922.183102068492,-1,0.14006194,405.23175,0.039534323,10.0,1079.1785,True,5056.8677,49304716.0,3843.0046,4309.838,,33.52336,4845.725611448288,0.017534435,20700,1.2451768,10.0,14.006194,100,6627592,3920.598,6157.362,[-0.147  1.297 -1.876 -1.951 -2.117],-0.7042462,4922.183,30.961138,0.00039534323,1.7534435,4999.7764
208,4.0561724,0.013270983,495.9,4956.856708603997,-1,0.2455198,128.58769,0.013765508,10.0,4258.8237,True,5348.8745,35223584.0,698.033,4344.4937,,20.658247,4880.7363402843475,0.026008015,20800,1.3270983,10.0,24.551981,100,6677182,741.09863,6582.17,[-0.153  1.313 -1.873 -1.993 -2.123],-0.7002906,4956.857,24.653784,0.00013765508,2.6008017,4999.9224
209,17.406624,0.019229682,485.87,4856.654207071743,-1,0.4884485,590.9264,0.004620662,10.0,369.68726,True,6934.23,779104700.0,4486.967,4244.29,,9.313194,4917.289053201675,0.06000601,20900,1.9229681,10.0,48.844852,100,6725769,4630.244,9489.089,[-0.146  1.301 -1.872 -1.999 -2.119],-0.6822274,4856.6543,5.7449393,4.620662e-05,6.0006013,4999.931
210,1.1345547,0.01046758,486.79,4865.762804765427,-1,0.035434447,702.32275,0.36524528,10.0,,True,4433.3115,4397969.0,4865.7627,4253.405,,86.77793,4951.636157035828,0.0040859333,21000,1.0467579,10.0,3.5434446,100,6774448,4999.8804,5085.5674,[-0.139  1.283 -1.87  -2.008 -2.101],-0.680788,4865.7627,88.140305,0.0036524527,0.40859333,4999.8804
211,5.071041,0.014965974,498.07,4979.6678331157755,-1,0.2268722,101.37407,0.00069719064,10.0,4189.3804,True,5992.384,44675988.0,790.2876,4367.307,,20.273567,4991.017424583435,0.029678443,21100,1.4965976,10.0,22.687222,100,6824255,810.5249,7371.3574,[-0.14   1.276 -1.873 -2.004 -2.1  ],-0.7040122,4979.668,19.719816,6.9719063e-06,2.9678442,4999.9053
212,5.589339,0.014239217,493.69,4934.915030057393,-1,0.37322077,187.48004,0.02408874,10.0,3979.1572,True,5338.8115,34073020.0,955.7579,4322.553,,12.573184,5030.6746525764465,0.037547916,21200,1.4239218,10.0,37.32208,100,6873624,1020.75586,6786.544,[-0.14   1.264 -1.875 -2.016 -2.123],-0.6982368,4934.915,17.891205,0.0002408874,3.7547913,4999.913
213,2.1720285,0.011292267,492.29,4921.124480360261,-1,0.08884219,506.5199,0.06266514,10.0,9.980186,True,4689.926,42960810.0,4911.1445,4308.765,,42.926987,5068.181106805801,0.01302061,21300,1.1292268,10.0,8.884219,100,6922853,4989.9087,5592.408,[-0.132  1.253 -1.882 -2.025 -2.117],-0.70264244,4921.1245,46.03991,0.0006266514,1.3020611,4999.8887
214,5.595,0.013526336,493.65,4935.128636799172,-1,0.42141974,500.69577,0.037500322,10.0,9.980511,True,5262.4775,446793000.0,4925.148,4322.764,,9.342732,5108.28417801857,0.042135146,21400,1.3526337,10.0,42.141975,100,6972218,4989.956,6710.9497,[-0.13   1.264 -1.882 -2.015 -2.122],-0.6942369,4935.129,17.873102,0.0003750032,4.2135143,4999.9365
215,1.728989,0.011114817,496.6,4964.375643258094,-1,0.06151081,118.69616,0.28398275,10.0,4299.251,True,4707.4756,23475900.0,665.12476,4352.02,,59.78008,5146.711914777756,0.009116849,21500,1.1114819,10.0,6.151081,100,7021878,700.61523,5512.669,[-0.137  1.254 -1.876 -2.021 -2.113],-0.67633206,4964.3755,57.83727,0.0028398274,0.91168493,4999.866
216,2.1644251,0.011943183,494.4,4941.9867890331925,-1,0.12390914,176.67487,0.123261906,10.0,3788.6096,True,4951.4526,23592704.0,1153.3773,4329.628,,39.956715,5184.038873195648,0.014640551,21600,1.1943183,10.0,12.390914,100,7071318,1211.28,5852.354,[-0.14   1.25  -1.877 -2.016 -2.095],-0.68317235,4941.9873,46.201645,0.001232619,1.4640552,4999.8896
217,24.792873,0.020286737,490.07,4898.342550820402,-1,1.0317932,233.2215,0.006386528,10.0,3959.3574,True,6939.1353,180440450.0,938.98517,4285.9844,,3.7534468,5222.919437885284,0.10272818,21700,2.0286734,10.0,103.17932,100,7120325,1040.5273,9988.217,[-0.144  1.251 -1.855 -2.037 -2.102],-0.6801482,4898.343,4.033417,6.386528e-05,10.272819,4999.885
218,2.6364694,0.011957391,482.52,4821.531762109457,-1,0.07778472,310.8821,0.063821286,10.0,3929.5337,True,4658.3994,23508298.0,891.9981,4209.1704,,41.47825,5262.111967325211,0.014203155,21800,1.1957392,10.0,7.778472,100,7168577,1070.3755,5652.703,[-0.156  1.258 -1.856 -2.032 -2.099],-0.68548626,4821.5317,37.929512,0.00063821283,1.4203156,4999.909
219,1.3280481,0.010755006,464.4,4638.428248993357,-1,0.060642432,622.2339,0.2414652,10.0,9.980938,True,4220.9214,11518717.0,4628.4473,4026.0652,,64.50169,5299.22528553009,0.0079786405,21900,1.0755005,10.0,6.0642433,100,7215017,4989.9375,4926.614,[-0.16   1.248 -1.851 -2.042 -2.104],-0.6839311,4638.428,75.29848,0.002414652,0.797864,4999.9185
220,29.864275,0.023377543,475.43,4750.147356129504,-1,0.7953372,594.3986,0.0024455192,10.0,9.980375,True,7590.4497,2182349800.0,4740.167,4137.7886,,5.072525,5336.102902650833,0.101130635,22000,2.3377542,10.0,79.53372,100,7262560,4989.905,10936.879,[-0.162  1.258 -1.846 -2.039 -2.103],-0.68957686,4750.147,3.3484824,2.4455192e-05,10.113064,4999.8853
221,3.6632164,0.012350266,457.44,4568.67799934623,-1,0.10011217,493.19156,0.00854629,10.0,3409.5737,True,4589.7637,22547904.0,1159.1042,3956.319,,35.87936,5370.625818490982,0.01651022,22100,1.2350266,10.0,10.011217,100,7308304,1590.3179,5761.7905,[-0.173  1.25  -1.846 -2.041 -2.109],-0.69675416,4568.678,27.298414,8.5462896e-05,1.6510221,4999.8916
222,9.855001,0.016047623,469.61,4691.677904385711,-1,0.3675937,620.73944,0.01430809,10.0,,True,5628.2734,482159420.0,4691.6777,4079.315,,10.705155,5405.190836191177,0.04634761,22200,1.6047623,10.0,36.759373,100,7355265,4999.925,7550.6455,[-0.167  1.258 -1.844 -2.037 -2.116],-0.6780104,4691.6777,10.147132,0.0001430809,4.6347613,4999.925
223,1.8078601,0.011608449,469.68,4692.437556423077,-1,0.0729351,710.3794,0.079265095,10.0,179.85251,True,4521.5205,19905266.0,4512.585,4080.0857,,54.9019,5443.3353106975555,0.010521064,22300,1.1608449,10.0,7.2935095,100,7402233,4819.9795,5344.8687,[-0.161  1.268 -1.848 -2.021 -2.097],-0.69126236,4692.437,55.314014,0.0007926509,1.0521064,4999.832
224,1.4471048,0.011052961,478.0,4775.468693845164,-1,0.044644393,372.1514,0.20472959,10.0,3329.3784,True,4546.0317,14615809.0,1446.0903,4163.1035,,75.88787,5480.163078069687,0.006230316,22400,1.1052961,10.0,4.4644394,100,7450033,1670.5605,5282.68,[-0.166  1.266 -1.833 -2.01  -2.11 ],-0.6918873,4775.4688,69.10349,0.002047296,0.62303156,4999.939
225,1.4104016,0.010596232,467.61,4670.619203286009,-1,0.040274397,420.92075,0.13009302,10.0,3468.921,True,4160.9556,14224490.0,1201.6984,4058.2603,,71.098335,5513.141336917877,0.0067559,22500,1.0596232,10.0,4.0274396,100,7496794,1530.9688,4888.195,[-0.166  1.259 -1.832 -2.018 -2.111],-0.6867621,4670.619,70.901794,0.0013009302,0.67559,4999.8896
226,2.5691986,0.012805284,469.5,4689.6532233079315,-1,0.11211622,398.69138,0.053556457,10.0,3619.6553,True,4858.0396,23045480.0,1069.9982,4077.2886,,41.178593,5546.917635679245,0.015304573,22600,1.2805285,10.0,11.211622,100,7543744,1380.2817,5839.582,[-0.167  1.25  -1.842 -2.021 -2.106],-0.7064475,4689.6533,38.92264,0.00053556456,1.5304574,4999.937
227,1.9928571,0.011943091,457.37,4568.296541031626,-1,0.05431607,765.43756,0.10794547,10.0,9.979612,True,4668.804,23947676.0,4558.317,3955.9343,,58.279015,5581.748439073563,0.010105039,22700,1.1943091,10.0,5.4316072,100,7589481,4989.935,5533.267,[-0.173  1.252 -1.84  -2.023 -2.125],-0.6885394,4568.2964,50.179214,0.0010794547,1.0105039,4999.9146
228,3.876864,0.0123068085,459.6,4590.627251080307,-1,0.15826188,661.1902,0.021263301,10.0,9.980025,True,4322.573,85998870.0,4580.647,3978.2642,,25.33946,5619.452847003937,0.021124784,22800,1.2306808,10.0,15.826188,100,7635441,4989.9443,5528.3013,[-0.17   1.241 -1.841 -2.028 -2.107],-0.6967148,4590.6274,25.794044,0.00021263301,2.1124785,4999.9243
229,1.3809389,0.010623242,449.92,4493.4874048222455,-1,0.035743788,702.45605,0.26249787,10.0,,True,4088.7766,8081791.5,4493.4873,3881.1223,,74.92013,5652.755803346634,0.0061463937,22900,1.0623242,10.0,3.574379,100,7680433,4999.9385,4808.387,[-0.177  1.234 -1.843 -2.026 -2.116],-0.6978369,4493.4873,72.4145,0.0026249788,0.6146394,4999.9385
230,28.019066,0.020773837,458.83,4583.386520864793,-1,1.1766362,781.02905,0.0059691174,10.0,,True,6331.25,3038454500.0,4583.3867,3971.0244,,3.04192,5682.555890321732,0.117282934,23000,2.0773838,10.0,117.66362,100,7726316,4999.9175,9572.67,[-0.175  1.241 -1.848 -2.022 -2.117],-0.6971655,4583.3867,3.5689983,5.9691174e-05,11.728294,4999.9175
231,74.66633,0.035218798,470.06,4695.11710884337,-1,2.5891147,392.17242,0.0003680273,10.0,3569.6404,True,9656.496,335316540.0,1125.4767,4082.7583,,1.826403,5715.203492641449,0.2582103,23100,3.5218792,10.0,258.91147,100,7773322,1430.2498,14947.871,[-0.168  1.257 -1.835 -2.01  -2.116],-0.6505737,4695.1167,1.3392918,3.680273e-06,25.821026,4999.89
232,18.624947,0.019081475,469.04,4684.522246729654,-1,0.6796683,383.51343,0.002414228,10.0,3649.0308,True,6516.664,119411360.0,1035.4916,4072.1616,,6.5280514,5754.044749259949,0.07220392,23200,1.9081476,10.0,67.966835,100,7820226,1350.875,9159.407,[-0.163  1.242 -1.831 -2.028 -2.07 ],-0.6512161,4684.5225,5.369143,2.4142279e-05,7.2203927,4999.906
233,12.251124,0.017606676,478.75,4783.403752142549,-1,0.6878447,526.7701,0.0008507614,10.0,379.65375,True,6020.16,778112640.0,4403.7495,4171.046,,6.101031,5788.619450330734,0.06907265,23300,1.7606674,10.0,68.78447,100,7868101,4620.233,8163.513,[-0.154  1.251 -1.832 -2.024 -2.07 ],-0.6731807,4783.4043,8.162516,8.507614e-06,6.9072647,4999.8867
234,2.491755,0.012580406,475.29,4748.223265573417,-1,0.13923317,392.69925,0.080140516,10.0,3599.5796,True,5073.544,28531636.0,1148.6438,4135.8647,,27.52475,5820.081009626389,0.020413985,23400,1.2580407,10.0,13.923317,100,7915630,1400.3052,6040.1694,[-0.159  1.237 -1.834 -2.035 -2.092],-0.67118084,4748.2236,40.132355,0.0008014052,2.0413985,4999.885
235,69.29055,0.0325837,481.74,4813.3829288777515,-1,1.589585,339.23776,0.00055584114,10.0,3669.165,True,11126.121,738455200.0,1144.2179,4201.022,,3.094124,5855.989886045456,0.18235031,23500,3.2583694,10.0,158.9585,100,7963804,1330.7412,16223.473,[-0.159  1.249 -1.833 -2.022 -2.09 ],-0.71524435,4813.383,1.4431982,5.5584114e-06,18.235033,4999.9062
236,1.4242771,0.012169825,482.57,4822.053229343492,-1,0.041266304,542.5201,0.20493262,10.0,,True,5124.17,12677848.0,4822.053,4209.688,,73.990036,5891.157649040222,0.0072155185,23600,1.2169826,10.0,4.1266303,100,8012061,4999.9395,5854.9854,[-0.151  1.259 -1.845 -2.013 -2.134],-0.7333117,4822.053,70.21106,0.0020493262,0.7215519,4999.9395
237,23.353743,0.018948115,486.76,4864.216522962785,-1,0.80987763,276.61514,0.00028007737,10.0,3749.4524,True,6443.6855,161317380.0,1114.7643,4251.8525,,4.8150787,5925.185250520706,0.084245846,23700,1.894812,10.0,80.98776,100,8060737,1250.4773,9402.978,[-0.153  1.26  -1.846 -2.013 -2.152],-0.7540033,4864.217,4.281969,2.8007737e-06,8.424584,4999.9297
238,16.033869,0.020800333,488.63,4883.628535897673,-1,0.29831645,510.21152,0.0010109099,10.0,179.84317,True,7274.063,540542600.0,4703.785,4271.2646,,13.142268,5956.020775079727,0.053473596,23800,2.0800333,10.0,29.831646,100,8109600,4820.086,9726.109,[-0.144  1.267 -1.845 -1.998 -2.173],-0.7369642,4883.629,6.236798,1.0109099e-05,5.3473597,4999.929
239,1.6969275,0.010881055,485.64,4852.484226389045,-1,0.041552085,270.49518,0.114329174,10.0,3888.8247,True,4501.417,18906208.0,963.6596,4240.1255,,60.6547,5989.458057641983,0.008763651,23900,1.0881056,10.0,4.1552086,100,8158164,1111.0615,5299.113,[-0.154  1.265 -1.847 -1.998 -2.156],-0.74999833,4852.4844,58.930035,0.0011432917,0.8763651,4999.886
240,9.592243,0.01611987,489.53,4891.885275332716,-1,0.5094786,224.49239,0.0078146905,10.0,4129.304,True,5499.534,46673624.0,762.5812,4279.528,,7.869784,6024.621258735657,0.05515452,24000,1.6119869,10.0,50.947865,100,8207117,870.57324,7396.088,[-0.151  1.268 -1.848 -1.99  -2.169],-0.7844653,4891.8853,10.42509,7.8146906e-05,5.5154524,4999.8774
241,1.5204108,0.011124118,478.04,4775.734938403884,-1,0.039286595,335.2522,0.16628122,10.0,3819.1462,True,4459.6787,18552980.0,956.58875,4163.3784,,70.7404,6059.647642374039,0.0071542817,24100,1.1124119,10.0,3.9286597,100,8254921,1180.7229,5214.7446,[-0.158  1.267 -1.823 -1.994 -2.203],-0.7890685,4775.735,65.7717,0.0016628122,0.7154282,4999.869
242,5.870352,0.014085474,485.72,4853.905745558954,-1,0.15786879,296.98514,0.005589154,10.0,3739.211,True,5476.8535,39260224.0,1114.6948,4241.544,,21.673973,6090.579948663712,0.026776588,24200,1.4085474,10.0,15.786879,100,8303493,1260.7012,6960.533,[-0.162  1.265 -1.816 -1.993 -2.208],-0.79066956,4853.906,17.034754,5.5891538e-05,2.6776588,4999.912
243,1.9622477,0.012041106,479.25,4787.912289527606,-1,0.05841708,340.16156,0.11149919,10.0,3679.5103,True,4892.7485,21485006.0,1108.4021,4175.549,,54.677105,6123.322788238525,0.010962823,24300,1.2041106,10.0,5.841708,100,8351418,1320.4126,5750.5483,[-0.154  1.253 -1.819 -1.999 -2.21 ],-0.8019456,4787.9126,50.961964,0.0011149918,1.0962824,4999.923
244,1.578384,0.010913477,484.24,4839.301895723473,-1,0.04531528,501.4988,0.13113296,10.0,559.49036,True,4504.3745,12442861.0,4279.8115,4226.9424,,64.744,6155.844597578049,0.008053412,24400,1.0913477,10.0,4.531528,100,8399842,4440.4033,5273.7046,[-0.155  1.267 -1.819 -1.998 -2.221],-0.82012475,4839.302,63.355938,0.0013113295,0.80534124,4999.8936
245,5.651128,0.015662584,483.73,4834.154065653632,-1,0.13766678,541.933,0.02801982,10.0,,True,6127.252,129264900.0,4834.1543,4221.795,,30.943106,6191.147490501404,0.023398336,24500,1.5662584,10.0,13.766678,100,8448215,4999.8896,7582.9575,[-0.158  1.275 -1.827 -2.001 -2.239],-0.82602596,4834.1543,17.695583,0.00028019818,2.3398337,4999.8896
246,2.166294,0.012238857,488.53,4882.56199811823,-1,0.0877442,514.93945,0.0784973,10.0,,True,5097.922,43904584.0,4882.5625,4270.2007,,46.24521,6223.53232717514,0.013195204,24600,1.2238857,10.0,8.77442,100,8497068,4999.9087,5999.216,[-0.151  1.265 -1.826 -2.01  -2.245],-0.84146917,4882.5625,46.161785,0.000784973,1.3195204,4999.9087
247,2.049669,0.011124755,491.56,4913.039538927265,-1,0.08250695,210.91837,0.05279568,10.0,3928.7964,True,4621.628,20769372.0,984.2433,4300.678,,46.470764,6256.857557058334,0.011939774,24700,1.1124755,10.0,8.250695,100,8546224,1071.1113,5498.3247,[-0.15   1.275 -1.825 -2.008 -2.26 ],-0.8486552,4913.0396,48.788364,0.00052795676,1.1939775,4999.9077
248,1.8798745,0.011379455,491.63,4913.550844970559,-1,0.09412763,205.33575,0.07575548,10.0,4087.9993,True,4697.5312,22314450.0,825.55164,4301.1875,,50.10153,6290.525360107422,0.011356371,24800,1.1379457,10.0,9.412764,100,8595387,911.92554,5537.1333,[-0.148  1.283 -1.825 -2.002 -2.268],-0.85052013,4913.551,53.19504,0.0007575548,1.1356372,4999.925
249,6.851874,0.014942502,495.73,4955.138199246417,-1,0.33987617,129.254,0.017873961,10.0,4149.355,True,5751.9985,44104224.0,805.78326,4342.777,,13.937761,6325.574921369553,0.037130695,24900,1.4942502,10.0,33.987617,100,8644960,850.5488,7354.919,[-0.146  1.274 -1.824 -2.008 -2.269],-0.8548196,4955.138,14.594547,0.00017873962,3.7130697,4999.904
250,61.056812,0.031663164,494.48,4943.757169246758,-1,2.1131322,428.23108,0.00036548625,10.0,759.3612,True,11011.959,8095249400.0,4184.396,4331.3945,,2.199146,6361.117710590363,0.21115366,25000,3.1663165,10.0,211.31323,100,8694408,4240.558,15796.89,[-0.138  1.274 -1.821 -2.012 -2.274],-0.8569961,4943.757,1.6378189,3.6548624e-06,21.115368,4999.9194
251,2.6258118,0.012207749,495.1,4949.979575496258,-1,0.104684904,443.45523,0.04589064,10.0,559.5665,True,5056.707,44593748.0,4390.413,4337.622,,40.361683,6394.226535797119,0.014839308,25100,1.2207749,10.0,10.468491,100,8743918,4440.3154,6048.9937,[-0.129  1.285 -1.816 -2.003 -2.276],-0.856403,4949.9795,38.08346,0.0004589064,1.483931,4999.882
252,1.4481561,0.01070318,495.93,4958.467139957774,-1,0.03656686,405.94174,0.13197142,10.0,919.4016,True,4574.3096,7638550.0,4039.0657,4346.1055,,74.849464,6430.127622842789,0.0062042894,25200,1.070318,10.0,3.656686,100,8793511,4080.5056,5311.2207,[-0.123  1.278 -1.812 -2.007 -2.275],-0.85947937,4958.4673,69.05333,0.0013197141,0.620429,4999.907
253,1.9805245,0.0115193315,495.57,4954.910672996969,-1,0.053864565,441.7532,0.04470786,10.0,559.52405,True,4843.2764,15013788.0,4395.3867,4342.5444,,64.82753,6465.847813844681,0.008484943,25300,1.1519331,10.0,5.3864565,100,8843068,4440.424,5705.066,[-0.119  1.282 -1.81  -2.022 -2.278],-0.86620945,4954.911,50.491673,0.0004470786,0.8484943,4999.9478
254,1.2085439,0.010504165,481.14,4810.372079719633,-1,0.029486554,926.76337,0.14400719,10.0,,True,4401.677,5821417.5,4810.372,4198.0073,,85.152,6502.490629673004,0.004386296,25400,1.0504165,10.0,2.9486554,100,8891182,4999.9375,5074.8726,[-0.112  1.284 -1.817 -2.025 -2.285],-0.8656572,4810.372,82.7442,0.0014400719,0.43862957,4999.9375
255,1.6422529,0.011361474,495.38,4952.942652901351,-1,0.049114585,460.63715,0.06368536,10.0,369.6651,True,4827.101,13835944.0,4583.278,4340.58,,67.56892,6535.617057085037,0.007871218,25500,1.1361474,10.0,4.9114585,100,8940720,4630.255,5611.846,[-0.108  1.28  -1.833 -2.023 -2.285],-0.8738228,4952.9424,60.89196,0.00063685357,0.7871218,4999.92
256,8.241418,0.015435023,492.62,4925.27295578343,-1,0.2881146,541.25397,0.004176798,10.0,189.8151,True,5899.9043,312778460.0,4735.458,4312.9136,,15.1356325,6565.619427919388,0.036548506,25600,1.5435023,10.0,28.811462,100,8989982,4810.078,7657.8574,[-0.101  1.282 -1.826 -2.022 -2.293],-0.90328,4925.273,12.133835,4.1767977e-05,3.654851,4999.893
257,5.7653203,0.013585129,491.56,4914.67751013448,-1,0.37646973,601.85266,0.005453689,10.0,9.980314,True,5249.72,363571420.0,4904.6973,4302.313,,11.328307,6594.624984025955,0.03800789,25700,1.3585129,10.0,37.646973,100,9039138,4989.954,6720.073,[-0.092  1.273 -1.828 -2.028 -2.322],-0.92021036,4914.6777,17.34509,5.453689e-05,3.8007889,4999.9346
258,113.95347,0.05067507,490.95,4908.495961793594,-1,3.4294293,638.2287,0.00088286045,10.0,,True,18723.035,30536925000.0,4908.496,4296.131,,2.0791628,6623.797566890717,0.34776646,25800,5.0675073,10.0,342.94293,100,9088233,4999.9375,25259.967,[-0.082  1.282 -1.836 -2.029 -2.339],-0.86261135,4908.496,0.8775512,8.828604e-06,34.776646,4999.9375
259,6.391079,0.016741272,489.2,4890.670641994645,-1,0.6870806,628.8352,0.06833978,10.0,179.82684,True,6694.043,1082116000.0,4710.844,4278.304,,5.726835,6652.755526304245,0.067924306,25900,1.6741272,10.0,68.70806,100,9137153,4820.123,8242.141,[-0.082  1.287 -1.845 -2.017 -2.282],-0.8634861,4890.671,15.646811,0.0006833978,6.7924304,4999.9497
260,33.108753,0.02628376,473.93,4737.7060659509225,-1,1.5974143,973.95825,0.009104777,10.0,169.84476,True,9428.755,5978895400.0,4567.862,4125.3433,,2.6507351,6682.846794366837,0.15928344,26000,2.6283758,10.0,159.74142,100,9184546,4830.076,12952.303,[-0.094  1.293 -1.833 -2.012 -2.282],-0.88544166,4737.706,3.0203493,9.104777e-05,15.928346,4999.921
261,2.498532,0.012752181,495.57,4954.947578305603,-1,0.06062724,441.7628,0.09422088,10.0,559.4669,True,5346.63,30036024.0,4395.481,4342.586,,52.57671,6717.6533172130585,0.0121110985,26100,1.2752181,10.0,6.062724,100,9234103,4440.4453,6314.574,[-0.109  1.288 -1.817 -2.009 -2.304],-0.8698544,4954.9478,40.023502,0.00094220875,1.2111099,4999.912
262,1.1325547,0.010281729,488.89,4887.787816796244,-1,0.02234616,636.9929,0.3436281,10.0,919.20013,True,4414.1685,3349414.5,3968.588,4275.432,,89.58179,6748.680827617645,0.0035063326,26200,1.028173,10.0,2.234616,100,9282992,4080.6602,5065.8467,[-0.101  1.281 -1.824 -2.01  -2.289],-0.878722,4887.7876,88.29596,0.003436281,0.35063326,4999.8604
263,2.8264616,0.013116172,491.33,4912.3925775494745,-1,0.12692685,611.81665,0.030442324,10.0,189.8357,True,5471.1616,102772280.0,4722.5566,4300.032,,28.21247,6782.543673276901,0.020922378,26300,1.3116173,10.0,12.692686,100,9332125,4810.0635,6500.6665,[-0.103  1.281 -1.831 -2.012 -2.298],-0.8880433,4912.3926,35.379925,0.0003044232,2.0922382,4999.899
264,4.935146,0.013397404,490.73,4906.046497309736,-1,0.13283578,540.4186,0.005109071,10.0,1268.9807,True,5235.05,76034460.0,3637.066,4293.684,,25.774769,6815.942195892334,0.022735218,26400,1.3397404,10.0,13.283578,100,9381198,3730.9373,6595.4243,[-0.096  1.288 -1.818 -2.007 -2.307],-0.91749823,4906.0464,20.262825,5.109071e-05,2.2735217,4999.918
265,1.3800435,0.010750867,470.18,4699.956973023774,-1,0.038463302,1045.1278,0.11444371,10.0,169.83932,True,4327.5845,11001022.0,4530.1177,4087.6038,,73.23266,6847.123176336288,0.006499709,26500,1.075087,10.0,3.8463304,100,9428216,4830.004,5046.9478,[-0.088  1.296 -1.812 -2.011 -2.336],-0.93119204,4699.957,72.46149,0.0011444371,0.6499709,4999.8433
266,2.0421216,0.011439097,484.26,4840.812988470103,-1,0.057545535,666.877,0.13499196,10.0,729.3594,True,4776.863,17508012.0,4111.454,4228.4517,,59.64049,6878.604659795761,0.009410097,26600,1.1439098,10.0,5.754554,100,9476642,4270.55,5651.9443,[-0.083  1.296 -1.813 -2.015 -2.35 ],-0.93477076,4840.813,48.968678,0.0013499196,0.9410097,4999.909
267,1.9438605,0.011416609,483.74,4836.135709694344,-1,0.09174553,815.9577,0.1102437,10.0,9.980217,True,4683.5186,32254240.0,4826.156,4223.772,,50.940697,6906.917114019394,0.011203801,26700,1.1416609,10.0,9.174554,100,9525016,4989.9478,5537.2905,[-0.092  1.285 -1.823 -2.001 -2.354],-0.9229292,4836.1353,51.44402,0.001102437,1.1203803,4999.9277
