Iteration,EmpiricalD2,MeanIWNorm,EpLenMean,EpRewMean,VarianceInit,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,InitialReturnMin,LearnableVariance,Bound,J_sample_variance,OptimizationReturnMean,InitialBound,OptimizationReturnMin,ESSClassic,TimeElapsed,StdIWNorm,EpisodesSoFar,MeanIW,ReturnStepMax,MaxIW,EpThisIter,TimestepsSoFar,OptimizationReturnMax,ReturnMeanIW,Weights,MeanEntropy,InitialReturnMean,ESSRenyi,MinIWNorm,StdIW,InitialReturnMax
60,1.1448536,0.01038395,214.51,2134.6531088349716,-1,0.024289295,662.6017,0.3903886,10.0,189.82674,True,1701.7539,1085389.0,1944.8263,1655.9591,,87.000824,228.14611411094666,0.0040138266,6000,1.0383948,10.0,2.4289296,100,700677,3718.6929,2213.946,[-0.379  1.155 -1.547 -1.956 -1.352],0.0700654,2134.653,87.34741,0.003903886,0.40138265,3908.5195
61,11.646907,0.02321513,216.88,2158.4646335519838,-1,0.32740217,700.0359,0.0007252069,10.0,9.979848,True,3336.6653,198432020.0,2148.4849,1546.2188,,15.226488,244.70744466781616,0.05477739,6100,2.3215132,10.0,32.74022,100,722365,4988.9863,5426.1113,[-0.373  1.151 -1.561 -1.97  -1.349],0.050819386,2158.4646,8.585971,7.252069e-06,5.4777393,4998.9663
62,1.1174889,0.010374926,233.42,2323.980439844252,-1,0.028224215,792.8399,0.33357581,10.0,9.981206,True,1758.5222,1569381.1,2313.9993,1711.6829,,89.04166,264.6002049446106,0.0036396596,6200,1.0374926,10.0,2.8224216,100,745707,4989.4077,2405.7903,[-0.352  1.15  -1.582 -2.036 -1.368],0.046375245,2323.9805,89.48635,0.003335758,0.363966,4999.389
63,2.1544223,0.012341585,228.84,2277.9709187180183,-1,0.076916486,741.0727,0.09246232,10.0,249.77274,True,2106.6172,8920099.0,2028.1981,1780.7781,,45.89442,282.9411859512329,0.013400224,6300,1.2341585,10.0,7.6916485,100,768591,3809.7896,2836.3943,[-0.351  1.144 -1.583 -2.05  -1.373],0.0073136864,2277.971,46.416157,0.0009246232,1.3400224,4059.5623
64,1.0802834,0.010331308,239.71,2386.8454693776034,-1,0.019586587,802.1906,0.517535,10.0,209.79683,True,1865.6724,1287655.5,2177.0483,1774.541,,94.31719,301.2456285953522,0.002535955,6400,1.0331308,10.0,1.9586588,100,792562,4789.6465,2502.081,[-0.348  1.136 -1.572 -2.06  -1.412],0.0061884425,2386.8452,92.5683,0.00517535,0.2535955,4999.4434
65,1.0294722,0.010121899,227.1,2260.732708185816,-1,0.015552969,773.77655,0.57178354,10.0,189.87073,True,1676.7845,943895.5,2070.862,1648.4668,,97.20985,319.772833108902,0.0017148323,6500,1.01219,10.0,1.5552969,100,815272,4809.261,2298.0076,[-0.341  1.123 -1.577 -2.058 -1.413],0.0017971992,2260.7327,97.13715,0.0057178354,0.17148323,4999.132
66,1.3415418,0.010716599,237.3,2362.6248720847257,-1,0.047532547,790.56104,0.22712696,10.0,179.85822,True,1928.4121,5149030.0,2182.7666,1751.5161,,70.914795,336.5713174343109,0.0068631666,6600,1.07166,10.0,4.753255,100,839002,4809.824,2636.2285,[-0.34   1.118 -1.585 -2.043 -1.417],0.007558985,2362.625,74.5411,0.0022712694,0.68631667,4989.6826
67,1.3213553,0.010953304,241.14,2401.1671582047184,-1,0.025261616,783.8028,0.22283024,10.0,9.979867,True,1944.7261,2878349.2,2391.1873,1788.849,,79.732704,355.656938791275,0.0055223643,6700,1.0953307,10.0,2.5261617,100,863116,4989.577,2648.5872,[-0.34   1.136 -1.59  -2.036 -1.411],-0.0008066893,2401.1672,75.67987,0.0022283024,0.55223644,4999.557
68,1.7329941,0.011840384,228.54,2275.0178435005837,-1,0.057580225,632.99005,0.15664154,10.0,,True,1975.4568,7965857.0,2275.0178,1685.9739,,59.018646,373.1095676422119,0.009866527,6800,1.1840384,10.0,5.758023,100,885970,4809.5234,2750.8933,[-0.348  1.133 -1.588 -2.035 -1.42 ],0.0039134026,2275.0178,57.7036,0.0015664154,0.9866528,4809.5234
69,3.4303586,0.013627202,233.26,2322.258439292312,-1,0.12736963,617.6088,0.037914403,10.0,1389.75,True,2177.937,9540296.0,932.50854,1776.0858,,30.673786,392.2415027618408,0.020486686,6900,1.3627201,10.0,12.736962,100,909296,3069.7314,3189.5159,[-0.344  1.125 -1.587 -2.072 -1.415],-0.027002335,2322.2585,29.15147,0.000379144,2.0486686,4459.4814
70,1.2234472,0.010300253,228.49,2274.642329501079,-1,0.03169907,734.3994,0.3102646,10.0,9.980797,True,1718.6442,2997276.0,2264.6616,1662.3619,,77.91723,411.4732475280762,0.0054834993,7000,1.0300251,10.0,3.169907,100,932145,4989.2676,2395.8848,[-0.328  1.122 -1.586 -2.09  -1.446],-0.01042655,2274.6423,81.73626,0.0031026457,0.54835,4999.2485
71,6.2753353,0.015424263,233.24,2322.1206540285507,-1,0.36191803,735.5498,0.027842231,10.0,9.981093,True,2679.2905,189263360.0,2312.1396,1709.8582,,11.571047,430.3092460632324,0.04263982,7100,1.5424263,10.0,36.191803,100,955469,4989.121,4213.046,[-0.322  1.116 -1.573 -2.084 -1.429],-0.003236294,2322.1208,15.935404,0.00027842232,4.2639823,4999.102
72,26.961515,0.030402893,247.74,2466.9209925724817,-1,1.5260879,856.6823,0.0008887693,10.0,389.61035,True,4541.8965,1171993300.0,2077.3105,1895.1218,,3.290599,448.53561997413635,0.16482072,7200,3.0402896,10.0,152.6088,100,980243,4279.11,7510.9336,[-0.32   1.152 -1.565 -2.062 -1.422],-0.04766847,2466.9211,3.7089903,8.887692e-06,16.482073,4668.72
73,2.6572907,0.012952831,263.77,2627.1963486082113,-1,0.08825489,859.2084,0.047844425,10.0,,True,2510.254,21685200.0,2627.1963,2019.7515,,42.449467,469.48580050468445,0.015081804,7300,1.2952832,10.0,8.825489,100,1006620,4959.7646,3500.4614,[-0.336  1.195 -1.561 -2.035 -1.467],-0.05287057,2627.1963,37.632317,0.00047844424,1.5081804,4959.7646
74,3.88869,0.012374129,243.62,2425.7437251244173,-1,0.19529097,713.5244,0.049387656,10.0,379.69864,True,2199.0637,53002504.0,2046.0452,1913.8511,,20.078817,490.2507483959198,0.024687462,7400,1.2374129,10.0,19.529097,100,1030982,3799.8862,3208.5037,[-0.351  1.218 -1.563 -2.02  -1.472],-0.020009995,2425.7437,25.715601,0.0004938766,2.4687464,4179.585
75,5.1882915,0.015205007,230.81,2297.634388945112,-1,0.21319492,713.8095,0.050439127,10.0,189.80057,True,2588.2368,55829880.0,2107.834,1772.272,,18.965317,509.333368062973,0.031429835,7500,1.5205008,10.0,21.319492,100,1054063,4099.7637,3784.8975,[-0.358  1.199 -1.561 -2.017 -1.439],-0.004756515,2297.6343,19.274168,0.00050439127,3.1429834,4289.5645
76,1.4556155,0.011118194,247.66,2466.133451352701,-1,0.057625618,621.18536,0.19528057,10.0,1069.3308,True,2108.5745,5266198.0,1396.8025,1893.04,,63.504395,530.1008036136627,0.008428547,7600,1.1118194,10.0,5.762562,100,1078829,3609.9563,2800.0051,[-0.338  1.175 -1.554 -2.042 -1.424],0.02101709,2466.1335,68.69946,0.0019528057,0.8428546,4679.287
77,1.656527,0.011037112,254.72,2536.9533508618683,-1,0.07003814,772.90936,0.107885346,10.0,,True,2159.5059,14303672.0,2536.9534,1924.6476,,60.511753,553.7342014312744,0.008915986,7700,1.1037111,10.0,7.003814,100,1104301,4999.4536,2947.5806,[-0.338  1.18  -1.56  -2.053 -1.398],0.043075677,2536.9534,60.36726,0.0010788534,0.8915987,4999.4536
78,2.1947558,0.013026807,244.33,2432.9499555898783,-1,0.06646118,640.56476,0.054172263,10.0,569.6382,True,2257.4453,7812776.0,1863.3119,1820.6936,,49.835674,572.2500915527344,0.013069692,7800,1.3026809,10.0,6.646118,100,1128734,4429.415,3164.4854,[-0.336  1.179 -1.566 -2.08  -1.376],0.009675503,2432.95,45.563156,0.00054172263,1.3069692,4999.053
79,32.35576,0.024989448,242.83,2418.009816608688,-1,1.4731888,744.83746,0.0024722705,10.0,389.81418,True,6030.7266,4246251800.0,2028.1954,1805.698,,2.7551723,590.6441473960876,0.14846207,7900,2.4989448,10.0,147.31888,100,1153017,4609.692,9513.687,[-0.344  1.175 -1.571 -2.084 -1.409],-0.05694207,2418.0098,3.0906398,2.4722705e-05,14.846207,4999.506
80,1.3258159,0.011065352,255.36,2543.248132945521,-1,0.045634594,743.6164,0.07189515,10.0,829.50275,True,2082.7275,2896666.2,1713.7455,1930.963,,73.99157,612.5135660171509,0.006560415,8000,1.1065352,10.0,4.5634594,100,1178553,4169.785,2787.7378,[-0.323  1.165 -1.582 -2.112 -1.476],-0.07278797,2543.248,75.425255,0.0007189515,0.6560415,4999.288
81,1.300347,0.010539451,251.09,2500.904851220294,-1,0.067088164,831.2502,0.2978514,10.0,1529.6667,True,2020.1902,4681749.5,971.2381,1888.5997,,66.78707,634.8891661167145,0.0074323374,8100,1.0539452,10.0,6.7088165,100,1203662,3469.783,2718.4185,[-0.317  1.156 -1.563 -2.121 -1.492],-0.0801842,2500.905,76.90255,0.0029785142,0.74323374,4999.4497
82,1.3066635,0.010619211,248.88,2478.414692835564,-1,0.030213682,663.9415,0.17708164,10.0,1579.529,True,2020.854,4502194.5,898.8856,1884.5096,,79.46828,655.9083547592163,0.0053976886,8200,1.061921,10.0,3.0213683,100,1228550,3269.6838,2699.743,[-0.311  1.136 -1.549 -2.125 -1.499],-0.082988635,2478.4148,76.5308,0.0017708164,0.5397689,4849.213
83,16.984547,0.020320645,246.81,2457.7016919498847,-1,0.47739118,701.8909,0.0052258093,10.0,1529.7122,True,3878.927,168606290.0,927.9895,1856.4038,,8.390013,673.7679660320282,0.06714714,8300,2.0320644,10.0,47.73912,100,1253231,3379.864,6357.014,[-0.309  1.13  -1.539 -2.149 -1.502],-0.06843948,2457.7017,5.887705,5.2258092e-05,6.714714,4909.576
84,1.638469,0.011839222,264.16,2631.340715675151,-1,0.052025463,695.24133,0.20381087,10.0,1019.24536,True,2362.142,5230429.0,1612.0953,2019.0264,,66.60758,694.5826034545898,0.008382727,8400,1.1839223,10.0,5.2025466,100,1279647,3980.281,3145.9211,[-0.298  1.158 -1.543 -2.122 -1.487],-0.061256092,2631.3406,61.032585,0.0020381087,0.8382728,4999.5264
85,1.2501886,0.010551393,258.99,2579.5184992722507,-1,0.03096612,772.861,0.1639241,10.0,19.963528,True,2046.2854,2948863.0,2559.555,1967.2344,,80.82308,714.3853058815002,0.0051396266,8500,1.0551393,10.0,3.096612,100,1305546,4979.316,2730.8916,[-0.306  1.173 -1.535 -2.106 -1.48 ],-0.07442857,2579.5186,79.98793,0.0016392409,0.5139626,4999.2793
86,1.5687141,0.011618108,268.58,2675.828937240931,-1,0.04033104,835.1186,0.17052135,10.0,19.96495,True,2418.9348,6074975.5,2655.864,2063.4814,,71.02532,734.9901084899902,0.0074205836,8600,1.1618106,10.0,4.033104,100,1332404,4979.8306,3185.8896,[-0.316  1.192 -1.529 -2.132 -1.493],-0.07928178,2675.829,63.746475,0.0017052134,0.74205834,4999.7954
87,1.4163051,0.01107731,286.39,2853.7401813823276,-1,0.039929204,836.6364,0.18848589,10.0,1259.0938,True,2623.9758,5745224.5,1594.6466,2241.43,,73.81742,758.664666891098,0.00659722,8700,1.107731,10.0,3.9929204,100,1361043,3740.3994,3352.678,[-0.305  1.184 -1.529 -2.14  -1.498],-0.07677745,2853.74,70.606255,0.0018848588,0.659722,4999.493
88,1.3161006,0.010529964,279.99,2789.505406695308,-1,0.04325652,808.28217,0.16102864,10.0,9.984187,True,2327.9731,6611042.5,2779.5215,2177.227,,73.403564,782.8530766963959,0.0063384073,8800,1.0529964,10.0,4.325652,100,1389042,4989.2476,3030.3877,[-0.293  1.17  -1.541 -2.113 -1.496],-0.0933425,2789.5054,75.98203,0.0016102863,0.6338407,4999.232
89,2327.6287,0.3996668,278.48,2774.71144842282,-1,39.213486,868.77814,1.584076e-05,10.0,209.79997,True,66852.16,743441040000.0,2564.9114,2162.3843,,1.0387056,805.3393030166626,3.9010768,8900,39.96668,10.0,3921.3486,100,1416890,4789.8306,96394.19,[-0.289  1.17  -1.544 -2.102 -1.512],-0.14832465,2774.7117,0.04296218,1.584076e-07,390.10767,4999.6304
90,220.38911,0.06415646,310.41,3094.0255642603875,-1,4.0593,810.10175,1.462772e-05,10.0,389.64453,True,8450.334,7947668500.0,2704.3809,2481.712,,2.2624922,829.0806157588959,0.42167464,9000,6.4156466,10.0,405.93,100,1447931,4609.8735,17540.438,[-0.277  1.233 -1.545 -2.104 -1.567],-0.15473175,3094.0256,0.45374292,1.4627719e-07,42.16746,4999.518
91,3.0585992,0.013193607,272.13,2711.284198739264,-1,0.1392718,850.0235,0.0129849585,10.0,,True,2637.6445,36040736.0,2711.2842,2098.96,,30.988478,852.6041345596313,0.019689031,9100,1.319361,10.0,13.927179,100,1475144,4999.6074,3708.5295,[-0.296  1.198 -1.549 -2.105 -1.574],-0.17881785,2711.2842,32.694706,0.00012984958,1.9689032,4999.6074
92,1.1727476,0.010767213,300.67,2997.1265342935076,-1,0.02339467,916.8849,0.2919007,10.0,599.4651,True,2616.4468,3319452.0,2397.6614,2384.7798,,87.07851,876.5822801589966,0.0041476698,9200,1.0767213,10.0,2.339467,100,1505211,4400.325,3279.5781,[-0.286  1.206 -1.551 -2.095 -1.598],-0.19112515,2997.1265,85.26984,0.0029190069,0.414767,4999.79
93,89.78135,0.026253957,296.71,2957.1847694927687,-1,2.20512,954.8759,0.00014423624,10.0,,True,4675.887,8114455600.0,2957.1843,2344.8455,,1.4157249,899.467437505722,0.21908319,9300,2.6253955,10.0,220.51202,100,1534882,4999.728,10477.985,[-0.289  1.208 -1.577 -2.088 -1.61 ],-0.20773883,2957.1843,1.1138171,1.4423624e-06,21.908321,4999.728
94,17.555916,0.018478094,325.52,3245.232509915153,-1,0.47597536,825.5599,0.0061668875,10.0,969.446,True,3945.355,425127800.0,2275.7864,2632.8872,,7.037867,925.7117629051208,0.067156754,9400,1.8478094,10.0,47.597538,100,1567434,4030.3303,6511.0674,[-0.267  1.22  -1.59  -2.065 -1.627],-0.25523773,3245.2324,5.6960855,6.166887e-05,6.715675,4999.7764
95,6.9328213,0.014537193,330.84,3298.5504367886665,-1,0.2840307,881.0751,0.02657418,10.0,789.4104,True,3777.807,211326290.0,2509.1401,2686.2292,,11.827085,948.3934507369995,0.03969258,9500,1.4537194,10.0,28.403072,100,1600518,4210.17,5390.0635,[-0.27   1.253 -1.592 -2.061 -1.674],-0.21892883,3298.5503,14.424142,0.00026574178,3.9692576,4999.58
96,86.45434,0.09796758,327.82,3268.5000921641285,-1,9.048501,897.7851,0.0027795993,10.0,179.83713,True,26792.822,81648350000.0,3088.6628,2656.1685,,1.1712246,973.6347622871399,0.8999201,9600,9.796757,10.0,904.8501,100,1633300,4819.8296,32486.332,[-0.272  1.259 -1.615 -2.029 -1.638],-0.17876539,3268.5002,1.15668,2.7795992e-05,89.992004,4999.6665
97,9.260345,0.016107991,336.1,3350.925214992443,-1,0.3957482,973.1067,0.007569687,10.0,189.81311,True,4051.9216,351675520.0,3161.1125,2738.585,,10.105721,998.5039336681366,0.048042305,9700,1.6107996,10.0,39.57482,100,1666910,4809.925,5915.323,[-0.249  1.249 -1.627 -2.028 -1.598],-0.16479482,3350.925,10.798733,7.5696866e-05,4.80423,4999.738
98,17.372099,0.022763323,345.27,3443.2933673830166,-1,0.6894047,1170.7784,0.0037656967,10.0,179.80548,True,5369.3276,828791600.0,3263.4878,2830.9614,,6.6244383,1021.6957900524139,0.08546292,9800,2.2763324,10.0,68.940475,100,1701437,4819.863,7921.5176,[-0.232  1.246 -1.618 -2.038 -1.584],-0.14758855,3443.2932,5.7563567,3.7656966e-05,8.546293,4999.6685
99,4.7758994,0.015111947,333.47,3325.969700577901,-1,0.27562892,1390.5349,0.036499605,10.0,,True,3684.879,138403150.0,3325.97,2713.6526,,13.693811,1045.702314376831,0.037938416,9900,1.5111946,10.0,27.562893,100,1734784,4999.549,5023.0264,[-0.212  1.246 -1.624 -2.027 -1.567],-0.10925771,3325.97,20.938465,0.00036499603,3.7938418,4999.549
100,1.2643785,0.01076898,325.47,3245.0179690301366,-1,0.03207747,1403.7188,0.24692275,10.0,159.86722,True,2890.8984,5889442.5,3085.151,2632.683,,81.1829,1071.169349193573,0.005184643,10000,1.0768982,10.0,3.207747,100,1767331,4839.824,3579.4355,[-0.21   1.235 -1.635 -2.037 -1.528],-0.12191756,3245.018,79.09024,0.0024692274,0.5184643,4999.6914
101,37.67093,0.024697375,368.16,3673.118535727385,-1,1.4764124,1177.3984,0.002685091,10.0,,True,5900.867,3410880800.0,3673.1187,3060.803,,2.752573,1102.481309890747,0.14679813,10100,2.4697382,10.0,147.64125,100,1804147,4999.5337,9659.054,[-0.205  1.23  -1.646 -2.027 -1.541],-0.0841786,3673.1187,2.6545668,2.685091e-05,14.679813,4999.5337
102,1734.4197,0.21941367,329.5,3286.2012937392924,-1,21.180744,1634.0188,2.8697483e-05,10.0,9.981661,True,71572.41,899483000000.0,3276.22,2673.8977,,1.0730795,1127.5868368148804,2.1067111,10200,21.941364,10.0,2118.0745,100,1837097,4989.4565,97072.625,[-0.19   1.25  -1.658 -2.043 -1.503],-0.104270235,3286.2012,0.057656173,2.8697482e-07,210.67111,4999.438
103,5.531524,0.014290924,388.49,3876.8408041041275,-1,0.20477039,1345.5261,0.0067426395,10.0,189.85002,True,4369.6016,145440080.0,3686.991,3264.5376,,21.461033,1153.4765763282776,0.027338685,10300,1.4290925,10.0,20.47704,100,1875946,4809.584,5809.689,[-0.158  1.255 -1.661 -2.048 -1.523],-0.105031036,3876.8406,18.0782,6.7426394e-05,2.7338688,4999.434
104,15.614506,0.016390938,416.71,4161.056639643814,-1,0.6490016,1405.331,0.0034740355,10.0,9.9798155,True,5161.176,1088318300.0,4151.0767,3548.733,,5.8228426,1185.328165769577,0.06591878,10400,1.6390938,10.0,64.90016,100,1917617,4989.6216,7580.7847,[-0.148  1.235 -1.677 -2.065 -1.524],-0.12092385,4161.0566,6.404301,3.4740355e-05,6.5918775,4999.6016
105,24.609686,0.019203197,430.95,4303.3621724343275,-1,1.0882853,1187.7848,0.004362067,10.0,,True,4939.1104,1872081000.0,4303.3623,3691.016,,3.0637918,1217.9101738929749,0.1080157,10500,1.9203197,10.0,108.82854,100,1960712,4999.781,7976.8438,[-0.157  1.206 -1.693 -2.071 -1.54 ],-0.12465098,4303.3623,4.063441,4.3620672e-05,10.801572,4999.781
106,1.345322,0.010801694,402.46,4017.0230173720065,-1,0.048392504,1179.4528,0.32059777,10.0,219.77869,True,3725.6462,7514282.5,3797.2444,3404.691,,75.735306,1253.0816819667816,0.0061140647,10600,1.0801694,10.0,4.8392506,100,2000958,4779.8906,4435.878,[-0.175  1.195 -1.692 -2.069 -1.544],-0.11213471,4017.0232,74.33165,0.0032059776,0.6114065,4999.6694
107,16.224316,0.018769896,439.94,4393.233184406053,-1,0.80336136,975.76715,0.015611408,10.0,,True,6235.064,1662467300.0,4393.233,3780.8955,,5.05796,1287.1595838069916,0.081321135,10700,1.8769896,10.0,80.336136,100,2044952,4999.718,8701.525,[-0.171  1.202 -1.707 -2.076 -1.531],-0.060966738,4393.233,6.163588,0.00015611408,8.132113,4999.718
108,2.3509524,0.012639702,408.17,4074.244240064415,-1,0.123729385,1156.2234,0.026494985,10.0,,True,4050.3025,48848572.0,4074.2444,3461.923,,37.603848,1320.98153090477,0.016281694,10800,1.2639704,10.0,12.372939,100,2085769,4999.5806,4989.163,[-0.167  1.182 -1.727 -2.045 -1.48 ],-0.06777464,4074.2444,42.535954,0.00026494983,1.6281695,4999.5806
109,180.1307,0.047136933,384.34,3834.5179587584794,-1,3.4867237,1214.884,0.00018602736,10.0,189.86179,True,13871.866,27605832000.0,3644.6562,3222.207,,1.8085594,1352.8873555660248,0.3473216,10900,4.7136936,10.0,348.67236,100,2124203,4809.6357,22089.861,[-0.175  1.203 -1.73  -2.039 -1.487],-0.10343928,3834.518,0.5551524,1.8602735e-06,34.73216,4999.4976
110,8.648988,0.017502645,411.34,4106.3643824663295,-1,0.41242194,1213.9664,0.0012223306,10.0,169.8562,True,5910.718,455693020.0,3936.508,3494.0227,,12.622142,1388.2715501785278,0.04605088,11000,1.7502648,10.0,41.242195,100,2165337,4829.8945,7711.564,[-0.16   1.222 -1.732 -2.    -1.522],-0.102398865,4106.3643,11.562047,1.2223306e-05,4.6050878,4999.751
111,953.37115,0.12838677,425.32,4247.587711523846,-1,8.19259,1280.3513,8.250892e-05,10.0,199.79625,True,35802.023,123750015000.0,4047.7915,3635.2515,,2.0467439,1420.038649559021,0.8881738,11100,12.838676,10.0,819.259,100,2207869,4799.909,54708.957,[-0.142  1.216 -1.739 -2.005 -1.521],-0.09846479,4247.588,0.10489094,8.250892e-07,88.817375,4999.7056
112,1.0692102,0.010228126,400.43,3997.087803416038,-1,0.017560681,1361.7136,0.4886732,10.0,,True,3470.2139,3148788.8,3997.0881,3384.7583,,94.95645,1452.482454776764,0.0023572322,11200,1.0228126,10.0,1.7560682,100,2247912,4999.647,4103.3784,[-0.17   1.227 -1.751 -1.986 -1.517],-0.09576108,3997.0881,93.526985,0.004886732,0.23572323,4999.647
113,1.9392295,0.011957944,410.94,4102.23909215764,-1,0.06308306,1164.309,0.024138574,10.0,179.838,True,4140.8706,21369420.0,3922.4014,3489.8997,,54.108,1483.6823415756226,0.011012711,11300,1.1957943,10.0,6.308306,100,2289006,4819.8936,4993.5913,[-0.166  1.223 -1.755 -1.985 -1.515],-0.1005333,4102.2393,51.56687,0.00024138573,1.101271,4999.7314
114,6.066642,0.014949611,403.31,4026.1716214009084,-1,0.25928462,1351.5668,0.008797759,10.0,159.84344,True,4867.233,221588430.0,3866.3284,3413.833,,19.04065,1513.9743430614471,0.030826382,11400,1.4949613,10.0,25.928463,100,2329337,4839.8804,6375.457,[-0.172  1.218 -1.83  -1.959 -1.519],-0.13833068,4026.1716,16.483583,8.797759e-05,3.0826383,4999.7236
115,3.525153,0.0125489095,433.27,4326.289563548091,-1,0.1104468,1078.9286,0.040231913,10.0,,True,4421.4883,66156680.0,4326.2896,3713.956,,35.969635,1546.12233877182,0.016742913,11500,1.2548909,10.0,11.044681,100,2372664,4999.6816,5571.1685,[-0.17   1.229 -1.837 -1.941 -1.557],-0.13562198,4326.2896,28.367563,0.00040231913,1.6742913,4999.6816
116,1.9351175,0.010806625,436.39,4357.60514100939,-1,0.06566922,941.2038,0.106889114,10.0,179.84123,True,3977.9797,26769832.0,4177.764,3745.269,,47.882313,1579.4891893863678,0.011274443,11600,1.0806625,10.0,6.566922,100,2416303,4819.8657,4829.792,[-0.163  1.21  -1.84  -1.956 -1.555],-0.1259512,4357.6055,51.67645,0.0010688911,1.1274443,4999.707
117,25.043556,0.022412028,448.16,4475.657849771354,-1,1.3280858,914.63885,0.014048914,10.0,199.82106,True,7236.5156,3773475000.0,4275.8364,3863.3213,,2.811753,1618.395141363144,0.13176481,11700,2.2412028,10.0,132.80858,100,2461119,4799.8857,10300.864,[-0.157  1.192 -1.837 -1.959 -1.545],-0.08599072,4475.6577,3.9930432,0.00014048914,13.176483,4999.707
118,975.71014,0.093701676,433.79,4332.40431609592,-1,8.651008,1226.5641,9.659936e-06,10.0,9.981003,True,27094.771,186119420000.0,4322.4233,3720.0913,,1.1724749,1654.0039653778076,0.86026967,11800,9.370169,10.0,865.10077,100,2504498,4989.533,46221.2,[-0.148  1.203 -1.84  -1.939 -1.505],-0.15294038,4332.405,0.10248946,9.659936e-08,86.02696,4999.514
119,1.4679102,0.011226726,433.11,4324.163961652226,-1,0.053076565,769.0408,0.2789394,10.0,179.83762,True,4137.4,10948812.0,4144.3267,3711.839,,70.67758,1690.1040568351746,0.0072312276,11900,1.1226724,10.0,5.307657,100,2547809,4819.7705,4879.276,[-0.17   1.204 -1.847 -1.934 -1.572],-0.15203871,4324.1636,68.12406,0.002789394,0.7231228,4999.608
120,58.28407,0.028678931,418.13,4173.4578650047815,-1,1.5881574,1079.0137,0.00014824267,10.0,169.83307,True,7566.85,4449309700.0,4003.625,3561.1172,,3.0589187,1719.1069009304047,0.16144809,12000,2.8678935,10.0,158.81575,100,2589622,4829.905,12241.701,[-0.173  1.209 -1.851 -1.917 -1.571],-0.20599376,4173.458,1.7157347,1.4824267e-06,16.14481,4999.738
121,1.2514552,0.010583231,406.42,4056.4955701337494,-1,0.02836602,1016.31946,0.221827,10.0,,True,3591.6853,6016744.5,4056.4954,3444.15,,81.2824,1748.0233039855957,0.005078613,12100,1.0583233,10.0,2.836602,100,2630264,4999.7817,4276.707,[-0.187  1.208 -1.848 -1.937 -1.625],-0.22044805,4056.4954,79.906975,0.00221827,0.5078613,4999.7817
122,1.7734374,0.011512096,401.48,4007.1876633999477,-1,0.068272375,1075.2599,0.17861891,10.0,179.8269,True,3716.1833,16132670.0,3827.3608,3394.837,,56.55429,1781.5461385250092,0.010090089,12200,1.1512096,10.0,6.8272376,100,2670412,4819.993,4531.6533,[-0.189  1.204 -1.851 -1.924 -1.639],-0.21123187,4007.1875,56.38767,0.001786189,1.009009,4999.8203
123,2.0991762,0.011550249,413.22,4124.49730528021,-1,0.07037167,967.56824,0.05792705,10.0,219.79825,True,3872.878,21660512.0,3904.699,3512.1655,,50.83241,1816.4698674678802,0.0113595305,12300,1.1550248,10.0,7.0371675,100,2711734,4779.871,4760.057,[-0.196  1.215 -1.848 -1.919 -1.63 ],-0.22195445,4124.4976,47.637737,0.0005792705,1.1359531,4999.6694
124,1.0525862,0.010195116,423.95,4232.432571234003,-1,0.015931496,872.15265,0.6557244,10.0,189.80667,True,3702.523,1600314.5,4042.626,3620.0908,,96.1303,1849.2450461387634,0.0020455075,12400,1.0195117,10.0,1.5931497,100,2754129,4809.9395,4330.7583,[-0.191  1.227 -1.847 -1.914 -1.641],-0.21984328,4232.4326,95.0041,0.006557244,0.20455076,4999.746
125,241.81885,0.059258424,417.78,4170.17428526521,-1,5.247892,889.3251,0.00010409545,10.0,169.85799,True,19501.896,64088355000.0,4000.317,3557.8354,,1.2738588,1882.4753739833832,0.52168167,12500,5.925843,10.0,524.7892,100,2795907,4829.868,29024.088,[-0.19   1.222 -1.856 -1.915 -1.639],-0.25172424,4170.1743,0.4135327,1.0409545e-06,52.168167,4999.726
126,1.4927806,0.010724182,420.37,4196.683402320988,-1,0.04669251,1119.0186,0.20972858,10.0,179.8522,True,3796.9268,12324082.0,4016.8313,3584.349,,67.428986,1916.1248321533203,0.007453435,12600,1.0724182,10.0,4.669251,100,2837944,4819.835,4545.0728,[-0.18   1.265 -1.846 -1.915 -1.671],-0.2400197,4196.683,66.98908,0.0020972858,0.7453435,4999.687
127,252.61832,0.11200339,424.01,4234.6272148767475,-1,9.882682,1395.2876,0.0010569611,10.0,9.981228,True,44902.992,243088150000.0,4224.646,3622.2883,,1.281226,1948.833340883255,0.9831463,12700,11.200339,10.0,988.2682,100,2880345,4989.7456,54635.492,[-0.175  1.262 -1.85  -1.923 -1.659],-0.28129244,4234.627,0.39585412,1.0569611e-05,98.31464,4999.727
128,2.247267,0.011958294,424.0,4232.767049888202,-1,0.06707212,1058.6066,0.09374488,10.0,9.98023,True,4217.6387,23008018.0,4222.787,3620.4343,,54.982433,1981.953070640564,0.010820522,12800,1.1958293,10.0,6.7072124,100,2922745,4989.6953,5135.5796,[-0.192  1.285 -1.859 -1.9   -1.7  ],-0.2875205,4232.767,44.498497,0.0009374488,1.0820522,4999.676
