ReturnStepMax,MinIWNorm,ESSClassic,Bound,J_sample_variance,StdIWNorm,LearnableVariance,OptimizationReturnMean,OptimizationReturnMin,InitialReturnMin,VarianceInit,InitialReturnMax,ReturnMeanIW,EpRewMean,MinIW,MaxIW,Weights,EmpiricalD2,MeanIWNorm,OptimizationReturnMax,InitialReturnMean,TimeElapsed,EpThisIter,MeanIW,StdIW,MeanEntropy,ESSRenyi,Iteration,TimestepsSoFar,EpisodesSoFar,ReturnStepMaxmin,InitialBound,EpLenMean,InitialReturnStd,MaxIWNorm
10.0,0.00048596825,35.63373,1023.0152,20452558.0,0.01497685,True,1120.561,,,-1,3288.6953,1633.4022,1120.5609988402412,0.048596825,12.671106,[-0.386  0.844 -1.584 -2.527 -0.524],2.2965298,0.01114351,3288.6953,1120.561,73.37427234649658,100,1.1143512,1.4976851,0.8351246,43.54396,23,147506,2300,10.0,717.77966,113.09,632.0272,0.12671106
10.0,0.0003736921,21.432003,1225.3987,28676244.0,0.027952636,True,1239.8362,,,-1,3559.1218,2020.0985,1239.8362044160117,0.03736921,23.470432,[-0.38   0.837 -1.617 -2.512 -0.584],3.323758,0.014599277,3559.1218,1239.8362,81.23371076583862,100,1.4599278,2.7952638,0.8256848,30.086428,24,160008,2400,10.0,803.9346,125.02,597.8287,0.23470432
10.0,0.00013696858,12.311727,1486.4363,66106564.0,0.039913666,True,1172.847,,,-1,2439.3354,2199.9749,1172.8470631276377,0.013696858,37.372406,[-0.375  0.873 -1.64  -2.416 -0.593],5.7042775,0.014955827,2439.3354,1172.847,88.56272387504578,100,1.4955826,3.9913661,0.81866443,17.530704,25,171840,2500,10.0,874.0908,118.32,521.5696,0.37372404
10.0,1.3665341e-06,1.12953,10345.501,36722610000.0,0.9982946,True,1334.5183,,,-1,3839.0928,20045.193,1334.5183528419127,0.00013665341,1003.78424,[-0.322  0.856 -1.675 -2.52  -0.6  ],425.5665,0.106702425,3839.0928,1334.5183,97.51277565956116,100,10.670243,99.82947,0.70357925,0.2349809,26,185289,2600,10.0,864.3274,134.49,609.8656,10.037842
10.0,0.0019125438,83.11953,1074.2719,1512740.6,0.004805694,True,1454.105,,,-1,3739.4858,1580.9125,1454.1049558332652,0.19125438,2.3965683,[-0.361  0.897 -1.7   -2.452 -0.715],1.2237281,0.010663885,3739.4858,1454.105,108.6578516960144,100,1.0663886,0.4805694,0.68518656,81.7175,27,199934,2700,10.0,996.1132,146.45,668.52954,0.023965683
10.0,0.0002090647,3.2978537,1662.2,402780160.0,0.078339756,True,1384.2429,,,-1,2549.3242,2912.3264,1384.243096874524,0.02090647,78.8411,[-0.381  0.918 -1.722 -2.472 -0.734],16.031214,0.014467043,2549.3242,1384.2429,119.75691437721252,100,1.4467045,7.833976,0.74074954,6.2378306,28,213880,2800,10.0,1072.016,139.46,511.74576,0.788411
10.0,3.447163e-05,2.505634,4808.1953,3371315500.0,0.1577746,True,1554.6658,,,-1,3668.7686,7106.998,1554.6657668067255,0.0034471632,158.4646,[-0.354  0.966 -1.785 -2.551 -0.678],26.17409,0.025293335,3668.7686,1554.6658,133.1580047607422,100,2.5293336,15.777459,0.77956057,3.8205724,29,229531,2900,10.0,1105.3352,156.51,706.7739,1.584646
10.0,0.00279463,70.754135,1238.3188,3433917.5,0.007001553,True,1529.8657,,,-1,3569.0776,1744.0284,1529.8658454519045,0.279463,4.5915475,[-0.304  0.902 -1.797 -2.609 -0.639],1.338441,0.010890254,3569.0776,1529.8657,146.84839487075806,100,1.0890254,0.7001553,0.77058846,74.71379,30,244934,3000,10.0,1092.7449,154.03,727.60736,0.045915473
10.0,0.0010875986,47.89193,1280.6106,16171775.0,0.011001318,True,1592.7605,,9.979483,-1,4459.029,2028.8568,1602.7398326690445,0.108759865,8.278453,[-0.292  0.893 -1.806 -2.656 -0.648],1.8772284,0.010546866,4449.0493,1602.7399,161.38649439811707,100,1.0546865,1.1001318,0.7316503,53.270023,31,261066,3100,10.0,1056.6226,161.32,791.42114,0.082784526
10.0,3.3164117e-05,5.2469864,2213.997,371448480.0,0.07941855,True,1745.2076,,,-1,3689.28,3874.625,1745.2077665702354,0.0033164117,76.66129,[-0.275  0.892 -1.814 -2.65  -0.687],13.50735,0.018688755,3689.28,1745.2076,175.62231397628784,100,1.8688756,7.9418545,0.68566173,7.4033766,32,278623,3200,10.0,1293.365,175.57,706.72754,0.7666129
10.0,0.0011855613,61.548416,1631.7214,7602112.5,0.008955448,True,1923.8438,,9.979688,-1,4759.058,2392.3328,1933.8235621651954,0.11855613,5.616713,[-0.219  0.851 -1.808 -2.669 -0.733],1.7029129,0.011330229,4749.0786,1933.8236,191.85236644744873,100,1.1330228,0.8955448,0.689177,58.722908,33,298067,3300,10.0,1350.9602,194.44,849.1392,0.05616713
10.0,0.00094734563,24.726599,1810.3312,80211150.0,0.020128766,True,2058.9395,,,-1,4999.0654,2849.3403,2058.939413021128,0.094734564,17.191597,[-0.214  0.898 -1.826 -2.692 -0.73 ],2.8798501,0.01153662,4999.0654,2058.9395,206.66070866584778,100,1.153662,2.0128765,0.71688014,34.72403,34,318760,3400,10.0,1446.6814,206.93,979.9563,0.17191596
10.0,0.0012197696,59.11361,1687.7336,6458304.0,0.008920534,True,2108.3826,,,-1,4708.401,2390.0254,2108.382554901893,0.121976964,5.5201883,[-0.221  0.951 -1.855 -2.69  -0.702],1.4831902,0.010726183,4708.401,2108.3826,224.50076127052307,100,1.0726182,0.8920534,0.6903958,67.42223,35,339950,3500,10.0,1531.7236,211.9,954.15674,0.05520188
10.0,0.0005588749,40.022385,1800.5887,15557712.0,0.01597589,True,2089.2654,,,-1,4278.8613,2661.999,2089.265371756288,0.05588749,9.506493,[-0.215  0.965 -1.883 -2.712 -0.729],2.7019193,0.013050342,4278.8613,2089.2654,243.10746932029724,100,1.3050343,1.5975891,0.68410575,37.010727,36,360948,3600,10.0,1565.214,209.98,858.04315,0.09506492
10.0,0.00011235402,22.67721,1863.6091,49937210.0,0.022910431,True,2028.7417,,9.986251,-1,4668.1924,2901.0525,2038.7279888871478,0.011235402,15.7192135,[-0.243  1.003 -1.919 -2.68  -0.735],3.292608,0.012407214,4658.206,2038.728,259.9038243293762,100,1.2407215,2.2910433,0.63446,30.371061,37,381441,3700,10.0,1466.9934,204.93,866.65826,0.15719213
10.0,0.0050097536,91.5583,1715.623,1470760.6,0.00317509,True,2234.4119,,,-1,4999.0845,2364.8696,2234.4118818698275,0.5009754,2.2706614,[-0.252  1.004 -1.907 -2.714 -0.784],1.1244683,0.010456593,4999.0845,2234.4119,277.11094665527344,100,1.0456592,0.31750903,0.6441635,88.930916,38,403890,3800,10.0,1622.1516,224.49,815.19214,0.022706613
10.0,0.0014845714,65.09357,1843.8323,7178475.5,0.008128269,True,2207.1855,,19.96718,-1,4998.8564,2580.2637,2227.1529885255527,0.14845714,6.4739413,[-0.246  1.009 -1.9   -2.71  -0.775],1.446878,0.011099785,4978.889,2227.153,294.3845536708832,100,1.1099783,0.8128269,0.6354691,69.11433,39,426264,3900,10.0,1614.9207,223.74,992.93933,0.06473941
10.0,0.00052966503,39.07627,1895.5254,19614798.0,0.014945945,True,2233.926,,,-1,4998.888,2832.2207,2233.926211223986,0.052966505,9.409396,[-0.254  1.037 -1.92  -2.689 -0.783],2.3407693,0.011969793,4998.888,2233.926,314.1624758243561,100,1.1969793,1.4945945,0.63903815,42.720997,40,448708,4000,10.0,1621.69,224.44,872.32385,0.094093956
9.999999,3.268363e-07,1.9253162,6362.3364,9403221000.0,0.2513893,True,2212.3777,,,-1,4999.0684,12005.932,2212.3777608824403,3.268363e-05,246.13011,[-0.248  1.01  -1.934 -2.739 -0.78 ],84.96542,0.035222434,4999.0684,2212.3777,331.05762338638306,100,3.5222437,25.138931,0.56546015,1.1769494,41,470936,4100,9.999999,1600.1196,222.28,915.56915,2.461301
10.0,3.3812125e-06,1.0578988,33292.984,154754150000.0,1.9580014,True,2388.7112,,319.9051,-1,4999.354,47317.086,2708.6161467486486,0.00033812126,1968.3763,[-0.216  1.051 -1.989 -2.792 -0.853],524.6032,0.20246248,4679.4487,2708.6162,352.10580682754517,100,20.246244,195.80016,0.5375371,0.19062026,42,498124,4200,10.0,2096.3228,271.88,971.70416,19.683764
10.0,0.00012457342,7.0830092,7573.42,1656621300.0,0.08586848,True,2963.586,,259.73645,-1,4999.4736,9798.6045,3223.3220926858903,0.012457342,63.623215,[-0.157  1.025 -2.002 -2.847 -0.881],13.206634,0.023708005,4739.7373,3223.3223,378.01904940605164,100,2.3708007,8.586847,0.5689374,7.5719523,43,530450,4300,10.0,2611.0142,323.26,1253.2333,0.63623214
10.0,0.0030617642,76.98119,2762.2668,6836948.5,0.0054247403,True,3297.5625,,,-1,4999.453,3446.8035,3297.562563639408,0.30617642,3.3241549,[-0.148  1.046 -2.008 -2.952 -0.85 ],1.2498479,0.009920414,4999.453,3297.5625,405.3765380382538,100,0.9920414,0.54247403,0.56015855,80.009735,44,563515,4400,10.0,2685.257,330.65,1230.7252,0.033241548
10.0,2.8555286e-10,1.0863872,25139.06,237482660000.0,1.7136843,True,3252.067,,269.75427,-1,4999.4204,55038.336,3521.8210182057956,2.8555288e-08,1722.5795,[-0.139  1.051 -2.013 -2.968 -0.859],2384.4639,0.17959535,4729.666,3521.821,432.09884691238403,100,17.959536,171.36844,0.46258548,0.04193815,45,598823,4500,10.0,2909.5193,353.08,1235.088,17.225794
10.0,0.00020003154,4.8126154,4301.816,836596700.0,0.09454344,True,3347.247,,,-1,4999.57,6747.0264,3347.247234795006,0.020003155,90.79654,[-0.154  1.015 -2.053 -2.954 -0.956],15.946888,0.02125848,4999.57,3347.247,458.5378632545471,100,2.1258483,9.454345,0.47615778,6.270816,46,632390,4600,10.0,2734.9272,335.67,1075.7189,0.90796536
10.0,5.803014e-05,8.317474,3275.8772,472987800.0,0.045303043,True,3405.827,,,-1,4999.4717,5453.288,3405.8271762424406,0.005803014,40.747833,[-0.148  0.968 -2.052 -3.003 -0.943],12.645655,0.013645198,4999.4717,3405.827,484.1550199985504,100,1.3645198,4.5303044,0.4767988,7.9078546,47,666534,4700,10.0,2793.5195,341.44,1263.4099,0.40747833
10.0,0.0007949305,41.70668,3670.8633,20176574.0,0.013855208,True,3191.9834,,579.6234,-1,4999.3433,4583.125,3771.6070592388405,0.07949305,12.196333,[-0.127  1.01  -2.067 -2.994 -0.942],2.2198408,0.01171943,4419.7197,3771.6072,514.1960768699646,100,1.171943,1.3855208,0.46508786,45.048275,48,704333,4800,10.0,3159.315,377.99,1019.4914,0.12196333
10.0,0.00014320048,7.6009655,5568.213,881249200.0,0.059413772,True,3838.653,,9.979122,-1,4999.512,7476.604,3848.632104736304,0.0143200485,57.796387,[-0.114  1.033 -2.049 -3.035 -0.954],9.713777,0.017040715,4989.533,3848.632,544.1636936664581,100,1.7040716,5.941378,0.43477258,10.294657,49,742898,4900,10.0,3236.3193,385.65,1375.884,0.5779638
10.0,0.00030997288,34.765747,5211.2188,71286776.0,0.020033922,True,4052.4768,,269.75104,-1,4999.5283,6518.705,4322.227972660271,0.03099729,12.205287,[-0.089  1.01  -2.062 -3.023 -0.984],4.55958,0.01462527,4729.7773,4322.228,575.3915090560913,100,1.4625272,2.0033922,0.4208279,21.931845,50,786184,5000,10.0,3709.9133,432.86,975.7807,0.12205287
10.0,0.0003311495,33.873356,4005.1174,60730120.0,0.01564657,True,4073.5178,,,-1,4999.5356,4983.2285,4073.5181952175567,0.03311495,13.242725,[-0.092  0.966 -2.058 -3.024 -0.998],2.5516775,0.011198504,4999.5356,4073.5178,608.8612997531891,100,1.1198504,1.564657,0.40270993,39.189907,51,826988,5100,10.0,3461.2024,408.04,1227.2019,0.13242725
10.0,0.0017167758,60.790344,3948.62,16052962.0,0.008780678,True,4074.355,,249.82382,-1,4999.6074,4730.369,4324.17890261384,0.17167759,5.5151415,[-0.08   0.963 -2.057 -2.987 -1.016],1.6299399,0.010933238,4749.7837,4324.179,645.3723504543304,100,1.093324,0.87806785,0.42432594,61.351955,52,870287,5200,10.0,3711.8542,432.99,1029.4979,0.055151414
10.0,4.618393e-05,2.1019158,11307.348,12854485000.0,0.22566058,True,4434.6836,,,-1,4999.5605,15873.369,4434.6837977577325,0.0046183933,226.71715,[-0.076  0.962 -2.056 -2.982 -0.995],55.60592,0.033065587,4999.5605,4434.6836,680.5812675952911,100,3.306559,22.566061,0.4555748,1.7983698,53,914682,5300,10.0,3822.365,443.95,1117.3408,2.2671714
10.0,4.5621e-06,1.6024173,18991.018,51305533000.0,0.45355228,True,4279.3535,,29.942547,-1,4999.4644,28569.705,4309.295941281164,0.00045621,452.85974,[-0.051  0.942 -2.062 -3.012 -0.963],244.72243,0.057879265,4969.522,4309.2964,713.4099004268646,100,5.7879267,45.355232,0.38894898,0.40862623,54,957812,5400,10.0,3696.989,431.3,1452.2106,4.5285974
10.0,7.981618e-06,6.118003,7436.6143,1992463400.0,0.08872725,True,4500.801,,,-1,4999.5483,11054.069,4500.800526381791,0.00079816184,67.68204,[-0.049  0.989 -2.074 -3.003 -1.03 ],34.902252,0.02265013,4999.5483,4500.801,747.5400884151459,100,2.265013,8.8727255,0.32912046,2.8651447,55,1002847,5500,10.0,3888.4836,450.35,1365.4819,0.67682034
10.0,0.00050978636,23.399153,5158.586,141036720.0,0.023987643,True,4685.5327,,,-1,4999.6104,6379.378,4685.532787668418,0.050978635,16.422544,[-0.039  0.998 -2.113 -3.04  -1.09 ],3.9748423,0.013257781,4999.6104,4685.5327,784.8146617412567,100,1.3257782,2.3987641,0.32289493,25.15823,56,1049721,5600,10.0,4073.2085,468.74,1117.0054,0.16422544
10.0,0.00012148841,9.35085,5735.301,452995420.0,0.05249679,True,4668.8496,,9.979459,-1,4999.6567,7583.1562,4678.82892001659,0.012148841,49.519905,[-0.059  0.985 -2.109 -3.057 -1.096],9.1067705,0.01686073,4989.6772,4678.8286,824.2080910205841,100,1.686073,5.2496786,0.32799077,10.980841,57,1096537,5700,10.0,4066.4985,468.16,1013.0838,0.49519905
10.0,3.83748e-10,1.1390034,41373.473,376936660000.0,1.6553394,True,4042.529,,599.379,-1,4999.566,76234.2,4641.908121414516,3.83748e-08,1664.1868,[-0.073  0.964 -2.115 -3.09  -1.091],3241.2837,0.17767942,4400.187,4641.908,858.3438384532928,100,17.767942,165.53395,0.26330557,0.030851973,58,1142997,5800,10.0,4029.5889,464.6,730.94183,16.641867
10.0,1.7900078e-06,1.3197472,43665.773,246616780000.0,1.1175373,True,4235.101,,,-1,4999.666,57472.81,4235.10137574143,0.00017900078,1121.8546,[-0.096  0.955 -2.12  -3.169 -1.156],508.42603,0.12923856,4999.666,4235.101,890.0884394645691,100,12.923859,111.75373,0.22583984,0.19668545,59,1185415,5900,10.0,3622.77,424.18,953.3373,11.218546
10.0,8.708411e-05,18.861322,5319.376,60920564.0,0.032420117,True,1900.6033,,2779.087,-1,4999.609,6933.9155,4679.6901572186225,0.008708411,25.715052,[-0.066  0.912 -2.121 -3.18  -1.193],6.952391,0.015630998,2220.522,4679.6904,929.9929225444794,100,1.5630999,3.2420115,0.22326791,14.38354,60,1232257,6000,10.0,4067.3652,468.42,540.8256,0.2571505
10.0,0.0013397222,49.08019,4352.8193,35552400.0,0.011852454,True,4259.6763,,29.94268,-1,4999.6484,5324.892,4289.619147231457,0.13397223,5.8457737,[-0.08   0.896 -2.116 -3.195 -1.196],2.5201566,0.011636381,4969.7056,4289.619,964.7797629833221,100,1.1636382,1.1852454,0.23650025,39.680073,61,1275220,6100,10.0,3677.2903,429.63,923.9007,0.058457736
10.0,7.308746e-06,1.5257642,18332.209,39864877000.0,0.39900458,True,4469.668,,19.961552,-1,4999.6377,24360.566,4489.62922733373,0.0007308746,399.68335,[-0.068  0.887 -2.109 -3.174 -1.182],96.923615,0.04966613,4979.6763,4489.629,1000.1598434448242,100,4.9666123,39.90046,0.23986849,1.0317403,62,1320166,6200,10.0,3877.3008,449.46,886.411,3.9968333
10.0,0.00050050934,31.018856,5019.5166,88890400.0,0.019468114,True,4675.699,,,-1,4999.598,6258.079,4675.699323046111,0.050050937,11.968113,[-0.062  0.887 -2.083 -3.281 -1.179],4.0914216,0.01305484,4999.598,4675.699,1032.2862794399261,100,1.305484,1.9468114,0.2703846,24.441381,63,1366964,6300,10.0,4063.376,467.98,726.34766,0.11968113
10.0,0.0040833103,89.98103,4349.648,4098745.5,0.003517217,True,4705.0317,,,-1,4999.592,5012.8794,4705.031564171467,0.40833104,2.3387957,[-0.054  0.902 -2.079 -3.299 -1.149],1.1731938,0.010540538,4999.592,4705.0317,1064.9305455684662,100,1.0540539,0.3517217,0.2766257,85.23741,64,1414047,6400,10.0,4092.7087,470.83,821.758,0.023387956
10.0,0.0001032744,7.42187,6432.1914,1203556100.0,0.06906341,True,4658.236,,,-1,4999.5903,9268.623,4658.236026050068,0.01032744,60.523727,[-0.049  0.891 -2.086 -3.283 -1.142],21.457764,0.019554673,4999.5903,4658.236,1100.4122717380524,100,1.9554672,6.906341,0.32093906,4.660318,65,1460661,6500,10.0,4045.914,466.14,1030.4238,0.60523725
10.0,3.6080422e-05,10.443513,5380.9927,230173440.0,0.044859227,True,3710.4832,,979.1278,-1,4999.579,7048.919,4689.611305589136,0.0036080424,40.726177,[-0.063  0.907 -2.102 -3.32  -1.098],7.4198585,0.015318866,4020.4512,4689.6113,1140.3321628570557,100,1.5318865,4.4859223,0.3100118,13.477346,66,1507596,6600,10.0,4077.29,469.35,715.65204,0.40726176
10.0,0.0018297574,73.8429,4253.327,9571766.0,0.006550975,True,4239.3345,,339.6361,-1,4999.633,4981.2397,4578.970475564444,0.18297574,3.1211681,[-0.047  0.872 -2.112 -3.325 -1.109],1.413159,0.011006912,4659.9966,4578.97,1177.1176824569702,100,1.1006912,0.65509754,0.32334876,70.76344,67,1553421,6700,10.0,3966.6426,458.25,1086.246,0.03121168
10.0,0.0018831135,77.35966,4214.7573,8138877.0,0.0056234547,True,4309.1963,,339.68137,-1,4999.5156,4918.661,4648.8777145587665,0.18831135,3.6069639,[-0.048  0.856 -2.109 -3.297 -1.096],1.3215376,0.010394871,4659.8345,4648.8774,1213.667629480362,100,1.0394871,0.5623455,0.3126688,75.66943,68,1599943,6800,10.0,4036.565,465.22,876.21814,0.03606964
10.0,0.00024036785,20.685066,4657.0093,162838980.0,0.025293406,True,4537.338,,9.97989,-1,4999.577,6085.812,4547.317692198517,0.024036786,13.701725,[-0.044  0.87  -2.11  -3.305 -1.106],5.444862,0.012916898,4989.597,4547.3174,1251.2028148174286,100,1.2916899,2.5293405,0.3010712,18.365938,69,1645447,6900,10.0,3934.9966,455.04,1164.903,0.13701725
