Weights,ReturnMeanIW,InitialReturnMean,Iteration,EmpiricalD2Harmonic,MinTargetPdf,Bound,MinIW,MeanEntropy,MinBehavPdf,MaxIW,EpRewMean,EpLenMean,ReturnStepMaxmin,InitialReturnStd,EpThisIter,InitialReturnMin,LearnableVariance,VarianceInitializer,InitialBound,DivergenceHarmonic,ESSRenyiHarmonic,Penalization,StdWReturnMean,StdIW,MeanIW,EpisodesSoFar,Inner Iteration,EmpiricalD2Arithmetic,ESSRenyiArithmetic,TimeElapsed,InitialReturnMax,ReturnStepMax,MeanD2-0,TimestepsSoFar,WReturnMean
[-0.016  0.486 -2.671 -2.382],704581200.0,4649.805,219,1.0,-259.07245,-35525130000.0,0.16840693,0.4189424,-259.07245,716.2109,4649.805302676928,465.29,10.0,727.6012,100,1409.5609,,-1,-23593306.0,582142300.0,100.0,True,,112.88927,45.982765,21900,1,1.0,100.0,9986.996977567673,4999.664,10.0,1.0,8547674,22150092.0
[ 0.012  0.498 -2.67  -2.376],559647170.0,4973.6343,220,1.0,-247.55247,-2.8345672e+16,0.0058145034,0.4189424,-247.55247,285.21954,4973.63377776103,497.46,10.0,163.59338,100,3669.3213,,-1,-26206996.0,3.8577993e+20,100.0,True,,37.49854,22.397131,22000,1,1.0,100.0,10039.0546708107,4999.6406,10.0,1.0,8597420,24763794.0
[-0.043  0.484 -2.671 -2.352],272566880000.0,3821.8423,221,1.0,-231.46365,-1.5111189e+22,0.03764898,0.4189424,-231.46365,1160156.6,3821.842271958794,382.87,10.0,1194.2748,100,1219.636,,-1,-17475982.0,1.0963585e+32,100.0,True,,127661.85,32545.828,22100,1,1.0,100.0,10078.561215162277,4999.672,10.0,1.0,8635707,16032771.0
[ 0.017  0.499 -2.672 -2.352],170544190000.0,4999.3022,222,1.0,-259.08356,-4.763658e+16,0.026445748,0.4189424,-259.08356,152126.03,4999.302300075417,500.0,10.0,0.1802663,100,4998.8193,,-1,-26436218.0,1.0895562e+21,100.0,True,,21908.018,6824.1675,22200,1,1.0,100.0,10134.54587316513,4999.625,10.0,1.0,8685707,24993024.0
[ 0.024  0.604 -2.669 -2.284],25059865000.0,4949.4033,223,1.0,-248.76767,-6.9703043e+19,0.23660925,0.4189424,-248.76767,60259.086,4949.403317715155,495.02,10.0,496.43073,100,9.979977,,-1,-26186240.0,2.3327493e+27,100.0,True,,6252.3623,1002.85846,22300,1,1.0,100.0,10191.9358856678,4999.645,10.0,1.0,8735209,24743036.0
[-0.04   0.706 -2.682 -2.315],531290070000000.0,4795.4097,224,1.0,-256.6907,-2.1910276e+24,0.02258369,0.4189424,-256.6907,2134908300.0,4795.409708512582,479.81,10.0,581.29144,100,719.53,,-1,-24777076.0,2.3048777e+36,100.0,True,,213833650.0,28853496.0,22400,1,1.0,100.0,10242.280814886093,4999.6807,10.0,1.0,8783190,23333852.0
[ 0.008  0.792 -2.688 -2.239],260908190000000.0,4999.254,225,1.0,-255.2898,-1.0750011e+24,0.09321625,0.4189424,-255.2898,842599230.0,4999.253927708204,500.0,10.0,0.2196604,100,4998.555,,-1,-26435732.0,5.5486754e+35,100.0,True,,85745096.0,10439844.0,22500,1,1.0,100.0,10303.574187994003,4999.625,10.0,1.0,8833190,24992538.0
[ 0.106  0.726 -2.679 -2.279],1217664800000.0,4853.835,226,1.0,-255.0539,-1.1827203e+18,0.013862548,0.4189424,-255.0539,2656638.2,4853.83498609712,485.51,10.0,791.2753,100,239.84299,,-1,-25629012.0,6.7164804e+23,100.0,True,,316794.38,48731.69,22600,1,1.0,100.0,10360.60023856163,4999.605,10.0,1.0,8881741,24185830.0
[ 0.165  0.827 -2.666 -2.237],1455668900.0,4702.0493,227,1.0,-247.51799,-340121350000.0,0.018913195,0.4189424,-247.51799,5477.803,4702.049177142383,470.39,10.0,1031.1349,100,259.84137,,-1,-24615646.0,55073812000.0,100.0,True,,544.8808,69.227516,22700,1,1.0,100.0,10408.496705293655,4999.535,10.0,1.0,8928780,23172504.0
[ 0.043  0.823 -2.691 -2.235],19942844000.0,4907.555,228,1.0,-263.05695,-71380560000000.0,0.050671518,0.4189424,-263.05695,31119.223,4907.55479315648,490.85,10.0,644.359,100,9.98026,,-1,-25942470.0,2445110700000000.0,100.0,True,,4004.542,798.1154,22800,1,1.0,100.0,10446.735025167465,4999.597,10.0,1.0,8977865,24499292.0
[ 0.109  0.853 -2.68  -2.134],64480830000.0,4813.5615,229,1.0,-264.75986,-2.485781e+16,0.05714891,0.4189424,-264.75986,85825.96,4813.561710661966,481.51,10.0,822.1982,100,,,-1,-25289538.0,2.9670214e+20,100.0,True,,9656.045,2580.6045,22900,1,1.0,100.0,10494.282881259918,4999.5513,10.0,1.0,9026016,23846386.0
[ 0.165  0.954 -2.671 -2.087],1134237000.0,4463.5215,230,1.0,-243.02373,-52784423000.0,0.14661394,0.4189424,-243.02373,718.6411,4463.521178902556,446.62,10.0,1316.7288,100,219.8441,,-1,-23099904.0,1281044200.0,100.0,True,,120.909225,45.67254,23000,1,1.0,100.0,10534.767975568771,4999.4844,10.0,1.0,9070678,21656794.0
[ 0.262  1.021 -2.71  -2.069],941073540.0,4237.5117,231,1.0,-246.43738,-18949710000.0,0.066967204,0.4189424,-246.43738,1489.4353,4237.511847604832,424.18,10.0,1345.7482,100,9.98078,,-1,-21210662.0,155731800.0,100.0,True,,165.53125,46.976242,23100,1,1.0,100.0,10592.646878480911,4999.498,10.0,1.0,9113096,19767544.0
[ 0.156  0.974 -2.748 -2.097],104626240000000.0,4518.7495,232,1.0,-241.05307,-2.0750067e+18,0.067026496,0.4189424,-241.05307,407678240.0,4518.749742836196,452.11,10.0,1293.756,100,199.82225,,-1,-23536060.0,2.067226e+24,100.0,True,,40557280.0,4188276.8,23200,1,1.0,100.0,10650.984493017197,4999.564,10.0,1.0,9158307,22092904.0
[ 0.146  0.676 -2.775 -1.696],1458006300.0,4816.062,233,1.0,-241.16486,-99321000000.0,0.12502342,0.4189424,-241.16486,2126.6272,4816.061959311035,481.75,10.0,834.3025,100,219.80942,,-1,-25333706.0,4598430000.0,100.0,True,,241.30405,61.399868,23300,1,1.0,100.0,10708.911636352539,4999.622,10.0,1.0,9206482,23890512.0
[ 0.05   0.607 -2.814 -1.687],38228990000.0,4801.9966,234,1.0,-249.72292,-25995801000000.0,0.056509186,0.4189424,-249.72292,130805.09,4801.996660896487,480.31,10.0,966.6402,100,9.979701,,-1,-25436740.0,323527340000000.0,100.0,True,,13031.594,1529.5736,23400,1,1.0,100.0,10764.460266590118,4999.5923,10.0,1.0,9254513,23993564.0
[ 0.141  0.69  -2.834 -1.687],1808408300.0,4800.5186,235,1.0,-247.4598,-67167154000.0,0.015376788,0.4189424,-247.4598,1954.96,4800.518884555247,480.2,10.0,880.641,100,29.949503,,-1,-25263642.0,2051240800.0,100.0,True,,269.76074,81.660675,23500,1,1.0,100.0,10804.527066707611,4999.5166,10.0,1.0,9302533,23820510.0
[ 0.051  0.61  -2.867 -1.683],5228659700.0,4871.5986,236,1.0,-249.27109,-1.2953314e+20,0.050004818,0.4189424,-249.27109,8631.744,4871.598520453181,487.26,10.0,740.4967,100,9.980679,,-1,-25724006.0,8.0562197e+27,100.0,True,,908.08405,209.88681,23600,1,1.0,100.0,10847.184227466583,4999.631,10.0,1.0,9351259,24280808.0
[-0.048  0.635 -2.895 -1.617],657583700000.0,4612.6733,237,1.0,-260.60867,-2.2047687e+22,0.054618686,0.4189424,-260.60867,2047853.8,4612.6733998315185,461.66,10.0,694.03876,100,2049.6714,,-1,-23201614.0,2.3340566e+32,100.0,True,,210597.12,46584.977,23700,1,1.0,100.0,10895.754422664642,4999.5854,10.0,1.0,9397425,21758444.0
[ 0.014  0.63  -2.893 -1.627],104215390000.0,4999.2812,238,1.0,-242.09439,-3.4225607e+16,0.021667546,0.4189424,-242.09439,159431.58,4999.281356714989,500.0,10.0,0.15596476,100,4998.617,,-1,-26436028.0,5.6242067e+20,100.0,True,,17793.3,4169.7734,23800,1,1.0,100.0,10958.129427671432,4999.6533,10.0,1.0,9447425,24992816.0
[ 0.054  0.689 -2.892 -1.525],82274270000.0,4824.662,239,1.0,-246.7823,-4305514700000000.0,0.01677202,0.4189424,-246.7823,101585.49,4824.662259155741,482.59,10.0,864.3688,100,239.83595,,-1,-25467648.0,8.900867e+18,100.0,True,,14646.14,3292.6694,23900,1,1.0,100.0,11018.405799865723,4999.547,10.0,1.0,9495684,24024498.0
[-0.024  0.766 -2.909 -1.467],311376450000.0,4832.252,240,1.0,-250.17735,-1.0460409e+18,0.0018828025,0.4189424,-250.17735,558478.4,4832.251626470742,483.36,10.0,804.3496,100,,,-1,-25440760.0,5.2542488e+23,100.0,True,,59764.117,12479.637,24000,1,1.0,100.0,11075.37873506546,4999.504,10.0,1.0,9544020,23997634.0
[ 0.016  0.672 -2.91  -1.54 ],9984326000000.0,4949.3096,241,1.0,-252.66736,-2.8396527e+20,0.02483211,0.4189424,-252.66736,29328234.0,4949.309454530823,495.02,10.0,496.42126,100,9.980751,,-1,-26185236.0,3.8720203e+28,100.0,True,,3036151.5,399484.53,24100,1,1.0,100.0,11131.756657361984,4999.5225,10.0,1.0,9593522,24742098.0
[ 0.102  0.705 -2.893 -1.457],181459530000.0,4628.7363,242,1.0,-254.40729,-3.1999108e+16,0.22953086,0.4189424,-254.40729,344951.7,4628.736330769528,463.12,10.0,1104.6995,100,219.86578,,-1,-24088636.0,4.9171585e+20,100.0,True,,35707.043,7432.14,24200,1,1.0,100.0,11194.251725435257,4999.4185,10.0,1.0,9639834,22645560.0
[ 0.135  0.79  -2.889 -1.372],2961996500.0,4099.917,243,1.0,-241.05792,-670246400000.0,0.16037656,0.4189424,-241.05792,6245.547,4099.917169893495,410.42,10.0,1558.7156,100,129.8682,,-1,-20681882.0,213858930000.0,100.0,True,,648.90393,149.87878,24300,1,1.0,100.0,11237.285888671875,4999.2397,10.0,1.0,9680876,19238914.0
[ 0.037  0.732 -2.931 -1.403],342497100000.0,4396.739,244,1.0,-247.50795,-9645668000000000.0,0.01171117,0.4189424,-247.50795,332010.25,4396.7387688233075,439.95,10.0,1397.9283,100,9.97972,,-1,-22728624.0,4.4674077e+19,100.0,True,,53635.395,13722.574,24400,1,1.0,100.0,11280.955857515335,4999.4805,10.0,1.0,9724871,21285514.0
[ 0.028  0.802 -2.94  -1.301],1371821600000.0,3782.5938,245,1.0,-247.23799,-8946230000000000.0,0.14255483,0.4189424,-247.23799,4690374.5,3782.593880080606,378.82,10.0,1565.8191,100,9.980328,,-1,-18202788.0,3.8427448e+19,100.0,True,,467580.56,55057.863,24500,1,1.0,100.0,11323.224970340729,4999.2705,10.0,1.0,9762753,16759805.0
[ 0.068  0.74  -2.974 -1.395],23212662000000.0,4557.6064,246,1.0,-245.03368,-3.0703078e+16,0.16441543,0.4189424,-245.03368,71628640.0,4557.606282272601,455.99,10.0,1191.1487,100,449.6654,,-1,-23633686.0,4.520117e+20,100.0,True,,7272710.0,928914.5,24600,1,1.0,100.0,11379.56151175499,4999.42,10.0,1.0,9808352,22190610.0
[ 0.073  0.635 -2.98  -1.463],17942559000.0,4848.0864,247,1.0,-248.22824,-140328050000000.0,0.016002998,0.4189424,-248.22824,27584.414,4848.085992517465,484.94,10.0,750.83014,100,,,-1,-25510870.0,9452689000000000.0,100.0,True,,2984.5703,718.0598,24700,1,1.0,100.0,11433.307519197464,4999.608,10.0,1.0,9856846,24067684.0
[ 0.143  0.737 -2.972 -1.446],235897950000.0,4469.7764,248,1.0,-243.24474,-4918363500000000.0,0.018189196,0.4189424,-243.24474,360889.0,4469.77638105778,447.26,10.0,1245.213,100,9.981019,,-1,-22972514.0,1.1615903e+19,100.0,True,,46743.33,9549.78,24800,1,1.0,100.0,11488.82291483879,4999.3896,10.0,1.0,9901572,21529456.0
[ 0.085  0.655 -2.987 -1.519],215353950.0,4930.304,249,1.0,-254.91658,-160191770000.0,0.21366084,0.4189424,-254.91658,90.474304,4930.304579322369,493.13,10.0,528.82355,100,19.96339,,-1,-26030726.0,12288507000.0,100.0,True,,12.91524,8.663868,24900,1,1.0,100.0,11550.216649055481,4999.58,10.0,1.0,9950885,24587556.0
[-0.022  0.697 -3.    -1.564],24884500000000.0,4941.6797,250,1.0,-251.06914,-4.7146626e+17,0.24477652,0.4189424,-251.06914,68421576.0,4941.679616855621,494.27,10.0,499.4977,100,,,-1,-26112862.0,1.0671969e+23,100.0,True,,8231787.5,1165509.8,25000,1,1.0,100.0,11610.97813796997,4999.574,10.0,1.0,10000312,24669696.0
[ 0.038  0.712 -2.994 -1.564],992115000.0,4951.9277,251,1.0,-248.94485,-2.1635207e+18,0.17611232,0.4189424,-248.94485,1012.05554,4951.927704006894,495.28,10.0,470.56848,100,269.83124,,-1,-26186154.0,2.247668e+24,100.0,True,,107.692825,39.72766,25100,1,1.0,100.0,11663.914147377014,4999.514,10.0,1.0,10049840,24743022.0
[-0.079  0.745 -3.001 -1.59 ],223232160000.0,4300.201,252,1.0,-258.5382,-1.03207086e+21,0.083921395,0.4189424,-258.5382,643216.75,4300.200456613742,430.56,10.0,1072.6218,100,,,-1,-21085382.0,5.1147098e+29,100.0,True,,78831.37,18114.248,25200,1,1.0,100.0,11707.404159784317,4999.537,10.0,1.0,10092896,19642240.0
[-0.017  0.754 -3.001 -1.587],2002842400.0,4963.0557,253,1.0,-249.0631,-1.2636881e+21,0.11896008,0.4189424,-249.0631,6022.6196,4963.0554156219305,496.4,10.0,297.33514,100,2089.3638,,-1,-26163530.0,7.6673974e+29,100.0,True,,602.0879,80.174324,25300,1,1.0,100.0,11756.327059268951,4999.635,10.0,1.0,10142536,24720328.0
[-0.079  0.759 -2.999 -1.578],287839600000.0,4387.286,254,1.0,-251.17293,-1.6979866e+19,0.037923425,0.4189424,-251.17293,566667.56,4387.2861729512415,439.27,10.0,961.7545,100,9.9796295,,-1,-21616410.0,1.3843929e+26,100.0,True,,85180.01,23239.973,25400,1,1.0,100.0,11808.087751865387,4999.5693,10.0,1.0,10186463,20173250.0
[-0.017  0.767 -2.998 -1.574],4338920400.0,4949.4478,255,1.0,-239.44945,-3897531800000.0,0.05903526,0.4189424,-239.44945,7888.127,4949.447675550609,495.03,10.0,495.4322,100,19.960022,,-1,-26185640.0,7277942700000.0,100.0,True,,1037.1882,173.61232,25500,1,1.0,100.0,11855.390205860138,4999.5522,10.0,1.0,10235966,24742486.0
[ 0.026  0.81  -2.994 -1.559],209458380000.0,4958.472,256,1.0,-252.33423,-1448602800000000.0,0.067785546,0.4189424,-252.33423,149416.02,4958.4722011254535,495.94,10.0,404.90036,100,929.76465,,-1,-26193520.0,1.00736066e+18,100.0,True,,25632.598,8381.448,25600,1,1.0,100.0,11898.390035867691,4999.509,10.0,1.0,10285560,24750390.0
[-0.01   0.736 -3.003 -1.653],228098220.0,4891.6074,257,1.0,-255.53645,-3.577677e+17,0.12286745,0.4189424,-255.53645,55.544327,4891.6073333992135,489.27,10.0,603.5852,100,19.961609,,-1,-25735330.0,6.145748e+22,100.0,True,,12.329518,9.212409,25700,1,1.0,100.0,11958.848201990128,4999.622,10.0,1.0,10334487,24292136.0
[-0.069  0.72  -3.001 -1.666],2628274000.0,4407.545,258,1.0,-239.42857,-3463631000000.0,0.037285376,0.4189424,-239.42857,1933.0096,4407.5448740126185,441.28,10.0,847.7398,100,,,-1,-21588302.0,5751452000000.0,100.0,True,,350.84995,180.99332,25800,1,1.0,100.0,12007.596314668655,4999.619,10.0,1.0,10378615,20145114.0
[-0.024  0.694 -3.004 -1.701],258207150000.0,4999.3623,259,1.0,-249.97256,-1747008700000000.0,0.09195328,0.4189424,-249.97256,651037.2,4999.362157808749,500.0,10.0,0.13059501,100,4998.7246,,-1,-26436804.0,1.4650099e+18,100.0,True,,69255.06,10330.762,25900,1,1.0,100.0,12059.208442211151,4999.604,10.0,1.0,10428615,24993620.0
[ 0.028  0.67  -3.008 -1.725],98325460000.0,4886.359,260,1.0,-238.01341,-200902950000000.0,0.00477515,0.4189424,-238.01341,162179.66,4886.359060450599,488.74,10.0,642.19934,100,,,-1,-25732102.0,1.9361088e+16,100.0,True,,19827.531,3934.1147,26000,1,1.0,100.0,12111.172417163849,4999.5938,10.0,1.0,10477489,24288924.0
[ 1.224e-03  7.799e-01 -3.016e+00 -1.672e+00],10492154000.0,4875.9014,261,1.0,-242.71844,-1834716800000.0,0.15020534,0.4189424,-242.71844,20327.68,4875.901717503226,487.69,10.0,721.2668,100,,,-1,-25737796.0,1597913600000.0,100.0,True,,2459.403,419.8059,26100,1,1.0,100.0,12170.009370565414,4999.5527,10.0,1.0,10526258,24294642.0
[ 0.061  0.779 -3.016 -1.689],742575300000.0,4951.4355,262,1.0,-249.11847,-454382680000000.0,0.005284158,0.4189424,-249.11847,2385031.5,4951.435459846206,495.23,10.0,475.54,100,219.87224,,-1,-26186024.0,9.881147e+16,100.0,True,,239104.78,29713.568,26200,1,1.0,100.0,12238.694524288177,4999.588,10.0,1.0,10575781,24742850.0
[ 0.015  0.686 -3.024 -1.759],6139472000.0,4973.745,263,1.0,-240.40158,-915146100000.0,0.020764476,0.4189424,-240.40158,16596.54,4973.745115694496,497.45,10.0,254.6972,100,2439.5403,,-1,-26246184.0,396752520000.0,100.0,True,,1702.8843,245.64664,26300,1,1.0,100.0,12297.940429210663,4999.5845,10.0,1.0,10625526,24803012.0
[ 0.071  0.661 -3.022 -1.77 ],1111474400000.0,4975.0312,264,1.0,-252.18073,-18487798000000.0,0.006961386,0.4189424,-252.18073,3863734.5,4975.03151628059,497.58,10.0,241.79356,100,2569.2163,,-1,-26252576.0,144977530000000.0,100.0,True,,386853.03,44481.72,26400,1,1.0,100.0,12364.962174892426,4999.5864,10.0,1.0,10675284,24809402.0
[ 0.114  0.568 -3.03  -1.841],517321180.0,4999.306,265,1.0,-255.32549,-5564109000000.0,0.12550509,0.4189424,-255.32549,360.91458,4999.306122116456,500.0,10.0,0.16029498,100,4998.9043,,-1,-26436238.0,14862557000000.0,100.0,True,,44.557686,20.70018,26500,1,1.0,100.0,12413.853566169739,4999.592,10.0,1.0,10725284,24993062.0
[ 8.246e-04  5.977e-01 -3.035e+00 -1.886e+00],926033200000.0,4949.435,266,1.0,-241.84978,-1.5320787e+17,0.08415991,0.4189424,-241.84978,3559113.2,4949.434937412558,495.01,10.0,497.43695,100,,,-1,-26187566.0,1.1269762e+22,100.0,True,,354131.34,37054.848,26600,1,1.0,100.0,12465.574845790863,4999.6646,10.0,1.0,10774785,24744348.0
[ 0.05   0.63  -3.034 -1.864],11452077000.0,4949.4146,267,1.0,-257.39444,-14022479000000.0,0.09917369,0.4189424,-257.39444,7772.4717,4949.4147106654345,495.01,10.0,497.4349,100,,,-1,-26187328.0,94258190000000.0,100.0,True,,1281.347,458.19852,26700,1,1.0,100.0,12520.478455543518,4999.603,10.0,1.0,10824286,24744146.0
[ 0.099  0.733 -3.051 -1.816],2184612000000.0,4869.1094,268,1.0,-251.85963,-4686862700000000.0,0.105334915,0.4189424,-251.85963,2365316.0,4869.109642958344,487.02,10.0,717.1147,100,,,-1,-25665676.0,1.0537398e+19,100.0,True,,380528.1,87502.74,26800,1,1.0,100.0,12567.636893033981,4999.618,10.0,1.0,10872988,24222484.0
[ 0.043  0.711 -3.139 -1.591],284355900.0,4901.6074,269,1.0,-251.81384,-866601500000.0,0.07007616,0.4189424,-251.81384,93.906296,4901.606933543661,490.25,10.0,684.0097,100,,,-1,-25936778.0,360370240000.0,100.0,True,,18.443228,11.420213,26900,1,1.0,100.0,12613.129383563995,4999.557,10.0,1.0,10922013,24493620.0
[-0.033  0.749 -3.131 -1.682],132206720000.0,4922.102,270,1.0,-262.2202,-15991808000000.0,0.006952681,0.4189424,-262.2202,238351.12,4922.102172486517,492.33,10.0,521.9049,100,,,-1,-25942658.0,120771350000000.0,100.0,True,,28843.82,5551.9126,27000,1,1.0,100.0,12675.430423021317,4999.6025,10.0,1.0,10971246,24499474.0
[-0.009  0.674 -3.156 -1.776],8071975300000.0,4899.536,271,1.0,-240.83589,-1.3538875e+19,0.06646837,0.4189424,-240.83589,32274724.0,4899.536024310507,490.03,10.0,699.2212,100,,,-1,-25937586.0,8.800755e+25,100.0,True,,3211273.5,322959.38,27100,1,1.0,100.0,12740.186786174774,4999.672,10.0,1.0,11020249,24494364.0
[ 0.042  0.703 -3.156 -1.757],54836924000.0,4999.3555,272,1.0,-255.89822,-110692560000000.0,0.043075282,0.4189424,-255.89822,146182.14,4999.355693849206,500.0,10.0,0.15324698,100,4998.8916,,-1,-26436740.0,5877410400000000.0,100.0,True,,14819.915,2194.1865,27200,1,1.0,100.0,12789.515955209732,4999.602,10.0,1.0,11070249,24993556.0
[ 1.612e-03  5.931e-01 -3.145e+00 -1.798e+00],329027850000.0,4999.458,273,1.0,-244.42249,-1.6208901e+18,0.16133872,0.4189424,-244.42249,697970.8,4999.457530508149,500.0,10.0,0.093400255,100,4999.1875,,-1,-26437776.0,1.26147e+24,100.0,True,,79849.07,13163.563,27300,1,1.0,100.0,12839.290491819382,4999.63,10.0,1.0,11120249,24994576.0
[ 0.062  0.609 -3.148 -1.8  ],1632729800000.0,4949.4775,274,1.0,-255.11324,-109534560000000.0,0.0044284384,0.4189424,-255.11324,3772734.2,4949.477812572417,495.02,10.0,496.4381,100,9.981092,,-1,-26187000.0,5590024500000000.0,100.0,True,,455005.12,65325.625,27400,1,1.0,100.0,12894.444348812103,4999.6694,10.0,1.0,11169751,24743780.0
[ 0.144  0.697 -3.123 -1.777],54347518000.0,4949.5684,275,1.0,-244.06299,-6633077300000.0,0.013175362,0.4189424,-244.06299,32996.09,4949.568115311677,495.04,10.0,494.44064,100,29.946445,,-1,-26185868.0,20781111000000.0,100.0,True,,5887.9736,2174.5938,27500,1,1.0,100.0,12946.40283703804,4999.587,10.0,1.0,11219255,24742694.0
[ 0.132  0.641 -3.12  -1.888],1050316160.0,4999.332,276,1.0,-247.94637,-196839100000.0,0.0785223,0.4189424,-247.94637,678.3639,4999.3324359322,500.0,10.0,0.16953692,100,4998.9365,,-1,-26436494.0,18406154000.0,100.0,True,,102.51921,42.02701,27600,1,1.0,100.0,12998.639918327332,4999.579,10.0,1.0,11269255,24993324.0
[ 0.028  0.704 -3.139 -1.865],1041587200000000.0,4949.5186,277,1.0,-247.02806,-4.384973e+22,0.060073,0.4189424,-247.02806,4096473600.0,4949.519102025605,495.02,10.0,496.4424,100,9.97992,,-1,-26187418.0,9.231839e+32,100.0,True,,407580740.0,41671780.0,27700,1,1.0,100.0,13050.217063426971,4999.6743,10.0,1.0,11318757,24744194.0
[ 0.142  0.655 -3.148 -1.855],2128758300.0,4983.0874,278,1.0,-248.98116,-78629585000.0,0.036751036,0.4189424,-248.98116,1293.4515,4983.087107410492,498.39,10.0,161.20265,100,3379.1418,,-1,-26300312.0,2810085000.0,100.0,True,,210.97798,85.17495,27800,1,1.0,100.0,13102.902956724167,4999.58,10.0,1.0,11368596,24857142.0
[ 0.236  0.594 -3.14  -1.91 ],8592968600000.0,4999.1553,279,1.0,-265.05173,-9.96233e+16,0.035047755,0.4189424,-265.05173,33185612.0,4999.155100481405,500.0,10.0,0.24809954,100,4998.4844,,-1,-26434758.0,4.764428e+21,100.0,True,,3301231.8,343834.47,27900,1,1.0,100.0,13155.98927807808,4999.6475,10.0,1.0,11418596,24991550.0
[ 0.238  0.704 -3.146 -1.851],51900968000000.0,4949.2705,280,1.0,-243.26213,-7794449000000000.0,0.008456439,0.4189424,-243.26213,205463220.0,4949.270359401513,495.02,10.0,496.41736,100,9.980504,,-1,-26184900.0,2.878329e+19,100.0,True,,20441844.0,2077054.2,28000,1,1.0,100.0,13212.299340724945,4999.622,10.0,1.0,11468098,24741706.0
[ 0.229  0.8   -3.143 -1.771],160904450000.0,4803.142,281,1.0,-252.80516,-5.9674465e+18,0.09455461,0.4189424,-252.80516,162551.28,4803.141965354787,480.45,10.0,948.30237,100,,,-1,-25412618.0,1.7098769e+25,100.0,True,,23498.652,6439.1914,28100,1,1.0,100.0,13260.573351860046,4999.578,10.0,1.0,11516143,23969450.0
[ 0.254  0.909 -3.138 -1.715],8733289000000.0,4612.573,282,1.0,-252.41068,-2.329175e+16,0.087504454,0.4189424,-252.41068,28196944.0,4612.573252916528,461.48,10.0,1124.0538,100,239.86084,,-1,-23982422.0,2.603213e+20,100.0,True,,2841487.5,349577.9,28200,1,1.0,100.0,13315.643480539322,4999.453,10.0,1.0,11562291,22539328.0
[ 0.223  0.822 -3.155 -1.798],1842822800.0,4801.4004,283,1.0,-266.4808,-25401684000.0,0.046673667,0.4189424,-266.4808,4833.2593,4801.4008435864,480.26,10.0,969.03064,100,,,-1,-25435624.0,266504270.0,100.0,True,,481.44272,73.78116,28300,1,1.0,100.0,13376.295026063919,4999.5557,10.0,1.0,11610317,23992470.0
[ 0.127  0.875 -3.193 -1.752],46470177000.0,4763.6797,284,1.0,-251.9773,-4770610300000.0,0.1339097,0.4189424,-251.9773,50474.508,4763.679598241669,476.49,10.0,1029.6427,100,9.98097,,-1,-25195956.0,10716317000000.0,100.0,True,,6124.723,1859.4965,28400,1,1.0,100.0,13431.439220190048,4999.543,10.0,1.0,11657966,23752808.0
[ 0.105  0.806 -3.254 -1.521],130478710000.0,4976.0137,285,1.0,-253.34457,-351219600000000.0,0.0036578842,0.4189424,-253.34457,149689.86,4976.013828653915,497.69,10.0,230.80344,100,2679.549,,-1,-26257094.0,5.9191307e+16,100.0,True,,21394.457,5230.6924,28500,1,1.0,100.0,13486.916140794754,4999.476,10.0,1.0,11707735,24813982.0
[ 0.071  0.706 -3.262 -1.588],284498500000.0,4999.325,286,1.0,-254.90924,-383473340000000.0,0.019221589,0.4189424,-254.90924,882452.5,4999.324992253124,500.0,10.0,0.13594885,100,4998.7363,,-1,-26436416.0,7.0504233e+16,100.0,True,,88340.81,11384.215,28600,1,1.0,100.0,13550.565889835358,4999.573,10.0,1.0,11757735,24993250.0
[ 0.052  0.807 -3.263 -1.517],426059300000.0,4913.918,287,1.0,-252.23796,-635083400000000.0,0.10159061,0.4189424,-252.23796,581967.56,4913.917524311216,491.49,10.0,605.7457,100,9.9802,,-1,-25956624.0,1.9341954e+17,100.0,True,,72464.6,17049.145,28700,1,1.0,100.0,13603.82343173027,4999.4805,10.0,1.0,11806884,24513512.0
[ 0.087  0.728 -3.254 -1.606],142039970000.0,4899.3003,288,1.0,-253.64108,-3713902600000.0,0.00770179,0.4189424,-253.64108,476149.12,4899.299965750618,490.02,10.0,699.89996,100,,,-1,-25936180.0,6125902600000.0,100.0,True,,47373.945,5683.444,28800,1,1.0,100.0,13652.125160217285,4999.5986,10.0,1.0,11855886,24493000.0
[ 0.013  0.798 -3.247 -1.534],141619070.0,4966.165,289,1.0,-243.66374,-16490030000.0,0.006211457,0.4189424,-243.66374,67.98998,4966.165205452352,496.7,10.0,329.29306,100,1689.741,,-1,-26214394.0,128334220.0,100.0,True,,9.321664,5.6747174,28900,1,1.0,100.0,13700.805728673935,4999.568,10.0,1.0,11905556,24771230.0
[-0.025  0.824 -3.246 -1.492],32314434000.0,4936.043,290,1.0,-246.8755,-1.381824e+16,0.12015682,0.4189424,-246.8755,64844.18,4936.043194579219,493.71,10.0,383.57016,100,1809.7539,,-1,-25954782.0,9.168843e+19,100.0,True,,8088.9062,1292.9978,29000,1,1.0,100.0,13742.541074991226,4999.511,10.0,1.0,11954927,24511650.0
[ 0.029  0.8   -3.243 -1.511],6224577500.0,4949.3433,291,1.0,-254.75108,-8.278144e+21,0.07099313,0.4189424,-254.75108,8293.471,4949.343486058796,495.02,10.0,496.42465,100,9.980752,,-1,-26185606.0,3.290444e+31,100.0,True,,971.24817,249.07742,29100,1,1.0,100.0,13792.858491659164,4999.576,10.0,1.0,12004429,24742438.0
