TimestepsSoFar,MaxIW,ESSClassic,Bound,OptimizationReturnMean,MeanIWNorm,MinIWNorm,InitialBound,InitialReturnMean,EpLenMean,EpisodesSoFar,ReturnStepMax,MeanIW,InitialReturnMax,ESSRenyi,TimeElapsed,EpThisIter,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,Iteration,StdIW,VarianceInit,J_sample_variance,Weights,ReturnMeanIW,MeanEntropy,LearnableVariance,EpRewMean,StdIWNorm,OptimizationReturnMin,OptimizationReturnMax,InitialReturnMin,EmpiricalD2
8190412,8.125354,34.804775,4845.9053,4949.51,0.012004874,0.00025094135,4337.164,4949.51,495.01,20900,10.0,1.2004875,4999.778,30.684961,5911.812465906143,100,0.081253536,497.44446,0.025094137,10.0,209,1.6430322,-1,68505610.0,[-0.008  0.96  -2.179 -2.375 -1.454],5951.3413,-0.06434603,True,4949.509460551286,0.016430322,,4999.778,,3.2589254
8240412,5.5623555,54.851223,4820.986,0.7061719,0.01137466,0.0005286227,4387.19,4999.5386,500.0,21000,10.0,1.137466,4999.8066,50.01477,5939.014288663864,100,0.055623554,0.19350055,0.05286227,10.0,210,1.0319729,-1,32657182.0,[ 0.009  0.964 -2.18  -2.398 -1.483],5686.85,-0.058348354,True,4999.538626619752,0.0103197275,,0.9741211,4998.8325,1.9994093
8289913,22.165943,15.308167,5373.779,4949.573,0.014610236,6.2531595e-05,4337.224,4949.573,495.01,21100,10.0,1.4610236,4999.809,10.608655,5969.425210475922,100,0.22165942,497.4509,0.0062531596,10.0,211,3.4365,-1,298664200.0,[-0.003  0.952 -2.217 -2.419 -1.477],7253.8267,-0.09812988,True,4949.573481881766,0.034365002,,4999.809,,9.426266
8339414,11.675316,39.76213,4630.96,4949.5747,0.011076394,0.0011392917,4337.225,4949.5747,495.01,21200,10.0,1.1076393,4999.812,50.936466,5996.166939020157,100,0.11675315,497.45108,0.113929175,10.0,212,1.3633217,-1,47230840.0,[ 0.012  0.992 -2.242 -2.432 -1.517],5488.955,-0.104499124,True,4949.574845943612,0.013633216,,4999.812,,1.96323
8389414,3.9642408,68.97853,4576.615,0.46595705,0.010642428,0.0018601473,4387.2275,4999.58,500.0,21300,10.0,1.064243,4999.836,67.71304,6020.786472558975,100,0.03964241,0.16685037,0.18601474,10.0,213,0.7136988,-1,28591212.0,[-0.01   0.994 -2.241 -2.408 -1.523],5320.7734,-0.094284885,True,4999.580085812102,0.0071369885,,0.7216797,4999.1143,1.4768203
8439414,8.973787,51.17387,4615.0938,0.43477538,0.010741279,0.0020632104,4387.2266,4999.5786,500.0,21400,10.0,1.0741279,4999.834,65.76797,6045.285030841827,100,0.08973787,0.16172452,0.20632103,10.0,214,1.0491993,-1,29125136.0,[-0.013  0.996 -2.243 -2.384 -1.513],5370.176,-0.086695515,True,4999.578285632488,0.010491994,,0.6904297,4999.1436,1.520497
8489414,11.043486,34.34995,5199.1885,0.4094629,0.012872518,2.6170705e-05,4387.2495,4999.6045,500.0,21500,10.0,1.287252,4999.8545,24.523449,6070.091505050659,100,0.11043485,0.13399324,0.0026170705,10.0,215,1.7795821,-1,41830400.0,[-0.027  0.984 -2.205 -2.389 -1.506],6435.74,-0.08430474,True,4999.604273770648,0.01779582,,0.65966797,4999.195,4.0777297
8539414,4649.6787,1.0427411,166730.72,0.8139746,0.47482568,6.9188545e-06,4387.1963,4999.547,500.0,21600,10.0,47.482574,4999.8213,0.007508875,6095.476418733597,100,46.496784,0.21890946,0.0006918855,10.0,216,462.5619,-1,56905527000.0,[-0.014  1.015 -2.206 -2.375 -1.503],237397.06,-0.03764912,True,4999.54684231061,4.6256185,,1.0883789,4998.733,13317.574
8589414,13.950405,27.426783,5162.576,0.5717627,0.0127907265,0.00040774207,4387.216,4999.5645,500.0,21700,10.0,1.2790728,4999.804,24.696718,6119.298565864563,100,0.13950405,0.1521058,0.040774208,10.0,217,2.0806355,-1,41297156.0,[-0.016  0.96  -2.206 -2.414 -1.457],6394.77,-0.0026449005,True,4999.56442719382,0.020806352,,0.81152344,4998.9927,4.049121
8637920,542.7498,1.4569032,18465.943,4839.853,0.06568477,1.6873655e-05,4237.486,4849.8325,485.06,21800,10.0,6.5684786,4999.789,0.18600902,6143.653436422348,100,5.427498,851.15155,0.0016873656,10.0,218,54.020992,-1,73399520000.0,[-0.012  0.975 -2.234 -2.425 -1.422],32664.047,0.05392838,True,4849.8324284007695,0.5402099,,4989.8096,9.979544,537.60834
8687421,37.88251,10.72113,4941.3613,4949.5127,0.013582652,0.00010207593,4337.1646,4949.5127,495.01,21900,10.0,1.3582653,4999.8027,11.606991,6169.868478536606,100,0.3788251,497.44473,0.010207593,10.0,219,3.919572,-1,388334240.0,[-0.003  0.965 -2.244 -2.493 -1.365],6738.7363,0.028547447,True,4949.512484092185,0.03919572,,4999.8027,,8.615498
8736424,361.07916,1.6154699,15290.805,4899.63,0.046031293,2.1298426e-06,4287.283,4899.63,490.03,22000,10.0,4.6031294,4999.7915,0.64651966,6195.665699720383,100,3.6107914,699.23456,0.00021298426,10.0,220,35.92255,-1,32580973000.0,[-0.013  1.019 -2.255 -2.497 -1.39 ],22906.45,0.07339075,True,4899.629815462107,0.35922548,,4999.7915,,154.67433
8785925,711.355,1.1556238,27425.125,4949.407,0.07648147,1.6613368e-06,4337.064,4949.407,495.01,22100,10.0,7.648147,4999.7603,0.32389203,6221.090435266495,100,7.1135497,497.4342,0.00016613369,10.0,221,70.73331,-1,126307380000.0,[ 0.011  1.04  -2.176 -2.586 -1.346],38184.688,0.10495068,True,4949.407140157311,0.7073331,,4999.7603,,308.74487
8834933,695.4211,1.7533185,28427.102,4660.0312,0.09263442,1.9752206e-06,4287.4805,4899.8174,490.08,22200,10.0,9.263441,4999.7104,0.17514233,6245.401419401169,100,6.9542108,666.4455,0.00019752207,10.0,222,69.34273,-1,90782920000.0,[ 0.033  1.086 -2.164 -2.731 -1.314],43058.805,0.11091076,True,4899.817854755052,0.69342726,,4759.924,239.78653,570.9642
8884932,303.9565,2.3496485,15494.063,19.890371,0.04850227,6.4191313e-06,4386.462,4998.802,499.99,22300,10.0,4.850227,4999.732,0.4964683,6268.139400720596,100,3.039565,2.0554447,0.00064191315,10.0,223,31.267813,-1,589086200.0,[ 0.095  1.04  -2.148 -2.766 -1.308],24184.6,0.16290471,True,4998.8014765869775,0.31267813,,20.8208,4978.911,201.42273
8929242,67.98975,5.3809767,5108.464,4417.693,0.016434267,0.00017080772,3815.345,4427.674,443.1,22400,10.0,1.6434264,4999.6445,6.1748424,6290.693854570389,100,0.67989755,1278.0939,0.017080773,10.0,224,6.8914237,-1,1192293600.0,[ 0.144  1.011 -2.137 -2.689 -1.256],7572.6406,0.15684357,True,4427.673703105959,0.068914235,,4989.664,9.980258,16.194746
8974169,14.514768,21.739477,4567.502,4479.5596,0.012319514,0.00026468,3877.2126,4489.5405,449.27,22500,10.0,1.2319512,4999.6323,21.274885,6313.177829504013,100,0.14514767,1186.7341,0.026468001,10.0,225,2.3374398,-1,139103520.0,[ 0.149  1.038 -2.131 -2.652 -1.262],5895.0493,0.12233538,True,4489.540366264939,0.023374395,,4989.652,9.9803915,4.700378
9022187,4.732498,64.50832,4485.377,4800.161,0.010873891,0.0019153258,4187.8267,4800.161,480.18,22600,10.0,1.0873892,4999.6875,59.79134,6338.150097370148,100,0.04732498,834.80676,0.19153258,10.0,226,0.806567,-1,17138836.0,[ 0.115  1.054 -2.134 -2.655 -1.297],5277.2754,0.11981703,True,4800.160721707317,0.00806567,,4999.6875,,1.672483
9069768,35.513485,9.95178,6089.0195,4526.768,0.017895488,6.486398e-05,4144.2256,4756.5586,475.81,22700,10.0,1.789549,4999.673,6.1618047,6359.816598176956,100,0.35513484,1016.60565,0.0064863986,10.0,227,5.383079,-1,664643600.0,[ 0.106  1.065 -2.13  -2.636 -1.299],8555.815,0.10264303,True,4756.558433842798,0.05383079,,4769.883,229.7899,16.229012
9116037,3.134597,77.50441,4270.7847,4415.0645,0.010629227,0.0016785909,4012.562,4624.889,462.69,22800,10.0,1.0629228,4999.629,72.9519,6386.113402843475,100,0.03134597,1179.4907,0.16785909,10.0,228,0.57264745,-1,9215041.0,[ 0.129  1.075 -2.149 -2.573 -1.316],4987.6953,0.11956076,True,4624.888901065405,0.0057264743,,4789.804,209.82466,1.3707663
9163398,52.72885,9.659874,6561.9395,4464.6196,0.018413015,1.6284355e-05,4121.9976,4734.334,473.61,22900,10.0,1.8413014,4999.7046,6.386662,6408.567663908005,100,0.5272885,962.70056,0.0016284356,10.0,229,5.630923,-1,718581300.0,[ 0.123  1.076 -2.166 -2.577 -1.299],8984.9375,0.109314665,True,4734.334009789809,0.056309223,,4729.99,269.71454,15.657632
9210692,29.126865,13.583702,4822.441,4517.929,0.01347521,8.6956265e-05,4115.418,4727.76,472.94,23000,10.0,1.3475211,4999.748,13.724919,6433.002998352051,100,0.29126865,1010.5593,0.008695627,10.0,230,3.3987901,-1,269226620.0,[ 0.095  1.136 -2.164 -2.605 -1.31 ],6475.3115,0.15110065,True,4727.75967618204,0.033987902,,4789.917,209.83087,7.2860174
9258513,78.37246,5.6849837,7381.949,4780.734,0.019830994,5.516884e-05,4168.3945,4780.734,478.21,23100,10.0,1.9830991,4999.7305,6.364975,6459.998862981796,100,0.7837246,961.4421,0.005516884,10.0,231,8.077374,-1,1648881900.0,[ 0.117  1.138 -2.234 -2.617 -1.268],9809.084,0.15088664,True,4780.734005287025,0.08077374,,4999.7305,,15.710981
9307064,57.506363,7.6740966,5967.284,4854.145,0.016937055,0.00012734772,4241.8076,4854.145,485.51,23200,10.0,1.6937059,4999.708,6.7444887,6483.908254146576,100,0.57506365,825.7824,0.012734773,10.0,232,5.8747067,-1,873005950.0,[ 0.025  1.137 -2.249 -2.618 -1.268],8325.132,0.19482417,True,4854.144937673382,0.05874707,,4999.708,,14.8269205
9356117,33.75509,13.640098,5936.0254,4904.3467,0.014802669,0.0005722551,4292.011,4904.3467,490.53,23300,10.0,1.4802667,4999.6987,19.702866,6507.528671741486,100,0.33755088,665.19916,0.057225514,10.0,233,3.7246656,-1,351035600.0,[ 0.006  1.122 -2.274 -2.63  -1.224],7315.535,0.21325214,True,4904.346857952851,0.037246663,,4999.6987,,5.0754037
9403747,21.925154,21.089783,5005.9053,4751.854,0.012649384,0.00021241554,4149.503,4761.8345,476.3,23400,10.0,1.2649385,4999.669,27.523949,6531.417719841003,100,0.21925153,1036.3429,0.021241555,10.0,234,2.4468086,-1,151847300.0,[-0.032  1.146 -2.232 -2.662 -1.206],6173.0684,0.20503701,True,4761.834668923114,0.024468085,,4989.6885,9.980467,3.6331997
9452301,7.4913363,58.175983,4612.7017,4854.4185,0.011331285,0.00046475366,4242.0825,4854.4185,485.54,23500,10.0,1.1331286,4999.7026,52.464703,6553.288569450378,100,0.07491336,824.1023,0.046475366,10.0,235,0.9607716,-1,23977778.0,[-0.018  1.085 -2.232 -2.636 -1.214],5458.09,0.20949352,True,4854.418309471438,0.0096077155,,4999.7026,,1.9060434
9501255,395.71936,2.336087,25628.479,4894.398,0.062786356,1.2160624e-05,4282.061,4894.398,489.54,23600,10.0,6.278636,4999.7056,1.1760558,6579.618598937988,100,3.9571936,700.8997,0.0012160623,10.0,236,40.596428,-1,41610110000.0,[ 0.004  1.096 -2.207 -2.623 -1.209],31274.938,0.23623766,True,4894.397684021605,0.40596426,,4999.7056,,85.02998
9550757,357.1101,1.5516075,12878.841,4939.262,0.044616546,3.4947439e-06,4336.9106,4949.2427,495.02,23700,10.0,4.461655,4999.667,0.426897,6604.798430681229,100,3.571101,496.4147,0.0003494744,10.0,237,35.53934,-1,31758790000.0,[ 0.041  1.041 -2.225 -2.482 -1.183],22250.688,0.23548359,True,4949.2424941729805,0.35539344,,4989.687,9.9801035,234.24855
9599594,2.2157903,85.699844,4569.6963,4632.7495,0.010688336,0.0036664514,4270.1885,4882.5137,488.37,23800,10.0,1.0688337,4999.6157,82.81777,6627.48920416832,100,0.022157902,621.4384,0.36664516,10.0,238,0.43660676,-1,4809032.5,[ 0.049  1.08  -2.265 -2.419 -1.183],5242.55,0.24210992,True,4882.513549556676,0.0043660672,,4749.8516,249.76419,1.2074703
9648590,77.09893,5.569871,7329.5986,4898.4873,0.02144741,6.016857e-05,4286.157,4898.4873,489.96,23900,10.0,2.1447408,4999.659,3.483425,6650.479504823685,100,0.7709893,670.42456,0.0060168575,10.0,239,8.830951,-1,1970433500.0,[ 0.037  1.095 -2.306 -2.428 -1.177],10610.422,0.27236587,True,4898.487699887311,0.08830951,,4999.659,,28.70738
9697505,20.52826,20.229324,5731.876,4890.36,0.015539015,0.00012135872,4278.0327,4890.36,489.15,24000,10.0,1.5539016,4999.6304,10.519207,6676.48970079422,100,0.20528258,668.87,0.012135872,10.0,240,3.0857053,-1,240847950.0,[ 0.01   1.131 -2.329 -2.399 -1.147],7619.8325,0.27862528,True,4890.359607098824,0.03085705,,4999.6304,,9.50642
9746618,828.6458,1.4432456,35964.793,4490.503,0.09985404,1.4439574e-08,4297.8936,4910.2163,491.13,24100,10.0,9.985403,4999.591,0.19531178,6702.326125621796,100,8.286458,622.5147,1.4439574e-06,10.0,241,82.51609,-1,144275490000.0,[-0.008  1.206 -2.339 -2.427 -1.14 ],49820.09,0.20614508,True,4910.216409955006,0.8251609,,4579.877,419.71365,512.0019
9795225,105.94893,3.266463,7227.725,4679.791,0.019397592,9.482434e-05,4247.2837,4859.624,486.07,24200,10.0,1.9397593,4999.7344,6.4334507,6726.6534378528595,100,1.0594893,794.47626,0.009482434,10.0,242,10.555953,-1,2615687700.0,[ 0.025  1.29  -2.34  -2.502 -1.213],9641.91,0.1813188,True,4859.6240345501,0.10555953,,4819.901,179.83334,15.543757
9844249,10.902026,45.68549,4924.4443,4891.562,0.011818758,0.00048259282,4289.21,4901.544,490.24,24300,10.0,1.1818758,4999.6895,48.749737,6751.105390787125,100,0.10902026,684.6697,0.048259284,10.0,243,1.2886667,-1,42402060.0,[-0.035  1.32  -2.359 -2.528 -1.238],5801.45,0.19991937,True,4901.54408504077,0.012886667,,4989.707,9.982485,2.0512931
9893832,2.1346014,89.43428,4537.037,4138.0435,0.010449959,0.0037475454,4345.1484,4957.486,495.83,24400,10.0,1.0449959,4999.712,88.50445,6777.4141302108765,100,0.021346014,415.88916,0.37475455,10.0,244,0.35917962,-1,3203437.2,[-0.014  1.304 -2.364 -2.497 -1.219],5187.9277,0.209508,True,4957.485768859891,0.0035917962,,4180.2695,819.44257,1.1298867
9943454,61.86905,7.4840755,9094.447,3441.9744,0.025926227,1.6398535e-05,4348.974,4961.311,496.22,24500,10.0,2.592623,4999.7134,2.7754211,6803.292414426804,100,0.6186905,347.3954,0.0016398535,10.0,245,9.1154585,-1,973948100.0,[-0.011  1.299 -2.393 -2.484 -1.209],12770.031,0.22519058,True,4961.311169556671,0.09115458,,3480.3767,1519.3367,36.030567
9992002,450.87122,1.5202931,15848.832,4853.7256,0.055934962,7.3224096e-06,4241.3975,4853.7256,485.48,24600,10.0,5.5934954,4999.637,0.26237738,6830.756313562393,100,4.5087123,827.94586,0.00073224097,10.0,246,45.018703,-1,51170603000.0,[ 0.025  1.222 -2.367 -2.466 -1.194],27803.043,0.25330654,True,4853.725453308214,0.45018706,,4999.637,,381.13043
10041191,58.644573,7.374069,7775.0635,4678.061,0.020075025,8.617846e-05,4305.5166,4917.845,491.89,24700,10.0,2.0075026,4999.644,7.527121,6855.787248373032,100,0.58644575,577.475,0.008617846,10.0,247,7.114899,-1,1159001500.0,[ 0.071  1.187 -2.371 -2.526 -1.166],10006.94,0.27631068,True,4917.8451333154535,0.071149,,4759.86,239.78413,13.285292
10090692,399.66962,1.9887565,18857.844,4949.217,0.056901217,3.890583e-05,4336.8945,4949.217,495.01,24800,10.0,5.6901217,4999.5923,0.413392,6880.073624610901,100,3.996696,497.41504,0.003890583,10.0,248,39.945576,-1,40269180000.0,[ 0.007  1.2   -2.395 -2.502 -1.143],28381.402,0.33734134,True,4949.216636989298,0.39945576,,4999.5923,,241.90115
10137101,372.89917,1.4363984,14004.621,4638.825,0.044738933,1.5502272e-07,4026.5066,4638.825,464.09,24900,10.0,4.4738936,4999.5605,0.62166846,6901.652355194092,100,3.7289915,1126.3213,1.5502272e-05,10.0,249,37.060093,-1,34666110000.0,[ 0.048  1.194 -2.389 -2.474 -1.082],21770.633,0.28224212,True,4638.825078974762,0.37060088,,4999.5605,,160.85745
10184077,16.254276,21.77881,5446.429,3985.705,0.013520796,0.0003942741,4082.8237,4695.1514,469.76,25000,10.0,1.3520797,4999.6343,24.850266,6926.643493890762,100,0.16254276,917.127,0.03942741,10.0,250,2.5624032,-1,123658880.0,[ 0.118  1.118 -2.332 -2.413 -1.137],6674.7686,0.2716568,True,4695.151507364551,0.025624031,,4290.1875,709.44684,4.0241017
10232760,272.07614,1.957455,12397.176,4167.465,0.038432747,1.665489e-05,4254.6143,4866.941,486.83,25100,10.0,3.843276,4999.628,0.8437207,6950.638539075851,100,2.7207613,680.93396,0.0016654892,10.0,251,27.199629,-1,13828589000.0,[ 0.043  1.138 -2.325 -2.444 -1.147],19063.463,0.33131105,True,4866.940951831206,0.27199626,,4300.152,699.47614,118.52264
10280141,5.0785046,59.613373,4545.348,4736.5127,0.011166903,0.0011347416,4124.185,4736.5127,473.81,25200,10.0,1.1166902,4999.6333,54.32022,6972.338906764984,100,0.050785046,1056.0568,0.11347416,10.0,252,0.91913575,-1,22688864.0,[ 0.04   1.187 -2.439 -2.487 -1.088],5376.1606,0.30675054,True,4736.512654710142,0.0091913575,,4999.6333,,1.8409351
10329222,797.12134,1.187843,23653.2,4906.985,0.08706829,4.130987e-09,4294.653,4906.985,490.81,25300,10.0,8.706829,4999.675,0.09536681,6997.371636390686,100,7.9712133,622.5374,4.1309872e-07,10.0,253,79.41191,-1,159197720000.0,[ 0.032  1.186 -2.435 -2.474 -1.112],43481.65,0.21667507,True,4906.98497877641,0.79411924,,4999.675,,1048.5828
10378724,301.0237,1.8171153,11733.926,4939.4717,0.040882144,3.8417886e-07,4337.118,4949.4517,495.02,25400,10.0,4.088215,4999.679,0.4978931,7021.912212610245,100,3.010237,496.43564,3.8417886e-05,10.0,254,30.051094,-1,22711667000.0,[ 0.033  1.206 -2.442 -2.482 -1.202],20411.928,0.14272295,True,4949.451543586631,0.30051094,,4989.699,9.979999,200.84633
10428724,4082.2458,1.0244371,174830.17,0.5725,0.41319278,1.2229815e-08,4387.0913,4999.4336,500.0,25500,10.0,41.319283,4999.753,0.037211403,7045.4218163490295,100,40.822456,0.18918735,1.2229816e-06,10.0,255,406.13846,-1,43093623000.0,[-0.003  1.173 -2.451 -2.458 -1.276],206573.77,0.062823944,True,4999.433294407863,4.061384,,0.89208984,4998.861,2687.3481
10478244,146.67844,2.6889665,8040.5957,4761.598,0.024273396,1.9874016e-05,4339.08,4951.4277,495.2,25600,10.0,2.42734,4999.8037,2.320595,7069.321209907532,100,1.4667844,478.55862,0.0019874016,10.0,256,14.602222,-1,4983975400.0,[-0.012  1.255 -2.445 -2.474 -1.356],12060.345,0.053816576,True,4951.427756953425,0.14602225,,4809.974,189.82968,43.092396
10528244,11.95729,30.583267,5356.297,0.75949705,0.013481631,0.00040329612,4387.182,4999.529,500.0,25700,10.0,1.3481631,4999.7886,19.582024,7094.0872666835785,100,0.11957289,0.17635891,0.040329613,10.0,257,2.0311058,-1,45874972.0,[-0.065  1.316 -2.477 -2.494 -1.365],6740.0815,0.082691096,True,4999.5285000891345,0.020311058,,1.0195312,4998.769,5.1067247
10578244,199.88904,1.9994133,9039.354,0.69018066,0.028458793,2.8096756e-05,4387.1353,4999.478,500.0,25800,10.0,2.8458796,4999.752,1.3931954,7121.086706161499,100,1.9988903,0.18808879,0.0028096756,10.0,258,19.924139,-1,204421870.0,[-0.042  1.294 -2.439 -2.477 -1.336],14227.211,0.1264673,True,4999.477738944854,0.19924137,,0.96435547,4998.7876,71.77744
10627290,13.466604,25.46508,5408.362,4903.839,0.01371493,0.00016887975,4291.4927,4903.839,490.46,25900,10.0,1.3714929,4999.787,20.987709,7147.237242698669,100,0.13466604,669.8658,0.016887976,10.0,259,2.346394,-1,139807220.0,[-0.027  1.39  -2.425 -2.547 -1.292],6745.0024,0.13661009,True,4903.8390954895785,0.023463938,,4999.787,,4.7646933
10676293,31.658762,10.989107,6080.925,4899.5283,0.0165189,0.0001576346,4287.1904,4899.5283,490.03,26000,10.0,1.6518899,4999.712,8.668898,7171.858209371567,100,0.31658763,699.22015,0.01576346,10.0,260,4.701338,-1,559130500.0,[-0.007  1.293 -2.499 -2.419 -1.282],8160.663,0.15784445,True,4899.528133497042,0.047013383,,4999.712,,11.535492
10726293,3.7079258,73.84305,4540.414,0.7956494,0.010583167,0.00042415078,4387.0293,4999.373,500.0,26100,10.0,1.0583167,4999.7607,66.58281,7198.721004962921,100,0.037079256,0.2223764,0.04241508,10.0,261,0.62987494,-1,28267600.0,[ 0.013  1.369 -2.49  -2.549 -1.261],5290.8506,0.16214941,True,4999.372733719496,0.0062987497,,1.1835938,4998.577,1.5018892
10775795,4.241745,69.44226,4846.534,4939.485,0.011305999,0.000897371,4337.125,4949.4644,495.02,26200,10.0,1.1306,4999.731,65.89225,7223.245894432068,100,0.042417448,496.43698,0.0897371,10.0,262,0.7499938,-1,14458254.0,[ 0.045  1.386 -2.486 -2.556 -1.257],5600.888,0.15538223,True,4949.464538196397,0.007499938,,4989.7515,9.97956,1.5176291
10825569,86.76977,4.558372,7745.578,2247.817,0.01884374,0.0003102059,4364.2603,4976.5913,497.74,26300,10.0,1.8843739,4999.6567,13.52425,7250.148636102676,100,0.86769766,225.91428,0.031020593,10.0,263,8.622458,-1,413810500.0,[ 0.065  1.436 -2.515 -2.597 -1.264],9410.636,0.18109651,True,4976.591337522499,0.086224586,,2270.8823,2728.7744,7.3941255
10874616,11.794927,34.848515,5238.755,4893.887,0.012551172,0.0010445311,4291.533,4903.8677,490.47,26400,10.0,1.2551172,4999.6904,41.042934,7274.846733570099,100,0.11794926,669.12384,0.10445312,10.0,264,1.7161461,-1,74707340.0,[ 0.003  1.497 -2.466 -2.679 -1.238],6194.5605,0.16563419,True,4903.86779834012,0.01716146,,4989.71,9.980464,2.436473
10924616,81.834496,5.1218023,6975.129,0.41555664,0.01943749,6.747335e-05,4387.0737,4999.4155,500.0,26500,10.0,1.943749,4999.7485,4.9853916,7301.851401805878,100,0.81834495,0.18207152,0.006747335,10.0,265,8.365886,-1,95369950.0,[-0.033  1.503 -2.473 -2.709 -1.253],9717.613,0.20284458,True,4999.415564415649,0.08365886,,0.74853516,4999.0,20.058605
10972791,7.65166,53.976234,4592.7305,4816.467,0.011146048,0.0024089303,4204.129,4816.467,481.75,26600,10.0,1.1146048,4999.7173,64.28509,7328.8914103508,100,0.0765166,907.6983,0.24089304,10.0,266,1.0292258,-1,27389460.0,[-0.039  1.426 -2.494 -2.675 -1.216],5356.4536,0.21872492,True,4816.466706403455,0.010292259,,4999.7173,,1.5555707
11022791,54.425842,7.2054276,7485.996,0.9471875,0.01934479,2.1126383e-05,4387.0635,4999.397,500.0,26700,10.0,1.9344789,4999.687,7.8512363,7355.511555433273,100,0.5442584,0.22680792,0.0021126384,10.0,267,6.942173,-1,94441690.0,[-0.053  1.401 -2.457 -2.656 -1.2  ],9671.338,0.2046371,True,4999.397403097004,0.06942172,,1.2368164,4998.45,12.736848
11072791,55.18471,8.273696,7546.177,0.506748,0.020727444,5.3649557e-05,4387.115,4999.4526,500.0,26800,10.0,2.0727444,4999.7134,4.727835,7382.444183349609,100,0.5518471,0.18095821,0.005364956,10.0,268,6.90149,-1,108445910.0,[-0.086  1.394 -2.467 -2.706 -1.214],10362.352,0.24682648,True,4999.452533263617,0.0690149,,0.7675781,4998.946,21.151329
11121317,1210.8717,1.0971261,43355.59,4841.721,0.12684451,1.7827298e-06,4239.3677,4851.701,485.26,26900,10.0,12.684452,4999.6826,0.09438348,7407.955946445465,100,12.108717,839.9007,0.00017827298,10.0,269,120.43366,-1,364756600000.0,[-0.098  1.402 -2.465 -2.663 -1.172],63287.094,0.22036609,True,4851.700886931931,1.2043369,,4989.703,9.979564,1059.5074
11170643,495.6205,1.3172833,16514.14,1791.6082,0.056949303,2.844833e-08,4318.7354,4931.0693,493.26,27000,10.0,5.6949306,4999.685,0.26346064,7433.849222660065,100,4.956205,260.0209,2.844833e-06,10.0,270,49.291203,-1,8813967000.0,[-0.139  1.437 -2.463 -2.623 -1.199],28443.865,0.1726298,True,4931.0695898245185,0.49291196,,1860.2236,3139.4614,379.56332
11219889,7.678762,44.881516,4680.187,4923.2427,0.011378715,0.0006206379,4310.909,4923.2427,492.46,27100,10.0,1.1378714,4999.6855,42.31296,7461.061592102051,100,0.07678762,510.91843,0.06206379,10.0,271,1.2609793,-1,40312000.0,[-0.134  1.488 -2.463 -2.569 -1.246],5621.538,0.1889409,True,4923.243041790044,0.012609794,,4999.6855,,2.363342
11269728,74.87237,4.958122,6358.72,513.0708,0.018886326,4.2782216e-05,4370.3936,4982.7314,498.39,27200,10.0,1.8886328,4999.716,3.9792347,7490.764531373978,100,0.7487237,82.453186,0.0042782216,10.0,272,8.268875,-1,91325180.0,[-0.124  1.489 -2.458 -2.6   -1.23 ],9428.387,0.18058223,True,4982.731990956022,0.08268876,,530.0547,4469.661,25.13046
11319147,17.72662,18.972517,5124.955,4001.1047,0.013010984,0.00015156175,4328.036,4940.374,494.19,27300,10.0,1.3010983,4999.7197,20.627674,7514.782051086426,100,0.1772662,408.65857,0.015156175,10.0,273,2.6888328,-1,121983330.0,[-0.133  1.516 -2.461 -2.537 -1.238],6473.192,0.21108453,True,4940.374223775887,0.02688833,,4060.4507,939.26917,4.8478565
11369026,2519.9443,1.0374949,90734.81,677.65594,0.25668183,2.5205075e-06,4374.6665,4987.0073,498.79,27400,10.0,25.66818,4999.7466,0.026534766,7537.525241851807,100,25.199442,80.87374,0.00025205076,10.0,274,250.69025,-1,42588905000.0,[-0.128  1.472 -2.445 -2.525 -1.208],128326.0,0.28527835,True,4987.007457409097,2.5069022,,690.395,4309.3516,3768.6409
11417978,6.564204,51.706238,4750.9546,4894.0967,0.011526032,0.0005596943,4281.7666,4894.0967,489.52,27500,10.0,1.1526033,4999.6553,45.499214,7559.098331212997,100,0.065642044,700.10254,0.055969432,10.0,275,1.1139197,-1,31979020.0,[-0.108  1.428 -2.462 -2.519 -1.134],5658.741,0.30638453,True,4894.096617575996,0.011139196,,4999.6553,,2.1978402
11466625,7.2946773,46.557472,4901.1445,4853.4307,0.011969092,0.00027525102,4251.078,4863.411,486.47,27600,10.0,1.1969093,4999.679,39.907253,7578.773191213608,100,0.07294677,763.4978,0.027525103,10.0,276,1.2823603,-1,42159412.0,[-0.102  1.446 -2.457 -2.514 -1.113],5870.4526,0.30958176,True,4863.411257561782,0.012823602,,4989.6987,9.980484,2.5058103
11515129,14.156335,25.682648,5032.2,4839.303,0.012703448,0.00026235823,4236.949,4849.2827,485.04,27700,10.0,1.2703447,4999.684,27.344788,7599.044490098953,100,0.14156334,821.799,0.026235823,10.0,277,2.1609604,-1,118505870.0,[-0.093  1.457 -2.448 -2.571 -1.109],6203.184,0.3231659,True,4849.282726802164,0.021609604,,4989.7046,9.979298,3.657004
11563555,374.61456,1.458113,11416.736,4651.4663,0.045269098,1.4046462e-05,4228.9917,4841.3154,484.26,27800,10.0,4.52691,4999.6025,1.1255999,7620.627503395081,100,3.7461455,788.994,0.0014046462,10.0,278,37.21488,-1,15970002000.0,[-0.118  1.477 -2.447 -2.561 -1.096],17188.242,0.28894046,True,4841.3152348121685,0.3721488,,4809.7534,189.84909,88.84152
