EmpiricalD2Arithmetic,EpLenMean,TimestepsSoFar,MeanD2-0,ReturnStepMax,TimeElapsed,Weights,InitialReturnMin,ESSRenyiArithmetic,Inner Iteration,InitialBound,ReturnMeanIW,EpisodesSoFar,StdWReturnMean,LearnableVariance,Iteration,Penalization,DivergenceHarmonic,MaxIW,ESSRenyiHarmonic,WReturnMean,EpRewMean,StdIW,InitialReturnMax,MeanIW,ReturnStepMaxmin,InitialReturnStd,EpThisIter,MinIW,MeanEntropy,InitialReturnMean,VarianceInitializer,EmpiricalD2Harmonic,MinTargetPdf,MinBehavPdf,Bound
1.0,496.73,4786463,1.0,10.0,2401.629463195801,[ 0.022  0.998 -2.678 -2.396],2309.442,100.0,1,-26182654.0,74714830000.0,14500,,,145,True,6314827000000000.0,190674.9,100.0,24739462.0,4966.34603497944,19463.516,4999.621,2989.3738,10.0,273.62045,100,0.093455516,0.4189424,4966.3457,-1,1.0,-255.95367,-255.95367,-114756460000000.0
1.0,480.08,4834471,1.0,10.0,2429.4300487041473,[ 0.108  1.006 -2.669 -2.306],199.86504,100.0,1,-25307870.0,2608806100.0,14600,,,146,True,1.7101562e+17,1868.1134,100.0,23864690.0,4799.429051130294,261.07117,4999.6006,107.646576,10.0,911.13635,100,0.012241124,0.4189424,4799.4287,-1,1.0,-256.8993,-256.8993,-596801300000000.0
1.0,492.56,4883727,1.0,10.0,2456.7242510318756,[-0.038  0.879 -2.74  -2.165],9.979783,100.0,1,-25971098.0,238689170000.0,14700,,,147,True,1.0777008e+29,934305.3,100.0,24527910.0,4924.655038181991,92945.8,4999.6113,9552.117,10.0,525.0548,100,0.15156832,0.4189424,4924.655,-1,1.0,-252.13898,-252.13898,-4.7376285e+20
1.0,424.09,4926136,1.0,10.0,2479.5073523521423,[-0.1    0.874 -2.742 -2.161],9.979749,100.0,1,-20167538.0,50192548000.0,14800,,,148,True,2.2621271e+18,51510.883,100.0,18724384.0,4234.177188085152,8739.984,4999.563,3047.2502,10.0,892.26056,100,0.026403813,0.4189424,4234.1772,-1,1.0,-246.41522,-246.41522,-2170560900000000.0
1.0,480.35,4974171,1.0,10.0,2506.8448357582092,[-0.044  0.862 -2.742 -2.186],9.981447,100.0,1,-25168454.0,1624920000.0,14900,,,149,True,8.0808394e+17,2634.5425,100.0,23725292.0,4801.865687699264,311.20425,4999.5703,65.9852,10.0,816.93225,100,0.11967376,0.4189424,4801.8657,-1,1.0,-264.31226,-264.31226,-1297279400000000.0
1.0,436.45,5017816,1.0,10.0,2529.910304784775,[-0.087  0.818 -2.74  -2.198],,100.0,1,-21200434.0,424934930000.0,15000,,,150,True,7.832139e+24,809944.5,100.0,19757232.0,4358.394358593569,117885.98,4999.6455,30248.387,10.0,872.7154,100,0.09617818,0.4189424,4358.394,-1,1.0,-248.00824,-248.00824,-4.038853e+18
1.0,488.96,5066712,1.0,10.0,2556.5651519298553,[-0.026  0.83  -2.744 -2.195],,100.0,1,-25819718.0,1876712000.0,15100,,,151,True,5.436137e+26,3282.045,100.0,24376486.0,4888.678484678028,364.17538,4999.6885,75.11531,10.0,690.876,100,0.14296,0.4189424,4888.678,-1,1.0,-244.23941,-244.23941,-3.3648867e+19
1.0,435.0,5110212,1.0,10.0,2581.9029173851013,[-0.085  0.818 -2.748 -2.21 ],9.980237,100.0,1,-21267674.0,486141600000.0,15200,,,152,True,1.4782894e+24,1132607.4,100.0,19824480.0,4344.573200992371,148630.28,4999.6323,37261.39,10.0,974.2503,100,0.09454848,0.4189424,4344.573,-1,1.0,-244.76064,-244.76064,-1.7546696e+18
1.0,494.96,5159708,1.0,10.0,2610.793564081192,[-0.025  0.836 -2.749 -2.204],9.98216,100.0,1,-26179906.0,1449229600.0,15300,,,153,True,2402800600.0,2380.91,100.0,24736684.0,4948.762896333283,273.21765,4999.673,58.658134,10.0,496.41507,100,0.06319465,0.4189424,4948.763,-1,1.0,-247.95488,-247.95488,-72191900000.0
1.0,494.33,5209141,1.0,10.0,2636.8490114212036,[ 0.006  0.871 -2.734 -2.166],199.82977,100.0,1,-26105492.0,463721200000.0,15400,,,154,True,8.711285e+17,1141978.4,100.0,24662294.0,4942.393935052347,125035.74,4999.63,18556.248,10.0,484.80377,100,0.033115778,0.4189424,4942.394,-1,1.0,-242.40837,-242.40837,-1347428300000000.0
1.0,489.18,5258059,1.0,10.0,2663.530613899231,[ 0.044  0.96  -2.73  -2.086],,100.0,1,-25794330.0,6807739000.0,15500,,,155,True,19827868000000.0,18513.648,100.0,24351138.0,4890.686093929815,1844.8207,4999.6196,272.74393,10.0,657.51654,100,0.015022418,0.4189424,4890.686,-1,1.0,-247.80339,-247.80339,-6432964500000.0
1.0,498.41,5307900,1.0,10.0,2691.0120108127594,[-0.053  1.016 -2.734 -2.031],4329.266,100.0,1,-26281138.0,7246030300000.0,15600,,,156,True,5.0715537e+19,23479756.0,100.0,24837964.0,4982.948931431759,2507942.5,4999.587,337894.7,10.0,90.45463,100,0.14708,0.4189424,4982.949,-1,1.0,-261.1449,-261.1449,-1.0284525e+16
1.0,487.82,5356682,1.0,10.0,2718.741678237915,[ 1.113e-03  1.020e+00 -2.729e+00 -2.002e+00],249.93414,100.0,1,-25675100.0,1003683640000.0,15700,,,157,True,4.258501e+17,2201288.0,100.0,24231916.0,4876.879799665566,238714.22,4999.605,40168.76,10.0,669.2977,100,0.01706476,0.4189424,4876.8794,-1,1.0,-259.69897,-259.69897,-942761200000000.0
1.0,482.13,5404895,1.0,10.0,2747.2077713012695,[ 0.017  0.931 -2.737 -2.088],,100.0,1,-25463026.0,7361494000.0,15800,,,158,True,5.283494e+25,17966.508,100.0,24019862.0,4820.164372774158,1792.1471,4999.573,294.7401,10.0,886.49725,100,0.28853166,0.4189424,4820.164,-1,1.0,-245.21469,-245.21469,-1.0489768e+19
1.0,471.26,5452021,1.0,10.0,2772.639267206192,[-0.089  0.985 -2.756 -2.053],229.8624,100.0,1,-24043454.0,479245760000.0,15900,,,159,True,2.2747862e+23,1090714.8,100.0,22600222.0,4708.141334037421,117887.22,4999.6914,23642.393,10.0,658.50555,100,0.087027736,0.4189424,4708.1416,-1,1.0,-234.87984,-234.87984,-6.8832946e+17
1.0,487.37,5500758,1.0,10.0,2799.263422727585,[-0.034  1.014 -2.754 -2.052],,100.0,1,-25740580.0,75506880000.0,16000,,,160,True,3.1720684e+19,288904.8,100.0,24297394.0,4872.661058025498,28738.713,4999.6074,3021.4915,10.0,744.694,100,0.11079504,0.4189424,4872.6606,-1,1.0,-259.25995,-259.25995,-8128053000000000.0
1.0,490.39,5549797,1.0,10.0,2825.8527760505676,[ 0.025  1.034 -2.754 -2.043],379.8621,100.0,1,-25767850.0,6149562000.0,16100,,,161,True,1.8127241e+19,4024.3145,100.0,24324678.0,4902.578732018353,660.5133,4999.5835,246.9354,10.0,537.9594,100,0.047346495,0.4189424,4902.5786,-1,1.0,-251.90343,-251.90343,-6144312600000000.0
1.0,487.59,5598556,1.0,10.0,2852.9799444675446,[-0.063  1.087 -2.761 -1.971],199.84668,100.0,1,-25667160.0,95861010000.0,16200,,,162,True,2.4038326e+21,154677.36,100.0,24224016.0,4874.503593000565,16837.193,4999.538,3880.5793,10.0,680.6122,100,0.23219573,0.4189424,4874.504,-1,1.0,-236.13654,-236.13654,-7.075414e+16
1.0,487.18,5647274,1.0,10.0,2879.2591569423676,[-0.03   1.003 -2.761 -2.058],189.82016,100.0,1,-25716948.0,11696894000.0,16300,,,163,True,1144685200000.0,39489.94,100.0,24273778.0,4870.760900387341,3942.2314,4999.582,468.11115,10.0,741.26056,100,0.092835836,0.4189424,4870.7607,-1,1.0,-262.1347,-262.1347,-1555705600000.0
1.0,485.04,5695778,1.0,10.0,2904.169164419174,[ 0.025  1.012 -2.76  -2.03 ],,100.0,1,-25507100.0,17823290000.0,16400,,,164,True,215627740000000.0,37872.94,100.0,24063930.0,4849.117150476407,3949.5496,4999.5806,713.3745,10.0,741.61615,100,0.02680652,0.4189424,4849.1177,-1,1.0,-245.5638,-245.5638,-21209184000000.0
1.0,487.01,5744479,1.0,10.0,2932.189984560013,[ 0.102  0.937 -2.787 -2.087],,100.0,1,-25635572.0,99443040000.0,16500,,,165,True,551527040.0,304511.72,100.0,24192442.0,4868.825643777316,31379.977,4999.5137,3979.3032,10.0,697.83905,100,0.08105197,0.4189424,4868.826,-1,1.0,-259.04175,-259.04175,-133333565000.0
1.0,456.83,5790162,1.0,10.0,2957.550384759903,[ 0.191  1.023 -2.773 -2.095],219.8132,100.0,1,-23614150.0,61176340000.0,16600,,,166,True,3964261800000000.0,113330.266,100.0,22171020.0,4565.430371823067,12554.228,4999.5176,2450.637,10.0,1152.3307,100,0.02375216,0.4189424,4565.4307,-1,1.0,-243.2887,-243.2887,-90922020000000.0
1.0,377.86,5827948,1.0,10.0,2977.9457256793976,[ 0.249  1.077 -2.737 -2.005],9.98383,100.0,1,-18254368.0,288575200000.0,16700,,,167,True,1.8076595e+19,485658.88,100.0,16811276.0,3772.9630043275665,55903.008,4999.46,12110.742,10.0,1605.0005,100,0.03445704,0.4189424,3772.9631,-1,1.0,-230.27821,-230.27821,-6135703000000000.0
1.0,456.36,5873584,1.0,10.0,3003.058970451355,[ 0.187  0.993 -2.77  -2.066],399.67975,100.0,1,-23562020.0,243744780000.0,16800,,,168,True,1.2699144e+18,274893.62,100.0,22118866.0,4561.015367738784,40126.715,4999.56,9915.161,10.0,1147.172,100,0.115257844,0.4189424,4561.015,-1,1.0,-242.84148,-242.84148,-1626504400000000.0
1.0,475.76,5921160,1.0,10.0,3030.490273475647,[ 0.158  0.914 -2.811 -2.148],,100.0,1,-25015192.0,1830150800000000.0,16900,,,169,True,8.676852e+34,6901038600.0,100.0,23572064.0,4755.951406232873,686434000.0,4999.512,73246840.0,10.0,976.2133,100,1.0158451,0.4189424,4755.951,-1,1.0,-254.99751,-254.99751,-4.2508497e+23
1.0,498.89,5971049,1.0,10.0,3062.5163650512695,[-0.023  0.977 -2.861 -1.996],3879.334,100.0,1,-26336704.0,244725330.0,17000,,,170,True,197251070.0,242.24745,100.0,24893556.0,4988.099414601135,26.544243,4999.543,9.802706,10.0,111.4352,100,0.061207376,0.4189424,4988.0996,-1,1.0,-241.44743,-241.44743,-20512668000.0
1.0,489.5,6019999,1.0,10.0,3094.276335954666,[-0.061  0.947 -2.867 -2.034],549.6134,100.0,1,-25618068.0,72575660000.0,17100,,,171,True,3.03597e+27,196116.16,100.0,24174886.0,4893.139936453857,19840.227,4999.6,2921.9844,10.0,481.7339,100,0.07528177,0.4189424,4893.14,-1,1.0,-253.86534,-253.86534,-7.951676e+19
1.0,415.26,6061525,1.0,10.0,3121.6188712120056,[-0.123  0.957 -2.864 -2.032],259.81995,100.0,1,-19423718.0,112334310000.0,17200,,,172,True,1.6045291e+20,214424.1,100.0,17980556.0,4145.476850169254,29098.27,4999.577,8918.6875,10.0,891.9524,100,0.045102578,0.4189424,4145.477,-1,1.0,-277.61722,-277.61722,-1.8280261e+16
1.0,482.23,6109748,1.0,10.0,3148.151799440384,[-0.065  0.978 -2.865 -2.02 ],,100.0,1,-25416870.0,70806250000.0,17300,,,173,True,1.3222238e+18,93822.29,100.0,23973682.0,4820.751725946498,13919.6045,4999.613,3421.1772,10.0,856.75964,100,0.08062026,0.4189424,4820.7515,-1,1.0,-253.59839,-253.59839,-1659522500000000.0
1.0,495.01,6159249,1.0,10.0,3177.8345596790314,[-0.013  0.951 -2.869 -2.041],,100.0,1,-26186490.0,404088100000.0,17400,,,174,True,1.3803767e+17,1178048.9,100.0,24743310.0,4949.330963896344,118526.664,4999.6006,16168.374,10.0,497.4265,100,0.011068389,0.4189424,4949.331,-1,1.0,-246.52165,-246.52165,-536581870000000.0
1.0,495.23,6208772,1.0,10.0,3206.0847465991974,[-0.008  0.865 -2.88  -2.132],219.86388,100.0,1,-26187330.0,43074050000.0,17500,,,175,True,297520600000000.0,54389.734,100.0,24744114.0,4951.561556440811,6088.706,4999.661,1723.4454,10.0,475.55353,100,0.090056494,0.4189424,4951.5615,-1,1.0,-237.73895,-237.73895,-24936175000000.0
1.0,485.04,6257276,1.0,10.0,3233.7892978191376,[-0.019  0.78  -2.882 -2.223],,100.0,1,-25687448.0,36886663000.0,17600,,,176,True,41954697000.0,143968.52,100.0,24244230.0,4849.522674642913,14321.66,4999.668,1475.7478,10.0,852.2675,100,0.05000329,0.4189424,4849.523,-1,1.0,-240.66177,-240.66177,-332491820000.0
1.0,500.0,6307276,1.0,10.0,3261.349608182907,[ 0.014  0.818 -2.881 -2.185],4998.717,100.0,1,-26436788.0,4889652000000.0,17700,,,177,True,9.759251e+20,16250556.0,100.0,24993582.0,4999.358074708709,1625839.0,4999.6416,195636.44,10.0,0.15931793,100,0.048404247,0.4189424,4999.358,-1,1.0,-242.37885,-242.37885,-4.508919e+16
1.0,488.83,6356159,1.0,10.0,3289.569555282593,[ 0.067  0.903 -2.883 -2.111],9.980275,100.0,1,-25828860.0,548724640000.0,17800,,,178,True,5.703212e+16,1436082.0,100.0,24385694.0,4887.278596194013,147668.08,4999.5737,21957.732,10.0,707.25183,100,0.016764857,0.4189424,4887.2783,-1,1.0,-247.6706,-247.6706,-345188270000000.0
1.0,500.0,6406159,1.0,10.0,3319.1193177700043,[ 0.092  0.807 -2.879 -2.186],4998.3154,100.0,1,-26435630.0,24550345000.0,17900,,,179,True,143822270000.0,83878.76,100.0,24992406.0,4999.2407689154215,8351.559,4999.673,982.2846,10.0,0.24049303,100,0.009780048,0.4189424,4999.2407,-1,1.0,-254.89326,-254.89326,-571863140000.0
1.0,476.62,6453821,1.0,10.0,3345.8367688655853,[ 0.198  0.748 -2.847 -2.194],,100.0,1,-25169420.0,153568740000.0,18000,,,180,True,2.2315971e+17,370282.5,100.0,23726282.0,4764.702910156903,38075.312,4999.5293,6145.2896,10.0,1011.8738,100,0.07922032,0.4189424,4764.7026,-1,1.0,-248.5588,-248.5588,-681872770000000.0
1.0,445.45,6498366,1.0,10.0,3372.3589901924133,[ 0.231  0.823 -2.868 -2.102],,100.0,1,-23173308.0,561913200.0,18100,,,181,True,140225230.0,505.7352,100.0,21730120.0,4452.214729028791,73.1248,4999.62,29.316616,10.0,1381.2694,100,0.084249854,0.4189424,4452.215,-1,1.0,-247.0323,-247.0323,-17651300000.0
1.0,495.03,6547869,1.0,10.0,3399.382460832596,[ 0.13   0.892 -2.892 -2.093],19.962452,100.0,1,-26185360.0,725490470000.0,18200,,,182,True,3.7149613e+19,1870148.4,100.0,24742152.0,4949.414153963626,196916.2,4999.6475,29031.195,10.0,495.4286,100,0.013616012,0.4189424,4949.414,-1,1.0,-257.09528,-257.09528,-8796928400000000.0
1.0,490.03,6596872,1.0,10.0,3427.149054288864,[ 0.123  0.802 -2.898 -2.179],,100.0,1,-25935344.0,6906917000.0,18300,,,183,True,9427032000.0,15250.306,100.0,24492170.0,4899.316706374028,1545.2208,4999.59,276.38007,10.0,699.1898,100,0.056621395,0.4189424,4899.317,-1,1.0,-248.4759,-248.4759,-147025460000.0
1.0,476.53,6644525,1.0,10.0,3457.529203414917,[ 0.223  0.868 -2.87  -2.156],249.77667,100.0,1,-24926540.0,23204442000.0,18400,,,184,True,1.5048333e+18,27428.28,100.0,23483376.0,4763.470928514729,3763.1597,4999.5767,929.1973,10.0,890.34937,100,0.03609249,0.4189424,4763.471,-1,1.0,-250.27249,-250.27249,-1770336000000000.0
1.0,399.35,6684460,1.0,10.0,3480.8334844112396,[ 0.354  1.007 -2.8   -2.301],229.84285,100.0,1,-19879972.0,87925105000.0,18500,,,185,True,5.624987e+23,95174.8,100.0,18436846.0,3988.724427007759,16237.333,4999.5186,3732.593,10.0,1589.6302,100,0.069826394,0.4189424,3988.7244,-1,1.0,-237.95457,-237.95457,-1.08232214e+18
1.0,420.14,6726474,1.0,10.0,3507.1664958000183,[ 0.286  0.912 -2.826 -2.336],,100.0,1,-21615838.0,21916854000.0,18600,,,186,True,670064100000000.0,41218.727,100.0,20172694.0,4197.911186008424,4811.3896,4999.5464,1022.33936,10.0,1596.9458,100,0.020657027,0.4189424,4197.911,-1,1.0,-254.51302,-254.51302,-37377775000000.0
1.0,495.02,6775976,1.0,10.0,3537.3079862594604,[ 0.109  0.849 -2.905 -2.191],9.979844,100.0,1,-26185406.0,68440220000.0,18700,,,187,True,2.5740557e+16,95448.21,100.0,24742192.0,4949.3188396397,13778.258,4999.6562,2738.7156,10.0,496.4223,100,0.07610178,0.4189424,4949.319,-1,1.0,-258.4182,-258.4182,-231609820000000.0
1.0,472.99,6823275,1.0,10.0,3564.014281988144,[ 0.164  0.917 -2.878 -2.106],,100.0,1,-24931816.0,821526900000.0,18800,,,188,True,6.8918454e+24,1376606.2,100.0,23488660.0,4728.379542594919,176603.94,4999.5635,32876.184,10.0,1063.5267,100,0.04091625,0.4189424,4728.38,-1,1.0,-257.83572,-257.83572,-3.788536e+18
1.0,488.14,6872089,1.0,10.0,3590.7746901512146,[ 0.151  1.024 -2.884 -2.043],,100.0,1,-25618014.0,6665306600.0,18900,,,189,True,3165128000.0,14401.293,100.0,24174922.0,4879.974683663408,1505.327,4999.449,269.68967,10.0,600.64215,100,0.028016793,0.4189424,4879.9746,-1,1.0,-254.14641,-254.14641,-87850960000.0
1.0,498.58,6921947,1.0,10.0,3618.962884426117,[ 0.048  0.963 -2.895 -2.078],4039.0977,100.0,1,-26303494.0,193600570000000.0,19000,,,190,True,6.848878e+34,724174660.0,100.0,24860332.0,4984.878928944175,72030970.0,4999.5674,7749168.5,10.0,106.372345,100,0.044169515,0.4189424,4984.879,-1,1.0,-244.36703,-244.36703,-3.7767125e+23
1.0,436.46,6965593,1.0,10.0,3643.2523419857025,[-0.083  0.802 -3.034 -2.072],2599.4478,100.0,1,-21036276.0,1114702900000.0,19100,,,191,True,1.8817214e+19,3763764.2,100.0,19593064.0,4358.556895849561,377533.53,4999.663,47921.17,10.0,772.0411,100,0.08373464,0.4189424,4358.5566,-1,1.0,-240.45723,-240.45723,-6261463000000000.0
1.0,331.13,6998706,1.0,10.0,3659.873055934906,[-0.133  0.768 -3.047 -2.069],9.980113,100.0,1,-13633498.0,8147500500.0,19200,,,192,True,3.5475022e+18,36458.195,100.0,12190273.0,3302.8558667096404,5053.0034,4999.6978,1517.0524,10.0,1131.9965,100,0.02971833,0.4189424,3302.856,-1,1.0,-241.50388,-241.50388,-2718250700000000.0
1.0,446.02,7043308,1.0,10.0,3681.578335046768,[-0.073  0.783 -3.048 -2.068],2019.6626,100.0,1,-21814864.0,7677254700.0,19300,,,193,True,4.498474e+16,7181.5645,100.0,20371676.0,4454.723207944918,1429.8589,4999.619,538.9644,10.0,726.0284,100,0.04205819,0.4189424,4454.723,-1,1.0,-233.84215,-233.84215,-306095340000000.0
1.0,491.7,7092478,1.0,10.0,3708.5783705711365,[-0.026  0.751 -3.048 -2.093],9.981507,100.0,1,-25878246.0,36166644000.0,19400,,,194,True,604675760000000.0,31141.074,100.0,24435028.0,4915.854342348396,5451.218,4999.666,1447.4028,10.0,519.0423,100,0.014944683,0.4189424,4915.8545,-1,1.0,-260.91397,-260.91397,-35524260000000.0
1.0,463.0,7138778,1.0,10.0,3732.354752779007,[-0.043  0.634 -3.044 -2.135],,100.0,1,-23610294.0,552023040.0,19500,,,195,True,91699064.0,438.39917,100.0,22167064.0,4626.726025081452,79.70935,4999.6924,30.957424,10.0,872.0498,100,0.13716897,0.4189424,4626.726,-1,1.0,-245.39201,-245.39201,-14372035000.0
1.0,489.63,7187741,1.0,10.0,3760.165763616562,[-0.012  0.638 -3.044 -2.13 ],,100.0,1,-25709372.0,1099564200.0,19600,,,196,True,2.7058825e+20,1157.1802,100.0,24266156.0,4895.07139805734,142.865,4999.6626,44.005978,10.0,551.7559,100,0.022833867,0.4189424,4895.072,-1,1.0,-244.02036,-244.02036,-2.3739702e+16
1.0,424.62,7230203,1.0,10.0,3785.1555461883545,[-0.056  0.607 -3.045 -2.163],1709.7772,100.0,1,-20222496.0,246122530.0,19700,,,197,True,1146035000.0,551.1021,100.0,18779276.0,4240.365925695324,62.13248,4999.6797,21.283955,10.0,893.6289,100,0.14939162,0.4189424,4240.3657,-1,1.0,-248.98145,-248.98145,-49102660000.0
1.0,492.55,7279458,1.0,10.0,3814.0499143600464,[-0.025  0.612 -3.045 -2.163],3509.455,100.0,1,-25768786.0,420263460000.0,19800,,,198,True,9.80743e+27,1923868.6,100.0,24325542.0,4923.988399248563,192994.52,4999.711,28234.512,10.0,282.63544,100,0.08802673,0.4189424,4923.9883,-1,1.0,-253.24634,-253.24634,-1.4292454e+20
1.0,490.03,7328461,1.0,10.0,3844.349023103714,[ 0.026  0.583 -3.052 -2.183],,100.0,1,-25937848.0,29950194000.0,19900,,,199,True,1.2506382e+31,32714.342,100.0,24494632.0,4899.563158777144,4354.9766,4999.664,1198.3805,10.0,699.22504,100,0.011155198,0.4189424,4899.563,-1,1.0,-265.83765,-265.83765,-5.10372e+21
1.0,467.34,7375195,1.0,10.0,3872.306811571121,[-0.048  0.664 -3.059 -2.125],,100.0,1,-23970572.0,642340000000.0,20000,,,200,True,6.1037123e+24,992046.94,100.0,22527370.0,4670.32114527312,134178.14,4999.6416,38073.42,10.0,845.8549,100,0.07553952,0.4189424,4670.321,-1,1.0,-241.13657,-241.13657,-3.565449e+18
1.0,495.01,7424696,1.0,10.0,3897.597236394882,[ 0.007  0.686 -3.06  -2.104],,100.0,1,-26187768.0,372343030000000.0,20100,,,201,True,7.344294e+29,1489133000.0,100.0,24744538.0,4949.453896201595,148166320.0,4999.686,14896850.0,10.0,497.43884,100,0.048515163,0.4189424,4949.4536,-1,1.0,-253.74902,-253.74902,-1.2368015e+21
1.0,500.0,7474696,1.0,10.0,3925.6590704917908,[ 0.085  0.648 -3.107 -2.027],4998.8125,100.0,1,-26436746.0,78389040000.0,20200,,,202,True,21250470000000.0,187386.78,100.0,24993514.0,4999.351318937511,19306.348,4999.688,3136.333,10.0,0.15606968,100,0.047271423,0.4189424,4999.351,-1,1.0,-253.89507,-253.89507,-6731265000000.0
1.0,495.02,7524198,1.0,10.0,3952.210607767105,[ 0.166  0.583 -3.091 -2.095],9.979931,100.0,1,-26185408.0,11790300000.0,20300,,,203,True,2506764500.0,44445.83,100.0,24742208.0,4949.320504599038,4420.106,4999.6367,471.7055,10.0,496.42242,100,0.076273836,0.4189424,4949.321,-1,1.0,-245.89572,-245.89572,-84046160000.0
1.0,466.46,7570844,1.0,10.0,3980.1762368679047,[ 0.282  0.562 -3.073 -2.13 ],19.961239,100.0,1,-24352868.0,2602650400.0,20400,,,204,True,1134951200.0,2171.75,100.0,22909760.0,4662.558472233703,336.0314,4999.4795,112.87717,10.0,1081.808,100,0.012251589,0.4189424,4662.558,-1,1.0,-241.9279,-241.9279,-51218465000.0
1.0,500.0,7620844,1.0,10.0,4006.421860218048,[ 0.175  0.567 -3.101 -2.073],4998.5723,100.0,1,-26435742.0,157746270000.0,20500,,,205,True,1.238002e+21,273663.16,100.0,24992520.0,4999.252077731329,29219.545,4999.673,6312.46,10.0,0.23075509,100,0.3685087,0.4189424,4999.252,-1,1.0,-244.58026,-244.58026,-5.0779046e+16
1.0,494.22,7670266,1.0,10.0,4036.3610804080963,[ 0.16   0.677 -3.095 -2.015],,100.0,1,-26112728.0,95400714000.0,20600,,,206,True,4.2516654e+20,290363.22,100.0,24669536.0,4941.312785589761,28905.684,4999.621,3817.2024,10.0,502.9557,100,0.1617874,0.4189424,4941.313,-1,1.0,-257.3375,-257.3375,-2.9757367e+16
1.0,451.95,7715461,1.0,10.0,4060.648192882538,[ 0.344  0.551 -3.148 -1.915],9.983351,100.0,1,-23390338.0,89264550000000.0,20700,,,207,True,4.1834977e+33,178427860.0,100.0,21947272.0,4516.404884328439,23207968.0,4999.408,4173528.2,10.0,1244.7323,100,0.23947139,0.4189424,4516.405,-1,1.0,-237.29169,-237.29169,-9.333538e+22
1.0,495.01,7764962,1.0,10.0,4088.5120787620544,[ 0.135  0.519 -3.228 -1.807],,100.0,1,-26186894.0,640006400000.0,20800,,,208,True,2.498803e+17,2384740.5,100.0,24743690.0,4949.368933471941,237181.2,4999.6416,25608.54,10.0,497.4303,100,0.01068831,0.4189424,4949.369,-1,1.0,-241.98825,-241.98825,-722051650000000.0
1.0,500.0,7814962,1.0,10.0,4119.021306991577,[ 0.161  0.417 -3.224 -1.874],4998.4727,100.0,1,-26436050.0,111108784000.0,20900,,,209,True,2.9642738e+23,91313.88,100.0,24992858.0,4999.2857856114415,14147.269,4999.621,4445.798,10.0,0.21127014,100,0.022600926,0.4189424,4999.2856,-1,1.0,-241.49255,-241.49255,-7.857291e+17
1.0,495.01,7864463,1.0,10.0,4145.979980945587,[ 0.179  0.302 -3.231 -1.92 ],,100.0,1,-26184160.0,424327170.0,21000,,,210,True,1347753100000.0,301.97906,100.0,24740992.0,4949.099187409975,36.10702,4999.5806,16.991005,10.0,497.40326,100,0.06587065,0.4189424,4949.099,-1,1.0,-251.53564,-251.53564,-1675797900000.0
1.0,475.82,7912045,1.0,10.0,4173.109003543854,[ 0.168  0.225 -3.23  -1.822],,100.0,1,-24778738.0,1503610400.0,21100,,,211,True,1209127600.0,2631.8105,100.0,23335582.0,4756.181721652967,275.02414,4999.5615,66.74751,10.0,845.1732,100,0.04279358,0.4189424,4756.1816,-1,1.0,-250.19319,-250.19319,-51684606000.0
1.0,490.03,7961048,1.0,10.0,4199.076039791107,[ 0.13   0.272 -3.233 -1.839],,100.0,1,-25936058.0,152785910000000.0,21200,,,212,True,2.1142668e+28,597911800.0,100.0,24492856.0,4899.385428512051,59481680.0,4999.6367,6114978.5,10.0,699.1996,100,0.009142753,0.4189424,4899.3857,-1,1.0,-249.2763,-249.2763,-2.0984398e+20
1.0,495.02,8010550,1.0,10.0,4228.376022815704,[ 0.034  0.325 -3.237 -1.78 ],9.980453,100.0,1,-26187974.0,7.966594e+17,21300,,,213,True,3.0812262e+35,3163739700000.0,100.0,24744760.0,4949.575733694584,314773100000.0,4999.6562,31872772000.0,10.0,496.448,100,0.062420297,0.4189424,4949.5757,-1,1.0,-254.1167,-254.1167,-8.010911e+23
1.0,495.02,8060052,1.0,10.0,4256.652652025223,[ 0.104  0.228 -3.232 -1.818],9.980049,100.0,1,-26186328.0,965427130000.0,21400,,,214,True,1.900845e+34,907053.4,100.0,24743122.0,4949.411873706686,141756.22,4999.6475,38629.78,10.0,496.4316,100,0.07686971,0.4189424,4949.412,-1,1.0,-239.51773,-239.51773,-1.9897179e+23
1.0,389.76,8099028,1.0,10.0,4278.2298312187195,[ 0.074  0.109 -3.243 -1.838],,100.0,1,-19420376.0,6999484000.0,21500,,,215,True,181616970000000.0,18232.738,100.0,17977180.0,3893.1884988863526,1874.851,4999.6406,312.7967,10.0,1679.3638,100,0.16168374,0.4189424,3893.1882,-1,1.0,-241.83801,-241.83801,-19455904000000.0
1.0,452.76,8144304,1.0,10.0,4301.317802667618,[ 0.036  0.139 -3.256 -1.875],439.80756,100.0,1,-23379546.0,24391325000000.0,21600,,,216,True,7.6389812e+28,95996450.0,100.0,21936342.0,4525.604815853877,9550447.0,4999.6484,976936.0,10.0,1206.3352,100,0.08798376,0.4189424,4525.6045,-1,1.0,-247.81941,-247.81941,-3.9887432e+20
1.0,486.24,8192928,1.0,10.0,4328.571511745453,[ 0.086  0.176 -3.256 -1.868],89.8644,100.0,1,-25692984.0,18146828000.0,21700,,,217,True,7288296000000.0,19673.424,100.0,24249786.0,4861.439002627553,3004.2224,4999.632,726.2246,10.0,784.98224,100,0.057159595,0.4189424,4861.439,-1,1.0,-247.69536,-247.69536,-3914231700000.0
