OptimizationReturnMin,EpThisIter,StdIW,Iteration,EpisodesSoFar,EpLenMean,LearnableVariance,TimestepsSoFar,MinIWNorm,EmpiricalD2,InitialReturnStd,EpRewMean,MaxIW,ReturnStepMaxmin,MinIW,ESSClassic,InitialReturnMax,ReturnMeanIW,OptimizationReturnMax,InitialBound,StdIWNorm,OptimizationReturnMean,MaxIWNorm,Weights,ReturnStepMax,Bound,MeanEntropy,MeanIW,ESSRenyi,MeanIWNorm,InitialReturnMin,VarianceInit,InitialReturnMean,J_sample_variance,TimeElapsed
,100,12.858779,11,1100,79.48,,47622,2.082608e-05,28.5953,365.9684,784.5386416304863,124.446205,9.999999,0.0020826082,4.0297675,1839.646,3008.5024,1829.6636,559.2289,0.12858778,774.55615,1.244462,[-0.276  0.43  -0.876 -1.258],9.999999,1803.6683,0.4189424,2.6349444,3.4970782,0.026349444,9.982453,-1.0,784.5387,399910050.0,83.6123251914978
,100,1.250071,12,1200,83.14,,55936,0.001834042,1.7338916,326.61658,821.1415038844866,11.488942,10.0,0.1834042,43.218723,1769.4393,942.72375,1729.5015,604.4303,0.012500711,781.2036,0.11488942,[-0.27   0.378 -0.881 -1.397],10.0,657.3643,0.4189424,1.0906065,57.673733,0.010906065,39.937813,-1.0,821.1415,1462596.2,100.08995294570923
,100,0.42843366,13,1300,83.43,,64279,0.0022492786,1.2001917,395.2117,824.05440639425,2.6965694,10.0,0.22492786,85.904564,2329.76,886.0118,2329.76,538.7182,0.0042843367,824.0544,0.026965695,[-0.241  0.376 -0.906 -1.419],10.0,573.41675,0.4189424,1.0576755,83.32002,0.010576755,,-1.0,824.0544,420911.2,114.8445782661438
,100,0.46602097,14,1400,84.04,,72683,0.002115849,1.1927702,322.8977,830.1330857652272,2.9325285,10.0,0.2115849,82.3888,1779.6718,889.88525,1749.7184,612.1687,0.0046602096,800.1797,0.029325284,[-0.265  0.399 -0.934 -1.412],10.0,651.8376,0.4189424,1.0079644,83.83844,0.010079644,29.953424,-1.0,830.13306,391744.4,128.39794540405273
,100,9.762677,15,1500,81.89,,80872,5.8426044e-06,22.680561,372.90747,808.6237066231791,97.683044,10.0,0.00058426044,4.307928,1929.733,2328.053,1929.733,572.28064,0.097626776,808.62366,0.9768304,[-0.272  0.43  -0.945 -1.436],10.0,1202.4901,0.4189424,2.071406,4.409062,0.020714061,,-1.0,808.62366,185776700.0,141.49162459373474
,100,3.040482,16,1600,102.61,,91133,0.0008576992,3.259672,457.5566,1015.7709761372165,28.605434,10.0,0.08576992,16.428028,2939.0767,1600.5928,2939.0767,655.809,0.030404821,1015.771,0.28605434,[-0.251  0.497 -0.97  -1.429],10.0,950.6973,0.4189424,1.3480464,30.677935,0.013480466,,-1.0,1015.771,18964992.0,160.12626242637634
,100,1.0341108,17,1700,109.11,,102044,0.0016941557,1.6700307,512.96765,1080.7316300984298,9.745098,10.0,0.16941558,53.995438,2779.067,1397.554,2769.0867,740.3669,0.010341108,1070.7515,0.09745098,[-0.213  0.478 -1.004 -1.482],10.0,957.70166,0.4189424,1.120328,59.87914,0.011203281,9.980272,-1.0,1080.7317,7258921.5,178.85638976097107
,100,0.8130819,18,1800,114.46,,113490,0.0010677793,1.6407807,522.1742,1134.2189935910087,5.8635106,10.0,0.10677793,61.03695,2689.1006,1308.5282,2679.1196,804.8728,0.008130819,1124.2382,0.058635104,[-0.189  0.481 -1.052 -1.49 ],10.0,886.6589,0.4189424,1.0176635,60.946598,0.010176634,9.980872,-1.0,1134.2191,3654993.2,199.1662015914917
,100,0.44732657,19,1900,127.93,,126283,0.004302798,1.1372405,667.1321,1268.8486997108123,3.705428,10.0,0.4302798,84.6839,3089.3704,1404.0432,3079.3892,890.47955,0.0044732657,1258.8676,0.037054278,[-0.171  0.494 -1.1   -1.528],10.0,1000.54486,0.4189424,1.0518433,87.932144,0.010518433,9.98117,-1.0,1268.8486,1414476.8,221.68702363967896
,100,161.06139,20,2000,137.9,,140073,8.2907724e-07,1073.54,642.228,1368.5520806102606,1619.6526,10.0,8.2907725e-05,1.1354644,2999.5776,31614.225,2989.5974,1001.1803,1.6106136,1358.5718,16.196526,[-0.155  0.482 -1.133 -1.507],10.0,19577.318,0.4189424,17.26068,0.09314977,0.17260681,9.980329,-1.0,1368.5522,92566980000.0,245.40410947799683
,100,0.53407645,21,2100,114.28,,151501,0.0044729547,1.1663514,805.1321,1132.357222287166,4.602655,10.0,0.4472955,78.11568,3379.1313,1402.2921,3329.2083,718.49976,0.005340764,1082.4341,0.046026547,[-0.108  0.542 -1.159 -1.525],10.0,955.33545,0.4189424,1.0090343,85.73745,0.010090343,49.923138,-1.0,1132.3573,3037645.2,267.2721827030182
,100,0.57704985,22,2200,162.98,,167799,0.0044364715,1.3387918,857.8044,1619.2041415750032,3.6203563,10.0,0.44364715,78.629196,4628.4727,1961.505,4388.766,1052.3342,0.0057704984,1379.4977,0.036203563,[-0.096  0.526 -1.318 -1.491],10.0,1305.6017,0.4189424,1.106865,74.694214,0.0110686505,239.70651,-1.0,1619.2041,3216539.8,298.16270756721497
,100,1.5604063,23,2300,168.63,,184662,0.00023608147,2.198247,1064.3573,1675.700653570021,13.543745,10.0,0.023608148,37.28999,4218.9336,2319.1294,4208.9507,1158.989,0.015604062,1665.718,0.13543744,[-0.094  0.505 -1.354 -1.503],10.0,1553.0273,0.4189424,1.2032764,45.490795,0.012032764,9.982758,-1.0,1675.7007,27454580.0,328.2669167518616
,100,0.6910907,24,2400,195.69,,204231,0.0013720602,1.3823917,1113.7793,1946.4699060040466,3.167965,10.0,0.13720602,72.68141,4999.138,2375.805,4949.2295,1334.2031,0.0069109066,1896.561,0.03167965,[-0.098  0.546 -1.405 -1.5  ],10.0,1655.9312,0.4189424,1.1272427,72.338394,0.011272425,49.90868,-1.0,1946.4698,5983784.0,362.61679887771606
,100,0.38003272,25,2500,180.42,,222273,0.0038808233,1.1124964,1009.09735,1793.5795963799346,2.5565522,10.0,0.38808233,87.84043,4817.925,1889.5942,4588.103,1203.5067,0.003800327,1563.7582,0.025565522,[-0.086  0.528 -1.448 -1.513],10.0,1267.2152,0.4189424,1.0214309,89.88793,0.010214308,229.82158,-1.0,1793.5797,1899885.2,397.40534830093384
,100,0.7445785,26,2600,200.45,,242318,0.002307839,1.422687,1189.5653,1994.2680064139897,3.899241,10.0,0.2307839,69.33957,4999.0957,2478.1907,4989.116,1382.0062,0.0074457848,1984.2885,0.03899241,[-0.081  0.514 -1.47  -1.518],10.0,1747.9067,0.4189424,1.1197264,70.28953,0.011197264,9.979581,-1.0,1994.268,6751563.0,433.7574119567871
,100,216.97044,27,2700,213.63,,263681,2.9185605e-06,1532.4532,1240.2161,2126.1532782842037,2181.111,10.0,0.00029185606,1.045423,4999.1064,110098.22,4989.1255,1513.8901,2.1697042,2116.1724,21.81111,[-0.091  0.518 -1.5   -1.562],10.0,86130.23,0.4189424,22.30122,0.065254845,0.22301218,9.9810915,-1.0,2126.1533,1183919900000.0,467.9245674610138
,100,1.8552992,28,2800,265.06,,290187,0.0004754763,2.9169505,1502.5784,2641.0202325658493,11.635747,10.0,0.04754763,32.613644,4999.4834,3719.2239,4999.4834,2028.711,0.018552992,2641.02,0.11635747,[-0.044  0.488 -1.532 -1.644],10.0,2673.456,0.4189424,1.290707,34.28238,0.012907069,,-1.0,2641.02,46098330.0,512.8727090358734
,100,9.360485,29,2900,268.99,,317086,5.915203e-05,20.792177,1431.1365,2680.193671788337,91.0115,10.0,0.005915203,5.4182205,4999.3105,7394.427,4999.3105,2067.9055,0.093604855,2680.1938,0.91011494,[-0.048  0.454 -1.566 -1.657],10.0,4602.489,0.4189424,2.2403865,4.809501,0.022403864,,-1.0,2680.1938,1278967200.0,561.0551702976227
,100,20.719727,30,3000,285.96,,345682,6.845451e-05,41.238243,1644.6897,2850.381756687423,206.30383,10.0,0.006845451,2.251624,4999.1978,12282.909,4989.217,2238.1074,0.20719728,2840.4014,2.0630383,[-0.035  0.505 -1.596 -1.642],10.0,8351.067,0.4189424,3.1446857,2.4249337,0.03144686,9.980791,-1.0,2850.3816,9875107000.0,602.1172559261322
,100,2.3317018,31,3100,258.84,,371566,0.00031353053,3.9713354,1292.6122,2578.5245849870234,18.166103,10.0,0.031353053,22.886333,4999.1377,4240.7617,4959.2114,1966.2576,0.023317017,2538.5984,0.18166102,[-0.055  0.464 -1.659 -1.503],10.0,3020.6235,0.4189424,1.2702682,25.180447,0.012702682,39.92633,-1.0,2578.5244,132946690.0,649.1973676681519
,100,1.021151,32,3200,288.16,,400382,0.0009861857,1.785268,1704.4526,2872.762095619878,6.3343644,10.0,0.098618574,54.08799,4999.21,3955.6372,4999.21,2260.4863,0.01021151,2872.7622,0.063343644,[-0.045  0.52  -1.7   -1.585],10.0,3137.5518,0.4189424,1.1083506,56.014,0.011083505,,-1.0,2872.7622,31427046.0,700.3900496959686
,100,0.5361843,33,3300,384.03,,438785,0.0024953505,1.3193108,1404.4528,3833.495835443452,3.1003287,10.0,0.24953507,80.55287,4999.4346,4410.855,4769.6333,3221.1924,0.0053618434,3603.695,0.031003287,[-0.04   0.547 -1.874 -1.622],10.0,3707.556,0.4189424,1.0912569,75.79715,0.010912567,229.80118,-1.0,3833.4956,9627724.0,753.8152086734772
,100,3.0142658,34,3400,381.6,,476945,0.000115354116,6.1534033,1508.7382,3809.502825064847,17.160572,10.0,0.011535412,17.112577,4999.471,5722.219,4989.4883,3197.195,0.030142657,3799.52,0.17160572,[-0.032  0.558 -1.891 -1.651],10.0,4203.325,0.4189424,1.3696038,16.25117,0.013696037,9.983015,-1.0,3809.503,202534480.0,815.856772184372
,100,0.2723109,35,3500,361.06,,513051,0.0047866195,1.0851808,1684.1399,3604.524108824284,1.745627,10.0,0.47866195,93.51642,4999.5464,3856.557,4759.767,2992.207,0.002723109,3364.7446,0.01745627,[-0.027  0.618 -1.928 -1.674],10.0,3218.694,0.4189424,1.0341924,92.15054,0.010341925,239.77945,-1.0,3604.5242,4987153.5,863.0741124153137
,100,0.19724141,36,3600,382.92,,551343,0.0052203825,1.0461569,1644.3751,3823.5723408125264,1.5665051,10.0,0.5220383,96.293915,4999.4297,3954.7742,4789.5537,3211.2695,0.0019724139,3613.6965,0.01566505,[-0.026  0.636 -1.959 -1.692],10.0,3328.5,0.4189424,1.0054029,95.58796,0.0100540295,209.87605,-1.0,3823.5725,3938251.8,915.6530117988586
,100,0.37856105,37,3700,378.56,,589199,0.001355247,1.2792944,1645.3163,3779.9047275638563,1.9407833,10.0,0.1355247,88.48087,4999.2266,3974.2366,4989.2437,3167.627,0.0037856102,3769.9216,0.019407833,[-0.028  0.648 -1.986 -1.708],10.0,3281.7144,0.4189424,1.0491824,78.16809,0.010491826,9.983108,-1.0,3779.9048,6202033.0,979.3844163417816
,100,0.26305073,38,3800,400.86,,629285,0.0049439315,1.0596167,1524.6904,4003.800782843561,1.7251719,10.0,0.49439314,93.85902,4999.3403,4273.122,4999.3403,3391.509,0.0026305073,4003.8013,0.017251719,[-0.015  0.642 -1.997 -1.705],10.0,3642.8433,0.4189424,1.0283931,94.37375,0.010283931,,-1.0,4003.8013,4795489.5,1043.0104987621307
,100,5.400756,39,3900,393.3,,668615,0.000114577866,11.160825,1680.6566,3928.2046680683848,52.584778,10.0,0.011457787,7.316064,4999.43,6786.827,4999.43,3315.9019,0.054007564,3928.205,0.5258478,[-0.017  0.655 -2.035 -1.718],10.0,4741.258,0.4189424,1.5173684,8.959911,0.015173682,,-1.0,3928.205,741369700.0,1102.2361023426056
,100,3.8208666,40,4000,430.65,,711680,0.00010346116,9.291965,1386.6606,4302.912472264412,30.900991,10.0,0.0103461165,15.20007,4999.4746,7589.9844,4469.806,3690.604,0.038208663,3773.2437,0.3090099,[-0.008  0.608 -2.043 -1.74 ],10.0,5723.5024,0.4189424,1.6176589,10.761987,0.016176589,529.66833,-1.0,4302.9126,298245730.0,1173.58762550354
,100,0.26838621,41,4100,441.83,,755863,0.004487827,1.0671678,1349.0237,4414.801003632546,1.8021014,10.0,0.44878268,93.74815,4999.4707,4537.99,4999.4707,3802.4932,0.002683862,4414.801,0.018021014,[-1.108e-03  5.783e-01 -2.068e+00 -1.788e+00],10.0,3905.4531,0.4189424,1.0392907,93.70598,0.010392905,,-1.0,4414.801,3231101.5,1259.7519857883453
,100,5.0040836,42,4200,404.66,,796329,5.39389e-05,10.169962,1639.6232,4042.313834749815,38.726467,10.0,0.00539389,8.660243,4999.4565,6736.0024,4979.491,3430.0076,0.050040834,4022.3484,0.38726467,[-3.749e-04  5.772e-01 -2.049e+00 -1.773e+00],10.0,4783.336,0.4189424,1.5408477,9.832878,0.015408477,19.9655,-1.0,4042.314,629495550.0,1322.7088615894318
,100,234.06558,43,4300,432.64,,839593,3.6642018e-06,1402.9111,1552.7429,4323.444214439578,2352.9763,10.0,0.0003664202,1.0472023,4999.466,103272.72,4999.466,3711.1367,2.340656,4323.444,23.529762,[-0.004  0.537 -2.07  -1.643],10.0,80338.48,0.4189424,24.079023,0.07128035,0.24079023,,-1.0,4323.444,1017917100000.0,1379.0462775230408
,100,4.1365356,44,4400,436.03,,883196,0.00018333504,7.905655,1156.7401,4355.469174797851,31.807323,10.0,0.018333504,12.9239645,4999.533,7408.698,4719.758,3743.1533,0.04136535,4075.6938,0.3180732,[-0.041  0.568 -2.059 -1.763],10.0,5687.052,0.4189424,1.593622,12.649174,0.01593622,279.7753,-1.0,4355.469,377646200.0,1440.2708768844604
,100,2.6296241,45,4500,393.16,,922512,0.000100617246,4.3733835,1386.3455,3925.200333203125,23.53132,10.0,0.010061725,18.977957,4999.4165,5342.33,4969.47,3312.8992,0.026296241,3895.2544,0.2353132,[-0.046  0.591 -2.061 -1.705],10.0,4061.8474,0.4189424,1.2726729,22.865591,0.01272673,29.946484,-1.0,3925.2002,167643120.0,1492.935601234436
,100,1.1283854,46,4600,417.52,,964264,0.00070345134,2.6635313,1260.6854,4169.855576088936,7.921088,10.0,0.07034513,50.670273,4999.549,5053.741,4979.58,3557.5383,0.011283854,4149.8867,0.07921088,[-0.036  0.535 -2.091 -1.699],10.0,4054.4194,0.4189424,1.1436148,37.544144,0.011436148,19.968966,-1.0,4169.8555,32866772.0,1553.4948542118073
,100,0.69734955,47,4700,439.4,,1008204,0.0014728473,1.515045,1328.8269,4390.345032471692,4.5971932,10.0,0.14728473,71.46156,4999.408,4842.2417,4979.4404,3778.0447,0.0069734957,4370.377,0.04597193,[-0.018  0.534 -2.096 -1.688],10.0,4088.579,0.4189424,1.1034983,66.00464,0.011034983,19.967583,-1.0,4390.345,11681749.0,1625.735298871994
,100,0.702605,48,4800,458.74,,1054078,0.0013161581,1.435936,1086.0063,4584.702715585334,4.0135207,10.0,0.13161582,69.09144,4999.4927,4913.924,4729.686,3972.3923,0.0070260502,4314.8965,0.040135205,[-0.011  0.561 -2.11  -1.704],10.0,4180.189,0.4189424,1.0504708,69.64099,0.010504707,269.80646,-1.0,4584.7026,12713676.0,1699.1872119903564
,100,0.8442858,49,4900,453.61,,1099439,0.0008449645,1.7048547,1187.5925,4533.387702033428,5.679554,10.0,0.08449645,63.013096,4999.447,5063.4688,4999.447,3921.083,0.008442857,4533.3877,0.056795537,[-0.004  0.562 -2.139 -1.737],10.0,4263.982,0.4189424,1.1019979,58.656025,0.011019979,,-1.0,4533.3877,19154966.0,1781.85467171669
,100,0.24737968,50,5000,459.73,,1145412,0.005715299,1.066299,1186.1672,4594.960678446955,1.7749443,10.0,0.5715299,94.438065,4999.5176,4703.902,4999.5176,3982.647,0.0024737967,4594.961,0.017749442,[-0.008  0.533 -2.146 -1.734],10.0,4071.6165,0.4189424,1.0193535,93.782326,0.010193534,,-1.0,4594.961,3052711.0,1858.9350678920746
,100,1.4243327,51,5100,469.89,,1192401,0.0003377573,2.966411,948.6928,4696.651150136718,10.027044,10.0,0.03377573,41.803482,4999.478,5821.1143,4689.7065,4084.3423,0.014243327,4386.88,0.10027044,[-0.007  0.517 -2.152 -1.716],10.0,4766.5186,0.4189424,1.207172,33.71077,0.01207172,309.7717,-1.0,4696.6514,46250070.0,1941.773936033249
,100,0.8670513,52,5200,468.11,,1239212,0.0009409301,1.720948,976.4268,4678.919621593225,5.4535904,10.0,0.09409301,64.10792,4999.53,5429.463,4669.793,4066.6045,0.008670513,4349.183,0.054535903,[ 0.004  0.568 -2.236 -1.761],10.0,4626.198,0.4189424,1.1587807,58.10751,0.011587807,329.73657,-1.0,4678.9194,16988308.0,2017.511948108673
,100,6.89988,53,5300,481.2,,1287332,2.7936589e-05,26.485706,756.66846,4810.117612132368,41.249386,10.0,0.002793659,9.847527,4999.5938,11303.391,4959.668,4197.7944,0.0689988,4770.1914,0.41249385,[ 0.011  0.607 -2.242 -1.786],10.0,8152.117,0.4189424,2.2804275,3.7756214,0.022804271,39.92602,-1.0,4810.1177,1184379500.0,2100.558055639267
,100,1.1537178,54,5400,464.84,,1333816,0.0007575616,2.134778,1155.9293,4646.353528669252,9.287985,10.0,0.07575616,51.360725,4999.521,5595.508,4989.541,4034.0398,0.0115371775,4636.3735,0.09287985,[-0.007  0.68  -2.256 -1.795],10.0,4700.8633,0.4189424,1.1855546,46.843277,0.011855545,9.980019,-1.0,4646.3535,35367344.0,2176.9416642189026
,100,0.3928162,55,5500,481.33,,1381949,0.0035275011,1.2152307,827.98706,4811.617531855141,2.249462,10.0,0.35275012,88.391014,4999.572,5250.4336,4769.711,4199.2974,0.003928162,4581.7563,0.022494618,[ 2.985e-04  7.355e-01 -2.304e+00 -1.839e+00],10.0,4575.4272,0.4189424,1.0839181,82.2889,0.010839182,229.86078,-1.0,4811.6177,4458360.5,2246.1146013736725
,100,1.3893977,56,5600,446.56,,1426605,0.0007526809,1.9634137,1343.4252,4462.993311696184,8.258045,10.0,0.07526809,41.88229,4999.4937,5495.025,4989.514,3850.6821,0.013893978,4453.0137,0.08258045,[ 0.015  0.72  -2.349 -1.809],10.0,4637.044,0.4189424,1.1794719,50.9317,0.01179472,9.979718,-1.0,4462.9937,50822292.0,2300.4165267944336
,100,153.26823,57,5700,467.73,,1473378,5.522624e-07,1387.0428,1125.9713,4675.565783217629,1496.7593,10.0,5.522624e-05,1.6121991,4999.4834,97879.36,4999.4834,4063.2563,1.5326824,4675.5654,14.967592,[-3.353e-04  7.630e-01 -2.370e+00 -1.883e+00],10.0,75075.11,0.4189424,19.619633,0.072095826,0.19619629,,-1.0,4675.5654,593099800000.0,2355.9510037899017
,100,1.3654612,58,5800,480.44,,1521422,4.3441225e-05,3.185621,604.7515,4802.041177783252,7.1460757,10.0,0.0043441225,47.010666,4999.498,5949.6797,3720.1182,4189.73,0.013654613,3522.6611,0.07146075,[-0.038  0.827 -2.377 -1.832],10.0,4856.808,0.4189424,1.2861255,31.391054,0.012861256,1279.3799,-1.0,4802.041,25034496.0,2412.1865339279175
,100,0.72948563,59,5900,454.71,,1566893,0.0022360764,1.4699031,1243.9951,4544.698355656878,4.894394,10.0,0.22360764,70.53089,4999.5425,5375.9033,4759.765,3932.3818,0.007294857,4304.921,0.048943937,[-0.019  0.847 -2.364 -1.817],10.0,4633.5337,0.4189424,1.1285557,68.03169,0.011285556,239.77719,-1.0,4544.698,14154462.0,2464.6033799648285
,100,0.667878,60,6000,480.3,,1614923,0.0013709831,1.4907602,817.3392,4801.382895391645,3.2127802,10.0,0.13709831,71.46038,4999.5703,5140.453,4999.5703,4189.0635,0.0066787796,4801.3823,0.0321278,[-0.006  0.828 -2.487 -1.817],10.0,4392.831,0.4189424,1.0568315,67.07987,0.010568316,,-1.0,4801.3823,12053594.0,2525.543841123581
,100,31.322493,61,6100,471.06,,1662029,5.224705e-06,146.40958,1075.3359,4708.815517633915,314.6739,10.0,0.0005224705,1.8129932,4999.4683,20926.88,4999.4683,4096.5083,0.3132249,4708.8154,3.1467388,[ 0.003  0.823 -2.528 -1.843],10.0,13517.973,0.4189424,4.256253,0.6830154,0.042562522,,-1.0,4708.8154,24774427000.0,2582.6407010555267
,100,0.1787394,62,6200,460.65,,1708094,0.0059365747,1.0374401,1158.993,4604.487503672109,1.4465761,10.0,0.5936575,96.990326,4999.6196,4684.026,4999.6196,3992.1614,0.001787394,4604.488,0.01446576,[ 0.024  0.716 -2.52  -1.82 ],10.0,4060.3425,0.4189424,1.01467,96.39111,0.0101467,,-1.0,4604.488,2186857.8,2636.5558564662933
,100,35.734787,63,6300,486.62,,1756756,2.2906036e-06,243.33572,671.068,4864.874265387,359.53925,10.0,0.00022906036,1.5061535,4999.571,22032.514,4729.8394,4252.554,0.35734785,4595.1426,3.5953925,[ 0.028  0.728 -2.551 -1.834],10.0,12480.8,0.4189424,4.418972,0.41095486,0.04418972,269.73135,-1.0,4864.874,28859120000.0,2694.9335718154907
,100,13.390215,64,6400,482.89,,1805045,0.000106376065,25.606314,799.4066,4827.5952041787095,129.70584,10.0,0.0106376065,3.400379,4999.5615,12478.5,4999.5615,4215.2764,0.13390215,4827.595,1.2970583,[ 0.034  0.627 -2.576 -1.827],10.0,9380.003,0.4189424,2.5122538,3.9052868,0.025122538,,-1.0,4827.595,4527695400.0,2763.7586448192596
,100,21.086987,65,6500,495.01,,1854546,0.00015074901,14.2869215,497.41418,4949.208104253408,212.21667,10.0,0.015074901,1.9930403,4999.6084,14985.638,4999.6084,4336.8833,0.21086983,4949.208,2.1221666,[ 0.034  0.506 -2.597 -1.698],10.0,12671.171,0.4189424,3.0070736,6.9994087,0.03007073,,-1.0,4949.208,11227037000.0,2836.7363238334656
,100,12.7473755,66,6600,494.89,,1904035,0.00017362494,16.001019,429.36508,4947.933480649284,114.668175,10.0,0.017362494,3.649627,4999.551,12386.295,4229.805,4335.616,0.12747374,4178.188,1.1466817,[ 0.011  0.449 -2.607 -1.568],10.0,9936.947,0.4189424,2.4809518,6.2496023,0.024809515,769.7455,-1.0,4947.9336,2939615200.0,2907.172660589218
,100,1.3761427,67,6700,492.74,,1953309,0.00039352317,2.1394129,526.09985,4926.328168390817,8.430678,10.0,0.039352316,44.473225,4999.5684,5993.648,4999.5684,4314.009,0.013761427,4926.3286,0.084306784,[ 0.02   0.355 -2.575 -1.5  ],10.0,5098.0244,0.4189424,1.2315769,46.741795,0.012315769,,-1.0,4926.3286,44184690.0,2977.3111987113953
,100,1.7344649,68,6800,481.72,,2001481,0.0004207951,2.9677823,826.45575,4815.850662844887,9.164995,10.0,0.042079512,35.828117,4999.5547,6294.3315,4989.575,4203.5327,0.017344648,4805.871,0.09164995,[ 0.015  0.359 -2.585 -1.452],10.0,5239.476,0.4189424,1.2960002,33.695194,0.012960003,9.979638,-1.0,4815.8506,76496536.0,3048.5165836811066
,100,0.7790938,69,6900,473.5,,2048831,0.002379469,1.4226401,1040.9104,4733.498746915345,4.748651,10.0,0.23794691,64.89096,4999.586,5050.3843,4999.586,4121.1763,0.007790938,4733.4985,0.04748651,[ 0.034  0.316 -2.563 -1.431],10.0,4320.0405,0.4189424,1.0591865,70.29185,0.010591865,,-1.0,4733.4985,16571786.0,3129.709373474121
,100,9.281265,70,7000,483.94,,2097225,1.8569359e-06,21.760279,802.95496,4838.219659842242,88.326614,10.0,0.0001856936,4.594023,4999.5513,10075.681,4999.5513,4225.9023,0.09281265,4838.2197,0.88326615,[ 0.024  0.306 -2.562 -1.393],10.0,7219.3477,0.4189424,2.036648,4.5955296,0.02036648,,-1.0,4838.2197,2176447500.0,3209.1532459259033
