EpThisIter,InitialReturnMean,StdIW,ReturnMeanIW,InitialReturnStd,WReturnMean,MinIW,ESSRenyiHarmonic,ReturnStepMaxmin,TimeElapsed,Inner Iteration,ReturnStepMax,VarianceInitializer,MeanEntropy,Penalization,MeanD2-0,EmpiricalD2Arithmetic,InitialBound,EpRewMean,LearnableVariance,MaxIW,Weights,TimestepsSoFar,StdWReturnMean,MeanIW,Bound,EpLenMean,Iteration,MinTargetPdf,EmpiricalD2Harmonic,EpisodesSoFar,InitialReturnMin,DivergenceHarmonic,InitialReturnMax,ESSRenyiArithmetic,MinBehavPdf
100,85.648476,722893.2,617652030.0,60.130016,10951.279,0.053996988,100.0,9.999998,1.3875634670257568,1,9.999998,-1,0.4189424,True,1.0,1.0,-17234.752,85.64847579036704,,7121638.5,[-0. -0.  0. -0.],957,,94789.94,-6963191000000000.0,9.57,1,-15.862925,1.0,100,9.980229,1.2280547e+24,329.89825,100.0,-15.862925
100,107.527275,219.06432,1584958.2,80.38155,18023.309,0.17589194,100.0,9.999999,3.5078959465026855,1,9.999999,-1,0.4189424,True,1.0,1.0,-25502.541,107.52726596643507,,1433.9067,[-0.075 -0.201 -0.105 -0.439],2133,,90.23867,-160955930000000.0,11.76,2,-18.564663,1.0,200,19.960995,4.631274e+20,359.92224,100.0,-18.564663
100,415.39578,134.15897,10270850.0,188.9637,208260.94,0.16055438,100.0,10.0,5.94881534576416,1,10.0,-1,0.4189424,True,1.0,1.0,-265968.9,415.3957915963785,,923.33795,[-0.428  0.273 -0.56  -1.106],6389,,57.87081,-4096316400000.0,42.56,3,-39.99036,1.0,300,19.967052,5038662000000000.0,999.7645,100.0,-39.99036
100,509.17987,9381926.0,420295180000.0,196.29192,297794.7,0.29484376,100.0,9.999999,8.572188138961792,1,9.999999,-1,0.4189424,True,1.0,1.0,-353212.66,509.1799009078722,,87685290.0,[-0.373  0.381 -0.578 -1.128],11583,,1689601.0,-8.3757595e+22,51.94,4,-49.147575,1.0,400,19.972916,2.284281e+36,979.72687,100.0,-49.147575
100,699.3031,81458540.0,7351745600000.0,399.16388,648356.56,0.1101654,100.0,10.0,10.98253846168518,1,10.0,-1,0.4189424,True,1.0,1.0,-890820.25,699.3030929843123,,747136830.0,[-0.186  0.397 -0.609 -1.29 ],18679,,12359718.0,-4.0997854e+20,70.96,5,-85.56508,1.0,500,9.97976,2.8591183e+30,2049.2874,100.0,-85.56508
100,1079.1863,108090.76,65951277000.0,626.07306,1556610.6,0.025223738,100.0,10.0,16.76212191581726,1,10.0,-1,0.4189424,True,1.0,1.0,-2062218.9,1079.1863451253791,,886934.25,[-0.153  0.574 -0.978 -1.576],29575,,21941.56,-2.896137e+20,108.96,6,-125.454285,1.0,600,9.980694,3.2810647e+29,2959.2808,100.0,-125.454285
100,1027.9043,323.96024,169398380.0,496.51816,1303117.5,0.023767931,100.0,10.0,21.82044291496277,1,10.0,-1,0.4189424,True,1.0,1.0,-1749158.4,1027.9043148015578,,2240.8596,[-0.239  0.499 -1.005 -1.617],39957,,116.30368,-24700619000.0,103.82,7,-131.1783,1.0,700,9.980497,3024777700.0,2779.499,100.0,-131.1783
100,956.05835,8399026.0,785876060000.0,413.8864,1085349.5,0.05704241,100.0,10.0,26.177507162094116,1,10.0,-1,0.4189424,True,1.0,1.0,-1496819.2,956.0583491485834,,83603210.0,[-0.313  0.483 -1.06  -1.7  ],49620,,972674.5,-6.4884943e+16,96.63,8,-116.73973,1.0,800,19.962173,2.4865993e+22,2669.6123,100.0,-116.73973
100,695.68646,308829.38,43864355000.0,247.15228,545064.0,0.17644854,100.0,10.0,29.623079776763916,1,10.0,-1,0.4189424,True,1.0,1.0,-674924.6,695.6865302233939,,2696580.8,[-0.426  0.433 -1.072 -1.71 ],56679,,50040.5,-13091925000000.0,70.59,9,-72.63716,1.0,900,29.954449,1.0095783e+16,1499.748,100.0,-72.63716
100,584.9796,94.30706,14096001.0,204.6521,384083.62,0.17260458,100.0,10.0,32.79313778877258,1,10.0,-1,0.4189424,True,1.0,1.0,-478639.28,584.9796303385212,,472.48804,[-0.537  0.395 -1.078 -1.667],62631,,37.180164,-4727700000.0,59.52,10,-61.957565,1.0,1000,9.98136,2485042200.0,1279.745,100.0,-61.957565
