MinTargetPdf,EmpiricalD2Harmonic,InitialReturnMax,InitialReturnStd,Inner Iteration,LearnableVariance,MeanEntropy,EmpiricalD2Arithmetic,Weights,ReturnMeanIW,Penalization,StdWReturnMean,WReturnMean,StdIW,InitialReturnMean,InitialReturnMin,MinBehavPdf,TimeElapsed,TimestepsSoFar,EpRewMean,EpLenMean,ReturnStepMaxmin,MaxIW,VarianceInitializer,Iteration,ReturnStepMax,MeanIW,MeanD2-0,ESSRenyiArithmetic,MinIW,ESSRenyiHarmonic,DivergenceHarmonic,InitialBound,Bound,EpThisIter,EpisodesSoFar
-216.30489,1.0,4998.9526,1013.5241,1,,0.4189424,1.0,[-0.073  0.382 -1.266 -1.697],496099070.0,True,,4167670.8,329.35907,1772.1288,349.64526,-216.30489,86.38776659965515,262981,1772.1286752155358,178.23,10.0,2246.303,-1,35,10.0,130.14438,1.0,100.0,0.09414252,100.0,1.40034626e+17,-5610455.0,-539902760000000.0,100,3500
-226.47043,1.0,4999.285,1356.9872,1,,0.4189424,1.0,[-0.011  0.375 -1.272 -1.701],31387938.0,True,,5127294.5,5.926257,1812.6998,9.9798355,-226.47043,92.12058734893799,281209,1812.6997783805234,182.28,10.0,46.532402,-1,36,10.0,3.79256,1.0,100.0,0.1608962,100.0,899807000000000.0,-6570270.5,-43284278000000.0,100,3600
-213.78899,1.0,4998.1367,1136.2682,1,,0.4189424,1.0,[-0.054  0.363 -1.316 -1.699],3297047300.0,True,,4955628.5,2174.6045,1914.2946,19.96386,-213.78899,97.42663407325745,300457,1914.2943813016873,192.48,10.0,18485.137,-1,37,10.0,696.4196,1.0,100.0,0.023252979,100.0,2.5309701e+17,-6397942.5,-725606340000000.0,100,3700
-230.4341,1.0,4999.295,1430.7527,1,,0.4189424,1.0,[-0.002  0.395 -1.33  -1.703],127467000.0,True,,6008971.5,22.04094,1990.4567,19.958963,-230.4341,103.31899237632751,320463,1990.4567469031942,200.06,10.0,167.39583,-1,38,10.0,10.33892,1.0,100.0,0.022744846,100.0,8.414192e+20,-7451955.0,-4.185652e+16,100,3800
-194.83754,1.0,4998.645,1100.6501,1,,0.4189424,1.0,[-0.06   0.383 -1.343 -1.717],3912491000.0,True,,5530048.5,2369.3467,2078.1287,9.980767,-194.83754,109.13595414161682,341348,2078.128578171574,208.85,10.0,15510.329,-1,39,10.0,908.2879,1.0,100.0,0.0339394,100.0,8.854142e+28,-6972657.0,-4.292568e+20,100,3900
-217.32756,1.0,4999.012,1352.5668,1,,0.4189424,1.0,[ 1.557e-03  3.914e-01 -1.344e+00 -1.722e+00],41216470.0,True,,5086999.5,9.207886,1804.8722,9.982932,-217.32756,114.9510338306427,359498,1804.8720708878752,181.5,10.0,54.054363,-1,40,10.0,6.1171126,1.0,100.0,0.13235264,100.0,3680215300.0,-6529818.5,-87568690000.0,100,4000
-236.63145,1.0,4999.1367,1345.5729,1,,0.4189424,1.0,[-0.044  0.366 -1.361 -1.752],6064509000.0,True,,6738326.0,4112.9585,2219.8557,329.72675,-236.63145,121.45737886428833,381797,2219.855791669959,222.99,10.0,28149.074,-1,41,10.0,1085.6509,1.0,100.0,0.071086355,100.0,2.2386094e+19,-8181219.5,-6826827000000000.0,100,4100
-216.74474,1.0,4999.435,1373.1631,1,,0.4189424,1.0,[ 0.014  0.375 -1.37  -1.769],44848090.0,True,,5339408.5,7.9664545,1858.4487,,-216.74474,126.75377058982849,400484,1858.448684741827,186.87,10.0,42.264923,-1,42,10.0,6.2309117,1.0,100.0,0.022919038,100.0,28037095000.0,-6782472.0,-241673110000.0,100,4200
-247.2282,1.0,4999.339,1249.2473,1,,0.4189424,1.0,[-0.028  0.332 -1.383 -1.78 ],22130078000.0,True,,6574092.0,12041.628,2239.0789,9.9815235,-247.2282,131.9648106098175,422974,2239.0785636495993,224.9,10.0,115382.25,-1,43,10.0,2472.2483,1.0,100.0,0.13459699,100.0,1.9851016e+20,-8017102.0,-2.033089e+16,100,4300
-224.87802,1.0,4997.8643,1182.6696,1,,0.4189424,1.0,[ 0.033  0.343 -1.393 -1.783],28480310.0,True,,4037133.0,10.529711,1624.3235,39.927837,-224.87802,136.9473283290863,439323,1624.3232708546088,163.49,10.0,79.34414,-1,44,10.0,7.1279035,1.0,100.0,0.2708933,100.0,175447760.0,-5479288.0,-19130628000.0,100,4400
-238.97641,1.0,4999.294,1501.9806,1,,0.4189424,1.0,[-0.019  0.316 -1.404 -1.802],53601980000.0,True,,9061740.0,32441.908,2608.792,19.9606,-238.97641,144.71102738380432,465505,2608.7917723869464,261.82,10.0,204233.72,-1,45,10.0,9048.304,1.0,100.0,0.12442584,100.0,3.386712e+27,-10504727.0,-8.39742e+19,100,4500
-240.38902,1.0,4999.336,1249.232,1,,0.4189424,1.0,[ 0.042  0.324 -1.415 -1.807],15180064.0,True,,4872590.5,3.0419257,1819.893,319.66876,-240.38902,150.49929404258728,483807,1819.8928837735616,183.02,10.0,17.832582,-1,46,10.0,4.2620273,1.0,100.0,0.16562408,100.0,687201100.0,-6315596.0,-37842534000.0,100,4600
-225.37114,1.0,4999.1826,1355.8069,1,,0.4189424,1.0,[-0.019  0.315 -1.426 -1.801],172980320000.0,True,,7597240.5,113421.47,2399.7976,19.961765,-225.37114,157.276127576828,507905,2399.7975990377167,240.98,10.0,1059595.5,-1,47,10.0,23394.512,1.0,100.0,0.093096845,100.0,1.1518197e+26,-9040161.0,-1.5485657e+19,100,4700
-205.88852,1.0,4999.345,1246.3926,1,,0.4189424,1.0,[ 0.043  0.324 -1.432 -1.806],17194544.0,True,,4286796.5,6.417486,1653.27,9.9823675,-205.88852,162.30042505264282,524541,1653.270125028352,166.36,10.0,41.705013,-1,48,10.0,4.2264814,1.0,100.0,0.06628404,100.0,7597973000.0,-5729806.0,-125798040000.0,100,4800
-234.15431,1.0,4999.21,1537.8066,1,,0.4189424,1.0,[-0.012  0.353 -1.439 -1.799],19850721000.0,True,,8551363.0,5668.578,2487.2703,9.982087,-234.15431,169.30203127861023,549511,2487.2702984002112,249.7,10.0,51976.71,-1,49,10.0,844.6023,1.0,100.0,0.34220356,100.0,1.5751223e+33,-9994301.0,-5.726632e+22,100,4900
-212.67477,1.0,4999.355,1081.0347,1,,0.4189424,1.0,[-0.067  0.359 -1.461 -1.816],1098586600.0,True,,4604522.0,1733.8516,1853.6144,9.980181,-212.67477,174.9576437473297,568150,1853.6143874649547,186.39,10.0,13268.813,-1,50,10.0,454.33945,1.0,100.0,0.0772389,100.0,3.0747974e+16,-6047538.5,-253033170000000.0,100,5000
-231.67386,1.0,4999.1562,1656.4666,1,,0.4189424,1.0,[-0.012  0.388 -1.462 -1.811],972594600000.0,True,,9401190.0,363030.25,2580.176,29.945156,-231.67386,182.43497323989868,594040,2580.176187213226,258.9,10.0,3643626.5,-1,51,10.0,38981.01,1.0,100.0,0.13366064,100.0,5.743812e+30,-10844098.0,-3.4580634e+21,100,5100
-230.71053,1.0,4999.383,1229.9714,1,,0.4189424,1.0,[-0.069  0.372 -1.483 -1.812],1177938400.0,True,,6053694.0,968.9045,2130.9304,,-230.71053,188.46548128128052,615452,2130.9303274338013,214.12,10.0,8016.138,-1,52,10.0,370.9994,1.0,100.0,0.12018066,100.0,1.556858e+20,-7496729.0,-1.8005147e+16,100,5200
-244.00653,1.0,4999.3755,1698.5035,1,,0.4189424,1.0,[-0.01   0.393 -1.485 -1.809],13537514000.0,True,,11071394.0,4394.6924,2861.2024,,-244.00653,196.25637698173523,644148,2861.202589584639,286.96,10.0,43843.645,-1,53,10.0,556.9702,1.0,100.0,0.010430842,100.0,8.0953315e+26,-12514430.0,-4.1057092e+19,100,5300
-212.36832,1.0,4999.2793,1306.5201,1,,0.4189424,1.0,[-0.054  0.398 -1.578 -1.88 ],1339765500.0,True,,7384195.0,646.48395,2382.6875,9.981961,-212.36832,203.45193529129028,668075,2382.6876333443106,239.27,10.0,5441.772,-1,54,10.0,220.16698,1.0,100.0,0.07347281,100.0,77813055000000.0,-8827172.0,-12729934000000.0,100,5400
-235.98474,1.0,4999.198,1660.761,1,,0.4189424,1.0,[-0.016  0.445 -1.58  -1.867],75142636000.0,True,,14351746.0,18561.639,3404.9404,,-235.98474,212.98995399475098,702201,3404.940339800763,341.26,10.0,146061.73,-1,55,10.0,4793.859,1.0,100.0,0.24968047,100.0,9.368038e+26,-15794684.0,-4.4163595e+19,100,5500
-223.62006,1.0,4999.321,1542.6285,1,,0.4189424,1.0,[ 0.036  0.446 -1.613 -1.879],3526141400000.0,True,,8597091.0,3064289.8,2493.469,,-223.62006,219.62470293045044,727229,2493.468985084899,250.28,10.0,30801456.0,-1,56,10.0,313290.8,1.0,100.0,0.06724162,100.0,1.151912e+29,-10040092.0,-4.8974616e+20,100,5600
-243.55484,1.0,4999.5146,1429.0712,1,,0.4189424,1.0,[-0.057  0.523 -1.64  -1.864],17486590000.0,True,,10857353.0,7612.933,2969.025,29.943287,-243.55484,227.13788771629333,757012,2969.0249227343024,297.83,10.0,64078.945,-1,57,10.0,1779.3096,1.0,100.0,0.07688614,100.0,1.0650208e+18,-12300470.0,-1489289700000000.0,100,5700
-239.04617,1.0,4999.272,1667.0419,1,,0.4189424,1.0,[-0.01   0.56  -1.65  -1.848],1022055940.0,True,,11242300.0,328.63693,2909.1704,9.980124,-239.04617,235.03621220588684,786187,2909.1702055785677,291.75,10.0,2891.184,-1,58,10.0,57.22736,1.0,100.0,0.013162501,100.0,2.8887512e+21,-12685276.0,-7.755467e+16,100,5800
-229.66095,1.0,4999.41,1273.5872,1,,0.4189424,1.0,[-0.071  0.561 -1.66  -1.84 ],9900801000.0,True,,10365642.0,3330.737,2956.9607,289.7295,-229.66095,242.88158655166626,815853,2956.960854024496,296.66,10.0,21587.914,-1,59,10.0,1329.4823,1.0,100.0,0.07108852,100.0,1.927932e+20,-11808699.0,-2.0036553e+16,100,5900
-248.59872,1.0,4999.5396,1684.0946,1,,0.4189424,1.0,[-0.012  0.554 -1.668 -1.855],4308915700.0,True,,13366684.0,1379.153,3245.0747,9.983527,-248.59872,252.5752878189087,848382,3245.0747866289294,325.29,10.0,10522.715,-1,60,10.0,220.4435,1.0,100.0,0.11981995,100.0,4.2676614e+22,-14809817.0,-2.9812224e+17,100,6000
-244.6203,1.0,4999.467,1507.9186,1,,0.4189424,1.0,[-0.068  0.558 -1.694 -1.861],28005968000.0,True,,10896050.0,9490.301,2936.364,,-244.6203,260.7863667011261,877837,2936.3639411599347,294.55,10.0,73882.82,-1,61,10.0,3169.551,1.0,100.0,0.07646028,100.0,4.5696543e+19,-12339139.0,-9755053000000000.0,100,6100
-226.42621,1.0,4999.415,1535.0818,1,,0.4189424,1.0,[-0.009  0.577 -1.699 -1.868],277295200.0,True,,14536699.0,44.487263,3490.0178,289.73868,-226.42621,270.42897486686707,912807,3490.0176074157494,349.7,10.0,285.43723,-1,62,10.0,18.339302,1.0,100.0,0.09879307,100.0,55856692.0,-15979762.0,-11062176000.0,100,6200
-229.07414,1.0,4999.5693,1375.8481,1,,0.4189424,1.0,[-0.024  0.521 -1.713 -1.888],415211100000.0,True,,16931492.0,196725.19,3877.955,279.77252,-229.07414,281.4180941581726,951656,3877.954902134849,388.49,10.0,1966308.9,-1,63,10.0,23312.488,1.0,100.0,0.49458286,100.0,3.8046482e+28,-18374648.0,-2.8148926e+20,100,6300
-232.02075,1.0,4999.106,1125.0865,1,,0.4189424,1.0,[-0.081  0.507 -1.728 -1.901],6412584000.0,True,,8458343.0,4843.5396,2681.8877,,-232.02075,289.03468918800354,978578,2681.8878842374415,269.22,10.0,45624.273,-1,64,10.0,1265.1031,1.0,100.0,0.04374561,100.0,5.0983953e+29,-9901222.0,-1.0302456e+21,100,6400
-258.30588,1.0,4999.475,1551.0924,1,,0.4189424,1.0,[-0.019  0.51  -1.73  -1.904],1221822300.0,True,,16326548.0,299.03693,3731.0403,309.76282,-258.30588,298.7906744480133,1015954,3731.04029121884,373.76,10.0,2761.6511,-1,65,10.0,54.812687,1.0,100.0,0.016194105,100.0,693879940.0,-17769648.0,-39234666000.0,100,6500
-248.58542,1.0,4999.4707,1497.3105,1,,0.4189424,1.0,[ 0.007  0.465 -1.743 -1.936],1124200100.0,True,,18157172.0,212.50096,3989.3904,339.74823,-248.58542,309.0061104297638,1055899,3989.390131246301,399.45,10.0,1768.0466,-1,66,10.0,49.6608,1.0,100.0,0.006817788,100.0,9.972649e+27,-19600272.0,-1.4410952e+20,100,6600
-242.9438,1.0,4999.323,1226.5432,1,,0.4189424,1.0,[-0.054  0.45  -1.749 -1.934],80680290.0,True,,10947246.0,26.706089,3072.9204,19.959677,-242.9438,317.7945668697357,1086723,3072.920170226114,308.24,10.0,219.59328,-1,67,10.0,13.352904,1.0,100.0,0.05684127,100.0,57287340.0,-12390253.0,-11002402000.0,100,6700
-245.44388,1.0,4999.4746,1425.6136,1,,0.4189424,1.0,[-0.023  0.453 -1.749 -1.938],169667600.0,True,,17295548.0,29.95239,3906.8118,39.925934,-245.44388,328.6292736530304,1125849,3906.811523977865,391.26,10.0,166.94435,-1,68,10.0,13.724369,1.0,100.0,0.19013248,100.0,179837280.0,-18738648.0,-19521761000.0,100,6800
-250.71461,1.0,4999.4443,1532.1952,1,,0.4189424,1.0,[ 0.008  0.451 -1.751 -1.94 ],634831000.0,True,,18366554.0,68.13552,4002.3657,39.942253,-250.71461,339.03161454200745,1165920,4002.3657032283,400.71,10.0,479.37604,-1,69,10.0,29.73062,1.0,100.0,0.5642284,100.0,2.0127235e+34,-19809638.0,-2.047269e+23,100,6900
-227.006,1.0,4999.383,1326.9883,1,,0.4189424,1.0,[-0.053  0.453 -1.761 -1.949],58468584.0,True,,10021082.0,12.596351,2874.0535,19.972942,-227.006,346.3752791881561,1194755,2874.053634560471,288.35,10.0,102.83731,-1,70,10.0,8.637165,1.0,100.0,0.06059591,100.0,73104264.0,-11464122.0,-12396432000.0,100,7000
-249.21785,1.0,4999.3467,1502.0795,1,,0.4189424,1.0,[-0.022  0.453 -1.762 -1.954],11539668000.0,True,,16313934.0,3679.5293,3749.3586,19.963877,-249.21785,356.68245577812195,1232319,3749.3588620176943,375.64,10.0,28012.818,-1,71,10.0,873.1047,1.0,100.0,0.015830562,100.0,2755559000000.0,-17756960.0,-2406899300000.0,100,7100
-234.86847,1.0,4999.3,1738.5519,1,,0.4189424,1.0,[ 0.008  0.505 -1.762 -1.937],253388460.0,True,,14673163.0,26.847496,3413.2976,279.81366,-234.86847,366.1853668689728,1266516,3413.297658024922,341.97,10.0,222.28519,-1,72,10.0,14.8031435,1.0,100.0,0.010775098,100.0,2.6545113e+27,-16116159.0,-7.434471e+19,100,7200
