EpLenMean,InitialBound,MaxIWNorm,TimestepsSoFar,InitialReturnMean,VarianceInit,MeanIW,OptimizationReturnMean,ESSRenyi,MeanIWNorm,TimeElapsed,EpRewMean,ReturnMeanIW,ESSClassic,MinIWNorm,StdIWNorm,Iteration,Bound,MaxIW,InitialReturnMin,MeanEntropy,InitialReturnStd,EpThisIter,Weights,LearnableVariance,EpisodesSoFar,StdIW,ReturnStepMaxmin,EmpiricalD2,OptimizationReturnMin,MinIW,InitialReturnMax,ReturnStepMax,OptimizationReturnMax,J_sample_variance
73.88,528.9649,0.8943193,43492,728.5443,-1,2.6310084,728.5443,3.4272404,0.026310084,14.640259742736816,728.5443119368074,3195.1785,4.1882453,1.3016722e-06,0.12583908,11,2117.1172,89.43193,,0.32486326,275.77332,100,[-0.5    0.576 -1.188 -1.308 -0.95 ],True,1100,12.583908,10.0,29.177994,,0.00013016723,1629.5591,10.0,1629.5591,329571650.0
84.13,610.6221,0.14860849,51905,831.0368,-1,1.1865342,821.056,36.019806,0.011865342,17.25097680091858,831.0368702572918,1111.9917,29.900309,0.0006177929,0.01816772,12,744.73474,14.860849,9.9807625,0.35494727,296.86725,100,[-0.452  0.536 -1.206 -1.34  -1.094],True,1200,1.8167722,10.0,2.7762504,,0.06177929,1799.6792,10.0,1789.6985,4789558.5
89.31,609.79675,0.90931636,60836,882.81177,-1,2.0930717,882.81177,5.463756,0.020930713,19.052299737930298,882.811884207409,2833.649,4.799112,7.85523e-05,0.09322323,13,1665.6538,90.93164,,0.36351442,376.15057,100,[-0.454  0.578 -1.216 -1.32  -1.064],True,1300,9.322323,10.0,18.302427,,0.00785523,2229.1592,10.0,2229.1592,279677570.0
91.08,640.90186,0.07067289,69944,900.51025,-1,1.2645912,900.51025,45.419006,0.01264591,21.140506505966187,900.5102389982299,1213.805,47.259056,0.00026383463,0.013359234,14,828.5929,7.0672894,,0.31503594,430.50946,100,[-0.383  0.56  -1.195 -1.38  -1.055],True,1400,1.3359234,10.0,2.2017214,,0.026383463,2119.6938,10.0,2119.6938,2920939.8
102.03,676.9635,17.193184,80147,1010.0239,-1,17.656784,990.06134,0.11073804,0.17656784,23.05358338356018,1010.0239382049059,18335.502,1.0545944,8.598348e-08,1.710278,15,8326.875,1719.3184,19.962559,0.19071345,448.24698,100,[-0.375  0.542 -1.18  -1.431 -1.104],True,1500,171.02779,10.0,903.03204,,8.598348e-06,2719.4263,10.0,2699.4636,30733021000.0
107.36,770.6749,4.509578,90883,1063.328,-1,5.990404,1043.3662,0.6389075,0.059904043,25.28799319267273,1063.3279564195884,8326.658,1.7503864,9.581614e-06,0.44880176,16,4665.37,450.95786,19.961704,0.27552766,425.93875,100,[-0.308  0.532 -1.198 -1.487 -1.228],True,1600,44.880184,10.0,156.51718,,0.0009581614,2389.5015,10.0,2369.5398,4693275000.0
99.36,738.42944,0.022628136,100819,983.3423,-1,1.0208569,963.37866,90.568634,0.010208569,27.615965127944946,983.3422481704107,1008.8572,89.02796,0.0039962293,0.0035838136,17,751.50806,2.2628136,19.963615,0.26999968,340.96448,100,[-0.348  0.532 -1.19  -1.429 -1.143],True,1700,0.35838136,10.0,1.104135,,0.39962295,1999.7048,10.0,1979.7412,299086.88
101.76,715.91205,0.05140078,110995,1007.3484,-1,1.181289,997.3672,66.24324,0.011812891,29.420355796813965,1007.3483437415758,1177.9697,65.23879,0.0017812978,0.008622846,18,819.89575,5.140078,9.981114,0.25992212,419.41495,100,[-0.337  0.523 -1.2   -1.448 -1.149],True,1800,0.86228454,10.0,1.509588,,0.17812979,2379.5671,10.0,2369.586,1066411.2
112.64,813.68585,0.044058435,122259,1116.108,-1,1.1588867,1086.1583,68.20517,0.011588867,31.864783763885498,1116.10807617666,1310.6907,68.06141,0.001662066,0.007938681,19,944.50195,4.4058437,29.949787,0.24058403,435.16885,100,[-0.361  0.556 -1.205 -1.422 -1.159],True,1900,0.7938682,10.0,1.4661646,,0.1662066,2469.2666,10.0,2439.317,1164093.2
98.96,697.6698,0.04887227,132155,979.3293,-1,1.1044056,979.3293,59.637127,0.011044055,33.876662254333496,979.329251780673,1160.0449,61.11994,0.0019013619,0.008808471,20,795.3196,4.887227,,0.24061617,386.81952,100,[-0.359  0.555 -1.242 -1.361 -1.178],True,2000,0.88084704,10.0,1.6768078,,0.1901362,2299.7397,10.0,2299.7397,1513732.4
109.27,782.3926,0.037986003,143082,1082.4094,-1,1.1492925,1032.4934,73.95203,0.011492924,35.777074098587036,1082.4093581657887,1283.3127,75.710625,0.0022333362,0.006509692,21,934.43713,3.7986002,49.915928,0.22513343,355.83145,100,[-0.345  0.567 -1.253 -1.347 -1.178],True,2100,0.6509692,10.0,1.352228,,0.22333363,2449.6274,10.0,2399.7114,774711.5
112.73,710.49255,0.056885194,154355,1117.0288,-1,1.1861309,1107.0461,65.55852,0.011861308,37.90899586677551,1117.0287430746348,1334.1984,62.321915,0.0021594183,0.0092226695,22,832.10486,5.6885195,9.98257,0.24025063,482.09418,100,[-0.364  0.6   -1.276 -1.43  -1.194],True,2200,0.922267,10.0,1.5253547,,0.21594183,3319.3535,10.0,3309.3708,1914506.6
111.27,790.1625,0.08529625,165482,1102.3966,-1,1.2252787,1062.4647,42.00297,0.012252787,39.90385866165161,1102.3965431481215,1487.0922,42.214863,0.0006018816,0.014335415,23,1005.3218,8.529625,39.931866,0.21657352,366.90332,100,[-0.387  0.633 -1.3   -1.416 -1.179],True,2300,1.4335415,10.0,2.380784,,0.06018816,2549.3796,10.0,2509.4478,6110720.0
114.44,792.4746,0.115839995,176926,1134.1022,-1,1.0766319,1134.1022,52.351204,0.010766318,42.2848002910614,1134.102223278345,1385.143,41.24686,0.0009314895,0.012849531,24,912.9828,11.584,,0.26112458,440.42737,100,[-0.403  0.675 -1.295 -1.385 -1.202],True,2400,1.2849532,10.0,1.9101757,,0.093148954,2789.376,10.0,2789.376,10690524.0
104.86,746.8769,0.080280006,187412,1038.3018,-1,1.4035387,1028.321,41.805473,0.014035387,44.52941012382507,1038.3017950668564,1401.6462,44.575806,0.0009501145,0.015650364,25,950.923,8.028001,9.980774,0.26981765,379.34286,100,[-0.413  0.673 -1.311 -1.391 -1.158],True,2500,1.5650364,10.0,2.3920312,,0.09501145,2379.4739,10.0,2369.4932,2347522.8
118.51,887.0599,0.024820533,199263,1174.8085,-1,1.0351146,1144.8551,85.97355,0.010351146,46.81108617782593,1174.808422654091,1255.489,88.64924,0.00452032,0.0037039383,26,945.15424,2.4820533,29.953358,0.27675313,411.19424,100,[-0.411  0.653 -1.326 -1.453 -1.149],True,2600,0.37039384,10.0,1.1631484,,0.452032,2349.4553,10.0,2319.502,496249.53
114.1,760.9446,0.033001937,210673,1130.6968,-1,1.1106639,1080.7913,76.531395,0.011106636,48.728198289871216,1130.696847774995,1245.2844,78.745895,0.0025989253,0.005770189,27,822.62463,3.3001938,49.905693,0.2844096,443.31326,100,[-0.402  0.657 -1.334 -1.461 -1.142],True,2700,0.577019,10.0,1.3066533,,0.25989252,3019.0142,10.0,2969.1084,654260.7
102.56,710.4374,129.99817,220929,1015.3237,-1,130.5573,1015.3237,0.0004199973,1.3055729,50.61688160896301,1015.3237274137812,188914.31,1.0086173,9.353604e-13,12.934114,28,40144.547,12999.817,,0.09664911,394.48587,100,[-0.421  0.661 -1.335 -1.452 -1.135],True,2800,1293.4109,10.0,238096.78,,9.353604e-11,2489.3862,10.0,2489.3862,3551951800000.0
133.27,1023.6185,2.8881316,234256,1322.4083,-1,4.872353,492.66885,0.68408495,0.04872353,52.90032339096069,1322.4082438416417,7276.655,2.3467197,3.1727345e-07,0.31430525,29,3664.1318,288.81317,829.7394,0.0059799636,356.6053,100,[-0.418  0.737 -1.348 -1.429 -1.322],True,2900,31.43052,10.0,146.18068,,3.1727344e-05,2439.6077,10.0,1609.8683,506979140.0
144.84,1063.3381,0.037631292,248740,1438.0281,-1,1.0740762,1418.0665,84.98727,0.010740762,56.26008939743042,1438.0280295747602,1526.1648,84.31708,0.0030510663,0.004632236,30,1119.726,3.7631292,19.961605,0.0132780075,485.70126,100,[-0.379  0.754 -1.314 -1.43  -1.413],True,3000,0.4632236,10.0,1.1766468,,0.30510664,3059.331,10.0,3039.3694,673220.8
143.36,1031.416,10.436232,263076,1423.2606,-1,16.194698,1413.2798,0.13965885,0.16194698,58.54327464103699,1423.2606383855355,29689.871,1.9428629,2.3555923e-08,1.1505127,31,19204.602,1043.6232,9.98086,-0.024873735,500.62842,100,[-0.388  0.773 -1.321 -1.429 -1.406],True,3100,115.05127,10.0,716.0305,,2.3555924e-06,3199.3972,10.0,3189.4163,44201234000.0
157.54,983.3255,0.74016,278830,1565.001,-1,1.4696753,1555.0178,10.449529,0.014696752,61.928768157958984,1565.0009631401483,4693.229,3.807718,2.103495e-05,0.07386847,32,2893.81,74.016,9.983222,-0.09989689,702.27496,100,[-0.333  0.771 -1.374 -1.467 -1.444],True,3200,7.3868475,10.0,9.56981,,0.002103495,4749.3594,10.0,4739.376,1228594700.0
170.79,1288.5137,0.045041855,295909,1697.533,-1,1.0640391,1287.8726,68.75372,0.01064039,65.01399517059326,1697.5329987432522,1859.4275,69.14121,0.00122316,0.007108511,33,1366.145,4.5041857,409.6604,-0.12403058,560.8985,100,[-0.344  0.782 -1.384 -1.449 -1.519],True,3300,0.71085113,10.0,1.4544667,,0.122316,3339.629,10.0,2929.9685,2219350.5
161.37,1068.2124,0.035937827,312046,1603.3832,-1,1.0898497,1383.5763,86.089455,0.010898497,68.38409042358398,1603.3829926766934,1713.5994,85.590515,0.0044516725,0.0044717547,34,1136.81,3.5937827,219.80681,-0.11499295,601.32275,100,[-0.342  0.769 -1.383 -1.458 -1.543],True,3400,0.44717547,10.0,1.1615825,,0.44516727,4369.6494,10.0,4149.843,832793.7
151.64,1102.0397,0.061765537,327210,1506.0739,-1,1.1474334,1476.1293,55.833866,0.011474334,71.78518009185791,1506.0738766663153,1783.4254,52.127598,0.0017446727,0.010996037,35,1242.7095,6.1765537,29.944744,-0.09280313,449.64786,100,[-0.35   0.776 -1.386 -1.45  -1.534],True,3500,1.0996038,10.0,1.7910277,,0.17446727,3298.9248,10.0,3268.98,4122348.5
158.8,1122.1696,0.029222855,343090,1577.6746,-1,1.0272222,1357.9067,83.60107,0.010272222,75.11559224128723,1577.674531931461,1676.7336,82.82041,0.0028581857,0.0046784505,36,1178.5527,2.9222856,219.76782,-0.1004684,484.76257,100,[-0.333  0.763 -1.385 -1.454 -1.512],True,3600,0.46784508,10.0,1.196157,,0.28581858,3719.1816,10.0,3499.4138,1207851.4
165.51,1216.1577,0.040155277,359641,1644.7856,-1,1.1299388,1205.1123,76.51761,0.0112993885,79.08567380905151,1644.7855423476094,1829.4929,75.83257,0.0034274792,0.0063788476,37,1339.4889,4.0155277,439.67325,-0.07782002,482.31354,100,[-0.341  0.77  -1.398 -1.442 -1.519],True,3700,0.63788474,10.0,1.3068887,,0.34274793,3499.7312,10.0,3060.0579,1249213.6
152.61,1107.9912,0.04038939,374902,1515.7689,-1,1.111458,1505.7886,64.43998,0.01111458,82.84907984733582,1515.7689987953793,1740.7566,65.45667,0.0007319014,0.0080741765,38,1232.7777,4.038939,9.980236,-0.11255592,488.45752,100,[-0.343  0.766 -1.411 -1.454 -1.497],True,3800,0.80741763,10.0,1.5518317,,0.07319014,3329.4902,10.0,3319.51,2733667.5
163.36,1050.1593,0.036359098,391238,1623.2716,-1,1.0999131,1603.3079,75.87612,0.01099913,86.77314877510071,1623.2716149909843,1863.6484,79.02463,0.0020819374,0.0056667197,39,1205.707,3.63591,19.963833,-0.0992788,605.88824,100,[-0.337  0.76  -1.41  -1.465 -1.531],True,3900,0.566672,10.0,1.3179377,,0.20819375,4679.4424,10.0,4659.4785,3152797.0
158.75,1114.2812,0.051879212,407113,1577.1825,-1,1.1484649,1357.3939,67.468315,0.01148465,91.32501101493835,1577.1823916713618,1791.2272,69.74387,0.001152454,0.007564343,40,1227.6696,5.1879215,219.78842,-0.10783918,477.07672,100,[-0.33   0.752 -1.41  -1.484 -1.518],True,4000,0.7564343,10.0,1.4821773,,0.1152454,3779.5718,10.0,3559.7834,1472213.4
158.72,1192.397,0.06280393,422985,1576.8721,-1,1.2838749,1566.8889,52.69102,0.012838748,96.3208658695221,1576.8721304721953,2047.5493,57.13736,0.0005792144,0.011119929,41,1517.8859,6.2803936,9.983083,-0.094466485,516.5512,100,[-0.345  0.764 -1.42  -1.474 -1.527],True,4100,1.1119928,10.0,1.8978566,,0.057921443,3139.2266,10.0,3129.2434,3902978.5
157.66,1181.7522,0.045069836,438751,1566.2457,-1,1.0757047,1176.5771,80.6379,0.010757046,101.22520279884338,1566.2457943114712,1702.7988,76.76677,0.0036548823,0.0059178136,42,1274.6259,4.5069838,389.66876,-0.079933956,445.98843,100,[-0.376  0.814 -1.368 -1.519 -1.513],True,4200,0.59178144,10.0,1.2401116,,0.36548823,3139.3752,10.0,2749.7065,1065578.9
151.29,1153.6125,0.055117633,453880,1502.5981,-1,1.1013331,1052.9479,50.91657,0.01101333,106.049391746521,1502.5979945379597,1789.9697,51.641308,0.0011801992,0.010657548,43,1300.8922,5.5117636,449.65018,-0.10427874,369.3891,100,[-0.382  0.827 -1.36  -1.511 -1.499],True,4300,1.0657549,10.0,1.9639972,,0.11801992,2849.4539,10.0,2399.8037,3514428.8
159.43,1025.5713,0.013555616,469823,1583.9999,-1,1.0100513,554.20013,97.45912,0.010100513,111.35751366615295,1583.9998129045387,1612.3802,98.17502,0.00680019,0.0013771249,44,1046.7192,1.3555616,1029.7997,-0.1053925,535.0298,100,[-0.368  0.817 -1.435 -1.532 -1.523],True,4400,0.1377125,10.0,1.0260712,,0.680019,4559.549,10.0,3529.749,1467720.1
170.06,1185.7515,0.023165366,486829,1690.2798,-1,1.0623745,1680.2985,86.75161,0.010623744,117.40605521202087,1690.2797188257362,1804.7715,88.74374,0.0035017629,0.0037836055,45,1263.0865,2.3165367,9.981481,-0.118504785,595.0201,100,[-0.37   0.825 -1.439 -1.533 -1.524],True,4500,0.37836057,10.0,1.1527164,,0.3501763,4119.456,10.0,4109.4746,869636.7
172.27,1245.8313,0.77398735,504056,1712.4005,-1,1.7795138,863.0042,14.012177,0.017795134,124.4396448135376,1712.400612330083,3689.6716,4.9646583,9.907437e-05,0.0778573,46,2443.2544,77.398735,849.39636,-0.17658035,567.4812,100,[-0.376  0.833 -1.43  -1.524 -1.537],True,4600,7.78573,10.0,7.1366496,,0.0099074375,3809.523,10.0,2960.1265,115280160.0
167.59,1104.7046,0.035879284,520815,1665.5681,-1,1.0323452,1665.5681,84.17571,0.010323451,131.59875798225403,1665.5681638980552,1810.0609,80.60433,0.0031072993,0.005064054,47,1198.7478,3.5879285,,-0.15963596,618.8567,100,[-0.362  0.837 -1.432 -1.497 -1.596],True,4700,0.50640535,10.0,1.1879911,,0.31072995,4579.4307,10.0,4579.4307,3256324.2
166.56,1182.5526,0.025172329,537471,1655.2522,-1,1.0621188,1085.6909,85.63292,0.010621189,139.5957908630371,1655.252327109078,1778.807,87.28962,0.0034173839,0.0040529487,48,1267.9905,2.517233,569.5615,-0.140959,498.11752,100,[-0.361  0.838 -1.439 -1.514 -1.579],True,4800,0.40529484,10.0,1.1677752,,0.3417384,3859.5771,10.0,3290.0156,1039780.2
170.77,1282.2571,0.16560516,554548,1697.3967,-1,1.3308513,1307.7461,20.288301,0.013308512,148.14899039268494,1697.3967479690155,2753.4834,17.892027,7.813748e-05,0.028509686,49,1831.822,16.560516,389.65057,-0.18775041,491.43826,100,[-0.365  0.843 -1.444 -1.512 -1.56 ],True,4900,2.8509688,10.0,4.928949,,0.007813748,3389.601,10.0,2999.9504,44821228.0
178.68,1357.651,0.06386642,572416,1776.4608,-1,1.0909802,1766.481,69.23361,0.010909803,158.28188848495483,1776.4607649342156,1953.2878,53.874245,0.001811164,0.010094807,50,1449.9517,6.3866425,9.97981,-0.20091285,661.0184,100,[-0.345  0.837 -1.464 -1.498 -1.607],True,5000,1.0094807,10.0,1.4443852,,0.1811164,3419.5664,10.0,3409.5867,5053760.0
174.04,1297.7816,1.1833934,589820,1730.0411,-1,1.9234245,1290.3566,3.9274027,0.019234248,169.02263283729553,1730.0410753691447,4523.0938,2.5910718,5.4211578e-05,0.11793285,51,2341.9119,118.33934,439.6845,-0.20518497,564.00195,100,[-0.355  0.851 -1.438 -1.486 -1.62 ],True,5100,11.793286,10.0,25.46212,,0.005421158,3529.3843,10.0,3089.6997,799096000.0
176.0,1257.304,0.059452817,607420,1749.5856,-1,1.2067648,1749.5856,46.88603,0.012067647,179.63708186149597,1749.585494131076,2248.6272,51.65291,0.0012720074,0.011675093,52,1529.6885,5.945282,,-0.19768246,590.83997,100,[-0.318  0.828 -1.428 -1.499 -1.624],True,5200,1.1675093,10.0,2.1328316,,0.12720074,4019.462,10.0,4019.462,7710782.5
195.8,1335.4666,0.02501844,627000,1947.6659,-1,1.0824687,1368.0272,84.81841,0.010824686,192.14064407348633,1947.6657820823864,2093.363,86.88849,0.00400703,0.0042049466,53,1428.6294,2.5018442,579.63873,-0.19418488,712.8351,100,[-0.31   0.836 -1.43  -1.483 -1.617],True,5300,0.42049468,10.0,1.1789893,,0.40070298,4998.5854,10.0,4418.947,1676832.0
189.46,1422.4934,0.27315345,645946,1884.1759,-1,1.2996899,1504.4817,26.792683,0.0129969,205.73260498046875,1884.1760750840506,2916.9307,16.758116,0.00042972452,0.02896664,54,2024.9912,27.315346,379.69446,-0.1790911,566.67957,100,[-0.318  0.845 -1.432 -1.479 -1.613],True,5400,2.8966641,10.0,3.7323623,,0.042972453,3769.622,10.0,3389.9277,63186172.0
201.33,1565.6705,1.9139205,666079,2002.8271,-1,3.5866053,1982.8632,1.2373582,0.035866052,221.05765104293823,2002.8274420042715,8693.444,2.7447963,1.9447666e-06,0.21349362,55,4763.471,191.39206,19.964325,-0.2483968,656.791,100,[-0.31   0.868 -1.464 -1.498 -1.598],True,5500,21.349363,10.0,80.81734,,0.00019447666,3569.3706,10.0,3549.4062,2749842700.0
203.54,1536.3733,0.25469497,686433,2024.9421,-1,1.2807405,1825.1239,38.503166,0.012807405,237.86785745620728,2024.9422616163383,2691.0493,19.292528,0.00037031117,0.026195303,56,1903.6813,25.469498,199.81839,-0.29667765,692.1115,100,[-0.287  0.879 -1.476 -1.512 -1.667],True,5600,2.6195302,10.0,2.597189,,0.037031118,3989.1501,10.0,3789.3318,28899848.0
217.41,1551.4312,316.68994,708174,2163.7434,-1,317.09924,2163.7434,0.0011260443,3.1709929,253.67552208900452,2163.743359979753,811171.1,1.0025862,9.1438814e-08,31.509844,57,628699.6,31668.994,,-0.28675407,831.78015,100,[-0.291  0.881 -1.491 -1.512 -1.716],True,5700,3150.9846,10.0,88806.45,,9.1438815e-06,4999.507,10.0,4999.507,65695150000000.0
238.67,1764.0128,0.12131825,732041,2376.1816,-1,1.2236458,2196.344,36.60637,0.012236458,270.43654799461365,2376.1817453566923,3244.2742,34.31388,0.00031259045,0.016930021,58,2232.478,12.131825,179.8376,-0.30008328,943.3222,100,[-0.255  0.904 -1.494 -1.508 -1.706],True,5800,1.6930022,10.0,2.731765,,0.031259045,4998.3394,10.0,4818.502,32122730.0
239.39,1818.856,0.053837392,755980,2383.2961,-1,1.1159853,2213.4492,58.71251,0.011159853,288.8579647541046,2383.296191914222,2793.4385,62.749996,0.0015895081,0.008598342,59,2056.8032,5.3837395,169.8469,-0.31454375,854.3182,100,[-0.243  0.907 -1.503 -1.504 -1.719],True,5900,0.8598342,10.0,1.7032145,,0.15895082,4608.635,10.0,4438.788,6774301.5
251.4,1891.22,0.16190502,781120,2503.4087,-1,1.583046,2313.5874,22.852028,0.015830461,308.443190574646,2503.408948274081,3779.0796,23.608086,0.0003982409,0.028476518,60,2498.4512,16.190502,189.82152,-0.29382405,899.1618,100,[-0.236  0.894 -1.51  -1.512 -1.733],True,6000,2.847652,10.0,4.3759794,,0.03982409,4998.5024,10.0,4808.681,38311280.0
246.04,1837.5247,0.0854757,805724,2449.8313,-1,1.2654089,2439.849,44.309246,0.0126540875,327.2605423927307,2449.83139988432,3374.787,48.120003,0.0011786819,0.013139173,61,2454.9272,8.54757,9.982457,-0.26746696,913.7075,100,[-0.227  0.875 -1.503 -1.523 -1.713],True,6100,1.3139174,10.0,2.2568653,,0.117868185,4999.462,10.0,4989.4795,23397704.0
257.58,1953.0616,0.06881368,831482,2565.396,-1,1.3267539,2375.5398,40.718628,0.013267538,347.54367876052856,2565.396135303627,3315.9,44.703613,0.0003986213,0.01475596,62,2356.2954,6.881368,189.85628,-0.24974531,916.57404,100,[-0.223  0.865 -1.506 -1.536 -1.686],True,6200,1.475596,10.0,2.4558785,,0.039862134,4999.691,10.0,4809.8345,14842574.0
243.8,1815.2476,0.049228452,855862,2427.4954,-1,1.1313194,2237.6333,59.42313,0.011313193,366.46333169937134,2427.495116614466,2847.151,58.024563,0.0010715815,0.009622257,63,2052.9153,4.9228454,189.86182,-0.2367719,813.40094,100,[-0.233  0.87  -1.513 -1.517 -1.669],True,6300,0.9622257,10.0,1.6828464,,0.107158154,4998.9805,10.0,4809.1187,7547710.0
272.37,2100.962,0.14205514,883099,2713.28,-1,1.3403531,2503.4507,32.07031,0.013403531,387.5056369304657,2713.2798680605206,3966.8496,28.73565,0.0005527509,0.021107892,64,2885.6018,14.205515,209.8292,-0.21404994,941.9929,100,[-0.227  0.863 -1.519 -1.534 -1.656],True,6400,2.1107893,10.0,3.1181488,,0.05527509,4999.553,10.0,4789.724,47320176.0
251.62,1914.138,32.613613,908261,2505.5874,-1,35.29464,2495.6077,0.023198897,0.35294637,406.61526322364807,2505.5874971437997,74057.76,1.1689641,2.0515776e-09,3.2452996,65,35226.277,3261.3616,9.979659,-0.27678263,871.6982,100,[-0.232  0.884 -1.53  -1.525 -1.633],True,6500,324.53,10.0,4310.55,,2.0515776e-07,4829.164,10.0,4819.1846,460199430000.0
237.34,1750.8058,0.0219101,931995,2363.0327,-1,1.046307,2353.0518,84.79732,0.01046307,426.91449999809265,2363.0324932611866,2510.5532,87.138275,0.0024791718,0.0040197964,66,1845.707,2.19101,9.98073,-0.28562927,772.5159,100,[-0.246  0.848 -1.531 -1.549 -1.696],True,6600,0.40197968,10.0,1.1792825,,0.24791719,4998.8096,10.0,4988.8286,2033305.9
240.3,1780.4419,0.041272927,956025,2392.6985,-1,1.0505177,2392.6985,75.52885,0.010505177,446.27258038520813,2392.6985580662417,2595.1914,72.47792,0.0015728697,0.00647353,67,1890.698,4.1272926,,-0.29286167,708.6412,100,[-0.242  0.838 -1.531 -1.553 -1.705],True,6700,0.64735305,10.0,1.3239974,,0.15728697,4999.0522,10.0,4999.0522,3839925.0
234.96,1727.0007,0.04805286,979521,2339.2837,-1,1.0438744,2139.4707,76.80629,0.010438744,465.62507128715515,2339.2834725459074,2573.0662,74.87579,0.0024091129,0.0060467715,68,1874.4257,4.805286,199.813,-0.30847552,755.06226,100,[-0.237  0.842 -1.532 -1.549 -1.712],True,6800,0.60467714,10.0,1.3019767,,0.24091129,4999.269,10.0,4799.456,4343114.5
