VarianceInit,LearnableVariance,MeanIWNorm,OptimizationReturnMin,ESSClassic,MeanEntropy,OptimizationReturnMax,ReturnStepMax,ReturnMeanIW,MinIWNorm,InitialBound,InitialReturnMin,InitialReturnStd,EpRewMean,MaxIW,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,EpThisIter,EpLenMean,OptimizationReturnMean,MeanIW,TimeElapsed,Bound,InitialReturnMean,StdIW,MaxIWNorm,MinIW,EmpiricalD2,Weights,ESSRenyi,J_sample_variance,EpisodesSoFar,Iteration,StdIWNorm
-1,True,0.029526504,,4.412471,0.3775456,4999.513,10.0,14473.978,6.652151e-08,4021.7542,,1219.7247,4634.0669157086495,124.44715,10.0,2095966,4999.513,100,463.6,4634.067,2.9526508,1656.601321220398,9569.272,4634.067,13.74269,1.2444714,6.6521507e-06,64.16218,[ 0.067  0.424 -2.386 -2.073 -1.004],1.5585506,4774716400.0,6800,68,0.13742691
-1,True,0.022176651,,5.1032343,0.38466167,4999.6167,10.0,10918.658,1.806216e-06,4274.0273,,685.78296,4886.3534064078085,88.49364,10.0,2144842,4999.6167,100,488.76,4886.3535,2.2176652,1697.773440361023,7959.1787,4886.3535,9.563107,0.88493633,0.0001806216,23.359634,[ 0.052  0.449 -2.392 -2.2   -1.041],4.280889,2309858600.0,6900,69,0.095631056
-1,True,0.036179844,,1.605096,0.41524345,4989.641,10.0,17928.447,9.740391e-06,4128.3413,9.981364,1031.6237,4740.667444899514,284.95218,10.0,2192264,4999.6226,100,474.22,4730.686,3.6179845,1730.3450210094452,11018.621,4740.6675,28.327124,2.8495216,0.0009740391,127.34109,[ 0.082  0.388 -2.374 -2.168 -1.034],0.7852925,20183177000.0,7000,70,0.28327122
-1,True,0.011636027,,39.095905,0.41365668,4989.5747,10.0,5661.212,0.0002704507,4249.4214,9.9847355,732.1623,4861.739634809011,10.185537,10.0,2240896,4999.5596,100,486.32,4851.755,1.1636027,1766.3138794898987,4646.438,4861.7397,1.4523201,0.10185537,0.027045071,2.7465267,[ 0.039  0.401 -2.381 -2.107 -1.004],36.409622,53725040.0,7100,71,0.014523201
-1,True,0.023612747,,4.527453,0.3980384,4639.7803,10.0,11711.681,2.1605208e-06,4290.047,359.78464,577.2518,4902.366500595524,103.997536,10.0,2289932,4999.565,100,490.36,4542.582,2.361275,1801.4057972431183,8328.408,4902.366,10.843236,1.0399753,0.0002160521,30.529392,[ 0.046  0.43  -2.377 -2.093 -1.005],3.275532,2557168600.0,7200,72,0.10843236
-1,True,0.013627779,,35.69818,0.3681776,4639.927,10.0,6714.6997,0.00014211096,4040.669,359.691,1113.02,4652.994850715209,10.970745,10.0,2336481,4999.6177,100,465.49,4293.3037,1.3627781,1837.437480211258,5466.934,4652.995,1.829,0.109707445,0.014211096,4.15242,[ 0.072  0.464 -2.362 -2.052 -1.021],24.082342,74062740.0,7300,73,0.01829
-1,True,0.14975418,,1.1066486,0.28997472,0.7998047,10.0,74869.266,3.0366493e-08,4386.8804,4998.796,0.22052845,4999.203546870722,1423.2854,10.0,2386481,4999.5957,100,500.0,0.40765136,14.975417,1878.5198650360107,30543.988,4999.2036,141.56557,14.232854,3.0366496e-06,5240.1274,[ 0.049  0.488 -2.387 -2.064 -1.051],0.019083505,5660493300.0,7400,74,1.4156557
-1,True,0.020062258,,6.536837,0.31648248,4989.678,10.0,9975.172,6.290756e-05,4337.079,9.980102,496.4314,4949.4097909768725,70.57599,10.0,2435983,4999.658,100,495.02,4939.4297,2.0062258,1914.4744608402252,6933.393,4949.409,7.586059,0.7057599,0.0062907557,24.67649,[ 0.04   0.566 -2.411 -2.08  -1.129],4.05244,1447728000.0,7500,75,0.07586059
-1,True,0.0144365635,,20.974995,0.30926517,1.2490234,10.0,7217.193,0.0002584001,4386.888,4998.365,0.23484848,4999.212999314705,20.550016,10.0,2485983,4999.6143,100,500.0,0.847832,1.4436563,1954.5399663448334,5717.366,4999.213,2.802174,0.20550016,0.025840012,5.9995384,[ 0.058  0.626 -2.395 -2.096 -1.102],16.66795,52595496.0,7600,76,0.028021742
-1,True,0.09648094,,1.1403515,0.26168913,4649.8486,10.0,48201.902,8.220195e-08,4336.205,349.79608,464.07748,4948.534276716265,903.18146,10.0,2535478,4999.6445,100,494.95,4598.7383,9.648095,1997.7084555625916,36901.98,4948.534,89.83214,9.031815,8.220195e-06,340.5504,[ 0.058  0.57  -2.385 -2.087 -1.11 ],0.29364228,176106960000.0,7700,77,0.8983212
-1,True,0.015058246,,10.916382,0.22189473,4999.608,10.0,7353.814,0.00010665394,4142.8516,,923.2398,4755.176593888897,34.49505,10.0,2583047,4999.608,100,475.69,4755.177,1.5058249,2034.6084415912628,5415.9175,4755.177,4.3016396,0.34495047,0.010665394,10.016087,[ 0.12   0.54  -2.35  -2.073 -1.157],9.983939,468278270.0,7800,78,0.043016396
-1,True,0.051191553,,1.8164535,0.21228167,4999.683,10.0,23893.85,1.1513694e-05,4293.6655,,654.08923,4905.99937299909,376.53256,10.0,2632117,4999.683,100,490.7,4905.9995,5.119156,2072.3606452941895,16257.77,4905.9995,37.636185,3.7653255,0.0011513694,155.51227,[ 0.096  0.522 -2.322 -2.007 -1.197],0.64303607,35472490000.0,7900,79,0.37636182
-1,True,0.022796229,,4.121935,0.17605016,4719.8193,10.0,11200.474,6.7844335e-06,3939.403,279.75623,1234.0519,4551.723979866697,96.45715,10.0,2677660,4999.5757,100,455.43,4271.9683,2.2796226,2108.372198820114,6825.45,4551.7236,10.994413,0.96457154,0.00067844335,51.05088,[ 0.154  0.482 -2.313 -2.028 -1.207],1.9588301,2723283200.0,8000,80,0.109944135
-1,True,0.018718326,,5.627188,0.13179062,4989.6436,10.0,9230.469,2.7050177e-05,4193.642,9.979582,946.88324,4805.96811226986,73.98914,10.0,2725732,4999.623,100,480.72,4795.9893,1.8718328,2149.7253365516663,6425.5244,4805.9683,7.665575,0.7398914,0.0027050178,20.983727,[ 0.142  0.508 -2.326 -1.977 -1.243],4.765598,1479246800.0,8100,81,0.07665575
-1,True,1.2334307,,1.0261014,0.08323295,4310.258,10.0,528742.8,2.5154476e-08,4271.647,689.41284,608.49695,4883.97940176848,12176.055,10.0,2774585,4999.6704,100,488.53,4194.5664,123.34308,2189.5406715869904,378813.47,4883.9795,1211.3789,121.760544,2.5154477e-06,59951.39,[ 0.125  0.481 -2.332 -1.992 -1.287],0.001668018,19425332000000.0,8200,82,12.113789
-1,True,0.011667108,,34.09506,0.08468163,4689.8315,10.0,5494.9404,0.0006190637,3250.9214,309.7697,1624.8387,3863.2448173835814,13.648373,10.0,2813268,4999.601,100,386.83,3553.475,1.166711,2217.190341949463,4338.883,3863.2446,1.6220962,0.13648373,0.06190637,3.5644848,[ 0.216  0.461 -2.309 -2.01  -1.336],28.054544,61469604.0,8300,83,0.01622096
-1,True,0.0104626,,53.450867,0.07894153,4320.1787,10.0,5131.2485,0.00097063644,4046.3213,679.46643,1001.4668,4658.650522367806,5.10332,10.0,2859879,4999.645,100,466.11,3979.1843,1.0462601,2250.600506067276,4252.616,4658.6504,0.97637826,0.0510332,0.097063646,2.0589445,[ 0.179  0.47  -2.329 -2.014 -1.334],48.568577,19207754.0,8400,84,0.009763782
-1,True,0.012584325,,40.687164,0.05975083,4999.7173,10.0,6057.1777,0.0004081317,4243.465,,750.7219,4855.802308390857,8.298991,10.0,2908450,4999.7173,100,485.71,4855.8027,1.2584326,2288.7060930728912,4975.1167,4855.8027,1.5194119,0.08298991,0.04081317,3.1226358,[ 0.151  0.478 -2.321 -2.006 -1.34 ],32.024227,57624210.0,8500,85,0.01519412
-1,True,0.02648213,,2.0940971,0.022132874,4340.0986,10.0,13201.722,2.6909768e-06,4238.9434,659.6698,661.3064,4851.2874305435025,181.66437,10.0,2956978,4999.7686,100,485.28,4191.617,2.648213,2325.901609182358,8592.877,4851.2876,18.107521,1.8166436,0.00026909768,56.6491,[ 0.168  0.504 -2.32  -2.026 -1.359],1.7652531,6240113700.0,8600,86,0.18107519
-1,True,0.010710464,,72.500305,0.031169409,1540.208,10.0,5322.957,0.0021452715,4371.378,3459.5103,153.18906,4983.715477926271,3.933586,10.0,3006825,4999.7183,100,498.47,1524.2053,1.0710465,2363.7654123306274,4601.6035,4983.716,0.659633,0.039335858,0.21452716,1.3877587,[ 0.16   0.452 -2.31  -1.986 -1.397],72.05863,14913367.0,8700,87,0.00659633
-1,True,0.0153135145,,7.8740277,-0.007607937,4650.103,10.0,7569.415,3.2932905e-05,4304.9,349.69318,577.99194,4917.247342176504,48.73289,10.0,3056009,4999.7964,100,491.84,4567.554,1.5313514,2404.462144136429,5556.8164,4917.2476,5.2380238,0.4873289,0.0032932907,10.802357,[ 0.169  0.468 -2.326 -2.    -1.388],9.257239,599976450.0,8800,88,0.052380238
-1,True,0.012511524,,43.021126,0.0121707665,4680.035,10.0,5520.875,0.0009771888,4001.8325,319.7273,1111.2277,4614.176119133929,10.724123,10.0,3102174,4999.7627,100,461.65,4294.4487,1.2511524,2443.983991622925,4578.3535,4614.176,1.43988,0.10724123,0.09771888,2.3691483,[ 0.183  0.438 -2.334 -1.979 -1.427],42.209263,44467852.0,8900,89,0.014398799
-1,True,0.041711643,,4.556254,-0.03882933,4250.437,10.0,20806.031,2.826145e-06,4063.7246,749.3334,961.7168,4676.068865848145,142.19496,10.0,3148960,4999.7705,100,467.86,3926.7354,4.1711645,2484.3049380779266,14252.299,4676.069,19.090933,1.4219496,0.0002826145,114.54763,[ 0.197  0.427 -2.328 -1.94  -1.407],0.8729993,6660609000.0,9000,90,0.19090931
-1,True,0.020531934,,7.253616,-0.09388303,4640.014,10.0,10245.946,1.426918e-05,4294.1787,359.71985,648.8325,4906.519128627879,63.501644,10.0,3198035,4999.734,100,490.75,4546.7993,2.0531933,2524.921447992325,7146.1074,4906.5195,7.341775,0.63501644,0.001426918,25.626724,[ 0.146  0.413 -2.303 -1.898 -1.458],3.9021764,1173041300.0,9100,91,0.073417746
-1,True,0.011771034,,41.869343,-0.12030289,4999.8545,10.0,5838.198,0.00043710746,4337.092,,497.43814,4949.446334243185,8.990748,10.0,3247536,4999.8545,100,495.01,4949.4463,1.1771034,2565.6221418380737,4858.881,4949.4463,1.3869767,0.08990748,0.043710746,2.5576487,[ 0.131  0.427 -2.328 -1.902 -1.513],39.09841,48898828.0,9200,92,0.013869767
-1,True,0.011150965,,55.43914,-0.12473533,4979.874,10.0,5522.7583,0.0011015104,4337.216,19.961107,495.44415,4949.567086126701,8.709915,10.0,3297039,4999.835,100,495.03,4929.6064,1.1150966,2608.1389536857605,4721.7666,4949.5674,0.99972624,0.08709915,0.11015104,1.7110133,[ 0.152  0.427 -2.366 -1.884 -1.539],58.4449,25332208.0,9300,93,0.009997263
-1,True,0.016387545,,16.099312,-0.12647232,4710.0044,10.0,8139.548,6.118837e-05,4230.164,289.76068,777.05774,4842.508085340474,26.468073,10.0,3345476,4999.765,100,484.37,4552.747,1.6387541,2644.941382408142,6492.311,4842.508,3.741045,0.2646807,0.0061188377,7.2363844,[ 0.174  0.438 -2.36  -1.889 -1.544],13.819056,314474700.0,9400,94,0.03741045
-1,True,0.016538586,,15.609584,-0.11238866,1.6220703,10.0,8268.396,0.00011987823,4386.987,4998.1685,0.35283604,4999.334027215577,30.030186,10.0,3395476,4999.7905,100,500.0,1.1656201,1.6538588,2690.8043036460876,6517.908,4999.334,3.8454688,0.30030185,0.011987823,8.171911,[ 0.155  0.403 -2.381 -1.802 -1.545],12.23704,69021360.0,9500,95,0.038454685
-1,True,0.09490418,,1.0866544,-0.050260905,4989.866,10.0,47379.11,1.6327236e-05,4337.23,9.981247,496.44882,4949.584551091488,910.362,10.0,3444978,4999.8477,100,495.02,4939.603,9.490418,2731.412432193756,32285.781,4949.5845,90.54555,9.10362,0.0016327236,607.5266,[ 0.129  0.37  -2.377 -1.731 -1.531],0.16460185,206158770000.0,9600,96,0.9054554
-1,True,0.021897495,,7.197842,-0.05478678,1.4462891,10.0,10946.479,7.119256e-05,4387.1387,4998.369,0.21509872,4999.488885815965,66.143295,10.0,3494978,4999.8154,100,500.0,1.1197559,2.1897495,2771.117528438568,8411.707,4999.489,7.862712,0.6614329,0.007119256,17.134768,[ 0.086  0.369 -2.35  -1.695 -1.469],5.836087,121006960.0,9700,97,0.07862712
-1,True,0.01953196,,7.854837,-0.03306389,2.0708008,10.0,9763.179,0.0002217731,4386.8945,4997.721,0.35221174,4999.241506823471,59.46836,10.0,3544978,4999.792,100,500.0,1.5203271,1.9531959,2810.1168081760406,7562.042,4999.2417,6.689805,0.5946836,0.02217731,12.921081,[ 0.127  0.363 -2.279 -1.651 -1.474],7.7392907,96249960.0,9800,98,0.066898055
-1,True,0.01791832,,4.687714,-0.042909823,3210.6794,10.0,8957.462,3.3100543e-05,4354.699,1789.1077,319.39502,4967.045134957376,80.13909,10.0,3594658,4999.787,100,496.8,3177.9375,1.791832,2847.4905903339386,6926.0073,4967.045,8.079624,0.8013909,0.0033100545,11.005756,[ 0.142  0.394 -2.248 -1.663 -1.452],9.086154,689864000.0,9900,99,0.08079624
-1,True,0.011063035,,51.710182,-0.0442047,0.91748047,10.0,5530.7144,0.00110696,4387.024,4998.816,0.22765744,4999.363055011928,6.7127705,10.0,3644658,4999.7334,100,500.0,0.54717284,1.1063033,2886.362625360489,4720.2705,4999.3633,1.0690892,0.067127705,0.110696,1.7517053,[ 0.091  0.407 -2.195 -1.656 -1.462],57.087227,30892106.0,10000,100,0.010690891
-1,True,0.01807861,,6.406558,-0.02792163,3900.524,10.0,9033.807,0.00017273333,4347.9614,1099.2188,388.05365,4960.302119576988,64.596855,10.0,3694269,4999.7427,100,496.11,3861.0835,1.8078609,2921.068695783615,6530.833,4960.3022,6.9099565,0.64596856,0.017273333,16.708054,[ 0.113  0.388 -2.199 -1.634 -1.463],5.9851375,737702660.0,10100,101,0.06909956
-1,True,0.011818976,,39.46928,-0.012340546,0.93896484,10.0,5908.754,0.0010379164,4387.0396,4998.8467,0.2208707,4999.385408926022,8.249094,10.0,3744269,4999.7856,100,500.0,0.5387256,1.1818976,2957.8724448680878,4926.6523,4999.3857,1.4636531,0.082490936,0.10379164,2.5722828,[ 0.074  0.378 -2.188 -1.673 -1.447],38.875973,35258532.0,10200,102,0.014636531
-1,True,0.09719357,,1.165331,-0.09139998,4989.795,10.0,48510.523,5.4525316e-08,4287.3135,9.980004,698.52545,4899.658512981015,899.8349,10.0,3793273,4999.775,100,490.04,4889.6787,9.719355,2994.4819610118866,26852.387,4899.658,89.50915,8.998349,5.4525317e-06,1250.9789,[ 0.06   0.388 -2.162 -1.647 -1.431],0.0799374,201467540000.0,10300,103,0.8950915
-1,True,0.0145555185,,19.51552,-0.12358918,4989.8267,10.0,7223.7363,6.173813e-05,4337.046,9.981057,496.4299,4949.39537750709,24.89337,10.0,3842775,4999.8076,100,495.02,4939.4146,1.4555517,3033.856018304825,5719.8027,4949.3955,2.9559267,0.24893369,0.0061738132,6.0319734,[ 0.098  0.36  -2.16  -1.617 -1.51 ],16.578323,220144460.0,10400,104,0.029559264
-1,True,0.04221395,,2.4361346,-0.084262736,4650.007,10.0,21092.498,3.77423e-06,4339.211,349.7907,462.62646,4951.558424560292,266.52798,10.0,3892301,4999.7974,100,495.26,4601.768,4.2213945,3078.1045928001404,13510.697,4951.5586,26.71467,2.6652799,0.000377423,153.30229,[ 0.123  0.37  -2.144 -1.643 -1.543],0.65230596,15587798000.0,10500,105,0.2671467
-1,True,0.012562833,,46.327927,-0.09082795,4540.02,10.0,6273.139,0.00028384055,4341.6416,459.75195,451.68762,4953.986486929644,5.500208,10.0,3941848,4999.772,100,495.47,4494.2344,1.2562832,3115.962646007538,5171.421,4953.9863,1.352198,0.05500208,0.028384054,3.2370496,[ 0.088  0.349 -2.146 -1.554 -1.503],30.892328,38479716.0,10600,106,0.01352198
-1,True,0.012385168,,32.784702,-0.1139247,0.9033203,10.0,6192.0044,0.00034680663,4387.117,4998.897,0.19933183,4999.465522366175,12.136038,10.0,3991848,4999.8003,100,500.0,0.56854004,1.2385168,3155.628674507141,5156.7686,4999.4653,1.773374,0.12136038,0.034680665,2.8581293,[ 0.077  0.381 -2.144 -1.565 -1.51 ],34.98792,38718356.0,10700,107,0.01773374
-1,True,0.015043877,,16.604345,-0.16169886,0.8544922,10.0,7521.212,2.525234e-05,4387.16,4998.9316,0.17180279,4999.506529983014,21.263466,10.0,4041848,4999.786,100,500.0,0.57492673,1.5043876,3198.2693440914154,5732.951,4999.5063,3.3714802,0.21263465,0.0025252341,8.528403,[ 0.069  0.399 -2.172 -1.617 -1.533],11.725524,57126660.0,10800,108,0.0337148
-1,True,0.20986627,,1.1914628,-0.22688712,4999.8325,10.0,104883.82,1.4377759e-09,4337.173,,497.44604,4949.525298303338,1917.7291,10.0,4091349,4999.8325,100,495.01,4949.5254,20.986624,3237.3616619110107,58331.688,4949.5254,191.11713,19.17729,1.437776e-07,5779.323,[ 0.071  0.401 -2.183 -1.606 -1.581],0.017303064,922152900000.0,10900,109,1.9111711
-1,True,0.07298824,,1.3392075,-0.28207374,4979.86,10.0,36475.027,8.9481483e-07,4337.4385,19.960657,495.46646,4949.789387048422,629.52606,10.0,4140852,4999.8203,100,495.03,4929.8296,7.2988234,3277.7639696598053,21670.055,4949.7896,62.647133,6.2952604,8.948149e-05,584.5412,[ 0.06   0.406 -2.157 -1.488 -1.646],0.17107435,98300600000.0,11000,110,0.6264713
-1,True,0.20219876,,1.0565361,-0.34496728,0.9663086,10.0,101087.5,8.878682e-09,4387.18,4998.8306,0.19557151,4999.52790160138,1966.9867,10.0,4190852,4999.797,100,500.0,0.6974512,20.219875,3310.84956073761,67240.61,4999.5283,195.67255,19.669867,8.878682e-07,3055.2146,[ 0.086  0.364 -2.149 -1.51  -1.701],0.032730926,10319513000.0,11100,111,1.9567255
-1,True,0.012145851,,31.120378,-0.36929312,0.8491211,10.0,6072.3223,8.5389285e-05,4387.197,4999.015,0.19509992,4999.55282232959,13.888595,10.0,4240852,4999.8643,100,500.0,0.53776366,1.2145852,3344.130853652954,4947.617,4999.5527,1.8069698,0.13888595,0.008538929,3.3734145,[ 0.11   0.405 -2.164 -1.495 -1.764],29.643555,37238280.0,11200,112,0.018069698
-1,True,0.016343558,,23.88617,-0.414245,0.9238281,10.0,8170.9883,0.00013480065,4387.1426,4998.9233,0.23682688,4999.496328787666,18.229412,10.0,4290852,4999.847,100,500.0,0.57299805,1.6343558,3383.879283428192,6567.427,4999.496,2.9174616,0.18229412,0.013480065,6.8575096,[ 0.119  0.433 -2.178 -1.519 -1.788],14.582553,67423460.0,11300,113,0.029174615
-1,True,0.029725298,,2.1210403,-0.4454979,4700.1235,10.0,14857.971,4.160924e-06,4340.186,299.75116,467.62326,4952.542814548983,202.4642,10.0,4340383,4999.8745,100,495.31,4652.792,2.9725296,3421.1257717609406,10987.949,4952.543,20.192793,2.024642,0.00041609243,39.94086,[ 0.124  0.439 -2.174 -1.537 -1.833],2.5037017,9097415000.0,11400,114,0.20192792
-1,True,0.01285679,,19.362602,-0.45184305,0.9458008,10.0,6427.702,0.0006521963,4387.2534,4998.944,0.17691533,4999.6127450268905,25.570305,10.0,4390383,4999.8896,100,500.0,0.66896,1.2856792,3462.3637325763702,5292.1826,4999.613,2.6237292,0.25570303,0.06521963,3.438565,[ 0.07   0.428 -2.107 -1.467 -1.864],29.0819,41724050.0,11500,115,0.026237288
-1,True,0.0130596375,,21.456238,-0.43724445,0.8515625,10.0,6529.227,3.3803775e-05,4387.2134,4998.97,0.19120012,4999.564218906261,17.57855,10.0,4440383,4999.822,100,500.0,0.59399414,1.3059639,3500.8182356357574,5188.283,4999.5645,2.4986782,0.1757855,0.0033803778,4.795358,[ 0.103  0.423 -2.104 -1.481 -1.871],20.8535,43051496.0,11600,116,0.024986781
-1,True,0.021791304,,8.127049,-0.398285,0.9824219,10.0,10894.197,0.00010547665,4387.203,4998.8735,0.19854663,4999.5580917891175,65.30229,10.0,4490383,4999.856,100,500.0,0.6846338,2.1791303,3544.2472076416016,8234.4375,4999.5576,7.3267365,0.6530229,0.010547665,18.865944,[ 0.088  0.453 -2.096 -1.495 -1.856],5.300556,119860370.0,11700,117,0.07326737
-1,True,0.03467152,,1.6843116,-0.43047157,1.3115234,10.0,17332.502,1.790583e-08,4387.1016,4998.524,0.27496296,4999.454463758092,266.0107,10.0,4540383,4999.8354,100,500.0,0.93055177,3.4671519,3579.3067831993103,9937.201,4999.4546,26.489454,2.6601071,1.790583e-06,145.85089,[ 0.109  0.438 -2.079 -1.508 -1.817],0.68563175,303385100.0,11800,118,0.26489455
-1,True,0.012285159,,29.103233,-0.42587054,4979.9146,10.0,6101.5425,7.2129165e-05,4309.768,19.962536,563.11237,4922.125583147209,18.096077,10.0,4589613,4999.877,100,492.3,4902.1636,1.2285159,3621.398631334305,4936.5415,4922.1255,1.9174471,0.18096076,0.0072129164,3.6194503,[ 0.14   0.454 -2.095 -1.622 -1.849],27.628504,92426090.0,11900,119,0.019174468
-1,True,0.011399398,,56.89043,-0.438904,1.5048828,10.0,5699.136,0.0003393367,4387.0967,4998.3726,0.32632002,4999.45406150588,5.4320807,10.0,4639613,4999.8774,100,500.0,1.0815674,1.1399398,3657.2147839069366,4812.442,4999.4546,0.992314,0.054320805,0.03393367,2.0967069,[ 0.117  0.443 -2.103 -1.629 -1.845],47.69384,32793352.0,12000,120,0.00992314
-1,True,0.020965235,,6.0332465,-0.43960574,1.0986328,10.0,10481.835,1.9335688e-05,4387.143,4998.7554,0.23861448,4999.497395344026,77.48241,10.0,4689613,4999.854,100,500.0,0.74210936,2.0965238,3697.850695371628,7409.7124,4999.4976,8.273921,0.774824,0.0019335689,25.169304,[ 0.109  0.467 -2.105 -1.663 -1.858],3.9730935,110940020.0,12100,121,0.082739204
-1,True,0.015614749,,25.349607,-0.42509094,0.6821289,10.0,7806.8184,0.00011682997,4387.313,4999.218,0.14227977,4999.67384542211,18.781849,10.0,4739613,4999.9,100,500.0,0.45623535,1.5614749,3736.8820173740387,6317.434,4999.674,2.6795723,0.18781848,0.011682997,5.915613,[ 0.062  0.494 -2.119 -1.71  -1.859],16.904419,61551532.0,12200,122,0.026795724
-1,True,0.025138123,,2.153517,-0.43291366,0.7421875,10.0,12567.956,4.236655e-05,4387.2676,4999.1587,0.16864146,4999.627496238803,169.79909,10.0,4789613,4999.901,100,500.0,0.4688379,2.5138118,3774.830535173416,9705.874,4999.627,16.944595,1.6979909,0.0042366553,21.844898,[ 0.061  0.532 -2.105 -1.722 -1.844],4.577728,159523400.0,12300,123,0.16944596
-1,True,0.016403332,,14.840452,-0.4805623,0.5908203,10.0,8201.249,4.007764e-05,4387.336,4999.287,0.13100824,4999.693329035776,22.366833,10.0,4839613,4999.878,100,500.0,0.40626952,1.6403333,3811.950906276703,6200.8633,4999.6934,3.9293902,0.22366832,0.004007764,10.671301,[ 0.021  0.537 -2.072 -1.673 -1.852],9.370929,67927440.0,12400,124,0.039293904
-1,True,0.021588897,,5.5065475,-0.50946236,0.5410156,10.0,10793.907,2.2392613e-05,4387.3604,4999.372,0.11007813,4999.722122878796,84.52464,10.0,4889613,4999.913,100,500.0,0.35018554,2.1588898,3849.0774536132812,7747.677,4999.722,8.943173,0.84524643,0.0022392613,24.746248,[ 0.014  0.548 -2.098 -1.709 -1.9  ],4.0410166,117667496.0,12500,125,0.08943173
-1,True,0.044142812,,2.68791,-0.5395531,0.5283203,10.0,22070.465,3.3395597e-06,4387.387,4999.3857,0.11493496,4999.7488099668335,262.86145,10.0,4939613,4999.914,100,500.0,0.36313477,4.414282,3890.42848277092,18032.098,4999.7485,26.560492,2.6286144,0.00033395598,43.490597,[-0.002  0.572 -2.102 -1.677 -1.928],2.2993476,491946880.0,12600,126,0.26560485
-1,True,0.0109926,,72.72127,-0.5343951,0.4794922,10.0,5496.0225,0.0010309693,4387.4,4999.4404,0.09967579,4999.762534189635,3.6788082,10.0,4989613,4999.92,100,500.0,0.32219237,1.09926,3931.9598784446716,4720.512,4999.7627,0.67325824,0.03678808,0.10309693,1.6038277,[-0.016  0.546 -2.103 -1.703 -1.958],62.350838,30507626.0,12700,127,0.0067325826
-1,True,0.015989851,,38.988113,-0.5345482,0.5854492,10.0,7994.519,0.00044782375,4387.3857,4999.312,0.1256982,4999.745256379594,10.25095,10.0,5039613,4999.8975,100,500.0,0.4333301,1.5989853,3966.9188635349274,6613.052,4999.745,2.0002558,0.1025095,0.044782378,5.0894127,[-0.008  0.553 -2.103 -1.696 -1.953],19.648632,64546730.0,12800,128,0.02000256
-1,True,0.022472346,,4.8515425,-0.5095904,0.45361328,10.0,11235.671,0.0007224175,4387.409,4999.462,0.087550424,4999.77162701061,87.74747,10.0,5089613,4999.9155,100,500.0,0.30981445,2.247235,4004.9641993045807,8702.89,4999.7715,9.951979,0.87747467,0.07224175,17.10719,[-0.016  0.575 -2.099 -1.674 -1.953],5.8454957,127499410.0,12900,129,0.09951979
-1,True,0.010769035,,80.389984,-0.5004177,0.5004883,10.0,5384.2734,0.0016193466,4387.413,4999.412,0.10031594,4999.775150728468,3.0134282,10.0,5139613,4999.9126,100,500.0,0.3631201,1.0769035,4046.163853406906,4672.716,4999.7754,0.5318814,0.030134281,0.16193466,1.3502183,[-0.027  0.554 -2.098 -1.67  -1.929],74.062096,29278996.0,13000,130,0.005318814
-1,True,0.012237245,,53.62838,-0.47370392,220.1875,10.0,6116.976,0.0006670631,4385.211,4779.7354,21.893873,4997.574547725784,4.9891806,10.0,5189592,4999.923,100,499.79,217.83928,1.2237246,4081.791907787323,5171.4214,4997.5747,1.1379222,0.049891803,0.066706315,2.3842697,[-0.025  0.545 -2.102 -1.68  -1.919],41.941563,34621188.0,13100,131,0.0113792205
-1,True,0.017867878,,22.676922,-0.4871317,0.44140625,10.0,8933.444,9.0293106e-05,4387.3906,4999.4595,0.1051886,4999.751335835987,20.889618,10.0,5239592,4999.901,100,500.0,0.29197752,1.7867877,4120.671040534973,7169.0684,4999.752,3.2994034,0.20889618,0.009029311,8.3017235,[-0.023  0.536 -2.108 -1.683 -1.893],12.0456915,80604030.0,13200,132,0.032994036
-1,True,0.011190623,,55.72051,-0.46441922,0.44091797,10.0,5595.0356,0.0013774055,4387.402,4999.473,0.09863738,4999.763738589637,5.4614763,10.0,5289592,4999.914,100,500.0,0.29067382,1.1190624,4158.398209810257,4753.4307,4999.7637,0.9975809,0.054614764,0.13774055,1.888862,[-0.016  0.501 -2.106 -1.695 -1.906],52.94193,31617092.0,13300,133,0.009975809
-1,True,0.099504955,,2.3718386,-0.43111095,140.29248,10.0,48911.22,7.8583806e-05,4385.9834,4859.625,13.942311,4998.345067559951,598.3064,10.0,5339579,4999.9175,100,499.87,138.72023,9.950497,4196.308124780655,39591.15,4998.345,63.839542,5.9830637,0.007858381,231.64417,[-0.017  0.512 -2.111 -1.7   -1.883],0.4316966,2373356800.0,13400,134,0.63839537
-1,True,0.011518457,,46.187458,-0.45452827,1350.1313,10.0,5716.6416,0.0004853851,4334.583,3649.789,218.79059,4946.946043916814,8.363519,10.0,5389058,4999.9204,100,494.79,1297.1571,1.1518457,4235.974370956421,4838.3066,4946.946,1.2432944,0.08363519,0.04853851,2.0573254,[-0.031  0.536 -2.104 -1.694 -1.85 ],48.6068,20758842.0,13500,135,0.012432945
-1,True,0.019837743,,12.240774,-0.42898837,750.2168,10.0,9918.192,2.550407e-05,4370.8984,4249.6997,97.63287,4983.260663847702,49.871387,10.0,5438896,4999.9165,100,498.38,733.56104,1.9837744,4272.445678949356,7427.937,4983.2607,5.3117085,0.49871385,0.002550407,16.537542,[-0.029  0.526 -2.096 -1.702 -1.873],6.046848,87821920.0,13600,136,0.05311709
