ReturnMeanIW,EpThisIter,MeanEntropy,MinIWNorm,Bound,MaxIWNorm,InitialReturnMin,J_sample_variance,EmpiricalD2,Iteration,OptimizationReturnMean,OptimizationReturnMin,InitialBound,TimeElapsed,InitialReturnMax,MinIW,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,ESSClassic,EpLenMean,StdIW,VarianceInit,EpRewMean,StdIWNorm,MaxIW,MeanIW,EpisodesSoFar,MeanIWNorm,InitialReturnMean,LearnableVariance,ESSRenyi,ReturnStepMax,Weights,OptimizationReturnMax
5061.87,100,0.3604438,0.00079701864,4172.6313,0.05253532,,29230868.0,2.109159,69,4362.7036,,3750.4043,1590.4328866004944,4999.402,0.07970186,10.0,1418.4918,2077352,54.33737,436.58,1.0279777,-1,4362.703356935904,0.010279776,5.2535324,1.1213795,6900,0.011213793,4362.7036,True,47.412262,10.0,[ 1.451e-03  1.136e+00 -2.708e+00 -1.816e+00 -1.059e+00],4999.402
7215.121,100,0.34651548,0.00014244822,5181.056,0.41143218,559.6952,412279580.0,11.035667,70,4227.627,,4175.0205,1628.3944489955902,4999.423,0.014244822,10.0,748.9022,2125246,9.403487,478.94,4.5454955,-1,4787.322256790441,0.045454957,41.14322,1.4644346,7000,0.014644346,4787.3223,True,9.061527,10.0,[ 0.038  1.11  -2.743 -1.822 -1.058],4439.7275
5711.445,100,0.3756282,0.0007404326,4650.0156,0.15252623,169.90314,81064800.0,3.0049856,71,4418.6514,,3976.2466,1665.2858324050903,4999.474,0.07404326,10.0,1142.9156,2171156,30.823137,459.1,1.8436046,-1,4588.55475293723,0.018436044,15.252623,1.230625,7100,0.012306252,4588.554,True,33.27803,10.0,[ 0.091  1.088 -2.721 -1.862 -1.072],4829.571
8120.114,100,0.32750297,1.19719025e-05,5545.545,0.48748052,,1105592400.0,17.67912,72,4629.4116,,4017.0977,1701.2144792079926,4999.5225,0.0011971903,10.0,1243.4558,2217468,6.19533,463.12,6.6062016,-1,4629.411502830473,0.06606201,48.748055,1.6977425,7200,0.016977424,4629.4116,True,5.65639,10.0,[ 0.079  1.102 -2.78  -1.892 -1.043],4999.5225
9062.426,100,0.34888855,4.6603654e-05,6317.7305,0.7198294,1309.3269,770398300.0,20.092295,73,3551.1956,,4248.2007,1740.7391061782837,4999.582,0.0046603656,10.0,625.13074,2266087,5.636941,486.19,7.454325,-1,4860.522475309514,0.07454325,71.98294,1.821919,7300,0.01821919,4860.523,True,4.977032,10.0,[ 0.07   1.154 -2.805 -1.904 -1.091],3690.2551
6824.438,100,0.37617695,0.00078636286,5615.095,0.1188485,9.983187,117501360.0,3.9007354,74,4875.112,,4272.779,1778.383948802948,4999.545,0.07863629,10.0,666.6511,2314950,29.144367,488.63,2.1559045,-1,4885.095332112882,0.021559045,11.8848505,1.3826735,7400,0.013826733,4885.095,True,25.636192,10.0,[ 0.076  1.143 -2.823 -1.969 -1.07 ],4989.5615
4990.688,100,0.3850299,0.0035001796,4332.8857,0.023794452,,4705467.0,1.1540815,75,4745.628,,4133.309,1818.5183024406433,4999.557,0.35001796,10.0,1029.5548,2362422,88.69955,474.72,0.3740284,-1,4745.627596843826,0.0037402841,2.3794453,1.0478936,7500,0.010478936,4745.628,True,86.648994,10.0,[ 0.033  1.141 -2.899 -1.956 -1.043],4999.557
117979.87,100,0.29869,1.4646277e-08,79564.5,22.070232,,1219474600000.0,3936.06,76,4651.7607,,4039.4468,1854.0537996292114,4999.5225,1.4646278e-06,10.0,1206.828,2408955,1.1469198,465.33,219.79347,-1,4651.760794458565,2.1979349,2207.0232,23.674795,7600,0.23674797,4651.7607,True,0.025406117,10.0,[ 0.051  1.131 -2.944 -1.947 -1.034],4999.5225
5943.522,100,0.30814004,0.00054538436,4973.7686,0.10636362,9.9810705,60708156.0,2.5081587,77,4853.589,,4251.2417,1892.5889947414398,4999.6333,0.05453844,10.0,725.6094,2457602,38.13943,486.47,1.5445793,-1,4863.569898611462,0.015445792,10.636362,1.2128031,7700,0.012128031,4863.57,True,39.869884,10.0,[ 0.141  1.082 -2.932 -1.942 -1.12 ],4989.6523
6408.0938,100,0.3215027,0.0004222306,5312.171,0.13427083,4998.68,41470330.0,3.2032874,78,0.56891114,,4386.924,1929.8459839820862,4999.6133,0.042223062,10.0,0.17558196,2507602,30.85756,500.0,1.9187682,-1,4999.249105364442,0.019187681,13.427084,1.2818315,7800,0.012818316,4999.2495,True,31.21793,10.0,[ 0.106  1.106 -2.949 -2.004 -1.111],0.93310547
5478.707,100,0.3022616,0.0009001021,4609.6406,0.083270654,619.55774,23801350.0,2.0143442,79,4293.6636,,4300.8906,1964.1139419078827,4999.66,0.09001021,10.0,565.90125,2556745,51.11725,491.43,1.0896856,-1,4913.221452390909,0.010896854,8.327065,1.1143128,7900,0.011143127,4913.2217,True,49.643948,10.0,[ 0.152  1.131 -2.939 -2.069 -1.097],4380.1025
5641.161,100,0.2852481,0.0021388321,4817.5967,0.054108825,4489.1514,26194050.0,1.8089653,80,505.0207,,4381.8467,2005.4759728908539,4999.617,0.21388322,10.0,50.756897,2606695,58.370358,499.5,0.953552,-1,4994.17203027807,0.00953552,5.4108825,1.1291177,8000,0.011291176,4994.172,True,55.28022,10.0,[ 0.133  1.143 -2.936 -2.051 -1.117],510.46582
7391.3516,100,0.31503317,0.00024917684,5456.0576,0.4388886,9.981002,615179800.0,9.989091,81,4845.0073,,4242.66,2043.0923240184784,4999.635,0.024917684,10.0,820.88806,2655255,8.922994,485.6,4.9544277,-1,4854.9882306054715,0.049544275,43.888863,1.5507591,8100,0.015507591,4854.9883,True,10.010921,10.0,[ 0.151  1.116 -2.95  -2.05  -1.134],4989.654
4910.757,100,0.31167904,0.0017504261,4187.137,0.04622617,,13249734.0,1.3965153,82,4556.3296,,3943.9968,2081.569614171982,4999.676,0.17504261,10.0,1346.3209,2700837,71.94889,455.82,0.6653013,-1,4556.329439131807,0.0066530136,4.6226172,1.0655049,8200,0.01065505,4556.3296,True,71.60681,10.0,[ 0.21   1.115 -2.903 -2.098 -1.104],4999.676
24126.07,100,0.3678411,1.5824944e-06,16406.469,3.3970733,219.84087,26554624000.0,158.93929,83,4686.1455,,4293.665,2116.7524440288544,4999.5815,0.00015824944,10.0,652.5346,2749907,2.00797,490.7,33.92106,-1,4905.986290510696,0.33921057,339.70734,4.855709,8300,0.048557088,4905.9863,True,0.6291711,10.0,[ 0.231  1.119 -2.92  -2.132 -1.107],4779.7407
5722.8667,100,0.3641351,0.0012190114,4930.4756,0.056857795,369.6981,23410148.0,1.6746413,84,4555.845,,4313.223,2154.3792848587036,4999.573,0.12190114,10.0,532.36395,2799173,55.700596,492.66,1.0289396,-1,4925.543347539586,0.010289395,5.6857796,1.1537744,8400,0.011537744,4925.543,True,59.714283,10.0,[ 0.233  1.057 -2.973 -2.112 -1.051],4629.875
5182.6465,100,0.35587946,0.0034513252,4505.656,0.033803992,,6110466.5,1.2223802,85,4799.0425,,4186.7207,2191.7794733047485,4999.584,0.34513253,10.0,919.18896,2847178,84.98523,480.05,0.45433867,-1,4799.042588842296,0.004543387,3.3803992,1.0809159,8500,0.010809159,4799.0425,True,81.80761,10.0,[ 0.254  1.001 -2.982 -2.072 -1.055],4999.584
7854.0723,100,0.38996577,0.00012565989,6190.708,0.17950194,9.979435,263690370.0,7.379501,86,4762.165,,4159.8306,2231.4385442733765,4999.519,0.012565989,10.0,908.957,2894916,19.76567,477.38,3.2274568,-1,4772.144537744481,0.032274563,17.950193,1.6019025,8600,0.016019024,4772.1445,True,13.551052,10.0,[ 0.26   1.033 -2.988 -2.098 -1.063],4989.5396
6544.0244,100,0.4143364,0.00026555025,5287.5425,0.15662,169.86832,117618960.0,4.2105894,87,4717.677,,4275.216,2265.3081793785095,4999.6455,0.026555026,10.0,687.8966,2943803,26.538586,488.87,2.2281828,-1,4887.54489642301,0.022281827,15.662,1.339245,8700,0.013392449,4887.5454,True,23.749643,10.0,[ 0.198  1.017 -2.997 -2.107 -1.029],4829.7773
7234.3057,100,0.37582654,5.3974203e-05,5425.6514,0.21394984,,304443500.0,8.724643,88,4747.6777,,4135.3525,2302.0430026054382,4999.6104,0.0053974204,10.0,1018.5883,2991294,15.598344,474.91,3.4617934,-1,4747.6775377335525,0.034617934,21.394985,1.4882125,8800,0.014882125,4747.6777,True,11.461787,10.0,[ 0.18   1.091 -3.008 -2.169 -1.005],4999.6104
18361.377,100,0.33961907,3.092098e-05,14000.416,2.8391378,19.960264,19950359000.0,50.721836,89,4832.7056,,4240.337,2339.419663667679,4999.6445,0.003092098,10.0,746.2379,3039833,1.6742818,485.39,28.22426,-1,4852.66605960164,0.28224257,283.9138,3.683013,8900,0.036830127,4852.666,True,1.9715375,10.0,[ 0.231  1.058 -2.983 -2.173 -1.043],4979.684
8789.648,100,0.28642273,8.170254e-06,6142.8867,0.6471975,4998.68,78017176.0,18.683638,90,0.7261084,,4387.078,2378.1554288864136,4999.637,0.0008170254,10.0,0.16106376,3089833,6.051546,500.0,6.927379,-1,4999.406230853291,0.06927379,64.71975,1.7581555,9000,0.017581554,4999.4062,True,5.352277,10.0,[ 0.093  1.017 -2.972 -2.148 -1.079],0.95703125
5553.2124,100,0.3074526,0.0014430553,4755.052,0.055198584,4998.99,31144416.0,1.6990249,91,0.4374951,,4387.091,2420.950956583023,4999.7095,0.14430554,10.0,0.13452275,3139833,60.82323,500.0,0.89146626,-1,4999.427780615589,0.008914663,5.5198584,1.1107732,9100,0.011107732,4999.4277,True,58.85729,10.0,[ 0.07   0.973 -2.918 -2.129 -1.133],0.7192383
5395.6445,100,0.30807495,0.0028154715,4704.584,0.028830128,4998.8857,29401196.0,1.2736744,92,0.5075049,,4387.061,2462.5231897830963,4999.6704,0.28154716,10.0,0.14758734,3189833,85.5041,500.0,0.44438148,-1,4999.393263717303,0.0044438145,2.8830128,1.079262,9200,0.0107926205,4999.3936,True,78.513,10.0,[ 0.082  0.987 -2.934 -2.133 -1.111],0.78466797
18444.264,100,0.26275545,2.3662174e-06,13662.681,1.3216553,4998.903,343547620.0,60.977573,93,0.45784667,,4387.029,2499.384927511215,4999.666,0.00023662175,10.0,0.16577117,3239833,4.695762,500.0,16.62032,-1,4999.360612861928,0.16620319,132.16553,3.6892347,9300,0.036892343,4999.361,True,1.6399472,10.0,[ 0.117  0.962 -2.958 -2.107 -1.111],0.7631836
17762.834,100,0.3145179,1.6377568e-05,12184.598,2.6988082,9.98125,18195909000.0,82.98642,94,4939.589,,4337.2295,2542.817623615265,4999.744,0.0016377568,10.0,496.44745,3289335,1.7274746,495.02,26.900818,-1,4949.570811289133,0.2690082,269.88083,3.5666075,9400,0.03566607,4949.571,True,1.2050165,10.0,[ 0.053  1.082 -2.934 -2.216 -1.156],4989.7627
23174.473,100,0.30909753,1.1282543e-07,13453.402,3.22305,9.98013,26374360000.0,252.03587,95,4891.64,,4289.2944,2582.0513319969177,4999.623,1.1282544e-05,10.0,683.9762,3338360,2.0220942,490.25,32.383404,-1,4901.620601026164,0.32383397,322.30502,4.652207,9500,0.046522066,4901.621,True,0.39676893,10.0,[ 0.068  1.171 -2.837 -2.277 -1.104],4989.643
6171.2295,100,0.2734412,0.00018545346,4776.9463,0.28774893,4998.4946,38455676.0,5.1847987,96,0.8714795,,4387.037,2628.3711693286896,4999.648,0.018545346,10.0,0.19404992,3388360,13.808425,500.0,3.084032,-1,4999.366032267985,0.03084032,28.774895,1.2344075,9600,0.012344075,4999.366,True,19.287151,10.0,[ 0.068  1.103 -2.847 -2.324 -1.11 ],1.1533203
52912.977,100,0.22653742,5.9294013e-08,35059.133,10.129758,4998.71,2827998000.0,850.1192,97,0.6857617,,4387.057,2667.780191421509,4999.7266,5.9294016e-06,10.0,0.19645998,3438360,1.0918024,500.0,100.74959,-1,4999.395647196998,1.0074958,1012.9758,10.585202,9700,0.10585203,4999.3955,True,0.11763056,10.0,[ 0.086  1.12  -2.838 -2.306 -1.145],1.0166016
5829.9907,100,0.20890658,0.0014795067,5029.95,0.05299785,229.78767,21275078.0,1.7070633,98,4721.78,,4339.2344,2710.912716627121,4999.6724,0.14795068,10.0,474.55673,3487884,60.280876,495.24,0.95370805,-1,4951.566892187998,0.00953708,5.299785,1.1749121,9800,0.011749121,4951.567,True,58.580135,10.0,[ 0.14   1.125 -2.659 -2.211 -1.192],4769.885
6056.2793,100,0.19548666,0.0006766085,5126.603,0.10529494,,74521560.0,2.3050683,99,4912.7295,,4300.394,2750.8113901615143,4999.702,0.06766085,10.0,613.5037,3537020,33.721615,491.36,1.713339,-1,4912.729330826407,0.017133389,10.529494,1.2221134,9900,0.012221133,4912.7295,True,43.382664,10.0,[ 0.128  1.164 -2.676 -2.26  -1.21 ],4999.702
5255.9956,100,0.20826262,0.0032967238,4567.158,0.025066148,4998.692,27896868.0,1.2654634,100,0.71169436,,4387.065,2790.710952758789,4999.725,0.3296724,10.0,0.18288723,3587020,81.92956,500.0,0.4937456,-1,4999.403574200633,0.004937456,2.506615,1.0513299,10000,0.010513297,4999.4033,True,79.02244,10.0,[ 0.086  1.18  -2.689 -2.307 -1.223],1.0332031
5767.498,100,0.23995477,0.00065115606,4719.18,0.1262956,4998.8154,33592864.0,2.9309747,101,0.5665625,,4387.0503,2830.9710762500763,4999.67,0.06511561,10.0,0.17479756,3637020,31.099329,500.0,1.717158,-1,4999.381971886803,0.017171578,12.6295595,1.1536499,10100,0.011536498,4999.3823,True,34.118343,10.0,[ 0.091  1.189 -2.705 -2.303 -1.211],0.8544922
15791.761,100,0.29367486,1.0465951e-05,10303.469,2.4846895,9.980997,15323108000.0,80.33377,102,4889.55,,4287.1973,2868.8575162887573,4999.683,0.0010465952,10.0,698.50696,3686024,1.6434288,490.04,24.683706,-1,4899.530552485037,0.24683705,248.46896,3.1906862,10200,0.031906866,4899.5303,True,1.2448065,10.0,[ 0.092  1.188 -2.716 -2.303 -1.179],4989.702
6101.489,100,0.3127258,0.00092996325,5095.3,0.11277199,4998.625,37592936.0,2.7000995,103,0.6705371,,4386.959,2908.319669485092,4999.7007,0.09299633,10.0,0.21984355,3736024,34.97393,500.0,1.6641473,-1,4999.295477437841,0.016641472,11.277199,1.2204505,10300,0.012204506,4999.296,True,37.03567,10.0,[ 0.044  1.138 -2.672 -2.22  -1.125],1.0756836
19294.23,100,0.33868757,6.0819125e-06,11487.656,2.4166481,4998.816,375961860.0,162.53653,104,0.50751954,,4386.994,2943.037792444229,4999.6475,0.00060819124,10.0,0.17549045,3786024,2.2189968,500.0,25.619535,-1,4999.323403470554,0.25619537,241.66481,3.8594227,10400,0.038594227,4999.3237,True,0.6152463,10.0,[ 0.008  1.124 -2.692 -2.226 -1.106],0.83154297
6600.1987,100,0.37553194,0.00064147107,5284.944,0.11141134,,102652720.0,4.6138606,105,4856.7954,,4244.4766,2976.5307364463806,4999.563,0.06414711,10.0,809.18976,3834604,31.148924,485.8,2.005036,-1,4856.7953248333215,0.02005036,11.141134,1.348616,10500,0.01348616,4856.7954,True,21.673824,10.0,[ 0.02   1.209 -2.697 -2.216 -1.08 ],4999.563
9737.973,100,0.42615023,4.9798964e-05,6608.3457,0.6524331,179.85303,1292789800.0,26.123205,106,4697.364,,4264.8955,3009.8450150489807,4999.5825,0.0049798964,10.0,698.92645,3883389,6.9935136,487.85,7.4841475,-1,4877.216890755633,0.074841484,65.24331,2.0522654,10600,0.020522654,4877.217,True,3.8280141,10.0,[ 0.008  1.195 -2.691 -2.196 -1.043],4819.7295
97235.53,100,0.36447406,7.396764e-09,67830.3,18.44123,169.87094,791945300000.0,2306.233,107,4555.637,,4113.196,3045.9677250385284,4999.5093,7.396764e-07,10.0,968.5459,3930665,1.125465,472.76,183.40167,-1,4725.508120610981,1.8340169,1844.1232,19.56713,10700,0.19567128,4725.5083,True,0.043360755,10.0,[ 0.036  1.214 -2.664 -2.216 -0.993],4829.638
6062.0693,100,0.37478366,0.0009776435,5018.5244,0.23062955,189.83727,135726420.0,2.9046116,108,4215.189,,3792.723,3076.885978937149,4999.441,0.09776435,10.0,1333.0725,3974746,22.52999,440.81,2.4004233,-1,4405.026758866301,0.02400423,23.062956,1.2944983,10800,0.012944983,4405.027,True,34.428013,10.0,[ 0.134  1.186 -2.49  -2.235 -1.054],4809.6035
13784.9,100,0.3471687,3.5278567e-06,9798.842,2.2033155,9.980434,12046691000.0,42.37718,109,4630.1094,,4027.771,3108.9833920001984,4999.5635,0.0003527857,10.0,1177.2075,4021167,1.62954,464.21,21.888453,-1,4640.090087510847,0.21888451,220.33156,2.8171837,10900,0.02817184,4640.09,True,2.3597608,10.0,[ 0.061  1.193 -2.515 -2.241 -1.044],4989.583
10795.6875,100,0.38815546,7.1243805e-05,7190.703,0.96594447,29.941887,2606427600.0,34.661663,110,4720.6836,,4138.304,3141.2908058166504,4999.5747,0.0071243807,10.0,970.2796,4068690,4.6020656,475.23,10.217827,-1,4750.625093852919,0.10217827,96.59445,2.24422,11000,0.022442197,4750.6255,True,2.8850317,10.0,[ 0.089  1.125 -2.494 -2.25  -1.072],4969.633
4560.107,100,0.3875129,0.003927842,3890.5322,0.026406126,,7692487.0,1.1957598,111,4250.546,,3638.2283,3173.118316411972,4999.5566,0.39278418,10.0,1523.5856,4111232,84.71119,425.42,0.4381939,-1,4250.546122137151,0.004381939,2.6406126,1.0314542,11100,0.010314543,4250.546,True,83.62884,10.0,[ 0.109  1.095 -2.501 -2.154 -1.031],4999.5566
4875.56,100,0.41499946,0.001294789,3988.142,0.076058485,,37804856.0,2.1004255,112,4294.9653,,3682.6504,3207.11923623085,4999.527,0.1294789,10.0,1496.2764,4154214,46.550987,429.82,1.1774641,-1,4294.965335830039,0.011774641,7.605849,1.0988599,11200,0.010988598,4294.9653,True,47.6094,10.0,[ 0.088  1.121 -2.522 -2.176 -1.031],4999.527
8933.012,100,0.41432515,2.0798532e-05,5767.427,0.9500584,399.69556,1925217500.0,26.729498,113,4186.3286,,3973.7324,3243.5343809127808,4999.343,0.0020798533,10.0,1105.4791,4200101,3.7488267,458.87,9.5065155,-1,4586.024285448039,0.09506516,95.005844,1.8761437,11300,0.018761437,4586.0244,True,3.7411852,10.0,[ 0.082  1.126 -2.539 -2.175 -1.004],4599.6475
5444.4,100,0.38571227,0.000157717,4198.8076,0.129991,19.959835,93906660.0,4.138144,114,4181.7305,,3589.3784,3275.326162338257,4999.51,0.0157717,10.0,1514.9109,4242157,26.982002,420.56,1.9078445,-1,4201.690801581299,0.019078445,12.9991,1.1597519,11400,0.011597518,4201.691,True,24.165422,10.0,[ 0.092  1.201 -2.551 -2.175 -1.005],4979.55
38173.48,100,0.41073856,1.6368597e-06,25653.695,5.949976,,89333424000.0,418.06796,115,4442.984,,3830.671,3304.706954240799,4999.514,0.00016368597,10.0,1391.9646,4286612,1.6530567,444.55,59.49266,-1,4442.983975129646,0.59492654,594.9976,7.7130623,11500,0.077130616,4442.984,True,0.23919556,10.0,[ 0.064  1.158 -2.585 -2.16  -1.033],4999.514
21346.94,100,0.3618364,1.186396e-06,14311.541,3.3064046,179.82556,25419895000.0,132.01611,116,4225.8037,,3793.314,3340.4056758880615,4999.535,0.00011863961,10.0,1347.8313,4330698,1.6842232,440.86,32.911808,-1,4405.6294483983,0.32911807,330.64047,4.307646,11600,0.043076452,4405.6294,True,0.7574833,10.0,[ 0.11   1.17  -2.56  -2.286 -1.008],4819.7095
5339.662,100,0.3483777,0.0008333814,4468.2993,0.10815113,,46847484.0,2.025116,117,4554.65,,3942.336,3377.4428029060364,4999.522,0.08333814,10.0,1289.013,4376265,40.863007,455.67,1.337254,-1,4554.649965073258,0.013372541,10.815113,1.1116025,11700,0.011116025,4554.65,True,49.379887,10.0,[ 0.101  1.036 -2.611 -2.093 -1.057],4999.522
5345.316,100,0.3566923,0.0019335484,4529.381,0.06237907,,25605366.0,1.7756057,118,4640.216,,4027.8909,3412.085903406143,4999.6167,0.19335485,10.0,1167.1625,4422685,57.562637,464.2,0.96994257,-1,4640.216075409322,0.009699426,6.237907,1.1296455,11800,0.011296454,4640.216,True,56.31881,10.0,[ 0.052  1.012 -2.627 -2.073 -1.071],4999.6167
67648.14,100,0.42023656,3.1454226e-06,43188.195,12.480056,,389190000000.0,1595.6919,119,4901.3184,,4288.9946,3450.3720710277557,4999.601,0.00031454227,10.0,685.36127,4471708,1.1783344,490.23,124.17853,-1,4901.318358057423,1.2417853,1248.0056,13.559842,11900,0.13559842,4901.3184,True,0.06266874,10.0,[ 0.022  1.005 -2.608 -2.094 -1.062],4999.601
8259.478,100,0.40530375,6.4162516e-05,6303.9893,0.6033798,,957498800.0,10.199045,120,4483.135,,3870.8188,3481.396495103836,4999.5376,0.006416252,10.0,1334.1611,4516566,7.3998466,448.58,6.1439967,-1,4483.134698021814,0.061439972,60.33798,1.7368267,12000,0.017368264,4483.135,True,9.804839,10.0,[ 0.089  1.007 -2.574 -2.062 -0.999],4999.5376
73799.37,100,0.45620516,5.600236e-06,56390.438,14.2207575,,505055700000.0,808.3317,121,4645.3135,,4032.995,3514.732381105423,4999.5576,0.0005600236,10.0,1104.0156,4563042,1.0827718,464.76,141.44167,-1,4645.313493097273,1.4144166,1422.0758,14.798231,12100,0.14798231,4645.3135,True,0.123711586,10.0,[ 0.126  1.026 -2.572 -2.159 -1.014],4999.5576
11465.889,100,0.4092705,5.216157e-06,7401.918,1.0143523,259.84836,2684852000.0,44.050236,122,4550.7285,,4198.259,3546.699874639511,4999.5493,0.00052161573,10.0,727.0669,4611165,4.2990837,481.23,10.875826,-1,4810.576345044202,0.10875826,101.435234,2.3051126,12200,0.023051128,4810.576,True,2.2701354,10.0,[ 0.032  0.964 -2.589 -2.123 -0.963],4739.701
9238.456,100,0.35359594,1.4679308e-05,6401.6006,0.52533096,229.76047,845585600.0,21.463646,123,4554.17,,4171.6,3582.729733467102,4999.6523,0.0014679309,10.0,893.3994,4659019,8.63363,478.54,6.06135,-1,4783.9303224578,0.060613494,52.5331,1.8632574,12300,0.018632572,4783.93,True,4.659041,10.0,[ 0.061  0.933 -2.584 -2.162 -1.01 ],4769.892
5392.277,100,0.3396607,0.0015786928,4638.642,0.031440698,229.87729,11146950.0,1.5148305,124,4642.1045,,4259.661,3619.839914083481,4999.576,0.15786928,10.0,734.12756,4707750,72.939674,487.31,0.6745015,-1,4871.981777030559,0.0067450143,3.1440697,1.1073842,12400,0.011073842,4871.9814,True,66.013985,10.0,[ 0.086  0.912 -2.623 -2.163 -1.065],4769.6987
37446.652,100,0.2630204,2.5903981e-08,23244.807,4.6903424,9.979783,63508260000.0,537.92206,125,4759.3623,,4157.0127,3653.086437702179,4999.6484,2.5903983e-06,10.0,988.6894,4755457,2.188932,477.07,50.250496,-1,4769.342456905592,0.50250494,469.03424,7.5173097,12500,0.075173065,4769.3423,True,0.18590054,10.0,[ 0.095  0.886 -2.618 -2.156 -1.079],4989.6685
6515.914,100,0.21890257,7.866891e-05,4864.6597,0.32646987,,327275680.0,7.2719407,126,4899.399,,4287.065,3685.6139838695526,4999.691,0.007866891,10.0,699.9141,4804459,11.875946,490.02,3.5963295,-1,4899.3988412754015,0.035963297,32.646988,1.3202202,12600,0.013202202,4899.399,True,13.751488,10.0,[ 0.035  0.906 -2.624 -2.139 -1.156],4999.691
5516.9043,100,0.23683688,0.00059026334,4635.53,0.1022432,9.979878,44163708.0,2.0717564,127,4939.534,,4337.1763,3719.229026079178,4999.7183,0.05902634,10.0,496.44193,4853961,41.555984,495.02,1.3207679,-1,4949.514434686796,0.013207679,10.22432,1.1137131,12700,0.011137131,4949.5146,True,48.268223,10.0,[ 0.05   0.879 -2.605 -2.124 -1.2  ],4989.7383
11520.008,100,0.20863493,4.0213995e-06,8174.792,1.162791,4998.6084,134003864.0,29.8447,128,0.7410205,,4387.012,3750.795536994934,4999.7104,0.00040213997,10.0,0.22775246,4903961,3.6117868,500.0,11.903587,-1,4999.349432873824,0.11903586,116.279106,2.304236,12800,0.023042358,4999.3496,True,3.3506787,10.0,[ 0.074  0.87  -2.569 -2.135 -1.182],1.1020508
22114.666,100,0.13574044,8.8859714e-08,14230.625,1.9837141,9.980751,16773425000.0,165.77472,129,4939.5728,,4337.2173,3781.037582397461,4999.702,8.8859715e-06,10.0,496.44568,4953463,2.8592212,495.02,25.825743,-1,4949.553294451233,0.25825745,198.37141,4.4307365,12900,0.044307362,4949.553,True,0.6032283,10.0,[ 0.031  0.772 -2.581 -2.054 -1.21 ],4989.721
15704.624,100,0.16883887,2.4712379e-05,10005.902,1.4351584,9.979906,5924945000.0,86.60944,130,4939.64,,4337.2773,3812.3258650302887,4999.76,0.002471238,10.0,496.45255,5002965,4.040465,495.02,15.348021,-1,4949.62014060458,0.1534802,143.51584,3.1493719,13000,0.03149372,4949.62,True,1.1546085,10.0,[ 0.057  0.788 -2.572 -2.091 -1.283],4989.78
27620.85,100,0.15338138,2.8633008e-06,18335.285,4.222015,4999.0254,770592060.0,229.94664,131,0.4556787,,4387.1387,3842.7968940734863,4999.7593,0.0002863301,10.0,0.1487553,5052965,1.6885421,500.0,42.15904,-1,4999.481036758626,0.4215904,422.20148,5.525156,13100,0.05525156,4999.481,True,0.4348835,10.0,[ 0.055  0.72  -2.593 -2.1   -1.25 ],0.7338867
6975.472,100,0.15830943,0.00010718942,5586.0137,0.21845923,4998.546,49132132.0,5.148839,132,0.861333,,4387.0693,3874.53151011467,4999.716,0.010718943,10.0,0.22586812,5102965,21.081404,500.0,2.699582,-1,4999.407214142988,0.026995823,21.845924,1.3952649,13200,0.013952647,4999.4077,True,19.421854,10.0,[ 0.116  0.767 -2.574 -2.062 -1.266],1.1699219
5578.8345,100,0.1507339,0.0008899259,4811.9497,0.059046544,4878.532,30020078.0,1.5684445,133,119.680374,,4385.868,3910.2991428375244,4999.769,0.088992596,10.0,12.029883,5152954,64.15692,499.89,0.8351502,-1,4998.212578360043,0.008351501,5.9046545,1.1173356,13300,0.011173355,4998.213,True,63.757435,10.0,[ 0.112  0.742 -2.564 -2.101 -1.261],121.23682
110001.13,100,0.05596817,3.5295915e-09,81527.55,21.148903,4998.5723,12217514000.0,2162.2068,134,0.7720215,,4387.0024,3942.2823464870453,4999.745,3.5295915e-07,10.0,0.25074717,5202954,1.0816052,500.0,210.40997,-1,4999.344280750814,2.1040995,2114.8904,22.001999,13400,0.22002001,4999.344,True,0.046249047,10.0,[ 0.144  0.744 -2.556 -2.085 -1.268],1.1728516
23721.396,100,0.07912365,8.646552e-05,19912.66,2.2363775,4998.7524,568252500.0,38.687683,135,0.6704492,,4387.08,3977.0681710243225,4999.756,0.008646552,10.0,0.1930393,5252954,2.5990968,500.0,29.046703,-1,4999.422845552683,0.29046702,223.63774,4.7448945,13500,0.047448937,4999.423,True,2.584802,10.0,[ 0.162  0.751 -2.55  -2.085 -1.363],1.003418
7196.774,100,0.045697547,0.000107753796,5662.4604,0.20312582,,199070320.0,6.27837,136,4949.384,,4337.0464,4010.2157232761383,4999.7124,0.01077538,10.0,497.4319,5302455,21.061798,495.01,2.804686,-1,4949.38387469429,0.028046858,20.312582,1.4487329,13600,0.014487327,4949.384,True,15.927701,10.0,[ 0.173  0.651 -2.556 -1.962 -1.34 ],4999.7124
32042.828,100,0.0032652875,8.252698e-08,22768.51,3.2218623,4998.814,1036862600.0,229.38763,137,0.6748096,,4387.1426,4044.521953344345,4999.7856,8.2526985e-06,10.0,0.18412396,5352455,2.470635,500.0,40.26934,-1,4999.488728552597,0.4026934,322.18625,6.4093075,13700,0.06409308,4999.489,True,0.43594328,10.0,[ 0.124  0.654 -2.558 -1.945 -1.373],0.9716797
