VarVanillaIw,BatchSize,eRenyi2,VanillaAvgRet,ESSRenyi,MinNormIw,MinVanillaIw,J,MaxNormIw,VarRet,EpsThisIter,IterType,ESSClassic,AvgEpLen,VarNormIw,MaxVanillaIw,AvgRet,VarJ,AvgNormIw,VarDiscRet,Bound,AvgVanillaIw,AvgDiscRet
,500,1.0,4999.8235489365325,500.0,0.01,1.0,4999.823,0.01,0.024990483088394265,100,2,100.0,500.0,3.5044917e-18,1.0,4999.8235489365325,0.15727422,0.009999998,0.024990483088394265,4579.0127,1.0,4999.8235489365325
,500,1.0,4999.81908532249,500.0,0.005,1.0,4999.8193,0.005,0.05787753774751349,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.81908532249,0.23997709,0.0049999994,0.05787753774751349,4702.261,1.0,4999.81908532249
,500,1.0,4999.816461877075,500.0,0.0033333334,1.0,4999.8164,0.0033333334,0.04917621655308665,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.816461877075,0.22139034,0.0033333336,0.04917621655308665,4756.8613,1.0,4999.816461877075
,500,1.0,4999.826961381994,500.0,0.0025,1.0,4999.827,0.0025,0.04157338196609494,100,2,400.0,500.0,5.434597e-20,1.0,4999.826961381994,0.20364368,0.0024999997,0.04157338196609494,4789.422,1.0,4999.826961381994
,500,1.0,4999.826640548568,500.0,0.002,1.0,4999.827,0.002,0.040574255091820846,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.826640548568,0.20122911,0.0020000003,0.040574255091820846,4811.635,1.0,4999.826640548568
,500,1.0,4999.822416366617,500.0,0.01,1.0,4999.8223,0.01,0.04251089194382656,100,2,100.0,500.0,3.5044917e-18,1.0,4999.822416366617,0.20513259,0.009999998,0.04251089194382656,4579.0117,1.0,4999.822416366617
,500,1.0,4999.830123753762,500.0,0.005,1.0,4999.83,0.005,0.0354421258273789,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.830123753762,0.18779431,0.0049999994,0.0354421258273789,4702.272,1.0,4999.830123753762
,500,1.0,4999.831600138356,500.0,0.0033333334,1.0,4999.832,0.0033333334,0.035999569453018264,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.831600138356,0.18941475,0.0033333336,0.035999569453018264,4756.877,1.0,4999.831600138356
,500,1.0,4999.824453460922,500.0,0.0025,1.0,4999.824,0.0025,0.039091083385788684,100,2,400.0,500.0,5.434597e-20,1.0,4999.824453460922,0.1974629,0.0024999997,0.039091083385788684,4789.419,1.0,4999.824453460922
1.0200951e-08,500,1.0,4999.8259444596415,500.0,0.0019989286,0.9994725,4999.8267,0.0020003172,0.03646309742584226,100,1,499.99991132954705,500.0,4.0802746e-14,1.0001668,4999.8259444596415,0.19073541,0.002,0.03646309742584226,4811.6343,1.0000082,4999.8259444596415
,500,1.0,4999.84625955914,500.0,0.01,1.0,4999.846,0.01,0.026283794501897238,100,2,100.0,500.0,3.5044917e-18,1.0,4999.84625955914,0.16131759,0.009999998,0.026283794501897238,4579.0356,1.0,4999.84625955914
,500,1.0,4999.849835090539,500.0,0.005,1.0,4999.8496,0.005,0.02385314377821746,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.849835090539,0.15406293,0.0049999994,0.02385314377821746,4702.2915,1.0,4999.849835090539
,500,1.0,4999.847507216797,500.0,0.0033333334,1.0,4999.847,0.0033333334,0.023539245847545312,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.847507216797,0.1531749,0.0033333336,0.023539245847545312,4756.892,1.0,4999.847507216797
,500,1.0,4999.841344937161,500.0,0.0025,1.0,4999.8413,0.0025,0.02455544613002959,100,2,400.0,500.0,5.434597e-20,1.0,4999.841344937161,0.15651084,0.0024999997,0.02455544613002959,4789.436,1.0,4999.841344937161
5.533563e-06,500,1.0000042,4999.834811762187,499.99791384613695,0.001980553,0.9902459,4999.8354,0.0020124172,0.02996026924297625,100,1,499.9972715243569,500.0,2.2135658e-11,1.0061775,4999.834811762187,0.17255633,0.002,0.02996026924297625,4811.643,0.9999691,4999.834811762187
,500,1.0,4999.8187401528885,500.0,0.01,1.0,4999.8184,0.01,0.036725412216950915,100,2,100.0,500.0,3.5044917e-18,1.0,4999.8187401528885,0.19067045,0.009999998,0.036725412216950915,4579.008,1.0,4999.8187401528885
,500,1.0,4999.841640175746,500.0,0.005,1.0,4999.8413,0.005,0.02888860180544859,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.841640175746,0.169542,0.0049999994,0.02888860180544859,4702.283,1.0,4999.841640175746
,500,1.0,4999.834751780338,500.0,0.0033333334,1.0,4999.835,0.0033333334,0.035190040132034084,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.834751780338,0.18727577,0.0033333336,0.035190040132034084,4756.88,1.0,4999.834751780338
,500,1.0,4987.332736454363,500.0,0.0025,1.0,4987.3325,0.0025,62495.84341174783,100,2,400.0,498.7525,5.434597e-20,1.0,4987.332736454363,249.679,0.0024999997,62495.84341174783,4776.9272,1.0,4987.332736454363
0.013649094,500,1.0128807,4989.8311147626155,493.6415595824194,0.0011669204,0.58227247,4992.4995,0.0025038999,49996.64985686249,100,1,493.25361219595095,499.002,5.4819328e-08,1.2494015,4989.8311147626155,163.93509,0.002,49996.64985686249,4803.099,0.9979644,4989.8311147626155
,500,1.0,4999.839097067502,500.0,0.01,1.0,4999.839,0.01,0.046339686337655416,100,2,100.0,500.0,3.5044917e-18,1.0,4999.839097067502,0.2141763,0.009999998,0.046339686337655416,4579.0283,1.0,4999.839097067502
,500,1.0,4999.832808439995,500.0,0.005,1.0,4999.833,0.005,0.040633866358455,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.832808439995,0.2010732,0.0049999994,0.040633866358455,4702.275,1.0,4999.832808439995
,500,1.0,4999.82809526458,500.0,0.0033333334,1.0,4999.828,0.0033333334,0.03566346648746469,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.82809526458,0.18852486,0.0033333336,0.03566346648746469,4756.873,1.0,4999.82809526458
,500,1.0,4999.83393330684,500.0,0.0025,1.0,4999.834,0.0025,0.03268784316234403,100,2,400.0,500.0,5.434597e-20,1.0,4999.83393330684,0.18056756,0.0024999997,0.03268784316234403,4789.4287,1.0,4999.83393330684
,500,1.0,4999.8384239980705,500.0,0.002,1.0,4999.839,0.002,0.030846853157669458,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.8384239980705,0.17544895,0.0020000003,0.030846853157669458,4811.6465,1.0,4999.8384239980705
,500,1.0,4999.825582198583,500.0,0.01,1.0,4999.8257,0.01,0.02361635912556857,100,2,100.0,500.0,3.5044917e-18,1.0,4999.825582198583,0.15290856,0.009999998,0.02361635912556857,4579.015,1.0,4999.825582198583
,500,1.0,4999.823323892967,500.0,0.005,1.0,4999.823,0.005,0.02554825885387893,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.823323892967,0.1594351,0.0049999994,0.02554825885387893,4702.265,1.0,4999.823323892967
,500,1.0,4999.818775694761,500.0,0.0033333334,1.0,4999.8193,0.0033333334,0.028370963656886516,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.818775694761,0.16816232,0.0033333336,0.028370963656886516,4756.8643,1.0,4999.818775694761
,500,1.0,4999.8174071534695,500.0,0.0025,1.0,4999.8174,0.0025,0.02952100006707633,100,2,400.0,500.0,5.434597e-20,1.0,4999.8174071534695,0.17160535,0.0024999997,0.02952100006707633,4789.412,1.0,4999.8174071534695
,500,1.0,4999.816570696121,500.0,0.002,1.0,4999.8174,0.002,0.02938244866845022,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.816570696121,0.17124596,0.0020000003,0.02938244866845022,4811.625,1.0,4999.816570696121
,500,1.0,4999.822170332776,500.0,0.01,1.0,4999.822,0.01,0.0941390973687363,100,2,100.0,500.0,3.5044917e-18,1.0,4999.822170332776,0.3052553,0.009999998,0.0941390973687363,4579.011,1.0,4999.822170332776
,500,1.0,4974.817844483451,500.0,0.005,1.0,4974.818,0.005,124990.91729243303,100,2,200.00000010221265,497.505,2.179301e-19,1.0,4974.817844483451,352.65558,0.0049999994,124990.91729243303,4677.26,1.0,4974.817844483451
,500,1.0,4983.152801256888,500.0,0.0033333334,1.0,4983.153,0.0033333334,83327.34989346133,100,2,299.999969473632,498.33666666666664,5.4391416e-20,1.0,4983.152801256888,288.18323,0.0033333336,83327.34989346133,4740.1978,1.0,4983.152801256888
,500,1.0,4974.824279525064,500.0,0.0025,1.0,4974.824,0.0025,124677.95587371122,100,2,400.0,497.505,5.434597e-20,1.0,4974.824279525064,352.65604,0.0024999997,124677.95587371122,4764.419,1.0,4974.824279525064
0.039030638,500,1.0406181,4979.829337818522,480.4836839269695,0.000491445,0.2466191,4988.4683,0.0033689786,99792.80235306617,100,1,481.3849672125484,498.004,1.5498944e-07,1.6906357,4979.829337818522,183.73987,0.0019999999,99792.80235306617,4796.492,1.0036488,4979.829337818522
,500,1.0,4999.821924765827,500.0,0.01,1.0,4999.822,0.01,0.03638843329978374,100,2,100.0,500.0,3.5044917e-18,1.0,4999.821924765827,0.18978152,0.009999998,0.03638843329978374,4579.011,1.0,4999.821924765827
,500,1.0,4999.824268697904,500.0,0.005,1.0,4999.824,0.005,0.03301186950629366,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.824268697904,0.1812289,0.0049999994,0.03301186950629366,4702.266,1.0,4999.824268697904
,500,1.0,4983.161409270332,500.0,0.0033333334,1.0,4983.1616,0.0033333334,83327.6139979327,100,2,299.999969473632,498.33666666666664,5.4391416e-20,1.0,4983.161409270332,288.18375,0.0033333336,83327.6139979327,4740.2065,1.0,4983.161409270332
,500,1.0,4987.327945818143,500.0,0.0025,1.0,4987.328,0.0025,62495.71691552237,100,2,400.0,498.7525,5.434597e-20,1.0,4987.327945818143,249.67877,0.0024999997,62495.71691552237,4776.923,1.0,4987.327945818143
0.004781541,500,1.0047779,4989.831797843191,497.62240576469316,0.0018021016,0.90380424,4990.794,0.0026602615,49996.65730550651,100,1,497.63973616326695,499.002,1.9009807e-08,1.3341954,4989.831797843191,201.97287,0.0019999999,49996.65730550651,4802.153,1.0030558,4989.831797843191
,500,1.0,4999.842152071327,500.0,0.01,1.0,4999.8423,0.01,0.030427901537319,100,2,100.0,500.0,3.5044917e-18,1.0,4999.842152071327,0.17357221,0.009999998,0.030427901537319,4579.0317,1.0,4999.842152071327
,500,1.0,4999.837573937439,500.0,0.005,1.0,4999.838,0.005,0.029533144328428462,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.837573937439,0.17143013,0.0049999994,0.029533144328428462,4702.28,1.0,4999.837573937439
,500,1.0,4999.837076125572,500.0,0.0033333334,1.0,4999.837,0.0033333334,0.03229802157925185,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.837076125572,0.17941813,0.0033333336,0.03229802157925185,4756.882,1.0,4999.837076125572
,500,1.0,4999.845604360621,500.0,0.0025,1.0,4999.8457,0.0025,0.028786481637949828,100,2,400.0,500.0,5.434597e-20,1.0,4999.845604360621,0.16945128,0.0024999997,0.028786481637949828,4789.4404,1.0,4999.845604360621
,500,1.0,4999.834831955765,500.0,0.002,1.0,4999.8354,0.002,0.0334064169865002,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.834831955765,0.18259315,0.0020000003,0.0334064169865002,4811.643,1.0,4999.834831955765
,500,1.0,4999.84729140873,500.0,0.01,1.0,4999.8477,0.01,0.0262639816999868,100,2,100.0,500.0,3.5044917e-18,1.0,4999.84729140873,0.1612328,0.009999998,0.0262639816999868,4579.037,1.0,4999.84729140873
,500,1.0,4999.826774087738,500.0,0.005,1.0,4999.826,0.005,0.03027624817839019,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.826774087738,0.17355973,0.0049999994,0.03027624817839019,4702.268,1.0,4999.826774087738
,500,1.0,4983.157593195309,500.0,0.0033333334,1.0,4983.1577,0.0033333334,83327.49141111044,100,2,299.999969473632,498.33666666666664,5.4391416e-20,1.0,4983.157593195309,288.18347,0.0033333336,83327.49141111044,4740.2026,1.0,4983.157593195309
,500,1.0,4974.828196631419,500.0,0.0025,1.0,4974.828,0.0025,124678.1427770836,100,2,400.0,497.505,5.434597e-20,1.0,4974.828196631419,352.65625,0.0024999997,124678.1427770836,4764.423,1.0,4974.828196631419
0.03185472,500,1.0292954,4979.829704326864,485.7691760682557,0.0008524266,0.42432168,4985.8926,0.00302089,99792.8103708685,100,1,484.46093841991194,498.004,1.2855745e-07,1.5037414,4979.829704326864,223.91516,0.002,99792.8103708685,4794.964,0.99556184,4979.829704326864
,500,1.0,4999.816403972175,500.0,0.01,1.0,4999.8164,0.01,0.05805245725394165,100,2,100.0,500.0,3.5044917e-18,1.0,4999.816403972175,0.2397241,0.009999998,0.05805245725394165,4579.006,1.0,4999.816403972175
,500,1.0,4985.9121991179245,500.0,0.005,1.0,4985.912,0.005,19259.583929199955,100,2,200.00000010221265,498.62,2.179301e-19,1.0,4985.9121991179245,138.4315,0.0049999994,19259.583929199955,4688.354,1.0,4985.9121991179245
,500,1.0,4990.549291322821,500.0,0.0033333334,1.0,4990.549,0.0033333334,12861.412567289544,100,2,299.999969473632,499.08,5.4391416e-20,1.0,4990.549291322821,113.218994,0.0033333336,12861.412567289544,4747.5938,1.0,4990.549291322821
,500,1.0,4992.86252025511,500.0,0.0025,1.0,4992.863,0.0025,9654.102336444568,100,2,400.0,499.31,5.434597e-20,1.0,4992.86252025511,98.13239,0.0024999997,9654.102336444568,4782.4575,1.0,4992.86252025511
0.012072374,500,1.0102999,4994.252697574696,494.902542887855,0.0010358421,0.51461285,4996.6587,0.0022998822,7727.166389176864,100,1,493.9717735988439,499.448,4.8912355e-08,1.1425959,4994.252697574696,50.162964,0.002,7727.166389176864,4807.5,0.99361247,4994.252697574696
,500,1.0,4999.800287113514,500.0,0.01,1.0,4999.8003,0.01,0.0326782903829741,100,2,100.0,500.0,3.5044917e-18,1.0,4999.800287113514,0.17987064,0.009999998,0.0326782903829741,4578.9897,1.0,4999.800287113514
,500,1.0,4974.81253420301,500.0,0.005,1.0,4974.8125,0.005,124990.60830080556,100,2,200.00000010221265,497.505,2.179301e-19,1.0,4974.81253420301,352.65512,0.0049999994,124990.60830080556,4677.2544,1.0,4974.81253420301
,500,1.0,4983.150460112847,500.0,0.0033333334,1.0,4983.1504,0.0033333334,83327.24699487892,100,2,299.999969473632,498.33666666666664,5.4391416e-20,1.0,4983.150460112847,288.18304,0.0033333336,83327.24699487892,4740.1953,1.0,4983.150460112847
,500,1.0,4987.322948189085,500.0,0.0025,1.0,4987.323,0.0025,62495.591727069,100,2,400.0,498.7525,5.434597e-20,1.0,4987.322948189085,249.67853,0.0024999997,62495.591727069,4776.918,1.0,4987.322948189085
0.005466168,500,1.005779,4989.824863347238,497.1270886654468,0.0016649179,0.83359,4990.9644,0.0027065806,49996.519985587904,100,1,497.2945307663463,499.002,2.1805377e-08,1.3551289,4989.824863347238,197.94435,0.002,49996.519985587904,4802.229,1.0013586,4989.824863347238
,500,1.0,4999.822335281824,500.0,0.01,1.0,4999.8223,0.01,0.05068910020366422,100,2,100.0,500.0,3.5044917e-18,1.0,4999.822335281824,0.22400753,0.009999998,0.05068910020366422,4579.0117,1.0,4999.822335281824
,500,1.0,4999.834069062506,500.0,0.005,1.0,4999.834,0.005,0.03649920332211262,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.834069062506,0.19057198,0.0049999994,0.03649920332211262,4702.276,1.0,4999.834069062506
,500,1.0,4999.823833165556,500.0,0.0033333334,1.0,4999.8237,0.0033333334,0.03769273589604449,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.823833165556,0.19383179,0.0033333336,0.03769273589604449,4756.8687,1.0,4999.823833165556
,500,1.0,4987.329463487151,500.0,0.0025,1.0,4987.3296,0.0025,62495.76031412452,100,2,400.0,498.7525,5.434597e-20,1.0,4987.329463487151,249.67882,0.0024999997,62495.76031412452,4776.9243,1.0,4987.329463487151
0.014609516,500,1.0171353,4989.826468322579,491.57670414091126,0.0009764701,0.48623046,4993.244,0.0025734515,49996.557479392,100,1,492.7560593553689,499.002,5.892091e-08,1.2814426,4989.826468322579,147.28436,0.002,49996.557479392,4803.4463,0.9958942,4989.826468322579
,500,1.0,4999.803668956531,500.0,0.01,1.0,4999.8037,0.01,0.030004673201284176,100,2,100.0,500.0,3.5044917e-18,1.0,4999.803668956531,0.17234685,0.009999998,0.030004673201284176,4578.993,1.0,4999.803668956531
,500,1.0,4999.816987219416,500.0,0.005,1.0,4999.817,0.005,0.03488338836444272,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.816987219416,0.18629566,0.0049999994,0.03488338836444272,4702.259,1.0,4999.816987219416
,500,1.0,4999.821544146808,500.0,0.0033333334,1.0,4999.822,0.0033333334,0.03437510343635147,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.821544146808,0.18508834,0.0033333336,0.03437510343635147,4756.8667,1.0,4999.821544146808
,500,1.0,4999.825396774886,500.0,0.0025,1.0,4999.8257,0.0025,0.031768803221554724,100,2,400.0,500.0,5.434597e-20,1.0,4999.825396774886,0.17801382,0.0024999997,0.031768803221554724,4789.4204,1.0,4999.825396774886
2.1572431e-07,500,1.0000002,4999.830795777584,499.99988079073887,0.001995763,0.99788356,4999.831,0.0020021873,0.030152115386667927,100,1,499.99988832240007,500.0,8.628975e-13,1.0010957,4999.830795777584,0.17338185,0.002,0.030152115386667927,4811.6387,1.000002,4999.830795777584
,500,1.0,4996.762114924218,500.0,0.01,1.0,4996.762,0.01,960.7034543263504,100,2,100.0,499.7,3.5044917e-18,1.0,4996.762114924218,30.839853,0.009999998,960.7034543263504,4575.9517,1.0,4996.762114924218
,500,1.0,4998.283462279168,500.0,0.005,1.0,4998.283,0.005,480.27929229813117,100,2,200.00000010221265,499.85,2.179301e-19,1.0,4998.283462279168,21.86042,0.0049999994,480.27929229813117,4700.725,1.0,4998.283462279168
,500,1.0,4995.799221680682,500.0,0.0033333334,1.0,4995.7993,0.0033333334,3013.971519833134,100,2,299.999969473632,499.60333333333335,5.4391416e-20,1.0,4995.799221680682,54.80807,0.0033333336,3013.971519833134,4752.844,1.0,4995.799221680682
,500,1.0,4996.808251124656,500.0,0.0025,1.0,4996.808,0.0025,2261.6580505669062,100,2,400.0,499.7025,5.434597e-20,1.0,4996.808251124656,47.497406,0.0024999997,2261.6580505669062,4786.403,1.0,4996.808251124656
0.004987913,500,1.004191,4997.415641810069,497.91322526210075,0.0007659821,0.38206863,4998.4253,0.0021792827,1809.904511984906,100,1,497.5113638856081,499.762,2.0048107e-08,1.087017,4997.415641810069,26.762014,0.002,1809.904511984906,4809.839,0.99759156,4997.415641810069
,500,1.0,4999.827631080956,500.0,0.01,1.0,4999.828,0.01,0.03560799297725993,100,2,100.0,500.0,3.5044917e-18,1.0,4999.827631080956,0.18776457,0.009999998,0.03560799297725993,4579.0176,1.0,4999.827631080956
,500,1.0,4974.025914804008,500.0,0.005,1.0,4974.026,0.005,125079.19533130107,100,2,200.00000010221265,497.43,2.179301e-19,1.0,4974.025914804008,352.7801,0.0049999994,125079.19533130107,4676.468,1.0,4974.025914804008
,500,1.0,4982.626743348016,500.0,0.0033333334,1.0,4982.6265,0.0033333334,83395.1470950019,100,2,299.999969473632,498.2866666666667,5.4391416e-20,1.0,4982.626743348016,288.30048,0.0033333336,83395.1470950019,4739.6714,1.0,4982.626743348016
,500,1.0,4986.9314411628,500.0,0.0025,1.0,4986.9316,0.0025,62549.843508627375,100,2,400.0,498.715,5.434597e-20,1.0,4986.9314411628,249.7869,0.0024999997,62549.843508627375,4776.5264,1.0,4986.9314411628
0.01768368,500,1.0154907,4989.513148305159,492.37282435174143,0.0006981272,0.34864396,4992.6675,0.0027377328,50041.52561706236,100,1,491.308345214001,498.972,7.0905095e-08,1.3672208,4989.513148305159,154.94376,0.002,50041.52561706236,4803.0234,0.9987978,4989.513148305159
,500,1.0,4999.8307505858675,500.0,0.01,1.0,4999.831,0.01,0.025096688781288335,100,2,100.0,500.0,3.5044917e-18,1.0,4999.8307505858675,0.15764295,0.009999998,0.025096688781288335,4579.0205,1.0,4999.8307505858675
,500,1.0,4999.817268196592,500.0,0.005,1.0,4999.8174,0.005,0.02505355659258699,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.817268196592,0.15789695,0.0049999994,0.02505355659258699,4702.2593,1.0,4999.817268196592
,500,1.0,4999.8189986886255,500.0,0.0033333334,1.0,4999.819,0.0033333334,0.02651938977985801,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.8189986886255,0.16258614,0.0033333336,0.02651938977985801,4756.864,1.0,4999.8189986886255
,500,1.0,4999.818947495406,500.0,0.0025,1.0,4999.8193,0.0025,0.029014092850955485,100,2,400.0,500.0,5.434597e-20,1.0,4999.818947495406,0.17012535,0.0024999997,0.029014092850955485,4789.414,1.0,4999.818947495406
,500,1.0,4999.819667904278,500.0,0.002,1.0,4999.82,0.002,0.028430609703807477,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.819667904278,0.16844843,0.0020000003,0.028430609703807477,4811.6274,1.0,4999.819667904278
,500,1.0,4999.821512831211,500.0,0.01,1.0,4999.822,0.01,0.034990122021088706,100,2,100.0,500.0,3.5044917e-18,1.0,4999.821512831211,0.18612227,0.009999998,0.034990122021088706,4579.011,1.0,4999.821512831211
,500,1.0,4999.8400488688085,500.0,0.005,1.0,4999.84,0.005,0.028243290602615097,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.8400488688085,0.16763093,0.0049999994,0.028243290602615097,4702.2817,1.0,4999.8400488688085
,500,1.0,4983.170069263015,500.0,0.0033333334,1.0,4983.17,0.0033333334,83327.90336285248,100,2,299.999969473632,498.33666666666664,5.4391416e-20,1.0,4983.170069263015,288.1842,0.0033333336,83327.90336285248,4740.215,1.0,4983.170069263015
,500,1.0,4987.331910996787,500.0,0.0025,1.0,4987.332,0.0025,62495.81810712398,100,2,400.0,498.7525,5.434597e-20,1.0,4987.331910996787,249.67897,0.0024999997,62495.81810712398,4776.927,1.0,4987.331910996787
0.0051325513,500,1.0049853,4989.83383855496,497.519698881243,0.0017062271,0.8535471,4990.8467,0.0028069864,49996.700988003395,100,1,497.45452860353436,499.002,2.0509358e-08,1.4042064,4989.83383855496,200.83064,0.002,49996.700988003395,4802.186,1.0005082,4989.83383855496
,500,1.0,4999.813573310747,500.0,0.01,1.0,4999.813,0.01,0.045932341049115574,100,2,100.0,500.0,3.5044917e-18,1.0,4999.813573310747,0.21325018,0.009999998,0.045932341049115574,4579.0024,1.0,4999.813573310747
,500,1.0,4999.8210043631125,500.0,0.005,1.0,4999.8213,0.005,0.0387690096597925,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.8210043631125,0.19640794,0.0049999994,0.0387690096597925,4702.263,1.0,4999.8210043631125
