VarVanillaIw,BatchSize,eRenyi2,VanillaAvgRet,ESSRenyi,MinNormIw,MinVanillaIw,J,MaxNormIw,VarRet,EpsThisIter,IterType,ESSClassic,AvgEpLen,VarNormIw,MaxVanillaIw,AvgRet,VarJ,AvgNormIw,VarDiscRet,Bound,AvgVanillaIw,AvgDiscRet
0.030562747,500,1.0322984,4981.0324417959155,484.35605234315375,0.00073514757,0.37205052,4987.6587,0.0025902744,65758.71167625286,100,1,485.544303868075,498.134,1.1932667e-07,1.3109109,4981.0324417959155,169.16858,0.002,65758.71167625286,4796.4517,1.0121793,4981.0324417959155
,500,1.0,4992.205154499384,500.0,0.01,1.0,4992.2046,0.01,4928.62598149619,100,2,100.0,499.26,3.5044917e-18,1.0,4992.205154499384,69.852295,0.009999998,4928.62598149619,4571.394,1.0,4992.205154499384
,500,1.0,4983.536618235079,500.0,0.005,1.0,4983.5366,0.005,14017.36104366831,100,2,200.00000010221265,498.4,2.179301e-19,1.0,4983.536618235079,118.09858,0.0049999994,14017.36104366831,4685.9785,1.0,4983.536618235079
,500,1.0,4983.216889674688,500.0,0.0033333334,1.0,4983.2173,0.0033333334,13641.458806714361,100,2,299.999969473632,498.37,5.4391416e-20,1.0,4983.216889674688,116.60182,0.0033333336,13641.458806714361,4740.262,1.0,4983.216889674688
,500,1.0,4987.375277677539,500.0,0.0025,1.0,4987.3755,0.0025,10274.560124378746,100,2,400.0,498.7775,5.434597e-20,1.0,4987.375277677539,101.236725,0.0024999997,10274.560124378746,4776.97,1.0,4987.375277677539
0.045733634,500,1.0408654,4980.183574355947,480.3694980834715,0.0006026646,0.29856965,4988.6343,0.0026363248,39016.89864837428,100,1,477.78733725251396,498.06,1.8633555e-07,1.3060774,4980.183574355947,107.96014,0.0019999999,39016.89864837428,4796.6353,0.9908319,4980.183574355947
,500,1.0,4945.098727731968,500.0,0.01,1.0,4945.0986,0.01,251714.89492124718,100,2,100.0,494.55,3.5044917e-18,1.0,4945.098727731968,499.19708,0.009999998,251714.89492124718,4524.288,1.0,4945.098727731968
,500,1.0,4946.523553650013,500.0,0.005,1.0,4946.5234,0.005,249676.16055415542,100,2,200.00000010221265,494.69,2.179301e-19,1.0,4946.523553650013,498.4253,0.0049999994,249676.16055415542,4648.9653,1.0,4946.523553650013
,500,1.0,4947.608470556546,500.0,0.0033333334,1.0,4947.6084,0.0033333334,248943.3233082147,100,2,299.999969473632,494.7966666666667,5.4391416e-20,1.0,4947.608470556546,498.10995,0.0033333336,248943.3233082147,4704.6533,1.0,4947.608470556546
,500,1.0,4960.649631296581,500.0,0.0025,1.0,4960.65,0.0025,187063.01819475365,100,2,400.0,496.0975,5.434597e-20,1.0,4960.649631296581,431.96686,0.0024999997,187063.01819475365,4750.2446,1.0,4960.649631296581
0.060451776,500,1.0585225,4963.683901450639,472.3565323840338,0.0005668334,0.28308997,4977.1235,0.0033324894,154829.00240188514,100,1,471.48897864942336,496.404,2.423656e-07,1.6643238,4963.683901450639,274.53943,0.002,154829.00240188514,4783.503,0.9988472,4963.683901450639
,500,1.0,4949.851138167526,500.0,0.01,1.0,4949.851,0.01,249984.98750864627,100,2,100.0,495.01,3.5044917e-18,1.0,4949.851138167526,497.47876,0.009999998,249984.98750864627,4529.0405,1.0,4949.851138167526
,500,1.0,4932.582317021088,500.0,0.005,1.0,4932.5825,0.005,263446.9297064934,100,2,200.00000010221265,493.295,2.179301e-19,1.0,4932.582317021088,511.98602,0.0049999994,263446.9297064934,4635.0244,1.0,4932.582317021088
,500,1.0,4954.98308169416,500.0,0.0033333334,1.0,4954.983,0.0033333334,176344.54725796016,100,2,299.999969473632,495.53,5.4391416e-20,1.0,4954.98308169416,419.23352,0.0033333336,176344.54725796016,4712.028,1.0,4954.98308169416
,500,1.0,4966.19515411214,500.0,0.0025,1.0,4966.1953,0.0025,132526.00402625892,100,2,400.0,496.6475,5.434597e-20,1.0,4966.19515411214,363.58588,0.0024999997,132526.00402625892,4755.79,1.0,4966.19515411214
0.080312684,500,1.0758227,4962.922866192805,464.7605919561468,6.100962e-05,0.03095233,4988.2944,0.003006356,155606.4761344392,100,1,463.8860414382349,496.32,3.120284e-07,1.5252304,4962.922866192805,148.14565,0.002,155606.4761344392,4793.098,1.0146705,4962.922866192805
,500,1.0,4999.811902196007,500.0,0.01,1.0,4999.8115,0.01,0.045355231044899656,100,2,100.0,500.0,3.5044917e-18,1.0,4999.811902196007,0.21191098,0.009999998,0.045355231044899656,4579.001,1.0,4999.811902196007
,500,1.0,4999.831221436604,500.0,0.005,1.0,4999.831,0.005,0.0334675344957375,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.831221436604,0.1824974,0.0049999994,0.0334675344957375,4702.273,1.0,4999.831221436604
,500,1.0,4999.828175859957,500.0,0.0033333334,1.0,4999.828,0.0033333334,0.04156205715959518,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.828175859957,0.2035442,0.0033333336,0.04156205715959518,4756.873,1.0,4999.828175859957
,500,1.0,4999.819904554636,500.0,0.0025,1.0,4999.8203,0.0025,0.042243348001539525,100,2,400.0,500.0,5.434597e-20,1.0,4999.819904554636,0.2052814,0.0024999997,0.042243348001539525,4789.415,1.0,4999.819904554636
,500,1.0,4999.824937504663,500.0,0.002,1.0,4999.825,0.002,0.038238990108038225,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.824937504663,0.19535378,0.0020000003,0.038238990108038225,4811.633,1.0,4999.824937504663
,500,1.0,4989.698112708767,500.0,0.01,1.0,4989.698,0.01,10204.565013486606,100,2,100.0,499.0,3.5044917e-18,1.0,4989.698112708767,100.51129,0.009999998,10204.565013486606,4568.8877,1.0,4989.698112708767
,500,1.0,4994.7689831944435,500.0,0.005,1.0,4994.7695,0.005,5102.5026555774675,100,2,200.00000010221265,499.5,2.179301e-19,1.0,4994.7689831944435,71.253,0.0049999994,5102.5026555774675,4697.2114,1.0,4994.7689831944435
,500,1.0,4996.453930987815,500.0,0.0033333334,1.0,4996.4536,0.0033333334,3401.6874333851238,100,2,299.999969473632,499.6666666666667,5.4391416e-20,1.0,4996.453930987815,58.226692,0.0033333336,3401.6874333851238,4753.4985,1.0,4996.453930987815
,500,1.0,4997.300314385357,500.0,0.0025,1.0,4997.301,0.0025,2551.296365462175,100,2,400.0,499.75,5.434597e-20,1.0,4997.300314385357,50.44718,0.0024999997,2551.296365462175,4786.8955,1.0,4997.300314385357
0.0020175288,500,1.0018198,4997.808946910586,499.09172841001663,0.0015647847,0.7803163,4998.1914,0.0021630507,2041.0588054286638,100,1,498.98989672455104,499.8,8.113114e-09,1.0786556,4997.808946910586,36.623623,0.002,2041.0588054286638,4809.828,0.9973466,4997.808946910586
,500,1.0,4999.842940005808,500.0,0.01,1.0,4999.843,0.01,0.02415217377196959,100,2,100.0,500.0,3.5044917e-18,1.0,4999.842940005808,0.15460636,0.009999998,0.02415217377196959,4579.032,1.0,4999.842940005808
,500,1.0,4999.825972244887,500.0,0.005,1.0,4999.825,0.005,0.026261345735502258,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.825972244887,0.16163015,0.0049999994,0.026261345735502258,4702.267,1.0,4999.825972244887
,500,1.0,4999.831340146567,500.0,0.0033333334,1.0,4999.8315,0.0033333334,0.02796709393549017,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.831340146567,0.16693816,0.0033333336,0.02796709393549017,4756.8765,1.0,4999.831340146567
,500,1.0,4999.833904191831,500.0,0.0025,1.0,4999.834,0.0025,0.028684289676529508,100,2,400.0,500.0,5.434597e-20,1.0,4999.833904191831,0.16913663,0.0024999997,0.028684289676529508,4789.4287,1.0,4999.833904191831
5.3245157e-07,500,1.0000005,4999.838509013258,499.9997615815346,0.0019954538,0.99770904,4999.8394,0.002004703,0.02774017274210123,100,1,499.9997192411098,500.0,2.1298755e-12,1.0023335,4999.838509013258,0.16631843,0.002,0.02774017274210123,4811.647,0.99998206,4999.838509013258
,500,1.0,4994.628266631707,500.0,0.01,1.0,4994.6284,0.01,2706.03639239749,100,2,100.0,499.49,3.5044917e-18,1.0,4994.628266631707,51.75882,0.009999998,2706.03639239749,4573.818,1.0,4994.628266631707
,500,1.0,4997.229001670029,500.0,0.005,1.0,4997.2285,0.005,1353.0322220303117,100,2,200.00000010221265,499.745,2.179301e-19,1.0,4997.229001670029,36.69151,0.0049999994,1353.0322220303117,4699.6704,1.0,4997.229001670029
,500,1.0,4996.2760917148335,500.0,0.0033333334,1.0,4996.276,0.0033333334,1904.5988387365594,100,2,299.999969473632,499.65,5.4391416e-20,1.0,4996.2760917148335,43.56892,0.0033333336,1904.5988387365594,4753.321,1.0,4996.2760917148335
,500,1.0,4997.1628889932,500.0,0.0025,1.0,4997.163,0.0025,1429.6311646675479,100,2,400.0,499.7375,5.434597e-20,1.0,4997.1628889932,37.76318,0.0024999997,1429.6311646675479,4786.758,1.0,4997.1628889932
0.0021496078,500,1.0019822,4997.697747379877,499.01085466249845,0.0015621387,0.77922314,4998.0747,0.0021661283,1144.2845547607458,100,1,498.92459292947007,499.79,8.639223e-09,1.0805042,4997.697747379877,27.853886,0.002,1144.2845547607458,4809.6963,0.9976364,4997.697747379877
,500,1.0,4997.335335259548,500.0,0.01,1.0,4997.335,0.01,625.2839678406887,100,2,100.0,499.76,3.5044917e-18,1.0,4997.335335259548,24.880322,0.009999998,625.2839678406887,4576.5244,1.0,4997.335335259548
,500,1.0,4998.585107761315,500.0,0.005,1.0,4998.585,0.005,312.6523659176733,100,2,200.00000010221265,499.88,2.179301e-19,1.0,4998.585107761315,17.637707,0.0049999994,312.6523659176733,4701.027,1.0,4998.585107761315
,500,1.0,4999.0093417101225,500.0,0.0033333334,1.0,4999.01,0.0033333334,208.45803963465977,100,2,299.999969473632,499.92,5.4391416e-20,1.0,4999.0093417101225,14.413983,0.0033333336,208.45803963465977,4756.0547,1.0,4999.0093417101225
,500,1.0,4999.204635646822,500.0,0.0025,1.0,4999.204,0.0025,156.33671484655352,100,2,400.0,499.94,5.434597e-20,1.0,4999.204635646822,12.487822,0.0024999997,156.33671484655352,4788.799,1.0,4999.204635646822
0.01043176,500,1.009146,4995.024948059054,495.46845781558426,0.001027179,0.51330364,4997.211,0.0022915655,5840.559735603914,100,1,494.842524970626,499.526,4.1773518e-08,1.145145,4995.024948059054,40.07203,0.002,5840.559735603914,4808.16,0.9994435,4995.024948059054
,500,1.0,4999.8348028551745,500.0,0.01,1.0,4999.835,0.01,0.034889606769154945,100,2,100.0,500.0,3.5044917e-18,1.0,4999.8348028551745,0.18585865,0.009999998,0.034889606769154945,4579.0244,1.0,4999.8348028551745
,500,1.0,4999.820449460741,500.0,0.005,1.0,4999.8203,0.005,0.04226402328170741,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.820449460741,0.20506907,0.0049999994,0.04226402328170741,4702.262,1.0,4999.820449460741
,500,1.0,4999.814734849011,500.0,0.0033333334,1.0,4999.815,0.0033333334,0.04185807693099199,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.814734849011,0.20425102,0.0033333336,0.04185807693099199,4756.86,1.0,4999.814734849011
,500,1.0,4999.811673061128,500.0,0.0025,1.0,4999.8115,0.0025,0.04344890238971167,100,2,400.0,500.0,5.434597e-20,1.0,4999.811673061128,0.20818685,0.0024999997,0.04344890238971167,4789.4062,1.0,4999.811673061128
2.9152532e-06,500,1.0000021,4999.811710371133,499.9989271186962,0.0019824004,0.9910299,4999.8125,0.0020091638,0.04221310985572887,100,1,499.99851071154376,500.0,1.16650205e-11,1.0044094,4999.811710371133,0.20490141,0.0019999999,0.04221310985572887,4811.62,0.9998282,4999.811710371133
,500,1.0,4999.8393947306495,500.0,0.01,1.0,4999.8394,0.01,0.03135352449261823,100,2,100.0,500.0,3.5044917e-18,1.0,4999.8393947306495,0.17617486,0.009999998,0.03135352449261823,4579.029,1.0,4999.8393947306495
,500,1.0,4999.8304445431495,500.0,0.005,1.0,4999.83,0.005,0.03389832899001314,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.8304445431495,0.183671,0.0049999994,0.03389832899001314,4702.272,1.0,4999.8304445431495
,500,1.0,4999.825781986106,500.0,0.0033333334,1.0,4999.826,0.0033333334,0.03308177016541746,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.825781986106,0.18159083,0.0033333336,0.03308177016541746,4756.871,1.0,4999.825781986106
,500,1.0,4999.825507656296,500.0,0.0025,1.0,4999.825,0.0025,0.032030481585301085,100,2,400.0,500.0,5.434597e-20,1.0,4999.825507656296,0.17875181,0.0024999997,0.032030481585301085,4789.42,1.0,4999.825507656296
,500,1.0,4999.828387632078,500.0,0.002,1.0,4999.829,0.002,0.0319962698198032,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.828387632078,0.17870216,0.0020000003,0.0319962698198032,4811.6367,1.0,4999.828387632078
,500,1.0,4999.793860419121,500.0,0.01,1.0,4999.794,0.01,0.04487976556879266,100,2,100.0,500.0,3.5044917e-18,1.0,4999.793860419121,0.21079634,0.009999998,0.04487976556879266,4578.9834,1.0,4999.793860419121
,500,1.0,4999.801411578994,500.0,0.005,1.0,4999.8013,0.005,0.035203207536753205,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.801411578994,0.18717578,0.0049999994,0.035203207536753205,4702.243,1.0,4999.801411578994
,500,1.0,4999.801412602483,500.0,0.0033333334,1.0,4999.802,0.0033333334,0.03881333085711639,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.801412602483,0.19669347,0.0033333336,0.03881333085711639,4756.8467,1.0,4999.801412602483
,500,1.0,4999.806707757609,500.0,0.0025,1.0,4999.806,0.0025,0.036132465082294285,100,2,400.0,500.0,5.434597e-20,1.0,4999.806707757609,0.18985951,0.0024999997,0.036132465082294285,4789.401,1.0,4999.806707757609
,500,1.0,4999.8143001549,500.0,0.002,1.0,4999.8145,0.002,0.03350049358462384,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.8143001549,0.18285893,0.0020000003,0.03350049358462384,4811.622,1.0,4999.8143001549
,500,1.0,4999.837637508399,500.0,0.01,1.0,4999.8374,0.01,0.0330253675040606,100,2,100.0,500.0,3.5044917e-18,1.0,4999.837637508399,0.18082553,0.009999998,0.0330253675040606,4579.027,1.0,4999.837637508399
,500,1.0,4999.825608759691,500.0,0.005,1.0,4999.8257,0.005,0.03364540639951256,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.825608759691,0.18296157,0.0049999994,0.03364540639951256,4702.2676,1.0,4999.825608759691
,500,1.0,4999.833129380861,500.0,0.0033333334,1.0,4999.8335,0.0033333334,0.03143353996550332,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.833129380861,0.176987,0.0033333336,0.03143353996550332,4756.8784,1.0,4999.833129380861
,500,1.0,4999.833983448379,500.0,0.0025,1.0,4999.8345,0.0025,0.029843768095850886,100,2,400.0,500.0,5.434597e-20,1.0,4999.833983448379,0.17252652,0.0024999997,0.029843768095850886,4789.429,1.0,4999.833983448379
0.00024016103,500,1.0002358,4999.213773732503,499.8821298059516,0.0018647128,0.9323195,4999.257,0.0020702838,192.40630103159688,100,1,499.8802913549029,499.94,9.607204e-10,1.0351009,4999.213773732503,12.921744,0.0019999999,192.40630103159688,4811.0425,0.9999604,4999.213773732503
,500,1.0,4999.824330877254,500.0,0.01,1.0,4999.824,0.01,0.029946945431294576,100,2,100.0,500.0,3.5044917e-18,1.0,4999.824330877254,0.17217878,0.009999998,0.029946945431294576,4579.0137,1.0,4999.824330877254
,500,1.0,4999.824861083415,500.0,0.005,1.0,4999.8247,0.005,0.03277692674915633,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.824861083415,0.18058954,0.0049999994,0.03277692674915633,4702.2666,1.0,4999.824861083415
,500,1.0,4999.813817146518,500.0,0.0033333334,1.0,4999.814,0.0033333334,0.059810597128752196,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.813817146518,0.24415307,0.0033333336,0.059810597128752196,4756.859,1.0,4999.813817146518
,500,1.0,4999.8184294978555,500.0,0.0025,1.0,4999.8184,0.0025,0.051705568150770646,100,2,400.0,500.0,5.434597e-20,1.0,4999.8184294978555,0.2271005,0.0024999997,0.051705568150770646,4789.413,1.0,4999.8184294978555
4.9758125e-07,500,1.0000021,4999.825174491508,499.9989271186962,0.0019923605,0.996139,4999.8257,0.002001943,0.04728248912030793,100,1,499.9996537192544,500.0,1.9904967e-12,1.0009301,4999.825174491508,0.21689777,0.002,0.04728248912030793,4811.6333,0.99995863,4999.825174491508
,500,1.0,4999.821858729089,500.0,0.01,1.0,4999.8223,0.01,0.0326371982270659,100,2,100.0,500.0,3.5044917e-18,1.0,4999.821858729089,0.17975603,0.009999998,0.0326371982270659,4579.0117,1.0,4999.821858729089
,500,1.0,4999.814817112985,500.0,0.005,1.0,4999.815,0.005,0.029879173169452784,100,2,200.00000010221265,500.0,2.179301e-19,1.0,4999.814817112985,0.1724195,0.0049999994,0.029879173169452784,4702.257,1.0,4999.814817112985
,500,1.0,4999.805493366072,500.0,0.0033333334,1.0,4999.8057,0.0033333334,0.041204657482119045,100,2,299.999969473632,500.0,5.4391416e-20,1.0,4999.805493366072,0.2026451,0.0033333336,0.041204657482119045,4756.8506,1.0,4999.805493366072
,500,1.0,4999.804062552724,500.0,0.0025,1.0,4999.804,0.0025,0.043090640615450475,100,2,400.0,500.0,5.434597e-20,1.0,4999.804062552724,0.20732094,0.0024999997,0.043090640615450475,4789.399,1.0,4999.804062552724
,500,1.0,4999.804042162793,500.0,0.002,1.0,4999.8047,0.002,0.039829005598184246,100,1,500.00000664260017,500.0,5.431875e-20,1.0,4999.804042162793,0.19936849,0.0020000003,0.039829005598184246,4811.6123,1.0,4999.804042162793
