VarVanillaIw,MinNormIw,MaxVanillaIw,eRenyi2,VarRet,Bound,VarDiscRet,AvgDiscRet,ESSRenyi,Delta,AvgRet,MaxNormIw,VanillaAvgRet,IterType,VarJ,VarNormIw,BatchSize,AvgVanillaIw,AvgEpLen,AvgNormIw,MinVanillaIw,ESSClassic,J,EpsThisIter
0.00952419,0.00729133,1.1255,1.00701,44.3602106366,-141.97,44.3602106366,-108.590523846,99.3034465198,0.2,-108.590523846,0.0114202,-108.590523846,1,5.20193,9.80583e-07,100,0.985535,18.22,0.01,0.718586,99.0385391261,-108.337,100
0.00229139,0.00825208,1.08426,1.00229,10.7792073092,-132.092,10.7792073092,-107.560269855,99.771557771,0.2,-107.560269855,0.0108982,-107.560269855,1,3.17811,2.31494e-07,100,0.9949,16.75,0.01,0.821,99.7713232277,-107.503,100
0.00207594,0.00863331,1.10703,1.00186,9.05826602454,-129.976,9.05826602454,-106.981097857,99.814366825,0.2,-106.981097857,0.0111347,-106.981097857,1,3.00256,2.10015e-07,100,0.99422,16.6,0.01,0.858341,99.7925375047,-106.939,100
0.00709104,0.00800251,1.18225,1.00639,1231.16739556,-201.631,1231.16739556,-110.541547662,99.3648007583,0.2,-110.541547662,0.0118405,-110.541547662,1,29.0596,7.11262e-07,100,0.998482,22.35,0.01,0.799036,99.3007663784,-109.93,100
0.000916901,0.00941004,1.10184,1.00075,9.94392292994,-131.444,9.94392292994,-107.594920981,99.924906896,0.2,-107.594920981,0.0109696,-107.594920981,1,3.09762,9.08796e-08,100,1.00445,17.44,0.01,0.945191,99.9101022039,-107.576,100
0.00392631,0.0065006,1.08855,1.0039,12.6113431202,-133.49,12.6113431202,-107.973565011,99.6118885321,0.2,-107.973565011,0.0108499,-107.973565011,1,3.1446,3.90069e-07,100,1.00328,17.85,0.01,0.652192,99.6153352152,-107.864,100
0.00368254,0.00785778,1.0859,1.00327,20.3391210176,-136.683,20.3391210176,-107.689416728,99.6742760029,0.2,-107.689416728,0.0108278,-107.689416728,1,3.8311,3.66139e-07,100,1.00289,16.0,0.01,0.788045,99.6388212806,-107.59,100
0.00195297,0.00859522,1.09128,1.00192,13.1682375925,-134.273,13.1682375925,-107.502608316,99.8086544536,0.2,-107.502608316,0.0109495,-107.502608316,1,3.42399,1.9661e-07,100,0.996654,17.62,0.01,0.856646,99.8057238999,-107.451,100
0.00265078,0.00784125,1.1668,1.00312,8.42050625111,-130.656,8.42050625111,-107.604270969,99.6887744291,0.2,-107.604270969,0.0116724,-107.604270969,1,2.84191,2.65281e-07,100,0.999619,16.12,0.01,0.783826,99.7380750221,-107.531,100
0.00260671,0.00793062,1.09337,1.00257,13.6476450896,-133.034,13.6476450896,-107.907327945,99.7436080669,0.2,-107.907327945,0.0109494,-107.907327945,1,3.56305,2.61422e-07,100,0.998563,17.5,0.01,0.791923,99.7418626885,-107.841,100
0.0105897,0.00620734,1.11963,1.00692,87.9627606622,-146.36,87.9627606622,-107.790680977,99.3129223053,0.2,-107.790680977,0.0112653,-107.790680977,1,6.81446,1.07206e-06,100,0.993876,19.05,0.01,0.616933,98.9498109856,-107.497,100
0.000533221,0.00908036,1.05117,1.00052,5.88028065981,-130.066,5.88028065981,-107.056382613,99.9475992273,0.2,-107.056382613,0.0105226,-107.056382613,1,2.39467,5.34327e-08,100,0.998964,16.17,0.01,0.907096,99.9471631714,-107.044,100
0.00329546,0.00812715,1.13213,1.00312,13.6859997962,-134.505,13.6859997962,-108.075626323,99.6894260097,0.2,-108.075626323,0.0112977,-108.075626323,1,3.40327,3.28172e-07,100,1.00209,17.2,0.01,0.814414,99.6761879853,-107.992,100
0.0210681,0.00431608,1.16655,1.01661,1518.87574949,-208.827,1518.87574949,-111.299037495,98.3662973742,0.2,-111.299037495,0.0117663,-111.299037495,1,17.1109,2.14337e-06,100,0.991434,26.24,0.01,0.42791,97.9221651782,-109.123,100
0.00389827,0.00831053,1.22064,1.00291,11.6855621332,-130.066,11.6855621332,-106.983533528,99.7101388638,0.2,-106.983533528,0.0122764,-106.983533528,1,3.66538,3.94312e-07,100,0.994297,16.89,0.01,0.826314,99.6111419358,-106.918,100
0.000669566,0.0091106,1.04349,1.00053,6.96083163463,-130.503,6.96083163463,-107.503866091,99.9469561757,0.2,-107.503866091,0.0104228,-107.503866091,1,2.62259,6.68009e-08,100,1.00117,17.28,0.01,0.912122,99.9339438138,-107.491,100
0.000553555,0.00930842,1.07187,1.00046,6.58044317465,-130.449,6.58044317465,-107.451757659,99.9543517683,0.2,-107.451757659,0.0106996,-107.451757659,1,2.54488,5.51586e-08,100,1.00178,17.04,0.01,0.932503,99.9454284213,-107.441,100
0.00112476,0.00867756,1.04063,1.001,5.79988582147,-130.038,5.79988582147,-107.089376069,99.9001309278,0.2,-107.089376069,0.0104357,-107.089376069,1,2.37431,1.13114e-07,100,0.997175,16.49,0.01,0.865304,99.8881710991,-107.067,100
0.000934876,0.00923236,1.04657,1.0011,9.05358587893,-131.18,9.05358587893,-107.360750035,99.8905903406,0.2,-107.360750035,0.0104428,-107.360750035,1,2.95449,9.30781e-08,100,1.0022,18.1,0.01,0.925264,99.9079236923,-107.335,100
0.000949209,0.00890919,1.04796,1.00089,10.7146969117,-131.011,10.7146969117,-107.535467657,99.9113868811,0.2,-107.535467657,0.0104738,-107.535467657,1,3.24721,9.48164e-08,100,1.00055,16.86,0.01,0.891409,99.906218935,-107.515,100
0.000858718,0.00917323,1.06309,1.00107,7.37765523617,-130.194,7.37765523617,-107.399428584,99.8926481934,0.2,-107.399428584,0.0106737,-107.399428584,1,2.67859,8.65651e-08,100,0.995987,15.72,0.01,0.913643,99.9143879347,-107.373,100
0.00109004,0.00869666,1.07969,1.00104,9.44812906131,-131.04,9.44812906131,-107.257002227,99.8965976051,0.2,-107.257002227,0.0107463,-107.257002227,1,3.04725,1.07985e-07,100,1.00471,17.02,0.01,0.873759,99.8932049289,-107.232,100
0.0119626,0.00589155,1.1636,1.01373,1068.29269505,-196.53,1068.29269505,-110.7116751,98.6458695918,0.2,-110.7116751,0.0115681,-110.7116751,1,19.3573,1.18235e-06,100,1.00587,21.36,0.01,0.592612,98.843024121,-109.317,100
0.000663886,0.00893148,1.07919,1.00074,7.56842806072,-130.052,7.56842806072,-107.304026728,99.9262519567,0.2,-107.304026728,0.0107454,-107.304026728,1,2.75107,6.58179e-08,100,1.00433,17.16,0.01,0.897012,99.9349029342,-107.287,100
0.00724749,0.007678,1.21109,1.00722,13.4520400776,-129.981,13.4520400776,-107.049717658,99.2832430365,0.2,-107.049717658,0.0122559,-107.049717658,1,3.92404,7.42201e-07,100,0.988173,17.77,0.01,0.758719,99.2705632343,-106.887,100
0.00325163,0.00730265,1.08171,1.00196,7.96594817127,-131.438,7.96594817127,-107.025663841,99.8043201383,0.2,-107.025663841,0.0108682,-107.025663841,1,2.65298,3.28241e-07,100,0.995301,17.14,0.01,0.726834,99.6761049789,-106.977,100
0.000851117,0.00854214,1.05027,1.0009,6.4637927383,-130.158,6.4637927383,-107.199061102,99.910470604,0.2,-107.199061102,0.0105459,-107.199061102,1,2.50664,8.58138e-08,100,0.995901,15.46,0.01,0.850712,99.9150729045,-107.178,100
0.0111342,0.00570767,1.11103,1.00886,78.2394092289,-146.411,78.2394092289,-108.258577914,99.1216881039,0.2,-108.258577914,0.0111547,-108.258577914,1,5.4667,1.12235e-06,100,0.996015,17.78,0.01,0.568492,98.9010796717,-107.856,100
0.00538069,0.00625055,1.11985,1.00543,19.6971766875,-136.319,19.6971766875,-107.388017416,99.4599578191,0.2,-107.388017416,0.011054,-107.388017416,1,3.26471,5.24264e-07,100,1.01308,16.78,0.01,0.633231,99.4836384542,-107.212,100
0.00347396,0.00900503,1.25013,1.00261,7.91058343893,-130.72,7.91058343893,-107.470111183,99.7397063195,0.2,-107.470111183,0.0124443,-107.470111183,1,2.8968,3.44232e-07,100,1.00458,17.27,0.01,0.904631,99.6603723625,-107.42,100
0.000752077,0.00829414,1.02995,1.00057,6.36122996679,-130.001,6.36122996679,-106.951782345,99.9429194299,0.2,-106.951782345,0.0103194,-106.951782345,1,2.50107,7.54982e-08,100,0.998074,16.44,0.01,0.827817,99.9253626243,-106.938,100
0.0014844,0.00922787,1.09691,1.00239,13.9668378513,-129.445,13.9668378513,-106.746468919,99.7612112331,0.2,-106.746468919,0.0108955,-106.746468919,1,3.88895,1.46456e-07,100,1.00675,17.49,0.01,0.929016,99.8552311348,-106.694,100
0.00233423,0.00802605,1.10946,1.0021,9.43782503349,-130.746,9.43782503349,-107.814781109,99.7906665374,0.2,-107.814781109,0.0112464,-107.814781109,1,2.98954,2.39853e-07,100,0.986504,16.45,0.01,0.791773,99.7631070585,-107.765,100
0.00637983,0.00711758,1.15751,1.00349,5.6546261386,-130.429,5.6546261386,-107.769862196,99.6520509039,0.2,-107.769862196,0.0116509,-107.769862196,1,2.29462,6.46366e-07,100,0.993495,16.58,0.01,0.707127,99.3641647592,-107.685,100
0.00108907,0.00861466,1.04421,1.00105,6.09814662469,-129.907,6.09814662469,-106.850771534,99.8949321525,0.2,-106.850771534,0.0104024,-106.850771534,1,2.42297,1.0808e-07,100,1.00382,16.87,0.01,0.864753,99.8931595397,-106.825,100
0.00177156,0.008987,1.18126,1.0013,5.60049315655,-129.588,5.60049315655,-106.966355484,99.8698262358,0.2,-106.966355484,0.0117961,-106.966355484,1,2.33502,1.76661e-07,100,1.0014,16.68,0.01,0.899957,99.8254435081,-106.937,100
0.00155678,0.00844927,1.06045,1.00169,6.68445344751,-130.05,6.68445344751,-107.075710032,99.8311514405,0.2,-107.075710032,0.0105605,-107.075710032,1,2.50025,1.54389e-07,100,1.00416,16.14,0.01,0.848446,99.8473765265,-107.041,100
0.00197718,0.00872372,1.10055,1.002,5.96262165594,-129.906,5.96262165594,-106.968782435,99.8004136396,0.2,-106.968782435,0.0109839,-106.968782435,1,2.36904,1.96942e-07,100,1.00197,16.15,0.01,0.874088,99.8054200122,-106.923,100
0.000963689,0.00911476,1.07689,1.00105,6.26214128844,-130.253,6.26214128844,-107.584536627,99.8954436784,0.2,-107.584536627,0.0107938,-107.584536627,1,2.47944,9.68158e-08,100,0.997689,16.56,0.01,0.90937,99.9042396388,-107.561,100
0.00131356,0.00884683,1.08021,1.00114,5.37990467182,-130.251,5.37990467182,-107.237996225,99.8863559507,0.2,-107.237996225,0.0108019,-107.237996225,1,2.26607,1.31351e-07,100,1.00002,15.95,0.01,0.884699,99.8701317373,-107.212,100
0.000427946,0.00918499,1.0349,1.00046,5.06083363196,-129.285,5.06083363196,-106.675537936,99.9544470488,0.2,-106.675537936,0.0103318,-106.675537936,1,2.24188,4.26525e-08,100,1.00166,17.11,0.01,0.920028,99.957812932,-106.665,100
0.00175425,0.00846529,1.06169,1.00139,5.38512075776,-129.849,5.38512075776,-106.837210242,99.861028475,0.2,-106.837210242,0.0106564,-106.837210242,1,2.25759,1.76731e-07,100,0.9963,15.55,0.01,0.843397,99.8253648643,-106.805,100
0.000390544,0.00956816,1.05843,1.00046,3.95983298467,-129.143,3.95983298467,-106.753919129,99.9535776212,0.2,-106.753919129,0.0105726,-106.753919129,1,1.97049,3.89681e-08,100,1.00111,16.66,0.01,0.957876,99.9614338813,-106.743,100
0.000671466,0.00969651,1.15278,1.00078,7.17808975662,-130.494,7.17808975662,-107.322648994,99.9220145429,0.2,-107.322648994,0.0115275,-107.322648994,1,2.65756,6.71427e-08,100,1.00003,15.65,0.01,0.969679,99.9335868083,-107.303,100
0.00336485,0.00764844,1.07286,1.00308,9.59856943942,-132.779,9.59856943942,-106.889378296,99.6927551272,0.2,-106.889378296,0.0107196,-106.889378296,1,2.66054,3.35919e-07,100,1.00084,16.1,0.01,0.765488,99.6685447362,-106.805,100
0.000749276,0.00874194,1.05712,1.00081,5.19228528004,-129.337,5.19228528004,-107.021871466,99.9190747507,0.2,-107.021871466,0.0105246,-107.021871466,1,2.27406,7.42696e-08,100,1.00442,17.25,0.01,0.878057,99.9265546842,-107.004,100
0.00120714,0.00839952,1.11115,1.00135,4.27923181915,-129.64,4.27923181915,-106.92392784,99.8650467194,0.2,-106.92392784,0.0111427,-106.92392784,1,2.02071,1.21394e-07,100,0.997195,15.55,0.01,0.837597,99.8799668047,-106.894,100
0.000681534,0.00904794,1.05415,1.00064,5.42392497802,-129.508,5.42392497802,-106.768653627,99.9362398677,0.2,-106.768653627,0.0105268,-106.768653627,1,2.30365,6.79624e-08,100,1.0014,17.31,0.01,0.906065,99.932749411,-106.753,100
0.00120818,0.00876017,1.06554,1.00107,6.0171517324,-129.862,6.0171517324,-106.705163857,99.8933738149,0.2,-106.705163857,0.0106749,-106.705163857,1,2.4107,1.21261e-07,100,0.998172,16.17,0.01,0.874416,99.8801071049,-106.68,100
0.000369979,0.00925602,1.04132,1.00036,5.50494323968,-129.981,5.50494323968,-107.302442693,99.9644525097,0.2,-107.302442693,0.0104153,-107.302442693,1,2.33769,3.70131e-08,100,0.999795,17.14,0.01,0.925412,99.9633509362,-107.295,100
0.0038095,0.00749813,1.1145,1.00427,7.83257817225,-130.311,7.83257817225,-107.379156402,99.5751270624,0.2,-107.379156402,0.0111178,-107.379156402,1,2.66577,3.79093e-07,100,1.00245,17.5,0.01,0.751647,99.6260804469,-107.279,100
0.00228573,0.00872646,1.19704,1.00202,8.85289940569,-129.69,8.85289940569,-106.664848767,99.7987039006,0.2,-106.664848767,0.0119556,-106.664848767,1,2.99065,2.2801e-07,100,1.00123,17.31,0.01,0.873722,99.774794967,-106.618,100
0.00205687,0.00844166,1.05027,1.00124,5.7658175039,-129.936,5.7658175039,-107.066108027,99.8759736993,0.2,-107.066108027,0.0106047,-107.066108027,1,2.33691,2.09701e-07,100,0.990383,16.53,0.01,0.836048,99.7928177306,-107.037,100
0.00101155,0.00920128,1.09687,1.00083,6.19876455779,-130.534,6.19876455779,-107.252519779,99.9170753147,0.2,-107.252519779,0.0109802,-107.252519779,1,2.44803,1.01367e-07,100,0.998957,17.06,0.01,0.919168,99.8997357958,-107.233,100
0.000159441,0.00974914,1.02889,1.00017,5.51812804562,-130.64,5.51812804562,-106.983656518,99.9828725591,0.2,-106.983656518,0.0103012,-106.983656518,1,2.32572,1.59823e-08,100,0.998805,16.51,0.01,0.973748,99.9842015823,-106.98,100
0.00192042,0.00850913,1.06304,1.00207,5.84135890903,-130.299,5.84135890903,-107.245881559,99.7931239099,0.2,-107.245881559,0.0105908,-107.245881559,1,2.34252,1.90614e-07,100,1.00374,15.71,0.01,0.854096,99.8116561056,-107.198,100
0.000419409,0.00943105,1.07057,1.00037,4.70219643819,-129.042,4.70219643819,-106.614593172,99.963428049,0.2,-106.614593172,0.0107172,-106.614593172,1,2.15745,4.20304e-08,100,0.998934,16.3,0.01,0.9421,99.9583998817,-106.607,100
0.00131862,0.00880856,1.12619,1.00097,5.67763050341,-129.393,5.67763050341,-106.51891306,99.9032123796,0.2,-106.51891306,0.011222,-106.51891306,1,2.35749,1.30929e-07,100,1.00356,16.65,0.01,0.883988,99.8705663534,-106.497,100
0.000931845,0.00901956,1.08255,1.00074,5.40263770624,-129.632,5.40263770624,-106.816692403,99.9260853101,0.2,-106.816692403,0.0108742,-106.816692403,1,2.28697,9.4024e-08,100,0.995525,16.02,0.01,0.89792,99.9070047698,-106.8,100
0.000710464,0.00938296,1.06657,1.00086,6.57720496061,-129.37,6.57720496061,-106.701198602,99.9145047289,0.2,-106.701198602,0.0106861,-106.701198602,1,2.58094,7.13189e-08,100,0.998088,16.24,0.01,0.936501,99.9294525293,-106.682,100
0.00155257,0.00797751,1.11674,1.00101,3.92157013575,-129.206,3.92157013575,-106.535083354,99.8986200151,0.2,-106.535083354,0.0111546,-106.535083354,1,1.94598,1.54899e-07,100,1.00115,16.92,0.01,0.79867,99.8469102302,-106.511,100
0.00109476,0.00916083,1.10081,1.00092,4.62714442709,-130.009,4.62714442709,-107.26300631,99.9083406223,0.2,-107.26300631,0.010982,-107.26300631,1,2.12512,1.08957e-07,100,1.00238,16.04,0.01,0.91826,99.892231265,-107.243,100
0.00119931,0.00899682,1.06242,1.00116,9.56004340398,-130.3,9.56004340398,-107.229213784,99.8845481183,0.2,-107.229213784,0.0106584,-107.229213784,1,3.08642,1.20704e-07,100,0.996793,16.65,0.01,0.896796,99.8806289151,-107.202,100
0.00379208,0.00912818,1.2167,1.00327,6.51852730337,-129.176,6.51852730337,-106.416305997,99.6743470633,0.2,-106.416305997,0.0120887,-106.416305997,1,2.71153,3.74339e-07,100,1.00648,17.31,0.01,0.918736,99.6307605167,-106.342,100
0.00281431,0.00886254,1.2603,1.00254,6.87094873744,-129.432,6.87094873744,-106.72102623,99.7466680095,0.2,-106.72102623,0.0125849,-106.72102623,1,2.75547,2.80624e-07,100,1.00144,17.36,0.01,0.887527,99.7229379148,-106.663,100
0.00159178,0.0091769,1.16158,1.00162,10.3605158424,-130.267,10.3605158424,-106.964336789,99.8386249643,0.2,-106.964336789,0.0116369,-106.964336789,1,3.36386,1.59755e-07,100,0.998191,17.61,0.01,0.91603,99.8420987139,-106.927,100
0.00068831,0.00910219,1.05448,1.00059,5.15474022242,-129.952,5.15474022242,-107.058681794,99.9405856489,0.2,-107.058681794,0.0105596,-107.058681794,1,2.23648,6.90245e-08,100,0.998598,16.4,0.01,0.908942,99.9317324068,-107.045,100
0.00128956,0.0081977,1.07251,1.00113,5.11139557985,-129.965,5.11139557985,-107.343831608,99.8874858792,0.2,-107.343831608,0.0107339,-107.343831608,1,2.22993,1.29169e-07,100,0.999176,16.99,0.01,0.819095,99.8723201483,-107.319,100
0.000647724,0.00938444,1.06893,1.00088,8.61899369971,-130.262,8.61899369971,-107.344527441,99.9119699752,0.2,-107.344527441,0.0107014,-107.344527441,1,2.94672,6.49186e-08,100,0.998873,16.82,0.01,0.937386,99.9357762641,-107.324,100
0.00287771,0.00755091,1.06987,1.00258,8.40689676933,-129.819,8.40689676933,-106.920632829,99.742457672,0.2,-106.920632829,0.0107156,-106.920632829,1,2.82765,2.8868e-07,100,0.998425,16.98,0.01,0.753902,99.7149855352,-106.86,100
0.00172569,0.00883812,1.09327,1.00167,6.0327627679,-130.056,6.0327627679,-107.094673711,99.8332068451,0.2,-107.094673711,0.0109394,-107.094673711,1,2.42132,1.7278e-07,100,0.999391,16.49,0.01,0.883273,99.8292507292,-107.057,100
0.0019326,0.00905431,1.12212,1.00178,15.496357665,-128.946,15.496357665,-106.497815493,99.822669337,0.2,-106.497815493,0.011251,-106.497815493,1,4.08426,1.94286e-07,100,0.997355,18.72,0.01,0.903036,99.808022566,-106.459,100
0.000342432,0.00974434,1.06763,1.00031,4.67305754738,-129.504,4.67305754738,-107.023024182,99.9694083367,0.2,-107.023024182,0.0106679,-107.023024182,1,2.16131,3.41893e-08,100,1.00079,18.35,0.01,0.975202,99.9661569478,-107.017,100
0.00110364,0.0087933,1.057,1.00081,5.59577099655,-129.704,5.59577099655,-106.832388399,99.9191223573,0.2,-106.832388399,0.0106049,-106.832388399,1,2.33731,1.11095e-07,100,0.996702,15.72,0.01,0.87643,99.890154658,-106.814,100
0.00248379,0.00848948,1.12439,1.00211,6.4345935072,-129.858,6.4345935072,-106.792748717,99.7895150567,0.2,-106.792748717,0.0112631,-106.792748717,1,2.4923,2.49228e-07,100,0.998294,17.17,0.01,0.8475,99.7538646302,-106.746,100
0.00025382,0.0095055,1.05879,1.0002,5.05521450929,-129.109,5.05521450929,-106.710834764,99.9798934364,0.2,-106.710834764,0.0106057,-106.710834764,1,2.23844,2.54675e-08,100,0.998319,16.67,0.01,0.948952,99.9748121232,-106.706,100
0.00155622,0.00839472,1.07299,1.00152,6.35877867557,-130.254,6.35877867557,-107.256074106,99.8481199728,0.2,-107.256074106,0.0106981,-107.256074106,1,2.46198,1.547e-07,100,1.00298,17.97,0.01,0.84197,99.8470819569,-107.221,100
0.00451412,0.00628885,1.07575,1.00221,6.14526207526,-130.248,6.14526207526,-107.509282958,99.7796276615,0.2,-107.509282958,0.0108654,-107.509282958,1,2.41814,4.60516e-07,100,0.990067,16.5,0.01,0.622638,99.5461566158,-107.454,100
0.000258962,0.00973521,1.06265,1.00037,4.62127699695,-129.252,4.62127699695,-106.511506572,99.9625584652,0.2,-106.511506572,0.0106252,-106.511506572,1,2.14831,2.589e-08,100,1.00012,17.57,0.01,0.973638,99.974403747,-106.503,100
0.00140278,0.00883035,1.13002,1.0016,6.54953040894,-129.042,6.54953040894,-106.562691287,99.8404786664,0.2,-106.562691287,0.0113135,-106.562691287,1,2.62697,1.40609e-07,100,0.998824,17.01,0.01,0.881997,99.8610272543,-106.528,100
0.000622157,0.00905441,1.06435,1.00074,6.74714500277,-129.679,6.74714500277,-106.852840311,99.9260853101,0.2,-106.852840311,0.0106413,-106.852840311,1,2.57397,6.21901e-08,100,1.00021,18.2,0.01,0.905628,99.9384680681,-106.836,100
0.00121413,0.00843502,1.13564,1.00087,4.96928603419,-130.073,4.96928603419,-107.016467979,99.9135526937,0.2,-107.016467979,0.0113421,-107.016467979,1,2.19603,1.21109e-07,100,1.00125,16.45,0.01,0.84456,99.8802476689,-106.997,100
0.000385611,0.00926212,1.11702,1.00043,5.72521713118,-129.625,5.72521713118,-107.094276371,99.9571030651,0.2,-107.094276371,0.0111582,-107.094276371,1,2.38067,3.84786e-08,100,1.00107,16.89,0.01,0.927205,99.9619085533,-107.085,100
0.00130551,0.00861825,1.09106,1.00126,6.89964203735,-129.594,6.89964203735,-106.780062019,99.8745943186,0.2,-106.780062019,0.0109373,-106.780062019,1,2.63373,1.31192e-07,100,0.997555,18.51,0.01,0.859719,99.8702656157,-106.75,100
0.00214213,0.00842555,1.21068,1.00186,6.00932124616,-129.375,6.00932124616,-106.709197133,99.8147943885,0.2,-106.709197133,0.0120566,-106.709197133,1,2.43134,2.12438e-07,100,1.00417,16.19,0.01,0.846067,99.7901475334,-106.667,100
0.000543628,0.00924514,1.02962,1.00049,8.08564410351,-130.961,8.08564410351,-106.772566833,99.9506359714,0.2,-106.772566833,0.0103277,-106.772566833,1,2.78182,5.46965e-08,100,0.996945,18.72,0.01,0.92169,99.945886232,-106.761,100
0.00097317,0.00934587,1.09601,1.00129,4.43631219473,-129.003,4.43631219473,-106.755839576,99.8712292652,0.2,-106.755839576,0.0110082,-106.755839576,1,2.0999,9.81739e-08,100,0.995626,15.65,0.01,0.930499,99.9029127182,-106.728,100
0.000482306,0.00930088,1.06921,1.0006,4.92191883194,-130.006,4.92191883194,-106.786926958,99.9403832343,0.2,-106.786926958,0.0106925,-106.786926958,1,2.19071,4.8234e-08,100,0.999964,16.5,0.01,0.930055,99.9522401472,-106.774,100
0.00177003,0.0089531,1.17803,1.0019,6.79522877904,-129.558,6.79522877904,-106.744932945,99.810091392,0.2,-106.744932945,0.0118129,-106.744932945,1,2.62088,1.77987e-07,100,0.997233,16.66,0.01,0.892833,99.8240781945,-106.702,100
0.00503916,0.00780864,1.23693,1.00426,11.0967459836,-129.52,11.0967459836,-106.769519578,99.5762145002,0.2,-106.769519578,0.0124162,-106.769519578,1,3.57834,5.07745e-07,100,0.996222,18.15,0.01,0.777914,99.4998575667,-106.667,100
0.00127711,0.00939583,1.14992,1.00137,7.311691135,-129.434,7.311691135,-106.803112731,99.8635963098,0.2,-106.803112731,0.011467,-106.803112731,1,2.80054,1.26996e-07,100,1.00281,16.79,0.01,0.942225,99.874453114,-106.773,100
0.00113997,0.00889461,1.08626,1.00092,6.41457699135,-129.565,6.41457699135,-106.800995036,99.9075909855,0.2,-106.800995036,0.010867,-106.800995036,1,2.50782,1.14089e-07,100,0.999596,18.09,0.01,0.889102,99.8871654518,-106.78,100
0.000273717,0.00975069,1.05098,1.00027,4.97361067728,-129.617,4.97361067728,-106.923129073,99.9732804186,0.2,-106.923129073,0.0104986,-106.923129073,1,2.22191,2.73135e-08,100,1.00106,17.19,0.01,0.976107,99.9729842279,-106.917,100
