AvgDiscRet,J,eRenyi2,VarNormIw,BatchSize,ESSRenyi,VarJ,AvgNormIw,MinVanillaIw,AvgEpLen,AvgVanillaIw,Bound,VarRet,MinNormIw,MaxNormIw,VarVanillaIw,VarDiscRet,MaxVanillaIw,AvgRet,ESSClassic
351.36962250631933,547.3369,2.8594584,0.0002161061,100,34.97165700110344,239.6173,0.01,1.5743643e-06,49.97,1.075754,193.59662,147242.931113693,1.4634985e-08,0.06154811,2.500881,35191.85106687147,6.6210628,489.7134844812192,31.852708716393817
524.8397116201837,609.6483,1.644046,8.805636e-05,100,60.82555056439018,195.56036,0.01,0.089785255,81.31,1.0787867,395.6238,142628.93867193814,0.00083227997,0.0436885,1.024783,23605.263894012707,4.713057,802.9952832953333,53.425702084684126
596.3117879410971,720.8984,2.3399434,0.00019722959,100,42.73607627296694,194.91136,0.01,0.00035261584,98.74,1.1491861,472.8483,164892.42237636927,3.0683964e-06,0.10291333,2.6046703,21550.330443364488,11.826656,977.4174066266056,33.86876613979683
697.806472989936,866.0115,25374.656,0.010000002,100,0.0039409400866267895,,0.01,,129.8,4.6833613e-30,585.2512,202515.35492874373,,1.0,,17910.534119385302,4.6833614e-28,1289.0089399775327,inf
865.7907821611433,865.99664,366.43198,0.010000003,100,0.2729019475994614,1.7176191e-10,0.01,,199.89,8.0900174e-27,864.78125,73.92936911423602,,1.0,,1.440578780756864,8.0900176e-25,1998.4716532874666,inf
866.0071330381589,866.0185,801952.56,0.010000003,100,0.0001246956549253498,8.271213e-13,0.01,,200.0,5.367521e-14,865.9972,0.0005972954061666077,,1.0,2.881028e-25,0.00013918069776096902,5.367521e-12,1999.9738691711425,1.0
866.0124676695892,866.01904,1416638.5,0.0054209414,100,7.058963878222991e-05,0.00058172405,0.01,,200.0,4.5556517e-11,866.0069,0.00010335077553638184,,0.6527632,1.1250602e-19,4.4884821404059603e-05,2.973762e-09,1999.9881055355072,1.8292464951740184
866.012440985759,866.0133,1.1467272,1.8619796e-05,100,87.20469839995967,0.0066181044,0.010000002,0.035418976,200.0,0.9480477,866.00684,0.00011616938191727601,0.0003735991,0.01877874,0.1673537,4.410836601476022e-05,1.7803141,1999.9874939441681,84.43549911649215
866.0116616023785,866.0124,1.2381502,3.3545017e-05,100,80.76564285244577,0.007554641,0.010000002,0.26423955,200.0,1.026526,866.0053,0.00014449589683247934,0.0025741146,0.041767403,0.35348248,5.627099648893809e-05,4.2875323,1999.9861810588836,75.06967954779711
866.0134402500869,866.0189,6173380000.0,0.010000003,100,1.6198581400292253e-08,,0.01,,200.0,1.7383419e-38,866.0076,0.00012312446503501354,,1.0,,4.784047841345364e-05,1.7383419e-36,1999.9889810562133,inf
