MaxIW,Iteration,WReturnMean,EmpiricalD2Harmonic,Weights,EmpiricalD2Arithmetic,OptimizationReturnMean,TimeElapsed,InitialBound,LearnableVariance,OptimizationReturnMax,EpThisIter,EpLenMean,ESSRenyiHarmonic,MinIW,MinBehavPdf,DivergenceHarmonic,InitialReturnMean,InitialReturnMax,ESSRenyiArithmetic,OptimizationReturnMin,MeanD2-0,StdIW,StdWReturnMean,VarianceInitializer,MeanIW,MinTargetPdf,InitialReturnMin,ReturnMeanIW,Penalization,EpisodesSoFar,EpRewMean,MeanEntropy,Bound,ReturnStepMax,TimestepsSoFar,InitialReturnStd,Epsilon,Inner Iteration,ReturnStepMaxmin
66.861374,11,56573.18,1.0,[-0.103 -0.362 -0.758 -2.854],1.0,144.47893,12.298198461532593,-105438.39,,469.9178,11,21.454545454545453,11.0,0.14166984,-27.157127,181767720000.0,204.38072,529.8196,11.0,,1.0,18.550392,,-1.0,9.085741,-27.157127,59.90181,1832964.4,True,121,204.38072925604536,0.41894197,-20835100000.0,9.999912,2231,121.662224,1.0,1,9.999912
1744.6724,12,52100.438,1.0,[-0.363 -0.3   -0.833 -2.438],1.0,143.58734,12.852919101715088,-79933.55,,339.96677,11,21.363636363636363,11.0,0.17476714,-24.411472,1.5702226e+16,203.48175,399.86118,11.0,,1.0,494.60272,,-1.0,196.41016,-24.411472,59.894417,7651851.0,True,132,203.4817487559272,0.41894197,-3487731500000.0,9.9999895,2466,103.41961,1.0,1,9.9999895
1672.7719,13,59996.594,1.0,[-0.444 -0.68  -0.833 -2.753],1.0,163.60474,13.51250410079956,-83809.09,,309.95303,11,23.363636363636363,11.0,0.61667347,-18.225737,2.9781025e+23,223.50595,369.85425,11.0,,1.0,468.18298,,-1.0,249.90831,-18.225737,59.90121,18477116.0,True,143,223.50594827415628,0.41894197,-1.2994935e+16,9.999922,2723,100.2082,1.0,1,9.999922
101.56054,14,132653.61,1.0,[-0.314 -0.235 -0.972 -2.879],1.0,245.3374,14.338828086853027,-267399.7,,839.8622,11,29.545454545454547,11.0,0.1792672,-35.49751,1336976900000.0,285.28027,879.80505,11.0,,1.0,28.155312,,-1.0,13.934278,-35.49751,39.94288,3166734.2,True,154,285.2802811911588,0.41894197,-155806910000.0,9.999995,3048,226.42609,1.0,1,9.999995
265.33917,15,244698.88,1.0,[-0.173 -0.104 -1.018 -3.032],1.0,226.30283,15.570489645004272,-447641.94,,869.9312,11,44.63636363636363,11.0,0.57004476,-44.42235,608062400000000.0,436.10223,1079.7306,11.0,,1.0,73.30171,,-1.0,40.864613,-44.42235,209.7994,9867195.0,True,165,436.10222490656355,0.41894197,-5004362500000.0,9.999992,3539,233.48174,1.0,1,9.999992
2065.637,16,279639.16,1.0,[-0.097 -0.006 -1.026 -3.017],1.0,364.37122,16.51535964012146,-486376.0,,1019.87537,11,44.45454545454545,11.0,0.076794095,-49.213676,9.037849e+17,434.27112,1089.7753,11.0,,1.0,631.7635,,-1.0,283.57852,-49.213676,69.89989,52458812.0,True,176,434.27112885469944,0.41894197,-196539380000000.0,9.999992,4028,301.74115,1.0,1,9.999992
5752.044,17,358404.25,1.0,[-0.009  0.082 -1.032 -3.02 ],1.0,399.05545,17.82598328590393,-568845.0,,959.7423,11,54.90909090909091,11.0,0.2161365,-39.371727,2.0723342e+21,538.80804,1099.4949,11.0,,1.0,1643.195,,-1.0,558.778,-39.371727,139.75253,81155510.0,True,187,538.8079894636724,0.41894197,-9579864000000000.0,9.999997,4632,260.94095,1.0,1,9.999997
728204.2,18,300814.3,1.0,[ 0.125 -0.09  -1.03  -3.142],1.0,432.6226,18.959503889083862,-406680.72,,709.9697,11,51.27272727272727,11.0,0.2836664,-34.357834,2.8913768e+17,502.49557,779.8427,11.0,,1.0,209117.8,,-1.0,66929.41,-34.357834,69.87302,22495896000.0,True,198,502.4955986811508,0.41894197,-56948326000000.0,9.999984,5196,219.80093,1.0,1,9.999984
36393.72,19,193855.5,1.0,[ 2.060e-01  2.817e-03 -1.037e+00 -3.123e+00],1.0,291.7132,20.066312789916992,-265100.1,,519.9084,11,42.18181818181818,11.0,0.1215667,-26.343422,81141604000000.0,411.5459,639.7411,11.0,,1.0,10379.819,,-1.0,3708.7468,-26.343422,119.83269,1172627200.0,True,209,411.5458899795087,0.41894197,-642933600000.0,9.999854,5660,156.47838,1.0,1,9.999854
86342.6,20,227087.78,1.0,[ 0.278  0.077 -1.025 -3.054],1.0,392.5085,21.562601566314697,-377526.5,,889.6866,11,44.27272727272727,11.0,0.048116136,-39.709473,2.475595e+17,432.44763,929.6257,11.0,,1.0,24728.076,,-1.0,8155.265,-39.709473,39.939087,973011700.0,True,220,432.4476386274173,0.41894197,-74852210000000.0,9.999991,6147,200.19193,1.0,1,9.999991
5283.8516,21,362765.06,1.0,[ 0.375  0.153 -1.024 -3.032],1.0,194.60765,23.028716564178467,-513263.12,,550.093,11,58.45454545454545,11.0,0.6906191,-47.944176,778763000000000.0,574.3233,929.8087,11.0,,1.0,1556.2578,,-1.0,681.1057,-47.944176,379.7157,203828500.0,True,231,574.3233733506447,0.41894197,-4200045700000.0,9.999996,6790,181.43248,1.0,1,9.999996
7929.0815,22,325788.78,1.0,[ 0.454  0.226 -1.022 -2.968],1.0,445.32773,24.550295114517212,-482824.06,,879.8888,11,52.54545454545455,11.0,0.19215514,-57.10472,1061196400000000.0,515.226,949.7871,11.0,,1.0,2267.0527,,-1.0,771.47327,-57.10472,69.89833,112060090.0,True,242,515.2260470985749,0.41894197,-5115675000000.0,9.999998,7368,245.62349,1.0,1,9.999998
110121.83,23,130107.61,1.0,[ 0.487  0.334 -1.033 -2.916],1.0,40.037483,25.602607250213623,-159346.12,,90.07593,11,37.0,11.0,0.19057469,-23.730238,3.223163e+21,359.79352,409.83197,11.0,,1.0,32453.889,,-1.0,13759.134,-23.730238,319.75604,1987622700.0,True,253,359.79352998488747,0.41894197,-1659955200000000.0,9.999968,7775,25.61681,1.0,1,9.999968
62.70631,24,166876.88,1.0,[ 0.899  0.178 -0.857 -2.758],1.0,296.2898,26.96430993080139,-298577.5,,799.9066,11,37.63636363636363,11.0,0.46475324,-28.25063,589759900.0,366.18845,869.8053,11.0,,1.0,17.307264,,-1.0,8.14933,-28.25063,69.89865,899987.94,True,264,366.1884558181363,0.41894197,-3199241000.0,9.99999,8189,181.06047,1.0,1,9.99999
62.01407,25,175956.23,1.0,[ 0.922  0.299 -0.876 -2.762],1.0,95.532936,28.26143980026245,-301626.97,,559.95044,11,39.54545454545455,11.0,0.3348552,-38.61447,676841700.0,385.24246,849.66,11.0,,1.0,17.754099,,-1.0,16.341583,-38.61447,289.7095,3097794.2,True,275,385.2424431684274,0.41894197,-3272564500.0,9.999998,8624,165.96535,1.0,1,9.999998
979216060.0,26,159040.88,1.0,[ 0.953  0.384 -0.872 -2.676],1.0,131.84668,29.474168062210083,-237153.5,,420.05908,11,39.18181818181818,11.0,0.26885593,-38.26339,4.1015317e+32,381.6549,669.8674,11.0,,1.0,281503580.0,,-1.0,89023610.0,-38.26339,249.80827,5555527000000.0,True,286,381.6549512926846,0.41894197,-1.5819534e+21,9.999996,9055,115.67356,1.0,1,9.999996
60319.344,27,130142.21,1.0,[ 1.091 -0.057 -0.749 -2.533],1.0,246.29834,30.547952890396118,-197031.72,,530.01154,11,34.63636363636363,11.0,0.22966923,-25.08837,4.277705e+17,336.16626,619.87946,11.0,,1.0,17326.219,,-1.0,5530.3506,-25.08837,89.86792,600395800.0,True,297,336.166268097142,0.41894197,-43749074000000.0,9.99998,9436,130.89862,1.0,1,9.99998
4839.7446,28,132516.47,1.0,[ 1.02  -0.16  -0.746 -2.528],1.0,322.5786,31.802984476089478,-176014.64,,489.8913,11,34.27272727272727,11.0,0.1807387,-22.09939,1.2597282e+18,332.56516,499.87784,11.0,,1.0,1382.672,,-1.0,493.30325,-22.09939,9.986539,71491080.0,True,308,332.56517364370853,0.41894197,-48821360000000.0,9.999952,9813,148.04346,1.0,1,9.999952
69.85821,29,108312.91,1.0,[ 1.068 -0.049 -0.752 -2.495],1.0,279.8496,32.7715961933136,-146741.34,,459.86102,11,30.0,11.0,0.7724963,-23.053228,884877950000000.0,289.83344,469.84485,11.0,,1.0,19.29331,,-1.0,9.810413,-23.053228,9.983811,1182273.9,True,319,289.833414633696,0.41894197,-1143126100000.0,9.999982,10143,155.91501,1.0,1,9.999982
2751.4563,30,116023.09,1.0,[ 0.967 -0.122 -0.766 -2.499],1.0,267.10596,33.89067983627319,-168652.94,,529.88837,11,29.727272727272727,11.0,0.21488363,-25.549942,6.7256137e+18,287.06747,549.84985,11.0,,1.0,795.1826,,-1.0,378.17804,-25.549942,19.961514,47590710.0,True,330,287.0674835395296,0.41894197,-136488920000000.0,9.999986,10470,183.3449,1.0,1,9.999986
8829.095,31,156265.17,1.0,[ 0.892 -0.222 -0.763 -2.495],1.0,265.3914,35.190582275390625,-236718.39,,589.964,11,36.54545454545455,11.0,0.63184065,-22.950264,1.4816921e+16,355.25632,679.8289,11.0,,1.0,2529.2188,,-1.0,832.5814,-22.950264,89.86492,179645260.0,True,341,355.2563372717357,0.41894197,-9793303000000.0,9.999999,10872,173.37274,1.0,1,9.999999
59608.418,32,146583.9,1.0,[ 1.117 -0.194 -0.827 -2.935],1.0,239.08638,36.40523314476013,-195456.66,,410.06668,11,36.90909090909091,11.0,0.14601283,-31.410105,2400574500000000.0,358.8801,529.8604,11.0,,1.0,17132.938,,-1.0,5429.338,-31.410105,119.793724,783211000.0,True,352,358.88010312222406,0.41894197,-2395331400000.0,9.999947,11278,133.37532,1.0,1,9.999947
741.7644,33,149936.52,1.0,[ 1.079 -0.297 -0.824 -2.995],1.0,302.61197,37.615987062454224,-196987.12,,479.9644,11,35.27272727272727,11.0,0.5325465,-26.954742,5.6865738e+17,342.53714,519.8895,11.0,,1.0,256.7971,,-1.0,125.67053,-26.954742,39.925133,20754114.0,True,363,342.53712733724973,0.41894197,-35480586000000.0,9.99998,11666,180.56808,1.0,1,9.99998
127.519646,34,104877.89,1.0,[ 0.999 -0.385 -0.829 -3.031],1.0,213.5456,38.710638999938965,-155602.7,,489.89417,11,27.363636363636363,11.0,0.3343912,-24.060947,7.119755e+16,263.45862,539.8072,11.0,,1.0,36.130024,,-1.0,19.141243,-24.060947,49.913025,4789847.5,True,374,263.45861464935507,0.41894197,-13534839000000.0,9.999865,11967,188.32802,1.0,1,9.999865
210126.81,35,170788.44,1.0,[ 1.075 -0.287 -0.837 -3.043],1.0,366.17957,39.975831508636475,-233417.36,,599.8128,11,37.63636363636363,11.0,0.5031962,-25.709969,2.7313155e+18,366.17957,599.8128,11.0,,1.0,60377.66,,-1.0,19197.037,-25.709969,,2917770500.0,True,385,366.17956088442435,0.41894197,-103507705000000.0,9.999993,12381,191.57497,1.0,1,9.999993
9563.258,36,112904.734,1.0,[ 0.992 -0.38  -0.839 -3.057],1.0,245.32138,41.0000638961792,-154666.38,,439.8735,11,30.545454545454547,11.0,0.391609,-26.995636,1.386912e+18,295.2459,489.79803,11.0,,1.0,2739.7222,,-1.0,903.0252,-26.995636,49.924526,125248664.0,True,396,295.2459013047546,0.41894197,-49181603000000.0,9.999981,12717,160.42006,1.0,1,9.999981
53.79045,37,69774.66,1.0,[ 0.918 -0.478 -0.837 -3.08 ],1.0,178.06851,41.74106407165527,-122401.96,,519.89386,11,21.818181818181817,11.0,0.70032305,-14.529257,1.8801364e+17,208.01166,549.837,11.0,,1.0,15.442499,,-1.0,7.6815295,-14.529257,29.943134,1506202.2,True,407,208.0116568224121,0.41894197,-22819472000000.0,9.999892,12957,162.80605,1.0,1,9.999892
3068.318,38,149124.61,1.0,[ 0.996 -0.381 -0.843 -3.07 ],1.0,298.005,42.57258701324463,-222625.6,,619.84247,11,33.81818181818182,11.0,0.7425539,-23.984669,4.3389533e+18,327.9549,649.7924,11.0,,1.0,1007.35974,,-1.0,613.2934,-23.984669,29.949928,124392780.0,True,418,327.9549232352653,0.41894197,-153103500000000.0,9.999959,13329,203.88765,1.0,1,9.999959
852.4021,39,140893.3,1.0,[ 1.073 -0.284 -0.85  -3.055],1.0,233.55278,43.89201807975769,-249435.97,,729.74603,11,30.363636363636363,11.0,0.6029101,-29.753351,2.419538e+16,293.44516,789.6384,11.0,,1.0,242.80804,,-1.0,100.810326,-29.753351,59.89239,52749490.0,True,429,293.4451693083208,0.41894197,-16883683000000.0,9.99998,13663,234.05817,1.0,1,9.99998
20309.89,40,294612.94,1.0,[ 1.106 -0.166 -0.871 -3.071],1.0,324.569,45.23274302482605,-472081.88,,829.94037,11,51.45454545454545,11.0,0.62638104,-50.880066,1.4358376e+19,504.32263,1009.694,11.0,,1.0,5773.409,,-1.0,2140.1985,-50.880066,179.7536,341171870.0,True,440,504.32259986186233,0.41894197,-672473900000000.0,10.0,14229,200.6779,1.0,1,10.0
2237.0847,41,114651.14,1.0,[ 1.175 -0.065 -0.872 -3.045],1.0,229.00323,46.31155037879944,-158138.86,,419.93048,11,31.90909090909091,11.0,0.015010159,-27.179193,12743354000000.0,308.8906,499.81778,11.0,,1.0,628.0138,,-1.0,297.91678,-27.179193,79.887314,47164670.0,True,451,308.89055449715045,0.41894197,-155288830000.0,9.999956,14580,138.70027,1.0,1,9.999956
87510.72,42,151175.52,1.0,[ 1.266  0.018 -0.863 -3.026],1.0,298.1265,47.57284116744995,-213812.16,,559.9235,11,34.81818181818182,11.0,0.8338614,-38.448887,8.873888e+34,338.0527,599.84973,11.0,,1.0,32317.414,,-1.0,19198.824,-38.448887,39.926193,4768480000.0,True,462,338.0526958833277,0.41894197,-1.8658851e+22,10.0,14963,192.08301,1.0,1,10.0
1776.5483,43,169670.02,1.0,[ 1.208  0.226 -0.84  -2.575],1.0,365.28586,48.70433330535889,-275479.94,,779.635,11,37.54545454545455,11.0,0.74846274,-38.739616,1.0662418e+21,365.28586,779.635,11.0,,1.0,505.17676,,-1.0,182.61253,-38.739616,,17695174.0,True,473,365.28586762772665,0.41894197,-3455043800000000.0,9.99999,15376,190.35817,1.0,1,9.99999
264.67703,44,208194.16,1.0,[ 1.161  0.452 -0.903 -2.647],1.0,167.31311,50.076507806777954,-336871.44,,619.9702,11,41.72727272727273,11.0,0.876204,-34.466522,5.802489e+16,407.10617,859.7633,11.0,,1.0,74.47833,,-1.0,29.393282,-34.466522,239.79306,2768186.0,True,484,407.10616095511523,0.41894197,-30996169000000.0,9.99999,15835,206.05513,1.0,1,9.99999
17147.95,45,100676.41,1.0,[ 1.134  0.749 -1.021 -3.03 ],1.0,69.981026,51.10253620147705,-183495.84,,469.89038,11,30.0,11.0,1.6994731,-33.847755,3.2445567e+28,289.84518,689.7545,11.0,,1.0,5717.2637,,-1.0,3334.2795,-33.847755,219.86414,207327840.0,True,495,289.84516224317343,0.41894197,-1.4917973e+19,9.999992,16165,129.09763,1.0,1,9.999992
259.86035,46,143893.81,1.0,[ 1.197  0.784 -0.964 -2.539],1.0,324.39523,52.100056886672974,-239184.31,,739.8659,11,33.45454545454545,11.0,1.1725948,-30.803827,7533060000.0,324.39523,739.8659,11.0,,1.0,72.704765,,-1.0,30.400124,-30.803827,,1877812.6,True,506,324.3952317354859,0.41894197,-8272435700.0,9.999994,16533,196.62538,1.0,1,9.999994
693266.06,47,73245.305,1.0,[ 1.004  0.691 -1.073 -2.609],1.0,67.3262,52.92624759674072,-93356.875,,140.10864,11,27.727272727272727,11.0,0.2985527,-19.743408,1.3777127e+18,267.11758,339.90002,11.0,,1.0,199294.53,,-1.0,63041.44,-19.743408,199.79138,2517277000.0,True,517,267.1175850376237,0.41894197,-23608643000000.0,9.999995,16838,43.51433,1.0,1,9.999995
280866.62,48,186874.25,1.0,[ 0.982  0.487 -1.065 -2.751],1.0,144.4959,54.09103083610535,-292725.78,,529.92615,11,40.45454545454545,11.0,0.23592742,-28.920542,7.084238e+32,394.35828,779.7885,11.0,,1.0,80412.3,,-1.0,26623.576,-28.920542,249.86237,8084795400.0,True,528,394.3582638810742,0.41894197,-2.817366e+21,9.999996,17283,177.07568,1.0,1,9.999996
465.67053,49,246721.78,1.0,[ 0.98   0.285 -1.056 -2.898],1.0,174.65236,55.351120710372925,-334438.2,,420.15198,11,47.45454545454545,11.0,0.16978215,-35.87787,8090372000.0,464.35342,709.853,11.0,,1.0,128.86955,,-1.0,66.42635,-35.87787,289.70105,23875588.0,True,539,464.353411305553,0.41894197,-7913642000.0,9.999998,17805,176.3453,1.0,1,9.999998
313500.34,50,210623.36,1.0,[ 0.586  0.522 -1.252 -2.897],1.0,130.92142,56.456854820251465,-319200.12,,489.98853,11,44.09090909090909,11.0,7.2439,-38.049152,4.6569938e+35,430.6956,789.7627,11.0,,1.0,89810.65,,-1.0,29558.248,-38.049152,299.77417,11585432000.0,True,550,430.69559216117085,0.41894197,-7.4095036e+22,9.999992,18290,158.50758,1.0,1,9.999992
4291.548,51,490635.25,1.0,[ 0.446  0.332 -1.275 -2.976],1.0,300.81992,58.03134274482727,-745365.8,,859.88403,11,66.0909090909091,11.0,0.65885264,-44.97569,7.3389155e+19,650.6104,1209.6746,11.0,,1.0,1232.324,,-1.0,500.66757,-44.97569,349.79053,368866750.0,True,561,650.6104333546683,0.41894197,-2182207900000000.0,9.999998,19017,259.5021,1.0,1,9.999998
3650.9114,52,711455.5,1.0,[ 0.38   0.228 -1.284 -2.998],1.0,325.36075,59.901329040527344,-1414537.8,,1639.897,11,70.54545454545455,11.0,0.727598,-107.76743,4.830515e+16,695.16223,2009.6985,11.0,,1.0,1140.0634,,-1.0,614.21136,-107.76743,369.80148,110512310.0,True,572,695.1622317801616,0.41894197,-154526110000000.0,10.0,19793,477.708,1.0,1,10.0
5250.578,53,519623.8,1.0,[ 0.27   0.173 -1.298 -2.983],1.0,571.60486,61.7526593208313,-943078.2,,1529.7156,11,61.18181818181818,11.0,1.1344213,-63.4751,3.1933108e+21,601.55334,1559.6641,11.0,,1.0,1500.4805,,-1.0,733.1072,-63.4751,29.948448,1237099300.0,True,583,601.5533076565229,0.41894197,-2.3929067e+16,9.999983,20466,397.18686,1.0,1,9.999983
87075.5,54,284783.7,1.0,[ 0.334  0.28  -1.306 -2.969],1.0,133.702,62.987778663635254,-428794.12,,539.89185,11,51.36363636363637,11.0,1.5679665,-41.066414,1.5824854e+33,503.35742,909.54724,11.0,,1.0,31182.545,,-1.0,17312.154,-41.066414,369.6554,7089726500.0,True,594,503.3573775713916,0.41894197,-5.7287966e+21,9.999986,21031,177.24284,1.0,1,9.999986
72.275635,55,368163.4,1.0,[ 0.224  0.451 -1.324 -2.825],1.0,222.67432,64.5155622959137,-602206.4,,829.7545,11,56.27272727272727,11.0,0.16423835,-51.54429,230960240000000.0,552.4334,1159.5137,11.0,,1.0,27.29578,,-1.0,21.18353,-51.54429,329.75916,4810927.5,True,605,552.4334675997846,0.41894197,-3556837000000.0,9.999996,21650,250.95946,1.0,1,9.999996
10053.723,56,306499.5,1.0,[ 0.461  0.381 -1.285 -2.829],1.0,222.7041,65.93608903884888,-460219.7,,649.9298,11,52.27272727272727,11.0,0.57219404,-34.506256,299217200000000.0,512.48364,939.70935,11.0,,1.0,2861.783,,-1.0,1016.78705,-34.506256,289.77957,121834824.0,True,616,512.4836666205179,0.41894197,-2659152800000.0,9.999994,22225,209.4277,1.0,1,9.999994
1764.5765,57,1092815.6,1.0,[ 0.227  0.345 -1.338 -2.772],1.0,464.48593,69.31602382659912,-2189088.0,,2149.7546,11,83.45454545454545,11.0,8.464553,-118.12158,6265575600000000.0,824.2302,2509.4988,11.0,,1.0,494.85013,,-1.0,234.43091,-118.12158,359.74423,156727940.0,True,627,824.2301518547058,0.41894197,-86775730000000.0,9.999997,23143,643.0088,1.0,1,9.999997
1578.5194,58,2002773.2,1.0,[ 0.125  0.279 -1.36  -2.792],1.0,808.05725,72.58219861984253,-3169998.0,,2209.7441,11,119.81818181818181,11.0,0.32554042,-106.02501,4.5387168e+20,1187.7445,2589.4314,11.0,,1.0,574.2235,,-1.0,303.7073,-106.02501,379.6872,1135674600.0,True,638,1187.7444757941255,0.41894197,-2.4866716e+16,9.999996,24461,769.4389,1.0,1,9.999996
12998350.0,59,1605452.8,1.0,[ 0.086  0.392 -1.38  -2.763],1.0,734.3496,75.56479454040527,-2754307.5,,2169.328,11,114.45454545454545,11.0,1.3112999,-106.40788,2.2945226e+28,1133.996,2568.9744,11.0,,1.0,3733714.0,,-1.0,1191575.9,-106.40788,399.64642,986241900000.0,True,649,1133.9960502786214,0.41894197,-1.7402384e+20,10.0,25720,565.2482,1.0,1,10.0
176.51076,60,1288110.4,1.0,[ 0.123  0.507 -1.378 -2.731],1.0,878.67224,78.43729829788208,-2491509.0,,2609.2878,11,90.9090909090909,11.0,1.0379698,-95.09116,693945960000.0,898.63885,2629.2544,11.0,,1.0,49.36256,,-1.0,27.796259,-95.09116,19.96659,28718616.0,True,660,898.6388117922841,0.41894197,-1002497970000.0,9.999977,26720,693.2233,1.0,1,9.999977
293.90094,61,4366424.5,1.0,[ 0.012  0.457 -1.398 -2.752],1.0,1296.7988,82.86087131500244,-7888477.0,,4078.357,11,172.72727272727272,11.0,0.12999587,-202.30508,107105346000.0,1716.497,4498.055,11.0,,1.0,82.05714,,-1.0,40.61701,-202.30508,419.6983,125248040.0,True,671,1716.497090295217,0.41894197,-1152777200000.0,10.0,28620,1191.6637,1.0,1,10.0
4191.271,62,7279587.0,1.0,[-0.026  0.408 -1.399 -2.754],1.0,1705.9231,87.50079607963562,-11630294.0,,4609.55,11,210.54545454545453,11.0,2.774455,-195.2983,6.2888604e+33,2095.6428,4999.2695,11.0,,1.0,1387.0874,,-1.0,742.2279,-195.2983,389.7199,11791167000.0,True,682,2095.6429372123234,0.41894197,-3.4501828e+23,9.999999,30936,1699.3726,1.0,1,9.999999
234.70831,63,4811095.5,1.0,[ 0.018  0.293 -1.407 -2.777],1.0,1384.0917,93.0114278793335,-7498394.5,,3549.302,11,177.45454545454547,11.0,0.15852202,-172.03236,9787426000.0,1763.8164,3929.0269,11.0,,1.0,67.14493,,-1.0,33.027256,-172.03236,379.72495,84481016.0,True,693,1763.816497036625,0.41894197,-265940980000.0,9.999998,32888,1303.8584,1.0,1,9.999998
218.08562,64,2457311.8,1.0,[-0.041  0.312 -1.415 -2.774],1.0,968.1067,97.01170372962952,-3588936.2,,2179.9473,11,134.8181818181818,11.0,0.27082407,-131.71716,1043455340000.0,1337.7954,2549.636,11.0,,1.0,63.91178,,-1.0,40.350113,-131.71716,369.68878,160474530.0,True,704,1337.7953809169196,0.41894197,-1156103100000.0,9.999997,34371,817.0771,1.0,1,9.999997
227.56694,65,926854.6,1.0,[-0.087  0.283 -1.429 -2.885],1.0,493.77298,99.88414359092712,-1361338.4,,1220.1678,11,86.36363636363636,11.0,1.2917978,-68.47269,6203035000000.0,853.4504,1579.8452,11.0,,1.0,76.44371,,-1.0,47.38648,-68.47269,359.67734,41937864.0,True,715,853.4503397628933,0.41894197,-1082159000000.0,10.0,35321,445.5077,1.0,1,10.0
