ReturnStepMaxmin,InitialBound,Penalization,MeanD2-0,StdWReturnMean,EpRewMean,WReturnMean,MaxIW,Iteration,LearnableVariance,OptimizationReturnMin,Epsilon,Inner Iteration,ESSRenyiArithmetic,EmpiricalD2Harmonic,TimestepsSoFar,ESSRenyiHarmonic,MinTargetPdf,ReturnStepMax,TimeElapsed,MeanEntropy,MeanIW,EpLenMean,EpisodesSoFar,EmpiricalD2Arithmetic,Bound,Weights,OptimizationReturnMean,VarianceInitializer,OptimizationReturnMax,DivergenceHarmonic,InitialReturnMean,MinIW,MinBehavPdf,EpThisIter,InitialReturnMax,StdIW,ReturnMeanIW,InitialReturnMin,InitialReturnStd
10.0,-29343554.0,True,1.0,,4999.223951689811,24992240.0,29136.723,459,,,1.0,1,11.0,1.0,2043471,11.0,-235.10083,10.0,6875.077206134796,0.41894197,2664.877,500.0,5049,1.0,-330444820000000.0,[ 0.423  1.306 -3.61  -2.506],0.5212624,-1.0,0.87353516,5765061000000000.0,4999.2236,0.95840925,-235.10083,11,4999.576,8371.143,66604175000.0,4998.7026,0.24671125
10.0,-29345340.0,True,1.0,,4999.400398343559,24994004.0,298084.75,460,,,1.0,1,11.0,1.0,2048971,11.0,-226.68369,10.0,6894.1814823150635,0.41894197,36558.77,500.0,5060,1.0,-9.243212e+24,[ 0.38   1.199 -3.609 -2.556],0.2651811,-1.0,0.453125,4.5125582e+36,4999.4004,1.7221597,-226.68369,11,4999.5884,84986.78,913683100000.0,4999.1353,0.13603383
10.0,-28421824.0,True,1.0,,4894.994956858812,24070292.0,622.15985,461,,,1.0,1,11.0,1.0,2054357,11.0,-221.14282,10.0,6915.266285896301,0.41894197,58.00253,489.6363636363636,5071,1.0,-3.0008756e+16,[-0.107  1.231 -3.695 -2.616],1045.5499,-1.0,1150.2639,4.7558817e+19,4894.9946,0.15745229,-221.14282,11,4999.709,178.41676,874174140.0,3849.445,330.63193
10.0,-29346226.0,True,1.0,,4999.487114550887,24994872.0,756.79266,462,,,1.0,1,11.0,1.0,2059857,11.0,-241.7767,10.0,6935.926979780197,0.41894197,99.03208,500.0,5082,1.0,-1335068600000000.0,[-0.051  1.217 -3.693 -2.641],0.10378196,-1.0,0.2211914,9.414057e+16,4999.4873,1.230021,-241.7767,11,4999.6045,209.92648,2475248000.0,4999.3833,0.07411983
10.0,-28747758.0,True,1.0,,4935.039073075106,24396286.0,142.60999,463,,,1.0,1,11.0,1.0,2065287,11.0,-233.15419,10.0,6957.791800737381,0.41894197,15.057069,493.6363636363636,5093,1.0,-1389317100000000.0,[-0.087  1.279 -3.674 -2.54 ],645.56396,-1.0,710.1919,1.0194176e+17,4935.039,0.13867581,-233.15419,11,4999.667,40.36326,376279940.0,4289.475,204.14525
10.0,-25830608.0,True,1.0,,4413.2497655564375,21479180.0,3854.1162,464,,,1.0,1,11.0,1.0,2070146,11.0,-211.03659,10.0,6976.585161924362,0.41894197,587.365,441.72727272727275,5104,1.0,-5823239000000000.0,[-0.147  1.279 -3.69  -2.55 ],4413.2495,-1.0,4999.6494,1.7909482e+18,4413.2495,0.065848544,-211.03659,11,4999.6494,1102.1498,13558488000.0,,1415.0642
10.0,-29347104.0,True,1.0,,4999.564579037547,24995648.0,57017.35,465,,,1.0,1,11.0,1.0,2075646,11.0,-230.40433,10.0,6999.591828107834,0.41894197,5220.36,500.0,5115,1.0,-25603776000000.0,[-0.085  1.275 -3.688 -2.555],0.087491125,-1.0,0.18164062,34270660000000.0,4999.5645,0.07337422,-230.40433,11,4999.6587,16379.726,130485985000.0,4999.477,0.057645395
10.0,-29346914.0,True,1.0,,4999.543328284797,24995436.0,42.634125,466,,,1.0,1,11.0,1.0,2081146,11.0,-226.00145,10.0,7022.169702291489,0.41894197,6.3799877,500.0,5126,1.0,-1332872000000.0,[-0.039  1.192 -3.69  -2.637],0.10933061,-1.0,0.2446289,93803370000.0,4999.5435,0.072027534,-226.00145,11,4999.6787,11.635554,159469280.0,4999.434,0.07724741
10.0,-28401128.0,True,1.0,,4892.299055842563,24049668.0,19595.527,467,,,1.0,1,11.0,1.0,2086529,11.0,-221.99496,10.0,7044.139860153198,0.41894197,1819.9808,489.3636363636364,5137,1.0,-3439485500000000.0,[-0.089  1.174 -3.689 -2.604],1072.7327,-1.0,1180.1016,6.247834e+17,4892.299,0.20773278,-221.99496,11,4999.668,5621.3755,26953239000.0,3819.5664,339.22787
10.0,-29347168.0,True,1.0,,4999.566725895912,24995668.0,61.240402,468,,,1.0,1,11.0,1.0,2092029,11.0,-243.27795,10.0,7066.404968500137,0.41894197,8.173354,500.0,5148,1.0,-19603472000000.0,[-0.037  1.153 -3.689 -2.631],0.22403231,-1.0,0.34570312,20295474000000.0,4999.567,0.8347158,-243.27795,11,4999.6885,17.090149,204290290.0,4999.343,0.119995326
10.0,-29346980.0,True,1.0,,4999.547915768164,24995480.0,1032.237,469,,,1.0,1,11.0,1.0,2097529,11.0,-234.29071,10.0,7088.745800495148,0.41894197,98.93548,500.0,5159,1.0,-1184510900000.0,[-0.098  1.146 -3.695 -2.64 ],0.33402875,-1.0,0.47265625,73791380000.0,4999.5474,0.11774291,-234.29071,11,4999.6865,295.19482,2472969200.0,4999.214,0.12835018
10.0,-29347036.0,True,1.0,,4999.553000136212,24995532.0,26.952265,470,,,1.0,1,11.0,1.0,2103029,11.0,-235.81859,10.0,7110.157777786255,0.41894197,6.2205753,500.0,5170,1.0,-287537200000.0,[-0.054  1.183 -3.691 -2.615],0.1907404,-1.0,0.32666016,4361745000.0,4999.5527,0.14749353,-235.81859,11,4999.689,9.173689,155486830.0,4999.3623,0.09842372
10.0,-28447090.0,True,1.0,,4904.953063204565,24095668.0,304372.34,471,,,1.0,1,11.0,1.0,2108428,11.0,-240.42688,10.0,7131.919650554657,0.41894197,30639.986,490.8181818181818,5181,1.0,-5.762668e+21,[-0.097  1.216 -3.692 -2.584],455.3707,-1.0,550.0591,1.7539034e+30,4904.953,0.13262859,-240.42688,11,4999.6416,86933.73,610874400000.0,4449.5825,192.61072
10.0,-29346912.0,True,1.0,,4999.549991046992,24995500.0,134521.42,472,,,1.0,1,11.0,1.0,2113928,11.0,-238.90143,10.0,7154.49636554718,0.41894197,12237.813,500.0,5192,1.0,-1.750981e+16,[-0.036  1.228 -3.69  -2.582],0.12801847,-1.0,0.21191406,1.6192312e+19,4999.55,0.17540966,-238.90143,11,4999.634,38669.477,305900550000.0,4999.422,0.06991495
10.0,-29346682.0,True,1.0,,4999.519345290723,24995196.0,20820.535,473,,,1.0,1,11.0,1.0,2119428,11.0,-244.11302,10.0,7177.12818312645,0.41894197,4785.664,500.0,5203,1.0,-1.6395395e+20,[ 0.052  1.252 -3.689 -2.495],0.20787464,-1.0,0.36767578,1.4196757e+27,4999.519,1.3213124,-244.11302,11,4999.679,7160.2954,119616070000.0,4999.3115,0.10775267
10.0,-29346830.0,True,1.0,,4999.536878131689,24995368.0,60.878906,474,,,1.0,1,11.0,1.0,2124928,11.0,-227.69768,10.0,7198.77592253685,0.41894197,8.548524,500.0,5214,1.0,-322254100000000.0,[-0.063  1.24  -3.746 -2.281],0.17209695,-1.0,0.29541016,5484643700000000.0,4999.537,0.83130926,-227.69768,11,4999.66,16.65134,213669000.0,4999.3647,0.08297334
10.0,-24613302.0,True,1.0,,4449.581297880133,20261930.0,10475.614,475,,,1.0,1,11.0,1.0,2129829,11.0,-226.4709,10.0,7216.731883764267,0.41894197,2546.241,445.54545454545456,5225,1.0,-402029640000000.0,[-0.125  1.236 -3.749 -2.285],1409.8212,-1.0,1959.8579,8534885500000000.0,4449.5815,0.1602836,-226.4709,11,4999.618,3543.5825,39360040000.0,3039.7603,680.5543
10.0,-28890404.0,True,1.0,,4951.342003027129,24539004.0,206.97769,476,,,1.0,1,11.0,1.0,2135277,11.0,-253.74599,10.0,7236.052471160889,0.41894197,23.90243,495.27272727272725,5236,1.0,-3.3320377e+17,[-0.08   1.27  -3.745 -2.259],481.80066,-1.0,530.0869,5.8638494e+21,4951.3423,0.8606082,-253.74599,11,4999.6284,58.181774,596548300.0,4469.5415,152.35875
10.0,-27277326.0,True,1.0,,4769.554145792687,22926000.0,7412.4717,477,,,1.0,1,11.0,1.0,2140528,11.0,-237.24347,10.0,7254.635269641876,0.41894197,1006.95123,477.3636363636364,5247,1.0,-1.01751185e+17,[-0.14   1.262 -3.751 -2.272],1080.0057,-1.0,1310.0366,5.4683576e+20,4769.554,0.23223117,-237.24347,11,4999.585,2178.8623,16932808000.0,3689.5483,421.13297
10.0,-29230236.0,True,1.0,,4987.726354351393,24878812.0,24.79249,478,,,1.0,1,11.0,1.0,2146016,11.0,-242.42224,10.0,7271.295025348663,0.41894197,5.37015,498.90909090909093,5258,1.0,-7.566142e+17,[-0.078  1.269 -3.751 -2.279],118.14822,-1.0,130.06104,3.0234885e+22,4987.726,0.96465933,-242.42224,11,4999.639,6.7513423,133738990.0,4869.578,37.361847
10.0,-26660748.0,True,1.0,,4685.946563400416,22309320.0,387153.75,479,,,1.0,1,11.0,1.0,2151174,11.0,-226.64192,10.0,7289.502081394196,0.41894197,39252.17,468.90909090909093,5269,1.0,-3.2169335e+23,[-0.133  1.242 -3.758 -2.289],1376.3037,-1.0,1690.0066,5.4656266e+33,4685.947,0.02566184,-226.64192,11,4999.6494,110293.09,534685580000.0,3309.6428,592.64197
10.0,-29346764.0,True,1.0,,4999.534190745171,24995344.0,692327.9,480,,,1.0,1,11.0,1.0,2156674,11.0,-232.07256,10.0,7308.989253520966,0.41894197,63130.598,500.0,5280,1.0,-1.8771636e+24,[-0.055  1.177 -3.764 -2.361],0.18017578,-1.0,0.28466797,1.8610745e+35,4999.534,2.2176492,-232.07256,11,4999.6387,198970.16,1578036400000.0,4999.354,0.07380525
10.0,-22911632.0,True,1.0,,4229.5818360205585,18560268.0,69423.44,481,,,1.0,1,11.0,1.0,2161333,11.0,-229.3033,10.0,7324.311841011047,0.41894197,7552.6157,423.54545454545456,5291,1.0,-6.257435e+16,[-0.154  1.129 -3.746 -2.418],1669.8065,-1.0,2439.8408,2.0680382e+20,4229.5815,0.04024872,-229.3033,11,4999.616,19798.615,101041240000.0,2559.7754,819.08844
10.0,-28181762.0,True,1.0,,4862.300592087026,23830364.0,1599.7849,482,,,1.0,1,11.0,1.0,2166683,11.0,-229.18173,10.0,7342.741767644882,0.41894197,284.5277,486.3636363636364,5302,1.0,-675541300000.0,[-0.092  1.135 -3.743 -2.414],1372.5726,-1.0,1509.9009,23662960000.0,4862.3003,0.16776572,-229.18173,11,4999.629,480.0414,6191505000.0,3489.728,434.04556
10.0,-25766464.0,True,1.0,,4408.692042072985,21415052.0,1028.9347,483,,,1.0,1,11.0,1.0,2171538,11.0,-246.24507,10.0,7357.632230043411,0.41894197,212.68683,441.3636363636364,5313,1.0,-1.1019202e+19,[-0.106  1.23  -3.746 -2.335],4398.7124,-1.0,4989.6587,6.412979e+24,4408.692,0.07853189,-246.24507,11,4999.6387,368.90952,4838172700.0,9.980117,1406.5859
10.0,-22852574.0,True,1.0,,4237.779688688908,18501156.0,119795.63,484,,,1.0,1,11.0,1.0,2176208,11.0,-242.01216,10.0,7372.971504688263,0.41894197,20940.91,424.54545454545456,5324,1.0,-2.2963542e+18,[-0.172  1.296 -3.747 -2.251],1218.107,-1.0,1979.9739,2.7850588e+23,4237.78,0.06574815,-242.01216,11,4999.6465,40623.6,365883600000.0,3019.6726,736.46344
10.0,-17069714.0,True,1.0,,3433.3449821047993,12718308.0,796.3741,485,,,1.0,1,11.0,1.0,2179994,11.0,-210.41594,10.0,7385.447100877762,0.41894197,156.30147,344.1818181818182,5335,1.0,-503413150000.0,[-0.218  1.217 -3.755 -2.336],1263.5509,-1.0,2829.8555,13315428000.0,3433.3452,0.66987425,-210.41594,11,4999.6494,275.9317,1302160500.0,2169.794,964.59845
10.0,-20559436.0,True,1.0,,3931.463758091271,16208100.0,1196.3567,486,,,1.0,1,11.0,1.0,2184327,11.0,-222.15152,10.0,7400.74617600441,0.41894197,208.38744,393.90909090909093,5346,1.0,-169280730000.0,[-0.16   1.201 -3.756 -2.354],1361.7507,-1.0,2429.8901,1482385700.0,3931.4639,0.15647987,-222.15152,11,4999.603,387.45108,1749923800.0,2569.713,867.0023
10.0,-28371330.0,True,1.0,,4894.96752702128,24019936.0,108686.4,487,,,1.0,1,11.0,1.0,2189714,11.0,-231.24992,10.0,7420.823783159256,0.41894197,10830.687,489.72727272727275,5357,1.0,-5.597582e+16,[-0.124  1.244 -3.758 -2.326],705.46844,-1.0,810.12354,1.6548644e+20,4894.9673,0.046844903,-231.24992,11,4999.6226,31088.393,231200230000.0,4189.499,243.36829
10.0,-29346496.0,True,1.0,,4999.5026967889235,24995028.0,20382.344,488,,,1.0,1,11.0,1.0,2195214,11.0,-238.14479,10.0,7442.391846895218,0.41894197,2554.2087,500.0,5368,1.0,-4.5621466e+17,[-0.064  1.251 -3.754 -2.309],0.25075462,-1.0,0.41308594,1.09923e+22,4999.503,0.11670191,-238.14479,11,4999.665,5850.8223,63838147000.0,4999.252,0.11058612
10.0,-29346240.0,True,1.0,,4999.474480210574,24994748.0,746911700.0,489,,,1.0,1,11.0,1.0,2200714,11.0,-247.95299,10.0,7463.158266067505,0.41894197,68802330.0,500.0,5379,1.0,-6.474402e+21,[ 0.053  1.224 -3.75  -2.342],0.18554688,-1.0,0.3935547,2.213825e+30,4999.4746,1.0350232,-247.95299,11,4999.6826,214445460.0,1719570400000000.0,4999.289,0.11227496
9.999999,-27074564.0,True,1.0,,4545.0426833929805,22723156.0,411306.3,490,,,1.0,1,11.0,1.0,2205715,11.0,-227.30064,9.999999,7482.6003341674805,0.41894197,37398.676,454.6363636363636,5390,1.0,-1259248300000000.0,[-0.022  1.206 -3.804 -2.574],4545.0425,-1.0,4999.6377,8.3625255e+16,4545.0425,0.17294334,-227.30064,11,4999.6377,118239.98,934789450000.0,,1437.2688
10.0,-29346476.0,True,1.0,,4999.506105190855,24995062.0,340.82184,491,,,1.0,1,11.0,1.0,2211215,11.0,-229.07458,10.0,7503.7230405807495,0.41894197,71.20449,500.0,5401,1.0,-3672113200000.0,[ 0.085  1.267 -3.801 -2.555],0.1344549,-1.0,0.26416016,711494530000.0,4999.5063,0.12249306,-229.07458,11,4999.6357,112.60644,1779730400.0,4999.3716,0.08933412
10.0,-27072424.0,True,1.0,,4544.832550962445,22721052.0,3480.9478,492,,,1.0,1,11.0,1.0,2216216,11.0,-234.93086,10.0,7522.847685098648,0.41894197,498.13788,454.6363636363636,5412,1.0,-44982388000000.0,[ 0.332  1.263 -3.776 -2.585],4544.8325,-1.0,4999.6133,106810230000000.0,4544.8325,0.03297359,-234.93086,11,4999.6133,1089.965,12446675000.0,,1437.2021
9.999999,-27072548.0,True,1.0,,4544.855881653102,22721286.0,1935.9614,493,,,1.0,1,11.0,1.0,2221217,11.0,-219.20248,9.999999,7541.658570766449,0.41894197,245.5901,454.6363636363636,5423,1.0,-681948800000.0,[ 0.362  1.184 -3.777 -2.677],4544.856,-1.0,4999.5596,24123510000.0,4544.856,0.04574438,-219.20248,11,4999.5596,544.0001,6135412700.0,,1437.2097
10.0,-29345784.0,True,1.0,,4999.439696839609,24994396.0,4756.004,494,,,1.0,1,11.0,1.0,2226717,11.0,-230.55302,10.0,7562.255307674408,0.41894197,534.8429,500.0,5434,1.0,-656285570000000.0,[ 0.306  1.28  -3.785 -2.62 ],0.20876242,-1.0,0.3930664,2.2747444e+16,4999.4395,0.117419966,-230.55302,11,4999.624,1351.4299,13367034000.0,4999.231,0.13201945
10.0,-29346432.0,True,1.0,,4999.500869650347,24995008.0,1282.5244,495,,,1.0,1,11.0,1.0,2232217,11.0,-230.49937,10.0,7582.59567117691,0.41894197,136.86005,500.0,5445,1.0,-927084100000.0,[ 0.075  1.208 -3.834 -2.663],0.12974964,-1.0,0.2763672,45059250000.0,4999.5005,0.43016028,-230.49937,11,4999.6475,363.46405,3420666400.0,4999.371,0.07797615
10.0,-29346484.0,True,1.0,,4999.502893215989,24995030.0,1084.4194,496,,,1.0,1,11.0,1.0,2237717,11.0,-234.59598,10.0,7601.793925285339,0.41894197,145.88486,500.0,5456,1.0,-1020477100000.0,[ 0.04   1.122 -3.831 -2.746],0.15629439,-1.0,0.31640625,54607004000.0,4999.5034,0.01709447,-234.59598,11,4999.663,302.52258,3646454500.0,4999.3467,0.098633036
10.0,-29346602.0,True,1.0,,4999.513113069593,24995132.0,2212.76,497,,,1.0,1,11.0,1.0,2243217,11.0,-237.15074,10.0,7620.337867021561,0.41894197,318.18527,500.0,5467,1.0,-2082954800000.0,[ 1.103e-03  1.210e+00 -3.816e+00 -2.667e+00],0.22398792,-1.0,0.38330078,227396930000.0,4999.5127,0.18577342,-237.15074,11,4999.6724,627.1915,7953302000.0,4999.289,0.11204732
10.0,-29346942.0,True,1.0,,4999.55208189498,24995522.0,1559.8672,498,,,1.0,1,11.0,1.0,2248717,11.0,-236.17398,10.0,7641.245919704437,0.41894197,243.18452,500.0,5478,1.0,-211351160000.0,[-0.006  1.293 -3.797 -2.576],0.12628728,-1.0,0.21240234,2225468200.0,4999.5522,0.10398706,-236.17398,11,4999.638,492.5911,6078621700.0,4999.426,0.055369303
10.0,-29346598.0,True,1.0,,4999.513690735123,24995136.0,371.0101,499,,,1.0,1,11.0,1.0,2254217,11.0,-238.71072,10.0,7661.541700839996,0.41894197,35.1227,500.0,5489,1.0,-243897200000.0,[ 0.038  1.201 -3.794 -2.649],0.13765092,-1.0,0.2890625,3119117300.0,4999.5137,0.06714524,-238.71072,11,4999.665,106.22297,877933600.0,4999.376,0.09165711
10.0,-29346218.0,True,1.0,,4999.481445555419,24994814.0,14723.477,500,,,1.0,1,11.0,1.0,2259717,11.0,-232.28867,10.0,7681.543798685074,0.41894197,1356.2274,500.0,5500,1.0,-312634200000.0,[ 0.157  1.169 -3.775 -2.642],0.15722656,-1.0,0.3017578,4103479000.0,4999.4814,0.011510708,-232.28867,11,4999.626,4227.1646,33897505000.0,4999.324,0.08075383
10.0,-29346218.0,True,1.0,,4999.482976483803,24994830.0,4444.462,501,,,1.0,1,11.0,1.0,2265217,11.0,-223.3289,10.0,7702.188952445984,0.41894197,465.54532,500.0,5511,1.0,-1664954300000.0,[ 0.113  1.111 -3.778 -2.743],0.2393022,-1.0,0.38720703,144369400000.0,4999.483,0.145198,-223.3289,11,4999.631,1262.5194,11635864000.0,4999.2437,0.11673543
10.0,-29345882.0,True,1.0,,4999.4385293126725,24994388.0,4641.863,502,,,1.0,1,11.0,1.0,2270717,11.0,-243.65381,10.0,7722.589819431305,0.41894197,576.0419,500.0,5522,1.0,-1267501100000000.0,[ 0.094  1.188 -3.765 -2.647],0.41219816,-1.0,0.6591797,8.484573e+16,4999.4385,0.17135152,-243.65381,11,4999.6855,1341.5239,14397878000.0,4999.0264,0.1687421
10.0,-29345088.0,True,1.0,,4999.383122408923,24993834.0,67047.67,503,,,1.0,1,11.0,1.0,2276217,11.0,-241.57181,10.0,7742.496162414551,0.41894197,6529.938,500.0,5533,1.0,-1687440000000000.0,[ 0.32   1.138 -3.708 -2.571],0.5169123,-1.0,0.6777344,1.5037132e+17,4999.3833,8.686796,-241.57181,11,4999.544,19162.055,163207400000.0,4998.866,0.1753991
10.0,-29344824.0,True,1.0,,4999.351784520357,24993518.0,529.0848,504,,,1.0,1,11.0,1.0,2281717,11.0,-248.00525,10.0,7762.56623005867,0.41894197,116.67912,500.0,5544,1.0,-269914100000000.0,[ 0.224  1.176 -3.712 -2.798],0.57825816,-1.0,0.81103516,3847867000000000.0,4999.3516,0.82635164,-248.00525,11,4999.5845,180.34052,2916352500.0,4998.7734,0.20636722
10.0,-29344296.0,True,1.0,,4999.313822344584,24993138.0,1097.5371,505,,,1.0,1,11.0,1.0,2287217,11.0,-228.53879,10.0,7779.341160058975,0.41894197,148.9577,500.0,5555,1.0,-25063777000000.0,[ 0.261  1.07  -3.696 -2.853],0.39675072,-1.0,0.5722656,33172287000000.0,4999.314,1.9546214,-228.53879,11,4999.4893,303.85385,3723121000.0,4998.917,0.15377012
10.0,-29343192.0,True,1.0,,4999.204937047153,24992050.0,159.11722,506,,,1.0,1,11.0,1.0,2292717,11.0,-226.90388,10.0,7795.315191984177,0.41894197,26.66504,500.0,5566,1.0,-45515950000000.0,[ 0.301  0.991 -3.699 -2.941],0.33669212,-1.0,0.6142578,109427960000000.0,4999.205,0.21894135,-226.90388,11,4999.4824,45.288227,666403200.0,4998.868,0.19336593
9.999998,-24029088.0,True,1.0,,4181.3981605644985,19677876.0,1390.7234,507,,,1.0,1,11.0,1.0,2297323,11.0,-231.752,9.999998,7812.528715372086,0.41894197,158.89804,418.72727272727275,5577,1.0,-7323232000000.0,[ 0.508  0.881 -3.677 -2.857],3891.6853,-1.0,4709.829,2829635300000.0,4181.3984,0.33214858,-231.752,11,4999.542,396.1141,3946752800.0,289.71286,1481.1437
9.999999,-16797980.0,True,1.0,,3054.1745021978527,12447922.0,8038.7983,508,,,1.0,1,11.0,1.0,2300692,11.0,-210.36963,9.999999,7824.389972686768,0.41894197,751.864,306.27272727272725,5588,1.0,-1.5036454e+17,[ 0.61   0.813 -3.661 -2.873],2504.6062,-1.0,4449.324,1.1948399e+21,3054.1748,0.7254571,-210.36963,11,4998.892,2304.5356,5670021000.0,549.5681,1766.335
10.0,-22904546.0,True,1.0,,3881.473342444794,18554280.0,323429.7,509,,,1.0,1,11.0,1.0,2304966,11.0,-228.09543,10.0,7838.906563997269,0.41894197,34246.047,388.54545454545456,5599,1.0,-5.741049e+20,[ 0.535  0.909 -3.687 -2.876],3881.4734,-1.0,4998.9937,1.741671e+28,3881.4734,1.0065218,-228.09543,11,4998.9937,92038.15,224728470000.0,,1867.7372
10.0,-27627656.0,True,1.0,,4769.828783080871,23276468.0,857864.06,510,,,1.0,1,11.0,1.0,2310215,11.0,-221.13577,10.0,7857.771164417267,0.41894197,78747.09,477.1818181818182,5610,1.0,-3.2745707e+17,[ 0.514  1.024 -3.686 -2.833],2291.7244,-1.0,2521.4053,5.66385e+21,4769.8286,0.22874941,-221.13577,11,4999.51,246380.45,497900450000.0,2478.1045,724.707
10.0,-29340726.0,True,1.0,,4998.962926326162,24989628.0,978.7649,511,,,1.0,1,11.0,1.0,2315715,11.0,-231.48578,10.0,7879.143399715424,0.41894197,263.62106,500.0,5621,1.0,-7.70951e+16,[ 0.498  0.934 -3.699 -2.916],0.6269087,-1.0,1.1308594,3.139588e+20,4998.963,0.05938038,-231.48578,11,4999.467,338.51752,6588051000.0,4998.336,0.31804255
10.0,-29342184.0,True,1.0,,4999.081177522216,24990816.0,7431.498,512,,,1.0,1,11.0,1.0,2321215,11.0,-249.65552,10.0,7898.81507897377,0.41894197,840.80273,500.0,5632,1.0,-1.1860713e+17,[ 0.485  1.015 -3.704 -2.822],0.7911044,-1.0,1.3266602,7.429994e+20,4999.081,0.23873442,-249.65552,11,4999.6167,2128.2002,21008701000.0,4998.29,0.4015655
10.0,-27072212.0,True,1.0,,4545.73749704287,22721040.0,1925.7675,513,,,1.0,1,11.0,1.0,2326217,11.0,-244.71669,10.0,7917.122136354446,0.41894197,286.6548,454.72727272727275,5643,1.0,-889282170000.0,[ 0.271  1.105 -3.782 -2.871],4535.7573,-1.0,4989.5254,41101860000.0,4545.738,0.33966228,-244.71669,11,4999.506,607.8347,7161616400.0,9.980357,1434.3323
10.0,-29345152.0,True,1.0,,4999.391993237109,24993920.0,94165576.0,514,,,1.0,1,11.0,1.0,2331717,11.0,-230.66466,10.0,7937.0716824531555,0.41894197,8916666.0,500.0,5654,1.0,-7.804458e+22,[ 0.308  1.053 -3.774 -2.978],0.23042436,-1.0,0.3774414,3.2172112e+32,4999.392,8.992133,-230.66466,11,4999.539,26977622.0,222842600000000.0,4999.1616,0.102761716
10.0,-29345132.0,True,1.0,,4999.382602249674,24993826.0,27720.277,515,,,1.0,1,11.0,1.0,2337217,11.0,-239.42006,10.0,7958.039834976196,0.41894197,2978.6658,500.0,5665,1.0,-3306612000000.0,[ 0.313  1.097 -3.798 -2.733],0.33132103,-1.0,0.5209961,551787100000.0,4999.3823,0.06921115,-239.42006,11,4999.5723,7880.886,74439980000.0,4999.0513,0.18139644
10.0,-27077076.0,True,1.0,,4563.094795354382,22725656.0,38523.395,516,,,1.0,1,11.0,1.0,2342238,11.0,-231.64421,10.0,7977.57560634613,0.41894197,3600.7627,456.45454545454544,5676,1.0,-274148600000000.0,[ 0.338  1.158 -3.784 -2.628],4363.282,-1.0,4799.835,3966827500000000.0,4563.0947,0.18060811,-231.64421,11,4999.6475,11045.885,89995070000.0,199.8126,1379.791
10.0,-29346554.0,True,1.0,,4999.508513810306,24995086.0,915107460.0,517,,,1.0,1,11.0,1.0,2347738,11.0,-228.05542,10.0,7998.583709716797,0.41894197,104007980.0,500.0,5687,1.0,-4.145716e+19,[ 0.186  1.345 -3.842 -2.655],0.18088602,-1.0,0.34228516,9.075974e+25,4999.5083,0.5375532,-228.05542,11,4999.67,264696930.0,2599712300000000.0,4999.3276,0.10115996
10.0,-27073644.0,True,1.0,,4545.865077094671,22722316.0,1979.4537,518,,,1.0,1,11.0,1.0,2352740,11.0,-236.96738,10.0,8017.546705245972,0.41894197,424.75223,454.72727272727275,5698,1.0,-1615507900000000.0,[ 0.22   1.308 -3.947 -2.876],4535.885,-1.0,4989.612,1.37844055e+17,4545.865,0.22042295,-236.96738,11,4999.5923,665.67334,10612429000.0,9.980357,1434.3727
10.0,-29347330.0,True,1.0,,4999.579549823107,24995796.0,111.08849,519,,,1.0,1,11.0,1.0,2358240,11.0,-233.68811,10.0,8038.035234451294,0.41894197,17.740437,500.0,5709,1.0,-2.4300996e+21,[-0.006  1.387 -3.974 -2.81 ],0.23885831,-1.0,0.36621094,3.1187736e+29,4999.5796,0.08923304,-233.68811,11,4999.707,30.53508,443413900.0,4999.341,0.089030206
10.0,-29159952.0,True,1.0,,4980.481666207205,24808480.0,100828.79,520,,,1.0,1,11.0,1.0,2363721,11.0,-223.16733,10.0,8057.976974964142,0.41894197,15790.274,498.27272727272725,5720,1.0,-1.00154285e+20,[-0.117  1.349 -3.978 -2.854],180.92596,-1.0,200.11377,5.2977068e+26,4980.4814,0.4591486,-223.16733,11,4999.6694,32972.61,376111370000.0,4799.5557,57.285942
10.0,-29346802.0,True,1.0,,4999.540681784713,24995408.0,162.90051,521,,,1.0,1,11.0,1.0,2369221,11.0,-233.07574,10.0,8077.510483980179,0.41894197,19.97879,500.0,5731,1.0,-1272701600000.0,[-0.055  1.36  -3.979 -2.85 ],0.15500711,-1.0,0.24267578,85482140000.0,4999.541,0.4023631,-233.07574,11,4999.6284,47.080757,499390270.0,4999.3857,0.08225606
10.0,-29347616.0,True,1.0,,4999.604108636716,24996044.0,158.57913,522,,,1.0,1,11.0,1.0,2374721,11.0,-221.08017,10.0,8096.167674541473,0.41894197,24.896635,500.0,5742,1.0,-246938060000.0,[ 0.006  1.352 -3.979 -2.846],0.11297052,-1.0,0.24072266,3204139500.0,4999.604,1.0523818,-221.08017,11,4999.732,45.75329,622304260.0,4999.491,0.06767457
10.0,-29347092.0,True,1.0,,4999.56850957607,24995688.0,1197.5621,523,,,1.0,1,11.0,1.0,2380221,11.0,-218.987,10.0,8115.200758934021,0.41894197,144.74338,500.0,5753,1.0,-6737049700000000.0,[-0.063  1.262 -3.99  -2.896],0.05193537,-1.0,0.12011719,2.3971717e+18,4999.5684,0.24236815,-218.987,11,4999.6367,335.5939,3618031000.0,4999.5166,0.032358788
