ESSRenyiArithmetic,MeanIW,EpThisIter,ReturnStepMax,InitialReturnMin,OptimizationReturnMax,EpRewMean,Penalization,OptimizationReturnMean,EmpiricalD2Harmonic,OptimizationReturnMin,ESSRenyiHarmonic,Inner Iteration,ReturnMeanIW,InitialReturnMax,MinBehavPdf,Weights,DivergenceHarmonic,EpisodesSoFar,TimestepsSoFar,VarianceInitializer,LearnableVariance,Epsilon,EpLenMean,TimeElapsed,InitialReturnMean,Iteration,MeanEntropy,MinTargetPdf,InitialReturnStd,InitialBound,MaxIW,EmpiricalD2Arithmetic,MeanD2-0,StdWReturnMean,StdIW,ReturnStepMaxmin,WReturnMean,MinIW,Bound
11.0,5139.0684,11,10.0,,4999.5156,3223.1932460584944,True,3223.193,1.0,,11.0,1,126640824000.0,4999.5156,-226.64478,[ 2.147  6.626 -9.764 -5.508],5.392082e+26,43010,19285612,-1.0,,1.0,322.8181818181818,59059.60917472839,3223.193,3910,0.41894197,-226.64478,2129.9775,-19276934.0,27189.098,1.0,1.0,,8637.223,10.0,14925780.0,0.9941954,-1.01036235e+20
11.0,63090.15,11,10.0,59.93597,4939.207,2540.379281715488,True,2480.443,1.0,,11.0,1,986661400000.0,4999.143,-208.14688,[ 2.145  6.699 -9.781 -5.408],6.567035e+29,43021,19288416,-1.0,,1.0,254.9090909090909,59064.68434858322,2540.3792,3911,0.41894197,-208.14688,1712.2734,-13735912.0,411243.53,1.0,1.0,,126291.86,10.0,9385408.0,4.879217,-3.5254845e+21
11.0,612.7444,11,9.999987,59.946674,1439.6373,483.4585676065865,True,423.5119,1.0,,11.0,1,509966370.0,1499.584,-57.42654,[ 2.131  6.785 -9.818 -5.326],9976615000000000.0,43032,19288959,-1.0,,1.0,49.36363636363637,59065.761617183685,483.45853,3912,0.41894197,-57.42654,464.648,-841088.25,6597.644,1.0,1.0,,1892.6864,9.999987,449629.94,0.58945954,-39100470000000.0
11.0,1966.3065,11,9.999999,9.980869,3539.1055,1261.4675186184145,True,1251.4866,1.0,,11.0,1,15301745000.0,3549.0864,-156.9622,[ 2.129  6.706 -9.82  -5.423],3.0769916e+31,43043,19290358,-1.0,,1.0,127.18181818181819,59068.29268836975,1261.4675,3913,0.41894197,-156.9622,1279.5103,-5421145.0,7428.6626,1.0,1.0,,2641.7378,9.999999,3228446.8,0.6597228,-1.2162962e+22
11.0,14.780987,11,9.999999,9.98005,989.7502,295.3253243313219,True,285.34528,1.0,,11.0,1,2605548.8,999.7302,-54.14833,[ 2.151  6.774 -9.792 -5.324],16883613000.0,43054,19290694,-1.0,,1.0,30.545454545454547,59069.13277840614,295.32532,3914,0.41894197,-54.14833,296.50397,-349115.62,47.066814,1.0,1.0,,13.379359,9.999999,175131.62,0.3792225,-22609523000.0
11.0,90741.05,11,9.999999,69.935905,4929.431,1976.904602698113,True,1906.9688,1.0,,11.0,1,1497833900000.0,4999.367,-203.26921,[ 2.15   6.69  -9.782 -5.417],2.8150273e+31,43065,19292877,-1.0,,1.0,198.45454545454547,59072.620797634125,1976.9048,3915,0.41894197,-203.26921,2150.1365,-12882116.0,988631.6,1.0,1.0,,283942.88,9.999999,8531239.0,0.6851511,-2.3084177e+22
11.0,55470.535,11,10.0,,4999.5635,3096.891630097253,True,3096.8914,1.0,,11.0,1,1363921700000.0,4999.5635,-221.00002,[ 2.145  6.614 -9.788 -5.516],1.3932858e+26,43076,19296289,-1.0,,1.0,310.1818181818182,59077.23849582672,3096.8914,3916,0.41894197,-221.00002,2301.9158,-19240800.0,571112.0,1.0,1.0,,163211.98,10.0,14889555.0,0.355887,-5.136027e+19
11.0,106144480.0,11,10.0,,4999.622,4090.544645810383,True,4090.5447,1.0,,11.0,1,2652994000000000.0,4999.622,-228.83588,[ 2.16   6.542 -9.779 -5.616],1.2997897e+35,43087,19300791,-1.0,,1.0,409.27272727272725,59084.498678445816,4090.5447,3917,0.41894197,-228.83588,1928.3013,-24802278.0,1160516900.0,1.0,1.0,,333425440.0,10.0,20450902.0,0.8421896,-1.5687506e+24
11.0,41831.6,11,10.0,69.92978,4929.697,4551.281579735218,True,4481.352,1.0,,11.0,1,1045604000000.0,4999.6265,-223.8639,[  1.896   6.583 -10.158  -5.429],1.4656709e+26,43098,19305799,-1.0,,1.0,455.27272727272725,59092.30192899704,4551.2817,3918,0.41894197,-223.8639,1417.1279,-27073802.0,430125.5,1.0,1.0,,122908.25,10.0,22722416.0,11.206333,-5.267886e+19
11.0,30427.318,11,10.0,,4999.3057,1726.9287525421873,True,1726.9286,1.0,,11.0,1,132024950000.0,4999.3057,-209.65204,[  1.896   6.661 -10.158  -5.331],1.7297497e+28,43109,19307708,-1.0,,1.0,173.54545454545453,59095.03066277504,1726.9286,3919,0.41894197,-209.65204,1748.0657,-10388785.0,173317.67,1.0,1.0,,63987.117,10.0,6038016.5,0.9961922,-5.7220816e+20
11.0,56546.0,11,10.0,,4999.5737,3986.788473603195,True,3986.7883,1.0,,11.0,1,1413320000000.0,4999.5737,-237.8295,[  1.875   6.587 -10.179  -5.428],2.0961937e+25,43120,19312097,-1.0,,1.0,399.0,59101.77510404587,3986.7883,3920,0.41894197,-237.8295,1907.1276,-23882908.0,267699.3,1.0,1.0,,93781.266,10.0,19531620.0,0.9912374,-1.9921625e+19
11.0,372098.28,11,9.999999,9.979883,4989.403,2519.5302512695816,True,2509.5505,1.0,,11.0,1,5510179300000.0,4999.383,-200.86104,[  1.9     6.66  -10.154  -5.333],2.622584e+31,43131,19314877,-1.0,,1.0,252.72727272727272,59106.13570737839,2519.5303,3921,0.41894197,-200.86104,1888.1177,-14263940.0,3963456.0,1.0,1.0,,1136155.1,9.999999,9913022.0,1.9888438,-2.2281298e+22
11.0,69505.58,11,10.0,,4999.607,3643.2405359300337,True,3643.2405,1.0,,11.0,1,1737099800000.0,4999.607,-222.72652,[  1.895   6.583 -10.161  -5.43 ],3.5393945e+25,43142,19318888,-1.0,,1.0,364.6363636363636,59113.30371308327,3643.2405,3922,0.41894197,-222.72652,2214.7656,-22529728.0,616784.75,1.0,1.0,,175952.81,10.0,18178388.0,0.137303,-2.5886856e+19
11.0,2241.2266,11,10.0,79.924644,4919.699,4552.289120887184,True,4472.3643,1.0,,11.0,1,56015550000.0,4999.624,-236.81078,[  1.877   6.505 -10.184  -5.524],3.4726743e+22,43153,19323897,-1.0,,1.0,455.3636363636364,59122.137253284454,4552.289,3923,0.41894197,-236.81078,1414.2858,-27074928.0,16739.984,1.0,1.0,,4744.9697,10.0,22723542.0,0.19364007,-8.108673e+17
11.0,30291.125,11,10.0,9.9797125,4989.5693,3286.8265940547253,True,3276.8474,1.0,,11.0,1,732554130000.0,4999.549,-228.07364,[  1.892   6.579 -10.157  -5.427],1.2669103e+24,43164,19327517,-1.0,,1.0,329.09090909090907,59127.91490960121,3286.8267,3924,0.41894197,-228.07364,2270.9568,-20311706.0,282928.06,1.0,1.0,,80295.81,10.0,15960474.0,0.7399275,-4.897536e+18
11.0,5839.0747,11,10.0,,4999.63,4545.03627606738,True,4545.036,1.0,,11.0,1,145942840000.0,4999.63,-255.33723,[  1.911   6.495 -10.139  -5.516],6.5469474e+18,43175,19332518,-1.0,,1.0,454.6363636363636,59136.96453022957,4545.036,3925,0.41894197,-255.33723,1437.2667,-27074482.0,41406.58,1.0,1.0,,12449.985,10.0,22723090.0,0.8619224,-1.1133812e+16
11.0,50941.746,11,10.0,79.91053,4919.6426,3799.4989235584694,True,3719.5881,1.0,,11.0,1,1273142700000.0,4999.553,-248.85886,[  1.913   6.556 -10.128  -5.408],6.076043e+27,43186,19336702,-1.0,,1.0,380.3636363636364,59144.304069042206,3799.499,3926,0.41894197,-248.85886,1764.3743,-21900456.0,481320.94,1.0,1.0,,137203.33,10.0,17549208.0,0.5804979,-3.3916876e+20
11.0,7421.911,11,9.999999,69.92234,4929.517,1834.1978708499119,True,1764.2755,1.0,,11.0,1,110347610000.0,4999.4395,-212.36816,[  1.918   6.636 -10.134  -5.312],2.4537055e+26,43197,19338730,-1.0,,1.0,184.36363636363637,59147.64320278168,1834.1978,3927,0.41894197,-212.36816,1620.6423,-10341766.0,78705.48,1.0,1.0,,22549.336,9.999999,5990763.0,3.7809927,-6.815486e+19
11.0,12711.078,11,10.0,,4999.592,2965.085072055558,True,2965.085,1.0,,11.0,1,215795910000.0,4999.592,-241.63602,[  1.911   6.56  -10.139  -5.411],1.764677e+22,43208,19341997,-1.0,,1.0,297.0,59153.59148979187,2965.085,3928,0.41894197,-241.63602,2324.056,-18544258.0,59469.875,1.0,1.0,,21702.152,10.0,14192965.0,1.013933,-5.780227e+17
11.0,10703.848,11,9.999999,69.94242,4929.658,4551.395104940553,True,4481.4526,1.0,,11.0,1,267536650000.0,4999.6006,-237.53796,[  1.878   6.486 -10.17   -5.501],1.3869214e+19,43219,19347005,-1.0,,1.0,455.27272727272725,59163.96832251549,4551.395,3929,0.41894197,-237.53796,1417.1598,-27074884.0,85883.61,1.0,1.0,,24476.19,9.999999,22723538.0,0.49618536,-1.6204915e+16
11.0,93647.62,11,9.999999,59.95935,4939.591,2689.6321964735416,True,2629.6729,1.0,,11.0,1,651562700000.0,4999.5503,-235.0915,[  1.885   6.564 -10.159  -5.404],2.9014118e+25,43230,19349970,-1.0,,1.0,269.54545454545456,59170.142226696014,2689.6323,3930,0.41894197,-235.0915,2238.3499,-16595546.0,740496.1,1.0,1.0,,217140.45,9.999999,12244333.0,0.47765762,-2.343741e+19
11.0,2016.848,11,10.0,4999.43,0.22802734,4999.563088569231,True,0.13276811,1.0,,11.0,1,50411033000.0,4999.658,-237.58319,[  1.885   6.491 -10.162  -5.505],9.617738e+18,43241,19355470,-1.0,,1.0,500.0,59180.074629068375,4999.563,3931,0.41894197,-237.58319,0.07220457,-29347080.0,13092.933,1.0,1.0,,4159.611,10.0,24995630.0,0.048859876,-1.3494655e+16
11.0,1334.3276,11,10.0,9.981055,4989.6514,4545.981707761155,True,4536.0005,1.0,,11.0,1,33349052000.0,4999.6323,-254.33153,[  1.884   6.421 -10.162  -5.609],983269340000000.0,43252,19360472,-1.0,,1.0,454.72727272727275,59191.16537761688,4545.9814,3932,0.41894197,-254.33153,1434.4093,-27074870.0,11050.281,1.0,1.0,,3153.6438,10.0,22723480.0,1.1495537,-136477660000000.0
11.0,457.89844,11,9.999999,,4999.6895,4545.096205306331,True,4545.0957,1.0,,11.0,1,11443509000.0,4999.6895,-257.3188,[  1.902   6.358 -10.14   -5.714],520939130000000.0,43263,19365473,-1.0,,1.0,454.6363636363636,59200.01120710373,4545.0957,3933,0.41894197,-257.3188,1437.2856,-27075180.0,3704.2058,1.0,1.0,,1038.9451,9.999999,22723690.0,0.7474812,-99328210000000.0
11.0,3232.1013,11,10.0,,4999.657,4097.81105522715,True,4097.811,1.0,,11.0,1,80757130000.0,4999.657,-254.61295,[  1.906   6.433 -10.132  -5.614],505498760000000.0,43274,19369983,-1.0,,1.0,410.0,59209.067158937454,4097.811,3934,0.41894197,-254.61295,1912.9688,-24802934.0,30175.598,1.0,1.0,,8602.79,10.0,20451506.0,0.9817224,-97913340000000.0
11.0,34533.082,11,10.0,69.92973,4929.717,4125.068106557103,True,4055.1384,1.0,,11.0,1,861764000000.0,4999.6465,-259.5012,[  1.957   6.505 -10.125  -5.526],7.571184e+22,43285,19374523,-1.0,,1.0,412.72727272727275,59218.2583591938,4125.0684,3935,0.41894197,-259.5012,1855.7924,-24811564.0,378127.66,1.0,1.0,,108654.51,10.0,20460152.0,0.0018153766,-1.1973023e+18
11.0,2008.4911,11,10.0,4999.5396,0.14941406,4999.612861243807,True,0.07328658,1.0,,11.0,1,50204030000.0,4999.689,-237.67108,[  1.954   6.43  -10.133  -5.625],3471803300000000.0,43296,19380023,-1.0,,1.0,500.0,59229.861120700836,4999.613,3936,0.41894197,-237.67108,0.048532262,-29347646.0,12803.694,1.0,1.0,,3741.975,10.0,24996130.0,0.45774952,-256443450000000.0
11.0,3691.9307,11,10.0,,4999.6196,4096.894393770535,True,4096.894,1.0,,11.0,1,92275550000.0,4999.6196,-233.41666,[  1.949   6.497 -10.136  -5.52 ],3.883611e+18,43307,19384532,-1.0,,1.0,409.90909090909093,59238.27952671051,4096.894,3937,0.41894197,-233.41666,1914.8734,-24802648.0,40078.78,1.0,1.0,,11506.611,10.0,20451284.0,1.0586666,-8575105700000000.0
11.0,3922.6404,11,10.0,2979.604,2019.9819,4815.777677653846,True,1836.1737,1.0,,11.0,1,98044010000.0,4999.586,-230.56393,[  1.955   6.574 -10.129  -5.422],1.0214213e+19,43318,19389831,-1.0,,1.0,481.72727272727275,59250.92712807655,4815.778,3938,0.41894197,-230.56393,580.6491,-27880190.0,40479.504,1.0,1.0,,11562.323,10.0,23528868.0,3.5782428,-1.3906462e+16
11.0,5486.0776,11,10.0,9.980304,4989.0493,2194.0597142907586,True,2184.079,1.0,,11.0,1,40173680000.0,4999.03,-223.99828,[  1.913   6.66  -10.177  -5.358],3.085667e+20,43329,19392255,-1.0,,1.0,220.36363636363637,59255.15954756737,2194.0596,3939,0.41894197,-223.99828,1960.1561,-13006408.0,55188.11,1.0,1.0,,15756.93,10.0,8656110.0,0.8398876,-7.6416866e+16
11.0,43815.36,11,9.999999,69.92252,4929.556,4104.030058132682,True,4034.1077,1.0,,11.0,1,1094806730000.0,4999.4785,-241.49655,[  1.932   6.544 -10.142  -5.379],7.6941606e+27,43340,19396772,-1.0,,1.0,410.6363636363636,59264.7148706913,4104.0303,3940,0.41894197,-241.49655,1899.3416,-24801680.0,347307.25,1.0,1.0,,101647.59,9.999999,20450562.0,0.18191789,-3.8165685e+20
11.0,282.2623,11,10.0,9.98002,4989.6646,3650.5561882221227,True,3640.5764,1.0,,11.0,1,7041547300.0,4999.6445,-212.74133,[  1.931   6.474 -10.142  -5.482],3943807300000.0,43351,19400791,-1.0,,1.0,365.3636363636364,59274.0218975544,3650.5562,3941,0.41894197,-212.74133,2202.934,-22530876.0,1396.4222,1.0,1.0,,435.51797,10.0,18179480.0,0.6084985,-8648343000000.0
11.0,12717.941,11,10.0,79.909065,4919.7256,4552.346168319825,True,4472.437,1.0,,11.0,1,317886630000.0,4999.635,-237.01897,[  1.944   6.459 -10.113  -5.602],1136133600000000.0,43362,19405800,-1.0,,1.0,455.3636363636364,59286.025616168976,4552.346,3942,0.41894197,-237.01897,1414.3087,-27075522.0,137241.61,1.0,1.0,,39379.527,10.0,22724124.0,0.11577253,-146985520000000.0
11.0,1230.6008,11,10.0,4999.441,0.19970703,4999.555041546241,True,0.11416903,1.0,,11.0,1,30759248000.0,4999.6406,-222.98277,[  1.961   6.532 -10.097  -5.504],2.63369e+19,43373,19411300,-1.0,,1.0,500.0,59298.90704917908,4999.555,3943,0.41894197,-222.98277,0.06362015,-29346976.0,4462.5376,1.0,1.0,,1371.5876,10.0,24995552.0,18.896852,-2.2330761e+16
11.0,7242.302,11,10.0,4999.504,0.16259766,4999.618968706436,True,0.115145594,1.0,,11.0,1,181028240000.0,4999.6665,-227.13593,[  1.968   6.45  -10.106  -5.598],2.3033798e+16,43384,19416800,-1.0,,1.0,500.0,59311.3529715538,4999.619,3944,0.41894197,-227.13593,0.045170635,-29347664.0,77572.805,1.0,1.0,,22241.516,10.0,24996192.0,0.38509926,-660582300000000.0
11.0,50652.023,11,10.0,69.92003,4929.6797,4104.088040133362,True,4034.168,1.0,,11.0,1,1265985800000.0,4999.5996,-232.17863,[  1.979   6.523 -10.098  -5.497],2.051736e+23,43395,19421317,-1.0,,1.0,410.6363636363636,59320.20044231415,4104.088,3945,0.41894197,-232.17863,1899.3698,-24802476.0,512254.03,1.0,1.0,,146275.8,10.0,20451144.0,0.1400407,-1.970945e+18
11.0,46354.13,11,10.0,379.7422,4619.7593,4176.66940562297,True,3796.9272,1.0,,11.0,1,1144258800000.0,4999.5015,-223.29579,[  1.984   6.593 -10.088  -5.394],3.4872412e+36,43406,19425915,-1.0,,1.0,418.0,59331.6439974308,4176.6694,3946,0.41894197,-223.29579,1579.1814,-24289542.0,326464.16,1.0,1.0,,94838.195,10.0,19938382.0,20.782652,-8.125262e+24
11.0,387.34818,11,10.0,9.980819,1869.6803,637.9948577450469,True,628.01404,1.0,,11.0,1,865324300.0,1879.6611,-77.31979,[  2.007   6.65  -10.063  -5.288],2.614567e+17,43417,19426628,-1.0,,1.0,64.81818181818181,59333.29989719391,637.9949,3947,0.41894197,-77.31979,696.6238,-1507362.0,3221.66,1.0,1.0,,904.0027,10.0,892322.2,0.038943827,-314487400000000.0
11.0,16269.149,11,10.0,69.92619,4929.552,4551.226247031834,True,4481.3003,1.0,,11.0,1,406576700000.0,4999.478,-225.76967,[  2.021   6.582 -10.049  -5.391],4.0695897e+17,43428,19431636,-1.0,,1.0,455.27272727272725,59345.52468895912,4551.2266,3948,0.41894197,-225.76967,1417.1116,-27072988.0,139105.39,1.0,1.0,,40263.387,10.0,22721866.0,4.1589494,-2776075500000000.0
11.0,93.93594,11,10.0,69.92582,4929.698,4551.377405866577,True,4481.4517,1.0,,11.0,1,2345855200.0,4999.624,-236.32387,[  1.972   6.478 -10.072  -5.435],1273951000000.0,43439,19436644,-1.0,,1.0,455.27272727272725,59358.097019672394,4551.3774,3949,0.41894197,-236.32387,1417.1594,-27074756.0,258.17816,1.0,1.0,,78.424866,10.0,22723376.0,0.38768163,-4913619000000.0
11.0,10253.78,11,10.0,69.93448,4929.6167,3584.9641597608625,True,3515.0298,1.0,,11.0,1,249044570000.0,4999.5513,-225.48538,[  1.966   6.482 -10.109  -5.316],5.03598e+26,43450,19440592,-1.0,,1.0,358.90909090909093,59367.62979888916,3584.964,3950,0.41894197,-225.48538,1962.4666,-21054480.0,46821.105,1.0,1.0,,16041.967,10.0,16703243.0,4.144873,-9.764434e+19
11.0,6092.5674,11,10.0,69.91853,4929.7886,4110.542873539902,True,4040.6248,1.0,,11.0,1,152030350000.0,4999.707,-246.2166,[  1.956   6.4   -10.125  -5.409],2.684292e+17,43461,19445116,-1.0,,1.0,411.27272727272725,59379.690697431564,4110.543,3951,0.41894197,-246.2166,1886.0057,-24805104.0,37331.316,1.0,1.0,,12811.983,10.0,20453582.0,1.6177205,-2254635300000000.0
11.0,8882.169,11,10.0,69.92604,4929.8105,4551.451485738739,True,4481.5254,1.0,,11.0,1,222015470000.0,4999.737,-230.47418,[  1.946   6.333 -10.146  -5.512],3.1253118e+16,43472,19450124,-1.0,,1.0,455.27272727272725,59391.107379198074,4551.451,3952,0.41894197,-230.47418,1417.1827,-27075696.0,96376.06,1.0,1.0,,27668.596,10.0,22724118.0,1.1886659,-769501200000000.0
11.0,5956.1743,11,10.0,,4999.7153,3637.925675413149,True,3637.9255,1.0,,11.0,1,148877120000.0,4999.7153,-213.90126,[  1.94    6.26  -10.152  -5.613],19206265000.0,43483,19454129,-1.0,,1.0,364.09090909090907,59398.85141181946,3637.9255,3953,0.41894197,-213.90126,2223.6921,-22530834.0,64911.5,1.0,1.0,,18643.623,10.0,18179308.0,0.8314614,-751929500000.0
11.0,2591012.5,11,10.0,79.905045,4919.7886,4552.38289998205,True,4472.4775,1.0,,11.0,1,64766266000000.0,4999.694,-232.3747,[  1.979   6.172 -10.125  -5.688],1.7854615e+27,43494,19459138,-1.0,,1.0,455.3636363636364,59414.06563830376,4552.383,3954,0.41894197,-232.3747,1414.3217,-27076004.0,26905710.0,1.0,1.0,,7701793.5,10.0,22724496.0,0.77574605,-1.8386762e+20
11.0,243.67397,11,10.0,,4999.688,4545.122163860461,True,4545.122,1.0,,11.0,1,6088614000.0,4999.688,-232.10628,[  2.104   6.074 -10.004  -5.839],3906419600000.0,43505,19464139,-1.0,,1.0,454.6363636363636,59429.22540426254,4545.122,3955,0.41894197,-232.10628,1437.2938,-27075440.0,1270.9138,1.0,1.0,,451.42752,10.0,22723952.0,0.99089664,-8606481600000.0
11.0,774.0824,11,10.0,4999.5645,0.16015625,4999.6304246204445,True,0.06591797,1.0,,11.0,1,19348930000.0,4999.7246,-238.25633,[  2.102   6.013 -10.002  -5.948],309925020000.0,43516,19469639,-1.0,,1.0,500.0,59442.285383462906,4999.6304,3956,0.41894197,-238.25633,0.047100104,-29347860.0,6027.4004,1.0,1.0,,1763.7329,10.0,24996306.0,0.23852323,-2441847500000.0
11.0,86.4717,11,10.0,4999.6055,0.09863281,4999.651090671124,True,0.045587715,1.0,,11.0,1,2161481700.0,4999.704,-242.67213,[ 2.107  5.93  -9.995 -6.041],78495540000.0,43527,19475139,-1.0,,1.0,500.0,59458.76718258858,4999.651,3957,0.41894197,-242.67213,0.029056184,-29348028.0,547.2976,1.0,1.0,,151.61905,10.0,24996512.0,0.9922179,-1221303100000.0
11.0,186.03717,11,10.0,4999.479,0.21826172,4999.611981990035,True,0.13290128,1.0,,11.0,1,4650185700.0,4999.6973,-223.71368,[ 2.12   6.01  -9.989 -5.946],7211904400000.0,43538,19480639,-1.0,,1.0,500.0,59475.65788125992,4999.612,3958,0.41894197,-223.71368,0.07480981,-29347632.0,795.24475,1.0,1.0,,260.11115,10.0,24996120.0,0.5039992,-11690368000000.0
11.0,233.53653,11,10.0,,4999.6826,4545.12415595742,True,4545.124,1.0,,11.0,1,5835198500.0,4999.6826,-241.70186,[ 2.132  6.089 -9.979 -5.85 ],58045288000000.0,43549,19485640,-1.0,,1.0,454.6363636363636,59490.72482085228,4545.124,3959,0.41894197,-241.70186,1437.2944,-27075440.0,1317.1526,1.0,1.0,,391.29004,10.0,22723970.0,0.24728426,-33157961000000.0
11.0,378.85342,11,10.0,9.979429,4989.723,4092.4410441421146,True,4082.4617,1.0,,11.0,1,9466516000.0,4999.7026,-215.75394,[ 2.123  6.008 -9.974 -5.945],186514900000.0,43560,19490144,-1.0,,1.0,409.45454545454544,59504.55301785469,4092.4412,3960,0.41894197,-215.75394,1924.4904,-24803240.0,2400.3892,1.0,1.0,,776.99664,10.0,20451736.0,0.07996601,-1888731800000.0
11.0,2651542.0,11,10.0,,4999.7285,4545.140990010765,True,4545.1406,1.0,,11.0,1,66278186000000.0,4999.7285,-219.66133,[ 2.119  6.085 -9.979 -5.846],2.2870868e+34,43571,19495145,-1.0,,1.0,454.6363636363636,59519.8087887764,4545.1406,3961,0.41894197,-219.66133,1437.2998,-27075698.0,17637658.0,1.0,1.0,,5505055.5,10.0,22724138.0,1.0635391,-6.580777e+23
11.0,731.0068,11,10.0,4999.511,0.16357422,4999.620234481419,True,0.1089755,1.0,,11.0,1,18272713000.0,4999.675,-230.16837,[ 2.225  6.288 -9.821 -6.261],3849902400000.0,43582,19500645,-1.0,,1.0,500.0,59536.874556064606,4999.62,3962,0.41894197,-230.16837,0.056826677,-29347664.0,5509.4897,1.0,1.0,,1571.903,10.0,24996204.0,0.034954827,-8556179000000.0
11.0,1028.5592,11,10.0,4999.5103,0.1850586,4999.621700844443,True,0.11150568,1.0,,11.0,1,25709552000.0,4999.6953,-232.05634,[ 2.212  6.375 -9.836 -6.174],279788320000.0,43593,19506145,-1.0,,1.0,500.0,59551.52813887596,4999.6216,3963,0.41894197,-232.05634,0.059704058,-29347744.0,9933.258,1.0,1.0,,2824.2776,10.0,24996220.0,0.116105124,-2327389400000.0
11.0,284.6376,11,10.0,4999.445,0.26611328,4999.628078909912,True,0.18332742,1.0,,11.0,1,7115097000.0,4999.711,-230.44804,[ 2.186  6.327 -9.828 -6.286],16498456000000.0,43604,19511645,-1.0,,1.0,500.0,59567.89012289047,4999.6284,3964,0.41894197,-230.44804,0.07588394,-29347826.0,2715.7676,1.0,1.0,,770.531,10.0,24996284.0,0.057227667,-17681915000000.0
11.0,472.74295,11,10.0,,4999.6724,4091.48384512043,True,4091.4836,1.0,,11.0,1,11808682000.0,4999.6724,-237.15747,[ 2.176  6.251 -9.838 -6.384],3495367800000.0,43615,19516148,-1.0,,1.0,409.3636363636364,59581.16965961456,4091.4836,3965,0.41894197,-237.15747,1926.3925,-24802678.0,4794.3296,1.0,1.0,,1368.5209,10.0,20451228.0,0.17006476,-8147090000000.0
11.0,152.87416,11,10.0,,4999.6973,4545.083905653758,True,4545.084,1.0,,11.0,1,3818915000.0,4999.6973,-228.70389,[ 2.188  6.328 -9.834 -6.287],10233304000000.0,43626,19521149,-1.0,,1.0,454.6363636363636,59595.90685582161,4545.084,3966,0.41894197,-228.70389,1437.2817,-27075076.0,511.43124,1.0,1.0,,214.29272,10.0,22723566.0,0.13669677,-13923792000000.0
11.0,138.9459,11,9.999999,9.979445,4989.74,4546.054161637623,True,4536.0747,1.0,,11.0,1,3467183900.0,4999.7197,-228.97214,[ 2.201  6.392 -9.82  -6.181],1430879300000.0,43637,19526151,-1.0,,1.0,454.72727272727275,59609.5050573349,4546.054,3967,0.41894197,-228.97214,1434.4329,-27075746.0,1270.4485,1.0,1.0,,359.13834,9.999999,22724206.0,1.0451485,-5208648700000.0
11.0,216.88867,11,10.0,4999.5776,0.11328125,4999.633038791748,True,0.055442117,1.0,,11.0,1,5421400600.0,4999.691,-247.63089,[ 2.206  6.312 -9.82  -6.277],250525370000.0,43648,19531651,-1.0,,1.0,500.0,59624.674448251724,4999.6333,3968,0.41894197,-247.63089,0.033450585,-29347826.0,2117.302,1.0,1.0,,602.1085,10.0,24996332.0,0.39699638,-2183408000000.0
11.0,503.954,11,10.0,4999.5522,0.16113281,4999.6440435580325,True,0.09193004,1.0,,11.0,1,12597003000.0,4999.7134,-226.59334,[ 2.217  6.384 -9.814 -6.176],341053700000.0,43659,19537151,-1.0,,1.0,500.0,59640.99377202988,4999.6445,3969,0.41894197,-226.59334,0.03911573,-29347984.0,4704.0386,1.0,1.0,,1331.8444,10.0,24996442.0,1.121349,-2553831000000.0
11.0,408.00693,11,10.0,9.982295,4989.69,4546.002365109857,True,4536.02,1.0,,11.0,1,10196385000.0,4999.6724,-225.97937,[ 2.219  6.321 -9.814 -6.284],2759463500000.0,43670,19542153,-1.0,,1.0,454.72727272727275,59655.75071191788,4546.002,3970,0.41894197,-225.97937,1434.4155,-27075138.0,2982.1409,1.0,1.0,,846.6787,10.0,22723688.0,0.21946314,-7238534000000.0
11.0,21836.064,11,10.0,4999.4883,0.17578125,4999.603682926728,True,0.115323156,1.0,,11.0,1,545800750000.0,4999.664,-224.30977,[ 2.224  6.239 -9.811 -6.378],1.920581e+23,43681,19547653,-1.0,,1.0,500.0,59673.46597290039,4999.6035,3971,0.41894197,-224.30977,0.05249751,-29347478.0,152279.31,1.0,1.0,,46420.348,10.0,24996038.0,1.4561907,-1.9069579e+18
11.0,151.35182,11,10.0,4999.414,0.28857422,4999.583858709925,True,0.16974431,1.0,,11.0,1,3783150600.0,4999.7026,-242.29582,[ 2.46   6.654 -9.732 -6.504],389384860000000.0,43692,19553153,-1.0,,1.0,500.0,59689.48514699936,4999.5835,3972,0.41894197,-242.29582,0.06944386,-29347354.0,1419.7119,1.0,1.0,,402.8154,10.0,24995840.0,0.26415816,-85869720000000.0
11.0,38557.13,11,10.0,4999.5176,0.18261719,4999.613070857388,True,0.09543679,1.0,,11.0,1,963767570000.0,4999.7,-234.84712,[ 2.458  6.727 -9.73  -6.402],41229290000.0,43703,19558653,-1.0,,1.0,500.0,59706.66267776489,4999.6133,3973,0.41894197,-234.84712,0.06639221,-29347650.0,422888.8,1.0,1.0,,121536.55,10.0,24996132.0,0.11420396,-1847323100000.0
11.0,31068.113,11,10.0,4999.391,0.26220703,4999.57611560037,True,0.1850142,1.0,,11.0,1,776570540000.0,4999.6533,-241.40698,[ 2.437  6.646 -9.779 -6.481],4.397717e+17,43714,19564153,-1.0,,1.0,500.0,59721.41564011574,4999.576,3974,0.41894197,-241.40698,0.082844846,-29347200.0,185373.3,1.0,1.0,,65725.6,10.0,24995762.0,7.588329,-2886378500000000.0
