VanillaAvgRet,IterType,AvgDiscRet,VarNormIw,VarRet,Delta,MaxVanillaIw,AvgNormIw,MinVanillaIw,VarDiscRet,J,Bound,eRenyi2,ESSClassic,AvgEpLen,VarVanillaIw,AvgVanillaIw,MinNormIw,MaxNormIw,ESSRenyi,BatchSize,EpsThisIter,AvgRet,VarJ
1523.68622693,2,1523.68622693,5.4346e-20,361100.755412,0.7,1.0,0.0025,1.0,361100.755412,1501.1,1380.49,1.0,400.0,164.16,,1.0,0.0025,0.0025,500.0,500,100,1523.68622693,578.785
1463.17558751,1,1463.17558751,5.43187e-20,304019.404495,0.7,1.0,0.002,1.0,304019.404495,1493.51,1385.64,1.0,500.000006643,157.61,,1.0,0.002,0.002,500.0,500,100,1463.17558751,573.079
1623.24372271,2,1623.24372271,3.50449e-18,494254.398082,0.7,1.0,0.01,1.0,494254.398082,1623.24,1364.04,1.0,100.0,174.75,,1.0,0.01,0.01,500.0,500,100,1623.24372271,699.508
1545.19017086,2,1545.19017086,2.1793e-19,392765.987572,0.7,1.0,0.005,1.0,392765.987572,1584.22,1367.58,1.0,200.000000102,166.49,,1.0,0.005,0.005,500.0,500,100,1545.19017086,663.776
1496.94934815,2,1496.94934815,5.43914e-20,302029.700505,0.7,1.0,0.00333333,1.0,302029.700505,1555.13,1378.25,1.0,299.999969474,161.36,,1.0,0.00333333,0.00333333,500.0,500,100,1496.94934815,628.565
1506.93235314,2,1506.93235314,5.4346e-20,282822.531792,0.7,1.0,0.0025,1.0,282822.531792,1543.08,1389.89,1.0,400.0,162.47,,1.0,0.0025,0.0025,500.0,500,100,1506.93235314,605.603
1523.74714692,1,1523.74714692,5.43187e-20,363294.912871,0.7,1.0,0.002,1.0,363294.912871,1539.21,1402.2,1.0,500.000006643,164.11,,1.0,0.002,0.002,500.0,500,100,1523.74714692,604.48
1505.6804821,2,1505.6804821,3.50449e-18,384885.410043,0.7,1.0,0.01,1.0,384885.410043,1505.68,1249.68,1.0,100.0,162.15,,1.0,0.01,0.01,500.0,500,100,1505.6804821,617.282
1539.81350637,2,1539.81350637,2.1793e-19,303078.140977,0.7,1.0,0.005,1.0,303078.140977,1522.75,1341.73,1.0,200.000000102,165.8,,1.0,0.005,0.005,500.0,500,100,1539.81350637,583.809
1509.80258683,2,1509.80258683,5.43914e-20,316532.011699,0.7,1.0,0.00333333,1.0,316532.011699,1518.43,1370.63,1.0,299.999969474,162.66,,1.0,0.00333333,0.00333333,500.0,500,100,1509.80258683,575.947
1588.77714763,2,1588.77714763,5.4346e-20,397361.080639,0.7,1.0,0.0025,1.0,397361.080639,1536.02,1408.02,1.0,400.0,171.07,,1.0,0.0025,0.0025,500.0,500,100,1588.77714763,589.967
1598.19227865,1,1598.19227865,5.43187e-20,372114.947863,0.7,1.0,0.002,1.0,372114.947863,1548.45,1433.97,1.0,500.000006643,172.21,,1.0,0.002,0.002,500.0,500,100,1598.19227865,593.924
1470.04967653,2,1470.04967653,3.50449e-18,323241.311248,0.7,1.0,0.01,1.0,323241.311248,1470.05,1212.7,1.0,100.0,158.43,,1.0,0.01,0.01,500.0,500,100,1470.04967653,565.693
1495.27865676,2,1495.27865676,2.1793e-19,373913.173413,0.7,1.0,0.005,1.0,373913.173413,1482.66,1300.69,1.0,200.000000102,161.08,,1.0,0.005,0.005,500.0,500,100,1495.27865676,587.58
1664.15253056,2,1664.15253056,5.43914e-20,435489.280644,0.7,1.0,0.00333333,1.0,435489.280644,1543.16,1394.58,1.0,299.999969474,179.26,,1.0,0.00333333,0.00333333,500.0,500,100,1664.15253056,617.412
1416.74105964,2,1416.74105964,5.4346e-20,239901.829623,0.7,1.0,0.0025,1.0,239901.829623,1511.56,1382.88,1.0,400.0,152.74,,1.0,0.0025,0.0025,500.0,500,100,1416.74105964,590.145
1522.42232201,1,1522.42232201,5.43187e-20,351692.491905,0.7,1.0,0.002,1.0,351692.491905,1513.73,1398.64,1.0,500.000006643,164.02,,1.0,0.002,0.002,500.0,500,100,1522.42232201,590.145
1553.75818395,2,1553.75818395,3.50449e-18,397879.941906,0.7,1.0,0.01,1.0,397879.941906,1553.76,1353.21,1.0,100.0,167.28,,1.0,0.01,0.01,500.0,500,100,1553.75818395,627.615
1451.7363274,2,1451.7363274,2.1793e-19,304819.759752,0.7,1.0,0.005,1.0,304819.759752,1502.75,1360.94,1.0,200.000000102,156.47,,1.0,0.005,0.005,500.0,500,100,1451.7363274,591.978
1591.40975299,2,1591.40975299,5.43914e-20,373959.923244,0.7,1.0,0.00333333,1.0,373959.923244,1532.3,1405.1,1.0,299.999969474,171.38,,1.0,0.00333333,0.00333333,500.0,500,100,1591.40975299,598.982
1485.32147147,2,1485.32147147,5.4346e-20,286625.268561,0.7,1.0,0.0025,1.0,286625.268561,1520.56,1410.39,1.0,400.0,160.09,,1.0,0.0025,0.0025,500.0,500,100,1485.32147147,583.471
1472.31545189,1,1472.31545189,5.43187e-20,340980.26001,0.7,1.0,0.002,1.0,340980.26001,1510.91,1412.38,1.0,500.000006643,158.62,,1.0,0.002,0.002,500.0,500,100,1472.31545189,583.298
1524.99360253,2,1524.99360253,3.50449e-18,345688.827666,0.7,1.0,0.01,1.0,345688.827666,1524.99,1278.67,1.0,100.0,164.35,,1.0,0.01,0.01,500.0,500,100,1524.99360253,585.006
1505.31075918,2,1505.31075918,2.1793e-19,339982.199784,0.7,1.0,0.005,1.0,339982.199784,1515.15,1340.98,1.0,200.000000102,162.14,,1.0,0.005,0.005,500.0,500,100,1505.31075918,582.67
1484.33009538,2,1484.33009538,5.43914e-20,359587.144233,0.7,1.0,0.00333333,1.0,359587.144233,1504.88,1344.89,1.0,299.999969474,160.0,,1.0,0.00333333,0.00333333,500.0,500,100,1484.33009538,587.547
1593.120759,2,1593.120759,5.4346e-20,308754.665015,0.7,1.0,0.0025,1.0,308754.665015,1526.94,1388.39,1.0,400.0,171.64,,1.0,0.0025,0.0025,500.0,500,100,1593.120759,580.332
1575.83977362,1,1575.83977362,5.43187e-20,337590.643286,0.7,1.0,0.002,1.0,337590.643286,1536.72,1412.8,1.0,500.000006643,169.97,,1.0,0.002,0.002,500.0,500,100,1575.83977362,580.219
1474.06061875,2,1474.06061875,3.50449e-18,330031.963192,0.7,1.0,0.01,1.0,330031.963192,1474.06,1272.54,1.0,100.0,158.87,,1.0,0.01,0.01,500.0,500,100,1474.06061875,571.604
1518.31095006,2,1518.31095006,2.1793e-19,335125.469541,0.7,1.0,0.005,1.0,335125.469541,1496.19,1353.69,1.0,200.000000102,163.62,,1.0,0.005,0.005,500.0,500,100,1518.31095006,574.232
1563.71016872,2,1563.71016872,5.43914e-20,349981.168448,0.7,1.0,0.00333333,1.0,349981.168448,1518.69,1402.35,1.0,299.999969474,168.57,,1.0,0.00333333,0.00333333,500.0,500,100,1563.71016872,579.944
1510.18745644,2,1510.18745644,5.4346e-20,369982.065419,0.7,1.0,0.0025,1.0,369982.065419,1516.57,1415.81,1.0,400.0,162.71,,1.0,0.0025,0.0025,500.0,500,100,1510.18745644,586.375
1588.85497287,1,1588.85497287,5.43187e-20,350113.604683,0.7,1.0,0.002,1.0,350113.604683,1531.02,1436.47,1.0,500.000006643,171.2,,1.0,0.002,0.002,500.0,500,100,1588.85497287,587.56
1470.30504288,2,1470.30504288,3.50449e-18,315547.76004,0.7,1.0,0.01,1.0,315547.76004,1470.3,1272.85,1.0,100.0,158.44,,1.0,0.01,0.01,500.0,500,100,1470.30504288,558.921
1561.70965301,2,1561.70965301,2.1793e-19,357417.02048,0.7,1.0,0.005,1.0,357417.02048,1516.01,1365.99,1.0,200.000000102,168.3,,1.0,0.005,0.005,500.0,500,100,1561.70965301,578.97
1610.76035228,2,1610.76035228,5.43914e-20,452601.833205,0.7,1.0,0.00333333,1.0,452601.833205,1547.59,1371.42,1.0,299.999969474,173.48,,1.0,0.00333333,0.00333333,500.0,500,100,1610.76035228,612.229
1432.12833564,2,1432.12833564,5.4346e-20,287301.391838,0.7,1.0,0.0025,1.0,287301.391838,1518.73,1366.16,1.0,400.0,154.38,,1.0,0.0025,0.0025,500.0,500,100,1432.12833564,595.588
1536.86284892,1,1536.86284892,5.43187e-20,397666.639436,0.7,1.0,0.002,1.0,397666.639436,1522.35,1385.89,1.0,500.000006643,165.48,,1.0,0.002,0.002,500.0,500,100,1536.86284892,602.139
1538.7960709,2,1538.7960709,3.50449e-18,325791.550162,0.7,1.0,0.01,1.0,325791.550162,1538.8,1323.22,1.0,100.0,165.79,,1.0,0.01,0.01,500.0,500,100,1538.7960709,567.92
1517.90107851,2,1517.90107851,2.1793e-19,322096.593858,0.7,1.0,0.005,1.0,322096.593858,1528.35,1366.77,1.0,200.000000102,163.51,,1.0,0.005,0.005,500.0,500,100,1517.90107851,566.404
1456.94402009,2,1456.94402009,5.43914e-20,278222.389929,0.7,1.0,0.00333333,1.0,278222.389929,1504.55,1372.62,1.0,299.999969474,157.07,,1.0,0.00333333,0.00333333,500.0,500,100,1456.94402009,553.915
1547.25563747,2,1547.25563747,5.4346e-20,343539.618088,0.7,1.0,0.0025,1.0,343539.618088,1515.22,1400.97,1.0,400.0,166.78,,1.0,0.0025,0.0025,500.0,500,100,1547.25563747,561.68
1461.88807592,1,1461.88807592,5.43187e-20,353879.700087,0.7,1.0,0.002,1.0,353879.700087,1504.56,1402.36,1.0,500.000006643,157.5,,1.0,0.002,0.002,500.0,500,100,1461.88807592,568.253
1467.06016346,2,1467.06016346,3.50449e-18,287058.045231,0.7,1.0,0.01,1.0,287058.045231,1467.06,1268.08,1.0,100.0,158.12,,1.0,0.01,0.01,500.0,500,100,1467.06016346,533.092
1470.13320341,2,1470.13320341,2.1793e-19,290813.954224,0.7,1.0,0.005,1.0,290813.954224,1468.6,1327.9,1.0,200.000000102,158.45,,1.0,0.005,0.005,500.0,500,100,1470.13320341,534.835
1496.43317926,2,1496.43317926,5.43914e-20,337323.235369,0.7,1.0,0.00333333,1.0,337323.235369,1477.88,1362.84,1.0,299.999969474,161.24,,1.0,0.00333333,0.00333333,500.0,500,100,1496.43317926,549.716
1503.96194256,2,1503.96194256,5.4346e-20,334705.672838,0.7,1.0,0.0025,1.0,334705.672838,1484.4,1384.77,1.0,400.0,162.04,,1.0,0.0025,0.0025,500.0,500,100,1503.96194256,556.425
1406.03932878,1,1406.03932878,5.43187e-20,299512.507244,0.7,1.0,0.002,1.0,299512.507244,1468.73,1364.75,1.0,500.000006643,151.58,,1.0,0.002,0.002,500.0,500,100,1406.03932878,554.953
1460.97004877,2,1460.97004877,3.50449e-18,316377.199427,0.7,1.0,0.01,1.0,316377.199427,1460.97,1237.45,1.0,100.0,157.42,,1.0,0.01,0.01,500.0,500,100,1460.97004877,559.655
1513.38968907,2,1513.38968907,2.1793e-19,336182.447539,0.7,1.0,0.005,1.0,336182.447539,1487.18,1329.13,1.0,200.000000102,163.05,,1.0,0.005,0.005,500.0,500,100,1513.38968907,568.95
1283.50215506,2,1283.50215506,5.43914e-20,199794.985062,0.7,1.0,0.00333333,1.0,199794.985062,1419.29,1290.24,1.0,299.999969474,138.45,,1.0,0.00333333,0.00333333,500.0,500,100,1283.50215506,539.401
1443.09365848,2,1443.09365848,5.4346e-20,248857.69557,0.7,1.0,0.0025,1.0,248857.69557,1425.24,1313.48,1.0,400.0,155.48,,1.0,0.0025,0.0025,500.0,500,100,1443.09365848,529.069
1574.90721268,1,1574.90721268,5.43187e-20,343786.634966,0.7,1.0,0.002,1.0,343786.634966,1455.17,1355.21,1.0,500.000006643,169.69,,1.0,0.002,0.002,500.0,500,100,1574.90721268,543.677
1449.48225324,2,1449.48225324,3.50449e-18,261223.79756,0.7,1.0,0.01,1.0,261223.79756,1449.48,1253.35,1.0,100.0,156.34,,1.0,0.01,0.01,500.0,500,100,1449.48225324,508.539
1551.04123964,2,1551.04123964,2.1793e-19,323511.85605,0.7,1.0,0.005,1.0,323511.85605,1500.26,1358.97,1.0,200.000000102,166.99,,1.0,0.005,0.005,500.0,500,100,1551.04123964,540.391
1435.82390275,2,1435.82390275,5.43914e-20,263388.436898,0.7,1.0,0.00333333,1.0,263388.436898,1478.78,1363.42,1.0,299.999969474,154.73,,1.0,0.00333333,0.00333333,500.0,500,100,1435.82390275,531.529
1494.48443005,2,1494.48443005,5.4346e-20,316299.731496,0.7,1.0,0.0025,1.0,316299.731496,1482.71,1371.61,1.0,400.0,161.07,,1.0,0.0025,0.0025,500.0,500,100,1494.48443005,538.723
1461.67775835,1,1461.67775835,5.43187e-20,283168.55444,0.7,1.0,0.002,1.0,283168.55444,1478.5,1379.13,1.0,500.000006643,157.5,,1.0,0.002,0.002,500.0,500,100,1461.67775835,536.951
1566.34189666,2,1566.34189666,3.50449e-18,348941.887704,0.7,1.0,0.01,1.0,348941.887704,1566.34,1342.79,1.0,100.0,168.8,,1.0,0.01,0.01,500.0,500,100,1566.34189666,587.752
1460.56393921,2,1460.56393921,2.1793e-19,299716.023745,0.7,1.0,0.005,1.0,299716.023745,1513.45,1355.38,1.0,200.000000102,157.42,,1.0,0.005,0.005,500.0,500,100,1460.56393921,569.107
1525.31922113,2,1525.31922113,5.43914e-20,350219.413729,0.7,1.0,0.00333333,1.0,350219.413729,1517.41,1387.23,1.0,299.999969474,164.34,,1.0,0.00333333,0.00333333,500.0,500,100,1525.31922113,575.783
1441.46017478,2,1441.46017478,5.4346e-20,314815.318871,0.7,1.0,0.0025,1.0,314815.318871,1498.42,1385.68,1.0,400.0,155.36,,1.0,0.0025,0.0025,500.0,500,100,1441.46017478,572.401
1541.92535688,1,1541.92535688,5.43187e-20,443138.995571,0.7,1.0,0.002,1.0,443138.995571,1507.12,1397.4,1.0,500.000006643,166.04,,1.0,0.002,0.002,500.0,500,100,1541.92535688,591.742
1557.03726516,2,1557.03726516,3.50449e-18,338451.716136,0.7,1.0,0.01,1.0,338451.716136,1557.04,1341.85,1.0,100.0,167.77,,1.0,0.01,0.01,500.0,500,100,1557.03726516,578.85
1528.87874473,2,1528.87874473,2.1793e-19,405866.027402,0.7,1.0,0.005,1.0,405866.027402,1542.96,1377.23,1.0,200.000000102,164.74,,1.0,0.005,0.005,500.0,500,100,1528.87874473,607.154
1410.28366721,2,1410.28366721,5.43914e-20,328619.030889,0.7,1.0,0.00333333,1.0,328619.030889,1498.73,1363.42,1.0,299.999969474,152.09,,1.0,0.00333333,0.00333333,500.0,500,100,1410.28366721,598.425
1557.5077372,2,1557.5077372,5.4346e-20,336520.301673,0.7,1.0,0.0025,1.0,336520.301673,1513.43,1396.24,1.0,400.0,167.92,,1.0,0.0025,0.0025,500.0,500,100,1557.5077372,593.735
1434.41670056,1,1434.41670056,5.43187e-20,231791.271709,0.7,1.0,0.002,1.0,231791.271709,1497.62,1392.81,1.0,500.000006643,154.68,,1.0,0.002,0.002,500.0,500,100,1434.41670056,573.507
1508.9698138,2,1508.9698138,3.50449e-18,447036.295695,0.7,1.0,0.01,1.0,447036.295695,1508.97,1249.67,1.0,100.0,162.6,,1.0,0.01,0.01,500.0,500,100,1508.9698138,665.256
1498.90613167,2,1498.90613167,2.1793e-19,323365.939485,0.7,1.0,0.005,1.0,323365.939485,1503.94,1320.58,1.0,200.000000102,161.51,,1.0,0.005,0.005,500.0,500,100,1498.90613167,617.555
1495.379007,2,1495.379007,5.43914e-20,332307.569549,0.7,1.0,0.00333333,1.0,332307.569549,1501.09,1351.38,1.0,299.999969474,161.16,,1.0,0.00333333,0.00333333,500.0,500,100,1495.379007,603.264
1590.09370436,2,1590.09370436,5.4346e-20,402675.00197,0.7,1.0,0.0025,1.0,402675.00197,1523.34,1393.69,1.0,400.0,171.35,,1.0,0.0025,0.0025,500.0,500,100,1590.09370436,611.632
1487.03850916,1,1487.03850916,5.43187e-20,318733.505937,0.7,1.0,0.002,1.0,318733.505937,1516.08,1400.11,1.0,500.000006643,160.19,,1.0,0.002,0.002,500.0,500,100,1487.03850916,602.158
1590.20761515,2,1590.20761515,3.50449e-18,349778.172969,0.7,1.0,0.01,1.0,349778.172969,1590.21,1402.61,1.0,100.0,171.25,,1.0,0.01,0.01,500.0,500,100,1590.20761515,588.456
1502.02529254,2,1502.02529254,2.1793e-19,419340.749315,0.7,1.0,0.005,1.0,419340.749315,1546.12,1370.3,1.0,200.000000102,161.86,,1.0,0.005,0.005,500.0,500,100,1502.02529254,618.594
1525.32926291,2,1525.32926291,5.43914e-20,327390.170316,0.7,1.0,0.00333333,1.0,327390.170316,1539.19,1395.64,1.0,299.999969474,164.34,,1.0,0.00333333,0.00333333,500.0,500,100,1525.32926291,602.694
1479.70019364,2,1479.70019364,5.4346e-20,288003.638332,0.7,1.0,0.0025,1.0,288003.638332,1524.32,1400.0,1.0,400.0,159.44,,1.0,0.0025,0.0025,500.0,500,100,1479.70019364,586.834
1479.87760302,1,1479.87760302,5.43187e-20,346864.093984,0.7,1.0,0.002,1.0,346864.093984,1515.43,1393.29,1.0,500.000006643,159.5,,1.0,0.002,0.002,500.0,500,100,1479.87760302,586.937
1596.61651383,2,1596.61651383,3.50449e-18,393086.515402,0.7,1.0,0.01,1.0,393086.515402,1596.62,1377.44,1.0,100.0,171.87,,1.0,0.01,0.01,500.0,500,100,1596.61651383,623.823
1580.63661202,2,1580.63661202,2.1793e-19,412205.366156,0.7,1.0,0.005,1.0,412205.366156,1588.63,1433.65,1.0,200.000000102,170.27,,1.0,0.005,0.005,500.0,500,100,1580.63661202,631.414
1453.84537527,2,1453.84537527,5.43914e-20,301713.221627,0.7,1.0,0.00333333,1.0,301713.221627,1543.7,1417.16,1.0,299.999969474,156.75,,1.0,0.00333333,0.00333333,500.0,500,100,1453.84537527,607.776
1528.81364995,2,1528.81364995,5.4346e-20,389501.061728,0.7,1.0,0.0025,1.0,389501.061728,1539.98,1425.6,1.0,400.0,164.66,,1.0,0.0025,0.0025,500.0,500,100,1528.81364995,611.135
1464.98930401,1,1464.98930401,5.43187e-20,320261.690267,0.7,1.0,0.002,1.0,320261.690267,1524.98,1413.54,1.0,500.000006643,157.89,,1.0,0.002,0.002,500.0,500,100,1464.98930401,602.578
1543.60724922,2,1543.60724922,3.50449e-18,346726.57347,0.7,1.0,0.01,1.0,346726.57347,1543.61,1342.37,1.0,100.0,166.37,,1.0,0.01,0.01,500.0,500,100,1543.60724922,585.883
1554.87452727,2,1554.87452727,2.1793e-19,320759.152203,0.7,1.0,0.005,1.0,320759.152203,1549.24,1406.94,1.0,200.000000102,167.55,,1.0,0.005,0.005,500.0,500,100,1554.87452727,574.837
1477.17330805,2,1477.17330805,5.43914e-20,378797.349071,0.7,1.0,0.00333333,1.0,378797.349071,1525.22,1389.52,1.0,299.999969474,159.09,,1.0,0.00333333,0.00333333,500.0,500,100,1477.17330805,588.599
1561.99169998,2,1561.99169998,5.4346e-20,446106.472423,0.7,1.0,0.0025,1.0,446106.472423,1534.41,1416.89,1.0,400.0,168.2,,1.0,0.0025,0.0025,500.0,500,100,1561.99169998,608.688
1512.80867366,1,1512.80867366,5.43187e-20,297387.503908,0.7,1.0,0.002,1.0,297387.503908,1530.09,1424.98,1.0,500.000006643,162.93,,1.0,0.002,0.002,500.0,500,100,1512.80867366,596.12
1502.2846615,2,1502.2846615,3.50449e-18,302724.414418,0.7,1.0,0.01,1.0,302724.414418,1502.28,1309.58,1.0,100.0,161.89,,1.0,0.01,0.01,500.0,500,100,1502.2846615,547.446
1559.59861069,2,1559.59861069,2.1793e-19,416880.424921,0.7,1.0,0.005,1.0,416880.424921,1530.94,1370.98,1.0,200.000000102,168.05,,1.0,0.005,0.005,500.0,500,100,1559.59861069,597.516
1485.17813003,2,1485.17813003,5.43914e-20,334388.752406,0.7,1.0,0.00333333,1.0,334388.752406,1515.69,1385.08,1.0,299.999969474,160.03,,1.0,0.00333333,0.00333333,500.0,500,100,1485.17813003,590.619
1506.21311077,2,1506.21311077,5.4346e-20,345232.568394,0.7,1.0,0.0025,1.0,345232.568394,1513.32,1400.21,1.0,400.0,162.27,,1.0,0.0025,0.0025,500.0,500,100,1506.21311077,589.139
1561.83289369,1,1561.83289369,5.43187e-20,411704.084204,0.7,1.0,0.002,1.0,411704.084204,1523.02,1417.1,1.0,500.000006643,168.3,,1.0,0.002,0.002,500.0,500,100,1561.83289369,599.635
1522.84874775,2,1522.84874775,3.50449e-18,376510.099419,0.7,1.0,0.01,1.0,376510.099419,1522.85,1275.02,1.0,100.0,164.06,,1.0,0.01,0.01,500.0,500,100,1522.84874775,610.529
1483.90703653,2,1483.90703653,2.1793e-19,411735.378118,0.7,1.0,0.005,1.0,411735.378118,1503.38,1328.14,1.0,200.000000102,159.9,,1.0,0.005,0.005,500.0,500,100,1483.90703653,624.948
1571.45423558,2,1571.45423558,5.43914e-20,331846.160469,0.7,1.0,0.00333333,1.0,331846.160469,1526.07,1382.99,1.0,299.999969474,169.32,,1.0,0.00333333,0.00333333,500.0,500,100,1571.45423558,609.026
1503.0929559,2,1503.0929559,5.4346e-20,286914.578503,0.7,1.0,0.0025,1.0,286914.578503,1520.33,1396.41,1.0,400.0,162.11,,1.0,0.0025,0.0025,500.0,500,100,1503.0929559,591.012
1417.26452986,1,1417.26452986,5.43187e-20,315012.06922,0.7,1.0,0.002,1.0,315012.06922,1499.71,1388.88,1.0,500.000006643,152.74,,1.0,0.002,0.002,500.0,500,100,1417.26452986,586.095
1517.42161767,2,1517.42161767,3.50449e-18,301505.501708,0.7,1.0,0.01,1.0,301505.501708,1517.42,1322.75,1.0,100.0,163.53,,1.0,0.01,0.01,500.0,500,100,1517.42161767,546.343
1647.03760923,2,1647.03760923,2.1793e-19,414386.673976,0.7,1.0,0.005,1.0,414386.673976,1582.23,1438.21,1.0,200.000000102,177.32,,1.0,0.005,0.005,500.0,500,100,1647.03760923,598.804
1540.77176419,2,1540.77176419,5.43914e-20,431935.918543,0.7,1.0,0.00333333,1.0,431935.918543,1568.41,1419.11,1.0,299.999969474,165.92,,1.0,0.00333333,0.00333333,500.0,500,100,1540.77176419,618.033
1495.74902838,2,1495.74902838,5.4346e-20,413018.355585,0.7,1.0,0.0025,1.0,413018.355585,1550.24,1420.95,1.0,400.0,161.13,,1.0,0.0025,0.0025,500.0,500,100,1495.74902838,624.248
1567.01491919,1,1567.01491919,5.43187e-20,392835.989262,0.7,1.0,0.002,1.0,392835.989262,1553.6,1437.45,1.0,500.000006643,168.9,,1.0,0.002,0.002,500.0,500,100,1567.01491919,624.16
1415.15931809,2,1415.15931809,3.50449e-18,263355.446586,0.7,1.0,0.01,1.0,263355.446586,1415.16,1229.63,1.0,100.0,152.64,,1.0,0.01,0.01,500.0,500,100,1415.15931809,510.609
1509.96702675,2,1509.96702675,2.1793e-19,328543.090718,0.7,1.0,0.005,1.0,328543.090718,1462.56,1319.88,1.0,200.000000102,162.66,,1.0,0.005,0.005,500.0,500,100,1509.96702675,543.357
1419.59654027,2,1419.59654027,5.43914e-20,300976.994282,0.7,1.0,0.00333333,1.0,300976.994282,1448.24,1327.22,1.0,299.999969474,152.97,,1.0,0.00333333,0.00333333,500.0,500,100,1419.59654027,544.571
1410.87458768,2,1410.87458768,5.4346e-20,256349.543473,0.7,1.0,0.0025,1.0,256349.543473,1438.9,1334.1,1.0,400.0,152.08,,1.0,0.0025,0.0025,500.0,500,100,1410.87458768,534.908
1512.58548264,1,1512.58548264,5.43187e-20,317584.786417,0.7,1.0,0.002,1.0,317584.786417,1453.64,1331.61,1.0,500.000006643,163.1,,1.0,0.002,0.002,500.0,500,100,1512.58548264,540.973
1586.29632406,2,1586.29632406,3.50449e-18,443293.32928,0.7,1.0,0.01,1.0,443293.32928,1586.3,1368.17,1.0,100.0,170.8,,1.0,0.01,0.01,500.0,500,100,1586.29632406,662.465
1439.92737609,2,1439.92737609,2.1793e-19,324459.811768,0.7,1.0,0.005,1.0,324459.811768,1513.11,1358.87,1.0,200.000000102,155.18,,1.0,0.005,0.005,500.0,500,100,1439.92737609,620.801
1435.37257029,2,1435.37257029,5.43914e-20,291827.492068,0.7,1.0,0.00333333,1.0,291827.492068,1487.2,1361.26,1.0,299.999969474,154.84,,1.0,0.00333333,0.00333333,500.0,500,100,1435.37257029,595.462
1477.96543258,2,1477.96543258,5.4346e-20,349066.043244,0.7,1.0,0.0025,1.0,349066.043244,1484.89,1366.86,1.0,400.0,159.22,,1.0,0.0025,0.0025,500.0,500,100,1477.96543258,593.583
1487.60713373,1,1487.60713373,5.43187e-20,335131.635046,0.7,1.0,0.002,1.0,335131.635046,1485.43,1379.87,1.0,500.000006643,160.34,,1.0,0.002,0.002,500.0,500,100,1487.60713373,590.11
1472.99493521,2,1472.99493521,3.50449e-18,407774.632141,0.7,1.0,0.01,1.0,407774.632141,1472.99,1236.64,1.0,100.0,158.66,,1.0,0.01,0.01,500.0,500,100,1472.99493521,635.371
1442.92424603,2,1442.92424603,2.1793e-19,306692.658726,0.7,1.0,0.005,1.0,306692.658726,1457.96,1290.83,1.0,200.000000102,155.49,,1.0,0.005,0.005,500.0,500,100,1442.92424603,594.884
1478.65104636,2,1478.65104636,5.43914e-20,355225.651097,0.7,1.0,0.00333333,1.0,355225.651097,1464.86,1328.4,1.0,299.999969474,159.3,,1.0,0.00333333,0.00333333,500.0,500,100,1478.65104636,594.344
1530.8946541,2,1530.8946541,5.4346e-20,441208.737652,0.7,1.0,0.0025,1.0,441208.737652,1481.37,1355.61,1.0,400.0,164.91,,1.0,0.0025,0.0025,500.0,500,100,1530.8946541,612.332
1580.79763739,1,1580.79763739,5.43187e-20,390664.842411,0.7,1.0,0.002,1.0,390664.842411,1501.25,1388.78,1.0,500.000006643,170.3,,1.0,0.002,0.002,500.0,500,100,1580.79763739,615.543
1539.73581711,2,1539.73581711,3.50449e-18,368135.455116,0.7,1.0,0.01,1.0,368135.455116,1539.74,1307.5,1.0,100.0,165.88,,1.0,0.01,0.01,500.0,500,100,1539.73581711,603.7
1538.45933914,2,1538.45933914,2.1793e-19,310458.291958,0.7,1.0,0.005,1.0,310458.291958,1539.1,1374.89,1.0,200.000000102,165.75,,1.0,0.005,0.005,500.0,500,100,1538.45933914,579.573
1604.99983211,2,1604.99983211,5.43914e-20,425941.634563,0.7,1.0,0.00333333,1.0,425941.634563,1561.07,1420.74,1.0,299.999969474,172.84,,1.0,0.00333333,0.00333333,500.0,500,100,1604.99983211,604.535
1417.45446442,2,1417.45446442,5.4346e-20,359643.511172,0.7,1.0,0.0025,1.0,359643.511172,1525.16,1403.63,1.0,400.0,152.78,,1.0,0.0025,0.0025,500.0,500,100,1417.45446442,605.785
1397.43138685,1,1397.43138685,5.43187e-20,310554.933551,0.7,1.0,0.002,1.0,310554.933551,1499.62,1390.92,1.0,500.000006643,150.69,,1.0,0.002,0.002,500.0,500,100,1397.43138685,598.064
1443.79161856,2,1443.79161856,3.50449e-18,271489.366868,0.7,1.0,0.01,1.0,271489.366868,1443.79,1263.1,1.0,100.0,155.64,,1.0,0.01,0.01,500.0,500,100,1443.79161856,518.435
1402.93772053,2,1402.93772053,2.1793e-19,237640.012152,0.7,1.0,0.005,1.0,237640.012152,1423.36,1295.59,1.0,200.000000102,151.25,,1.0,0.005,0.005,500.0,500,100,1402.93772053,502.43
1471.88729822,2,1471.88729822,5.43914e-20,316149.972447,0.7,1.0,0.00333333,1.0,316149.972447,1439.54,1324.47,1.0,299.999969474,158.6,,1.0,0.00333333,0.00333333,500.0,500,100,1471.88729822,522.631
1480.30479559,2,1480.30479559,5.4346e-20,323712.724039,0.7,1.0,0.0025,1.0,323712.724039,1449.73,1328.06,1.0,400.0,159.54,,1.0,0.0025,0.0025,500.0,500,100,1480.30479559,534.124
