VarVanillaIw,MaxVanillaIw,eRenyi2,MinVanillaIw,AvgDiscRet,MinNormIw,MaxNormIw,Bound,Delta,BatchSize,VarDiscRet,AvgVanillaIw,J,VarJ,EpsThisIter,VarNormIw,VanillaAvgRet,AvgNormIw,ESSRenyi,AvgRet,IterType,ESSClassic,VarRet,AvgEpLen
7.51739e-08,1.00095,1.0,0.999603,-1133.67113833,0.00999543,0.0100089,-1361.25,0.2,100,0.559051680503,1.00006,-1133.67,0.743807,100,7.51642e-12,-1133.67113833,0.01,100.0,-1133.67113833,1,99.9999847421,0.559051680503,500.0
0.000173414,1.01714,1.00014,0.92452,-1134.16414134,0.00923427,0.0101594,-1369.47,0.2,100,18.7766772402,1.00118,-1134.13,3.99183,100,1.73005e-08,-1134.16414134,0.01,99.9863523992,-1134.16414134,1,99.982833502,18.7766772402,500.0
3.91512e-06,1.00418,1.0,0.993718,-1133.71329875,0.00993829,0.0100429,-1361.01,0.2,100,0.402731088895,0.999888,-1133.71,0.630428,100,3.91599e-10,-1133.71329875,0.01,99.9995350859,-1133.71329875,1,99.9996184887,0.402731088895,500.0
1.49447e-06,1.00234,1.0,0.994806,-1133.7037867,0.00995082,0.0100262,-1360.84,0.2,100,0.337568308907,0.999722,-1133.7,0.577836,100,1.4953e-10,-1133.7037867,0.01,99.9998569491,-1133.7037867,1,99.9998778959,0.337568308907,500.0
3.56432e-06,1.00652,1.0,0.993751,-1133.65847057,0.0099394,0.0100671,-1360.85,0.2,100,0.368247076541,0.99981,-1133.66,0.603408,100,3.56568e-10,-1133.65847057,0.01,99.9996304526,-1133.65847057,1,99.9996222743,0.368247076541,500.0
3.67001e-06,1.00825,1.0,0.99755,-1133.74097668,0.00997465,0.0100816,-1361.17,0.2,100,0.514632719232,1.00009,-1133.74,0.713085,100,3.66939e-10,-1133.74097668,0.01,99.999761582,-1133.74097668,1,99.9996261929,0.514632719232,500.0
3.76655e-06,1.00982,1.0,0.995389,-1133.7484165,0.00995256,0.0100969,-1361.48,0.2,100,0.580006940697,1.00013,-1133.75,0.75711,100,3.76557e-10,-1133.7484165,0.01,99.999761582,-1133.7484165,1,99.9995728121,0.580006940697,500.0
2.76843e-06,1.00432,1.0,0.997443,-1133.72823893,0.0099728,0.0100416,-1361.16,0.2,100,0.450138434194,1.00016,-1133.73,0.666846,100,2.76753e-10,-1133.72823893,0.01,99.9997735029,-1133.72823893,1,99.9997215733,0.450138434194,500.0
1.14708e-06,1.00362,1.0,0.998269,-1133.69095365,0.00998301,0.0100366,-1361.05,0.2,100,0.455628886291,0.999967,-1133.69,0.671281,100,1.14716e-10,-1133.69095365,0.01,99.9999046327,-1133.69095365,1,99.9998969999,0.455628886291,500.0
7.85196e-07,1.00262,1.0,0.998352,-1133.67192514,0.00998386,0.0100265,-1360.89,0.2,100,0.331294326205,0.999966,-1133.67,0.572495,100,7.8525e-11,-1133.67192514,0.01,99.9999284745,-1133.67192514,1,99.9998931849,0.331294326205,500.0
2.34022e-06,1.00517,1.0,0.995737,-1133.74878959,0.00995767,0.010052,-1361.18,0.2,100,0.56402931991,0.999969,-1133.75,0.746365,100,2.34035e-10,-1133.74878959,0.01,99.9997973446,-1133.74878959,1,99.9998016299,0.56402931991,500.0
1.03488e-05,1.01418,1.00001,0.996312,-1133.79237216,0.00996017,0.0101388,-1361.31,0.2,100,0.659730371315,1.0003,-1133.79,0.806736,100,1.03427e-09,-1133.79237216,0.01,99.9994277987,-1133.79237216,1,99.9989741583,0.659730371315,500.0
7.45584e-07,1.00306,1.0,0.997891,-1133.73696036,0.00997892,0.0100306,-1360.78,0.2,100,0.361844419663,0.999999,-1133.74,0.598334,100,7.45591e-11,-1133.73696036,0.01,99.9999284745,-1133.73696036,1,99.9999504089,0.361844419663,500.0
8.61551e-06,1.00985,1.00001,0.986565,-1133.79575627,0.00986835,0.0101012,-1361.71,0.2,100,0.863699148205,0.999727,-1133.79,0.919483,100,8.62022e-10,-1133.79575627,0.01,99.9993681948,-1133.79575627,1,99.9991376485,0.863699148205,500.0
6.66665e-07,1.00245,1.0,0.998298,-1133.69225795,0.0099825,0.010024,-1360.97,0.2,100,0.383519121294,1.00005,-1133.69,0.615939,100,6.66606e-11,-1133.69225795,0.01,99.9999523163,-1133.69225795,1,99.9999542259,0.383519121294,500.0
7.19948e-06,1.01081,1.0,0.994122,-1133.62938707,0.00993809,0.0101049,-1360.7,0.2,100,0.302604621896,1.00032,-1133.63,0.546822,100,7.19495e-10,-1133.62938707,0.01,99.9996304526,-1133.62938707,1,99.9993326416,0.302604621896,500.0
2.71315e-07,1.00145,1.0,0.998372,-1133.61832787,0.0099848,0.0100156,-1360.63,0.2,100,0.262294084793,0.999891,-1133.62,0.509402,100,2.71372e-11,-1133.61832787,0.01,99.9999523163,-1133.61832787,1,100.00000763,0.262294084793,500.0
,1.0,1.0,1.0,-1133.71095623,0.01,0.01,-1361.7,0.2,100,0.790149830039,1.0,-1133.71,0.884445,100,3.50449e-18,-1133.71095623,0.01,100.0,-1133.71095623,1,100.0,0.790149830039,500.0
3.99674e-06,1.00598,1.0,0.995126,-1133.70659752,0.00995246,0.010061,-1361.07,0.2,100,0.431449006672,0.999879,-1133.71,0.652939,100,3.99771e-10,-1133.70659752,0.01,99.9996185317,-1133.70659752,1,99.9995879641,0.431449006672,500.0
,1.0,1.0,1.0,-1133.62675139,0.01,0.01,-1360.7,0.2,100,0.312244200909,1.0,-1133.63,0.555987,100,3.50449e-18,-1133.62675139,0.01,100.0,-1133.62675139,1,100.0,0.312244200909,500.0
1.85399e-06,1.00435,1.0,0.996984,-1133.73346172,0.00996976,0.0100434,-1360.73,0.2,100,0.300111696189,1.00001,-1133.73,0.544978,100,1.85397e-10,-1133.73346172,0.01,99.9998211864,-1133.73346172,1,99.9998130816,0.300111696189,500.0
3.69785e-06,1.00736,1.0,0.996675,-1133.66429695,0.00996347,0.0100703,-1360.75,0.2,100,0.315307341883,1.00033,-1133.66,0.558235,100,3.6954e-10,-1133.66429695,0.01,99.999761582,-1133.66429695,1,99.9996453511,0.315307341883,500.0
5.64254e-06,1.00671,1.0,0.995417,-1133.87195082,0.00995781,0.0100708,-1362.07,0.2,100,1.22223002225,0.999634,-1133.87,1.0976,100,5.64669e-10,-1133.87195082,0.01,99.9995231651,-1133.87195082,1,99.9994657489,1.22223002225,500.0
3.149e-06,1.00469,1.0,0.99415,-1133.68911741,0.00994345,0.0100488,-1360.8,0.2,100,0.364643414086,0.999804,-1133.69,0.600293,100,3.15023e-10,-1133.68911741,0.01,99.9997138985,-1133.68911741,1,99.9996833189,0.364643414086,500.0
1.09349e-06,1.00233,1.0,0.997737,-1133.71016098,0.00997776,0.0100236,-1360.79,0.2,100,0.371494143352,0.999961,-1133.71,0.606186,100,1.09357e-10,-1133.71016098,0.01,99.9999046327,-1133.71016098,1,99.9999237032,0.371494143352,500.0
2.514e-06,1.00651,1.0,0.996469,-1133.70085294,0.00996454,0.010065,-1361.36,0.2,100,0.50106589713,1.00001,-1133.7,0.703058,100,2.51392e-10,-1133.70085294,0.01,99.9998092655,-1133.70085294,1,99.9997673074,0.50106589713,500.0
2.41713e-06,1.00446,1.0,0.996763,-1133.76741328,0.00996802,0.010045,-1361.1,0.2,100,0.521928158397,0.999961,-1133.77,0.718371,100,2.41733e-10,-1133.76741328,0.01,99.9997854237,-1133.76741328,1,99.999759665,0.521928158397,500.0
9.25752e-09,1.00029,1.0,0.999658,-1133.60403239,0.00999666,0.010003,-1360.67,0.2,100,0.288401775645,0.999992,-1133.6,0.534318,100,9.25829e-13,-1133.60403239,0.01,99.9999880791,-1133.60403239,1,99.9999771116,0.288401775645,500.0
5.11853e-06,1.00972,1.0,0.997052,-1133.65536063,0.00996859,0.0100953,-1360.7,0.2,100,0.351278459691,1.00019,-1133.65,0.589166,100,5.11655e-10,-1133.65536063,0.01,99.9996185317,-1133.65536063,1,99.9994851174,0.351278459691,500.0
4.85849e-07,1.00216,1.0,0.998246,-1133.62585658,0.00998184,0.010021,-1360.66,0.2,100,0.236161058599,1.00006,-1133.63,0.483442,100,4.85789e-11,-1133.62585658,0.01,99.9999642372,-1133.62585658,1,99.9999809277,0.236161058599,500.0
,1.0,1.0,1.0,-1133.62158298,0.01,0.01,-1360.76,0.2,100,0.280872153938,1.0,-1133.62,0.527318,100,3.50449e-18,-1133.62158298,0.01,100.0,-1133.62158298,1,100.0,0.280872153938,500.0
2.08588e-06,1.00544,1.0,0.996547,-1133.71818742,0.00996628,0.0100553,-1361.25,0.2,100,0.491204085731,0.999918,-1133.72,0.696631,100,2.08621e-10,-1133.71818742,0.01,99.9998211864,-1133.71818742,1,99.9997787297,0.491204085731,500.0
,1.0,1.0,1.0,-1133.67985035,0.01,0.01,-1361.14,0.2,100,0.453161746557,1.0,-1133.68,0.669797,100,3.50449e-18,-1133.67985035,0.01,100.0,-1133.67985035,1,100.0,0.453161746557,500.0
1.85462e-06,1.00514,1.0,0.997132,-1133.72930982,0.00997081,0.0100509,-1360.77,0.2,100,0.350705771963,1.00005,-1133.73,0.589011,100,1.85444e-10,-1133.72930982,0.01,99.9998331073,-1133.72930982,1,99.9998436056,0.350705771963,500.0
6.2836e-06,1.00449,1.0,0.988797,-1133.83052776,0.00988936,0.0100463,-1362.8,0.2,100,1.63173320047,0.999859,-1133.83,1.26051,100,6.28538e-10,-1133.83052776,0.01,99.9995350859,-1133.83052776,1,99.999401011,1.63173320047,500.0
2.60868e-06,1.00613,1.0,0.997539,-1133.75399377,0.00997515,0.0100611,-1361.06,0.2,100,0.485873248148,1.00002,-1133.75,0.692998,100,2.60856e-10,-1133.75399377,0.01,99.999761582,-1133.75399377,1,99.9997024614,0.485873248148,500.0
1.78137e-06,1.00489,1.0,0.997485,-1133.72190783,0.00997586,0.0100499,-1360.9,0.2,100,0.337918886077,0.999899,-1133.72,0.578158,100,1.78174e-10,-1133.72190783,0.01,99.9998331073,-1133.72190783,1,99.9997901707,0.337918886077,500.0
,1.0,1.0,1.0,-1133.63703232,0.01,0.01,-1360.73,0.2,100,0.301710093665,1.0,-1133.64,0.546532,100,3.50449e-18,-1133.63703232,0.01,100.0,-1133.63703232,1,100.0,0.301710093665,500.0
5.92182e-07,1.00224,1.0,0.997125,-1133.69170128,0.00997116,0.0100223,-1360.75,0.2,100,0.365620673382,1.00001,-1133.69,0.601445,100,5.92166e-11,-1133.69170128,0.01,99.9999523163,-1133.69170128,1,99.9999389654,0.365620673382,500.0
4.33894e-05,1.00798,1.00003,0.952617,-1133.79743246,0.00952897,0.0100828,-1364.41,0.2,100,4.15589589985,0.999706,-1133.79,1.94208,100,4.3415e-09,-1133.79743246,0.01,99.9967456923,-1133.79743246,1,99.9957149733,4.15589589985,500.0
,1.0,1.0,1.0,-1133.82507295,0.01,0.01,-1361.37,0.2,100,0.513830089614,1.0,-1133.83,0.713226,100,3.50449e-18,-1133.82507295,0.01,100.0,-1133.82507295,1,100.0,0.513830089614,500.0
4.83155e-06,1.0106,1.0,0.996127,-1133.72136444,0.00996211,0.0101068,-1361.25,0.2,100,0.438046539995,0.999915,-1133.72,0.658145,100,4.83237e-10,-1133.72136444,0.01,99.9995350859,-1133.72136444,1,99.9995269391,0.438046539995,500.0
2.25429e-06,1.0066,1.0,0.997559,-1133.68590934,0.00997675,0.0100671,-1360.72,0.2,100,0.350760908141,0.999884,-1133.69,0.588951,100,2.2548e-10,-1133.68590934,0.01,99.9998092655,-1133.68590934,1,99.999771092,0.350760908141,500.0
,1.0,1.0,1.0,-1133.62220963,0.01,0.01,-1360.63,0.2,100,0.262936565879,1.0,-1133.62,0.510207,100,3.50449e-18,-1133.62220963,0.01,100.0,-1133.62220963,1,100.0,0.262936565879,500.0
1.10657e-06,1.00429,1.0,0.998336,-1133.68688705,0.00998307,0.0100426,-1360.79,0.2,100,0.441767849017,1.00003,-1133.69,0.660931,100,1.10651e-10,-1133.68688705,0.01,99.9999046327,-1133.68688705,1,99.9999122646,0.441767849017,500.0
4.53344e-06,1.00673,1.0,0.995677,-1133.57185067,0.00995446,0.010065,-1361.21,0.2,100,0.415879152274,1.00023,-1133.57,0.640184,100,4.53136e-10,-1133.57185067,0.01,99.9996423734,-1133.57185067,1,99.999542344,0.415879152274,500.0
2.20913e-05,1.00701,1.00002,0.968988,-1133.74926648,0.00968945,0.0100697,-1363.32,0.2,100,2.30507914036,1.00004,-1133.74,1.46964,100,2.20894e-09,-1133.74926648,0.01,99.9983668594,-1133.74926648,1,99.9978333844,2.30507914036,500.0
1.62012e-08,1.00055,1.0,0.999717,-1133.66552946,0.00999713,0.0100054,-1361.05,0.2,100,0.443622855793,1.0,-1133.67,0.662657,100,1.62017e-12,-1133.66552946,0.01,100.0,-1133.66552946,1,99.9999923706,0.443622855793,500.0
3.36039e-06,1.00644,1.0,0.995682,-1133.65635558,0.00995597,0.0100636,-1360.7,0.2,100,0.313073870433,1.00009,-1133.66,0.55621,100,3.35982e-10,-1133.65635558,0.01,99.999761582,-1133.65635558,1,99.9996605219,0.313073870433,500.0
9.75153e-07,1.00459,1.0,0.998292,-1133.69156323,0.00998315,0.0100461,-1360.78,0.2,100,0.366859400676,0.999977,-1133.69,0.602475,100,9.75199e-11,-1133.69156323,0.01,99.9999165536,-1133.69156323,1,99.9998893713,0.366859400676,500.0
3.02051e-06,1.00553,1.0,0.995515,-1133.68097396,0.00995441,0.0100545,-1361.18,0.2,100,0.482948836625,1.00007,-1133.68,0.69064,100,3.02007e-10,-1133.68097396,0.01,99.9997377403,-1133.68097396,1,99.9996719611,0.482948836625,500.0
0.00367463,1.45004,1.00174,0.953817,-1132.99109904,0.00950483,0.0144498,-1360.2,0.2,100,61.3940488121,1.00351,-1132.64,11.1924,100,3.64898e-07,-1132.99109904,0.01,99.8263637455,-1132.99109904,1,99.6400807171,61.3940488121,500.0
1.02658e-05,1.01221,1.00001,0.994129,-1133.81801402,0.00993679,0.0101175,-1361.45,0.2,100,0.681688493353,1.00045,-1133.82,0.819655,100,1.02564e-09,-1133.81801402,0.01,99.9994516403,-1133.81801402,1,99.9990048225,0.681688493353,500.0
3.83123e-06,1.00515,1.0,0.991781,-1133.5361126,0.00991775,0.0100515,-1360.74,0.2,100,0.310272266866,1.00001,-1133.54,0.552905,100,3.83119e-10,-1133.5361126,0.01,99.9998092655,-1133.5361126,1,99.9996261627,0.310272266866,500.0
1.89168e-06,1.00682,1.0,0.997062,-1133.68985704,0.00996968,0.0100672,-1360.82,0.2,100,0.308936764981,1.00009,-1133.69,0.552793,100,1.89134e-10,-1133.68985704,0.01,99.99986887,-1133.68985704,1,99.9998436123,0.308936764981,500.0
3.33982e-06,1.00757,1.0,0.996931,-1133.77125844,0.00996956,0.010076,-1361.33,0.2,100,0.478292995413,0.999975,-1133.77,0.687399,100,3.33998e-10,-1133.77125844,0.01,99.9997138985,-1133.77125844,1,99.9996986321,0.478292995413,500.0
1.16311e-07,1.00118,1.0,0.999425,-1133.76965476,0.00999438,0.0100119,-1361.3,0.2,100,0.544042498204,0.999988,-1133.77,0.733773,100,1.16315e-11,-1133.76965476,0.01,99.9999880791,-1133.76965476,1,99.9999732968,0.544042498204,500.0
5.07701e-06,1.01064,1.0,0.996189,-1133.62469048,0.00995857,0.010103,-1361.09,0.2,100,0.434912551934,1.00033,-1133.62,0.65499,100,5.07363e-10,-1133.62469048,0.01,99.9995946901,-1133.62469048,1,99.9994928164,0.434912551934,500.0
,1.0,1.0,1.0,-1133.64769031,0.01,0.01,-1360.73,0.2,100,0.261283260538,1.0,-1133.65,0.508594,100,3.50449e-18,-1133.64769031,0.01,100.0,-1133.64769031,1,100.0,0.261283260538,500.0
1.26099e-06,1.00308,1.0,0.997436,-1133.7309663,0.00997364,0.0100301,-1361.24,0.2,100,0.429595725326,1.00007,-1133.73,0.651493,100,1.26081e-10,-1133.7309663,0.01,99.99986887,-1133.7309663,1,99.9998588665,0.429595725326,500.0
1.29069e-06,1.0027,1.0,0.994922,-1133.6708652,0.00994871,0.0100264,-1360.8,0.2,100,0.324932141493,1.00005,-1133.67,0.566734,100,1.29056e-10,-1133.6708652,0.01,99.9998927118,-1133.6708652,1,99.9998779361,0.324932141493,500.0
4.91456e-06,1.00777,1.0,0.992523,-1133.66604083,0.00992088,0.0100733,-1360.82,0.2,100,0.299039414764,1.00044,-1133.67,0.543387,100,4.91027e-10,-1133.66604083,0.01,99.9995827692,-1133.66604083,1,99.9995462512,0.299039414764,500.0
9.30337e-06,1.01079,1.00001,0.985795,-1133.71467174,0.00985694,0.0101069,-1361.18,0.2,100,0.523686816829,1.0001,-1133.71,0.717394,100,9.30149e-10,-1133.71467174,0.01,99.9993205117,-1133.71467174,1,99.9990769442,0.523686816829,500.0
3.29e-06,1.00688,1.0,0.99384,-1133.7014284,0.00994097,0.0100714,-1361.08,0.2,100,0.409932243946,0.999741,-1133.7,0.636239,100,3.29171e-10,-1133.7014284,0.01,99.999761582,-1133.7014284,1,99.9996832989,0.409932243946,500.0
7.83337e-07,1.00296,1.0,0.998892,-1133.66633726,0.00998801,0.0100287,-1361.52,0.2,100,0.756690990496,1.00009,-1133.67,0.86483,100,7.83195e-11,-1133.66633726,0.01,99.9999165536,-1133.66633726,1,99.9998931984,0.756690990496,500.0
3.76312e-06,1.00948,1.0,0.996248,-1133.71074881,0.00995918,0.0100914,-1360.85,0.2,100,0.374046893143,1.00033,-1133.71,0.608152,100,3.76064e-10,-1133.71074881,0.01,99.9997019777,-1133.71074881,1,99.9996300982,0.374046893143,500.0
,1.0,1.0,1.0,-1133.63794037,0.01,0.01,-1360.71,0.2,100,0.344297115041,1.0,-1133.64,0.583821,100,3.50449e-18,-1133.63794037,0.01,100.0,-1133.63794037,1,100.0,0.344297115041,500.0
2.73651e-05,1.00596,1.00002,0.97498,-1133.78794284,0.00975831,0.0100683,-1363.3,0.2,100,2.23346845841,0.999128,-1133.78,1.45626,100,2.74129e-09,-1133.78794284,0.01,99.9984622238,-1133.78794284,1,99.9972930738,2.23346845841,500.0
1.91802e-07,1.00249,1.0,0.9995,-1133.60501421,0.00999458,0.0100245,-1360.63,0.2,100,0.244194468158,1.00004,-1133.6,0.491614,100,1.91782e-11,-1133.60501421,0.01,99.9999880791,-1133.60501421,1,99.9999694837,0.244194468158,500.0
3.17151e-06,1.00498,1.0,0.995245,-1133.75820587,0.00995542,0.0100528,-1360.88,0.2,100,0.36742493522,0.999702,-1133.76,0.602676,100,3.17339e-10,-1133.75820587,0.01,99.9998092655,-1133.75820587,1,99.9997099973,0.36742493522,500.0
7.89542e-06,1.01203,1.00001,0.994951,-1133.7125637,0.00994671,0.0101175,-1360.81,0.2,100,0.380802060004,1.00028,-1133.71,0.613205,100,7.89098e-10,-1133.7125637,0.01,99.9994993235,-1133.7125637,1,99.9992296526,0.380802060004,500.0
2.52616e-06,1.00385,1.0,0.99523,-1133.77316775,0.00995301,0.0100392,-1361.47,0.2,100,0.721529636392,0.999929,-1133.77,0.843767,100,2.52652e-10,-1133.77316775,0.01,99.9997258194,-1133.77316775,1,99.9997787321,0.721529636392,500.0
5.6333e-06,1.00702,1.0,0.996679,-1133.65454689,0.00996474,0.0100681,-1360.79,0.2,100,0.358170718285,1.00021,-1133.65,0.594796,100,5.63096e-10,-1133.65454689,0.01,99.9996304526,-1133.65454689,1,99.9994774962,0.358170718285,500.0
1.82585e-06,1.00258,1.0,0.9954,-1133.66279933,0.00995507,0.0100269,-1361.21,0.2,100,0.439993857482,0.999892,-1133.66,0.659023,100,1.82625e-10,-1133.66279933,0.01,99.9998331073,-1133.66279933,1,99.9998245052,0.439993857482,500.0
3.02746e-06,1.00767,1.0,0.995621,-1133.76673276,0.0099527,0.0100731,-1361.33,0.2,100,0.541986114662,1.00035,-1133.77,0.731314,100,3.02532e-10,-1133.76673276,0.01,99.9997735029,-1133.76673276,1,99.9996834926,0.541986114662,500.0
1.11657e-07,1.001,1.0,0.998872,-1133.6657547,0.00998883,0.0100101,-1360.7,0.2,100,0.323560873205,0.99999,-1133.67,0.565871,100,1.11661e-11,-1133.6657547,0.01,99.9999761581,-1133.6657547,1,99.9999847411,0.323560873205,500.0
7.02274e-07,1.00219,1.0,0.996008,-1133.71267863,0.00996106,0.0100229,-1361.18,0.2,100,0.502376309998,0.999902,-1133.71,0.704619,100,7.02411e-11,-1133.71267863,0.01,99.9999284745,-1133.71267863,1,99.9999504041,0.502376309998,500.0
2.96502e-06,1.00562,1.0,0.993842,-1133.82351904,0.00993729,0.0100551,-1361.36,0.2,100,0.519975400188,1.00011,-1133.82,0.715896,100,2.96436e-10,-1133.82351904,0.01,99.9997377403,-1133.82351904,1,99.9997101164,0.519975400188,500.0
0.000266199,1.0134,1.00016,0.901723,-1134.0625738,0.00903091,0.0101494,-1368.62,0.2,100,15.6238128817,0.998485,-1134.02,3.56197,100,2.67008e-08,-1134.0625738,0.01,99.9844456075,-1134.0625738,1,99.9735521998,15.6238128817,500.0
4.81328e-08,1.00069,1.0,0.999573,-1133.70201001,0.00999583,0.010007,-1361.29,0.2,100,0.500853889232,0.999991,-1133.7,0.704031,100,4.8133e-12,-1133.70201001,0.01,100.0,-1133.70201001,1,100.000061036,0.500853889232,500.0
,1.0,1.0,1.0,-1133.66359385,0.01,0.01,-1361.07,0.2,100,0.361701218297,1.0,-1133.66,0.598399,100,3.50449e-18,-1133.66359385,0.01,100.0,-1133.66359385,1,100.0,0.361701218297,500.0
2.59508e-06,1.00767,1.0,0.997981,-1133.57255889,0.00997804,0.010075,-1360.76,0.2,100,0.295886952659,1.00018,-1133.57,0.540793,100,2.59416e-10,-1133.57255889,0.01,99.99986887,-1133.57255889,1,99.9997711591,0.295886952659,500.0
0.00163166,1.02749,1.00083,0.80434,-1134.84991956,0.00811596,0.0103676,-1385.88,0.2,100,149.538270337,0.991059,-1134.62,9.89837,100,1.66124e-07,-1134.84991956,0.01,99.9175394624,-1134.84991956,1,99.8357954289,149.538270337,500.0
1.64479e-06,1.00472,1.0,0.998028,-1133.66599422,0.00997769,0.0100446,-1360.73,0.2,100,0.361544578805,1.00026,-1133.67,0.597963,100,1.64395e-10,-1133.66599422,0.01,99.9998450282,-1133.66599422,1,99.9998474519,0.361544578805,500.0
3.7234e-06,1.00416,1.0,0.993662,-1133.75294703,0.00993795,0.010043,-1361.3,0.2,100,0.590346823621,0.999866,-1133.75,0.762218,100,3.7244e-10,-1133.75294703,0.01,99.9995946901,-1133.75294703,1,99.9996337411,0.590346823621,500.0
7.88049e-07,1.00295,1.0,0.997616,-1133.73032812,0.00997703,0.0100304,-1360.83,0.2,100,0.378759279671,0.999913,-1133.73,0.612153,100,7.88189e-11,-1133.73032812,0.01,99.9999284745,-1133.73032812,1,99.9999313295,0.378759279671,500.0
1.20806e-07,1.00196,1.0,0.999408,-1133.59931023,0.00999443,0.01002,-1360.7,0.2,100,0.28959690326,0.999965,-1133.6,0.535393,100,1.20817e-11,-1133.59931023,0.01,99.9999880791,-1133.59931023,1,100.00000763,0.28959690326,500.0
4.17162e-06,1.00838,1.0,0.99627,-1133.63048643,0.00996176,0.0100828,-1360.73,0.2,100,0.280781657056,1.00009,-1133.63,0.526644,100,4.17084e-10,-1133.63048643,0.01,99.9996542943,-1133.63048643,1,99.9996414535,0.280781657056,500.0
2.34592e-06,1.0037,1.0,0.995592,-1133.67613034,0.00995508,0.0100361,-1361.07,0.2,100,0.422814868077,1.00008,-1133.68,0.646438,100,2.34552e-10,-1133.67613034,0.01,99.9997496611,-1133.67613034,1,99.9997863954,0.422814868077,500.0
3.48865e-06,1.00534,1.0,0.994616,-1133.78947009,0.00994583,0.0100531,-1361.43,0.2,100,0.775152629656,1.00003,-1133.79,0.87456,100,3.48842e-10,-1133.78947009,0.01,99.9997258194,-1133.78947009,1,99.9996643187,0.775152629656,500.0
