J,VanillaAvgRet,MaxVanillaIw,AvgEpLen,AvgDiscRet,MinVanillaIw,IterType,AvgNormIw,VarJ,MaxNormIw,eRenyi2,MinNormIw,ESSClassic,AvgVanillaIw,BatchSize,ESSRenyi,Bound,VarVanillaIw,VarNormIw,VarDiscRet,Delta,EpsThisIter,AvgRet,VarRet
289.66785,116.5412013680505,21.80973,12.66,116.5412013680505,0.029151645,1,0.01,1157.2539,0.17276752,3.3564503,0.00023092708,22.603751205933246,1.2623744,100,29.793380055495206,76.56209,5.5116363,0.000345863,17522.751119523447,0.4,100,116.5412013680505,17522.751119523447
552.6888,222.90514198899032,10.305658,23.3,222.90514198899032,0.003204359,1,0.01,1178.9017,0.092512764,2.6311877,2.876518e-05,31.40080915818012,1.1139715,100,38.00565077875582,61.992798,2.7383626,0.00022066983,108803.7199105165,0.4,100,222.90514198899032,108803.7199105165
1443.6617,374.4519803425756,41.268665,38.46,374.4519803425756,1.06818665e-10,1,0.010000002,2459.2039,0.33385742,8.53363,8.6414724e-13,6.344473697596573,1.2361165,100,11.718342094911133,710.2272,22.783554,0.0014910859,163010.75544884484,0.4,100,374.4519803425756,163010.75544884484
4359.609,1299.8033004626718,27.311775,130.93,1299.8033004626718,,1,0.01,2514.9556,0.21450102,9.38888,,8.935252619408066,1.2732701,100,10.650897911762716,2483.2224,16.689735,0.0010294571,1850049.3926442491,0.4,100,1299.8033004626718,1850049.3926442491
4768.781,3457.18407561465,5.8850164,346.24,3457.18407561465,4.929382e-10,1,0.010000003,605.756,0.04292296,2.3996572,3.5952944e-12,45.94563610980643,1.3710649,100,41.6726180469696,3820.1653,2.2339184,0.00011883689,3346745.186451388,0.4,100,3457.18407561465,3346745.186451388
4874.5635,4626.9749994241165,2.4375472,462.91,4626.9749994241165,0.013452493,1,0.009999999,375.84714,0.023727553,1.3658352,0.00013094915,73.97585671579623,1.0273066,100,73.21527571216508,4158.8906,0.37501746,3.553459e-05,956741.286219156,0.4,100,4626.9749994241165,956741.286219156
4945.081,4841.868653986092,1.5717051,484.3,4841.868653986092,0.043668747,1,0.01,223.00377,0.014982854,1.1162257,0.00041628833,89.89436821124391,1.0490024,100,89.58761499341064,4298.1,0.12495357,1.1355223e-05,400153.968443556,0.4,100,4841.868653986092,400153.968443556
4934.9155,4644.995722436364,1.9575899,464.65,4644.995722436364,0.028963352,1,0.01,219.33804,0.020199332,1.2436831,0.00029885749,76.64837467302713,0.9691359,100,80.40633503853722,4251.9946,0.28903356,3.0773645e-05,1075955.7861824324,0.4,100,4644.995722436364,1075955.7861824324
4988.768,4977.381705274058,1.2018415,497.77,4977.381705274058,0.49791783,1,0.01,110.10992,0.011863068,1.0148855,0.004914819,98.71450784732343,1.013095,100,98.5332784712991,4371.855,0.013500464,1.3153712e-06,50177.75147090136,0.4,100,4977.381705274058,50177.75147090136
4985.71,4975.537816415989,1.1826974,497.59,4975.537816415989,0.5855814,1,0.01,140.52348,0.011727862,1.0141286,0.0058067413,98.43645448136549,1.008451,100,98.60682695814933,4369.027,0.016316552,1.6044228e-06,58647.65249233071,0.4,100,4975.537816415989,58647.65249233071
4987.0127,4969.084558227596,1.2358527,496.95,4969.084558227596,0.32300782,1,0.009999999,109.04988,0.012241328,1.0216657,0.0031994465,97.79046545239451,1.009574,100,97.87937556364365,4368.042,0.023262221,2.282311e-06,62475.51399118848,0.4,100,4969.084558227596,62475.51399118848
4970.035,4949.793908781277,1.3015913,495.01,4949.793908781277,0.39661834,1,0.01,297.44525,0.012919873,1.0311531,0.0039369185,96.73028623036278,1.0074334,100,96.97881106444797,4348.1973,0.03465316,3.4143661e-06,249979.28222584355,0.4,100,4949.793908781277,249979.28222584355
4999.773,4999.771563675898,1.0039912,500.0,4999.771563675898,0.98956156,1,0.010000002,0.39791012,0.010040126,1.0000045,0.009895826,99.99953841340346,0.9999787,100,99.99954700675174,4387.3994,4.557695e-06,4.5579013e-10,0.16234735822733196,0.4,100,4999.771563675898,0.16234735822733196
4999.7676,4999.767033064482,1.0000484,500.0,4999.767033064482,0.9998833,1,0.01,0.28367817,0.010000504,1.0,0.009998852,99.99998474118242,0.99999803,100,100.0,4387.3955,7.72939e-10,7.727592e-14,0.08128034568526378,0.4,100,4999.767033064482,0.08128034568526378
4997.3325,4996.902938554192,1.0324099,499.72,4996.902938554192,0.8526423,1,0.010000002,24.83549,0.010331947,1.0006924,0.008532905,99.91582552731849,0.99924034,100,99.9308111487446,4384.748,0.0008494467,8.5073886e-08,853.1298934497859,0.4,100,4996.902938554192,853.1298934497859
4999.7656,4999.76558113619,1.0,500.0,4999.76558113619,1.0,1,0.009999998,0.35591525,0.01,1.0,0.01,100.0,1.0,100,100.0,4387.393,,3.5044917e-18,0.1279540952353285,0.4,100,4999.76558113619,0.1279540952353285
4991.385,4949.83098282928,1.2344933,495.01,4949.83098282928,0.16826439,1,0.01,84.82671,0.012403958,1.0319245,0.0016906891,96.52498549444296,0.99524146,100,96.90631566665627,4369.3145,0.036019616,3.6364877e-06,249982.96956052873,0.4,100,4949.83098282928,249982.96956052873
4991.372,4984.899466889591,1.1172323,498.53,4984.899466889591,0.5303342,1,0.01,61.55092,0.011211679,1.0088171,0.0053220238,99.05262234505793,0.9964897,100,99.12599847020486,4376.3057,0.009593296,9.661001e-07,12304.729826554827,0.4,100,4984.899466889591,12304.729826554827
4999.82,4999.819412943449,1.0062462,500.0,4999.819412943449,0.9972995,1,0.01,0.18012275,0.010059732,1.0000011,0.00997029,99.99980168985414,1.0002713,100,99.99989271175451,4387.4473,2.101821e-06,2.1006646e-10,0.03282174677905121,0.4,100,4999.819412943449,0.03282174677905121
