AvgDiscRet,MinVanillaIw,VarDiscRet,Bound,MaxVanillaIw,ESSRenyi,AvgNormIw,VarJ,IterType,ESSClassic,VarRet,AvgRet,MinNormIw,VarVanillaIw,AvgEpLen,eRenyi2,VanillaAvgRet,J,AvgVanillaIw,EpsThisIter,MaxNormIw,VarNormIw,BatchSize
118.74057484569013,,34471.146814192376,549.0149,94.35626,3.173951282637417,0.01,2786.0676,1,1.6742702250163373,34471.146814192376,118.74057484569013,,89.43822,12.88,31.50647,118.74057484569013,1347.2561,1.2278869,100,0.76844424,0.0059320726,100
487.43208512102973,0.0105981305,223364.129927894,nan,inf,4593698.756050395,nan,nan,,nan,34471.146814192376,118.74057484569013,nan,nan,12.88,4.35379e-05,118.74057484569013,nan,inf,100,nan,nan,200
103.04229079797861,,20347.20434808608,580.27405,166.58858,3.2214749925052755,0.005,3720.8928,1,1.6257782378511394,20347.20434808608,103.04229079797861,,139.65146,11.31,62.083363,103.04229079797861,1372.6055,1.0671421,100,0.780536,0.0030657789,200
541.5871116451949,1.0,212578.33110762507,255.43707,1.0,200.0,0.009999998,458.75107,2,100.0,212578.33110762507,541.5871116451949,0.01,,55.18,1.0,541.5871116451949,541.58716,1.0,100,0.01,3.5044917e-18,200
516.6493776894044,0.0060028126,194994.58819330277,nan,inf,28391802.23959329,nan,nan,,nan,20347.20434808608,103.04229079797861,nan,nan,11.31,1.056643e-05,103.04229079797861,nan,inf,100,nan,nan,300
104.94027520699312,,17901.43336520071,645.36523,229.32837,3.1986159634539644,0.0033333336,3723.847,1,1.497751347384433,17901.43336520071,104.94027520699312,,176.20474,11.5,93.790565,104.94027520699312,1440.5228,0.93870646,100,0.8143418,0.002221853,300
763.2431864463698,1.0,533593.4507003658,342.44836,1.0,300.0,0.009999998,726.81323,2,100.0,533593.4507003658,763.2431864463698,0.01,,77.34,1.0,763.2431864463698,763.2432,1.0,100,0.01,3.5044917e-18,300
696.3161189558747,1.0,462421.47562384786,398.7582,1.0,300.0,0.0049999994,678.3136,2,200.00000010221265,462421.47562384786,696.3161189558747,0.005,,70.645,1.0,696.3161189558747,696.31604,1.0,100,0.005,2.179301e-19,300
658.3081244452019,1.8183155e-25,408346.348236285,1910.3969,101.60001,11.085333153283875,0.0033333332,9486.729,1,7.805740546505349,408346.348236285,658.3081244452019,4.2113833e-28,77.795425,66.84333333333333,27.062786,658.3081244452019,3174.2947,1.4392068,100,0.23531483,0.00041731613,300
2046.5978799621787,1.0,2494677.740365925,1625.7876,1.0,300.0,0.009999998,1571.5377,2,100.0,2494677.740365925,2046.5978799621787,0.01,,205.55,1.0,2046.5978799621787,2046.5979,1.0,100,0.01,3.5044917e-18,300
1971.13454931363,1.0,2424912.9118315023,1673.5765,1.0,300.0,0.0049999994,1553.3152,2,200.00000010221265,2424912.9118315023,1971.13454931363,0.005,,198.025,1.0,1971.13454931363,1971.1345,1.0,100,0.005,2.179301e-19,300
1962.6617964551338,8.0703947e-32,2453704.905229692,3837.0295,39.428787,22.667940293276164,0.0033333334,1400.7039,1,19.980540975869378,2453704.905229692,1962.6617964551338,2.0525738e-34,24.153526,197.16666666666666,13.23455,1962.6617964551338,4720.884,1.3106138,100,0.10028072,0.00015623868,300
4396.8755017657395,1.0,1767924.449377124,3976.065,1.0,300.0,0.009999998,1322.9683,2,100.0,1767924.449377124,4396.8755017657395,0.01,,439.94,1.0,4396.8755017657395,4396.8755,1.0,100,0.01,3.5044917e-18,300
4430.523138664968,1.0,1649767.0656871262,4132.9653,1.0,300.0,0.0049999994,1281.2175,2,200.00000010221265,1649767.0656871262,4430.523138664968,0.005,,443.32,1.0,4430.523138664968,4430.5234,1.0,100,0.005,2.179301e-19,300
4482.097377542049,8.305087e-07,1507734.0132956803,4600.1235,3.7913067,157.43580658044485,0.0033333332,258.31424,1,162.58929057557611,1507734.0132956803,4482.097377542049,2.6306637e-09,0.9390615,448.45666666666665,1.9055386,4482.097377542049,4935.502,1.0523437,100,0.012009088,9.421852e-06,300
4788.839399521676,1.0,614930.1959085918,4368.029,1.0,300.0,0.009999998,780.2441,2,100.0,614930.1959085918,4788.839399521676,0.01,,479.01,1.0,4788.839399521676,4788.8394,1.0,100,0.01,3.5044917e-18,300
4846.570480447517,1.0,476036.7456088859,4549.012,1.0,300.0,0.0049999994,688.2271,2,200.00000010221265,476036.7456088859,4846.570480447517,0.005,,484.755,1.0,4846.570480447517,4846.5703,1.0,100,0.005,2.179301e-19,300
4857.815187870491,0.009313711,441771.68223353534,4697.8335,2.1206763,237.79770158778274,0.0033333334,150.26505,1,232.1380124408582,441771.68223353534,4857.815187870491,3.1960444e-05,0.27676275,485.87,1.2615765,4857.815187870491,4970.7207,0.971379,100,0.007277202,3.2590253e-06,300
4996.572712431399,1.0,1025.2049895928662,4575.7617,1.0,300.0,0.009999998,31.858343,2,100.0,1025.2049895928662,4996.572712431399,0.01,,499.69,1.0,4996.572712431399,4996.5723,1.0,100,0.01,3.5044917e-18,300
