AvgEpLen,NatGrad2Norm,AvgRet,NatGradInftyNorm,BatchSize,VarJ,StepSize,J
40.28,253.4841598669447,392.82604392249135,202.2281046687332,100,1627.385118749528,0.003945019682984947,392.82604392249135
74.38,487.43190418961325,734.5777303533442,424.3050865812501,100,3412.206501185636,0.0020515686220059066,734.5777303533442
