AvgNormIw,MaxVanillaIw,AvgDiscRet,VanillaAvgRet,IterType,AvgEpLen,VarJ,VarRet,MaxNormIw,Bound,AvgVanillaIw,BatchSize,MinNormIw,ESSClassic,EpsThisIter,ESSRenyi,VarDiscRet,J,MinVanillaIw,Delta,AvgRet,VarVanillaIw,VarNormIw,eRenyi2
0.00333333,1.0,4665.99462055,4665.99462055,2,500.0,11.6382,136.31462203,0.00333333,4666.35,1.0,500,0.00333333,299.999969474,100,500.0,136.31462203,4666.35,1.0,1.0,4665.99462055,,5.43914e-20,1.0
0.0025,1.0,4665.58324645,4665.58324645,2,500.0,11.5982,132.611522954,0.0025,4666.16,1.0,500,0.0025,400.0,100,500.0,132.611522954,4666.16,1.0,1.0,4665.58324645,,5.4346e-20,1.0
0.002,1.0,4668.3019638,4668.3019638,1,500.0,11.4756,117.884248861,0.002,4666.59,1.0,500,0.002,500.000006643,100,500.0,117.884248861,4666.59,1.0,1.0,4668.3019638,,5.43187e-20,1.0
0.01,1.0,4667.68676757,4667.68676757,2,500.0,10.9483,121.076848201,0.01,4667.69,1.0,500,0.01,100.0,100,500.0,121.076848201,4667.69,1.0,1.0,4667.68676757,,3.50449e-18,1.0
0.005,1.0,4668.1229575,4668.1229575,2,500.0,11.4897,145.523325069,0.005,4667.9,1.0,500,0.005,200.000000102,100,500.0,145.523325069,4667.9,1.0,1.0,4668.1229575,,2.1793e-19,1.0
0.00333333,1.0,4666.40842688,4666.40842688,2,500.0,11.472,130.604612538,0.00333333,4667.41,1.0,500,0.00333333,299.999969474,100,500.0,130.604612538,4667.41,1.0,1.0,4666.40842688,,5.43914e-20,1.0
0.0025,1.0,4666.25712607,4666.25712607,2,500.0,11.6685,150.312873169,0.0025,4667.12,1.0,500,0.0025,400.0,100,500.0,150.312873169,4667.12,1.0,1.0,4666.25712607,,5.4346e-20,1.0
0.002,1.0,4664.74821028,4664.74821028,1,500.0,11.9193,162.867364339,0.002,4666.65,1.0,500,0.002,500.000006643,100,500.0,162.867364339,4666.65,1.0,1.0,4664.74821028,,5.43187e-20,1.0
0.01,1.0,4667.1211747,4667.1211747,2,500.0,11.1223,124.956386125,0.01,4667.12,1.0,500,0.01,100.0,100,500.0,124.956386125,4667.12,1.0,1.0,4667.1211747,,3.50449e-18,1.0
0.005,1.0,4667.27450386,4667.27450386,2,500.0,11.6492,149.182705381,0.005,4667.2,1.0,500,0.005,200.000000102,100,500.0,149.182705381,4667.2,1.0,1.0,4667.27450386,,2.1793e-19,1.0
0.00333333,1.0,4668.75356925,4668.75356925,2,500.0,11.4455,121.189936802,0.00333333,4667.72,1.0,500,0.00333333,299.999969474,100,500.0,121.189936802,4667.72,1.0,1.0,4668.75356925,,5.43914e-20,1.0
0.0025,1.0,4666.19378213,4666.19378213,2,500.0,11.7488,158.98548935,0.0025,4667.34,1.0,500,0.0025,400.0,100,500.0,158.98548935,4667.34,1.0,1.0,4666.19378213,,5.4346e-20,1.0
0.002,1.0,4667.77119799,4667.77119799,1,500.0,11.6178,123.815914413,0.002,4667.42,1.0,500,0.002,500.000006643,100,500.0,123.815914413,4667.42,1.0,1.0,4667.77119799,,5.43187e-20,1.0
0.01,1.0,4667.25634316,4667.25634316,2,500.0,11.8749,142.437424675,0.01,4667.26,1.0,500,0.01,100.0,100,500.0,142.437424675,4667.26,1.0,1.0,4667.25634316,,3.50449e-18,1.0
0.005,1.0,4666.78466089,4666.78466089,2,500.0,11.7243,135.143601175,0.005,4667.02,1.0,500,0.005,200.000000102,100,500.0,135.143601175,4667.02,1.0,1.0,4666.78466089,,2.1793e-19,1.0
0.00333333,1.0,4667.02326755,4667.02326755,2,500.0,11.5162,124.195197094,0.00333333,4667.02,1.0,500,0.00333333,299.999969474,100,500.0,124.195197094,4667.02,1.0,1.0,4667.02326755,,5.43914e-20,1.0
0.0025,1.0,4664.70001919,4664.70001919,2,500.0,11.7646,153.248642862,0.0025,4666.44,1.0,500,0.0025,400.0,100,500.0,153.248642862,4666.44,1.0,1.0,4664.70001919,,5.4346e-20,1.0
0.002,1.0,4666.54176825,4666.54176825,1,500.0,11.7938,143.271533323,0.00200001,4666.46,1.0,500,0.002,500.000128713,100,500.0,143.271533323,4666.46,0.999999,1.0,4666.54176825,2.46106e-13,1.05281e-18,1.0
0.01,1.0,4665.50298408,4665.50298408,2,500.0,12.2756,152.213499702,0.01,4665.5,1.0,500,0.01,100.0,100,500.0,152.213499702,4665.5,1.0,1.0,4665.50298408,,3.50449e-18,1.0
0.005,1.0,4665.04376502,4665.04376502,2,500.0,11.5012,114.90824828,0.005,4665.27,1.0,500,0.005,200.000000102,100,500.0,114.90824828,4665.27,1.0,1.0,4665.04376502,,2.1793e-19,1.0
0.00333333,1.0,4667.55389671,4667.55389671,2,500.0,11.5683,134.802869758,0.00333333,4666.03,1.0,500,0.00333333,299.999969474,100,500.0,134.802869758,4666.03,1.0,1.0,4667.55389671,,5.43914e-20,1.0
0.0025,1.0,4666.24165681,4666.24165681,2,500.0,11.6339,141.290342525,0.0025,4666.09,1.0,500,0.0025,400.0,100,500.0,141.290342525,4666.09,1.0,1.0,4666.24165681,,5.4346e-20,1.0
0.002,1.0,4669.129769,4669.129769,1,500.0,11.5812,123.047890067,0.002,4666.69,1.0,500,0.002,500.000006643,100,500.0,123.047890067,4666.69,1.0,1.0,4669.129769,,5.43187e-20,1.0
0.01,1.0,4669.82689772,4669.82689772,2,500.0,10.4977,111.315453451,0.01,4669.83,1.0,500,0.01,100.0,100,500.0,111.315453451,4669.83,1.0,1.0,4669.82689772,,3.50449e-18,1.0
0.005,1.0,4666.6396821,4666.6396821,2,500.0,10.8938,123.301115674,0.005,4668.23,1.0,500,0.005,200.000000102,100,500.0,123.301115674,4668.23,1.0,1.0,4666.6396821,,2.1793e-19,1.0
0.00333333,1.0,4666.26908505,4666.26908505,2,500.0,11.4434,154.480150847,0.00333333,4667.58,1.0,500,0.00333333,299.999969474,100,500.0,154.480150847,4667.58,1.0,1.0,4666.26908505,,5.43914e-20,1.0
0.0025,1.0,4667.01270294,4667.01270294,2,500.0,11.4867,136.04362178,0.0025,4667.44,1.0,500,0.0025,400.0,100,500.0,136.04362178,4667.44,1.0,1.0,4667.01270294,,5.4346e-20,1.0
0.002,1.0,4666.75382644,4666.75382644,1,500.0,11.4176,124.900137401,0.002,4667.3,1.0,500,0.002,500.000006643,100,500.0,124.900137401,4667.3,1.0,1.0,4666.75382644,,5.43187e-20,1.0
0.01,1.0,4664.5376033,4664.5376033,2,500.0,11.9078,143.226887386,0.01,4664.54,1.0,500,0.01,100.0,100,500.0,143.226887386,4664.54,1.0,1.0,4664.5376033,,3.50449e-18,1.0
0.005,1.0,4667.14877343,4667.14877343,2,500.0,11.3107,111.77995439,0.005,4665.84,1.0,500,0.005,200.000000102,100,500.0,111.77995439,4665.84,1.0,1.0,4667.14877343,,2.1793e-19,1.0
0.00333333,1.0,4668.11874656,4668.11874656,2,500.0,11.2806,123.677201376,0.00333333,4666.6,1.0,500,0.00333333,299.999969474,100,500.0,123.677201376,4666.6,1.0,1.0,4668.11874656,,5.43914e-20,1.0
0.0025,1.0,4666.23593187,4666.23593187,2,500.0,11.5234,150.806269812,0.0025,4666.51,1.0,500,0.0025,400.0,100,500.0,150.806269812,4666.51,1.0,1.0,4666.23593187,,5.4346e-20,1.0
0.002,1.0,4665.63537442,4665.63537442,1,500.0,11.6086,143.45814212,0.002,4666.34,1.0,500,0.00199999,499.999945607,100,499.996185332,143.45814212,4666.34,0.999996,1.0,4665.63537442,6.74823e-13,2.62859e-18,1.00001
0.01,1.0,4667.31053208,4667.31053208,2,500.0,11.3011,129.005306191,0.01,4667.31,1.0,500,0.01,100.0,100,500.0,129.005306191,4667.31,1.0,1.0,4667.31053208,,3.50449e-18,1.0
0.005,1.0,4667.01744565,4667.01744565,2,500.0,11.2545,126.839549433,0.005,4667.16,1.0,500,0.005,200.000000102,100,500.0,126.839549433,4667.16,1.0,1.0,4667.01744565,,2.1793e-19,1.0
0.00333333,1.0,4668.33933126,4668.33933126,2,500.0,11.3644,134.544098762,0.00333333,4667.56,1.0,500,0.00333333,299.999969474,100,500.0,134.544098762,4667.56,1.0,1.0,4668.33933126,,5.43914e-20,1.0
0.0025,1.0,4664.62699226,4664.62699226,2,500.0,11.8114,165.81003965,0.0025,4666.82,1.0,500,0.0025,400.0,100,500.0,165.81003965,4666.82,1.0,1.0,4664.62699226,,5.4346e-20,1.0
0.002,1.0,4664.85777829,4664.85777829,1,500.0,11.9028,148.748153242,0.002,4666.43,1.0,500,0.002,500.000006643,100,500.0,148.748153242,4666.43,1.0,1.0,4664.85777829,,5.43187e-20,1.0
0.01,1.0,4668.48601751,4668.48601751,2,500.0,11.2467,127.765764114,0.01,4668.49,1.0,500,0.01,100.0,100,500.0,127.765764114,4668.49,1.0,1.0,4668.48601751,,3.50449e-18,1.0
0.005,1.0,4666.85181083,4666.85181083,2,500.0,11.5923,142.363258129,0.005,4667.67,1.0,500,0.005,200.000000102,100,500.0,142.363258129,4667.67,1.0,1.0,4666.85181083,,2.1793e-19,1.0
0.00333333,1.0,4666.81873935,4666.81873935,2,500.0,11.297,114.768883001,0.00333333,4667.39,1.0,500,0.00333333,299.999969474,100,500.0,114.768883001,4667.39,1.0,1.0,4666.81873935,,5.43914e-20,1.0
0.0025,1.0,4663.95970416,4663.95970416,2,500.0,11.7278,160.096675298,0.0025,4666.53,1.0,500,0.0025,400.0,100,500.0,160.096675298,4666.53,1.0,1.0,4663.95970416,,5.4346e-20,1.0
0.002,1.0,4667.79574296,4667.79574296,1,500.0,11.7588,141.308969756,0.002,4666.78,1.0,500,0.002,500.000006643,100,500.0,141.308969756,4666.78,1.0,1.0,4667.79574296,,5.43187e-20,1.0
0.01,1.0,4668.17014353,4668.17014353,2,500.0,12.2216,150.875411276,0.01,4668.17,1.0,500,0.01,100.0,100,500.0,150.875411276,4668.17,1.0,1.0,4668.17014353,,3.50449e-18,1.0
0.005,1.0,4667.72871198,4667.72871198,2,500.0,11.791,129.888801882,0.005,4667.95,1.0,500,0.005,200.000000102,100,500.0,129.888801882,4667.95,1.0,1.0,4667.72871198,,2.1793e-19,1.0
0.00333333,1.0,4665.85730322,4665.85730322,2,500.0,12.0437,155.737724031,0.00333333,4667.25,1.0,500,0.00333333,299.999969474,100,500.0,155.737724031,4667.25,1.0,1.0,4665.85730322,,5.43914e-20,1.0
0.0025,1.0,4666.85996393,4666.85996393,2,500.0,12.0876,150.680221953,0.0025,4667.15,1.0,500,0.0025,400.0,100,500.0,150.680221953,4667.15,1.0,1.0,4666.85996393,,5.4346e-20,1.0
0.002,1.0,4664.93770099,4664.93770099,1,500.0,12.227,160.730348997,0.002,4666.71,1.0,500,0.002,500.000006643,100,500.0,160.730348997,4666.71,1.0,1.0,4664.93770099,,5.43187e-20,1.0
0.01,1.0,4667.76147161,4667.76147161,2,500.0,11.1805,126.266475586,0.01,4667.76,1.0,500,0.01,100.0,100,500.0,126.266475586,4667.76,1.0,1.0,4667.76147161,,3.50449e-18,1.0
0.005,1.0,4666.88629453,4666.88629453,2,500.0,11.4849,139.816691912,0.005,4667.32,1.0,500,0.005,200.000000102,100,500.0,139.816691912,4667.32,1.0,1.0,4666.88629453,,2.1793e-19,1.0
0.00333333,1.0,4665.20201138,4665.20201138,2,500.0,11.8202,153.886333682,0.00333333,4666.62,1.0,500,0.00333333,299.999969474,100,500.0,153.886333682,4666.62,1.0,1.0,4665.20201138,,5.43914e-20,1.0
0.0025,1.0,4666.60700658,4666.60700658,2,500.0,11.7854,137.805584167,0.0025,4666.61,1.0,500,0.0025,400.0,100,500.0,137.805584167,4666.61,1.0,1.0,4666.60700658,,5.4346e-20,1.0
0.002,1.0,4666.90211706,4666.90211706,1,500.0,11.7144,131.801773435,0.002,4666.67,1.0,500,0.002,500.000006643,100,500.0,131.801773435,4666.67,1.0,1.0,4666.90211706,,5.43187e-20,1.0
0.01,1.0,4667.78659024,4667.78659024,2,500.0,10.4184,109.639108873,0.01,4667.79,1.0,500,0.01,100.0,100,500.0,109.639108873,4667.79,1.0,1.0,4667.78659024,,3.50449e-18,1.0
0.005,1.0,4664.87238764,4664.87238764,2,500.0,11.2825,143.231373792,0.005,4666.33,1.0,500,0.005,200.000000102,100,500.0,143.231373792,4666.33,1.0,1.0,4664.87238764,,2.1793e-19,1.0
0.00333333,1.0,4666.63133065,4666.63133065,2,500.0,11.3396,132.438102329,0.00333333,4666.43,1.0,500,0.00333333,299.999969474,100,500.0,132.438102329,4666.43,1.0,1.0,4666.63133065,,5.43914e-20,1.0
0.0025,1.0,4666.90200206,4666.90200206,2,500.0,11.3242,128.305067868,0.0025,4666.55,1.0,500,0.0025,400.0,100,500.0,128.305067868,4666.55,1.0,1.0,4666.90200206,,5.4346e-20,1.0
0.002,1.0,4669.12696019,4669.12696019,1,500.0,11.1362,102.825945071,0.002,4667.06,1.0,500,0.002,500.000006643,100,500.0,102.825945071,4667.06,1.0,1.0,4669.12696019,,5.43187e-20,1.0
0.01,1.0,4665.15891332,4665.15891332,2,500.0,12.2441,151.433185902,0.01,4665.16,1.0,500,0.01,100.0,100,500.0,151.433185902,4665.16,1.0,1.0,4665.15891332,,3.50449e-18,1.0
0.005,1.0,4669.11205971,4669.11205971,2,500.0,12.1072,136.802591708,0.005,4667.13,1.0,500,0.005,200.000000102,100,500.0,136.802591708,4667.13,1.0,1.0,4669.11205971,,2.1793e-19,1.0
0.00333333,1.0,4665.97118556,4665.97118556,2,500.0,12.4534,172.92344084,0.00333333,4666.75,1.0,500,0.00333333,299.999969474,100,500.0,172.92344084,4666.75,1.0,1.0,4665.97118556,,5.43914e-20,1.0
0.0025,1.0,4664.89797063,4664.89797063,2,500.0,12.3166,140.368897642,0.0025,4666.28,1.0,500,0.0025,400.0,100,500.0,140.368897642,4666.28,1.0,1.0,4664.89797063,,5.4346e-20,1.0
0.002,1.0,4665.46889609,4665.46889609,1,500.0,12.4175,165.302507204,0.002,4666.12,1.0,500,0.002,500.000006643,100,500.0,165.302507204,4666.12,0.999998,1.0,4665.46889609,7.062e-14,3.1896e-19,1.0
0.01,1.0,4667.7924713,4667.7924713,2,500.0,11.0974,124.395797454,0.01,4667.79,1.0,500,0.01,100.0,100,500.0,124.395797454,4667.79,1.0,1.0,4667.7924713,,3.50449e-18,1.0
0.005,1.0,4666.92312804,4666.92312804,2,500.0,11.0611,122.390987665,0.005,4667.36,1.0,500,0.005,200.000000102,100,500.0,122.390987665,4667.36,1.0,1.0,4666.92312804,,2.1793e-19,1.0
0.00333333,1.0,4667.45891318,4667.45891318,2,500.0,10.9645,117.131167453,0.00333333,4667.39,1.0,500,0.00333333,299.999969474,100,500.0,117.131167453,4667.39,1.0,1.0,4667.45891318,,5.43914e-20,1.0
0.0025,1.0,4668.92147145,4668.92147145,2,500.0,11.0391,126.289246144,0.0025,4667.77,1.0,500,0.0025,400.0,100,500.0,126.289246144,4667.77,1.0,1.0,4668.92147145,,5.4346e-20,1.0
0.002,1.0,4666.86095325,4666.86095325,1,500.0,11.5118,176.258287628,0.002,4667.59,1.0,500,0.002,500.000006643,100,500.0,176.258287628,4667.59,1.0,1.0,4666.86095325,,5.43187e-20,1.0
0.01,1.0,4666.67257619,4666.67257619,2,500.0,11.5506,134.764678138,0.01,4666.67,1.0,500,0.01,100.0,100,500.0,134.764678138,4666.67,1.0,1.0,4666.67257619,,3.50449e-18,1.0
0.005,1.0,4667.6455549,4667.6455549,2,500.0,12.204,165.64104116,0.005,4667.16,1.0,500,0.005,200.000000102,100,500.0,165.64104116,4667.16,1.0,1.0,4667.6455549,,2.1793e-19,1.0
0.00333333,1.0,4667.88608345,4667.88608345,2,500.0,12.0831,141.189628842,0.00333333,4667.4,1.0,500,0.00333333,299.999969474,100,500.0,141.189628842,4667.4,1.0,1.0,4667.88608345,,5.43914e-20,1.0
0.0025,1.0,4667.09701383,4667.09701383,2,500.0,11.7997,120.056337113,0.0025,4667.33,1.0,500,0.0025,400.0,100,500.0,120.056337113,4667.33,1.0,1.0,4667.09701383,,5.4346e-20,1.0
0.002,1.0,4666.74921678,4666.74921678,1,500.0,11.8562,147.124605861,0.002,4667.21,1.0,500,0.002,500.000006643,100,500.0,147.124605861,4667.21,1.0,1.0,4666.74921678,,5.43187e-20,1.0
0.01,1.0,4666.63123833,4666.63123833,2,500.0,12.4183,155.771553994,0.01,4666.63,1.0,500,0.01,100.0,100,500.0,155.771553994,4666.63,1.0,1.0,4666.63123833,,3.50449e-18,1.0
0.005,1.0,4666.89334932,4666.89334932,2,500.0,11.843,127.543183375,0.005,4666.76,1.0,500,0.005,200.000000102,100,500.0,127.543183375,4666.76,1.0,1.0,4666.89334932,,2.1793e-19,1.0
0.00333333,1.0,4666.51969674,4666.51969674,2,500.0,11.7429,134.477268546,0.00333333,4666.68,1.0,500,0.00333333,299.999969474,100,500.0,134.477268546,4666.68,1.0,1.0,4666.51969674,,5.43914e-20,1.0
0.0025,1.0,4666.6703195,4666.6703195,2,500.0,11.6446,130.00085244,0.0025,4666.68,1.0,500,0.0025,400.0,100,500.0,130.00085244,4666.68,1.0,1.0,4666.6703195,,5.4346e-20,1.0
0.002,1.0,4665.95619019,4665.95619019,1,500.0,11.7106,144.329578303,0.002,4666.53,1.0,500,0.002,500.000006643,100,500.0,144.329578303,4666.53,1.0,1.0,4665.95619019,,5.43187e-20,1.0
0.01,1.0,4667.49712339,4667.49712339,2,500.0,11.7187,138.715433686,0.01,4667.5,1.0,500,0.01,100.0,100,500.0,138.715433686,4667.5,1.0,1.0,4667.49712339,,3.50449e-18,1.0
0.005,1.0,4664.90926461,4664.90926461,2,500.0,12.5406,175.613705687,0.005,4666.2,1.0,500,0.005,200.000000102,100,500.0,175.613705687,4666.2,1.0,1.0,4664.90926461,,2.1793e-19,1.0
0.00333333,1.0,4665.48831695,4665.48831695,2,500.0,12.6653,168.031044691,0.00333333,4665.96,1.0,500,0.00333333,299.999969474,100,500.0,168.031044691,4665.96,1.0,1.0,4665.48831695,,5.43914e-20,1.0
0.0025,1.0,4668.6213891,4668.6213891,2,500.0,12.3314,122.968689263,0.0025,4666.63,1.0,500,0.0025,400.0,100,500.0,122.968689263,4666.63,1.0,1.0,4668.6213891,,5.4346e-20,1.0
0.002,1.0,4667.1114648,4667.1114648,1,500.0,12.3112,150.893147304,0.002,4666.73,1.0,500,0.002,500.000006643,100,500.0,150.893147304,4666.73,1.0,1.0,4667.1114648,,5.43187e-20,1.0
0.01,1.0,4665.7223607,4665.7223607,2,500.0,11.7277,138.92690814,0.01,4665.72,1.0,500,0.01,100.0,100,500.0,138.92690814,4665.72,1.0,1.0,4665.7223607,,3.50449e-18,1.0
0.005,1.0,4666.3374131,4666.3374131,2,500.0,12.3928,171.149103816,0.005,4666.03,1.0,500,0.005,200.000000102,100,500.0,171.149103816,4666.03,1.0,1.0,4666.3374131,,2.1793e-19,1.0
0.00333333,1.0,4668.4925983,4668.4925983,2,500.0,12.0259,123.894917995,0.00333333,4666.85,1.0,500,0.00333333,299.999969474,100,500.0,123.894917995,4666.85,1.0,1.0,4668.4925983,,5.43914e-20,1.0
0.0025,1.0,4667.16693689,4667.16693689,2,500.0,12.0163,145.074143092,0.0025,4666.93,1.0,500,0.0025,400.0,100,500.0,145.074143092,4666.93,1.0,1.0,4667.16693689,,5.4346e-20,1.0
0.002,1.0,4665.89856635,4665.89856635,1,500.0,11.9153,132.783794877,0.002,4666.72,1.0,500,0.002,500.000006643,100,500.0,132.783794877,4666.72,1.0,1.0,4665.89856635,,5.43187e-20,1.0
0.01,1.0,4666.48162948,4666.48162948,2,500.0,12.4482,156.523419841,0.01,4666.48,1.0,500,0.01,100.0,100,500.0,156.523419841,4666.48,1.0,1.0,4666.48162948,,3.50449e-18,1.0
0.005,1.0,4667.44817484,4667.44817484,2,500.0,11.7166,120.337040569,0.005,4666.96,1.0,500,0.005,200.000000102,100,500.0,120.337040569,4666.96,1.0,1.0,4667.44817484,,2.1793e-19,1.0
0.00333333,1.0,4667.47639082,4667.47639082,2,500.0,11.7977,144.267253161,0.00333333,4667.14,1.0,500,0.00333333,299.999969474,100,500.0,144.267253161,4667.14,1.0,1.0,4667.47639082,,5.43914e-20,1.0
0.0025,1.0,4667.94153394,4667.94153394,2,500.0,11.7648,136.961927317,0.0025,4667.34,1.0,500,0.0025,400.0,100,500.0,136.961927317,4667.34,1.0,1.0,4667.94153394,,5.4346e-20,1.0
0.002,1.0,4666.4169407,4666.4169407,1,500.0,11.7908,142.22166006,0.002,4667.15,1.0,500,0.002,500.000006643,100,500.0,142.22166006,4667.15,1.0,1.0,4666.4169407,,5.43187e-20,1.0
0.01,1.0,4668.92484217,4668.92484217,2,500.0,10.9078,120.183076963,0.01,4668.92,1.0,500,0.01,100.0,100,500.0,120.183076963,4668.92,1.0,1.0,4668.92484217,,3.50449e-18,1.0
0.005,1.0,4667.46931991,4667.46931991,2,500.0,11.3373,138.414880763,0.005,4668.2,1.0,500,0.005,200.000000102,100,500.0,138.414880763,4668.2,1.0,1.0,4667.46931991,,2.1793e-19,1.0
0.00333333,1.0,4666.85848741,4666.85848741,2,500.0,11.5665,144.534513339,0.00333333,4667.75,1.0,500,0.00333333,299.999969474,100,500.0,144.534513339,4667.75,1.0,1.0,4666.85848741,,5.43914e-20,1.0
0.0025,1.0,4666.58570875,4666.58570875,2,500.0,11.7423,150.659351876,0.0025,4667.46,1.0,500,0.0025,400.0,100,500.0,150.659351876,4667.46,1.0,1.0,4666.58570875,,5.4346e-20,1.0
0.002,1.0,4665.74023671,4665.74023671,1,500.0,11.7082,132.848723807,0.002,4667.12,1.0,500,0.002,500.000006643,100,500.0,132.848723807,4667.12,1.0,1.0,4665.74023671,,5.43187e-20,1.0
0.01,1.0,4667.53090277,4667.53090277,2,500.0,10.9924,122.054040369,0.01,4667.53,1.0,500,0.01,100.0,100,500.0,122.054040369,4667.53,1.0,1.0,4667.53090277,,3.50449e-18,1.0
0.005,1.0,4667.52656712,4667.52656712,2,500.0,11.2205,132.287426192,0.005,4667.53,1.0,500,0.005,200.000000102,100,500.0,132.287426192,4667.53,1.0,1.0,4667.52656712,,2.1793e-19,1.0
0.00333333,1.0,4664.41162038,4664.41162038,2,500.0,11.8551,165.006012665,0.00333333,4666.49,1.0,500,0.00333333,299.999969474,100,500.0,165.006012665,4666.49,1.0,1.0,4664.41162038,,5.43914e-20,1.0
0.0025,1.0,4666.60796522,4666.60796522,2,500.0,11.9263,148.790637503,0.0025,4666.52,1.0,500,0.0025,400.0,100,500.0,148.790637503,4666.52,1.0,1.0,4666.60796522,,5.4346e-20,1.0
0.002,1.0,4666.25883234,4666.25883234,1,500.0,11.9881,151.086288801,0.002,4666.47,1.0,500,0.002,500.000006643,100,500.0,151.086288801,4666.47,1.0,1.0,4666.25883234,,5.43187e-20,1.0
0.01,1.0,4668.23061432,4668.23061432,2,500.0,11.2513,127.870358722,0.01,4668.23,1.0,500,0.01,100.0,100,500.0,127.870358722,4668.23,1.0,1.0,4668.23061432,,3.50449e-18,1.0
0.005,1.0,4666.99558397,4666.99558397,2,500.0,11.2758,128.213551161,0.005,4667.61,1.0,500,0.005,200.000000102,100,500.0,128.213551161,4667.61,1.0,1.0,4666.99558397,,2.1793e-19,1.0
0.00333333,1.0,4666.79072545,4666.79072545,2,500.0,11.3557,133.450652555,0.00333333,4667.34,1.0,500,0.00333333,299.999969474,100,500.0,133.450652555,4667.34,1.0,1.0,4666.79072545,,5.43914e-20,1.0
0.0025,1.0,4667.27416239,4667.27416239,2,500.0,11.6163,154.439621453,0.0025,4667.32,1.0,500,0.0025,400.0,100,500.0,154.439621453,4667.32,1.0,1.0,4667.27416239,,5.4346e-20,1.0
0.002,1.0,4666.62058409,4666.62058409,1,500.0,11.6612,141.187323111,0.002,4667.18,1.0,500,0.002,500.000006643,100,500.0,141.187323111,4667.18,1.0,1.0,4666.62058409,,5.43187e-20,1.0
0.01,1.0,4665.07493861,4665.07493861,2,500.0,11.8494,141.827049291,0.01,4665.08,1.0,500,0.01,100.0,100,500.0,141.827049291,4665.08,1.0,1.0,4665.07493861,,3.50449e-18,1.0
0.005,1.0,4667.43829665,4667.43829665,2,500.0,11.7656,135.005881465,0.005,4666.26,1.0,500,0.005,200.000000102,100,500.0,135.005881465,4666.26,1.0,1.0,4667.43829665,,2.1793e-19,1.0
0.00333333,1.0,4665.92978722,4665.92978722,2,500.0,11.6724,133.136701897,0.00333333,4666.15,1.0,500,0.00333333,299.999969474,100,500.0,133.136701897,4666.15,1.0,1.0,4665.92978722,,5.43914e-20,1.0
0.0025,1.0,4667.58491211,4667.58491211,2,500.0,11.7755,145.828452351,0.0025,4666.51,1.0,500,0.0025,400.0,100,500.0,145.828452351,4666.51,1.0,1.0,4667.58491211,,5.4346e-20,1.0
0.002,1.0,4665.95144596,4665.95144596,1,500.0,11.9879,165.306824478,0.00200001,4666.4,1.0,500,0.00199999,499.999823537,100,500.0,165.306824478,4666.4,0.999996,1.0,4665.95144596,1.3844e-12,5.46577e-18,1.0
0.01,1.0,4665.22929774,4665.22929774,2,500.0,12.3941,155.164760064,0.01,4665.23,1.0,500,0.01,100.0,100,500.0,155.164760064,4665.23,1.0,1.0,4665.22929774,,3.50449e-18,1.0
0.005,1.0,4668.19877184,4668.19877184,2,500.0,12.0251,132.508259867,0.005,4666.71,1.0,500,0.005,200.000000102,100,500.0,132.508259867,4666.71,1.0,1.0,4668.19877184,,2.1793e-19,1.0
0.00333333,1.0,4664.83729326,4664.83729326,2,500.0,12.0749,147.32935748,0.00333333,4666.09,1.0,500,0.00333333,299.999969474,100,500.0,147.32935748,4666.09,1.0,1.0,4664.83729326,,5.43914e-20,1.0
0.0025,1.0,4668.16306514,4668.16306514,2,500.0,11.8396,121.276614043,0.0025,4666.61,1.0,500,0.0025,400.0,100,500.0,121.276614043,4666.61,1.0,1.0,4668.16306514,,5.4346e-20,1.0
0.002,1.0,4668.28444248,4668.28444248,1,500.0,11.5296,102.734236722,0.002,4666.94,1.0,500,0.002,500.000006643,100,500.0,102.734236722,4666.94,1.0,1.0,4668.28444248,,5.43187e-20,1.0
0.01,1.0,4668.3266653,4668.3266653,2,500.0,11.8546,141.95020217,0.01,4668.33,1.0,500,0.01,100.0,100,500.0,141.95020217,4668.33,1.0,1.0,4668.3266653,,3.50449e-18,1.0
0.005,1.0,4666.16826674,4666.16826674,2,500.0,11.7044,132.449045397,0.005,4667.25,1.0,500,0.005,200.000000102,100,500.0,132.449045397,4667.25,1.0,1.0,4666.16826674,,2.1793e-19,1.0
0.00333333,1.0,4668.3663472,4668.3663472,2,500.0,11.4998,123.151219604,0.00333333,4667.62,1.0,500,0.00333333,299.999969474,100,500.0,123.151219604,4667.62,1.0,1.0,4668.3663472,,5.43914e-20,1.0
0.0025,1.0,4665.6756658,4665.6756658,2,500.0,11.8012,159.089932176,0.0025,4667.13,1.0,500,0.0025,400.0,100,500.0,159.089932176,4667.13,1.0,1.0,4665.6756658,,5.4346e-20,1.0
0.002,1.0,4667.04460437,4667.04460437,1,500.0,11.856,147.217527803,0.002,4667.12,1.0,500,0.002,500.000006643,100,500.0,147.217527803,4667.12,1.0,1.0,4667.04460437,,5.43187e-20,1.0
0.01,1.0,4668.96342006,4668.96342006,2,500.0,12.0442,146.52883142,0.01,4668.96,1.0,500,0.01,100.0,100,500.0,146.52883142,4668.96,1.0,1.0,4668.96342006,,3.50449e-18,1.0
0.005,1.0,4665.12157671,4665.12157671,2,500.0,12.3746,155.373332998,0.005,4667.04,1.0,500,0.005,200.000000102,100,500.0,155.373332998,4667.04,1.0,1.0,4665.12157671,,2.1793e-19,1.0
