Weights,ReturnMeanIW,InitialReturnMean,MeanIW,MinIWNorm,Bound,MaxIW,EpThisIter,EmpiricalD2,ESSRenyi,Iteration,InitialReturnStd,MinIW,InitialReturnMax,EpRewMean,StdIW,TimeElapsed,TimestepsSoFar,InitialBound,MeanIWNorm,MaxIWNorm,EpisodesSoFar,StdIWNorm,J_sample_variance,InitialReturnMin,ESSClassic,EpLenMean
[-2.287  1.429 -3.241 -1.327 -3.283],16.399952,-5.126953e-05,1.0230674,0.00021911021,16.399952,5.46614,100,3.2617173,30.658695,236,221.72726,0.021911021,1254.2222,815.5980910864034,1.1409832,1582.0672662258148,3134197,-5.1021576e-05,0.0102306735,0.054661397,23600,0.011409832,67050.87,-235.89722,44.56728,82.58
[-2.282  1.433 -3.248 -1.332 -3.299],182.79214,-9.521484e-05,0.8091251,2.0220209e-10,182.79214,39.356686,100,107428495000.0,9.3085173e-10,237,151.50507,2.022021e-08,649.1995,820.6033580717326,4.187829,1587.2141063213348,3142505,-9.727478e-05,0.008091252,0.39356685,23700,0.04187829,2667497.0,-210.87091,3.5986261,83.08
[-2.271  1.412 -3.238 -1.364 -3.217],45.4439,-4.8217775e-05,0.8100822,2.7855833e-07,45.4439,26.628769,100,324.49524,0.30817094,238,187.0343,2.7855833e-05,680.01263,789.8038533917096,3.1214218,1592.998468875885,3150505,-4.673004e-05,0.008100822,0.26628768,23800,0.031214217,160902.14,-210.06744,6.3102336,80.0
[-2.262  1.424 -3.247 -1.374 -3.226],291.6047,5.3710937e-05,1.7702545,4.166662e-08,291.6047,126.94426,100,21662.523,0.0046162675,239,132.17766,4.166662e-06,365.5191,784.3066310875781,12.764821,1598.307992696762,3158450,5.2928925e-05,0.017702548,1.2694426,23900,0.12764819,8256976.0,-254.57745,1.8869858,79.45
[-2.248  1.438 -3.258 -1.39  -3.228],41.027073,1.0986329e-05,1.0835979,2.057404e-06,41.027073,27.17253,100,1282.6296,0.07796483,240,159.05112,0.00020574039,702.8051,807.0083689145305,3.4228768,1603.4404435157776,3166622,1.1503696e-05,0.010835978,0.2717253,24000,0.03422877,320900.16,-197.25067,9.109073,81.72
[-2.23   1.429 -3.262 -1.422 -3.226],129.90106,-1.8920899e-05,0.835375,1.1433994e-07,129.90106,35.572174,100,68128.05,0.0014678242,241,143.57187,1.1433995e-05,636.5258,753.3015570557401,3.7963736,1608.5985577106476,3174257,-1.7762184e-05,0.008353749,0.35572174,24100,0.037963737,910293.9,-213.5459,4.6183815,76.35
[-2.248  1.444 -3.257 -1.381 -3.236],48.018097,-3.4179688e-05,0.55881006,1.205436e-05,48.018097,7.5421863,100,76.48913,1.3073753,242,191.62268,0.0012054361,1047.0436,822.8030685751814,1.1478733,1613.4523861408234,3182587,-3.4332275e-05,0.0055881,0.07542186,24200,0.011478732,229367.6,-243.068,19.158978,83.3
[-2.255  1.432 -3.259 -1.381 -3.221],104.7596,-6.0424805e-05,0.99494684,5.2998207e-06,104.7596,14.164728,100,92.35416,1.0827883,243,207.67561,0.0005299821,1090.3372,829.507382149231,2.1805022,1618.932207584381,3190984,-6.151199e-05,0.009949468,0.14164728,24300,0.021805022,400809.56,-259.73975,17.232443,83.97
[-2.247  1.444 -3.254 -1.377 -3.191],67.212814,2.4414062e-06,0.7412202,2.244507e-06,67.212814,8.965017,100,67.20187,1.4880538,244,173.94974,0.00022445069,615.8325,814.0008552481113,1.5539376,1624.308379650116,3199226,2.861023e-06,0.0074122013,0.08965017,24400,0.015539375,137833.31,-224.27002,18.535202,82.42
[-2.244  1.458 -3.251 -1.365 -3.194],883.8296,-2.1972657e-05,3.1071048,8.489294e-16,883.8296,243.32457,100,6064920600000000.0,1.6488262e-14,245,184.9196,8.489294e-14,841.3002,848.4999752042833,24.247986,1628.9906885623932,3207813,-2.0503998e-05,0.031071052,2.4332457,24500,0.24247989,69059810.0,-258.73615,1.6154274,85.87
[-2.241  1.439 -3.241 -1.426 -3.217],98.30646,1.8310548e-05,0.87997025,1.3747336e-06,98.30646,39.99266,100,1282.6675,0.077962525,246,173.25987,0.00013747337,528.51807,811.3066613171686,4.2603846,1635.34041762352,3216028,1.7642975e-05,0.008799701,0.3999266,24600,0.042603843,363501.0,-231.52087,4.0916166,82.15
[-2.263  1.444 -3.238 -1.395 -3.231],87.09721,0.00014709473,0.64812165,2.6040747e-05,87.09721,9.87587,100,199.06871,0.5023391,247,187.21025,0.0026040748,705.4292,814.4076181392664,1.2595234,1641.0217847824097,3224274,0.00014817715,0.0064812168,0.0987587,24700,0.0125952335,523507.2,-214.66821,20.935453,82.46
[-2.264  1.458 -3.24  -1.371 -3.208],135.09146,-7.3242186e-06,0.729615,8.839788e-08,135.09146,25.832125,100,190928800.0,5.2375543e-07,248,224.59282,8.839788e-06,900.32715,839.4995050031073,3.3368733,1645.7859728336334,3232771,-8.106232e-06,0.0072961487,0.25832126,24800,0.03336873,344132.6,-259.75745,4.5627437,84.97
[-2.27   1.482 -3.231 -1.334 -3.204],240.94662,-2.1362304e-05,1.2731982,2.0028818e-07,240.94662,40.378117,100,39752.61,0.0025155582,249,144.24516,2.002882e-05,494.13745,805.6818633482753,5.552959,1650.601791858673,3240930,-2.169609e-05,0.012731982,0.40378115,24900,0.05552959,1965804.9,-186.02222,4.994499,81.59
[-2.29   1.481 -3.229 -1.309 -3.181],11.609275,-2.1972657e-05,1.0216132,0.0014946626,11.609275,3.2153301,100,1.4541374,68.76929,250,210.76918,0.14946626,1159.2515,860.5720012276001,0.5776938,1656.4999127388,3249638,-2.3126602e-05,0.010216133,0.0321533,25000,0.0057769385,73610.164,-250.97424,75.771416,87.08
[-2.298  1.489 -3.252 -1.318 -3.184],56.879,-6.713867e-06,0.39781925,2.599323e-07,56.879,18.757782,100,37934.848,0.0026360985,251,174.08006,2.5993231e-05,769.5598,820.2814849884531,1.9132278,1661.0080740451813,3257943,-7.6293945e-06,0.0039781923,0.18757781,25100,0.019132279,178681.44,-210.49213,4.1443453,83.05
[-2.301  1.507 -3.263 -1.303 -3.171],54.146877,6.7749024e-05,0.7590127,3.315818e-12,54.146877,11.862863,100,10643868.0,9.395081e-06,252,189.51039,3.3158182e-10,686.3515,843.4652211632867,2.0798433,1666.2601642608643,3266480,6.6280365e-05,0.0075901262,0.11862862,25200,0.020798432,189251.03,-223.86151,11.752713,85.37
[-2.307  1.493 -3.265 -1.323 -3.173],241.22694,6.591797e-05,1.9372385,9.935874e-10,241.22694,101.1195,100,1077903.0,9.277272e-05,253,152.8411,9.935874e-08,502.70337,827.0774512878708,10.880748,1671.2842485904694,3274853,6.759167e-05,0.019372385,1.011195,25300,0.10880747,8455056.0,-337.3308,3.0725262,83.73
[-2.326  1.505 -3.276 -1.295 -3.233],30.999098,-1.3427734e-05,0.7322154,5.954184e-07,30.999098,4.989861,100,68.08418,1.4687699,254,218.48242,5.954184e-05,720.06274,859.6699060321889,1.104435,1676.7636184692383,3283552,-1.3828278e-05,0.0073221545,0.04989861,25400,0.01104435,72618.195,-249.94922,30.53331,86.99
[-2.314  1.502 -3.271 -1.309 -3.243],178.02458,1.0986329e-05,1.1164781,1.5583295e-18,178.02458,26.755539,100,3.5830916e+25,2.790886e-24,255,194.58965,1.5583295e-16,823.79663,845.9765731305223,3.8835888,1682.0311243534088,3292114,1.1920929e-05,0.01116478,0.2675554,25500,0.038835887,1154282.0,-236.24634,7.6339,85.62
[-2.303  1.485 -3.27  -1.35  -3.239],150.49986,1.4038086e-05,0.59502625,6.86104e-14,150.49986,31.322798,100,727537160000.0,1.3745002e-10,256,191.34352,6.8610404e-12,751.62195,848.1956867674543,3.1431847,1687.591641664505,3300698,1.168251e-05,0.0059502632,0.31322798,25600,0.031431843,1446870.5,-258.52368,3.4597208,85.84
[-2.314  1.506 -3.264 -1.312 -3.23 ],37.56571,-3.234863e-05,0.6882208,1.349678e-05,37.56571,9.3255,100,16.724644,5.979201,257,213.37392,0.001349678,1065.9396,853.8630001685577,1.0417626,1693.3453719615936,3309339,-3.2901764e-05,0.006882207,0.09325499,25700,0.010417626,60901.938,-244.17041,30.383133,86.41
[-2.313  1.508 -3.25  -1.296 -3.245],196.70013,8.544922e-05,1.3311838,2.4486715e-10,196.70013,120.866806,100,2235195.5,4.4738816e-05,258,197.21538,2.4486717e-08,834.4458,865.3548228253015,12.026962,1698.2396655082703,3318095,8.4877014e-05,0.013311834,1.208668,25800,0.12026961,3953840.5,-385.706,1.2102526,87.56
[-2.328  1.493 -3.249 -1.297 -3.255],198.42575,1.5258789e-05,0.7199429,4.794177e-09,198.42575,45.90335,100,42169926000.0,2.3713582e-09,259,162.6394,4.7941774e-07,638.3358,831.4749920323916,4.61667,1703.8283669948578,3326512,1.4543533e-05,0.0071994285,0.4590335,25900,0.046166703,3025845.0,-201.94116,2.3741236,84.17
[-2.346  1.498 -3.257 -1.27  -3.255],162.34486,-1.7089844e-05,0.9672718,4.5518523e-06,162.34486,12.547201,100,168.88687,0.59211236,260,219.84856,0.00045518525,849.7923,830.0580283036752,2.24328,1710.0745112895966,3334915,-1.7166138e-05,0.009672719,0.12547201,26000,0.022432799,684800.9,-510.33527,15.6774025,84.03
[-2.353  1.486 -3.256 -1.272 -3.265],97.08412,-4.0283205e-05,0.71033067,6.849587e-08,97.08412,18.164997,100,1478389.2,6.764119e-05,261,205.59569,6.8495874e-06,827.21576,852.5634900444088,2.231023,1714.895780324936,3343543,-3.9577484e-05,0.007103307,0.18164997,26100,0.02231023,230197.12,-372.8886,9.204057,86.28
[-2.342  1.485 -3.26  -1.298 -3.243],239.49422,6.347656e-05,2.121279,3.7439584e-08,239.49422,184.72879,100,197284.86,0.0005068813,262,183.21239,3.7439586e-06,795.443,814.3677398070554,18.366728,1719.9831202030182,3351789,6.151199e-05,0.021212788,1.8472879,26200,0.18366727,3896062.5,-204.72327,1.3163677,82.46
[-2.353  1.481 -3.245 -1.269 -3.244],76.0437,9.155274e-06,0.8400234,8.279687e-06,76.0437,8.965146,100,229.62292,0.4354966,263,198.5657,0.0008279687,856.5926,793.2519006240072,1.7028142,1725.6844074726105,3359824,8.583069e-06,0.008400234,0.08965146,26300,0.017028142,153019.84,-323.5844,19.572739,80.35
[-2.363  1.48  -3.241 -1.251 -3.242],6.3026886,3.479004e-05,1.0027148,0.00027889674,6.3026886,5.4918704,100,3.5875778,27.87396,264,213.01317,0.027889675,829.6234,830.0666908596655,1.1600803,1730.2666506767273,3368227,3.71933e-05,0.010027148,0.054918703,26400,0.011600803,85066.7,-360.35974,42.76229,84.03
[-2.363  1.47  -3.239 -1.247 -3.243],114.587715,-1.3427734e-05,0.8614581,1.3610655e-09,114.587715,61.415306,100,3350547.2,2.984587e-05,265,206.4595,1.3610655e-07,973.54425,806.2694569550434,6.176227,1735.3302659988403,3376392,-1.2636185e-05,0.008614578,0.614153,26500,0.06176227,917292.94,-476.5291,1.9083321,81.65
[-2.365  1.449 -3.231 -1.254 -3.254],951.1432,4.0893556e-05,1.0564053,3.2783444e-08,951.1432,69.23793,100,76062.04,0.0013147163,266,227.96947,3.2783446e-06,1269.7212,810.0789553805698,7.1560235,1740.8059663772583,3384595,4.1007996e-05,0.010564053,0.6923793,26600,0.07156024,77861100.0,-340.38696,2.1328223,82.03
[-2.381  1.445 -3.22  -1.228 -3.259],58.402084,8.544922e-06,1.0482521,8.9034766e-05,58.402084,13.549818,100,9.7535305,10.252698,267,201.42914,0.008903476,591.31964,808.474556816378,1.7521944,1746.4504911899567,3392782,1.04904175e-05,0.010482521,0.13549818,26700,0.017521944,626937.7,-488.72754,26.357107,81.87
[-2.391  1.46  -3.231 -1.229 -3.259],87.03451,-1.2207031e-06,0.9072129,1.1656529e-11,87.03451,11.497543,100,1381298700.0,7.2395636e-08,268,228.8698,1.1656529e-09,785.8367,773.6564910687958,2.0580072,1751.2562112808228,3400621,-6.198883e-06,0.009072129,0.11497543,26800,0.02058007,231889.22,-453.9319,16.270573,78.39
[-2.39   1.448 -3.229 -1.247 -3.25 ],106.99032,1.4038086e-05,1.0204306,6.548564e-17,106.99032,34.91693,100,105212930000000.0,9.504535e-13,269,150.98969,6.5485638e-15,650.7545,789.0809468655591,3.9865837,1756.643078327179,3408614,1.4305115e-05,0.010204306,0.3491693,26900,0.03986584,975459.7,-299.32812,6.1489935,79.93
[-2.403  1.439 -3.236 -1.278 -3.24 ],104.252815,-9.2163085e-05,0.68765825,1.449269e-17,104.252815,17.26417,100,5.815622e+17,1.7195065e-16,270,204.202,1.4492691e-15,778.2396,821.5904883862115,2.2443361,1761.3837003707886,3416932,-9.1552734e-05,0.0068765823,0.1726417,27000,0.022443362,773648.3,-221.93274,8.582228,83.18
[-2.384  1.418 -3.222 -1.325 -3.255],210.26454,3.234863e-05,1.3126655,2.6538376e-09,210.26454,97.373505,100,160753030000.0,6.220723e-10,271,180.33084,2.6538376e-07,668.42725,761.4057996298451,9.742823,1767.0139043331146,3424648,3.1352043e-05,0.013126655,0.97373503,27100,0.09742824,2549762.0,-231.66217,1.782894,77.16
[-2.397  1.424 -3.202 -1.275 -3.225],6.453028,2.1362304e-05,1.0156033,0.0012821886,6.453028,7.1551523,100,1.8236085,54.83633,272,194.88864,0.12821886,781.5007,788.2865860022597,0.9341307,1773.290947675705,3432633,2.336502e-05,0.010156033,0.071551524,27200,0.009341308,93601.93,-288.50986,54.171364,79.85
[-2.399  1.427 -3.203 -1.266 -3.221],207.62245,7.3242186e-06,1.9838791,7.855176e-09,207.62245,179.50827,100,11435790.0,8.744477e-06,273,194.99374,7.855176e-07,775.7308,824.0946778649143,17.850443,1777.4684393405914,3440976,8.106232e-06,0.019838791,1.7950827,27300,0.17850442,3617689.0,-224.22742,1.2201153,83.43
[-2.382  1.449 -3.166 -1.259 -3.234],925.7403,1.8310548e-05,4.549561,2.279183e-08,925.7403,362.04843,100,4257445.0,2.3488266e-05,274,232.39,2.279183e-06,885.91016,833.8834385760679,36.236652,1783.677582502365,3449417,1.7285347e-05,0.045495614,3.6204844,27400,0.36236653,76109800.0,-354.11542,1.5518525,84.41
[-2.366  1.468 -3.166 -1.263 -3.224],3172.3494,-4.5776367e-05,3.9162753,1.00952455e-17,3172.3494,367.10968,100,6.286657e+25,1.5906706e-24,275,170.61574,1.0095246e-15,862.2692,767.5605625211927,36.525173,1789.343091726303,3457195,-4.4822693e-05,0.03916275,3.6710968,27500,0.36525178,1001981060.0,-287.8969,1.1365732,77.78
[-2.368  1.446 -3.179 -1.294 -3.163],18.740248,-4.6386718e-05,0.67760384,2.5457171e-05,18.740248,10.498741,100,12.403416,8.062295,276,185.62778,0.0025457172,777.4106,792.3913799011818,1.3833393,1795.643901348114,3465221,-4.4822693e-05,0.0067760386,0.10498741,27600,0.013833394,63698.27,-292.69232,19.350637,80.26
[-2.361  1.451 -3.188 -1.31  -3.177],296.01974,4.272461e-06,0.667741,4.566357e-08,296.01974,43.27193,100,1168028.2,8.561437e-05,277,148.25983,4.566357e-06,678.6114,761.1908558072558,4.373024,1800.5881085395813,3472935,4.2915344e-06,0.0066774106,0.4327193,27700,0.04373024,8627354.0,-241.46918,2.2784665,77.14
[-2.355  1.471 -3.185 -1.294 -3.167],125.60908,0.00010559082,1.2952788,5.004407e-06,125.60908,63.80879,100,5662.364,0.017660469,278,184.85487,0.0005004407,616.8394,822.9791684928459,6.6853857,1806.2897946834564,3481267,0.00010442734,0.012952787,0.63808787,27800,0.06685386,743130.44,-343.27786,3.6180074,83.32
[-2.347  1.485 -3.185 -1.28  -3.149],89.763214,7.995605e-05,1.4367614,1.864948e-07,89.763214,67.26379,100,6602.152,0.015146577,279,171.61794,1.864948e-05,445.9629,823.8748376413516,7.1685634,1811.9182710647583,3489608,8.058548e-05,0.01436761,0.6726378,27900,0.07168563,891382.0,-344.23325,3.8618958,83.41
[-2.344  1.502 -3.205 -1.276 -3.133],38.56614,-4.760742e-05,1.3741708,1.8067259e-06,38.56614,22.917946,100,118.53262,0.8436496,280,278.92517,0.00018067259,1154.301,835.3540202865462,3.571533,1816.5742025375366,3498064,-4.8041344e-05,0.013741707,0.22917946,28000,0.035715327,351746.8,-675.5121,12.894843,84.56
[-2.348  1.496 -3.212 -1.288 -3.135],12.0649,4.760742e-05,1.0402987,0.000263167,12.0649,13.537647,100,4.177257,23.939154,281,168.92937,0.0263167,745.0465,824.6628885472799,1.6862956,1822.310878276825,3506413,4.8995018e-05,0.010402989,0.13537647,28100,0.016862953,47307.934,-324.92377,27.566801,83.49
[-2.344  1.504 -3.216 -1.295 -3.136],39.290432,6.0424805e-05,0.90568894,2.462902e-06,39.290432,6.3389664,100,198.13667,0.50470215,282,178.49933,0.0002462902,623.1022,806.6610759377446,1.1433574,1827.6823995113373,3514582,6.03199e-05,0.0090568885,0.06338966,28200,0.011433573,35354.57,-326.9968,38.554996,81.69
[-2.34   1.491 -3.212 -1.305 -3.142],41.48106,4.8828126e-05,0.95702904,4.8045692e-08,41.48106,35.542107,100,66031.305,0.0015144332,283,181.06256,4.8045695e-06,796.0939,823.6791308257657,3.804614,1831.8254957199097,3522921,4.7683716e-05,0.00957029,0.35542107,28300,0.038046136,82216.39,-204.00824,5.9509125,83.39
[-2.328  1.488 -3.225 -1.333 -3.144],61.16307,1.6479493e-05,0.5437452,1.4741947e-08,61.16307,15.809746,100,32364.086,0.0030898447,284,159.4566,1.4741947e-06,537.4171,822.3960135320715,1.8828219,1837.4483060836792,3531247,1.7523766e-05,0.0054374523,0.15809746,28400,0.018828219,292598.3,-212.74976,7.698092,83.26
[-2.328  1.508 -3.231 -1.318 -3.137],621.3512,-3.7231446e-05,1.7887329,2.0301477e-10,621.3512,165.92668,100,4514001.5,2.2153294e-05,285,175.33037,2.0301478e-08,561.21924,838.578698771546,16.500484,1842.6974976062775,3539735,-3.671646e-05,0.017887326,1.6592668,28500,0.16500483,37934870.0,-228.85559,1.1615119,84.88
[-2.325  1.531 -3.248 -1.304 -3.157],11.155612,-6.347656e-05,0.6397727,2.316494e-05,11.155612,3.4646637,100,45.159866,2.2143555,286,232.40591,0.002316494,1076.2202,873.5626180490486,0.662193,1847.956042766571,3548573,-6.1035156e-05,0.0063977265,0.034646638,28600,0.00662193,25239.379,-403.8885,48.27849,88.38
[-2.323  1.524 -3.255 -1.316 -3.157],56.775513,-2.8076172e-05,0.9052051,5.5481296e-06,56.775513,20.928102,100,135.46971,0.7381724,287,153.2175,0.00055481296,386.73706,823.0612451746408,2.6872256,1853.115929365158,3556906,-2.7179718e-05,0.00905205,0.20928103,28700,0.026872253,216948.73,-343.34985,10.190763,83.33
[-2.316  1.537 -3.252 -1.313 -3.148],202.63654,4.333496e-05,1.5805001,3.7808712e-07,202.63654,54.88481,100,1952.381,0.05121951,288,190.00522,3.7808713e-05,621.9948,817.7536512206855,7.480385,1858.009758234024,3565186,4.386902e-05,0.015805002,0.5488481,28800,0.07480385,8384673.5,-338.1391,4.2734027,82.8
[-2.323  1.522 -3.23  -1.299 -3.153],93.073456,-5.1879884e-05,0.60483927,1.3924735e-09,93.073456,17.18318,100,4754770000.0,2.1031513e-08,289,188.74359,1.3924735e-07,455.25653,834.5566466067538,2.0109935,1863.2271299362183,3573634,-5.340576e-05,0.0060483925,0.1718318,28900,0.020109937,177672.06,-354.92773,8.295615,84.48
[-2.323  1.507 -3.234 -1.321 -3.147],32.58955,-6.713867e-06,0.4060179,3.0087142e-05,32.58955,5.77608,100,532.7163,0.18771717,290,174.57849,0.0030087142,723.1272,846.6784563924899,0.7698299,1868.6800651550293,3582203,-7.6293945e-06,0.004060179,0.0577608,29000,0.0076982994,16377.76,-226.96777,21.76278,85.69
[-2.334  1.515 -3.232 -1.302 -3.152],45.285137,-3.967285e-05,1.3737547,7.48459e-09,45.285137,66.74017,100,633424.1,0.0001578721,291,177.3581,7.48459e-07,729.786,839.9733469841614,7.695988,1872.6826994419098,3590705,-3.9100647e-05,0.013737546,0.66740173,29100,0.07695988,669240.56,-360.24768,3.0879304,85.02
[-2.351  1.498 -3.234 -1.285 -3.152],15.118733,-3.4179688e-05,0.94441915,0.0008101023,15.118733,2.8595204,100,1.7035068,58.702435,292,211.28323,0.08101024,1056.187,823.6581077699452,0.57499045,1878.1345462799072,3599044,-3.504753e-05,0.009444191,0.028595204,29200,0.0057499046,68328.91,-343.99802,72.95683,83.39
[-2.35   1.504 -3.24  -1.287 -3.153],140.03136,1.4648437e-05,1.1132678,1.791051e-06,140.03136,36.210903,100,31.562798,3.168287,293,209.71182,0.0001791051,926.0047,823.7672912048034,3.9040127,1883.1945958137512,3607384,1.6212463e-05,0.011132678,0.36210904,29300,0.039040122,3723307.0,-344.10394,7.5201097,83.4
[-2.358  1.522 -3.269 -1.307 -3.181],130.22647,-2.0141602e-05,2.1319776,2.9764942e-07,130.22647,147.64456,100,9903.967,0.010096964,294,194.88777,2.9764944e-05,779.373,850.4558520074747,14.836908,1888.0574359893799,3615991,-2.026558e-05,0.021319773,1.4764456,29400,0.14836907,1188206.2,-380.8111,2.023031,86.07
[-2.367  1.509 -3.265 -1.316 -3.173],20.428518,0.00013671875,0.82308424,0.000111166475,20.428518,8.331586,100,9.550319,10.470855,295,213.19968,0.011116648,813.8832,865.8640252520722,1.1282936,1893.8655755519867,3624752,0.00013828278,0.008230842,0.08331586,29500,0.011282936,63946.793,-376.1773,34.732777,87.61
[-2.384  1.511 -3.286 -1.306 -3.195],25.512047,2.9907227e-05,1.0215497,0.00012254405,25.512047,7.1592307,100,7.6855774,13.011384,296,240.48946,0.012254406,1039.2104,860.5695468630719,1.6101887,1899.6253106594086,3633460,3.0994415e-05,0.010215497,0.07159231,29600,0.016101886,121174.414,-390.86298,28.698732,87.08
[-2.391  1.527 -3.301 -1.313 -3.195],134.59003,-3.0517578e-05,0.9477362,2.9139047e-10,134.59003,49.15931,100,80369.27,0.0012442566,297,206.36389,2.9139047e-08,705.6678,884.178740744055,5.278862,1904.0615973472595,3642404,-2.7894974e-05,0.009477362,0.4915931,29700,0.05278862,1380534.0,-404.53998,3.122604,89.44
[-2.398  1.507 -3.288 -1.31  -3.208],25.203602,-2.4414062e-06,0.7566374,8.5621774e-05,25.203602,6.642778,100,10.805136,9.254858,298,194.42862,0.008562177,895.9167,863.8816519511637,0.95074147,1909.0596222877502,3651145,-1.4305115e-06,0.007566374,0.066427775,29800,0.009507415,20787.748,-254.22253,38.776516,87.41
[-2.409  1.515 -3.296 -1.299 -3.21 ],23.069443,-1.2817382e-05,0.6398366,8.062659e-06,23.069443,15.900874,100,106.818954,0.9361634,299,163.85791,0.0008062659,633.2419,816.5649877148243,1.8729428,1914.4301187992096,3659413,-1.2218952e-05,0.0063983663,0.15900874,29900,0.018729428,79302.59,-336.82358,10.45083,82.68
[-2.391  1.521 -3.29  -1.301 -3.215],1640.6514,4.333496e-05,3.619357,3.724269e-10,1640.6514,304.8861,100,224942.86,0.00044455734,300,201.5932,3.724269e-08,734.40045,855.3527738866671,30.467918,1918.7738778591156,3668069,4.6253204e-05,0.036193576,3.048861,30000,0.30467913,275722200.0,-375.6194,1.3915269,86.56
[-2.416  1.523 -3.303 -1.278 -3.245],5.512094,5.0048828e-05,1.0314643,0.0012103422,5.512094,3.5672092,100,1.5414237,64.87509,301,213.07745,0.12103422,756.82275,782.7500490354894,0.67209435,1924.559775352478,3675999,4.9710274e-05,0.010314643,0.03567209,30100,0.006720943,76467.28,-473.01315,70.1965,79.3
[-2.409  1.523 -3.289 -1.274 -3.239],46.827126,6.8969726e-05,0.8034834,1.0045636e-05,46.827126,15.733514,100,63.37085,1.5780126,302,198.31145,0.0010045636,753.2536,776.5665300896176,1.8560975,1929.1187331676483,3683867,6.9618225e-05,0.008034835,0.15733513,30200,0.018560974,96289.49,-466.82248,15.781855,78.68
[-2.398  1.52  -3.286 -1.287 -3.243],70.89061,1.8310548e-05,0.98763734,4.5453608e-06,70.89061,8.04891,100,37.985794,2.632563,303,205.11163,0.0004545361,643.38983,836.3653101248049,1.7790619,1933.5882558822632,3692333,1.335144e-05,0.009876373,0.0804891,30300,0.01779062,147210.69,-366.69012,23.558268,84.66
[-2.399  1.511 -3.287 -1.294 -3.227],1884.934,-1.586914e-05,2.524108,3.502005e-10,1884.934,225.37283,100,453577440.0,2.2046952e-07,304,217.51158,3.502005e-08,826.09644,873.6762505664365,22.412766,1938.9032990932465,3701172,-1.7642975e-05,0.025241079,2.2537284,30400,0.22412764,346610200.0,-404.0039,1.2524239,88.39
[-2.396  1.529 -3.286 -1.278 -3.232],62.07074,0.000100708006,0.8676252,6.155388e-05,62.07074,8.042352,100,11.048487,9.051013,305,210.46458,0.0061553884,638.7226,770.8500117240594,1.2327257,1944.7587468624115,3708983,9.8228455e-05,0.008676251,0.08042352,30500,0.012327257,183052.98,-610.986,33.127003,78.11
[-2.385  1.532 -3.283 -1.287 -3.223],2411.0972,-3.7841797e-05,6.5724006,8.176962e-16,2411.0972,515.27655,100,1649424600000000.0,6.06272e-14,306,203.41122,8.1769627e-14,574.2145,805.3448106636191,52.518875,1950.0741846561432,3717139,-3.5762787e-05,0.06572401,5.1527653,30600,0.52518874,407963100.0,-645.4933,1.5419434,81.56
[-2.389  1.518 -3.299 -1.315 -3.249],45.781067,-1.0986329e-05,0.7226254,6.658603e-05,45.781067,9.244436,100,179.53746,0.5569868,307,179.59949,0.006658603,672.69965,866.9831975993728,1.1620274,1955.866935968399,3725911,-1.001358e-05,0.0072262543,0.09244436,30700,0.011620274,58540.04,-267.34186,27.88725,87.72
[-2.395  1.529 -3.304 -1.303 -3.242],32.419724,-4.5776367e-05,0.6233534,9.015813e-08,32.419724,13.08352,100,12134.983,0.008240637,308,211.49472,9.015814e-06,686.2306,833.554026789191,1.6492065,1961.4763658046722,3734349,-4.720688e-05,0.006233533,0.13083519,30800,0.016492065,39247.35,-363.87347,12.500419,84.38
[-2.402  1.532 -3.299 -1.284 -3.232],163.5746,-2.8686523e-05,0.64834684,3.503052e-26,163.5746,56.195152,100,inf,,309,217.4516,3.503052e-24,1271.2686,778.5663680008785,5.591523,1967.0369474887848,3742237,-3.33786e-05,0.006483468,0.5619515,30900,0.055915225,2322022.2,-468.83325,1.3266445,78.88
[-2.371  1.517 -3.299 -1.324 -3.238],101.08725,3.6621095e-05,0.898147,1.02392886e-10,101.08725,16.72894,100,614175170.0,1.6282e-07,310,142.09271,1.02392885e-08,521.7236,818.0741914726286,2.3314583,1972.488312959671,3750520,3.6597252e-05,0.008981469,0.16728939,31000,0.023314584,184231.12,-338.42535,12.922473,82.83
[-2.359  1.514 -3.306 -1.353 -3.24 ],15.341919,-3.3569337e-05,0.8843273,0.00011152077,15.341919,7.6231174,100,3.980113,25.124914,311,206.42549,0.0111520775,994.0089,855.7948899777889,1.1458083,1977.5321142673492,3759180,-3.5345554e-05,0.008843273,0.076231174,31100,0.011458083,40957.43,-246.03418,37.33021,86.6
[-2.353  1.521 -3.298 -1.353 -3.239],159.1819,3.112793e-05,0.5893806,5.8884644e-09,159.1819,28.991287,100,65089.445,0.0015363474,312,167.98358,5.8884643e-07,724.77783,834.9900172525099,2.9727242,1982.1993012428284,3767632,3.0517578e-05,0.0058938055,0.28991288,31200,0.029727243,1907621.4,-225.30713,3.7821445,84.52
[-2.361  1.503 -3.297 -1.364 -3.231],198.39468,-5.065918e-05,1.1843982,2.3715963e-10,198.39468,78.0182,100,274325470000.0,3.645305e-10,313,195.48636,2.3715963e-08,754.4216,855.3964950577516,7.824088,1987.9823913574219,3776288,-4.9591064e-05,0.01184398,0.780182,31300,0.07824088,1519902.4,-265.7918,2.2402074,86.56
