EpThisIter,InitialReturnMax,ReturnMeanIW,InitialReturnStd,TimeElapsed,EpRewMean,EpisodesSoFar,InitialReturnMin,EmpiricalD2,InitialReturnMean,Iteration,Weights,EpLenMean,Bound,TimestepsSoFar,InitialBound,J_sample_variance
100,0.21044922,6893.26,0.17029993,665.3987164497375,4999.708517691257,4300,-0.4326172,9.840756e+24,-0.000390625,43,[-0.038  0.976 -1.932 -2.761 -2.044],500.0,6893.26,1712989,4999.7085,342603140.0
100,0.24121094,240544.92,0.23880315,682.6146323680878,4999.691704541938,4400,-1.1381836,9349815000000.0,0.00036621094,44,[ 0.015  0.982 -1.949 -2.748 -2.092],500.0,240544.92,1762989,4999.6914,5672750500000.0
100,0.3100586,5367.6147,0.25043768,699.6841280460358,4999.619988359054,4500,-1.171875,2.1695662,-4.8828126e-05,45,[ 0.037  0.955 -1.888 -2.835 -2.193],500.0,5367.6147,1812989,4999.62,6546176.5
100,50.31299,14078.357,497.4541,717.5705854892731,4949.60476778406,4600,-4949.6045,5.536433e+26,0.00034667968,46,[ 0.03   0.97  -1.901 -2.835 -2.184],495.01,14078.357,1862490,4949.6045,8351824000.0
100,0.65722656,33416.715,0.59941834,735.8951995372772,4999.25601952471,4700,-1.7119141,2903212.8,-0.00032714845,47,[ 0.118  0.981 -1.933 -2.98  -2.195],500.0,33416.715,1912490,4999.2563,74801690000.0
100,0.5307617,6660.9736,0.4363753,755.2195506095886,4999.399847414053,4800,-1.1665039,577.7138,-9.765625e-06,48,[ 0.112  0.941 -1.944 -2.962 -2.217],500.0,6660.9736,1962490,4999.4,545079230.0
100,0.5151367,8947.009,0.49286264,771.9368870258331,4999.394767132995,4900,-1.6552734,1.0225974e+23,-0.00022949219,49,[ 0.088  0.911 -1.9   -2.95  -2.239],500.0,8947.009,2012490,4999.395,2841373000.0
100,0.38232422,30896.643,0.34439942,787.6644322872162,4999.5679343229995,5000,-1.0595703,848944960.0,-0.00032714845,50,[ 0.061  0.831 -1.918 -2.868 -2.229],500.0,30896.643,2062490,4999.568,55084585000.0
100,0.5283203,30474.729,0.5406914,804.8409435749054,4999.407270673034,5100,-1.8129883,416897150.0,-0.00037597655,51,[ 0.104  0.866 -1.912 -2.866 -2.243],500.0,30474.729,2112490,4999.407,71280740000.0
100,0.90625,8404.372,0.71432245,824.256299495697,4999.008248419689,5200,-2.1240234,45621.06,1.4648437e-05,52,[ 0.13   0.893 -1.935 -2.92  -2.133],500.0,8404.372,2162490,4999.0083,950182800.0
100,50.581543,6936.834,497.42795,843.263774394989,4949.342943054014,5300,-4949.3433,305.54114,-0.00030761719,53,[ 0.109  0.886 -1.909 -2.956 -2.223],495.01,6936.834,2211991,4949.343,192553360.0
100,50.746094,88463.65,497.41302,860.3085799217224,4949.191240240856,5400,-4949.1914,inf,-0.00014160156,54,[ 0.122  0.892 -1.916 -2.91  -2.217],495.01,88463.65,2261492,4949.191,764637000000.0
100,0.3232422,6325.0205,0.27253288,876.9247574806213,4999.586802781769,5500,-0.6748047,1445.0034,-0.00048828125,55,[ 0.048  0.887 -1.993 -3.05  -2.216],500.0,6325.0205,2311492,4999.587,185719150.0
100,50.387695,68646.01,497.4451,892.2191739082336,4949.51524184933,5600,-4949.515,1288926500.0,0.00014648438,56,[ 0.068  0.881 -2.01  -3.056 -2.145],495.01,68646.01,2360993,4949.515,445241460000.0
100,0.32080078,6347.1436,0.26935607,909.0667181015015,4999.57277884421,5700,-0.76171875,68.72623,3.4179688e-05,57,[ 0.047  0.858 -2.045 -3.079 -2.056],500.0,6347.1436,2410993,4999.5728,77171960.0
100,0.26904297,6302.282,0.23093654,925.8851397037506,4999.62335784776,5800,-0.5991211,65.720634,-0.00013183594,58,[ 0.049  0.887 -2.058 -3.083 -2.103],500.0,6302.282,2460993,4999.6235,89393790.0
100,50.250977,8583.243,497.45834,942.4384546279907,4949.647789135628,5900,-4949.648,2186899.8,-0.00016601563,59,[ 0.038  0.847 -2.072 -3.059 -2.089],495.01,8583.243,2510494,4949.6475,1418445300.0
100,100.18359,17193.967,699.96045,958.1870152950287,4899.722915651869,6000,-4899.723,3.382703e+36,-0.00012207031,60,[-1.929e-03  8.698e-01 -2.090e+00 -3.032e+00 -2.151e+00],490.02,17193.967,2559496,4899.723,26392650000.0
100,57.45117,8382.78,185.10951,973.6875259876251,4942.417883256558,6100,-852.9094,561.1866,-6.1035156e-05,61,[-0.055  0.832 -2.11  -3.128 -2.074],494.38,8382.78,2608934,4942.4175,673058300.0
100,118.62744,5474.3916,525.98645,989.1126620769501,4881.233741534379,6200,-4881.234,22.313196,-0.00011962891,62,[-0.052  0.819 -2.106 -3.18  -2.12 ],488.31,5474.3916,2657765,4881.234,42362356.0
100,13.681641,13260.129,83.62071,1004.193380355835,4986.191245913186,6300,-576.76953,2439931600.0,-0.00011230469,63,[-0.048  0.828 -2.102 -3.151 -2.102],498.68,13260.129,2707633,4986.191,11159313000.0
100,205.26172,249520.1,398.7862,1020.4081585407257,4794.597807404504,6400,-1385.1123,6.384414e+26,0.00020019531,64,[-0.057  0.768 -2.13  -3.164 -2.176],479.77,249520.1,2755610,4794.5977,6119582000000.0
100,0.17822266,16960.928,0.13822342,1035.0555331707,4999.680267574902,6500,-0.4741211,12200760000000.0,0.00017089843,65,[-0.024  0.762 -2.128 -3.159 -2.265],500.0,16960.928,2805610,4999.6797,18807320000.0
100,64.96484,5312.008,210.21495,1053.4887146949768,4934.916664511567,6600,-1075.7935,2.290059,-0.0003125,66,[-0.049  0.797 -2.109 -3.159 -2.302],493.66,5312.008,2854976,4934.917,8640824.0
100,72.43945,5893.701,505.75165,1071.2870547771454,4927.453753816055,6700,-4927.454,53668350.0,-0.000234375,67,[-0.046  0.805 -2.107 -3.162 -2.321],492.83,5893.701,2904259,4927.454,86464290.0
100,196.75098,10510.277,392.0837,1087.942122220993,4803.152504306086,6800,-1533.7151,234738.27,-0.00020751954,68,[-0.061  0.821 -2.127 -3.142 -2.329],480.6,10510.277,2952319,4803.153,3499264300.0
100,113.55713,7354.828,700.13837,1105.9410128593445,4886.355263257155,6900,-4886.3555,1257.6942,-9.2773436e-05,69,[-0.047  0.81  -2.127 -3.138 -2.334],488.73,7354.828,3001192,4886.3555,348886000.0
100,29.544434,8732.58,107.12995,1124.3109939098358,4970.368521993216,7000,-650.83594,9.544321e+16,-4.8828124e-06,70,[-0.047  0.755 -2.159 -3.074 -2.33 ],497.15,8732.58,3050907,4970.368,1605057400.0
100,0.16503906,5039.8647,0.14346369,1142.8852381706238,4999.756276970388,7100,-0.38183594,1.141102,8.789063e-05,71,[-0.026  0.73  -2.15  -3.028 -2.324],500.0,5039.8647,3100907,4999.7563,696193.1
100,0.13671875,24524.535,0.12187339,1159.4278891086578,4999.7865044390755,7200,-0.31884766,6.7179817e+19,-2.4414063e-05,72,[-0.028  0.729 -2.149 -3.027 -2.329],500.0,24524.535,3150907,4999.7866,29991606000.0
100,67.54541,20255.168,501.24945,1178.261138677597,4932.39259824318,7300,-4932.3926,2398095400.0,0.00020019531,73,[-0.048  0.795 -2.178 -2.991 -2.355],493.33,20255.168,3200240,4932.3926,16566384000.0
100,175.32715,23162.34,348.6333,1193.9973993301392,4824.6088251253395,7400,-1244.8772,1.8574908e+21,3.90625e-05,74,[-0.057  0.767 -2.176 -3.006 -2.291],482.76,23162.34,3248516,4824.6084,35691210000.0
100,50.0625,17353.455,496.47498,1212.27237200737,4949.844148008938,7500,-4939.8633,244534460.0,8.300781e-05,75,[-0.032  0.725 -2.195 -3.051 -2.295],495.02,17353.455,3298018,4949.844,14117174000.0
100,0.15136719,20814.574,0.1241642,1230.82351064682,4999.764882974278,7600,-0.35205078,inf,0.00030273438,76,[-0.037  0.788 -2.179 -3.063 -2.294],500.0,20814.574,3348018,4999.7646,35056685000.0
100,50.274902,15747.542,497.45947,1247.8804326057434,4949.6586694650405,7700,-4949.658,93646.54,0.00052246096,77,[ 0.073  0.777 -2.2   -3.049 -2.335],495.01,15747.542,3397519,4949.658,15967630000.0
100,0.21386719,5987.079,0.1789574,1264.678025484085,4999.720022004415,7800,-0.54589844,2319.9873,-0.00012207031,78,[ 0.047  0.761 -2.173 -3.    -2.263],500.0,5987.079,3447519,4999.7197,104423224.0
100,0.2866211,13488.009,0.25253153,1280.8561000823975,4999.635159148555,7900,-0.9536133,3092512200000.0,-9.765625e-06,79,[ 0.084  0.748 -2.186 -2.989 -2.274],500.0,13488.009,3497519,4999.6353,9173062000.0
100,0.25634766,8960.409,0.21276039,1299.5290064811707,4999.634459961308,8000,-0.5180664,193056400000.0,0.0003173828,80,[ 0.046  0.731 -2.152 -3.015 -2.176],500.0,8960.409,3547519,4999.6343,1381628200.0
100,50.32422,52532.332,497.44955,1316.1963708400726,4949.559853476543,8100,-4949.56,1264179100.0,-0.00012207031,81,[ 0.091  0.759 -2.153 -3.016 -2.126],495.01,52532.332,3597020,4949.56,234652000000.0
100,0.20654297,9821.11,0.18431449,1334.1091735363007,4999.712681146121,8200,-0.53808594,1596282.9,0.00034179687,82,[ 0.033  0.739 -2.17  -2.968 -2.219],500.0,9821.11,3647020,4999.7124,1556889700.0
100,0.22167969,40356.7,0.17386363,1352.6051228046417,4999.707612405331,8300,-0.56347656,384574.9,-0.00024414062,83,[ 0.044  0.784 -2.181 -2.946 -2.235],500.0,40356.7,3697020,4999.7075,140484020000.0
100,0.21875,6812.8,0.1815108,1369.4769370555878,4999.703026465347,8400,-0.46728516,558.4988,0.00045898437,84,[ 0.057  0.769 -2.267 -3.024 -2.294],500.0,6812.8,3747020,4999.7026,984931000.0
100,0.18408203,14225.595,0.18165666,1386.452026128769,4999.732879942803,8500,-0.5673828,34185322000.0,3.4179688e-05,85,[ 0.057  0.734 -2.307 -3.027 -2.287],500.0,14225.595,3797020,4999.733,6078604000.0
100,0.265625,6507.473,0.20426452,1403.1903536319733,4999.617456455589,8600,-0.63183594,115.81422,-0.00016113282,86,[ 0.081  0.706 -2.322 -3.072 -2.217],500.0,6507.473,3847020,4999.617,66123924.0
100,0.23388672,19728.666,0.19715457,1420.1971564292908,4999.657994699185,8700,-0.5307617,1053370200000000.0,-8.300781e-05,87,[ 0.073  0.736 -2.332 -3.077 -2.252],500.0,19728.666,3897020,4999.658,32200872000.0
100,50.30664,5279.581,497.45193,1437.7790427207947,4949.583568858703,8800,-4949.5835,1.6863115,0.00015625,88,[ 0.138  0.775 -2.332 -3.081 -2.337],495.01,5279.581,3946521,4949.5835,5423159.5
100,0.28857422,6891.177,0.26073295,1452.5041337013245,4999.627241595728,8900,-0.76660156,2207.657,0.00034179687,89,[ 0.125  0.775 -2.345 -3.084 -2.334],500.0,6891.177,3996521,4999.627,866009600.0
100,0.34423828,121317.586,0.31343317,1469.0409488677979,4999.562977148048,9000,-0.8457031,7.5616575e+21,8.300781e-05,90,[ 0.156  0.787 -2.341 -3.119 -2.403],500.0,121317.586,4046521,4999.563,1409461600000.0
100,0.8720703,30607.229,0.82746196,1486.0192925930023,4999.044744843717,9100,-2.4814453,1142311.2,-0.00013671875,91,[ 0.214  0.744 -2.292 -3.025 -2.326],500.0,30607.229,4096521,4999.045,44389010000.0
100,0.88964844,7047.552,0.8037,1502.8430955410004,4999.049494929152,9200,-2.3544922,207.1174,0.00019042968,92,[ 0.22   0.739 -2.302 -2.933 -2.339],500.0,7047.552,4146521,4999.0493,230821310.0
100,0.88916016,25579.232,0.7954097,1517.857037305832,4999.0309983434745,9300,-2.0478516,inf,0.0002636719,93,[ 0.219  0.718 -2.305 -2.914 -2.343],500.0,25579.232,4196521,4999.031,58155057000.0
100,1538.699,5370.1562,1628.5889,1532.8443057537079,3461.214027829032,9400,-3121.4788,2635886.2,-7.8125e-05,94,[ 0.274  0.653 -2.288 -2.928 -2.363],346.89,5370.1562,4231210,3461.2139,383971700.0
100,454.70996,6915.0435,1042.0123,1551.2730929851532,4545.206948970835,9500,-3835.832,4901.91,-7.3242186e-06,95,[ 0.243  0.662 -2.308 -2.937 -2.32 ],454.87,6915.0435,4276697,4545.207,741130560.0
100,51.26758,21374.602,497.35797,1567.4408211708069,4948.637734737035,9600,-4948.6377,5.9737525e+17,8.789063e-05,96,[ 0.22   0.656 -2.311 -2.925 -2.369],495.01,21374.602,4326198,4948.6377,30999658000.0
100,0.76171875,60562.312,0.8430653,1585.8726246356964,4999.163695703741,9700,-2.6733398,7.7084954e+24,0.00014160156,97,[ 0.222  0.686 -2.3   -2.93  -2.366],500.0,60562.312,4376198,4999.1636,331592630000.0
100,0.7944336,9344.528,0.72181225,1603.7872598171234,4999.089687538881,9800,-2.286621,429.25015,0.0003173828,98,[ 0.196  0.657 -2.302 -2.917 -2.266],500.0,9344.528,4426198,4999.0894,1296297200.0
100,94.96338,5533.442,575.1706,1619.676079750061,4904.9260560320245,9900,-4894.945,1028332.6,0.00028808592,99,[ 0.221  0.66  -2.294 -2.926 -2.309],490.67,5533.442,4475265,4904.9253,174841650.0
100,0.8027344,29094.398,0.70475286,1637.2023255825043,4999.117896363874,10000,-2.2944336,483366080.0,0.00020507812,100,[ 0.209  0.675 -2.31  -2.913 -2.304],500.0,29094.398,4525265,4999.1177,75126374000.0
100,50.651367,8788.759,497.41794,1655.1789894104004,4949.24260934638,10100,-4949.242,17211706.0,0.00040527343,101,[ 0.177  0.697 -2.283 -3.046 -2.319],495.01,8788.759,4574766,4949.242,2403908900.0
100,50.606445,164686.34,497.42233,1672.1389310359955,4949.28742398421,10200,-4949.2876,61127204.0,-0.00013183594,102,[ 0.164  0.676 -2.28  -3.067 -2.296],495.01,164686.34,4624267,4949.2876,2533816300000.0
100,43.50293,8639.138,424.83694,1691.0721347332,4956.408829465491,10300,-4227.0684,1095632800.0,0.00018554687,103,[ 0.191  0.649 -2.293 -2.963 -2.367],495.74,8639.138,4673841,4956.4087,895587400.0
100,0.5161133,6430.5693,0.50211096,1706.877031326294,4999.408606607556,10400,-1.590332,10699.695,-4.3945314e-05,104,[ 0.164  0.623 -2.262 -2.94  -2.354],500.0,6430.5693,4723841,4999.4087,144564720.0
100,0.41064453,16867.969,0.34762603,1724.821257352829,4999.500196449306,10500,-1.2880859,223582000000.0,0.0006738281,105,[ 0.143  0.624 -2.305 -2.962 -2.321],500.0,16867.969,4773841,4999.4995,17831565000.0
100,0.5839844,42578.95,0.52257645,1742.2070751190186,4999.315102211671,10600,-1.765625,826092.75,-0.00030273438,106,[ 0.164  0.586 -2.302 -2.935 -2.279],500.0,42578.95,4823841,4999.3154,143444750000.0
100,0.77685547,12961.103,0.67151284,1758.812626361847,4999.139464167785,10700,-1.9633789,456433.1,-0.00012695312,107,[ 0.169  0.561 -2.3   -2.922 -2.368],500.0,12961.103,4873841,4999.1396,4823355400.0
100,0.8623047,322344.53,0.6695878,1777.1841061115265,4999.062601132234,10800,-1.8984375,23931056.0,0.00016113282,108,[ 0.173  0.57  -2.301 -2.878 -2.349],500.0,322344.53,4923841,4999.0625,10199982000000.0
100,67.5,36095.68,512.61206,1792.4959616661072,4932.394632396763,10900,-4932.3945,7.526874e+16,0.000107421874,109,[ 0.191  0.571 -2.282 -2.959 -2.363],493.38,36095.68,4973179,4932.394,62981394000.0
100,296.229,7667.1875,864.6709,1809.5760893821716,4703.670103288757,11000,-3884.319,1.8864811e+19,0.0001977539,110,[ 0.197  0.535 -2.282 -2.924 -2.412],470.66,7667.1875,5020245,4703.67,2562634500.0
100,35.597656,8089.2793,327.4659,1825.8611660003662,4964.266069312433,11100,-3255.603,345206940.0,-9.2773436e-05,111,[ 0.184  0.516 -2.285 -2.949 -2.377],496.6,8089.2793,5069905,4964.2656,1292297200.0
100,12.5859375,6119.6636,112.60806,1844.3958592414856,4987.3065138309485,11200,-1120.3862,9989.231,0.00033691406,112,[ 0.189  0.53  -2.284 -2.934 -2.33 ],498.88,6119.6636,5119793,4987.306,133109520.0
100,100.68359,25925.566,699.8893,1861.045243024826,4899.2226553338005,11300,-4899.2227,751735100.0,4.8828124e-06,113,[ 0.168  0.535 -2.291 -2.94  -2.334],490.02,25925.566,5168795,4899.222,46014680000.0
100,50.648438,7400.895,497.4191,1877.5088057518005,4949.254801294397,11400,-4949.255,550.1125,-9.2773436e-05,114,[ 0.152  0.519 -2.286 -2.964 -2.372],495.01,7400.895,5218296,4949.2544,663984960.0
100,0.8544922,16638.652,0.84651303,1895.0990393161774,4999.02640326115,11500,-2.663086,3940877000.0,,115,[ 0.167  0.529 -2.292 -2.954 -2.392],500.0,16638.652,5268296,4999.0264,15654226000.0
100,116.98242,35418.09,650.7652,1912.2925326824188,4882.898285903631,11600,-4083.543,37310515000000.0,-0.0001171875,116,[ 0.187  0.544 -2.292 -2.946 -2.42 ],488.45,35418.09,5317141,4882.8984,101084640000.0
100,0.70654297,228458.75,0.6171513,1931.2050170898438,4999.172129943885,11700,-2.0429688,inf,-0.00016601563,117,[ 0.155  0.557 -2.276 -3.035 -2.468],500.0,228458.75,5367141,4999.172,4226170700000.0
100,50.2334,38138.21,496.45966,1946.3404564857483,4949.690330607153,11800,-4939.7104,4403.681,2.9296874e-05,118,[ 0.101  0.528 -2.293 -2.929 -2.51 ],495.02,38138.21,5416643,4949.6904,83773055000.0
100,0.3671875,8278.631,0.3215933,1964.3342640399933,4999.554112297214,11900,-0.9042969,750.2608,-5.3710937e-05,119,[ 0.123  0.543 -2.287 -2.962 -2.522],500.0,8278.631,5466643,4999.5537,769024400.0
100,0.35205078,7984.736,0.29116717,1980.704579591751,4999.576178502187,12000,-0.70703125,391689.4,6.8359375e-05,120,[ 0.106  0.544 -2.309 -2.924 -2.523],500.0,7984.736,5516643,4999.576,2211844400.0
100,0.4428711,5685.3696,0.41330522,1997.195918083191,4999.491445723088,12100,-1.1020508,2.980188,-0.00022460938,121,[ 0.137  0.538 -2.296 -2.906 -2.534],500.0,5685.3696,5566643,4999.491,15963642.0
100,0.44580078,7352.07,0.40563756,2013.2140626907349,4999.486315941182,12200,-1.2749023,138219.27,6.8359375e-05,122,[ 0.142  0.545 -2.3   -2.933 -2.516],500.0,7352.07,5616643,4999.4863,255103820.0
100,50.270508,10250.572,496.457,2029.6752650737762,4949.66372450067,12300,-4939.6836,37215996000000.0,0.00017578126,123,[ 0.122  0.561 -2.311 -2.963 -2.474],495.02,10250.572,5666145,4949.663,3099590000.0
