MaxNormIw,eRenyi2,ESSClassic,Bound,ESSRenyi,AvgNormIw,AvgDiscRet,AvgEpLen,MaxVanillaIw,AvgRet,VarRet,MinVanillaIw,MinNormIw,J,VarVanillaIw,AvgVanillaIw,VanillaAvgRet,VarDiscRet,VarJ,VarNormIw,BatchSize
0.92870784,24.314247,1.1584023810378954,1069.6233,4.112814987023509,0.01,124.43734860743247,13.45,72.44567,124.43734860743247,52575.55293859691,,,1924.2251,52.445934,0.7800696,124.43734860743247,52575.55293859691,1348.7438,0.008618769,100
0.94509065,23.880617,1.118458620374471,2343.0132,4.187496470737451,0.01,295.9769017347191,30.61,31.867867,295.9769017347191,317431.2544315261,,,4127.7285,10.15358,0.33719376,295.9769017347191,317431.2544315261,2299.6047,0.00893018,100
0.7983752,20.212408,1.558299744591384,1811.4233,4.947456021790065,0.01,472.8629502190758,48.3,73.48771,472.8629502190758,683654.9882511413,1.949822e-26,2.118299e-28,3570.8784,54.064003,0.9204658,472.8629502190758,683654.9882511413,3488.3794,0.006381062,100
0.34356162,6.303826,7.17666726227092,2612.0427,15.863382380183602,0.009999999,1762.509282117958,177.22,60.76791,1762.509282117958,2526904.558921305,2.8624692e-07,1.6183451e-09,3668.5894,40.873177,1.7687631,1762.509282117958,2526904.558921305,4753.0703,0.001306469,100
0.14964817,4.459696,15.741718402126752,3053.6528,22.423053976088084,0.01,2894.0031087172333,290.34,17.91886,2894.0031087172333,1317706.8868449014,1.679168e-05,1.4023462e-07,3942.32,7.75181,1.1973991,2894.0031087172333,1317706.8868449014,2043.0912,0.0005406613,100
0.08054333,3.1451187,27.60032492024584,3435.8955,31.79530221692861,0.01,3522.91860278131,353.17,9.33592,3522.91860278131,1343200.8819661883,0.0030777617,2.6552623e-05,4182.181,3.5599375,1.1591177,3522.91860278131,1343200.8819661883,1294.9149,0.00026496424,100
0.042265706,2.0164876,47.58561494252568,3558.7822,49.59118026730948,0.01,3845.574454423568,385.39,4.0949774,3845.574454423568,768757.5965729932,1.8115457e-05,1.8697602e-07,4156.346,1.0443989,0.9688653,3845.574454423568,768757.5965729932,976.3411,0.00011126013,100
0.09461949,1.6703284,44.39940610791635,3737.8027,59.86846734842878,0.009999999,4057.907487515026,406.55,9.159814,4057.907487515026,622566.5387064723,0.0070866873,7.320441e-05,4281.663,1.1854393,0.96806836,4057.907487515026,622566.5387064723,943.0358,0.00012649324,100
0.03241106,1.4586936,69.39517141687084,3773.2593,68.55449176306546,0.010000003,4116.190258197292,412.34,3.4018538,4116.190258197292,503576.262400925,0.0020154216,1.9201869e-05,4281.499,0.49076116,1.0495965,4116.190258197292,503576.262400925,755.0463,4.4547716e-05,100
0.02720201,1.4032214,71.69441127177747,3780.8313,71.26459318835307,0.01,4154.853216105167,416.25,2.839373,4154.853216105167,456325.49442015076,0.015933905,0.00015265138,4279.3135,0.43450472,1.04381,4154.853216105167,456325.49442015076,730.6062,3.9879666e-05,100
0.021064023,1.1947722,81.80721380766849,3886.499,83.69796046406098,0.01,4273.812384225364,428.14,2.1181948,4273.812384225364,382799.260333211,0.089414015,0.00088916224,4346.4688,0.22715478,1.0055984,4273.812384225364,382799.260333211,614.5244,2.246325e-05,100
0.025034722,1.2959877,78.31517971034333,3796.345,77.16122464053598,0.009999999,4170.158910647224,417.78,2.626375,4170.158910647224,436669.1957821743,0.07422377,0.0007075042,4275.402,0.3078241,1.0490929,4170.158910647224,436669.1957821743,690.49615,2.7968854e-05,100
0.032314416,1.288628,77.20332106206756,4021.9138,77.60191567000115,0.010000002,4403.1984422825435,440.96,3.4233706,4403.1984422825435,346017.25194966997,0.08175184,0.00077168475,4499.6084,0.33474597,1.0593942,4403.1984422825435,346017.25194966997,614.92847,2.9826351e-05,100
0.02448109,1.2439318,80.76767757434087,4012.5251,80.3902612551625,0.01,4359.1465142377765,436.61,2.3898807,4359.1465142377765,434027.62550277886,0.030966546,0.00031721033,4481.8623,0.22921865,0.976215,4359.1465142377765,434027.62550277886,638.7581,2.4052426e-05,100
0.32880935,1.744157,8.755522201113907,3982.3916,57.33428956461017,0.01,4296.390399712472,430.42,46.67705,4296.390399712472,307869.20602626604,0.080934055,0.00057012757,4538.1416,21.213284,1.419578,4296.390399712472,307869.20602626604,1167.4188,0.0010526628,100
0.04845365,1.229463,74.19331099717846,4001.332,81.33632449871688,0.01,4377.482263568873,438.45,4.687484,4377.482263568873,337586.9204196661,0.11819873,0.0012217984,4467.9316,0.32882038,0.967416,4377.482263568873,337586.9204196661,615.8386,3.513438e-05,100
0.01979422,1.1957749,80.54128578749875,3936.1123,83.62777887937527,0.01,4262.560324476722,426.97,1.8445858,4262.560324476722,819387.2040159487,0.08408598,0.00090232526,4396.275,0.21192472,0.931881,4262.560324476722,819387.2040159487,598.8368,2.4403982e-05,100
0.026732024,1.2034698,81.88492617834942,4041.4128,83.09307294900388,0.01,4429.866209346415,443.66,2.622986,4429.866209346415,329221.8982863833,0.065662004,0.00066919083,4503.0537,0.21514378,0.9812149,4429.866209346415,329221.8982863833,574.7516,2.234604e-05,100
0.061384477,1.5404292,54.88417314104179,4077.716,64.91697103642245,0.009999999,4424.543777963053,443.14,5.9394207,4424.543777963053,296554.6818610414,0.12435668,0.0012852381,4600.001,0.7773521,0.967577,4424.543777963053,296554.6818610414,546.7593,8.303223e-05,100
0.022178665,1.200021,80.8951103356466,4050.0356,83.33187304512609,0.010000002,4440.268189016217,444.69,2.1285143,4440.268189016217,306947.3577638444,0.10374409,0.0010809914,4511.0146,0.21971978,0.9597125,4440.268189016217,306947.3577638444,555.506,2.385541e-05,100
