AvgDiscRet,EpsThisIter,BatchSize,eRenyi2,Delta,VanillaAvgRet,VarVanillaIw,VarDiscRet,MaxNormIw,MaxVanillaIw,AvgNormIw,VarJ,VarNormIw,ESSClassic,AvgVanillaIw,MinNormIw,VarRet,AvgEpLen,ESSRenyi,AvgRet,IterType,MinVanillaIw,Bound,J
-5.06895375081,100,100,3.01268,0.9,-5.06895375081,553.06,302.594969884,0.045195,56.5782,0.01,0.486569,0.000352903,22.2531902839,12.5187,4.08202e-05,302.594969884,500.0,33.1930814931,-5.06895375081,1,0.0511016,22.733,24.1454
4.54569417332,100,200,9.04586,0.9,-5.06895375081,45.6064,45.7822756919,0.0198933,19.5689,0.01,5.44873,4.71309e-05,68.1851179702,9.83694,1.79676e-05,302.594969884,500.0,22.1095656739,-5.06895375081,,0.0176747,3.46213,5.79742
3.30485156696,100,200,4.69493,0.9,3.30485156696,4286.75,110.905221603,0.0449072,209.039,0.005,0.568803,0.000197836,22.5380954775,23.2746,7.26504e-07,110.905221603,500.0,42.5991305085,3.30485156696,1,0.00338181,22.9242,24.1709
-2.71716597529,100,200,1.0,0.9,-2.71716597529,,101.392637627,0.01,1.0,0.01,10.0189,3.50449e-18,100.0,1.0,0.01,101.392637627,500.0,200.0,-2.71716597529,2,1.0,-3.64599,-2.71717
-4.57129325377,100,300,222.255,0.9,3.30485156696,4739.48,117.375054604,0.0583777,295.699,0.005,13.2855,0.000184724,23.9462798669,25.3264,9.44429e-07,110.905221603,500.0,1.34979911399,3.30485156696,,0.00478379,-3.23378,6.55761
-12.8581152277,100,300,5.45892,0.9,-12.8581152277,9715.66,218.084382008,0.0448819,377.86,0.00333333,0.930703,0.000137074,22.5640198225,28.0632,2.4008e-06,218.084382008,500.0,54.9559205275,-12.8581152277,1,0.0202122,22.2647,24.1049
-2.53028442451,100,300,1.0,0.9,-2.53028442451,,42.5349269791,0.01,1.0,0.01,6.48919,3.50449e-18,100.0,1.0,0.01,42.5349269791,500.0,300.0,-2.53028442451,2,1.0,-2.96437,-2.53028
-8.0121240193,100,300,1.0,0.9,-8.0121240193,,142.433020457,0.005,1.0,0.005,9.95348,2.1793e-19,200.000000102,1.0,0.005,142.433020457,500.0,300.0,-8.0121240193,2,1.0,-6.14194,-5.2712
-11.2814214121,100,400,nan,0.9,-12.8581152277,97.0253,173.154276001,0.0210926,49.475,0.00333333,19.7502,1.7635e-05,116.195388584,7.81869,1.12827e-06,218.084382008,500.0,nan,-12.8581152277,,0.00264649,-inf,-6.94986
-9.20020346999,100,400,5.42852,0.9,-9.20020346999,6916.04,93.2436376442,0.0447132,364.668,0.0025,1.42887,0.000103976,22.7342497929,20.3893,8.43353e-07,93.2436376442,500.0,73.6848864261,-9.20020346999,1,0.00687814,22.4312,24.0204
0.409250735501,100,400,1.0,0.9,0.409250735501,,31.8283670709,0.01,1.0,0.01,5.61338,3.50449e-18,100.0,1.0,0.01,31.8283670709,500.0,400.0,0.409250735501,2,1.0,-0.0102554,0.409251
-3.19873523034,100,400,1.0,0.9,-3.19873523034,,54.622627244,0.005,1.0,0.005,6.78584,2.1793e-19,200.000000102,1.0,0.005,54.622627244,500.0,400.0,-3.19873523034,2,1.0,-1.8873,-1.39474
-0.154165321704,100,400,1.0,0.9,-0.154165321704,,42.8423237198,0.00333333,1.0,0.00333333,6.72149,5.43914e-20,299.999969474,1.0,0.00333333,42.8423237198,500.0,400.0,-0.154165321704,2,1.0,-1.38339,-0.981216
-4.68352099184,100,500,nan,0.9,-9.20020346999,704.656,115.845047541,0.0252843,145.388,0.0025,21.0027,2.13118e-05,90.8807594083,14.3753,4.76897e-07,93.2436376442,500.0,nan,-9.20020346999,,0.00274222,-inf,-6.87519
-7.43881290889,100,500,6.39455,0.9,-7.43881290889,12525.3,46.5606394119,0.0448303,545.476,0.002,1.38613,8.46015e-05,22.6162391263,24.3352,2.95601e-07,46.5606394119,500.0,78.1915985582,-7.43881290889,1,0.00359675,22.5197,24.0624
0.136560238509,100,500,1.0,0.9,0.136560238509,,135.817689908,0.01,1.0,0.01,11.5957,3.50449e-18,100.0,1.0,0.01,135.817689908,500.0,500.0,0.136560238509,2,1.0,-0.414214,0.13656
-0.0340246468178,100,500,1.0,0.9,-0.0340246468178,,63.2102930313,0.005,1.0,0.005,9.92603,2.1793e-19,200.000000102,1.0,0.005,63.2102930313,500.0,500.0,-0.0340246468178,2,1.0,-0.338188,0.0512677
6.12098281305,100,500,1.0,0.9,6.12098281305,,852.616478188,0.00333333,1.0,0.00333333,18.8477,5.43914e-20,299.999969474,1.0,0.00333333,852.616478188,500.0,500.0,6.12098281305,2,1.0,0.492571,2.07451
-3.2586744544,100,500,1.0,0.9,-3.2586744544,,73.8521816324,0.0025,1.0,0.0025,17.0305,5.4346e-20,400.0,1.0,0.0025,73.8521816324,500.0,500.0,-3.2586744544,2,1.0,-0.628785,0.741211
-1.28374797674,100,500,6.73385,0.9,-1.28374797674,113144.0,28.0254105213,0.0825254,2196.11,0.002,5.24698,0.000159771,12.2360767653,53.2226,8.81271e-09,28.0254105213,500.0,74.2517439575,-1.28374797674,1,0.000234518,78.2214,81.4011
-5.45830945457,100,500,1.0,0.9,-5.45830945457,,136.924340785,0.01,1.0,0.01,11.6428,3.50449e-18,100.0,1.0,0.01,136.924340785,500.0,500.0,-5.45830945457,2,1.0,-6.45608,-5.45831
-5.50731340727,100,500,1.0,0.9,-5.50731340727,,146.303656004,0.005,1.0,0.005,11.8405,2.1793e-19,200.000000102,1.0,0.005,146.303656004,500.0,500.0,-5.50731340727,2,1.0,-6.18834,-5.48281
-3.96504140981,100,500,1.0,0.9,-3.96504140981,,25.0775923096,0.00333333,1.0,0.00333333,10.112,5.43914e-20,299.999969474,1.0,0.00333333,25.0775923096,500.0,500.0,-3.96504140981,2,1.0,-5.55295,-4.97689
4.17772454735,100,500,1.0,0.9,4.17772454735,,174.975029992,0.0025,1.0,0.0025,11.6495,5.4346e-20,400.0,1.0,0.0025,174.975029992,500.0,500.0,4.17772454735,2,1.0,-3.22968,-2.68824
-6.03467147701,100,500,3.45141,0.9,-6.03467147701,65557.4,120.803373034,0.0821842,1671.83,0.002,1.04567,0.000158421,12.3377878707,40.6851,6.65873e-07,120.803373034,500.0,144.868396911,-6.03467147701,1,0.0135455,13.7892,14.6889
10.1745867249,100,500,1.0,0.9,10.1745867249,,285.320979101,0.01,1.0,0.01,16.8068,3.50449e-18,100.0,1.0,0.01,285.320979101,500.0,500.0,10.1745867249,2,1.0,8.61573,10.1746
