VarDiscRet,MaxNormIw,ESSRenyi,J,AvgDiscRet,MinNormIw,MinVanillaIw,BatchSize,VarJ,MaxVanillaIw,eRenyi2,AvgVanillaIw,AvgNormIw,AvgEpLen,VarNormIw,Bound,AvgRet,VanillaAvgRet,ESSClassic,VarRet,VarVanillaIw
5523.767704460462,1.0,0.000224693965064161,499.0931,3.197442310920451e-15,,,100,,825400.4,445049.78,8254.004,0.01,8.06,0.010000002,4091494.2,3.197442310920451e-15,70.55286922743636,1.0,5523.767704460462,6812860000.0
1198426.3257950053,1.0,0.00033314070166302797,3340.6484,1.1368683772161604e-14,,,100,,328301.88,300173.47,3283.0188,0.01,166.87,0.010000002,10813371.0,1.1368683772161604e-14,1658.3070730732506,1.0,1198426.3257950053,1077821300.0
1964010.170325681,1.0,0.0004505201466274132,2349.6353,1.3642420526593923e-13,,,100,8.913654e-14,262287.56,221965.66,2622.8757,0.01,265.97,0.010000003,6069629.0,1.3642420526593923e-13,2650.1179569796805,1.0,1964010.170325681,687947900.0
2387707.2717273086,1.0,0.0001874030701542222,2580.529,-3.774403012357652e-13,,,100,,211320.52,533609.2,2113.205,0.01,242.87,0.010000002,5294508.0,-3.774403012357652e-13,2418.9524906751367,1.0,2387707.2717273086,446563600.0
2802718.5685389903,0.9918414,0.005102022513471532,1797.2372,9.003997547551989e-13,9.2704e-41,4.548621e-37,100,105.46415,4866.589,19600.07,49.0662,0.01,287.15,0.009836159,63004.594,9.003997547551989e-13,2863.043714477323,1.0164879158116078,2802718.5685389903,236804.7
2261315.165876124,0.17955738,15.988761561564125,633.32983,-4.5474735088646414e-14,1.3221982e-05,0.0016492574,100,3724.2625,22.397272,6.254393,1.2473601,0.01,262.88,0.00039390344,288.91904,-4.5474735088646414e-14,2619.373571887548,20.409646354017692,2261315.165876124,6.128773
2325588.8604908045,0.32478413,16.223850317552856,491.4457,-2.41016095969826e-13,0.00078601023,0.12586235,100,3401.9126,52.007076,6.163765,1.6012813,0.009999999,247.97,0.0010411089,258.3911,-2.41016095969826e-13,2470.3969180433173,8.844096147055879,2325588.8604908045,26.695095
2428951.004432039,0.04529555,52.666665703985444,227.3008,3.183231456205249e-14,1.6772361e-05,0.0016313593,100,2183.462,4.40566,1.8987342,0.9726474,0.010000003,277.98,9.147784e-05,-37.389465,3.183231456205249e-14,2771.2230705998345,52.476058570128025,2428951.004432039,0.8654198
2435948.931446828,0.053442698,49.09396364758333,323.1125,2.569322532508522e-13,0.00047740893,0.04742775,100,2102.6948,5.3092155,2.0369103,0.9934408,0.01,247.09,5.4827906e-05,16.121796,2.569322532508522e-13,2461.8370991571924,64.81736379849063,2435948.931446828,0.5411101
2725589.3779693823,0.01,100.0,3.8146973e-06,-6.684786058031022e-13,0.01,1.0,100,1642.6605,1.0,1.0,1.0,0.009999998,261.57,3.5044917e-18,-201.38023,-6.684786058031022e-13,2607.2336909250484,100.0,2725589.3779693823,
2388819.9835200203,0.01,100.0,3.8146973e-06,3.319655661471188e-13,0.01,1.0,100,1537.8334,1.0,1.0,1.0,0.009999998,265.69,3.5044917e-18,-197.98103,3.319655661471188e-13,2647.5915215601067,100.0,2388819.9835200203,
2552122.510773437,0.01,100.0,-2.2888184e-05,-4.320099833421409e-13,0.01,1.0,100,1589.5286,1.0,1.0,1.0,0.009999998,273.74,3.5044917e-18,-191.19183,-4.320099833421409e-13,2728.281994190703,100.0,2552122.510773437,
2726240.718849607,0.01,100.0,1.04904175e-05,4.18367562815547e-13,0.01,1.0,100,1642.8567,1.0,1.0,1.0,0.009999998,280.34,3.5044917e-18,-185.60172,4.18367562815547e-13,2794.707153719179,100.0,2726240.718849607,
2272613.775487791,0.01,100.0,5.722046e-06,2.9331204132176936e-13,0.01,1.0,100,1499.9625,1.0,1.0,1.0,0.009999998,256.44,3.5044917e-18,-205.74928,2.9331204132176936e-13,2555.2828075409457,100.0,2272613.775487791,
2416792.8556353026,0.01,100.0,9.536743e-06,2.5920599000528453e-13,0.01,1.0,100,1546.8112,1.0,1.0,1.0,0.009999998,258.79,3.5044917e-18,-203.7539,2.5920599000528453e-13,2579.0160338702085,100.0,2416792.8556353026,
1855120.888008382,0.01,100.0,1.2397766e-05,-4.888534022029489e-13,0.01,1.0,100,1355.201,1.0,1.0,1.0,0.009999998,261.63,3.5044917e-18,-201.43839,-4.888534022029489e-13,2606.501271063703,100.0,1855120.888008382,
2612041.5669789924,0.01,100.0,6.67572e-06,1.7280399333685637e-13,0.01,1.0,100,1608.08,1.0,1.0,1.0,0.009999998,276.0,3.5044917e-18,-189.26024,1.7280399333685637e-13,2751.172955704649,100.0,2612041.5669789924,
2452134.2853672123,0.01,100.0,5.722046e-06,-1.7962520360015334e-13,0.01,1.0,100,1558.08,1.0,1.0,1.0,0.009999998,241.39,3.5044917e-18,-218.43832,-1.7962520360015334e-13,2404.5330015783884,100.0,2452134.2853672123,
2419062.6731670965,0.01,100.0,9.536743e-06,-3.319655661471188e-13,0.01,1.0,100,1547.5374,1.0,1.0,1.0,0.009999998,262.31,3.5044917e-18,-200.82097,-3.319655661471188e-13,2613.878653254965,100.0,2419062.6731670965,
2117966.993103761,0.01,100.0,5.722046e-06,-1.9326762412674725e-13,0.01,1.0,100,1448.0287,1.0,1.0,1.0,0.009999998,252.3,3.5044917e-18,-209.2605,-1.9326762412674725e-13,2513.5850861710055,100.0,2117966.993103761,
2631370.125158389,0.15003292,33.245978471420436,591.5471,-2.4556356947869064e-13,0.0006335646,0.07555828,100,2504.5007,17.892776,3.0078826,1.19259,0.01,306.18,0.0002480544,421.3397,-2.4556356947869064e-13,3053.3878923150896,28.937373009267564,2631370.125158389,3.5280056
2261497.3424232635,0.041465666,42.49844366051048,268.8678,-2.5920599000528453e-13,3.2310666e-06,0.00035015098,100,2346.8867,4.493638,2.3530273,1.0837009,0.01,251.87,0.000118095246,-30.22345,-2.5920599000528453e-13,2508.9435377698655,46.101155797325475,2261497.3424232635,1.3869197
2599284.9179442087,0.01,100.0,9.536743e-07,-3.1832314562052486e-13,0.01,1.0,100,1604.1483,1.0,1.0,1.0,0.009999998,285.53,3.5044917e-18,-181.21416,-3.1832314562052486e-13,2846.7950749203173,100.0,2599284.9179442087,
2264560.365689374,0.01,100.0,,,0.01,1.0,100,1497.3025,1.0,1.0,1.0,0.009999998,269.2,3.5044917e-18,-195.03304,,2682.6254970189198,100.0,2264560.365689374,
2661260.485542414,0.01,100.0,2.0980835e-05,-4.18367562815547e-13,0.01,1.0,100,1623.1598,1.0,1.0,1.0,0.009999998,250.52,3.5044917e-18,-210.71608,-4.18367562815547e-13,2496.2666218152494,100.0,2661260.485542414,
2872895.936080614,0.01,100.0,,-3.865352482534945e-13,0.01,1.0,100,1686.4658,1.0,1.0,1.0,0.009999998,264.56,3.5044917e-18,-198.85625,-3.865352482534945e-13,2637.2235373697968,100.0,2872895.936080614,
2585763.4299593368,0.01,100.0,3.8146973e-06,-4.911271389573813e-13,0.01,1.0,100,1599.9706,1.0,1.0,1.0,0.009999998,276.61,3.5044917e-18,-188.75917,-4.911271389573813e-13,2757.1949381379322,100.0,2585763.4299593368,
2773582.6657604724,0.01,100.0,-1.1444092e-05,5.047695594839752e-13,0.01,1.0,100,1657.0597,1.0,1.0,1.0,0.009999998,258.46,3.5044917e-18,-204.03207,5.047695594839752e-13,2575.706847289368,100.0,2773582.6657604724,
2434486.064638215,0.01,100.0,8.583069e-06,-9.094947017729283e-15,0.01,1.0,100,1552.463,1.0,1.0,1.0,0.009999998,252.24,3.5044917e-18,-209.29108,-9.094947017729283e-15,2513.230746765894,100.0,2434486.064638215,
2004579.9348405777,0.01,100.0,2.2888184e-05,-4.320099833421409e-13,0.01,1.0,100,1408.735,1.0,1.0,1.0,0.009999998,285.06,3.5044917e-18,-181.65033,-4.320099833421409e-13,2841.661199575373,100.0,2004579.9348405777,
2329713.3835630547,0.01,100.0,-3.0517578e-05,-4.729372449219227e-13,0.01,1.0,100,1518.689,1.0,1.0,1.0,0.009999998,286.03,3.5044917e-18,-180.82132,-4.729372449219227e-13,2851.4966673823133,100.0,2329713.3835630547,
2202525.81995439,0.01,100.0,-1.5258789e-05,1.0004441719502211e-13,0.01,1.0,100,1476.6517,1.0,1.0,1.0,0.009999998,264.16,3.5044917e-18,-199.29256,1.0004441719502211e-13,2632.035201564631,100.0,2202525.81995439,
2354492.894815706,0.01,100.0,-1.9073486e-06,-3.433342499192804e-13,0.01,1.0,100,1526.7441,1.0,1.0,1.0,0.009999998,250.6,3.5044917e-18,-210.67258,-3.433342499192804e-13,2496.797205771244,100.0,2354492.894815706,
2158357.6309055854,0.01,100.0,1.5258789e-05,6.980371836107224e-13,0.01,1.0,100,1461.7709,1.0,1.0,1.0,0.009999998,279.93,3.5044917e-18,-185.9851,6.980371836107224e-13,2790.1484172136684,100.0,2158357.6309055854,
2536129.2299781838,0.01,100.0,-7.6293945e-06,2.41016095969826e-13,0.01,1.0,100,1584.5403,1.0,1.0,1.0,0.009999998,280.32,3.5044917e-18,-185.6174,2.41016095969826e-13,2794.5219512410035,100.0,2536129.2299781838,
