IterType,MaxNormIw,MinVanillaIw,VarRet,EpsThisIter,MaxVanillaIw,AvgEpLen,AvgDiscRet,AvgVanillaIw,Delta,Bound,eRenyi2,AvgNormIw,VarJ,J,ESSRenyi,BatchSize,ESSClassic,VarDiscRet,VarNormIw,VanillaAvgRet,AvgRet,MinNormIw,VarVanillaIw
2,0.0033333334,1.0,55.25720798305736,100,1.0,200.0,-7.551563912143533,1.0,0.9,-7.878811,1.0,0.0033333336,7.105805,-7.4337816,500.0,500,299.999969473632,55.25720798305736,5.4391416e-20,-7.551563912143533,-7.551563912143533,0.0033333334,
2,0.0025,1.0,54.23262365205703,100,1.0,200.0,-8.535743118344683,1.0,0.9,-8.096487,1.0,0.0024999997,7.1777163,-7.7092714,500.0,500,400.0,54.23262365205703,5.434597e-20,-8.535743118344683,-8.535743118344683,0.0025,
1,0.19467483,,47.999886972615904,100,62.539925,200.0,-8.666245655988334,0.64250654,0.9,-4.6690583,44.401657,0.002,14.098555,-2.36126,11.260840982203211,500,7.257897583410199,47.999886972615904,0.00027210615,-8.666245655988334,-8.666245655988334,,28.08235
2,0.01,1.0,44.07017578135915,100,1.0,200.0,-6.626114579239087,1.0,0.9,-7.3659363,1.0,0.009999998,6.6052613,-6.626115,500.0,500,100.0,44.07017578135915,3.5044917e-18,-6.626114579239087,-6.626114579239087,0.01,
2,0.005,1.0,45.49373335140448,100,1.0,200.0,-7.4567631346866055,1.0,0.9,-7.5829077,1.0,0.0049999994,6.671329,-7.041439,500.0,500,200.00000010221265,45.49373335140448,2.179301e-19,-7.4567631346866055,-7.4567631346866055,0.005,
2,0.0033333334,1.0,44.693558129732494,100,1.0,200.0,-8.239136695419457,1.0,0.9,-7.8827786,1.0,0.0033333336,6.6887016,-7.4406714,500.0,500,299.999969473632,44.693558129732494,5.4391416e-20,-8.239136695419457,-8.239136695419457,0.0033333334,
2,0.0025,1.0,58.2521233334411,100,1.0,200.0,-8.696702203890839,1.0,0.9,-8.143614,1.0,0.0024999997,6.9474635,-7.7546787,500.0,500,400.0,58.2521233334411,5.434597e-20,-8.696702203890839,-8.696702203890839,0.0025,
1,0.41656473,,47.47489589276939,100,182.47768,200.0,-7.5961779942834,0.87610716,0.9,-6.603149,142.84267,0.002,25.548737,-2.445466,3.500354703606974,500,4.256757885654796,47.47489589276939,0.0004667746,-7.5961779942834,-7.5961779942834,,89.56984
2,0.01,1.0,40.09111900232924,100,1.0,200.0,-6.2661575533842555,1.0,0.9,-7.0270214,1.0,0.009999998,6.300017,-6.2661576,500.0,500,100.0,40.09111900232924,3.5044917e-18,-6.2661575533842555,-6.2661575533842555,0.01,
2,0.005,1.0,42.48805078385299,100,1.0,200.0,-6.946980479956793,1.0,0.9,-7.1498404,1.0,0.0049999994,6.4025435,-6.6065693,500.0,500,200.00000010221265,42.48805078385299,2.179301e-19,-6.946980479956793,-6.946980479956793,0.005,
2,0.0033333334,1.0,46.98313481353332,100,1.0,200.0,-7.938143935796709,1.0,0.9,-7.4940066,1.0,0.0033333336,6.5747113,-7.050428,500.0,500,299.999969473632,46.98313481353332,5.4391416e-20,-7.938143935796709,-7.938143935796709,0.0033333334,
2,0.0025,1.0,48.203939734613904,100,1.0,200.0,-7.981604463780382,1.0,0.9,-7.667372,1.0,0.0024999997,6.6718197,-7.2832217,500.0,500,400.0,48.203939734613904,5.434597e-20,-7.981604463780382,-7.981604463780382,0.0025,
1,0.50792086,,48.809366718949,100,213.94966,200.0,-7.9747990536683115,0.8424527,0.9,-5.4201326,172.401,0.0020000003,14.823808,-0.87361443,2.900215179539322,500,2.5706190510994142,48.809366718949,0.0007755737,-7.9747990536683115,-7.9747990536683115,,137.61134
2,0.01,1.0,48.541478346159636,100,1.0,200.0,-8.368805364006683,1.0,0.9,-9.146909,1.0,0.009999998,6.932248,-8.368806,500.0,500,100.0,48.541478346159636,3.5044917e-18,-8.368805364006683,-8.368805364006683,0.01,
2,0.005,1.0,54.01951592692199,100,1.0,200.0,-7.682562462075988,1.0,0.9,-8.575887,1.0,0.0049999994,7.133402,-8.025684,500.0,500,200.00000010221265,54.01951592692199,2.179301e-19,-7.682562462075988,-7.682562462075988,0.005,
2,0.0033333334,1.0,50.79151488511149,100,1.0,200.0,-7.808712113661223,1.0,0.9,-8.402668,1.0,0.0033333336,7.120062,-7.95336,500.0,500,299.999969473632,50.79151488511149,5.4391416e-20,-7.808712113661223,-7.808712113661223,0.0033333334,
2,0.0025,1.0,51.899155716071455,100,1.0,200.0,-7.557563643660278,1.0,0.9,-8.243524,1.0,0.0024999997,7.1341343,-7.854411,500.0,500,400.0,51.899155716071455,5.434597e-20,-7.557563643660278,-7.557563643660278,0.0025,
1,0.01241298,7.2703783e-06,45.04005041281898,100,6.2327986,200.0,-8.145876338104012,1.0042388,0.9,-7.922469,2.9476538,0.0019999999,12.301472,-7.3249407,169.62643476415303,500,165.6027898130645,45.04005041281898,8.093277e-06,-8.145876338104012,-8.145876338104012,1.447938e-08,2.0405087
2,0.01,1.0,40.119747948690346,100,1.0,200.0,-7.084668699517324,1.0,0.9,-7.8449283,1.0,0.009999998,6.302265,-7.0846686,500.0,500,100.0,40.119747948690346,3.5044917e-18,-7.084668699517324,-7.084668699517324,0.01,
2,0.005,1.0,48.462754635691226,100,1.0,200.0,-7.774140839299165,1.0,0.9,-7.966989,1.0,0.0049999994,6.630775,-7.4294043,500.0,500,200.00000010221265,48.462754635691226,2.179301e-19,-7.774140839299165,-7.774140839299165,0.005,
2,0.0033333334,1.0,53.378789992843735,100,1.0,200.0,-7.670181938632168,1.0,0.9,-7.9551115,1.0,0.0033333336,6.851229,-7.5096645,500.0,500,299.999969473632,53.378789992843735,5.4391416e-20,-7.670181938632168,-7.670181938632168,0.0033333334,
2,0.0025,1.0,51.97918150597254,100,1.0,200.0,-8.15176134683461,1.0,0.9,-8.055956,1.0,0.0024999997,6.938779,-7.670188,500.0,500,400.0,51.97918150597254,5.434597e-20,-8.15176134683461,-8.15176134683461,0.0025,
1,0.032771084,,46.78278018532213,100,15.231284,200.0,-7.600630129906694,0.92955625,0.9,-6.7928333,10.782361,0.0019999999,21.201656,-5.6598372,46.37203285829584,500,34.249435251677575,46.78278018532213,5.4504126e-05,-7.600630129906694,-7.600630129906694,,11.773915
2,0.01,1.0,51.58819990783439,100,1.0,200.0,-8.311016010949768,1.0,0.9,-9.084561,1.0,0.009999998,7.14649,-8.311015,500.0,500,100.0,51.58819990783439,3.5044917e-18,-8.311016010949768,-8.311016010949768,0.01,
2,0.005,1.0,47.733011872456814,100,1.0,200.0,-8.110351532653326,1.0,0.9,-8.757664,1.0,0.0049999994,7.012422,-8.210684,500.0,500,200.00000010221265,47.733011872456814,2.179301e-19,-8.110351532653326,-8.110351532653326,0.005,
2,0.0033333334,1.0,42.855656763514446,100,1.0,200.0,-7.178603379926317,1.0,0.9,-8.3141365,1.0,0.0033333336,6.867444,-7.8666573,500.0,500,299.999969473632,42.855656763514446,5.4391416e-20,-7.178603379926317,-7.178603379926317,0.0033333334,
2,0.0025,1.0,47.67288044910822,100,1.0,200.0,-7.450029909948956,1.0,0.9,-8.150028,1.0,0.0024999997,6.8704386,-7.7625,500.0,500,400.0,47.67288044910822,5.434597e-20,-7.450029909948956,-7.450029909948956,0.0025,
1,0.0036915878,0.82600814,38.589099091165245,100,2.1057081,200.0,-5.997388029148434,1.1408143,0.9,-7.704845,1.1299844,0.0019999999,7.243683,-7.33639,442.4839930304855,500,405.38494615974355,38.589099091165245,9.354538e-07,-5.997388029148434,-5.997388029148434,0.0014481026,0.3043633
2,0.01,1.0,45.97660414575881,100,1.0,200.0,-7.335325659136462,1.0,0.9,-8.107925,1.0,0.009999998,6.746617,-7.3353252,500.0,500,100.0,45.97660414575881,3.5044917e-18,-7.335325659136462,-7.335325659136462,0.01,
2,0.005,1.0,52.97452244470332,100,1.0,200.0,-7.930430644455754,1.0,0.9,-8.179189,1.0,0.0049999994,7.0049515,-7.632878,500.0,500,200.00000010221265,52.97452244470332,2.179301e-19,-7.930430644455754,-7.930430644455754,0.005,
2,0.0033333334,1.0,46.98195153578221,100,1.0,200.0,-7.4896617146092535,1.0,0.9,-8.033628,1.0,0.0033333336,6.9441705,-7.585139,500.0,500,299.999969473632,46.98195153578221,5.4391416e-20,-7.4896617146092535,-7.4896617146092535,0.0033333334,
2,0.0025,1.0,47.433959111604906,100,1.0,200.0,-7.590066876849854,1.0,0.9,-7.9747744,1.0,0.0024999997,6.921418,-7.586371,500.0,500,400.0,47.433959111604906,5.434597e-20,-7.590066876849854,-7.590066876849854,0.0025,
1,0.0028828147,1.5204607e-05,41.11100110582274,100,1.560591,200.0,-6.73353150885358,1.0826856,0.9,-7.656122,1.2378631,0.0019999999,8.036087,-7.269609,403.9218994548124,500,355.4779007135229,41.11100110582274,1.6294877e-06,-6.73353150885358,-6.73353150885358,2.8086838e-08,0.4775246
2,0.01,1.0,56.78180248729862,100,1.0,200.0,-8.292651080966493,1.0,0.9,-9.069693,1.0,0.009999998,7.4975986,-8.29265,500.0,500,100.0,56.78180248729862,3.5044917e-18,-8.292651080966493,-8.292651080966493,0.01,
2,0.005,1.0,52.42535083364291,100,1.0,200.0,-7.452610901415376,1.0,0.9,-8.422083,1.0,0.0049999994,7.364371,-7.872631,500.0,500,200.00000010221265,52.42535083364291,2.179301e-19,-7.452610901415376,-7.452610901415376,0.005,
2,0.0033333334,1.0,51.21736460247841,100,1.0,200.0,-8.082321889271034,1.0,0.9,-8.391154,1.0,0.0033333336,7.284743,-7.9425282,500.0,500,299.999969473632,51.21736460247841,5.4391416e-20,-8.082321889271034,-8.082321889271034,0.0033333334,
2,0.0025,1.0,43.8008968747482,100,1.0,200.0,-6.795296557933532,1.0,0.9,-8.044241,1.0,0.0024999997,7.13359,-7.65572,500.0,500,400.0,43.8008968747482,5.434597e-20,-6.795296557933532,-6.795296557933532,0.0025,
1,0.0021796399,0.103376195,46.17808693458976,100,1.2269726,200.0,-7.745740869811764,1.1258489,0.9,-7.968921,1.0616274,0.0019999999,7.313502,-7.6108694,470.9750385601111,500,462.28969408127045,46.17808693458976,3.2694433e-07,-7.745740869811764,-7.745740869811764,0.00018364133,0.1036034
2,0.01,1.0,56.039958897150804,100,1.0,200.0,-8.124032052651438,1.0,0.9,-8.891955,1.0,0.009999998,7.44846,-8.124033,500.0,500,100.0,56.039958897150804,3.5044917e-18,-8.124032052651438,-8.124032052651438,0.01,
2,0.005,1.0,46.516837941885406,100,1.0,200.0,-7.933194714656021,1.0,0.9,-8.578771,1.0,0.0049999994,7.125638,-8.028613,500.0,500,200.00000010221265,46.516837941885406,2.179301e-19,-7.933194714656021,-7.933194714656021,0.005,
2,0.0033333334,1.0,50.377773216608865,100,1.0,200.0,-7.382172180752992,1.0,0.9,-8.262335,1.0,0.0033333336,7.1110716,-7.813133,500.0,500,299.999969473632,50.377773216608865,5.4391416e-20,-7.382172180752992,-7.382172180752992,0.0033333334,
2,0.0025,1.0,45.258686171021324,100,1.0,200.0,-7.05477609811112,1.0,0.9,-8.012564,1.0,0.0024999997,7.016756,-7.6235433,500.0,500,400.0,45.258686171021324,5.434597e-20,-7.05477609811112,-7.05477609811112,0.0025,
1,0.021216381,0.7560312,48.31334144284292,100,17.76167,200.0,-7.8164973917465685,1.6743355,0.9,-7.760546,1.5106333,0.0020000006,16.353785,-7.332888,330.98699971930483,500,79.74863491866243,48.31334144284292,2.112104e-05,-7.8164973917465685,-7.8164973917465685,0.00090308214,14.802675
2,0.01,1.0,42.87134590165239,100,1.0,200.0,-7.183401144730702,1.0,0.9,-7.9247193,1.0,0.009999998,6.514801,-7.1834016,500.0,500,100.0,42.87134590165239,3.5044917e-18,-7.183401144730702,-7.183401144730702,0.01,
2,0.005,1.0,39.974238862162665,100,1.0,200.0,-7.280780137669357,1.0,0.9,-7.7709756,1.0,0.0049999994,6.403978,-7.2320905,500.0,500,200.00000010221265,39.974238862162665,2.179301e-19,-7.280780137669357,-7.280780137669357,0.005,
2,0.0033333334,1.0,53.00693645752839,100,1.0,200.0,-7.979670466109062,1.0,0.9,-7.929215,1.0,0.0033333336,6.7050056,-7.481284,500.0,500,299.999969473632,53.00693645752839,5.4391416e-20,-7.979670466109062,-7.979670466109062,0.0033333334,
2,0.0025,1.0,45.31106676644431,100,1.0,200.0,-7.13779968715055,1.0,0.9,-7.783332,1.0,0.0024999997,6.704807,-7.3954124,500.0,500,400.0,45.31106676644431,5.434597e-20,-7.13779968715055,-7.13779968715055,0.0025,
1,0.0064477376,0.7872449,43.07702675543891,100,3.9048965,200.0,-7.446168921111983,1.2112455,0.9,-7.6490726,1.2663628,0.0020000003,9.074547,-7.2586226,394.8315643920877,500,281.14000771693645,43.07702675543891,3.1201316e-06,-7.446168921111983,-7.446168921111983,0.0012998933,1.1443985
2,0.01,1.0,43.227921094709934,100,1.0,200.0,-7.679003779855716,1.0,0.9,-8.437871,1.0,0.009999998,6.5418377,-7.679004,500.0,500,100.0,43.227921094709934,3.5044917e-18,-7.679003779855716,-7.679003779855716,0.01,
2,0.005,1.0,57.4189125827937,100,1.0,200.0,-8.334548304729527,1.0,0.9,-8.543376,1.0,0.0049999994,7.0659475,-8.006776,500.0,500,200.00000010221265,57.4189125827937,2.179301e-19,-8.334548304729527,-8.334548304729527,0.005,
2,0.0033333334,1.0,42.758490517675554,100,1.0,200.0,-7.79911711760581,1.0,0.9,-8.3756895,1.0,0.0033333336,6.885126,-7.937557,500.0,500,299.999969473632,42.758490517675554,5.4391416e-20,-7.79911711760581,-7.79911711760581,0.0033333334,
2,0.0025,1.0,44.00906232477033,100,1.0,200.0,-6.757217917724112,1.0,0.9,-8.03106,1.0,0.0024999997,6.834266,-7.6424713,500.0,500,400.0,44.00906232477033,5.434597e-20,-6.757217917724112,-6.757217917724112,0.0025,
1,0.14953195,0.7233831,48.469553135570074,100,104.943825,200.0,-7.820358224411146,1.4036309,0.9,-7.5308027,2.4249406,0.002,15.229829,-6.9895678,206.19061880035056,500,40.918504966717414,48.469553135570074,4.4967564e-05,-7.820358224411146,-7.820358224411146,0.0010307312,22.148554
2,0.01,1.0,46.666873471755224,100,1.0,200.0,-6.917195972206769,1.0,0.9,-7.676902,1.0,0.009999998,6.7970734,-6.9171963,500.0,500,100.0,46.666873471755224,3.5044917e-18,-6.917195972206769,-6.917195972206769,0.01,
2,0.005,1.0,51.69406710311698,100,1.0,200.0,-7.746682538078217,1.0,0.9,-7.8773932,1.0,0.0049999994,6.9900413,-7.3319387,500.0,500,200.00000010221265,51.69406710311698,2.179301e-19,-7.746682538078217,-7.746682538078217,0.005,
2,0.0033333334,1.0,44.704161126279196,100,1.0,200.0,-8.722270451959526,1.0,0.9,-8.240746,1.0,0.0033333336,6.9105515,-7.7953835,500.0,500,299.999969473632,44.704161126279196,5.4391416e-20,-8.722270451959526,-8.722270451959526,0.0033333334,
2,0.0025,1.0,56.85051919008382,100,1.0,200.0,-7.654929210776859,1.0,0.9,-8.145964,1.0,0.0024999997,7.0633554,-7.760269,500.0,500,400.0,56.85051919008382,5.434597e-20,-7.654929210776859,-7.654929210776859,0.0025,
1,0.0043179113,0.91662824,41.046163858782826,100,2.1945174,200.0,-6.59364056982428,1.0164716,0.9,-7.8572106,1.018588,0.0020000006,7.0111556,-7.506451,490.8756298616601,500,486.56869450042683,41.046163858782826,1.10637004e-07,-6.59364056982428,-6.59364056982428,0.001803549,0.028577948
2,0.01,1.0,59.14054826046488,100,1.0,200.0,-8.180772994174733,1.0,0.9,-8.950363,1.0,0.009999998,7.651741,-8.180773,500.0,500,100.0,59.14054826046488,3.5044917e-18,-8.180772994174733,-8.180772994174733,0.01,
2,0.005,1.0,47.35311610200858,100,1.0,200.0,-8.063761640271206,1.0,0.9,-8.6664505,1.0,0.0049999994,7.2607017,-8.122268,500.0,500,200.00000010221265,47.35311610200858,2.179301e-19,-8.063761640271206,-8.063761640271206,0.005,
2,0.0033333334,1.0,49.96163337895673,100,1.0,200.0,-8.439853519932104,1.0,0.9,-8.674756,1.0,0.0033333336,7.187137,-8.22813,500.0,500,299.999969473632,49.96163337895673,5.4391416e-20,-8.439853519932104,-8.439853519932104,0.0033333334,
2,0.0025,1.0,37.03008592306102,100,1.0,200.0,-7.9345263701554964,1.0,0.9,-8.541517,1.0,0.0024999997,6.9225945,-8.154728,500.0,500,400.0,37.03008592306102,5.434597e-20,-7.9345263701554964,-7.9345263701554964,0.0025,
1,0.0033792711,1.6716553e-05,45.96732359027423,100,1.8797877,200.0,-8.293604353343447,1.1125402,0.9,-8.376877,1.434572,0.0019999999,8.668947,-7.962514,348.53601385799743,500,306.6204715632917,45.96732359027423,2.527777e-06,-8.293604353343447,-8.293604353343447,3.005114e-08,0.7821863
2,0.01,1.0,52.170025099810644,100,1.0,200.0,-8.042144571549176,1.0,0.9,-8.801751,1.0,0.009999998,7.1866765,-8.042144,500.0,500,100.0,52.170025099810644,3.5044917e-18,-8.042144571549176,-8.042144571549176,0.01,
2,0.005,1.0,52.08142176443072,100,1.0,200.0,-8.282263220396453,1.0,0.9,-8.699327,1.0,0.0049999994,7.184628,-8.162204,500.0,500,200.00000010221265,52.08142176443072,2.179301e-19,-8.282263220396453,-8.282263220396453,0.005,
2,0.0033333334,1.0,44.918719719515366,100,1.0,200.0,-8.108118572672531,1.0,0.9,-8.5829935,1.0,0.0033333336,7.0168667,-8.144176,500.0,500,299.999969473632,44.918719719515366,5.4391416e-20,-8.108118572672531,-8.108118572672531,0.0033333334,
2,0.0025,1.0,55.94091914836929,100,1.0,200.0,-8.905449623023895,1.0,0.9,-8.722354,1.0,0.0024999997,7.1331167,-8.334494,500.0,500,400.0,55.94091914836929,5.434597e-20,-8.905449623023895,-8.905449623023895,0.0025,
1,0.0058557377,0.78033376,45.80911817076086,100,3.8108764,200.0,-8.27480892147322,1.3015871,0.9,-8.513213,1.304639,0.0019999999,9.492853,-8.116967,383.24778499475286,500,282.1569181564832,45.80911817076086,3.0944434e-06,-8.27480892147322,-8.27480892147322,0.0011990495,1.3105966
2,0.01,1.0,41.05133117060048,100,1.0,200.0,-7.391779969350648,1.0,0.9,-8.162463,1.0,0.009999998,6.375015,-7.39178,500.0,500,100.0,41.05133117060048,3.5044917e-18,-7.391779969350648,-7.391779969350648,0.01,
2,0.005,1.0,43.78397504176961,100,1.0,200.0,-6.6957766061802895,1.0,0.9,-7.5887337,1.0,0.0049999994,6.4895744,-7.0437784,500.0,500,200.00000010221265,43.78397504176961,2.179301e-19,-6.6957766061802895,-6.6957766061802895,0.005,
2,0.0033333334,1.0,45.282836398590625,100,1.0,200.0,-8.143743353345146,1.0,0.9,-7.8553877,1.0,0.0033333336,6.579407,-7.410434,500.0,500,299.999969473632,45.282836398590625,5.4391416e-20,-8.143743353345146,-8.143743353345146,0.0033333334,
2,0.0025,1.0,51.40668289822898,100,1.0,200.0,-7.219429347649005,1.0,0.9,-7.74956,1.0,0.0024999997,6.72283,-7.3626823,500.0,500,400.0,51.40668289822898,5.434597e-20,-7.219429347649005,-7.219429347649005,0.0025,
1,0.0026298738,4.1599582e-05,47.09149431560908,100,1.4345118,200.0,-7.943267312387195,1.0909358,0.9,-7.7180123,1.1658273,0.0020000003,7.633115,-7.3432293,428.87999878932493,500,389.01173874533407,47.09149431560908,1.1435202e-06,-7.943267312387195,-7.943267312387195,7.626404e-08,0.34023762
2,0.01,1.0,46.87556362015204,100,1.0,200.0,-6.762406661249446,1.0,0.9,-7.531146,1.0,0.009999998,6.812254,-6.762407,500.0,500,100.0,46.87556362015204,3.5044917e-18,-6.762406661249446,-6.762406661249446,0.01,
2,0.005,1.0,46.338418930460435,100,1.0,200.0,-7.362893803301804,1.0,0.9,-7.61077,1.0,0.0049999994,6.799343,-7.06265,500.0,500,200.00000010221265,46.338418930460435,2.179301e-19,-7.362893803301804,-7.362893803301804,0.005,
2,0.0033333334,1.0,42.810647212360074,100,1.0,200.0,-7.516931804710747,1.0,0.9,-7.6616154,1.0,0.0033333336,6.707763,-7.2140775,500.0,500,299.999969473632,42.810647212360074,5.4391416e-20,-7.516931804710747,-7.516931804710747,0.0033333334,
2,0.0025,1.0,51.34487832977315,100,1.0,200.0,-7.810814937541347,1.0,0.9,-7.751503,1.0,0.0024999997,6.820571,-7.363261,500.0,500,400.0,51.34487832977315,5.434597e-20,-7.810814937541347,-7.810814937541347,0.0025,
1,0.0022130283,0.11139025,46.032422811691085,100,1.2123587,200.0,-7.297194976922526,1.0956559,0.9,-7.6554513,1.0553688,0.002,7.0841517,-7.298713,473.7680410478845,500,456.335268535909,46.032422811691085,3.8350782e-07,-7.297194976922526,-7.297194976922526,0.00020333071,0.115096636
2,0.01,1.0,50.03484118210213,100,1.0,200.0,-8.723188091501559,1.0,0.9,-9.500163,1.0,0.009999998,7.0380745,-8.723188,500.0,500,100.0,50.03484118210213,3.5044917e-18,-8.723188091501559,-8.723188091501559,0.01,
2,0.005,1.0,52.34997972408394,100,1.0,200.0,-7.562268128084408,1.0,0.9,-8.692132,1.0,0.0049999994,7.1426477,-8.142728,500.0,500,200.00000010221265,52.34997972408394,2.179301e-19,-7.562268128084408,-7.562268128084408,0.005,
