AvgRet,Bound,VarNormIw,MinVanillaIw,EpsThisIter,AvgNormIw,ESSRenyi,VarRet,IterType,MaxVanillaIw,AvgVanillaIw,VarJ,MaxNormIw,J,AvgEpLen,ESSClassic,AvgDiscRet,BatchSize,SamplesThisIter,VarDiscRet,VarVanillaIw,renyi2,VanillaAvgRet,MinNormIw
53.46609289578138,89.24173,1.3504882e-11,0.0021812625,7875,7.054673e-07,6.002148825329808,4175.528968239614,1,2338.817,1.0211325,4285.9614,0.0016158129,11575.566,6.349206349206349,17.452238086290187,53.46609289578138,100,50000,4175.528968239614,28.29444,2.8130527,53.46609289578138,1.5069637e-09
50.24621080340819,55.78878,1.8152572e-13,0.002218602,8295,6.697478e-07,27.17497419406838,3535.285120312633,1,79.585434,1.0044235,2261.7002,5.30674e-05,9868.586,6.027727546714888,51.85297132520254,50.24621080340819,100,50000,3535.285120312633,0.40827215,1.3028737,50.24621080340819,1.4793592e-09
47.632314019498345,169.04472,7.758784e-11,0.00014561767,8672,6.406316e-07,nan,2844.59421556299,1,4290.5005,1.0656228,6525.9614,0.0025793645,10033.199,5.765682656826568,12.809616618410981,47.632314019498345,100,50000,2844.59421556299,214.67636,nan,47.632314019498345,8.754247e-11
48.945426771597084,196.71356,6.645735e-11,1.9292788e-08,8479,6.552135e-07,4.206792789891206,3514.028155188312,1,10424.907,1.0276536,12002.658,0.0066467347,10327.651,5.896921806816842,3.690481032883607,48.945426771597084,100,50000,3514.028155188312,163.48232,3.1684697,48.945426771597084,1.2300737e-14
52.51276136212784,131.39781,4.1905325e-12,1.49307e-05,7995,6.9487885e-07,nan,4459.237296094391,1,871.22754,1.0254595,6933.836,0.00059036707,11712.723,6.253908692933083,36.90989685727181,52.51276136212784,100,50000,4459.237296094391,9.126163,nan,52.51276136212784,1.0117441e-11
48.599193688965805,335.43106,2.386532e-08,6.6151274e-14,8529,6.5137243e-07,nan,3444.9216690880266,1,2866249.8,34.81216,12161.125,0.05363057,19767.24,5.862351975612616,3.8495385451847977,48.599193688965805,100,50000,3444.9216690880266,68166230.0,nan,48.599193688965805,1.2377605e-21
51.13636239996056,69.27692,1.4701687e-13,0.021226745,8175,6.7957865e-07,nan,3721.5658455397,1,77.37202,1.0010008,1995.9343,5.2527805e-05,10001.402,6.116207951070336,51.0072932623215,51.13636239996056,100,50000,3721.5658455397,0.3189749,nan,51.13636239996056,1.4410821e-08
48.82711648312798,40.852753,3.3598273e-14,0.06442115,8496,6.539025e-07,5.462833905521756,3341.4780587348246,1,14.420126,0.9987593,960.78455,9.44107e-06,9039.402,5.885122410546139,49.63491506530057,48.82711648312798,100,50000,3341.4780587348246,0.07838132,2.9072025,48.82711648312798,4.217748e-08
48.3865623167341,62.397602,1.0413194e-13,0.013500057,8560,6.4901343e-07,nan,3188.234020425057,1,148.6181,1.0013204,1629.8671,9.632796e-05,9248.333,5.841121495327103,51.09788853785809,48.3865623167341,100,50000,3188.234020425057,0.24786922,nan,48.3865623167341,8.750165e-09
50.42698201574053,46.13839,5.3211504e-14,0.07174673,8271,6.716908e-07,4.185769717837695,3899.9613087388234,1,27.24668,1.0007346,1117.6636,1.8287914e-05,9446.936,6.045218232378189,48.45442661133321,50.42698201574053,100,50000,3899.9613087388234,0.11811485,3.1734796,50.42698201574053,4.8156252e-08
