MaxNormIw,MinVanillaIw,AvgVanillaIw,AvgNormIw,VarRet,Bound,J,MaxVanillaIw,ESSClassic,VarVanillaIw,BatchSize,AvgDiscRet,VarDiscRet,VarNormIw,VarJ,ESSRenyi,eRenyi2,AvgRet,MinNormIw,AvgEpLen
1.0,,3.270658e-37,0.01,12414.200999294342,150.4386,949.86584,3.270658e-35,inf,,100,-1.0587086762825493e-14,12414.200999294342,0.010000003,,,inf,79.74702847706696,,8.98
0.09546311,,0.47649768,0.01,4144769.7680192366,2807.2297,3626.359,4.548795,14.279877742854737,1.3767173,100,7.503331289626658e-14,4144769.7680192366,0.00060634967,277.84424,nan,nan,1322.1132969757546,,133.02
0.036766812,1.30677e-05,0.9519324,0.01,2821651.333092118,349.9466,836.46106,3.4999518,50.61754445477687,0.8929942,100,-1.3596945791505278e-12,2821651.333092118,9.8545424e-05,189.21097,48.786157181001904,2.0497618,4112.724704319215,1.372755e-07,411.6
0.03456266,3.555248e-06,0.90956444,0.01,1941889.9787985361,-191.74475,344.453,3.1436965,51.355398260227105,0.79155356,100,2.091837814077735e-13,1941889.9787985361,9.567827e-05,448.0102,48.60887744230606,2.0572374,4565.637076346323,3.9087368e-08,456.72
0.03172871,0.0030462798,0.83088064,0.01,1505319.244019224,-255.95181,268.09012,2.6362772,55.3778333775313,0.56189704,100,-1.3187673175707459e-13,1505319.2440192245,8.1391576e-05,483.9111,24.854124448629822,4.023477,4633.587977513254,3.6663267e-05,463.56
0.04117272,0.0056866016,0.39486519,0.01,2629092.2360379174,-199.00613,294.91736,1.6257675,55.67464144299269,0.12538835,100,1.9099388737231492e-13,2629092.2360379174,8.041916e-05,1051.7686,1038.114642993354,0.096328475,4378.967785836136,0.00014401374,438.12
0.040899802,2.123786e-06,1.2636825,0.01,3925427.6651279684,376.21063,896.28076,5.1684365,42.19630621509253,2.2096424,100,-5.456968210637569e-14,3925427.6651279684,0.0001383713,433.7549,35.01311185235655,2.856073,4014.04746856549,1.6806327e-08,401.65
0.029427977,0.0050119516,0.90480834,0.01,1640699.1187484171,-288.30768,201.42485,2.662668,63.85038002152979,0.46818578,100,-2.091837814077735e-13,1640699.1187484171,5.7188012e-05,707.35034,50.85500910389032,1.9663746,4649.689821076922,5.539241e-05,465.1
0.02905844,0.02769114,1.054298,0.010000002,1629452.462941739,-212.0289,258.36426,3.0636258,69.24125228093558,0.49876422,100,6.366462912410498e-14,1629452.4629417388,4.487127e-05,470.01443,66.91243051598283,1.4944906,4650.791106083212,0.00026265002,465.22
0.024371397,0.22290465,1.0511941,0.01,967450.9828642127,-367.71042,70.89033,2.5619068,84.81506125786291,0.19983448,100,7.09405867382884e-13,967450.9828642127,1.8084424e-05,662.66156,83.3437621397566,1.1998498,4799.42534619338,0.00212049,480.06
0.030057175,0.012842807,1.0449547,0.01,1638737.8105301736,-294.88437,208.69888,3.1408384,60.388267312988454,0.72348714,100,-1.7280399333685637e-13,1638737.8105301736,6.625764e-05,611.3645,58.48172017493328,1.709936,4649.7647752148505,0.00012290302,465.12
0.034731854,2.4134957e-05,0.65294,0.009999999,1854314.5534841532,-226.55411,288.1254,2.2677815,56.57420962749515,0.33055264,100,-9.094947017729283e-15,1854314.5534841532,7.753435e-05,602.40344,nan,nan,4599.698832960617,3.6963516e-07,460.12
0.023038391,2.7316166e-05,1.0009211,0.01,1198197.8597988214,-276.73462,201.32014,2.3059611,69.91333503760825,0.43549022,100,-6.821210263296962e-13,1198197.8597988212,4.3468906e-05,285.6417,64.13076958302655,1.5593139,4749.425415309557,2.7291028e-07,475.06
0.020014618,0.223395,0.99528563,0.01,733660.5064055005,-368.91354,65.5238,1.9920262,88.25829587509641,0.13311784,100,9.64064383879304e-13,733660.5064055005,1.3438189e-05,524.2984,81.86577991021962,1.2215116,4849.402638515148,0.0022445316,485.04
