J,IterType,Bound,eRenyi2,ESSClassic,VarVanillaIw,EpsThisIter,VarNormIw,ESSRenyi,BatchSize,MaxNormIw,MinVanillaIw,AvgDiscRet,VarRet,AvgRet,MaxVanillaIw,VarDiscRet,AvgEpLen,AvgNormIw,MinNormIw,AvgVanillaIw,VarJ,VanillaAvgRet
4993.9844,,4751.0293,1.0,299.999969473632,,100,5.4391416e-20,400.0,400,0.0033333334,1.0,4993.984207659696,10561.57862350598,4993.984207659696,1.0,10561.57862350598,499.41,0.0033333336,0.0033333334,1.0,102.59813,4993.984207659696
4997.8936,1,4786.5967,1.0084931,396.1135078145029,0.009855084,100,6.147652e-08,396.631383547681,400,0.0028403546,0.4553127,4995.467464311418,7921.187983890137,4995.467464311418,1.1372294,7921.187983890137,499.5575,0.0025,0.0011371932,1.0009573,40.48971,4995.467464311418
4999.923,2,4579.1123,1.0,100.0,,100,3.5044917e-18,400.0,400,0.01,1.0,4999.923097802123,0.009348894544596694,4999.923097802123,1.0,0.009348894544596694,500.0,0.009999998,0.01,1.0,0.09621657,4999.923097802123
4999.925,2,4702.3667,1.0,200.00000010221265,,100,2.179301e-19,400.0,400,0.005,1.0,4999.9253253197085,0.007951287187006285,4999.9253253197085,1.0,0.007951287187006285,500.0,0.0049999994,0.005,1.0,0.08895391,4999.9253253197085
4999.924,2,4756.9688,1.0,299.999969473632,,100,5.4391416e-20,400.0,400,0.0033333334,1.0,4999.923111206483,0.012772139451040823,4999.923111206483,1.0,0.012772139451040823,500.0,0.0033333336,0.0033333334,1.0,0.11283008,4999.923111206483
4999.9272,1,4789.522,1.0000014,399.9991760143421,2.0302132e-06,100,1.2689215e-11,399.9994277962287,400,0.0025051474,0.99332356,4999.926601530104,0.010645029573697017,4999.926601530104,1.002044,0.010645029573697017,500.0,0.0025,0.002483346,0.99998504,0.102699764,4999.926601530104
4990.325,2,4569.5146,1.0,100.0,,100,3.5044917e-18,400.0,400,0.01,1.0,4990.325643053854,9216.494280521189,4990.325643053854,1.0,9216.494280521189,499.05,0.009999998,0.01,1.0,95.521355,4990.325643053854
4995.1265,2,4697.5684,1.0,200.00000010221265,,100,2.179301e-19,400.0,400,0.005,1.0,4995.126665107719,4608.2586912521965,4995.126665107719,1.0,4608.2586912521965,499.525,0.0049999994,0.005,1.0,67.71423,4995.126665107719
4996.7217,2,4753.7666,1.0,299.999969473632,,100,5.4391416e-20,400.0,400,0.0033333334,1.0,4996.7212806626085,3072.143081714033,4996.7212806626085,1.0,3072.143081714033,499.68333333333334,0.0033333336,0.0033333334,1.0,55.334465,4996.7212806626085
4997.5225,,4787.117,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4997.522363663398,2304.113849449664,4997.522363663398,1.0,2304.113849449664,499.7625,0.0024999997,0.0025,1.0,47.941143,4997.522363663398
4998.803,1,4810.272,1.0036064,498.39264976918406,0.0032256586,100,1.292612e-08,498.2032605123187,500,0.0021553924,0.5783055,4997.994553957051,1843.2870293472931,4997.994553957051,1.0767168,1843.2870293472931,499.81,0.0019999999,0.0011576632,0.99909115,24.847864,4997.994553957051
4999.919,2,4579.1084,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.91932335791,0.009197541370685684,4999.91932335791,1.0,0.009197541370685684,500.0,0.009999998,0.01,1.0,0.09543398,4999.91932335791
4999.9165,2,4702.3584,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.916177856908,0.014308341419102968,4999.916177856908,1.0,0.014308341419102968,500.0,0.0049999994,0.005,1.0,0.11930376,4999.916177856908
4999.921,2,4756.966,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.920840578387,0.012115261379950885,4999.920840578387,1.0,0.012115261379950885,500.0,0.0033333336,0.0033333334,1.0,0.10987896,4999.920840578387
4986.4707,2,4776.0654,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4986.471404830739,56551.41229542012,4986.471404830739,1.0,56551.41229542012,498.66,0.0024999997,0.0025,1.0,237.50795,4986.471404830739
4997.744,1,4807.775,1.018974,489.0850196861048,0.022206804,100,8.944714e-08,490.6896802243111,500,0.0023267625,0.14211088,4989.159420826554,45247.426336701334,4989.159420826554,1.1593428,45247.426336701334,498.928,0.002,0.00028521183,0.9965286,35.41649,4989.159420826554
4999.9375,2,4579.127,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.937606010086,0.004791243261549148,4999.937606010086,1.0,0.004791243261549148,500.0,0.009999998,0.01,1.0,0.06887073,4999.937606010086
4999.939,2,4702.381,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.938924351994,0.004042711069556375,4999.938924351994,1.0,0.004042711069556375,500.0,0.0049999994,0.005,1.0,0.06342188,4999.938924351994
4999.933,2,4756.978,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.932696643614,0.013337361537277768,4999.932696643614,1.0,0.013337361537277768,500.0,0.0033333336,0.0033333334,1.0,0.11529049,4999.932696643614
4988.426,2,4778.0205,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4988.425611329826,52906.68232877658,4988.425611329826,1.0,52906.68232877658,498.8525,0.0024999997,0.0025,1.0,229.72687,4988.425611329826
4996.5244,1,4806.3076,1.0216327,487.59087071949676,0.0249545,100,1.0200338e-07,489.4126959900939,500,0.0024577463,0.28286952,4990.724744309314,42325.32929655156,4990.724744309314,1.2156378,42325.32929655156,499.082,0.002,0.0005718986,0.9892297,76.22053,4990.724744309314
4999.9307,2,4579.12,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.930785210823,0.0036909027097781957,4999.930785210823,1.0,0.0036909027097781957,500.0,0.009999998,0.01,1.0,0.060447957,4999.930785210823
4999.9355,2,4702.3774,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.935474703139,0.0035474041589159664,4999.935474703139,1.0,0.0035474041589159664,500.0,0.0049999994,0.005,1.0,0.059398968,4999.935474703139
4999.935,2,4756.98,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.935023491804,0.0036763519704144944,4999.935023491804,1.0,0.0036763519704144944,500.0,0.0033333336,0.0033333334,1.0,0.0605331,4999.935023491804
4999.931,2,4789.526,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.930914531168,0.004246127085489499,4999.930914531168,1.0,0.004246127085489499,500.0,0.0024999997,0.0025,1.0,0.0650803,4999.930914531168
4999.93,1,4811.738,1.0,500.00000664260017,,100,5.431875e-20,500.0,500,0.002,1.0,4999.929600873344,0.004599125316986367,4999.929600873344,1.0,0.004599125316986367,500.0,0.0020000003,0.002,1.0,0.067750804,4999.929600873344
4999.9346,2,4579.124,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.9344628537365,0.008548854601746134,4999.9344628537365,1.0,0.008548854601746134,500.0,0.009999998,0.01,1.0,0.09198142,4999.9344628537365
4999.9316,2,4702.3735,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.931919459084,0.00926470891357753,4999.931919459084,1.0,0.00926470891357753,500.0,0.0049999994,0.005,1.0,0.096009046,4999.931919459084
4999.927,2,4756.9717,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.9264812663205,0.00881513188795085,4999.9264812663205,1.0,0.00881513188795085,500.0,0.0033333336,0.0033333334,1.0,0.09373242,4999.9264812663205
4999.9297,2,4789.5244,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.930114653661,0.007478643040693872,4999.930114653661,1.0,0.007478643040693872,500.0,0.0024999997,0.0025,1.0,0.08637267,4999.930114653661
4999.9316,1,4811.7393,1.0000001,499.99983353143807,2.3440448e-07,100,9.375978e-13,499.99994039536233,500,0.002001487,0.99687195,4999.9312203954005,0.006615351158658328,4999.9312203954005,1.0007559,0.006615351158658328,500.0,0.002,0.001993719,1.0000124,0.08118921,4999.9312203954005
4999.935,2,4579.1245,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.934933099672,0.0048205638936155626,4999.934933099672,1.0,0.0048205638936155626,500.0,0.009999998,0.01,1.0,0.0690894,4999.934933099672
4999.9375,2,4702.3794,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.937671052525,0.005169319923522488,4999.937671052525,1.0,0.005169319923522488,500.0,0.0049999994,0.005,1.0,0.071717985,4999.937671052525
4999.9277,2,4756.9727,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.927141329926,0.007219704491399053,4999.927141329926,1.0,0.007219704491399053,500.0,0.0033333336,0.0033333334,1.0,0.08482434,4999.927141329926
4999.928,2,4789.523,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.928067691552,0.006915198303326721,4999.928067691552,1.0,0.006915198303326721,500.0,0.0024999997,0.0025,1.0,0.08304689,4999.928067691552
4999.9307,1,4811.7383,1.0000006,499.9983581746059,3.3412919e-06,100,1.3366151e-11,499.99970197695376,500,0.0020066476,0.9907351,4999.930415564972,0.006348523006496625,4999.930415564972,1.0032871,0.006348523006496625,500.0,0.0019999999,0.0019815427,0.9999634,0.07941866,4999.930415564972
4999.9165,2,4579.106,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.916410935466,0.006813503628684904,4999.916410935466,1.0,0.006813503628684904,500.0,0.009999998,0.01,1.0,0.08214078,4999.916410935466
4999.921,2,4702.363,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.920566108557,0.00755840757955099,4999.920566108557,1.0,0.00755840757955099,500.0,0.0049999994,0.005,1.0,0.08671971,4999.920566108557
4999.9224,2,4756.9673,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.922611634377,0.0071352382982835996,4999.922611634377,1.0,0.0071352382982835996,500.0,0.0033333336,0.0033333334,1.0,0.084326774,4999.922611634377
4999.9263,2,4789.521,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.925920437285,0.00655499536672819,4999.925920437285,1.0,0.00655499536672819,500.0,0.0024999997,0.0025,1.0,0.080855586,4999.925920437285
4998.3164,1,4809.2964,1.0088192,495.3518242788384,0.009375848,100,3.7609414e-08,495.6289381417436,500,0.0022361134,0.40769774,4995.985092977204,7762.079997599162,4995.985092977204,1.1164796,7762.079997599162,499.608,0.002,0.00081654725,0.99858946,35.97697,4995.985092977204
4999.925,2,4579.1143,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.925447213146,0.006162266922049192,4999.925447213146,1.0,0.006162266922049192,500.0,0.009999998,0.01,1.0,0.0781066,4999.925447213146
4999.9287,2,4702.3706,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.928819128226,0.005885173992184753,4999.928819128226,1.0,0.005885173992184753,500.0,0.0049999994,0.005,1.0,0.076516785,4999.928819128226
4999.935,2,4756.98,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.934541574875,0.005056450767166858,4999.934541574875,1.0,0.005056450767166858,500.0,0.0033333336,0.0033333334,1.0,0.07099227,4999.934541574875
4999.9375,2,4789.532,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.9370426217365,0.004789822175809916,4999.9370426217365,1.0,0.004789822175809916,500.0,0.0024999997,0.0025,1.0,0.069121264,4999.9370426217365
4999.936,1,4811.7437,1.0000005,499.99978776014615,4.992015e-07,100,1.9967866e-12,499.9997615815346,500,0.00200281,0.9967569,4999.9351573461345,0.004979542373334986,4999.9351573461345,1.0014122,0.004979542373334986,500.0,0.0019999999,0.0019934995,1.0000072,0.070457175,4999.9351573461345
4999.92,2,4579.1094,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.920374944205,0.01169828858936008,4999.920374944205,1.0,0.01169828858936008,500.0,0.009999998,0.01,1.0,0.10760618,4999.920374944205
4999.927,2,4702.3687,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.92668835109,0.00957972619608613,4999.92668835109,1.0,0.00957972619608613,500.0,0.0049999994,0.005,1.0,0.09762402,4999.92668835109
4999.928,2,4756.973,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.928357019868,0.008511451512625017,4999.928357019868,1.0,0.008511451512625017,500.0,0.0033333336,0.0033333334,1.0,0.09210105,4999.928357019868
4999.9307,2,4789.5254,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.9310203950845,0.007315233019278898,4999.9310203950845,1.0,0.007315233019278898,500.0,0.0024999997,0.0025,1.0,0.08541936,4999.9310203950845
4992.1167,1,4802.898,1.0109414,494.7301320511153,0.010717237,100,4.2693294e-08,494.5885160247918,500,0.0025080682,0.6806847,4989.947432123712,49799.15426806826,4989.947432123712,1.2566112,49799.15426806826,499.004,0.0020000003,0.0013585774,1.002055,174.61002,4989.947432123712
4993.2305,2,4572.42,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4993.231240970362,4488.812588855613,4993.231240970362,1.0,4488.812588855613,499.34,0.009999998,0.01,1.0,66.66278,4993.231240970362
4996.581,2,4699.023,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4996.580961985455,2244.407572579953,4996.580961985455,1.0,2244.407572579953,499.67,0.0049999994,0.005,1.0,47.256607,4996.580961985455
4997.6924,2,4754.7373,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4997.692802917897,1496.2517512290729,4997.692802917897,1.0,1496.2517512290729,499.78,0.0033333336,0.0033333334,1.0,38.616905,4997.692802917897
4998.2534,2,4787.848,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4998.253523336502,1122.1978756617364,4998.253523336502,1.0,1122.1978756617364,499.835,0.0024999997,0.0025,1.0,33.45733,4998.253523336502
4999.084,1,4810.6865,1.0021834,498.45203221639196,0.0030849166,100,1.2447015e-08,498.91065983230015,500,0.0021447737,0.62872684,4998.589738342806,897.7626217088853,4998.589738342806,1.0677525,897.7626217088853,499.868,0.002,0.0012629114,0.9956785,18.915289,4998.589738342806
4999.9326,2,4579.122,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.93278336233,0.004154496417120172,4999.93278336233,1.0,0.004154496417120172,500.0,0.009999998,0.01,1.0,0.064132705,4999.93278336233
4997.772,2,4700.214,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4997.7717058305,934.9716871170343,4997.7717058305,1.0,934.9716871170343,499.79,0.0049999994,0.005,1.0,30.50078,4997.7717058305
4998.494,2,4755.539,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4998.493748206257,623.3192709142577,4998.493748206257,1.0,623.3192709142577,499.86,0.0033333336,0.0033333334,1.0,24.924726,4998.493748206257
4998.8545,2,4788.449,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4998.854269081405,467.49091126080015,4998.854269081405,1.0,467.49091126080015,499.895,0.0024999997,0.0025,1.0,21.594503,4998.854269081405
4999.2993,1,4810.998,1.0011587,499.3996974354719,0.0012017715,100,4.8182534e-09,499.42131338523575,500,0.002089605,0.7366874,4999.070870488126,373.9947092380191,4999.070870488126,1.043591,373.9947092380191,499.916,0.002,0.0014750853,0.99884045,14.2566395,4999.070870488126
4999.9346,2,4579.124,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.9346584826735,0.005060790063597784,4999.9346584826735,1.0,0.005060790063597784,500.0,0.009999998,0.01,1.0,0.0707803,4999.9346584826735
4999.928,2,4702.37,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.928285879518,0.010486143654471905,4999.928285879518,1.0,0.010486143654471905,500.0,0.0049999994,0.005,1.0,0.102157675,4999.928285879518
4999.928,2,4756.973,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.928096328574,0.008924983354078176,4999.928096328574,1.0,0.008924983354078176,500.0,0.0033333336,0.0033333334,1.0,0.09431646,4999.928096328574
4999.929,2,4789.524,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.929442645387,0.007819091304935003,4999.929442645387,1.0,0.007819091304935003,500.0,0.0024999997,0.0025,1.0,0.088313505,4999.929442645387
4999.9297,1,4811.7373,1.0000006,499.9995188780619,9.664255e-07,100,3.865917e-12,499.99970197695376,500,0.0020029922,0.99543685,4999.928370718602,0.00768198322674771,4999.928370718602,1.0014681,0.00768198322674771,500.0,0.002,0.0019909292,0.99997205,0.08740202,4999.928370718602
4999.9395,2,4579.129,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.939625040656,0.003574103529053911,4999.939625040656,1.0,0.003574103529053911,500.0,0.009999998,0.01,1.0,0.059485745,4999.939625040656
4999.938,2,4702.38,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.938189017866,0.004436508230754218,4999.938189017866,1.0,0.004436508230754218,500.0,0.0049999994,0.005,1.0,0.066446066,4999.938189017866
4999.9355,2,4756.9805,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.935364098086,0.004488861820661235,4999.935364098086,1.0,0.004488861820661235,500.0,0.0033333336,0.0033333334,1.0,0.06689109,4999.935364098086
4999.9346,2,4789.5293,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.934358027573,0.004885750551635397,4999.934358027573,1.0,0.004885750551635397,500.0,0.0024999997,0.0025,1.0,0.06981317,4999.934358027573
4999.935,1,4811.7427,1.0,500.00000664260017,,100,5.431875e-20,500.0,500,0.002,1.0,4999.9344828723915,0.004520168557123432,4999.9344828723915,1.0,0.004520168557123432,500.0,0.0020000003,0.002,1.0,0.06716674,4999.9344828723915
4999.9224,2,4579.112,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.922158111593,0.006920785399572756,4999.922158111593,1.0,0.006920785399572756,500.0,0.009999998,0.01,1.0,0.08279166,4999.922158111593
4999.9326,2,4702.3745,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.932804650539,0.005675197542245838,4999.932804650539,1.0,0.005675197542245838,500.0,0.0049999994,0.005,1.0,0.07514679,4999.932804650539
4996.8354,2,4753.8804,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4996.835520854927,2883.2033771593674,4996.835520854927,1.0,2883.2033771593674,499.6933333333333,0.0033333336,0.0033333334,1.0,53.605907,4996.835520854927
4997.6094,2,4787.204,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4997.609799714849,2162.4000216881973,4997.609799714849,1.0,2162.4000216881973,499.77,0.0024999997,0.0025,1.0,46.44345,4997.609799714849
4998.8096,1,4810.2944,1.0034343,498.1284780331632,0.0037470914,100,1.5058683e-08,498.2887268148887,500,0.0021715232,0.6035165,4998.07339941106,1729.9156766512788,4998.07339941106,1.0832237,1729.9156766512788,499.816,0.002,0.001209861,0.99766254,25.155294,4998.07339941106
4999.947,2,4579.136,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.946944819443,0.0032690282772771316,4999.946944819443,1.0,0.0032690282772771316,500.0,0.009999998,0.01,1.0,0.056902993,4999.946944819443
4999.94,2,4702.382,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.939838566355,0.003319210519986433,4999.939838566355,1.0,0.003319210519986433,500.0,0.0049999994,0.005,1.0,0.057469614,4999.939838566355
4999.9385,2,4756.9834,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.938432328451,0.0035298919129558813,4999.938432328451,1.0,0.0035298919129558813,500.0,0.0033333336,0.0033333334,1.0,0.059309028,4999.938432328451
4999.9365,2,4789.5312,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.936926947253,0.003735213197116924,4999.936926947253,1.0,0.003735213197116924,500.0,0.0024999997,0.0025,1.0,0.061034642,4999.936926947253
4999.935,1,4811.7427,1.0,500.00000664260017,,100,5.431875e-20,500.0,500,0.002,1.0,4999.934442349559,0.003969101983067655,4999.934442349559,1.0,0.003969101983067655,500.0,0.0020000003,0.002,1.0,0.062939994,4999.934442349559
4999.945,2,4579.1343,1.0,100.0,,100,3.5044917e-18,500.0,500,0.01,1.0,4999.945188602532,0.003955401107279819,4999.945188602532,1.0,0.003955401107279819,500.0,0.009999998,0.01,1.0,0.0625719,4999.945188602532
4999.9365,2,4702.3784,1.0,200.00000010221265,,100,2.179301e-19,500.0,500,0.005,1.0,4999.936926290323,0.004035423292294366,4999.936926290323,1.0,0.004035423292294366,500.0,0.0049999994,0.005,1.0,0.06336083,4999.936926290323
4999.9365,2,4756.9814,1.0,299.999969473632,,100,5.4391416e-20,500.0,500,0.0033333334,1.0,4999.936651789431,0.004051479983672785,4999.936651789431,1.0,0.004051479983672785,500.0,0.0033333336,0.0033333334,1.0,0.06353984,4999.936651789431
4999.9346,2,4789.5293,1.0,400.0,,100,5.434597e-20,500.0,500,0.0025,1.0,4999.934822222543,0.004457001920173979,4999.934822222543,1.0,0.004457001920173979,500.0,0.0024999997,0.0025,1.0,0.066670224,4999.934822222543
