AvgVanillaIw,AvgNormIw,MinVanillaIw,ESSClassic,AvgDiscRet,eRenyi2,Bound,MaxNormIw,J,BatchSize,MaxVanillaIw,ESSRenyi,VarNormIw,AvgEpLen,VarVanillaIw,VarDiscRet,AvgRet,MinNormIw,VarJ,VarRet
1.0,0.009999998,1.0,100.0,-1.0658141036401503e-14,nan,-11.724925,0.01,3.427267e-07,100,1.0,nan,3.5044917e-18,9.07,,2305.799948607122,80.65581319940713,0.01,47.77805,2305.799948607122
1.0,0.009999998,1.0,100.0,4.618527782440651e-15,nan,-14.080454,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,8.27,,1640.3537618840865,72.65477685527384,0.01,40.298264,1640.353761884086
1.0,0.009999998,1.0,100.0,-1.6342482922482305e-15,nan,-15.840285,0.01,-2.9802322e-08,100,1.0,nan,3.5044917e-18,8.18,,1900.0776670007406,71.75570376655008,0.01,43.371384,1900.0776670007406
1.0,0.009999998,1.0,100.0,7.389644451905042e-15,nan,-12.5581875,0.01,2.9802322e-08,100,1.0,nan,3.5044917e-18,8.08,,991.4349662968286,70.7524091191139,0.01,31.32923,991.4349662968286
1.0,0.009999998,1.0,100.0,5.4711790653527716e-15,nan,-7.693689,0.01,-3.7252903e-08,100,1.0,nan,3.5044917e-18,7.86,,953.7256872587741,68.55436084360619,0.01,30.72765,953.7256872587741
1.0,0.009999998,1.0,100.0,1.2150280781497713e-14,nan,-15.435683,0.01,1.1920929e-07,100,1.0,nan,3.5044917e-18,8.66,,2220.9617990570337,76.55375400335497,0.01,46.890854,2220.9617990570337
1.0,0.009999998,1.0,100.0,-3.694822225952521e-15,nan,-14.349883,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,7.95,,1384.7640047953983,69.45362356270611,0.01,37.025887,1384.7640047953978
1.0,0.009999998,1.0,100.0,3.623767952376511e-15,nan,-14.409448,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,7.88,,1233.0630162157613,68.75457289417221,0.01,34.938984,1233.063016215761
1.0,0.009999998,1.0,100.0,-1.8829382497642654e-14,nan,-11.716682,0.01,,100,1.0,nan,3.5044917e-18,9.08,,2161.311402503229,80.75448647940965,0.01,46.256874,2161.311402503229
1.0,0.009999998,1.0,100.0,1.3358203432289883e-14,nan,-14.114318,0.01,2.3841858e-07,100,1.0,nan,3.5044917e-18,8.23,,1472.6999415618768,72.2544133422365,0.01,38.18341,1472.6999415618766
1.0,0.009999998,1.0,100.0,-8.313350008393172e-15,nan,-16.16754,0.01,-1.4901161e-07,100,1.0,nan,3.5044917e-18,8.79,,1819.0078180958135,77.85480676633154,0.01,42.436043,1819.0078180958135
1.0,0.009999998,1.0,100.0,-5.115907697472721e-15,nan,-20.964552,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,9.09,,2669.1769894044482,80.8550583785245,0.01,51.40511,2669.1769894044482
1.0,0.009999998,1.0,100.0,-5.826450433232821e-15,nan,-18.145864,0.01,1.1920929e-07,100,1.0,nan,3.5044917e-18,8.44,,2120.2078180468184,74.35428992496477,0.01,45.814907,2120.207818046819
1.0,0.009999998,1.0,100.0,-9.805489753489382e-15,nan,-16.286167,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.65,,1794.9406415817223,76.4541384391451,0.01,42.154373,1794.9406415817225
1.0,0.009999998,1.0,100.0,1.3926637620897963e-14,nan,-9.443071,0.01,-5.9604645e-07,100,1.0,nan,3.5044917e-18,8.78,,1389.3765421086775,77.75517326313062,0.01,37.0875,1389.3765421086775
1.0,0.009999998,1.0,100.0,6.323830348264892e-15,nan,-24.862675,0.01,1.1920929e-07,100,1.0,nan,3.5044917e-18,8.46,,2100.170517013861,74.5546654357035,0.01,45.597908,2100.170517013861
1.0,0.009999998,1.0,100.0,-5.684341886080802e-16,nan,-11.622565,0.01,2.30968e-07,100,1.0,nan,3.5044917e-18,8.19,,1431.8227281859854,71.85544333729592,0.01,37.64976,1431.8227281859854
1.0,0.009999998,1.0,100.0,-1.2079226507921704e-15,nan,-14.475989,0.01,4.172325e-07,100,1.0,nan,3.5044917e-18,8.8,,1955.7954825386873,77.95496447030172,0.01,44.002697,1955.7954825386873
1.0,0.009999998,1.0,100.0,1.5489831639570185e-14,nan,-13.558915,0.01,,100,1.0,nan,3.5044917e-18,7.89,,1458.5796420352485,68.85417429024062,0.01,37.99992,1458.5796420352485
1.0,0.009999998,1.0,100.0,1.2079226507921703e-14,nan,-22.497221,0.01,1.4901161e-07,100,1.0,nan,3.5044917e-18,8.27,,2286.760796699347,72.65502068989873,0.01,47.580387,2286.7607966993464
1.0,0.009999998,1.0,100.0,1.2931877790833824e-14,nan,-17.9102,0.01,2.0861626e-07,100,1.0,nan,3.5044917e-18,8.72,,2046.8173572911019,77.15576457461638,0.01,45.014988,2046.8173572911014
1.0,0.009999998,1.0,100.0,9.876544027065392e-15,nan,-14.737056,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,8.49,,1819.4168251018702,74.85568652427212,0.01,42.44081,1819.4168251018698
1.0,0.009999998,1.0,100.0,8.526512829121202e-16,nan,-13.668474,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,7.76,,1378.1606577217485,67.55431975993673,0.01,36.9375,1378.1606577217485
1.0,0.009999998,1.0,100.0,-5.258016244624741e-15,nan,-10.193139,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,8.89,,1509.205853891367,78.85527332884442,0.01,38.653767,1509.2058538913673
1.0,0.009999998,1.0,100.0,-9.876544027065392e-15,nan,-15.0999975,0.01,,100,1.0,nan,3.5044917e-18,9.06,,2159.60363198816,80.55423620983589,0.01,46.238598,2159.60363198816
1.0,0.009999998,1.0,100.0,-1.9753088054130784e-14,nan,-11.5563,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,8.27,,1301.0796032647047,72.6532767052876,0.01,35.889675,1301.0796032647047
1.0,0.009999998,1.0,100.0,1.1723955140041652e-14,nan,-13.357793,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,8.13,,1621.8678808017876,71.25392640714674,0.01,40.070553,1621.8678808017876
1.0,0.009999998,1.0,100.0,-1.4850343177386093e-14,nan,-16.892176,0.01,-2.0861626e-07,100,1.0,nan,3.5044917e-18,8.93,,2166.4816122346188,79.25530924870348,0.01,46.31217,2166.4816122346188
1.0,0.009999998,1.0,100.0,-1.2079226507921704e-15,nan,-9.872311,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.27,,1129.1583537435195,72.65462680785431,0.01,33.434517,1129.1583537435195
1.0,0.009999998,1.0,100.0,-5.684341886080802e-15,nan,-13.735755,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,7.68,,1183.8050030873674,66.75401995615601,0.01,34.234,1183.8050030873674
1.0,0.009999998,1.0,100.0,7.815970093361102e-16,nan,-8.441607,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,7.97,,942.4930197880122,69.65433481535648,0.01,30.546164,942.4930197880122
1.0,0.009999998,1.0,100.0,-9.450218385609333e-15,nan,-10.234488,0.01,-2.2351742e-07,100,1.0,nan,3.5044917e-18,7.84,,1270.263576942014,68.35543174889072,0.01,35.46211,1270.2635769420137
1.0,0.009999998,1.0,100.0,-1.6910917111090384e-14,nan,-14.543606,0.01,,100,1.0,nan,3.5044917e-18,8.72,,1782.357491494508,77.15445220525558,0.01,42.006355,1782.357491494508
1.0,0.009999998,1.0,100.0,1.3500311979441904e-15,nan,-13.466689,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,8.0,,1289.1166036292802,69.95405819996537,0.01,35.7243,1289.1166036292802
1.0,0.009999998,1.0,100.0,1.5205614545266145e-14,nan,-20.65422,0.01,2.3841858e-07,100,1.0,nan,3.5044917e-18,8.46,,1886.045131435198,74.55425993694753,0.01,43.210934,1886.0451314351976
1.0,0.009999998,1.0,100.0,-7.105427357601002e-15,nan,-12.120756,0.01,1.1920929e-07,100,1.0,nan,3.5044917e-18,7.6,,955.6722833724573,65.95430212525521,0.01,30.758991,955.6722833724574
1.0,0.009999998,1.0,100.0,-4.405364961712621e-15,nan,-8.989731,0.01,2.682209e-07,100,1.0,nan,3.5044917e-18,8.32,,1022.1613048461647,73.1536276838941,0.01,31.810999,1022.1613048461652
1.0,0.009999998,1.0,100.0,1.5631940186722204e-15,nan,-14.998069,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,8.18,,1330.2480275331309,71.75508997282465,0.01,36.28974,1330.2480275331309
1.0,0.009999998,1.0,100.0,-5.329070518200751e-15,nan,-7.634309,0.01,-4.172325e-07,100,1.0,nan,3.5044917e-18,7.93,,946.1414531760316,69.2541802626396,0.01,30.605228,946.1414531760317
1.0,0.009999998,1.0,100.0,-4.902744876744691e-15,nan,-33.02626,0.01,5.364418e-07,100,1.0,nan,3.5044917e-18,8.76,,3154.025913371464,77.55502625801329,0.01,55.879204,3154.025913371464
1.0,0.009999998,1.0,100.0,4.547473508864641e-15,nan,-14.821706,0.01,-1.4901161e-08,100,1.0,nan,3.5044917e-18,8.39,,1791.9472161500055,73.85370603190154,0.01,42.11921,1791.9472161500053
1.0,0.009999998,1.0,100.0,9.308109838457313e-15,nan,-24.996586,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,9.3,,2722.506512002798,82.95470294179951,0.01,51.9161,2722.506512002798
1.0,0.009999998,1.0,100.0,-8.668621376273222e-15,nan,-20.21689,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,8.98,,1796.2552054114692,79.7550727245714,0.01,42.169807,1796.255205411469
1.0,0.009999998,1.0,100.0,8.242295734817162e-15,nan,-11.834551,0.01,3.5762787e-07,100,1.0,nan,3.5044917e-18,7.94,,1369.5656513651395,69.35449054966283,0.01,36.82214,1369.5656513651395
1.0,0.009999998,1.0,100.0,2.415845301584341e-15,nan,-10.428775,0.01,-1.7881393e-07,100,1.0,nan,3.5044917e-18,8.61,,1594.0569869280898,76.05420272571416,0.01,39.725513,1594.0569869280898
1.0,0.009999998,1.0,100.0,4.973799150320702e-16,nan,-8.669906,0.01,-3.5762787e-07,100,1.0,nan,3.5044917e-18,8.7,,1718.4816926106946,76.95640397238827,0.01,41.246777,1718.4816926106946
1.0,0.009999998,1.0,100.0,1.9895196601282807e-15,nan,-18.272383,0.01,-5.9604645e-07,100,1.0,nan,3.5044917e-18,8.29,,1687.7679476375151,72.85508814105755,0.01,40.876526,1687.7679476375151
1.0,0.009999998,1.0,100.0,-1.6058265828178263e-14,nan,-15.411091,0.01,8.940697e-08,100,1.0,nan,3.5044917e-18,8.69,,1928.9832163282285,76.85549799018838,0.01,43.70004,1928.983216328228
1.0,0.009999998,1.0,100.0,-1.2363443602225743e-14,nan,-13.6423435,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,8.79,,2037.1888253867337,77.85590443397494,0.01,44.90898,2037.1888253867332
1.0,0.009999998,1.0,100.0,-9.379164112033323e-15,nan,-14.61915,0.01,2.2351742e-07,100,1.0,nan,3.5044917e-18,8.63,,1409.6382120226804,76.25422253668982,0.01,37.35695,1409.6382120226804
1.0,0.009999998,1.0,100.0,-2.5153212845907547e-14,nan,-9.48643,0.01,-4.172325e-07,100,1.0,nan,3.5044917e-18,7.73,,1167.625902301553,67.2529271471512,0.01,33.999256,1167.6259023015532
1.0,0.009999998,1.0,100.0,-1.0516032489249483e-14,nan,-22.656422,0.01,,100,1.0,nan,3.5044917e-18,9.08,,2599.4537398000048,80.7553141795146,0.01,50.729275,2599.4537398000048
1.0,0.009999998,1.0,100.0,1.6626700016786343e-14,nan,-20.376915,0.01,4.172325e-07,100,1.0,nan,3.5044917e-18,8.79,,2069.583919908764,77.85413225072456,0.01,45.264645,2069.583919908764
1.0,0.009999998,1.0,100.0,-6.8212102632969615e-15,nan,-10.151352,0.01,2.3841858e-07,100,1.0,nan,3.5044917e-18,8.94,,1628.299679599009,79.35414983287882,0.01,40.14993,1628.299679599009
1.0,0.009999998,1.0,100.0,-4.050093593832571e-15,nan,-24.221806,0.01,2.8312206e-07,100,1.0,nan,3.5044917e-18,9.22,,2868.1602236987255,82.15433672355981,0.01,53.28676,2868.1602236987255
1.0,0.009999998,1.0,100.0,-8.384404281969182e-15,nan,-10.041913,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.07,,1479.484274100781,70.6548060501149,0.01,38.271263,1479.484274100781
1.0,0.009999998,1.0,100.0,1.1937117960769683e-14,nan,-9.419169,0.01,5.364418e-07,100,1.0,nan,3.5044917e-18,8.81,,1240.0694641466434,78.05386699034429,0.01,35.038105,1240.0694641466434
1.0,0.009999998,1.0,100.0,8.455458555545192e-15,nan,-10.192293,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,8.89,,1717.2046028715451,78.85502503661056,0.01,41.23145,1717.2046028715456
1.0,0.009999998,1.0,100.0,-3.9790393202565614e-15,nan,-10.192864,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,7.89,,1216.1480946843028,68.85545858729694,0.01,34.698513,1216.1480946843028
1.0,0.009999998,1.0,100.0,2.3447910280083307e-15,nan,-11.47255,0.01,,100,1.0,nan,3.5044917e-18,8.37,,1668.2139119189924,73.65488266753775,0.01,40.63904,1668.2139119189924
1.0,0.009999998,1.0,100.0,1.6626700016786343e-14,nan,-11.598299,0.01,,100,1.0,nan,3.5044917e-18,9.22,,2098.4907074642247,82.15573335098765,0.01,45.579662,2098.4907074642247
1.0,0.009999998,1.0,100.0,9.094947017729283e-15,nan,-11.303351,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,7.57,,1435.035783720352,65.65358320539748,0.01,37.69198,1435.035783720352
1.0,0.009999998,1.0,100.0,-1.0160761121369432e-14,nan,-8.829576,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,7.51,,954.6991761886112,65.0542546494868,0.01,30.743326,954.6991761886111
1.0,0.009999998,1.0,100.0,-4.263256414560601e-16,nan,-9.789176,0.01,1.1920929e-07,100,1.0,nan,3.5044917e-18,8.37,,1221.7808398800776,73.65465102809728,0.01,34.77877,1221.7808398800776
1.0,0.009999998,1.0,100.0,-2.7000623958883807e-15,nan,-10.621951,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.38,,1387.7007968031041,73.75431262487483,0.01,37.06513,1387.7007968031041
1.0,0.009999998,1.0,100.0,5.4001247917767615e-15,nan,-14.157337,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,8.18,,1342.3897965684348,71.75473744224703,0.01,36.454983,1342.3897965684343
1.0,0.009999998,1.0,100.0,-5.115907697472721e-15,nan,-9.519468,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,7.69,,1094.4690660553842,66.8559541400711,0.01,32.91693,1094.4690660553842
1.0,0.009999998,1.0,100.0,-1.3642420526593923e-14,nan,-10.731517,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.25,,1289.8769173488192,72.45398656978129,0.01,35.734833,1289.8769173488195
1.0,0.009999998,1.0,100.0,,nan,-10.773784,0.01,-8.940697e-08,100,1.0,nan,3.5044917e-18,8.2,,1408.300682465379,71.95583601532208,0.01,37.339222,1408.300682465379
1.0,0.009999998,1.0,100.0,-4.192202140984591e-15,nan,-5.707475,0.01,-1.7881393e-07,100,1.0,nan,3.5044917e-18,7.22,,597.2547475317759,62.15266647923058,0.01,24.316294,597.2547475317759
1.0,0.009999998,1.0,100.0,-4.405364961712621e-15,nan,-8.803931,0.01,2.3841858e-07,100,1.0,nan,3.5044917e-18,8.54,,1231.3667086836315,75.35465318643816,0.01,34.91494,1231.3667086836315
1.0,0.009999998,1.0,100.0,7.318590178329032e-15,nan,-14.131422,0.01,-4.172325e-07,100,1.0,nan,3.5044917e-18,8.21,,1760.4469084068894,72.05510990700137,0.01,41.747364,1760.4469084068892
1.0,0.009999998,1.0,100.0,-7.887024366937113e-15,nan,-12.110993,0.01,2.9802322e-07,100,1.0,nan,3.5044917e-18,8.61,,1583.8365113791613,76.05442409100772,0.01,39.597954,1583.8365113791613
1.0,0.009999998,1.0,100.0,6.8212102632969615e-15,nan,-7.9292216,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.58,,1453.1834434555858,75.75594053593709,0.01,37.92956,1453.1834434555856
1.0,0.009999998,1.0,100.0,-6.394884621840901e-16,nan,-14.324568,0.01,1.6391277e-07,100,1.0,nan,3.5044917e-18,7.98,,1161.7866295359129,69.75379191347224,0.01,33.91414,1161.7866295359129
1.0,0.009999998,1.0,100.0,5.115907697472721e-15,nan,-11.858953,0.01,3.5762787e-07,100,1.0,nan,3.5044917e-18,7.91,,1014.4703777288487,69.05463568538366,0.01,31.691095,1014.4703777288487
1.0,0.009999998,1.0,100.0,9.521272659185343e-15,nan,-8.374398,0.01,-4.7683716e-07,100,1.0,nan,3.5044917e-18,8.05,,1205.0077875510049,70.45502907767792,0.01,34.53922,1205.0077875510049
1.0,0.009999998,1.0,100.0,-1.2789769243681804e-14,nan,-10.580119,0.01,-2.8312206e-07,100,1.0,nan,3.5044917e-18,8.43,,1330.0268123970068,74.25376391348223,0.01,36.286728,1330.0268123970066
1.0,0.009999998,1.0,100.0,-5.755396159656812e-15,nan,-8.147747,0.01,,100,1.0,nan,3.5044917e-18,8.32,,1111.063253783381,73.15497871252347,0.01,33.16553,1111.0632537833808
1.0,0.009999998,1.0,100.0,1.0942358130705543e-14,nan,-10.916055,0.01,2.9802322e-07,100,1.0,nan,3.5044917e-18,8.03,,1259.6076133622785,70.25503950615645,0.01,35.313053,1259.6076133622785
1.0,0.009999998,1.0,100.0,2.2737367544323206e-15,nan,-10.941558,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,8.0,,1089.0317649281963,69.95367977777799,0.01,32.835064,1089.0317649281963
1.0,0.009999998,1.0,100.0,-1.2789769243681803e-15,nan,-8.870547,0.01,-1.1920929e-07,100,1.0,nan,3.5044917e-18,8.46,,1126.2631661066387,74.55576911822219,0.01,33.391624,1126.2631661066387
1.0,0.009999998,1.0,100.0,-4.121147867408581e-15,nan,-14.10658,0.01,8.940697e-08,100,1.0,nan,3.5044917e-18,8.24,,1263.0983995358333,72.35429732641059,0.01,35.36195,1263.0983995358336
1.0,0.009999998,1.0,100.0,6.536993168992922e-15,nan,-12.397551,0.01,8.34465e-07,100,1.0,nan,3.5044917e-18,9.27,,1967.728069264589,82.65583776371197,0.01,44.13673,1967.728069264589
1.0,0.009999998,1.0,100.0,-1.0729195309977513e-14,nan,-10.277252,0.01,4.7683716e-07,100,1.0,nan,3.5044917e-18,8.79,,1328.1065586527038,77.85573419386144,0.01,36.260525,1328.1065586527038
1.0,0.009999998,1.0,100.0,4.618527782440651e-15,nan,-11.22783,0.01,-1.7881393e-07,100,1.0,nan,3.5044917e-18,8.66,,1879.6001430610934,76.55305438447063,0.01,43.13704,1879.6001430610934
1.0,0.009999998,1.0,100.0,1.3429257705865893e-14,nan,-11.547319,0.01,8.046627e-07,100,1.0,nan,3.5044917e-18,8.28,,1717.5183571264479,72.7540440683186,0.01,41.235218,1717.5183571264479
1.0,0.009999998,1.0,100.0,1.1795009413617663e-14,nan,-14.502311,0.01,-2.3841858e-07,100,1.0,nan,3.5044917e-18,7.77,,1666.5016571265278,67.65427169307088,0.01,40.61818,1666.5016571265278
1.0,0.009999998,1.0,100.0,-8.526512829121202e-15,nan,-13.297471,0.01,-5.9604645e-08,100,1.0,nan,3.5044917e-18,8.2,,1406.2410328246528,71.95361143716755,0.01,37.31191,1406.2410328246528
1.0,0.009999998,1.0,100.0,7.318590178329032e-15,nan,-10.327824,0.01,5.9604645e-08,100,1.0,nan,3.5044917e-18,7.73,,1026.135994233782,67.2543095560487,0.01,31.872787,1026.135994233782
1.0,0.009999998,1.0,100.0,-6.252776074688882e-15,nan,-8.955037,0.01,2.3841858e-07,100,1.0,nan,3.5044917e-18,8.36,,1217.4123739135762,73.5554028774917,0.01,34.71654,1217.4123739135762
1.0,0.009999998,1.0,100.0,-5.542233338928782e-15,nan,-13.196944,0.01,-1.6391277e-07,100,1.0,nan,3.5044917e-18,8.32,,1355.4928249091836,73.15511667540801,0.01,36.63247,1355.4928249091836
1.0,0.009999998,1.0,100.0,1.5418777365994174e-14,nan,-10.150597,0.01,,100,1.0,nan,3.5044917e-18,7.94,,1218.00628282857,69.35436167857303,0.01,34.725006,1218.00628282857
1.0,0.009999998,1.0,100.0,1.7053025658242404e-15,nan,-12.633248,0.01,2.3841858e-07,100,1.0,nan,3.5044917e-18,7.99,,1528.438568531092,69.85448974763545,0.01,38.89928,1528.438568531092
1.0,0.009999998,1.0,100.0,5.115907697472721e-15,nan,-11.438133,0.01,1.4901161e-07,100,1.0,nan,3.5044917e-18,8.41,,1430.7306856041334,74.05407507898906,0.01,37.635403,1430.7306856041334
1.0,0.009999998,1.0,100.0,8.526512829121202e-15,nan,-11.363143,0.01,8.940697e-08,100,1.0,nan,3.5044917e-18,8.5,,1694.1388529005164,74.95459242582848,0.01,40.9536,1694.1388529005164
1.0,0.009999998,1.0,100.0,6.892264536872972e-15,nan,-13.196772,0.01,-1.8626451e-07,100,1.0,nan,3.5044917e-18,8.32,,1280.7286969292159,73.15473657363488,0.01,35.607883,1280.7286969292159
1.0,0.009999998,1.0,100.0,1.7195134205394424e-14,nan,-10.43608,0.01,-3.5762787e-07,100,1.0,nan,3.5044917e-18,8.6,,1557.7362645417722,75.95587604131657,0.01,39.27033,1557.7362645417722
1.0,0.009999998,1.0,100.0,5.542233338928782e-15,nan,-10.318755,0.01,-2.9802322e-07,100,1.0,nan,3.5044917e-18,7.74,,1074.1529139613067,67.3558475924773,0.01,32.60999,1074.1529139613067
1.0,0.009999998,1.0,100.0,-1.5631940186722204e-15,nan,-20.737577,0.01,3.874302e-07,100,1.0,nan,3.5044917e-18,8.36,,2338.6685419605446,73.55455533331444,0.01,48.117374,2338.6685419605446
1.0,0.009999998,1.0,100.0,-2.1316282072803005e-15,nan,-17.572786,0.01,7.1525574e-07,100,1.0,nan,3.5044917e-18,8.12,,1552.2539966025784,71.15512601274658,0.01,39.201164,1552.2539966025784
1.0,0.009999998,1.0,100.0,2.7000623958883807e-15,nan,-12.95347,0.01,1.7881393e-07,100,1.0,nan,3.5044917e-18,8.61,,1539.4938155202422,76.0554530838205,0.01,39.03971,1539.4938155202422
1.0,0.009999998,1.0,100.0,-2.3447910280083307e-15,nan,-10.049983,0.01,-2.0861626e-07,100,1.0,nan,3.5044917e-18,8.06,,1335.2574465972161,70.55421009038167,0.01,36.35801,1335.2574465972161
1.0,0.009999998,1.0,100.0,6.394884621840901e-16,nan,-15.006125,0.01,-1.7881393e-07,100,1.0,nan,3.5044917e-18,8.17,,1713.4677537268715,71.65469827916135,0.01,41.18656,1713.4677537268715
1.0,0.009999998,1.0,100.0,-8.526512829121202e-16,nan,-12.67543,0.01,-3.2782555e-07,100,1.0,nan,3.5044917e-18,7.94,,1391.767127797591,69.35375594141708,0.01,37.119392,1391.767127797591
