ESSRenyi,MaxNormIw,EpsThisIter,VarJ,MaxVanillaIw,IterType,eRenyi2,ESSClassic,AvgDiscRet,VanillaAvgRet,VarNormIw,J,VarRet,AvgVanillaIw,MinVanillaIw,BatchSize,Bound,MinNormIw,Delta,VarVanillaIw,AvgRet,VarDiscRet,AvgNormIw,AvgEpLen
99.5387116177,0.0134297,100,2.7537,1.34867,1,1.00463,99.5463418187,-106.637312225,-106.637312225,4.60341e-07,-106.586,7.45497625606,1.00424,0.84546,100,-118.002,0.00841889,0.5,0.00464254,-106.637312225,7.45497625606,0.01,20.8
97.9236164768,0.012964,100,3.80572,1.27695,1,1.0212,97.1415040699,-106.531424653,-106.531424653,2.97233e-06,-106.286,12.1527668393,0.984995,0.279713,100,-117.814,0.00283974,0.5,0.028838,-106.531424653,12.1527668393,0.01,18.38
96.323616545,0.0223823,100,6.56217,2.23344,1,1.03817,95.5575937509,-106.375628746,-106.375628746,4.69588e-06,-106.009,18.3466894917,0.99786,0.687554,100,-118.12,0.00689028,0.5,0.046758,-106.375628746,18.3466894917,0.01,20.28
97.4868960635,0.0223122,100,5.32319,2.30466,1,1.02578,95.2446520221,-106.173415729,-106.173415729,5.04323e-06,-105.882,19.0145951809,1.03292,0.702976,100,-117.567,0.00680574,0.5,0.053807,-106.173415729,19.0145951809,0.01,23.13
97.3063363781,0.0193496,100,3.9842,1.93337,1,1.02768,96.7894999556,-105.881093279,-105.881093279,3.3505e-06,-105.586,11.2150360653,0.999178,0.662496,100,-117.087,0.00663042,0.5,0.0334499,-105.881093279,11.2150360653,0.01,20.6
98.1338144989,0.0172258,100,4.82769,1.72555,1,1.01902,97.7470861717,-106.291919033,-106.291919033,2.32814e-06,-106.083,18.0597876861,1.00173,0.646335,100,-117.923,0.0064522,0.5,0.0233619,-106.291919033,18.0597876861,0.01,25.61
97.1874903694,0.0142901,100,7.97579,1.39462,1,1.02894,97.6043099428,-105.531369682,-105.531369682,2.47931e-06,-105.235,43.4413021806,0.975933,0.623867,100,-116.805,0.00639252,0.5,0.0236141,-105.531369682,43.4413021806,0.01,27.01
14.7485774843,0.483675,100,480.581,87.973,1,6.78031,4.07627449015,-103.996227818,-103.996227818,0.00237699,-11.8698,399.145270915,1.81885,0.018605,100,-43.2746,0.00010229,0.5,78.6357,-103.996227818,399.145270915,0.01,30.0
21.7679143853,0.123902,100,12.1754,53.749,,9.18783,23.1133668025,-102.853096912,-103.996227818,0.00033601,-102.507,399.145270915,4.33802,0.0113671,200,-146.671,2.62035e-05,0.5,63.2319,-103.996227818,167.135528697,0.01,30.0
9.35628349135,0.598867,100,653.547,251.721,1,21.376,2.71869140431,-105.7292831,-105.7292831,0.00182324,10.4109,26.5302372505,2.10164,8.1623e-05,200,-29.0184,1.94189e-07,0.5,322.122,-105.7292831,26.5302372505,0.005,23.31
200.0,0.01,100,10.1768,1.0,2,1.0,100.0,-102.605229649,-102.605229649,3.50449e-18,-102.605,104.613249551,1.0,1.0,200,-116.098,0.01,0.5,,-102.605229649,104.613249551,0.01,54.96
nan,0.382676,100,97.6672,12251.5,,nan,5.77773811173,-98.5335315504,-105.7292831,0.000844614,-102.901,26.5302372505,160.076,0.00397266,300,-inf,1.24086e-07,0.5,865708.0,-105.7292831,899.886520377,0.005,23.31
76.4929543679,0.142368,100,402.91,43.3418,1,3.92193,40.5230639247,-105.436326327,-105.436326327,7.13845e-05,-77.2941,29.1805867737,1.01478,0.050039,300,-91.084,0.000164367,0.5,6.61592,-105.436326327,29.1805867737,0.00333333,24.21
300.0,0.01,100,19.8141,1.0,2,1.0,100.0,-103.395659396,-103.395659396,3.50449e-18,-103.396,396.564276594,1.0,1.0,300,-116.866,0.01,0.5,,-103.395659396,396.564276594,0.01,40.05
300.0,0.005,100,23.449,1.0,2,1.0,200.000000102,-109.83929167,-109.83929167,2.1793e-19,-106.617,693.289047454,1.0,1.0,300,-127.265,0.005,0.5,,-109.83929167,693.289047454,0.005,44.66
230.70487359,0.0358094,100,25.8776,19.9844,,1.73382,157.77241025,-104.878431354,-105.436326327,1.00499e-05,-106.693,29.1805867737,1.86026,0.0230724,400,-128.892,4.13427e-05,0.5,3.13003,-105.436326327,89.2739741091,0.00333333,24.21
73.4612202699,0.159162,100,509.006,65.3572,1,5.44505,33.9418155177,-105.588011447,-105.588011447,6.75744e-05,-73.837,24.4481070875,1.02658,0.0113359,400,-87.9086,2.76059e-05,0.5,11.3943,-105.588011447,24.4481070875,0.0025,25.03
400.0,0.01,100,49.8693,1.0,2,1.0,100.0,-110.543418841,-110.543418841,3.50449e-18,-110.543,2512.0684228,1.0,1.0,400,-160.145,0.01,0.5,,-110.543418841,2512.0684228,0.01,70.97
400.0,0.005,100,35.5997,1.0,2,1.0,200.000000102,-105.05091164,-105.05091164,2.1793e-19,-107.797,32.974093817,1.0,1.0,400,-142.871,0.005,0.5,,-105.05091164,32.974093817,0.005,38.32
400.0,0.00333333,100,30.7441,1.0,2,1.0,299.999969474,-103.99691195,-103.99691195,5.43914e-20,-106.53,294.238321528,1.0,1.0,400,-135.168,0.00333333,0.5,,-103.99691195,294.238321528,0.00333333,51.91
167.778280552,0.0736042,100,44.2194,88.2154,,2.98012,78.1644617491,-104.175061427,-105.588011447,2.57984e-05,-105.657,24.4481070875,2.99628,0.0153005,500,-148.471,1.27663e-05,0.5,37.0575,-105.588011447,90.8600110641,0.0025,25.03
121.009723814,0.106532,100,405.045,53.7054,1,4.1319,68.6325057605,-105.779214745,-105.779214745,2.51911e-05,-84.0725,34.1128284139,1.00825,0.023508,500,-96.6805,4.66311e-05,0.5,6.40215,-105.779214745,34.1128284139,0.002,24.88
500.0,0.01,100,24.4419,1.0,2,1.0,100.0,-104.966534755,-104.966534755,3.50449e-18,-104.967,603.439567184,1.0,1.0,500,-130.383,0.01,0.5,,-104.966534755,603.439567184,0.01,51.87
500.0,0.005,100,19.1648,1.0,2,1.0,200.000000102,-105.652491583,-105.652491583,2.1793e-19,-105.31,138.323882835,1.0,1.0,500,-123.282,0.005,0.5,,-105.652491583,138.323882835,0.005,36.8
500.0,0.00333333,100,16.4245,1.0,2,1.0,299.999969474,-103.996368254,-103.996368254,5.43914e-20,-104.872,74.3028845246,1.0,1.0,500,-119.546,0.00333333,0.5,,-103.996368254,74.3028845246,0.00333333,38.6
500.0,0.0025,100,15.9509,1.0,2,1.0,400.0,-105.143640693,-105.143640693,5.4346e-20,-104.94,210.482805555,1.0,1.0,500,-117.648,0.0025,0.5,,-105.143640693,210.482805555,0.0025,45.82
381.905058218,0.00647693,100,27.9039,3.14393,1,1.30923,381.462276535,-103.956471716,-103.956471716,1.24547e-06,-102.2,125.100600468,0.97081,0.0603283,500,-115.206,0.000124284,0.5,0.293456,-103.956471716,125.100600468,0.002,42.71
500.0,0.01,100,28.5588,1.0,2,1.0,100.0,-102.343100606,-102.343100606,3.50449e-18,-102.343,823.8436026,1.0,1.0,500,-131.388,0.01,0.5,,-102.343100606,823.8436026,0.01,57.31
500.0,0.005,100,21.0364,1.0,2,1.0,200.000000102,-103.504682869,-103.504682869,2.1793e-19,-102.924,69.4756690266,1.0,1.0,500,-123.462,0.005,0.5,,-103.504682869,69.4756690266,0.005,45.17
500.0,0.00333333,100,23.5831,1.0,2,1.0,299.999969474,-104.902253313,-104.902253313,5.43914e-20,-103.583,788.708924189,1.0,1.0,500,-120.839,0.00333333,0.5,,-104.902253313,788.708924189,0.00333333,47.97
500.0,0.0025,100,29.4574,1.0,2,1.0,400.0,-106.574373243,-106.574373243,5.4346e-20,-104.331,1813.89730236,1.0,1.0,500,-129.267,0.0025,0.5,,-106.574373243,1813.89730236,0.0025,54.77
465.648065963,0.00633721,100,26.0714,3.17938,1,1.07377,458.46538127,-102.867763917,-102.867763917,3.63106e-07,-102.177,171.56441552,1.0034,0.195979,500,-125.288,0.000390629,0.5,0.0913949,-102.867763917,171.56441552,0.002,54.7
500.0,0.01,100,24.511,1.0,2,1.0,100.0,-103.793897842,-103.793897842,3.50449e-18,-103.794,606.858136456,1.0,1.0,500,-132.086,0.01,0.5,,-103.793897842,606.858136456,0.01,54.37
500.0,0.005,100,28.4906,1.0,2,1.0,200.000000102,-102.390873023,-102.390873023,2.1793e-19,-103.092,1031.97482583,1.0,1.0,500,-129.052,0.005,0.5,,-102.390873023,1031.97482583,0.005,58.18
500.0,0.00333333,100,27.2366,1.0,2,1.0,299.999969474,-98.7038097447,-98.7038097447,5.43914e-20,-101.63,595.177787374,1.0,1.0,500,-122.825,0.00333333,0.5,,-98.7038097447,595.177787374,0.00333333,72.63
500.0,0.0025,100,25.7521,1.0,2,1.0,400.0,-101.587361896,-101.587361896,5.4346e-20,-101.619,431.492190829,1.0,1.0,500,-119.975,0.0025,0.5,,-101.587361896,431.492190829,0.0025,66.15
439.527624835,0.00378949,100,35.1186,1.88739,1,1.13758,440.045025457,-102.649717613,-102.649717613,5.46082e-07,-100.029,182.038475301,0.996117,0.0929474,500,-117.54,0.00018662,0.5,0.135462,-102.649717613,182.038475301,0.002,45.33
500.0,0.01,100,8.38363,1.0,2,1.0,100.0,-103.425849315,-103.425849315,3.50449e-18,-103.426,70.9951970783,1.0,1.0,500,-117.135,0.01,0.5,,-103.425849315,70.9951970783,0.01,51.18
500.0,0.005,100,20.288,1.0,2,1.0,200.000000102,-102.320152367,-102.320152367,2.1793e-19,-102.873,759.905394393,1.0,1.0,500,-124.576,0.005,0.5,,-102.320152367,759.905394393,0.005,72.31
500.0,0.00333333,100,20.6289,1.0,2,1.0,299.999969474,-102.078636269,-102.078636269,5.43914e-20,-102.608,457.607696585,1.0,1.0,500,-120.329,0.00333333,0.5,,-102.078636269,457.607696585,0.00333333,64.04
500.0,0.0025,100,19.2502,1.0,2,1.0,400.0,-101.077775867,-101.077775867,5.4346e-20,-102.226,205.934083251,1.0,1.0,500,-117.572,0.0025,0.5,,-101.077775867,205.934083251,0.0025,61.4
441.309742685,0.00514254,100,23.8313,2.61116,1,1.13299,440.860247629,-105.29528314,-105.29528314,5.3766e-07,-100.312,1488.58364738,1.01551,0.0353742,500,-118.416,6.96675e-05,0.5,0.138618,-105.29528314,1488.58364738,0.002,74.25
500.0,0.01,100,21.8356,1.0,2,1.0,100.0,-98.4734482025,-98.4734482025,3.50449e-18,-98.4734,481.608237606,1.0,1.0,500,-112.088,0.01,0.5,,-98.4734482025,481.608237606,0.01,69.21
500.0,0.005,100,21.1327,1.0,2,1.0,200.000000102,-99.1066385004,-99.1066385004,2.1793e-19,-98.79,420.393930146,1.0,1.0,500,-108.417,0.005,0.5,,-99.1066385004,420.393930146,0.005,63.37
500.0,0.00333333,100,18.2577,1.0,2,1.0,299.999969474,-102.84620783,-102.84620783,5.43914e-20,-100.142,96.850246971,1.0,1.0,500,-108.325,0.00333333,0.5,,-102.84620783,96.850246971,0.00333333,52.11
500.0,0.0025,100,18.1087,1.0,2,1.0,400.0,-103.991460511,-103.991460511,5.4346e-20,-101.104,303.592979346,1.0,1.0,500,-112.003,0.0025,0.5,,-103.991460511,303.592979346,0.0025,70.81
273.506217512,0.0102901,100,53.8852,4.92621,1,1.82811,274.115716539,-97.3516301059,-97.3516301059,3.30279e-06,-95.2504,513.687391463,0.957463,0.0049914,500,-108.431,1.04263e-05,0.5,0.756947,-97.3516301059,513.687391463,0.002,94.33
500.0,0.01,100,33.2831,1.0,2,1.0,100.0,-100.995965044,-100.995965044,3.50449e-18,-100.996,1118.95429449,1.0,1.0,500,-126.412,0.01,0.5,,-100.995965044,1118.95429449,0.01,115.41
500.0,0.005,100,30.8799,1.0,2,1.0,200.000000102,-101.025338431,-101.025338431,2.1793e-19,-101.011,807.443712069,1.0,1.0,500,-118.982,0.005,0.5,,-101.025338431,807.443712069,0.005,129.38
500.0,0.00333333,100,31.1709,1.0,2,1.0,299.999969474,-95.1295068058,-95.1295068058,5.43914e-20,-99.0503,994.623598751,1.0,1.0,500,-113.724,0.00333333,0.5,,-95.1295068058,994.623598751,0.00333333,97.44
500.0,0.0025,100,30.1313,1.0,2,1.0,400.0,-100.74871528,-100.74871528,5.4346e-20,-99.4749,721.762207815,1.0,1.0,500,-112.183,0.0025,0.5,,-100.74871528,721.762207815,0.0025,104.67
277.986631893,0.0105707,100,73.1755,5.39437,1,1.79865,280.604119646,-99.7402521506,-99.7402521506,3.13374e-06,-93.5914,716.025827507,1.02062,0.00389,500,-108.835,7.62279e-06,0.5,0.816085,-99.7402521506,716.025827507,0.002,94.16
500.0,0.01,100,31.4802,1.0,2,1.0,100.0,-95.2658911613,-95.2658911613,3.50449e-18,-95.2659,1001.01017357,1.0,1.0,500,-112.466,0.01,0.5,,-95.2658911613,1001.01017357,0.01,141.31
500.0,0.005,100,35.7084,1.0,2,1.0,200.000000102,-97.0750634428,-97.0750634428,2.1793e-19,-96.1705,1573.27332279,1.0,1.0,500,-108.333,0.005,0.5,,-97.0750634428,1573.27332279,0.005,159.05
500.0,0.00333333,100,34.1879,1.0,2,1.0,299.999969474,-94.691394664,-94.691394664,5.43914e-20,-95.6775,964.448393388,1.0,1.0,500,-105.608,0.00333333,0.5,,-94.691394664,964.448393388,0.00333333,130.57
500.0,0.0025,100,32.9502,1.0,2,1.0,400.0,-98.0588218438,-98.0588218438,5.4346e-20,-96.2728,840.575674892,1.0,1.0,500,-104.873,0.0025,0.5,,-98.0588218438,840.575674892,0.0025,156.43
123.643221594,0.0549022,100,193.712,30.1819,1,4.04389,103.709052202,-93.379662929,-93.379662929,1.53154e-05,-77.4496,1404.38219153,1.09948,4.88289e-11,500,-92.9182,8.88219e-14,0.5,4.62851,-93.379662929,1404.38219153,0.002,142.99
500.0,0.01,100,47.4668,1.0,2,1.0,100.0,-86.1089042786,-86.1089042786,3.50449e-18,-86.1089,2275.85784699,1.0,1.0,500,-102.936,0.01,0.5,,-86.1089042786,2275.85784699,0.01,212.16
500.0,0.005,100,47.2176,1.0,2,1.0,200.000000102,-83.5244171713,-83.5244171713,2.1793e-19,-84.8167,2224.80543197,1.0,1.0,500,-96.7156,0.005,0.5,,-83.5244171713,2224.80543197,0.005,261.29
500.0,0.00333333,100,55.8639,1.0,2,1.0,299.999969474,-96.6011693565,-96.6011693565,5.43914e-20,-88.7448,4859.32934949,1.0,1.0,500,-116.189,0.00333333,0.5,,-96.6011693565,4859.32934949,0.00333333,240.25
500.0,0.0025,100,56.3745,1.0,2,1.0,400.0,-85.1877809903,-85.1877809903,5.4346e-20,-87.8556,3374.2957297,1.0,1.0,500,-111.623,0.0025,0.5,,-85.1877809903,3374.2957297,0.0025,247.39
84.029306272,0.0363285,100,223.639,16.2802,1,5.9503,75.2258004497,-91.4071434915,-91.4071434915,2.26319e-05,-44.0436,4395.13046243,0.896276,6.3895e-09,500,-95.8998,1.42579e-11,0.5,4.54511,-91.4071434915,4395.13046243,0.002,265.25
500.0,0.01,100,72.5263,1.0,2,1.0,100.0,-65.2487898309,-65.2487898309,3.50449e-18,-65.2488,5313.195128,1.0,1.0,500,-81.734,0.01,0.5,,-65.2487898309,5313.195128,0.01,249.21
500.0,0.005,100,69.5377,1.0,2,1.0,200.000000102,-63.8990439735,-63.8990439735,2.1793e-19,-64.5739,4454.56743344,1.0,1.0,500,-76.2308,0.005,0.5,,-63.8990439735,4454.56743344,0.005,280.27
500.0,0.00333333,100,68.9661,1.0,2,1.0,299.999969474,-71.7463774096,-71.7463774096,5.43914e-20,-66.9647,4609.79513357,1.0,1.0,500,-76.4825,0.00333333,0.5,,-71.7463774096,4609.79513357,0.00333333,243.71
500.0,0.0025,100,70.8978,1.0,2,1.0,400.0,-58.1914176517,-58.1914176517,5.4346e-20,-64.7714,5837.65984772,1.0,1.0,500,-73.014,0.0025,0.5,,-58.1914176517,5837.65984772,0.0025,272.85
8.34670673093,0.360057,100,248.577,154.584,1,59.9039,4.86445942033,-74.9387216079,-74.9387216079,0.000407961,46.7761,4658.32077259,0.858663,,500,-10.2847,,0.5,75.1977,-74.9387216079,4658.32077259,0.002,246.79
500.0,0.01,100,88.2116,1.0,2,1.0,100.0,-34.1198099902,-34.1198099902,3.50449e-18,-34.1198,7859.88724964,1.0,1.0,500,-48.9921,0.01,0.5,,-34.1198099902,7859.88724964,0.01,280.57
500.0,0.005,100,88.6512,1.0,2,1.0,200.000000102,-40.7669445544,-40.7669445544,2.1793e-19,-37.4434,7994.62170306,1.0,1.0,500,-47.9596,0.005,0.5,,-40.7669445544,7994.62170306,0.005,254.76
500.0,0.00333333,100,88.7717,1.0,2,1.0,299.999969474,-31.9933262847,-31.9933262847,5.43914e-20,-35.6267,7983.22622404,1.0,1.0,500,-44.2132,0.00333333,0.5,,-31.9933262847,7983.22622404,0.00333333,265.86
500.0,0.0025,100,88.4207,1.0,2,1.0,400.0,-33.0154159179,-33.0154159179,5.4346e-20,-34.9739,7703.57445412,1.0,1.0,500,-42.41,0.0025,0.5,,-33.0154159179,7703.57445412,0.0025,270.86
20.5227514566,0.287738,100,267.099,218.457,1,24.3632,10.4436514893,-36.6895831792,-36.6895831792,0.00018788,31.5203,7955.44149665,1.51844,2.89522e-29,500,-3.05782,3.8134e-32,0.5,108.297,-36.6895831792,7955.44149665,0.002,265.19
500.0,0.01,100,88.0052,1.0,2,1.0,100.0,-33.040607516,-33.040607516,3.50449e-18,-33.0406,7823.15043881,1.0,1.0,500,-46.6688,0.01,0.5,,-33.040607516,7823.15043881,0.01,262.51
500.0,0.005,100,88.6092,1.0,2,1.0,200.000000102,-19.522503715,-19.522503715,2.1793e-19,-26.2816,7946.37186658,1.0,1.0,500,-35.9182,0.005,0.5,,-19.522503715,7946.37186658,0.005,295.6
500.0,0.00333333,100,87.5316,1.0,2,1.0,299.999969474,-41.8404835696,-41.8404835696,5.43914e-20,-31.4679,7192.69302486,1.0,1.0,500,-39.3361,0.00333333,0.5,,-41.8404835696,7192.69302486,0.00333333,233.59
500.0,0.0025,100,87.7591,1.0,2,1.0,400.0,-27.6112277968,-27.6112277968,5.4346e-20,-30.5037,7889.0012142,1.0,1.0,500,-37.3178,0.0025,0.5,,-27.6112277968,7889.0012142,0.0025,272.3
16.2481381464,0.244958,100,158.968,143.911,1,30.7728,9.11325414049,-28.6893590283,-28.6893590283,0.000215893,51.4279,8129.91570193,1.17498,4.02124e-16,500,14.5659,6.84476e-19,0.5,74.5145,-28.6893590283,8129.91570193,0.002,275.65
500.0,0.01,100,87.483,1.0,2,1.0,100.0,-44.4970991206,-44.4970991206,3.50449e-18,-44.4971,7730.57584807,1.0,1.0,500,-59.3029,0.01,0.5,,-44.4970991206,7730.57584807,0.01,251.5
500.0,0.005,100,88.5756,1.0,2,1.0,200.000000102,-32.1563011723,-32.1563011723,2.1793e-19,-38.3267,8042.2943469,1.0,1.0,500,-48.796,0.005,0.5,,-32.1563011723,8042.2943469,0.005,274.26
500.0,0.00333333,100,88.1381,1.0,2,1.0,299.999969474,-46.8547077411,-46.8547077411,5.43914e-20,-41.1694,7641.59248861,1.0,1.0,500,-49.7175,0.00333333,0.5,,-46.8547077411,7641.59248861,0.00333333,236.99
500.0,0.0025,100,88.465,1.0,2,1.0,400.0,-33.7096660993,-33.7096660993,5.4346e-20,-39.3044,8037.92321593,1.0,1.0,500,-46.7073,0.0025,0.5,,-33.7096660993,8037.92321593,0.0025,268.36
20.8691061139,0.552877,100,312.439,575.661,1,23.9589,3.19467874921,-14.2863998121,-14.2863998121,0.000623288,45.0523,8048.09748222,2.08242,2.26658e-15,500,12.6423,2.17687e-18,0.5,675.718,-14.2863998121,8048.09748222,0.002,312.57
500.0,0.01,100,86.8767,1.0,2,1.0,100.0,-22.0941682508,-22.0941682508,3.50449e-18,-22.0942,7623.79140703,1.0,1.0,500,-34.4292,0.01,0.5,,-22.0941682508,7623.79140703,0.01,288.51
500.0,0.005,100,86.8483,1.0,2,1.0,200.000000102,-11.6906754416,-11.6906754416,2.1793e-19,-16.8924,7559.18089588,1.0,1.0,500,-25.6171,0.005,0.5,,-11.6906754416,7559.18089588,0.005,311.93
