AvgEpLen,VarDiscRet,BatchSize,AvgVanillaIw,MaxNormIw,VarVanillaIw,Bound,MinVanillaIw,AvgRet,J,delta,EpsThisIter,AvgNormIw,AvgDiscRet,IterType,renyi2,MinNormIw,VarRet,ESSClassic,ESSRenyi,SamplesThisIter,MaxVanillaIw,VarNormIw,VarJ,VanillaAvgRet
500.0,13.6208462805,100,3.49255e+11,0.333146,7.35033e+26,2.21319,,-2.23068897994,825.878,0.8,100,5.52486e-05,-2.23068897994,1,nan,,13.6208462805,2.99999883261,nan,50000,2.10599e+15,1.83935e-05,27.7481,-2.23068897994
500.0,15.4537143463,100,1.53622e+08,0.463225,1.84457e+20,3.01296,,-3.49338308975,942.958,0.8,100,5.52486e-05,-3.49338308975,1,nan,,15.4537143463,1.98748716844,nan,50000,1.28803e+12,2.38577e-05,30.0125,-3.49338308975
500.0,14.0800732248,100,1129.66,0.242129,4.32455e+09,3.15369,,-1.18474106463,945.274,0.8,100,5.52486e-05,-1.18474106463,1,nan,,14.0800732248,2.81755431632,nan,50000,4.95076e+06,1.0344e-05,36.3215,-1.18474106463
500.0,18.6436831455,100,9.80758,0.0117039,4057.29,2.98021,1.61194e-28,-2.40708848347,861.261,0.8,100,5.52486e-05,-2.40708848347,1,nan,9.08049e-34,18.6436831455,1.12432586379,nan,50000,2077.65,1.28752e-07,50.7656,-2.40708848347
500.0,17.4031989286,100,7.04034,0.00991802,1469.72,2.34509,3.79422e-26,-1.82397192531,697.701,0.8,100,5.52486e-05,-1.82397192531,1,nan,2.97749e-31,17.4031989286,0.776208872434,nan,50000,1263.86,9.05088e-08,73.1433,-1.82397192531
500.0,20.004259965,100,11993.8,0.331693,8.59291e+11,2.90061,,-2.79539355051,929.544,0.8,100,5.52486e-05,-2.79539355051,1,nan,,20.004259965,3.00023001275,nan,50000,7.20067e+07,1.82333e-05,25.8124,-2.79539355051
500.0,12.5673563424,100,404059.0,0.312689,8.70179e+14,2.27899,,-2.23066888618,727.424,0.8,100,5.52486e-05,-2.23066888618,1,nan,,12.5673563424,2.98792938594,nan,50000,2.28684e+09,1.6269e-05,36.8277,-2.23066888618
500.0,12.8193706601,100,8.17219e+18,0.499803,inf,nan,,-3.56383844823,nan,0.8,100,5.52486e-05,-3.56383844823,1,nan,,12.8193706601,1.99999999496,nan,50000,7.39292e+22,2.7601e-05,nan,-3.56383844823
500.0,18.9173131542,100,1.96887e+18,0.333333,inf,2.88089,,-2.53109457771,929.994,0.8,100,5.52486e-05,-2.53109457771,1,nan,,18.9173131542,2.99999968483,nan,50000,1.18789e+22,1.84142e-05,34.8689,-2.53109457771
500.0,22.2604235308,100,2.52203e+13,0.484544,5.41115e+30,4.70062,,-1.920165426,1186.58,0.8,100,5.52486e-05,-1.920165426,1,nan,,22.2604235308,1.99796716409,nan,50000,2.21188e+17,2.59677e-05,59.1173,-1.920165426
500.0,15.4348890323,100,929256.0,0.338522,4.32367e+15,3.56451,,-1.41723941098,976.372,0.8,100,5.52486e-05,-1.41723941098,1,nan,,15.4348890323,1.65678770309,nan,50000,5.69377e+09,1.52836e-05,48.3188,-1.41723941098
500.0,15.2458569935,100,1.28281e+20,0.165356,inf,2.70263,,-3.14295746949,1249.55,0.8,100,5.52486e-05,-3.14295746949,1,nan,,15.2458569935,0.887149894407,nan,50000,3.83939e+23,6.80857e-06,14.9024,-3.14295746949
500.0,23.3188772123,100,1.53969e+06,0.33325,1.42942e+16,4.12103,,-1.98709165962,1153.48,0.8,100,5.52486e-05,-1.98709165962,1,nan,,23.3188772123,3.00006827217,nan,50000,9.28714e+09,1.84049e-05,37.9181,-1.98709165962
500.0,13.9942429134,100,1.95992e+20,0.233969,inf,5.37031,,-0.684402467461,1313.99,0.8,100,5.52486e-05,-0.684402467461,1,nan,,13.9942429134,2.54229589827,nan,50000,8.29995e+23,1.07042e-05,44.8529,-0.684402467461
500.0,19.2898296053,100,6.0066e+06,0.332888,2.17073e+17,3.86042,,-2.30200260261,978.589,0.8,100,5.52486e-05,-2.30200260261,1,nan,,19.2898296053,2.99999957137,nan,50000,3.61914e+10,1.8365e-05,25.9705,-2.30200260261
500.0,16.6328201661,100,6.09295,0.00385403,676.531,1.29905,1.40026e-28,-2.31886210059,520.552,0.8,100,5.52486e-05,-2.31886210059,1,nan,1.2697e-33,16.6328201661,0.627904659799,nan,50000,425.032,5.56258e-08,35.3829,-2.31886210059
500.0,11.8536614126,100,3.7842e+20,0.38706,inf,2.55556,,-2.19522385005,904.376,0.8,100,5.52486e-05,-2.19522385005,1,nan,,11.8536614126,1.89225296323,nan,50000,2.65113e+24,1.74948e-05,28.5991,-2.19522385005
500.0,11.7823957289,100,3.53856,0.00480433,216.362,1.31845,1.64382e-30,-2.03881802693,495.498,0.8,100,5.52486e-05,-2.03881802693,1,nan,2.56655e-35,11.7823957289,0.721763011673,nan,50000,307.707,5.27438e-08,50.2365,-2.03881802693
500.0,21.8623443258,100,325.159,0.124109,1.20404e+08,5.32885,,-2.39930086154,1322.36,0.8,100,5.52486e-05,-2.39930086154,1,nan,,21.8623443258,1.09610576868,nan,50000,730430.0,3.4761e-06,56.0896,-2.39930086154
500.0,16.5037716762,100,2.72833e+14,0.499459,6.7217e+32,3.66649,,-2.1227553792,1024.52,0.8,100,5.52486e-05,-2.1227553792,1,nan,,16.5037716762,1.99999759915,nan,50000,2.46647e+18,2.7563e-05,42.7667,-2.1227553792
500.0,17.1848056329,100,13.3442,0.0787503,53299.9,3.34871,,-1.46656213336,1033.19,0.8,100,5.52486e-05,-1.46656213336,1,nan,,17.1848056329,1.62973458778,nan,50000,19020.5,9.13662e-07,68.6398,-1.46656213336
500.0,14.8558966671,100,32.219,0.129319,668133.0,4.2093,,-1.03591484936,1137.52,0.8,100,5.52486e-05,-1.03591484936,1,nan,,14.8558966671,1.95717848472,nan,50000,75414.2,1.96463e-06,26.8463,-1.03591484936
500.0,15.7428439463,100,13.5636,0.242508,277216.0,3.62754,,-0.60427375283,1116.37,0.8,100,5.52486e-05,-0.60427375283,1,nan,,15.7428439463,1.94390287944,nan,50000,59535.7,4.59953e-06,131.605,-0.60427375283
500.0,11.2838152594,100,6.73635,0.0410858,3844.26,2.72601,,-1.05570077566,690.921,0.8,100,5.52486e-05,-1.05570077566,1,nan,,11.2838152594,1.72701494811,nan,50000,5009.51,2.58587e-07,42.9289,-1.05570077566
500.0,13.7548086361,100,12.872,0.0876217,62395.1,2.06875,,-2.56053577027,712.381,0.8,100,5.52486e-05,-2.56053577027,1,nan,,13.7548086361,1.38245450493,nan,50000,20414.3,1.14949e-06,71.9727,-2.56053577027
500.0,13.3734591369,100,13.6959,0.0463736,32700.5,3.33634,,-1.09497077231,963.982,0.8,100,5.52486e-05,-1.09497077231,1,nan,,13.3734591369,1.50684546237,nan,50000,11495.8,5.32129e-07,43.0137,-1.09497077231
500.0,9.24790827143,100,1.43737e+17,0.499808,inf,5.01871,,-0.857162684209,1287.49,0.8,100,5.52486e-05,-0.857162684209,1,nan,,9.24790827143,1.99999988418,nan,50000,1.30032e+21,2.76015e-05,22.9332,-0.857162684209
500.0,16.4008240426,100,131.657,0.213649,3.1422e+07,4.21213,,-0.757065731366,1157.18,0.8,100,5.52486e-05,-0.757065731366,1,nan,,16.4008240426,1.93781237602,nan,50000,509121.0,5.5334e-06,37.1061,-0.757065731366
500.0,15.1156681097,100,5.59137,0.0125813,1085.78,3.22444,,-1.14437379498,780.444,0.8,100,5.52486e-05,-1.14437379498,1,nan,,15.1156681097,0.665576661996,nan,50000,1273.28,1.0601e-07,44.1377,-1.14437379498
500.0,10.1900248745,100,3.76548e+19,0.487697,inf,3.74869,,-1.69384723828,1153.91,0.8,100,5.52486e-05,-1.69384723828,1,nan,,10.1900248745,1.99912894728,nan,50000,3.32391e+23,2.62914e-05,17.555,-1.69384723828
500.0,16.288727413,100,7.22928,0.0530408,7270.29,2.68217,,-1.36719474373,841.218,0.8,100,5.52486e-05,-1.36719474373,1,nan,,16.288727413,1.55607525107,nan,50000,6940.38,4.24624e-07,58.6772,-1.36719474373
500.0,13.8973227498,100,4798.13,0.967984,3.90613e+11,5.20036,,-0.58174423888,1223.12,0.8,100,5.52486e-05,-0.58174423888,1,nan,,13.8973227498,1.00000019033,nan,50000,8.40656e+07,5.17899e-05,62.6803,-0.58174423888
500.0,14.7497511467,100,6.1069e+16,0.474214,inf,4.1053,,-1.3939222977,1350.09,0.8,100,5.52486e-05,-1.3939222977,1,nan,,14.7497511467,1.99412271421,nan,50000,5.24172e+20,2.49201e-05,35.5645,-1.3939222977
500.0,11.5917071351,100,14.4456,0.0443266,25559.7,3.91861,,-0.691513639066,945.213,0.8,100,5.52486e-05,-0.691513639066,1,nan,,11.5917071351,0.700375033372,nan,50000,11589.9,3.73876e-07,55.6986,-0.691513639066
500.0,19.1902070711,100,10.3882,0.0215604,5393.39,4.0603,,-1.18803260889,1108.68,0.8,100,5.52486e-05,-1.18803260889,1,nan,,19.1902070711,0.876059623727,nan,50000,4053.91,1.52555e-07,51.2822,-1.18803260889
500.0,11.2974871922,100,1.82218e+18,1.0,inf,3.79886,,-1.15105240112,1196.21,0.8,100,5.52486e-05,-1.15105240112,1,nan,,11.2974871922,1.0,nan,50000,3.29815e+22,5.52486e-05,80.9491,-1.15105240112
500.0,15.1855289457,100,277379.0,0.487947,6.63286e+14,4.32696,,-1.55297303274,1211.36,0.8,100,5.52486e-05,-1.55297303274,1,nan,,15.1855289457,1.99952005753,nan,50000,2.44977e+09,2.63146e-05,44.3674,-1.55297303274
500.0,15.2247302501,100,24.382,0.23608,659696.0,4.26759,,-0.630744933971,1181.88,0.8,100,5.52486e-05,-0.630744933971,1,nan,,15.2247302501,0.942485181685,nan,50000,104186.0,3.38724e-06,91.4599,-0.630744933971
500.0,12.9006462969,100,87.1574,0.377274,3.93109e+07,3.2291,,-2.08061211113,788.302,0.8,100,5.52486e-05,-2.08061211113,1,nan,,12.9006462969,2.09658709481,nan,50000,595169.0,1.5796e-05,45.0399,-2.08061211113
500.0,21.9140852871,100,15.7877,0.0546072,44081.6,4.67408,,-0.629304469311,1249.05,0.8,100,5.52486e-05,-0.629304469311,1,nan,,21.9140852871,1.29090357804,nan,50000,15604.5,5.39833e-07,55.3351,-0.629304469311
500.0,11.4309470886,100,35.2596,0.0471159,264534.0,3.8922,,-0.367454836375,1007.69,0.8,100,5.52486e-05,-0.367454836375,1,nan,,11.4309470886,0.807341252835,nan,50000,30069.3,6.49485e-07,35.4403,-0.367454836375
500.0,12.430626201,100,6.49305e+09,0.398913,2.48475e+23,5.26944,,-0.252682226458,1413.12,0.8,100,5.52486e-05,-0.252682226458,1,nan,,12.430626201,1.95460782021,nan,50000,4.68819e+13,1.79899e-05,28.1366,-0.252682226458
500.0,14.6441079397,100,3583.69,0.397876,7.46703e+10,5.53286,,-0.628310968049,1273.8,0.8,100,5.52486e-05,-0.628310968049,1,nan,,14.6441079397,1.97128410183,nan,50000,2.58081e+07,1.77472e-05,26.6976,-0.628310968049
500.0,10.1078948031,100,5.97246e+15,0.390814,inf,5.49525,,-0.254881638989,1381.6,0.8,100,5.52486e-05,-0.254881638989,1,nan,,10.1078948031,1.91664077732,nan,50000,4.22476e+19,1.76088e-05,17.5614,-0.254881638989
500.0,15.6956508843,100,21.0712,0.179548,356688.0,3.60472,,-1.29528978416,945.76,0.8,100,5.52486e-05,-1.29528978416,1,nan,,15.6956508843,2.55880881401,nan,50000,68477.6,2.45218e-06,80.5097,-1.29528978416
500.0,11.3036063823,100,2.83405e+19,0.332477,inf,5.16431,,-0.928788107269,1439.15,0.8,100,5.52486e-05,-0.928788107269,1,nan,,11.3036063823,1.68340701909,nan,50000,1.70548e+23,1.45093e-05,17.895,-0.928788107269
500.0,9.33219359484,100,191756.0,0.473877,2.9934e+14,3.55525,,-0.964865663522,1066.67,0.8,100,5.52486e-05,-0.964865663522,1,nan,,9.33219359484,1.99697173489,nan,50000,1.64472e+09,2.48492e-05,39.2376,-0.964865663522
500.0,11.2577079238,100,789470.0,0.544187,5.57508e+15,5.29626,,-0.646055893418,1266.41,0.8,100,5.52486e-05,-0.646055893418,1,nan,,11.2577079238,0.599206559183,nan,50000,7.77611e+09,2.73038e-05,52.4764,-0.646055893418
500.0,16.275911077,100,11160.4,0.491893,1.09095e+12,4.97192,,-0.300195630155,1202.8,0.8,100,5.52486e-05,-0.300195630155,1,nan,,16.275911077,1.99995648836,nan,50000,9.93639e+07,2.67355e-05,33.886,-0.300195630155
500.0,11.28717359,100,18.7892,0.176011,460129.0,3.12047,9.28218e-37,-0.810082534387,871.517,0.8,100,5.52486e-05,-0.810082534387,1,nan,2.72973e-42,11.28717359,1.72344274206,nan,50000,59858.6,3.97839e-06,38.9806,-0.810082534387
500.0,13.9537959337,100,3.61414e+20,0.285656,inf,4.82029,,-0.742866378566,1355.15,0.8,100,5.52486e-05,-0.742866378566,1,nan,,13.9537959337,1.4482570075,nan,50000,1.86865e+24,1.24491e-05,36.8978,-0.742866378566
500.0,11.2283720204,100,1.81271e+13,0.5,2.97358e+30,2.87373,,-1.16871841438,853.18,0.8,100,5.52486e-05,-1.16871841438,1,nan,,11.2283720204,2.0000000242,nan,50000,1.6405e+17,2.76228e-05,50.5283,-1.16871841438
500.0,14.1609618028,100,15.5303,0.267735,634916.0,3.28637,,-0.657972704227,958.027,0.8,100,5.52486e-05,-0.657972704227,1,nan,,14.1609618028,1.97320237865,nan,50000,75259.9,8.03525e-06,54.9954,-0.657972704227
500.0,11.088620685,100,2.4338e+07,0.491765,5.18655e+18,3.42165,,-1.7842145807,935.333,0.8,100,5.52486e-05,-1.7842145807,1,nan,,11.088620685,1.99949823785,nan,50000,2.16631e+11,2.6727e-05,53.2549,-1.7842145807
500.0,16.0075182716,100,1.7272e+17,0.99975,inf,4.94123,,-0.550929907293,1349.17,0.8,100,5.52486e-05,-0.550929907293,1,nan,,16.0075182716,1.0,nan,50000,3.12545e+21,5.5221e-05,41.7965,-0.550929907293
500.0,15.6691615329,100,103.168,0.225461,2.3512e+07,5.00286,,-0.61087519967,1208.39,0.8,100,5.52486e-05,-0.61087519967,1,nan,,15.6691615329,1.98829132152,nan,50000,421012.0,6.74283e-06,39.2381,-0.61087519967
500.0,17.288002907,100,13.1126,0.0491728,30737.0,3.67307,,-1.00307499298,1094.15,0.8,100,5.52486e-05,-1.00307499298,1,nan,,17.288002907,1.38598735614,nan,50000,11670.5,5.4567e-07,53.9662,-1.00307499298
500.0,12.8815322962,100,8.57592e+06,0.49999,6.65533e+17,5.62526,,0.471797342222,1259.92,0.8,100,5.52486e-05,0.471797342222,1,nan,,12.8815322962,2.00000007049,nan,50000,7.76106e+10,2.76217e-05,28.988,0.471797342222
500.0,13.0751944538,100,3.09418e+14,0.5,8.66395e+32,3.97512,,-0.713766602175,1166.91,0.8,100,5.52486e-05,-0.713766602175,1,nan,,13.0751944538,2.00000007232,nan,50000,2.80023e+18,2.76228e-05,46.1146,-0.713766602175
500.0,11.7842236184,100,443460.0,0.497489,1.76184e+15,4.23723,,-0.51723194329,1223.32,0.8,100,5.52486e-05,-0.51723194329,1,nan,,11.7842236184,1.99997915186,nan,50000,3.99316e+09,2.73463e-05,44.5008,-0.51723194329
500.0,15.1590328254,100,156.297,0.717623,2.31771e+08,5.54452,,-0.0496152067457,1272.61,0.8,100,5.52486e-05,-0.0496152067457,1,nan,,15.1590328254,0.988409318717,nan,50000,2.03014e+06,2.89601e-05,50.5119,-0.0496152067457
500.0,11.567917175,100,5.62345e+15,1.0,inf,4.46357,,-0.847548424723,1311.88,0.8,100,5.52486e-05,-0.847548424723,1,nan,,11.567917175,1.0,nan,50000,1.01784e+20,5.52486e-05,74.8471,-0.847548424723
500.0,14.3580735768,100,3.4595e+09,0.499997,1.08305e+23,5.05143,,-0.533242308877,1190.54,0.8,100,5.52486e-05,-0.533242308877,1,nan,,14.3580735768,2.00000006281,nan,50000,3.13083e+13,2.76225e-05,26.395,-0.533242308877
500.0,15.4072346747,100,7.63348e+10,0.5,5.27314e+25,4.16998,,-0.544987358737,1157.34,0.8,100,5.52486e-05,-0.544987358737,1,nan,,15.4072346747,1.99999999971,nan,50000,6.9083e+14,2.76228e-05,31.1306,-0.544987358737
500.0,14.6694183226,100,9473.35,0.498805,8.08266e+11,4.1793,,-0.25387417833,1087.36,0.8,100,5.52486e-05,-0.25387417833,1,nan,,14.6694183226,2.0000800144,nan,50000,8.5529e+07,2.74909e-05,40.5123,-0.25387417833
500.0,11.8174243854,100,240177.0,0.498833,5.19587e+14,6.17933,,0.481060917071,1405.23,0.8,100,5.52486e-05,0.481060917071,1,nan,,11.8174243854,1.99999486757,nan,50000,2.16853e+09,2.74941e-05,39.4483,0.481060917071
500.0,13.8845502976,100,100629.0,0.926102,1.57647e+14,7.13312,,0.510997770901,1744.99,0.8,100,5.52486e-05,0.510997770901,1,nan,,13.8845502976,1.00000258005,nan,50000,1.68679e+09,4.75206e-05,86.7736,0.510997770901
500.0,9.90953061132,100,1.44003e+07,0.96619,3.50783e+18,5.58223,,0.584357963816,1396.75,0.8,100,5.52486e-05,0.584357963816,1,nan,,9.90953061132,0.998858539373,nan,50000,2.51832e+11,5.16347e-05,76.5019,0.584357963816
500.0,12.2277435007,100,2.15987e+12,0.499999,4.22163e+28,5.40978,,0.21948061069,1378.95,0.8,100,5.52486e-05,0.21948061069,1,nan,,12.2277435007,1.99999995619,nan,50000,1.95468e+16,2.76227e-05,35.3629,0.21948061069
500.0,15.1096562919,100,72.5537,0.831077,6.58282e+07,5.28042,,0.160168544166,1146.15,0.8,100,5.52486e-05,0.160168544166,1,nan,,15.1096562919,1.00007054586,nan,50000,1.09139e+06,3.81711e-05,35.3837,0.160168544166
500.0,13.950025726,100,311.071,0.198247,2.41873e+08,4.89527,,0.4717781276,1176.51,0.8,100,5.52486e-05,0.4717781276,1,nan,,13.950025726,5.5813997465,nan,50000,1.11621e+06,7.62975e-06,36.7742,0.4717781276
500.0,14.6228752371,100,3.95754e+16,0.5,inf,6.2343,,0.980282393734,1440.96,0.8,100,5.52486e-05,0.980282393734,1,nan,,14.6228752371,2.00000000953,nan,50000,3.58157e+20,2.76228e-05,51.3575,0.980282393734
500.0,14.6268477847,100,2.39019e+17,0.5,inf,6.68736,,0.873174019013,1541.03,0.8,100,5.52486e-05,0.873174019013,1,nan,,14.6268477847,1.99999997437,nan,50000,2.16312e+21,2.76228e-05,38.2682,0.873174019013
500.0,18.2997687487,100,1302.09,0.377825,9.87775e+09,4.93618,,0.0686435970608,1235.58,0.8,100,5.52486e-05,0.0686435970608,1,nan,,18.2997687487,1.99961087788,nan,50000,8.90454e+06,1.77835e-05,63.3147,0.0686435970608
500.0,13.0133621338,100,2.90512e+14,0.49372,7.4477e+32,7.11198,,1.1757650462,1798.98,0.8,100,5.52486e-05,1.1757650462,1,nan,,13.0133621338,1.99977603155,nan,50000,2.59611e+18,2.69362e-05,33.7197,1.1757650462
500.0,9.5936557472,100,679.662,0.612839,3.3999e+09,5.50757,,0.386295800175,1217.62,0.8,100,5.52486e-05,0.386295800175,1,nan,,9.5936557472,0.938806077721,nan,50000,7.53907e+06,2.24658e-05,47.4703,0.386295800175
500.0,10.3559665366,100,5344.14,0.496141,2.54479e+11,4.52846,,0.785584199905,1077.11,0.8,100,5.52486e-05,0.785584199905,1,nan,,10.3559665366,1.99999823381,nan,50000,4.79912e+07,2.71981e-05,29.6544,0.785584199905
500.0,10.5318125238,100,59232.7,0.405547,2.19952e+13,4.81384,,0.390449278303,1100.76,0.8,100,5.52486e-05,0.390449278303,1,nan,,10.5318125238,1.89921114371,nan,50000,4.34791e+08,1.91358e-05,43.1564,0.390449278303
500.0,8.66582869969,100,4.16695e+15,0.498408,inf,5.91162,,1.6598614276,1474.92,0.8,100,5.52486e-05,1.6598614276,1,nan,,8.66582869969,1.99997970247,nan,50000,3.75908e+19,2.74474e-05,29.9486,1.6598614276
500.0,12.1117179932,100,1094.57,0.251939,4.41841e+09,5.99933,,1.46879212891,1376.08,0.8,100,5.52486e-05,1.46879212891,1,nan,,12.1117179932,1.24586641776,nan,50000,4.99135e+06,1.12569e-05,37.387,1.46879212891
500.0,8.7695615523,100,3.97754e+08,0.999999,2.86357e+21,5.62209,,1.38840144935,1486.74,0.8,100,5.52486e-05,1.38840144935,1,nan,,8.7695615523,1.0,nan,50000,7.19934e+12,5.52485e-05,76.4927,1.38840144935
500.0,14.9967873236,100,10.5914,0.0969108,45802.3,5.48096,,0.869859911684,1229.43,0.8,100,5.52486e-05,0.869859911684,1,nan,,14.9967873236,1.19715673237,nan,50000,18578.2,1.24631e-06,74.0304,0.869859911684
500.0,11.9835986296,100,2.94068e+16,0.498075,inf,6.4074,,1.34655349945,1570.62,0.8,100,5.52486e-05,1.34655349945,1,nan,,11.9835986296,1.99997031312,nan,50000,2.65107e+20,2.74109e-05,32.9935,1.34655349945
500.0,10.7823249012,100,270391.0,0.494917,6.4827e+14,5.83862,,1.64693381918,1337.86,0.8,100,5.52486e-05,1.64693381918,1,nan,,10.7823249012,1.99991357585,nan,50000,2.42216e+09,2.70654e-05,35.6592,1.64693381918
500.0,18.7815893122,100,6.3414,0.0250236,2064.1,5.28835,,0.56156970599,1248.21,0.8,100,5.52486e-05,0.56156970599,1,nan,,18.7815893122,1.18961482622,nan,50000,2872.19,1.56676e-07,56.3549,0.56156970599
500.0,12.8062972463,100,9.28936e+15,0.49606,inf,6.19189,,1.26388776737,1476.08,0.8,100,5.52486e-05,1.26388776737,1,nan,,12.8062972463,1.99987391491,nan,50000,8.34062e+19,2.71908e-05,36.9365,1.26388776737
500.0,12.6031475717,100,18.2492,0.212439,419421.0,5.93309,,1.49086622343,1284.94,0.8,100,5.52486e-05,1.49086622343,1,nan,,12.6031475717,0.668018766405,nan,50000,70171.1,3.84418e-06,34.8119,1.49086622343
500.0,12.0754716471,100,1.37728e+18,0.458567,inf,7.65025,,1.53420969318,1907.11,0.8,100,5.52486e-05,1.53420969318,1,nan,,12.0754716471,1.98568947577,nan,50000,1.14315e+22,2.34015e-05,26.0962,1.53420969318
500.0,12.719306275,100,4.74685e+07,0.499945,2.03864e+19,7.60618,,2.3296728913,1819.16,0.8,100,5.52486e-05,2.3296728913,1,nan,,12.719306275,1.99999993585,nan,50000,4.29543e+11,2.76167e-05,41.5757,2.3296728913
500.0,9.96884101039,100,1.01384e+06,0.499949,9.29991e+15,6.21454,,2.30122263075,1415.31,0.8,100,5.52486e-05,2.30122263075,1,nan,,9.96884101039,2.00000007527,nan,50000,9.17436e+09,2.76171e-05,41.2644,2.30122263075
500.0,10.9843180193,100,14.9441,0.134749,207964.0,5.21198,1.10835e-26,2.21831314326,1195.96,0.8,100,5.52486e-05,2.21831314326,1,nan,4.09762e-32,10.9843180193,3.65550222283,nan,50000,36447.9,2.84246e-06,41.5766,2.21831314326
500.0,10.2358061661,100,5.6484,0.00250855,465.209,4.53353,6.74242e-26,1.91060954331,1125.72,0.8,100,5.52486e-05,1.91060954331,1,nan,6.59496e-31,10.2358061661,0.49137810272,nan,50000,256.464,4.45082e-08,36.5321,1.91060954331
500.0,15.198078446,100,2.55189e+12,0.499902,5.89087e+28,7.96236,,2.12533401574,1815.99,0.8,100,5.52486e-05,2.12533401574,1,nan,,15.198078446,1.99999990502,nan,50000,2.30901e+16,2.76119e-05,39.2109,2.12533401574
500.0,16.3778311374,100,623.376,0.2254,9.54175e+08,6.86965,,1.5366761346,1495.62,0.8,100,5.52486e-05,1.5366761346,1,nan,,16.3778311374,4.57204611984,nan,50000,2.54321e+06,7.49499e-06,42.7671,1.5366761346
500.0,12.9337753159,100,2690.91,0.200874,1.68725e+10,7.08638,,1.51187826419,1573.34,0.8,100,5.52486e-05,1.51187826419,1,nan,,12.9337753159,2.88041990463,nan,50000,9.78364e+06,7.11255e-06,39.9654,1.51187826419
500.0,12.5691415873,100,7.18751,0.00909687,1117.68,7.00932,,3.24435468458,1476.51,0.8,100,5.52486e-05,3.24435468458,1,nan,,12.5691415873,0.419084075982,nan,50000,1183.45,6.60396e-08,25.5349,3.24435468458
500.0,13.3379566259,100,57.9789,0.488195,1.64421e+07,6.6469,,2.18084646067,1498.29,0.8,100,5.52486e-05,2.18084646067,1,nan,,13.3379566259,0.994733461969,nan,50000,512320.0,1.49301e-05,74.6699,2.18084646067
500.0,9.55816822124,100,6.3692e+08,0.990349,7.20208e+21,6.69381,,2.74102843371,1850.56,0.8,100,5.52486e-05,2.74102843371,1,nan,,9.55816822124,0.999922855968,nan,50000,1.1417e+13,5.41914e-05,108.309,2.74102843371
500.0,12.2539595085,100,16.6866,0.124097,230436.0,6.82945,,2.35819885586,1542.48,0.8,100,5.52486e-05,2.35819885586,1,nan,,12.2539595085,1.99665456396,nan,50000,37480.9,2.52613e-06,74.5317,2.35819885586
