ReturnStepMaxmin,EpThisIter,MinIW,InitialReturnMax,EmpiricalD2,InitialReturnMean,MaxIWNorm,MeanIW,ESSRenyi,InitialReturnStd,TimestepsSoFar,ReturnMeanIW,StdIWNorm,Weights,EpisodesSoFar,MaxIW,MeanIWNorm,Bound,MinIWNorm,EpRewMean,J_sample_variance,Iteration,EpLenMean,TimeElapsed,ReturnStepMax,MeanEntropy,InitialBound,ESSClassic,InitialReturnMin,StdIW
100.0,100,0.0051105497,-100.0,16.98513,-100.0,0.0537176,0.459525,5.8875027,,1024869,-45.9525,0.0068559228,[ 0.187  0.133  0.074 ... -0.346  0.083 -0.188],7700,5.37176,0.0045952504,-59.690174,5.1105497e-05,-100.0,4747.8457,77,137.68,5395.125897169113,100.0,2.7275007,-103.333336,30.998705,-100.0,0.6855923
,100,0.00040017586,,20.236084,-99.0,0.032266244,0.49027202,4.9416676,9.949874,1038161,-48.977932,0.0063949316,[ 0.187  0.132  0.074 ... -0.348  0.105 -0.216],7800,3.2266245,0.004902721,-63.97278,4.0017585e-06,-99.0,4135.4556,78,132.92,5473.088857412338,100.0,2.722609,-102.333336,37.018314,-100.0,0.63949317
,100,0.0037223008,,19.12315,-98.0,0.037612975,0.39349368,5.2292643,14.0,1051132,-38.249718,0.004873207,[ 0.187  0.132  0.074 ... -0.349  0.106 -0.221],7900,3.7612977,0.0039349366,-52.826393,3.7223006e-05,-98.0,2422.906,79,129.71,5550.132798433304,100.0,2.6944077,-101.333336,39.467216,-100.0,0.4873207
,100,0.0018688347,,16.061089,-94.0,0.026548127,0.49637127,6.226228,23.748684,1064821,-47.757248,0.005589385,[ 0.186  0.133  0.073 ... -0.35   0.078 -0.222],8000,2.6548128,0.0049637123,-61.116013,1.8688346e-05,-94.0,3255.106,80,136.89,5621.675067901611,100.0,2.7087624,-97.333336,44.091965,-100.0,0.5589385
100.0,100,0.00048477328,-100.0,23.884087,-100.0,0.05311655,0.5193116,4.186888,,1078294,-51.93116,0.0069190757,[ 0.186  0.133  0.073 ... -0.349  0.084 -0.213],8100,5.311655,0.005193116,-68.22161,4.8477327e-06,-100.0,4835.7183,81,134.73,5689.567676305771,100.0,2.734387,-103.333336,36.03382,-100.0,0.6919076
,100,0.0072851,,13.507022,-98.0,0.047080953,0.63167125,7.4035563,14.0,1092691,-58.075455,0.008539391,[ 0.185  0.133  0.072 ... -0.349  0.083 -0.187],8200,4.7080956,0.006316713,-70.32609,7.2851e-05,-98.0,6309.972,82,143.97,5772.176693677902,100.0,2.7246242,-101.333336,35.366184,-100.0,0.8539391
,100,0.005407557,,12.278526,-99.0,0.04442229,0.5828106,8.1442995,9.949874,1106579,-57.265564,0.007000412,[ 0.185  0.133  0.072 ... -0.35   0.078 -0.192],8300,4.4422293,0.0058281054,-68.94581,5.407557e-05,-99.0,4964.435,83,138.88,5844.2286241054535,100.0,2.700458,-102.333336,40.9374,-100.0,0.7000411
,100,0.0010494937,,10.674175,-97.0,0.032634895,0.48555085,9.368405,17.058722,1119590,-46.862747,0.0057546976,[ 0.185  0.133  0.072 ... -0.349  0.059 -0.197],8400,3.2634897,0.004855508,-57.7532,1.0494937e-05,-97.0,3318.9182,84,130.11,5910.945012807846,100.0,2.6951196,-100.333336,41.58568,-100.0,0.57546973
,100,0.0011755531,,20.250202,-97.0,0.026140653,0.41061944,4.9382224,17.058722,1133208,-39.79284,0.0045443624,[ 0.185  0.133  0.072 ... -0.351  0.067 -0.21 ],8500,2.6140654,0.0041061942,-54.792915,1.175553e-05,-97.0,2110.6401,85,136.18,5976.658102989197,100.0,2.716855,-100.333336,44.947758,-100.0,0.4544362
,100,0.0014522367,,13.977795,-99.0,0.033201993,0.50008196,7.1542044,9.949874,1147780,-49.654385,0.005411045,[ 0.186  0.133  0.073 ... -0.35   0.076 -0.196],8600,3.3201995,0.0050008195,-62.116684,1.4522367e-05,-99.0,2980.49,86,145.72,6044.789709329605,100.0,2.705256,-102.333336,46.066124,-100.0,0.54110456
,100,0.0036590323,,18.039434,-93.0,0.0404355,0.4215106,5.5434113,25.514702,1162934,-38.72434,0.005713037,[ 0.186  0.133  0.073 ... -0.351  0.068 -0.201],8700,4.04355,0.004215106,-52.881958,3.659032e-05,-93.0,3174.197,87,151.54,6109.902585983276,100.0,2.6834147,-96.333336,35.24809,-100.0,0.5713037
,100,0.0011653764,,9.958785,-98.0,0.04621752,0.4965113,10.041386,14.0,1177376,-49.028465,0.0071100155,[ 0.186  0.133  0.073 ... -0.349  0.06  -0.215],8800,4.6217523,0.004965113,-59.547646,1.1653764e-05,-98.0,5139.344,88,144.42,6167.0398716926575,100.0,2.649665,-101.333336,32.780342,-100.0,0.7110016
,100,0.0035156854,,16.246801,-97.0,0.047598332,0.43621457,6.155058,17.058722,1191210,-38.06429,0.0062881224,[ 0.185  0.133  0.072 ... -0.35   0.034 -0.222],8900,4.7598333,0.0043621454,-51.50006,3.5156852e-05,-97.0,2107.561,89,138.34,6237.907879114151,100.0,2.6484373,-100.333336,32.488823,-100.0,0.62881225
,100,0.0013209084,,18.349144,-98.0,0.034585364,0.4503539,5.4498453,14.0,1205154,-44.012863,0.005667449,[ 0.186  0.133  0.073 ... -0.349  0.037 -0.227],9000,3.4585366,0.004503539,-58.291496,1.3209084e-05,-98.0,3239.6824,90,139.44,6300.442587375641,100.0,2.6249998,-101.333336,38.704487,-100.0,0.5667449
,100,0.021677468,,6.4121995,-96.0,0.029050045,0.70595497,15.595273,19.595919,1219637,-64.35501,0.006800239,[ 0.186  0.133  0.073 ... -0.347  0.039 -0.252],9100,2.9050045,0.007059549,-72.795784,0.00021677467,-96.0,4198.145,91,144.83,6374.848729610443,100.0,2.6259925,-99.333336,51.87031,-100.0,0.68002385
,100,0.0019481989,,12.569228,-97.0,0.023111241,0.4428012,7.955938,17.058722,1233712,-41.690414,0.0044118986,[ 0.186  0.133  0.073 ... -0.347  0.036 -0.248],9200,2.311124,0.004428012,-53.508118,1.9481988e-05,-97.0,1878.1283,92,140.75,6433.5458471775055,100.0,2.6386228,-100.333336,50.18228,-100.0,0.44118983
,100,0.0018222784,,16.682526,-97.0,0.031554967,0.5230917,5.994296,17.058722,1247915,-51.506046,0.006058984,[ 0.186  0.133  0.073 ... -0.35   0.049 -0.248],9300,3.1554968,0.005230916,-65.1208,1.8222783e-05,-97.0,3758.5454,93,142.03,6495.739376068115,100.0,2.6397038,-100.333336,42.704662,-100.0,0.6058984
,100,0.0136679225,,8.369507,-97.0,0.035885453,0.55747294,11.948135,17.058722,1261816,-55.011448,0.0060613896,[ 0.187  0.133  0.073 ... -0.35   0.045 -0.243],9400,3.5885453,0.0055747293,-64.654816,0.00013667923,-97.0,3763.3425,94,139.01,6559.537581205368,100.0,2.6375043,-100.333336,45.824974,-100.0,0.606139
,100,0.0012391994,,14.3387785,-97.0,0.036711495,0.5679127,6.974095,17.058722,1274598,-53.88205,0.007210547,[ 0.187  0.133  0.073 ... -0.349  0.043 -0.243],9500,3.6711497,0.005679127,-66.50424,1.2391994e-05,-97.0,4788.132,95,127.82,6643.632401227951,100.0,2.6501973,-100.333336,38.28438,-100.0,0.72105473
100.0,100,0.0052334825,-100.0,13.019624,-100.0,0.028048668,0.5289396,7.6807137,,1287634,-52.893955,0.0055161715,[ 0.187  0.133  0.073 ... -0.35   0.062 -0.25 ],9600,2.8048668,0.0052893963,-64.921524,5.2334824e-05,-100.0,3073.5508,96,130.36,6712.940489292145,100.0,2.6544788,-103.333336,47.90223,-100.0,0.55161715
100.0,100,0.0061787935,-100.0,16.628557,-100.0,0.04500797,0.4846071,6.013751,,1300074,-48.46071,0.0067968885,[ 0.187  0.133  0.073 ... -0.348  0.065 -0.248],9700,4.5007973,0.004846071,-62.053417,6.1787934e-05,-100.0,4666.434,97,124.4,6782.393539428711,100.0,2.6797023,-103.333336,33.702198,-100.0,0.6796888
,100,0.0028695022,,15.8436365,-99.0,0.031516306,0.44928035,6.311682,9.949874,1312950,-44.28867,0.0053549977,[ 0.188  0.133  0.074 ... -0.349  0.057 -0.215],9800,3.1516306,0.004492803,-57.556694,2.8695022e-05,-99.0,2912.893,98,128.76,6845.49039888382,100.0,2.6746027,-102.333336,41.31141,-100.0,0.5354998
,100,0.0021856602,,15.667547,-95.0,0.030958299,0.46322113,6.38262,21.794495,1324849,-42.21276,0.005479979,[ 0.187  0.133  0.074 ... -0.349  0.048 -0.211],9900,3.09583,0.0046322113,-55.406845,2.1856602e-05,-95.0,2442.4072,99,118.99,6896.69639134407,100.0,2.6770163,-98.333336,41.67488,-100.0,0.54799795
,100,0.0012492652,100.0,14.340618,-97.0,0.03338239,0.5081133,6.9732003,22.15852,1338134,-49.003067,0.006106341,[ 0.187  0.133  0.074 ... -0.351  0.048 -0.209],10000,3.3382392,0.0050811335,-61.62607,1.2492651e-05,-97.0,3769.1616,100,132.85,6954.501074552536,100.0,2.6789587,-100.333336,40.912426,-100.0,0.6106341
,100,0.0012510703,,18.55446,-99.0,0.029935263,0.5743274,5.3895397,9.949874,1350779,-55.665787,0.005097084,[ 0.187  0.133  0.074 ... -0.35   0.051 -0.209],10100,2.9935265,0.0057432735,-70.024086,1.2510703e-05,-99.0,2510.7625,101,126.45,7017.063780069351,100.0,2.681402,-102.333336,55.939854,-100.0,0.50970846
,100,0.006620216,,11.748604,-99.0,0.027844405,0.4784369,8.51165,9.949874,1363893,-47.399837,0.0049331724,[ 0.187  0.133  0.075 ... -0.353  0.047 -0.204],10200,2.7844405,0.0047843684,-58.82525,6.620216e-05,-99.0,2481.0024,102,131.14,7085.303729295731,100.0,2.6816866,-102.333336,48.469067,-100.0,0.49331722
,100,0.0073523032,,18.128103,-94.0,0.0350091,0.44779202,5.516297,23.748684,1376757,-41.231915,0.0057433113,[ 0.187  0.133  0.074 ... -0.353  0.038 -0.195],10300,3.5009103,0.00447792,-55.424286,7.352303e-05,-94.0,3008.848,103,128.64,7151.918528795242,100.0,2.7098808,-97.333336,37.80685,-100.0,0.57433116
,100,0.00158838,,25.08361,-97.0,0.023227172,0.45755196,3.986667,17.058722,1391127,-44.89674,0.005326298,[ 0.187  0.132  0.074 ... -0.352  0.053 -0.182],10400,2.3227172,0.0045755194,-61.591255,1.58838e-05,-97.0,2914.7734,104,143.7,7233.0373775959015,100.0,2.6931357,-100.333336,42.46111,-100.0,0.5326298
,100,0.00030214177,,16.344486,-94.0,0.088041045,0.60529894,6.1182714,23.748684,1405121,-41.974075,0.010589287,[ 0.187  0.133  0.074 ... -0.352  0.054 -0.199],10500,8.804105,0.0060529895,-55.45018,3.0214176e-06,-94.0,2738.9792,105,139.94,7307.772390365601,100.0,2.677541,-97.333336,24.627457,-100.0,1.0589287
,100,0.0027478384,,11.913443,-97.0,0.028201368,0.4742028,8.393879,17.058722,1417991,-45.12717,0.0056975405,[ 0.187  0.132  0.074 ... -0.35   0.044 -0.205],10600,2.8201368,0.0047420277,-56.632454,2.7478383e-05,-97.0,3130.7034,106,128.7,7375.288529872894,100.0,2.6640053,-100.333336,40.92324,-100.0,0.5697541
,100,0.009753289,,11.54749,-99.0,0.026139388,0.45630676,8.65989,9.949874,1432320,-45.58665,0.0055428036,[ 0.188  0.132  0.075 ... -0.349  0.03  -0.204],10700,2.6139388,0.004563068,-56.91385,9.753289e-05,-99.0,3107.1606,107,143.29,7451.150698900223,100.0,2.6572132,-102.333336,40.39555,-100.0,0.55428034
,100,0.00410281,,22.054375,-93.0,0.040835813,0.5057857,4.534248,25.514702,1445761,-43.46177,0.0067777922,[ 0.188  0.132  0.075 ... -0.35   0.025 -0.206],10800,4.0835814,0.005057857,-59.1158,4.10281e-05,-93.0,3481.6646,108,134.41,7520.257598876953,100.0,2.6633265,-96.333336,35.768707,-100.0,0.6777792
,100,0.0048654927,,22.852419,-96.0,0.040445503,0.4613161,4.3759046,19.595919,1459190,-42.18316,0.0064690663,[ 0.188  0.132  0.076 ... -0.35   0.028 -0.203],10900,4.0445504,0.0046131606,-58.117893,4.8654925e-05,-96.0,3959.234,109,134.29,7584.0564930438995,100.0,2.683821,-99.333336,33.71017,-100.0,0.6469066
,100,0.012222904,,6.59472,-90.0,0.02977444,0.6431505,15.163647,30.0,1472291,-57.1665,0.0054258034,[ 0.188  0.132  0.075 ... -0.352  0.05  -0.204],11000,2.9774442,0.006431505,-65.72656,0.00012222903,-90.0,3074.5215,110,131.01,7651.172612428665,100.0,2.673064,-93.333336,58.421112,-100.0,0.5425803
,100,0.0021194268,,26.991716,-95.0,0.2547402,0.6454998,3.7048404,21.794495,1484835,-38.051178,0.025302973,[ 0.189  0.132  0.075 ... -0.351  0.042 -0.206],11100,25.474022,0.0064549986,-55.369026,2.1194268e-05,-95.0,1832.6947,111,125.44,7714.088309049606,100.0,2.6757927,-98.333336,6.1103573,-100.0,2.5302978
,100,0.006516725,,13.923982,-95.0,0.022619776,0.4790694,7.181854,21.794495,1498177,-44.455284,0.0051701977,[ 0.188  0.132  0.075 ... -0.351  0.039 -0.201],11200,2.2619777,0.0047906945,-56.89357,6.5167245e-05,-95.0,2670.931,112,133.42,7764.296299934387,100.0,2.6814024,-98.333336,46.195587,-100.0,0.5170198
100.0,100,0.0056502316,-100.0,13.402031,-100.0,0.026148636,0.4819845,7.4615555,,1511276,-48.19845,0.005163537,[ 0.188  0.132  0.075 ... -0.352  0.041 -0.197],11300,2.6148636,0.0048198453,-60.401375,5.6502315e-05,-100.0,2693.143,113,130.99,7834.032231807709,100.0,2.6496656,-103.333336,46.56143,-100.0,0.5163538
,100,0.0033125256,,11.95085,-99.0,0.028965987,0.48907185,8.367606,9.949874,1523077,-48.816643,0.0062570157,[ 0.188  0.132  0.075 ... -0.353  0.025 -0.213],11400,2.8965988,0.004890718,-60.339977,3.3125256e-05,-99.0,3962.6797,114,118.01,7897.671466827393,100.0,2.6591065,-102.333336,37.925106,-100.0,0.6257016
,100,0.0018075291,,15.430524,-93.0,0.044080887,0.44102547,6.4806614,25.514702,1535695,-38.50728,0.0063376245,[ 0.188  0.132  0.075 ... -0.354  0.034 -0.213],11500,4.4080887,0.0044102543,-51.60118,1.807529e-05,-93.0,2523.181,115,126.18,7975.6165981292725,100.0,2.6502063,-96.333336,32.62614,-100.0,0.6337625
,100,0.00052929943,,17.43953,-98.0,0.022608966,0.34911823,5.7341,14.0,1548077,-34.47026,0.00444767,[ 0.187  0.132  0.075 ... -0.355  0.041 -0.229],11600,2.2608967,0.0034911816,-48.39048,5.292994e-06,-98.0,2013.5615,116,123.82,8036.449936628342,100.0,2.6121209,-101.333336,38.124203,-100.0,0.44476697
,100,0.0139519535,,20.596304,-95.0,0.028708091,0.45082828,4.85524,21.794495,1560911,-42.56553,0.0052994876,[ 0.188  0.132  0.075 ... -0.356  0.029 -0.254],11700,2.870809,0.004508283,-57.693245,0.00013951953,-95.0,2900.8384,117,128.34,8106.339571714401,100.0,2.602781,-98.333336,41.985035,-100.0,0.52994883
,100,0.0008570203,,10.066989,-94.0,0.094976164,0.7611882,9.933456,23.748684,1571393,-55.13019,0.013147224,[ 0.188  0.132  0.075 ... -0.356  0.026 -0.261],11800,9.497617,0.0076118815,-65.70637,8.570203e-06,-94.0,4099.0703,118,104.82,8164.380664587021,100.0,2.6085978,-97.333336,25.105371,-100.0,1.3147224
,100,0.00069875485,,16.28105,-96.0,0.047298588,0.4845032,6.14211,19.595919,1582254,-46.708,0.0071867625,[ 0.187  0.132  0.076 ... -0.356  0.036 -0.265],11900,4.729859,0.004845032,-60.15793,6.987548e-06,-96.0,5273.9214,119,108.61,8233.264399766922,100.0,2.6066904,-99.333336,31.247496,-100.0,0.71867627
,100,0.0006184571,,29.7493,-94.0,0.028088246,0.423233,3.3614237,23.748684,1592558,-40.177727,0.0053763613,[ 0.187  0.132  0.076 ... -0.356  0.02  -0.251],12000,2.8088245,0.00423233,-58.3587,6.184571e-06,-94.0,2921.6133,120,103.04,8298.707268714905,100.0,2.5692883,-97.333336,38.26021,-100.0,0.5376361
,100,0.0017037173,,11.803701,-96.0,0.02499088,0.5916896,8.471919,19.595919,1602067,-57.0198,0.0050630886,[ 0.188  0.132  0.076 ... -0.357  0.004 -0.273],12100,2.499088,0.0059168953,-68.47197,1.7037173e-05,-96.0,2703.0725,121,95.09,8358.219321727753,100.0,2.5636678,-99.333336,57.72929,-100.0,0.5063089
,100,0.00014585005,,30.072573,-92.0,0.036841128,0.43529746,3.3252892,27.12932,1611650,-39.874947,0.00614892,[ 0.188  0.132  0.077 ... -0.355  0.008 -0.282],12200,3.6841128,0.0043529747,-58.154434,1.4585005e-06,-92.0,3874.1997,122,95.83,8414.472702503204,100.0,2.5720325,-95.333336,33.38475,-100.0,0.614892
,100,0.0026174039,,18.956322,-94.0,0.032361526,0.4857315,5.2752852,23.748684,1621095,-44.958313,0.006518949,[ 0.188  0.132  0.076 ... -0.356  0.014 -0.28 ],12300,3.2361526,0.004857315,-59.471268,2.6174039e-05,-94.0,3827.766,123,94.45,8466.641956806183,100.0,2.572076,-97.333336,35.698956,-100.0,0.65189487
,100,0.0034849262,,18.094812,-95.0,0.03015137,0.48267704,5.526446,21.794495,1631011,-46.177715,0.005868542,[ 0.187  0.132  0.076 ... -0.358  0.019 -0.285],12400,3.0151372,0.0048267706,-60.357048,3.484926e-05,-95.0,3516.4622,124,99.16,8520.824295520782,100.0,2.5520048,-98.333336,40.351097,-100.0,0.5868542
,100,0.0037579476,,16.577051,-95.0,0.035850592,0.38870183,6.032436,21.794495,1640748,-38.456585,0.005449764,[ 0.188  0.132  0.076 ... -0.358  0.003 -0.288],12500,3.5850592,0.0038870182,-52.02823,3.7579473e-05,-95.0,3025.6135,125,97.37,8582.664384365082,100.0,2.5077605,-98.333336,33.718597,-100.0,0.5449764
,100,0.0011346791,,20.365076,-94.0,0.024609642,0.30232596,4.910367,23.748684,1651665,-27.663002,0.0039240266,[ 0.188  0.133  0.075 ... -0.361 -0.019 -0.311],12600,2.4609642,0.0030232596,-42.705563,1.134679e-05,-94.0,1524.2429,126,109.17,8638.140957593918,100.0,2.5087733,-97.333336,37.248623,-100.0,0.39240268
,100,0.0020114519,,23.094002,-94.0,0.02433847,0.3996739,4.3301287,23.748684,1661383,-33.86785,0.004900416,[ 0.188  0.132  0.076 ... -0.361 -0.017 -0.312],12700,2.4338472,0.003996739,-49.88659,2.0114518e-05,-94.0,1910.5605,127,97.18,8685.950896263123,100.0,2.5017095,-97.333336,39.94679,-100.0,0.4900416
,100,0.0011152162,,22.707848,-98.0,0.034896966,0.43242812,4.403764,14.0,1670316,-42.467926,0.006487108,[ 0.188  0.132  0.076 ... -0.36  -0.022 -0.315],12800,3.4896965,0.004324281,-58.352177,1.1152161e-05,-98.0,4257.926,128,89.33,8733.822873353958,100.0,2.4968262,-101.333336,30.764729,-100.0,0.6487108
,100,0.0042410353,,24.652885,-91.0,0.037465394,0.40783074,4.05632,28.618176,1680533,-37.583492,0.006204488,[ 0.189  0.132  0.076 ... -0.361 -0.016 -0.325],12900,3.7465396,0.0040783077,-54.13405,4.2410353e-05,-91.0,3784.6726,129,102.17,8791.76543712616,100.0,2.500061,-94.333336,30.17071,-100.0,0.6204488
,100,0.005292179,,24.58662,-93.0,0.041865125,0.43851638,4.0672526,25.514702,1692180,-37.166428,0.006320444,[ 0.188  0.132  0.076 ... -0.363 -0.019 -0.319],13000,4.1865125,0.004385164,-53.694725,5.292179e-05,-93.0,2639.2144,130,116.47,8833.14625620842,100.0,2.5050867,-96.333336,32.494793,-100.0,0.6320444
,100,0.009362259,,20.592693,-97.0,2.9366558,3.4261823,4.8560915,17.058722,1703032,-45.016747,0.2917942,[ 0.188  0.132  0.075 ... -0.363 -0.014 -0.319],13100,293.6656,0.034261823,-60.143135,9.3622584e-05,-97.0,4319.336,131,108.52,8893.332990646362,100.0,2.5175295,-100.333336,1.3599434,-100.0,29.179424
,100,0.0038436542,,19.12015,-93.0,0.029871397,0.4086313,5.2300844,25.514702,1714540,-35.854282,0.0053966558,[ 0.188  0.132  0.075 ... -0.366 -0.002 -0.318],13200,2.9871397,0.004086313,-50.429813,3.843654e-05,-93.0,2326.233,132,115.08,8965.061381578445,100.0,2.5056548,-96.333336,36.441032,-100.0,0.5396656
,100,0.013175964,,10.032768,-94.0,0.057917144,0.6028756,9.967339,23.748684,1726090,-59.191597,0.0074519957,[ 0.188  0.132  0.076 ... -0.366 -0.007 -0.325],13300,5.7917147,0.006028756,-69.74978,0.00013175965,-94.0,5698.666,133,115.5,9022.766154289246,100.0,2.5139225,-97.333336,39.558804,-100.0,0.74519956
,100,0.0010124396,100.0,20.585205,-94.0,0.43759727,0.97213584,4.8578577,27.64055,1738586,-29.349058,0.044745997,[ 0.188  0.132  0.075 ... -0.369 -0.003 -0.321],13400,43.759727,0.009721357,-44.472702,1.0124396e-05,-94.0,17479.037,134,124.96,9084.514270544052,100.0,2.499805,-97.333336,4.5072923,-100.0,4.4745994
,100,0.0030616852,,6.817749,-97.0,0.035815064,0.62739486,14.667598,17.058722,1750550,-57.810707,0.006617688,[ 0.187  0.132  0.074 ... -0.372 -0.008 -0.33 ],13500,3.5815065,0.0062739486,-66.51431,3.061685e-05,-97.0,4109.8765,135,119.64,9153.871980905533,100.0,2.4924433,-100.333336,47.33552,-100.0,0.6617688
,100,0.0044248966,,20.165081,-94.0,0.02129733,0.40190014,4.959068,23.748684,1762296,-38.721375,0.0043260907,[ 0.187  0.132  0.074 ... -0.372 -0.014 -0.331],13600,2.129733,0.004019001,-53.68989,4.4248965e-05,-94.0,1957.7709,136,117.46,9216.526037454605,100.0,2.4959013,-97.333336,46.325092,-100.0,0.43260908
,100,0.002440658,,8.1305895,-96.0,0.047345504,0.6395642,12.299232,19.595919,1775119,-55.81739,0.0065061357,[ 0.187  0.132  0.073 ... -0.372 -0.015 -0.327],13700,4.7345505,0.0063956417,-65.32212,2.440658e-05,-96.0,2376.0142,137,128.23,9281.501060009003,100.0,2.5038576,-99.333336,49.143642,-100.0,0.65061367
,100,0.002838163,,19.419918,-93.0,0.027917571,0.53045493,5.1493526,25.514702,1787879,-49.960136,0.006791874,[ 0.187  0.132  0.073 ... -0.374 -0.003 -0.331],13800,2.791757,0.0053045494,-64.64948,2.8381628e-05,-93.0,4569.702,138,127.6,9352.692785978317,100.0,2.5193398,-96.333336,37.88754,-100.0,0.67918736
,100,0.0003685188,,12.4224825,-94.0,0.05363534,0.5153621,8.049921,23.748684,1800907,-47.27771,0.0068702567,[ 0.187  0.132  0.073 ... -0.374  0.002 -0.321],13900,5.363534,0.00515362,-59.026222,3.685188e-06,-94.0,4484.492,139,130.28,9413.05704164505,100.0,2.5185418,-97.333336,36.0083,-100.0,0.6870257
,100,0.007914989,,21.41631,-90.0,0.07984044,0.3798767,4.6693387,30.0,1813737,-27.203175,0.0087017,[ 0.187  0.132  0.073 ... -0.374  0.011 -0.33 ],14000,7.984044,0.0037987668,-42.629097,7.914989e-05,-90.0,1627.1644,140,128.3,9477.791013479233,100.0,2.503891,-93.333336,16.007317,-100.0,0.87017006
,100,0.0008873088,,24.240942,-93.0,0.022892589,0.5077067,4.1252522,25.514702,1826858,-47.13622,0.005764138,[ 0.187  0.132  0.073 ... -0.373  0.011 -0.345],14100,2.289259,0.0050770664,-63.547916,8.873088e-06,-93.0,3317.703,141,131.21,9540.988580465317,100.0,2.496109,-96.333336,43.687763,-100.0,0.5764138
,100,0.0041623055,,20.207092,-96.0,0.033041645,0.49750766,4.9487576,19.595919,1840235,-45.28459,0.005417029,[ 0.186  0.132  0.073 ... -0.374  0.006 -0.347],14200,3.3041644,0.0049750768,-60.268692,4.1623054e-05,-96.0,2199.3079,142,133.77,9615.668233633041,100.0,2.4960968,-99.333336,45.75491,-100.0,0.54170287
,100,0.0031610616,,18.675453,-91.0,0.023437042,0.49036494,5.3546224,28.618176,1853188,-43.064167,0.0051853242,[ 0.186  0.132  0.073 ... -0.374  0.006 -0.348],14300,2.3437042,0.00490365,-57.4692,3.1610616e-05,-91.0,2513.9033,143,129.53,9687.592245101929,100.0,2.496157,-94.333336,47.210262,-100.0,0.51853245
,100,0.0010840325,,17.736788,-97.0,0.03213218,0.6627078,5.6379995,17.058722,1866793,-64.83862,0.0064070914,[ 0.186  0.132  0.073 ... -0.373  0.01  -0.351],14400,3.213218,0.0066270772,-78.876976,1.0840325e-05,-97.0,4236.3247,144,136.05,9745.082837104797,100.0,2.4856052,-100.333336,51.68729,-100.0,0.6407091
,100,0.005736457,,15.186631,-93.0,0.04087196,0.5585622,6.5847387,25.514702,1879533,-50.986755,0.0073300684,[ 0.187  0.132  0.073 ... -0.374  0.006 -0.358],14500,4.087196,0.0055856216,-63.976765,5.736457e-05,-93.0,5157.2803,145,127.4,9800.349826097488,100.0,2.493177,-96.333336,36.73556,-100.0,0.73300683
,100,0.003673045,,8.26358,-96.0,0.059806976,0.63288796,12.101293,19.595919,1892205,-61.62236,0.008120582,[ 0.187  0.132  0.073 ... -0.373  0.012 -0.356],14600,5.9806976,0.006328879,-71.204506,3.673045e-05,-96.0,6768.808,146,126.72,9869.948604345322,100.0,2.496874,-99.333336,37.78798,-100.0,0.8120583
,100,0.0011507146,,18.64092,-96.0,0.0608876,0.44819346,5.364542,19.595919,1904326,-38.18895,0.007887091,[ 0.187  0.132  0.074 ... -0.373  0.004 -0.346],14700,6.0887604,0.004481934,-52.58066,1.1507145e-05,-96.0,3075.6465,147,121.21,9939.736825227737,100.0,2.4892616,-99.333336,24.409742,-100.0,0.7887091
,100,0.0059813093,,19.401823,-92.0,0.06632732,0.6202375,5.154155,27.12932,1917511,-50.4834,0.009618521,[ 1.876e-01  1.319e-01  7.383e-02 ... -3.724e-01 -3.155e-05 -3.485e-01],14800,6.632732,0.006202376,-65.1659,5.9813094e-05,-92.0,5647.6597,148,131.85,10002.260741233826,100.0,2.5001929,-95.333336,29.369263,-100.0,0.9618522
,100,0.00062073173,,30.811235,-96.0,0.023160573,0.3528057,3.2455692,19.595919,1929601,-32.98074,0.004957209,[ 0.187  0.132  0.074 ... -0.373  0.006 -0.343],14900,2.3160574,0.0035280571,-51.483364,6.2073173e-06,-96.0,2242.296,149,120.9,10059.601548433304,100.0,2.4899776,-99.333336,33.62187,-100.0,0.4957209
,100,0.0037948985,,10.266049,-95.0,0.062074628,0.65689147,9.740846,21.794495,1941693,-57.466976,0.009264396,[ 0.188  0.132  0.074 ... -0.372 -0.002 -0.346],15000,6.207463,0.0065689147,-68.1472,3.7948983e-05,-95.0,7872.9727,150,120.92,10124.36639380455,100.0,2.4901702,-98.333336,33.45538,-100.0,0.9264396
,100,0.00076950353,,23.934776,-98.0,0.046774004,0.41693825,4.178021,14.0,1954205,-41.57978,0.0067898533,[ 0.188  0.132  0.074 ... -0.371  0.001 -0.349],15100,4.6774006,0.004169382,-57.88751,7.6950355e-06,-98.0,4665.596,151,125.12,10188.480362176895,100.0,2.4900377,-101.333336,27.38208,-100.0,0.6789853
,100,0.00084643014,,24.944431,-93.0,0.038905434,0.5480626,4.0089107,25.514702,1966135,-46.93879,0.0072438647,[ 0.188  0.132  0.074 ... -0.372 -0.001 -0.347],15200,3.8905435,0.0054806266,-63.58692,8.464302e-06,-93.0,4117.5723,152,119.3,10256.558915376663,100.0,2.4785285,-96.333336,36.404026,-100.0,0.72438645
,100,0.0008024814,,28.845242,-96.0,0.01685784,0.26417434,3.4667764,19.595919,1978573,-25.37954,0.0036118159,[ 0.188  0.131  0.074 ... -0.372 -0.013 -0.346],15300,1.685784,0.0026417435,-43.282127,8.024814e-06,-96.0,1283.7903,153,124.38,10317.905775785446,100.0,2.464859,-99.333336,34.85218,-100.0,0.3611816
