MinIWNorm,StdIWNorm,MaxIWNorm,TimeElapsed,InitialReturnStd,Iteration,ReturnStepMax,Bound,EmpiricalD2,EpisodesSoFar,ESSClassic,EpThisIter,TimestepsSoFar,MeanIW,EpLenMean,ReturnMeanIW,MeanEntropy,ReturnStepMaxmin,InitialBound,MeanIWNorm,InitialReturnMin,J_sample_variance,StdIW,EpRewMean,ESSRenyi,MinIW,MaxIW,InitialReturnMean,InitialReturnMax,Weights
2.3267896e-05,0.008143011,0.035251863,7.9501848220825195,90.940094,1,161.8389,-185.55879,5.784056,100,39.737865,100,9645,0.6612491,96.45,-151.45052,2.779293,61.838898,-264.75653,0.006612491,-425.46597,41533.562,0.8143011,-494.8923317626198,17.288906,0.0023267895,3.5251865,-250.57431,-61.83186,[-0.155  0.183  0.205 ...  0.116  0.     0.   ]
1.20859695e-05,0.004619297,0.021823725,46.67826533317566,85.84648,2,118.06743,-140.71643,13.759663,200,46.891273,100,19504,0.43404916,98.59,-89.77067,2.7428906,18.067429,-251.07933,0.004340491,-412.0268,8134.976,0.46192968,-482.8874828506252,7.26762,0.001208597,2.1823726,-237.3451,-13.016319,[-0.155  0.183  0.205 ...  0.118 -0.028 -0.031]
5.8275073e-05,0.0054574683,0.028661195,85.32257866859436,91.46552,3,123.07892,-106.012634,10.442901,300,35.836075,100,29434,0.4078552,99.3,-64.308784,2.7040153,23.078918,-200.21056,0.0040785526,-387.15677,9328.504,0.54574686,-384.33608331292277,9.575884,0.0058275075,2.8661196,-187.30533,-10.169537,[-0.155  0.184  0.205 ...  0.121 -0.044 -0.052]
0.00012091591,0.006821436,0.04081289,122.23124647140503,85.9296,4,112.20742,-109.92651,7.409721,400,46.002926,100,40181,0.62962717,107.47,-75.4545,2.722435,12.20742,-174.0004,0.006296271,-379.91553,5946.9575,0.6821436,-350.5734804117123,13.495785,0.012091591,4.0812893,-161.33658,7.492975,[-0.156  0.185  0.206 ...  0.122 -0.074 -0.06 ]
1.987214e-05,0.0050819744,0.028833231,157.0619764328003,80.28188,5,100.0,-89.5441,8.719185,500,41.2453,100,50821,0.42579287,106.4,-56.5965,2.669865,12.89312,-179.64168,0.0042579286,-334.73956,4508.9233,0.5081975,-357.479078190468,11.468962,0.001987214,2.8833232,-168.48367,5.5798798,[-0.156  0.185  0.205 ...  0.123 -0.045 -0.071]
9.950645e-05,0.0070285476,0.033144675,194.4787495136261,74.418945,6,118.87803,-99.12908,5.8883076,600,46.908752,100,61992,0.6606645,111.71,-73.21172,2.6484232,18.878029,-140.79794,0.0066066445,-320.41785,7851.852,0.7028547,-302.9584553832071,16.98281,0.009950645,3.3144677,-130.11734,23.31777,[-0.154  0.185  0.206 ...  0.126 -0.078 -0.091]
4.7281406e-05,0.01044583,0.06570472,225.43822932243347,75.67063,7,100.0,-115.46681,8.0780735,700,32.32986,100,72659,0.7220152,106.67,-78.89127,2.6151762,26.45131,-159.3873,0.007220152,-386.06296,10746.953,1.0445831,-325.54289640326294,12.3791895,0.004728141,6.570472,-146.51854,-4.6606026,[-0.156  0.185  0.207 ...  0.124 -0.107 -0.082]
6.285353e-05,0.006947228,0.0414417,260.7989113330841,76.339745,8,100.0,-92.583984,5.8087683,800,48.823006,100,83451,0.67855704,107.92,-59.25854,2.6150384,14.395226,-138.1675,0.00678557,-414.81564,3133.8665,0.69472283,-278.0747304212036,17.215353,0.0062853526,4.1441703,-124.3403,-14.644192,[-0.155  0.185  0.206 ...  0.124 -0.129 -0.094]
0.00015617454,0.006358771,0.026601195,289.7789692878723,75.638725,9,102.069145,-77.59104,4.6243873,900,54.493233,100,93716,0.69583535,102.65,-54.758698,2.6022933,2.0691452,-125.36947,0.006958353,-318.52585,2877.1917,0.63587713,-255.308975513156,21.624487,0.015617454,2.6601195,-114.751945,15.495642,[-0.156  0.185  0.205 ...  0.126 -0.115 -0.108]
4.1846302e-05,0.0060427645,0.03197291,323.41978764533997,62.7418,10,104.640724,-61.89323,6.499509,1000,43.85112,100,103997,0.5340174,102.81,-37.77128,2.5554175,4.640724,-107.33667,0.005340174,-283.85297,1427.0604,0.6042764,-220.90623444288585,15.385777,0.0041846302,3.1972914,-97.8749,5.3734436,[-0.156  0.185  0.205 ...  0.129 -0.127 -0.109]
