MaxIWNorm,MeanEntropy,InitialBound,ReturnStepMaxmin,MinIW,EpRewMean,ReturnStepMax,Bound,TimestepsSoFar,InitialReturnMax,J_sample_variance,StdIW,EpLenMean,ESSClassic,TimeElapsed,MeanIWNorm,MaxIW,MeanIW,InitialReturnStd,ESSRenyi,EpisodesSoFar,EmpiricalD2,Iteration,StdIWNorm,InitialReturnMin,Weights,ReturnMeanIW,MinIWNorm,InitialReturnMean,EpThisIter
0.050311755,2.7980847,-39.708107,100.0,0.000105884465,-100.0,100.0,-21.709007,9645,-19.238531,1259.2316,0.8343617,96.45,19.22279,7.442262887954712,0.004070223,5.0311756,0.40702224,7.7222395,0.93040967,100,107.47954,1,0.008343617,-53.626823,[-0.155  0.183  0.205 ...  0.116  0.     0.   ],-16.121382,1.0588446e-06,-39.169136,100
0.048627224,2.8009984,-38.67216,100.0,0.0008667233,-100.0,100.0,-20.218979,19652,-15.894271,915.32697,0.7193404,100.07,25.618113,35.76534914970398,0.0042215735,4.8627224,0.42215738,8.7897,2.0484352,200,48.81775,2,0.0071934033,-53.090553,[-0.154  0.183  0.204 ...  0.117 -0.022 -0.018],-16.490871,8.667233e-06,-38.13858,100
0.021670481,2.717515,-37.23977,100.0,0.0007543649,-100.0,100.0,-14.259356,30010,-16.380796,268.55707,0.3870859,103.58,34.118935,67.57334423065186,0.002785639,2.1670482,0.2785639,8.408082,2.4898598,300,40.162903,3,0.0038708588,-53.090553,[-0.154  0.183  0.205 ...  0.12  -0.022 -0.015],-10.877833,7.5436487e-06,-36.70619,100
