Iteration,TimestepsSoFar,Weights,EpRewMean,TimeElapsed,MaxIW,InitialReturnStd,ReturnMeanIW,J_sample_variance,EmpiricalD2,MeanEntropy,MeanIWNorm,StdIWNorm,InitialReturnMin,EpisodesSoFar,ESSRenyi,MaxIWNorm,Bound,ESSClassic,MinIWNorm,EpLenMean,MeanIW,StdIW,MinIW,InitialBound,EpThisIter,ReturnStepMaxmin,InitialReturnMax,InitialReturnMean,ReturnStepMax
144,4634602,[ 0.191 -0.1   -0.152 ... -0.405 -0.849 -0.178],36.1742137597706,11896.204233646393,862.0778,17.28827,765.22595,53513280.0,6038.3667,1.8242363,0.09459447,0.8575577,-2.0345325,14400,0.01656077,8.620778,694.77954,1.202133,5.5890148e-08,462.6,9.45945,85.75577,5.589015e-06,44.199474,100,,90.2021,45.10604,100.0
145,4678270,[ 0.189 -0.1   -0.149 ... -0.405 -0.846 -0.167],70.79346525763437,11999.242814540863,10300.201,20.162642,4969.923,2351134700.0,8072.859,1.8333567,1.0546857,10.246644,-8.347137,14500,0.012387185,103.00201,4887.5293,1.0483484,4.7114634e-07,436.68,105.468544,1024.6643,4.7114634e-05,43.96434,100,,91.24269,44.881367,100.0
146,4723721,[ 0.189 -0.1   -0.15  ... -0.407 -0.846 -0.159],67.41891263964128,12107.11729502678,1111.5245,15.992981,727.59204,46112290.0,14211.48,1.8242173,0.12123428,1.1057439,-0.9861946,14600,0.0070365644,11.115245,619.3418,1.1878246,1.481917e-07,454.51,12.123427,110.574394,1.4819171e-05,49.51566,100,,90.34974,50.423706,100.0
147,4766898,[ 0.187 -0.099 -0.147 ... -0.409 -0.858 -0.155],65.84412775089757,12200.92017698288,31583.908,17.626337,15538.888,24105325000.0,149892.55,1.7760248,3.161378,31.425293,9.600391,14700,0.0006671446,315.83908,15180.814,1.0018924,1.0696624e-09,431.77,316.13782,3142.5293,1.0696623e-07,50.270706,100,,92.023605,51.19558,100.0
148,4812811,[ 0.186 -0.099 -0.146 ... -0.408 -0.897 -0.165],67.99220446896479,12327.016436576843,7714.818,15.255186,3268.0217,1041416770.0,143228.52,1.7984892,0.77865463,7.6754856,11.276554,14800,0.000698185,77.14818,2938.647,1.0186645,3.1878216e-08,459.13,77.86545,767.5486,3.1878217e-06,48.654133,100,,86.595085,49.52445,100.0
149,4860928,[ 0.186 -0.099 -0.146 ... -0.408 -0.898 -0.142],45.7465551759208,12446.24814581871,95980.375,16.241177,51264.188,262668710000.0,34747600.0,1.827143,9.600388,95.49903,2.376638,14900,2.8778966e-06,959.8037,45470.406,1.0004896,3.3913736e-10,481.17,960.0387,9549.903,3.3913736e-08,47.510704,100,,97.79514,48.493587,100.0
150,4906309,[ 0.186 -0.099 -0.146 ... -0.408 -0.882 -0.129],62.31660871647613,12563.796080112457,22939.05,16.838991,10855.9795,11745711000.0,1341387.9,1.8095715,2.298099,22.823652,-6.3485575,15000,7.454965e-05,229.3905,9858.955,1.0036592,2.2330104e-09,453.81,229.8099,2282.365,2.2330106e-07,48.175953,100,,85.65375,49.036808,100.0
151,4950586,[ 0.187 -0.099 -0.147 ... -0.406 -0.894 -0.134],77.20965640354709,12691.227339029312,130.56105,21.117823,144.3816,688633.44,39.19312,1.8023838,0.02561444,0.13524017,-25.89076,15100,2.5514684,1.3056104,138.63544,3.4629965,3.349219e-05,442.77,2.5614438,13.524017,0.0033492192,41.48926,100,,91.325226,42.407124,100.0
152,4995896,[ 0.187 -0.099 -0.148 ... -0.408 -0.893 -0.142],64.04670339849216,12802.652305603027,7783.131,19.137896,3461.204,1172788400.0,67958.16,1.7779604,0.78614736,7.7434535,-1.5369968,15200,0.0014714937,77.83131,3226.099,1.0201997,1.8530155e-08,453.1,78.614746,774.3454,1.8530156e-06,48.902966,100,,89.73432,49.80483,100.0
153,5042890,[ 0.187 -0.099 -0.148 ... -0.408 -0.902 -0.158],103.3303495717308,12909.964221000671,41756.85,13.988287,36442.414,132739130000.0,6292823.0,1.8040645,4.177373,41.54738,19.945786,15300,1.5891119e-05,417.5685,34242.64,1.0008086,1.1314836e-09,469.94,417.73734,4154.737,1.1314836e-07,49.09937,100,,87.25148,49.976284,100.0
154,5084133,[ 0.186 -0.099 -0.146 ... -0.413 -0.88  -0.153],60.438955026997206,13017.17206978798,2431.848,17.322496,2129.7737,442083870.0,19656.275,1.7744185,0.25480592,2.4198725,10.611595,15400,0.005087434,24.318478,1999.3472,1.0965925,1.1642448e-08,412.43,25.480589,241.98723,1.1642448e-06,46.396896,100,,92.562004,47.32718,100.0
155,5125186,[ 0.187 -0.099 -0.146 ... -0.413 -0.904 -0.16 ],81.78699906695856,13120.008369207382,3042.133,20.249132,2310.0725,522638750.0,24521.154,1.7854922,0.3111147,3.0262773,-4.5702486,15500,0.0040781116,30.42133,2155.1157,1.0458217,8.2103625e-08,410.53,31.111467,302.62775,8.2103625e-06,50.01815,100,,98.45955,51.007706,100.0
156,5166286,[ 0.187 -0.099 -0.147 ... -0.414 -0.9   -0.153],90.65063888382758,13229.256734848022,9099.602,19.28954,4874.6216,2293165300.0,223403.5,1.7773663,0.92400557,9.052845,7.6169624,15600,0.00044762055,90.99601,4447.559,1.031046,5.02591e-10,411.0,92.40056,905.2845,5.0259104e-08,49.5647,100,,89.900856,50.46824,100.0
157,5207826,[ 0.187 -0.099 -0.147 ... -0.414 -0.917 -0.143],89.56232472651566,13338.993441581726,638172.25,16.848833,258343.17,6671644000000.0,257536600.0,1.7613778,63.82701,634.9723,9.953089,15700,3.8829432e-07,6381.722,242703.53,1.0003071,2.0437799e-11,415.4,6382.7017,63497.24,2.04378e-09,49.563057,100,,96.96724,50.537613,100.0
158,5246221,[ 0.188 -0.099 -0.147 ... -0.413 -0.938 -0.139],89.57066388421985,13423.116277217865,1569.1251,17.956028,833.68805,56357564.0,20522.262,1.7653308,0.1804525,1.5624489,6.632002,15800,0.0048727575,15.691251,708.42596,1.3163143,1.4110557e-08,383.95,18.045252,156.24487,1.4110558e-06,49.19364,100,,87.001076,50.06804,100.0
159,5283414,[ 0.19  -0.1   -0.149 ... -0.414 -0.932 -0.14 ],90.2435921062755,13517.540254831314,4370.7563,20.668268,2907.063,822974100.0,100500.26,1.7694418,0.44483107,4.3481364,-5.9893613,15900,0.0009950224,43.70756,2604.3135,1.0357674,6.7845036e-08,371.93,44.483116,434.81366,6.784504e-06,46.106106,100,,95.02051,47.061092,100.0
160,5318569,[ 0.19  -0.1   -0.15  ... -0.414 -0.931 -0.138],94.31498123417616,13598.566804170609,1060.5472,22.452639,830.6454,64931044.0,360.44003,1.7772707,0.111752674,1.0547003,-3.2842407,16000,0.27743867,10.605473,812.6553,1.1102204,1.2199181e-06,351.55,11.175267,105.47001,0.00012199181,46.931793,100,,94.28336,47.879375,100.0
161,5353558,[ 0.19  -0.1   -0.151 ... -0.415 -0.924 -0.137],77.79658076625036,13691.753556489944,7460.761,19.019646,5506.5015,3009703200.0,2174451.0,1.8046864,0.75103575,7.422897,-0.34144974,16100,4.598862e-05,74.60761,4181.4805,1.0133306,2.2303759e-07,349.89,75.10358,742.2897,2.2303759e-05,45.024635,100,,89.40578,45.9232,100.0
162,5391953,[ 0.19  -0.1   -0.152 ... -0.413 -0.897 -0.137],79.17085469887294,13779.041986703873,23974.3,20.005087,10676.921,11329428000.0,3673723.2,1.7922813,2.4034534,23.853535,-12.664019,16200,2.7220342e-05,239.743,8809.004,1.00503,4.608315e-10,383.95,240.34537,2385.3535,4.608315e-08,43.110622,100,,96.96654,44.085175,100.0
163,5426690,[ 0.191 -0.1   -0.153 ... -0.412 -0.913 -0.133],82.22292390461396,13859.365099668503,2824.6138,17.908173,1625.0393,249922050.0,56076.875,1.8173155,0.29211715,2.8095644,-2.751707,16300,0.0017832663,28.246138,1432.1753,1.0694648,8.952497e-06,347.37,29.211716,280.95645,0.0008952498,42.819542,100,,81.03583,43.633987,100.0
164,5465828,[ 0.189 -0.099 -0.15  ... -0.411 -0.894 -0.127],93.41179047385025,13954.32826256752,30868.28,18.722092,20407.287,41574236000.0,100575460.0,1.8124295,3.0906858,30.713167,13.840797,16400,9.942784e-07,308.6828,10339.097,1.0025012,1.0064328e-10,391.38,309.06863,3071.317,1.0064328e-08,49.618835,100,,99.89023,50.62277,100.0
165,5507826,[ 0.187 -0.099 -0.148 ... -0.41  -0.891 -0.135],112.77177954130461,14050.020773649216,1675.3127,16.097267,716.6593,47973890.0,12245.464,1.8001423,0.17232296,1.6665145,10.509644,16500,0.008166289,16.753126,620.73083,1.0579109,3.3313686e-08,419.98,17.232298,166.65149,3.3313688e-06,50.302628,100,,86.25366,51.169506,100.0
166,5548978,[ 0.188 -0.099 -0.149 ... -0.413 -0.908 -0.129],127.00243078302228,14140.292353868484,61015.355,16.267706,44078.957,193607390000.0,8659840.0,1.802468,6.118801,60.70794,26.87788,16600,1.1547558e-05,610.15356,41061.03,1.0056616,7.7828425e-08,411.52,611.87994,6070.7935,7.782843e-06,53.867596,100,,102.04018,54.89314,100.0
167,5591953,[ 0.19  -0.1   -0.153 ... -0.412 -0.898 -0.137],96.04243783702144,14238.668214082718,17984.2,15.775916,10692.404,11375559000.0,931295.2,1.8089433,1.8036492,17.893536,15.205032,16700,0.00010737734,179.842,9754.256,1.0058223,1.7526382e-07,429.75,180.36488,1789.3534,1.7526383e-05,53.021015,100,,96.72646,53.993153,100.0
168,5633878,[ 0.189 -0.099 -0.152 ... -0.413 -0.904 -0.125],97.29256528442808,14335.402689218521,15636.898,17.32463,13081.938,17074204000.0,3038678.0,1.8509154,1.5678614,15.558108,3.6498747,16800,3.2909047e-05,156.36899,11511.975,1.0053416,1.3020701e-09,419.25,156.78615,1555.8104,1.3020701e-07,48.10037,100,,89.61172,49.001,100.0
169,5677754,[ 0.189 -0.099 -0.15  ... -0.412 -0.895 -0.092],94.58679725074579,14450.8803024292,883.80664,15.948213,615.18896,26473428.0,865.0823,1.851568,0.10648658,0.8865925,-1.3148365,16900,0.115595944,8.838066,588.37494,1.422071,9.970197e-08,438.76,10.648657,88.65925,9.970197e-06,50.38395,100,,90.70912,51.29561,100.0
170,5721265,[ 0.188 -0.099 -0.149 ... -0.413 -0.889 -0.097],100.14076194945378,14557.709627866745,16444.502,16.083887,6795.196,4598727000.0,231510.84,1.8586581,1.6471758,16.361801,7.2554455,17000,0.0004319452,164.44502,6368.93,1.0033175,2.650006e-09,435.11,164.71756,1636.18,2.650006e-07,51.177402,100,,88.147995,52.06332,100.0
171,5765636,[ 0.187 -0.098 -0.147 ... -0.411 -0.886 -0.094],76.5172977703751,14689.560176372528,7990.4087,18.551807,4399.0244,1908908200.0,129113.15,1.8486114,0.804662,7.9498243,-8.860022,17100,0.00077451445,79.90408,4052.8113,1.0141106,5.3298996e-09,443.71,80.46621,794.9824,5.3299e-07,53.07189,100,,95.8685,54.03541,100.0
172,5811716,[ 0.186 -0.098 -0.145 ... -0.413 -0.888 -0.101],50.050751470481146,14823.07468008995,48401.258,15.519236,24050.705,57435170000.0,1725.5547,1.7943009,4.856862,48.157047,7.2247953,17200,0.057952378,484.01257,24011.973,1.0069237,5.3330805e-08,460.8,485.68622,4815.7046,5.3330805e-06,49.170288,100,,92.77263,50.102684,100.0
173,5857794,[ 0.185 -0.098 -0.146 ... -0.413 -0.907 -0.136],72.83165104391935,14938.308405160904,116287.32,14.776295,47452.344,224698940000.0,18714718.0,1.7857915,11.638653,115.70345,21.29032,17300,5.3433882e-06,1162.8732,43157.16,1.0017059,1.4598537e-09,460.78,1163.865,11570.346,1.4598537e-07,53.76265,100,,98.78878,54.755512,100.0
174,5902751,[ 0.184 -0.098 -0.144 ... -0.411 -0.896 -0.157],46.281265776538575,15064.363398313522,8397.348,15.601044,3271.858,1061936400.0,4107.0967,1.7520217,0.8426706,8.354962,2.5906343,17400,0.0243481,83.97347,3218.5854,1.0070037,1.9564104e-07,449.57,84.26705,835.4964,1.9564104e-05,49.261517,100,,82.7092,50.092777,100.0
175,5948095,[ 0.184 -0.097 -0.144 ... -0.409 -0.925 -0.161],95.49299420432688,15178.364177465439,41.83255,17.85223,106.34353,80415.19,12.888039,1.7607207,0.019407755,0.04870102,3.3641338,17500,7.7591324,0.41832548,102.897934,13.704481,0.00012928194,453.44,1.9407754,4.8701024,0.012928193,52.334366,100,,95.49666,53.294144,100.0
176,5994218,[ 0.183 -0.097 -0.142 ... -0.409 -0.923 -0.154],59.117298104144,15305.755084514618,45958.17,13.738855,20097.545,40221737000.0,4949918.0,1.7740746,4.6040435,45.726986,3.392558,17600,2.0202355e-05,459.5817,18229.762,1.0035825,6.8123533e-09,461.23,460.40433,4572.6987,6.8123535e-07,49.93566,100,,83.53052,50.77517,100.0
177,6038392,[ 0.185 -0.097 -0.145 ... -0.411 -0.907 -0.157],81.19798277022797,15430.308083295822,21701.258,16.95506,15823.678,17557563000.0,984813.75,1.7861116,2.686471,21.844065,-10.527163,17700,0.00010154204,217.01257,14940.9375,1.4899708,2.4075977e-08,441.74,268.6471,2184.4067,2.4075978e-06,46.60977,100,,88.50615,47.499287,100.0
178,6082752,[ 0.185 -0.097 -0.145 ... -0.411 -0.911 -0.141],83.4851207848701,15551.964215993881,1488.054,18.304253,792.9639,54182636.0,5308.936,1.7848186,0.15952986,1.4813886,-9.512222,17800,0.018836167,14.880539,726.4282,1.1464057,1.3532377e-09,443.6,15.952986,148.13887,1.3532377e-07,48.713375,100,,90.85911,49.62654,100.0
179,6128193,[ 0.185 -0.097 -0.144 ... -0.412 -0.903 -0.15 ],68.72415554814525,15658.976321697235,9498.053,14.795825,5475.8394,2962355200.0,575750.25,1.7684857,0.9551599,9.449952,10.9955225,17900,0.00017368642,94.98052,4827.6743,1.0112965,1.02335675e-10,454.41,95.51598,944.99524,1.0233568e-08,48.598156,100,,84.99358,49.452374,100.0
180,6174498,[ 0.186 -0.098 -0.147 ... -0.41  -0.923 -0.146],90.98780081346442,15787.353706359863,61290.39,15.690176,40199.227,161501430000.0,487115.97,1.7834766,6.131784,60.98289,12.253343,18000,0.00020528992,612.9039,39552.945,1.0008959,6.907438e-08,463.05,613.1784,6098.289,6.9074385e-06,50.784042,100,,92.13472,51.71003,100.0
181,6218090,[ 0.187 -0.098 -0.147 ... -0.413 -0.922 -0.133],89.48312723617074,15882.78810930252,38447.09,18.596127,21104.47,44341730000.0,351641.1,1.8105258,3.85253,38.253593,-1.5203083,18100,0.00028438086,384.4709,20533.129,1.0040722,1.380199e-09,435.92,385.25302,3825.3591,1.380199e-07,49.847458,100,,95.86572,50.810944,100.0
182,6262825,[ 0.188 -0.098 -0.148 ... -0.412 -0.914 -0.113],69.91238512339501,15990.688229084015,4315.3433,13.649498,2662.019,684329600.0,46737.58,1.8427558,0.44061038,4.2930527,13.989313,18200,0.002139606,43.15343,2471.652,1.0423806,1.1264041e-07,447.35,44.06104,429.30536,1.1264041e-05,48.055878,100,,87.614555,48.93644,100.0
183,6308290,[ 0.187 -0.098 -0.147 ... -0.409 -0.906 -0.089],78.14750765700583,16092.536118507385,5886.366,15.454604,2338.7998,536564300.0,132540.66,1.8372571,0.59242845,5.856493,21.212883,18300,0.0007544855,58.86366,1993.2932,1.0129198,1.1649379e-10,454.65,59.242847,585.64935,1.1649378e-08,50.198685,100,,94.42768,51.147717,100.0
184,6355711,[ 0.187 -0.098 -0.147 ... -0.408 -0.925 -0.076],86.44415589517081,16211.233176231384,5364.532,12.588195,3091.1536,898788700.0,130637.25,1.8652172,0.5596226,5.3382993,7.0834846,18400,0.0007654785,53.64532,2793.9478,1.0870208,1.4916901e-08,474.21,55.962257,533.82996,1.4916901e-06,46.637104,100,,81.81656,47.459396,100.0
185,6403550,[ 0.187 -0.098 -0.147 ... -0.409 -0.931 -0.042],66.75799935471998,16353.96819806099,50869.797,13.648367,23066.322,53099510000.0,893031.1,1.8808767,5.0918913,50.61432,6.301832,18500,0.00011197818,508.69797,22327.398,1.001932,2.7308014e-09,478.39,509.1892,5061.4326,2.7308013e-07,44.810497,100,,77.80068,45.592426,100.0
186,6450825,[ 0.185 -0.098 -0.145 ... -0.407 -0.934 -0.023],55.28776843517634,16508.91228580475,10401.51,15.103425,4313.955,1828970600.0,7125.905,1.8534336,1.0468007,10.34872,4.471059,18600,0.014033305,104.0151,4239.1763,1.0128233,8.125678e-07,472.75,104.68007,1034.8721,8.125678e-05,44.615967,100,,88.140854,45.501816,100.0
187,6498425,[ 0.186 -0.098 -0.148 ... -0.408 -0.946 -0.039],72.88771160028054,16645.424098968506,16194.434,13.886559,12554.221,15710963000.0,11084905.0,1.8388661,1.6255072,16.11267,11.912109,18700,9.021277e-06,161.94434,9946.882,1.0074996,5.4681662e-11,476.0,162.55069,1611.267,5.4681664e-09,46.31398,100,,77.92002,47.097103,100.0
188,6544342,[ 0.186 -0.098 -0.148 ... -0.408 -0.953 -0.046],67.06759452482883,16754.192388534546,7669.658,16.642498,4130.365,1695540000.0,166489.06,1.829798,0.77039397,7.630875,-10.467632,18800,0.0006006401,76.69658,3772.2168,1.0089581,3.7968965e-07,459.17,77.039406,763.0875,3.7968966e-05,44.40389,100,,87.334885,45.28164,100.0
189,6590325,[ 0.184 -0.097 -0.146 ... -0.408 -0.956 -0.052],61.52890809995197,16890.39607143402,31987.006,15.352294,17109.28,29262690000.0,30827024.0,1.7535588,3.1994352,31.826593,2.4385328,18900,3.243907e-06,319.87006,12402.805,1.0004597,1.686043e-10,459.83,319.94354,3182.6592,1.686043e-08,44.24216,100,,84.3427,45.08984,100.0
190,6635659,[ 0.182 -0.097 -0.141 ... -0.407 -1.001 -0.083],68.86555713379087,17006.703384160995,115326.81,17.732265,50007.062,250049790000.0,2737467.2,1.7548773,11.53344,114.74865,7.7993593,19000,3.6530117e-05,1153.2681,48515.85,1.000132,2.6822269e-08,453.34,1153.3442,11474.866,2.682227e-06,47.371983,100,,89.67718,48.273277,100.0
191,6679240,[ 0.182 -0.097 -0.141 ... -0.405 -0.988 -0.095],81.02223333598668,17122.647872447968,32032.674,16.535011,18462.037,34033640000.0,1229688.4,1.7948338,3.2064202,31.87179,-6.1107,19100,8.1321414e-05,320.32672,17493.438,1.0019695,1.1285012e-08,435.81,320.64203,3187.179,1.1285013e-06,45.749287,100,,86.908936,46.622753,100.0
192,6722642,[ 0.183 -0.097 -0.141 ... -0.405 -0.983 -0.06 ],87.86717090067602,17241.87639451027,19341.43,17.831236,11455.475,13102220000.0,12333526.0,1.7627634,1.9367764,19.244219,-7.486458,19200,8.107982e-06,193.41429,8212.166,1.0027243,1.14810494e-10,434.02,193.67764,1924.422,1.148105e-08,45.395267,100,,91.88872,46.318783,100.0
193,6768677,[ 0.183 -0.097 -0.14  ... -0.406 -0.993 -0.082],76.17956866777865,17368.460741758347,10272.714,16.298918,4905.3013,2344758000.0,142980.95,1.7789427,1.0410492,10.219998,-2.0427952,19300,0.00069939386,102.727135,4579.6064,1.0269703,2.3445556e-07,460.35,104.104935,1021.9999,2.3445557e-05,44.066418,100,,85.70174,44.927753,100.0
194,6815304,[ 0.184 -0.098 -0.142 ... -0.406 -0.981 -0.078],69.13546139905651,17490.8123793602,50492.125,14.811957,28026.47,77055220000.0,312477150.0,1.7633826,5.0931597,50.236454,14.035388,19400,3.200234e-07,504.92123,13291.522,1.0174088,1.0573268e-10,466.27,509.316,5023.645,1.05732685e-08,44.652462,100,,82.938675,45.486027,100.0
195,6859914,[ 0.185 -0.098 -0.143 ... -0.408 -1.008 -0.067],71.13878658280629,17614.367799520493,795.57623,15.785213,485.77432,18450514.0,2325.1204,1.764375,0.08991926,0.7912458,-0.7031441,19500,0.043008525,7.9557624,450.4025,1.2749989,4.949027e-07,446.1,8.991926,79.12458,4.949027e-05,42.443512,100,,72.98813,43.177067,100.0
196,6905422,[ 0.185 -0.098 -0.142 ... -0.406 -1.01  -0.064],66.10929388938524,17741.11229658127,35109.316,17.160145,20253.3,40897750000.0,1417568.1,1.7635854,3.517105,34.93273,-9.822948,19600,7.054335e-05,351.09317,19173.965,1.0035185,6.318473e-09,455.08,351.7105,3493.273,6.318473e-07,43.00444,100,,90.19915,43.91098,100.0
197,6949670,[ 0.183 -0.098 -0.141 ... -0.406 -1.016 -0.058],80.86886773902972,17865.292162179947,15751.006,17.697062,6692.282,4453892000.0,3472139.8,1.7545906,1.5791568,15.67165,6.3747673,19700,2.8800685e-05,157.51006,5039.003,1.0051568,1.4862466e-07,442.48,157.91571,1567.1649,1.4862467e-05,44.72927,100,,88.28061,45.616524,100.0
198,6993183,[ 0.182 -0.097 -0.14  ... -0.404 -1.016 -0.068],66.74914960189427,17976.048053979874,421.4074,16.162981,268.14444,5509805.0,688.0835,1.7547919,0.04830523,0.41911182,2.2809782,19800,0.1453312,4.214074,247.72693,1.3109839,1.4747826e-06,435.13,4.8305235,41.911182,0.00014747826,42.082863,100,,77.44616,42.86122,100.0
199,7038197,[ 0.181 -0.097 -0.14  ... -0.404 -1.022 -0.061],76.33557458264073,18082.99611735344,175257.38,16.211866,50669.684,256321450000.0,219026670.0,1.7336799,17.53863,174.37761,-14.755964,19900,4.565654e-07,1752.5737,38551.91,1.0014714,6.982894e-11,450.14,1753.8629,17437.762,6.9828943e-09,42.819946,100,,81.4689,43.63874,100.0
200,7084002,[ 0.181 -0.096 -0.14  ... -0.404 -1.035 -0.069],62.63269470793094,18201.15696644783,1982.5785,16.412653,734.23816,52327756.0,13906.225,1.7366736,0.20199953,1.9722958,0.087414026,20000,0.0071910243,19.825785,648.5872,1.0380654,1.2677594e-06,458.05,20.199953,197.22958,0.00012677595,37.5537,100,,72.26786,38.280018,100.0
201,7128742,[ 0.181 -0.097 -0.141 ... -0.404 -1.03  -0.071],45.860849702615624,18321.076231241226,13841.322,17.906237,8154.5757,6620849000.0,1174567.0,1.742182,1.3900251,13.771374,-0.22189522,20100,8.5137755e-05,138.41322,7249.4165,1.0085292,1.4120715e-09,447.4,139.00252,1377.1376,1.4120715e-07,38.23844,100,,83.10051,39.07363,100.0
202,7173254,[ 0.181 -0.097 -0.142 ... -0.404 -1.024 -0.072],36.862546679930546,18443.182683706284,6275.3633,17.806625,2902.2046,800343600.0,49785.953,1.7535416,0.64679086,6.243197,-26.616806,20200,0.0020085988,62.75363,2711.8655,1.0618846,9.252584e-08,445.12,64.679085,624.3197,9.252584e-06,37.425694,100,,84.877426,38.278748,100.0
203,7220517,[ 0.18  -0.097 -0.14  ... -0.406 -1.038 -0.047],45.35252167786899,18555.20827460289,3955.7126,14.169985,2277.956,495187300.0,46918.203,1.7366219,0.4067802,3.9351118,9.563167,20300,0.002131369,39.557125,2100.3062,1.0572784,2.9005591e-09,472.63,40.67803,393.51123,2.900559e-07,45.13346,100,,81.60413,45.953613,100.0
204,7267315,[ 0.18  -0.096 -0.141 ... -0.407 -1.042 -0.059],45.15453003357071,18676.01109480858,2062.1719,14.576787,1381.3204,169985800.0,77527.67,1.743141,0.21880764,2.0522497,19.832567,20400,0.001289862,20.621717,1146.7213,1.1239717,1.1011476e-07,467.98,21.88076,205.225,1.1011476e-05,47.16943,100,,83.833115,48.011982,100.0
205,7313171,[ 0.18  -0.096 -0.14  ... -0.406 -1.034 -0.061],69.74217353942555,18799.844158649445,41760.676,15.381183,23119.748,53324788000.0,38690.84,1.732348,4.1845264,41.550537,12.420747,20500,0.002584591,417.60675,22962.174,1.0040531,4.1967272e-08,458.56,418.45258,4155.0537,4.1967273e-06,46.29759,100,,79.70711,47.098682,100.0
206,7359126,[ 0.179 -0.096 -0.14  ... -0.407 -1.038 -0.068],75.44827709119593,18910.993010997772,773.8873,14.271139,415.18518,14320798.0,755.17834,1.7284459,0.08470642,0.7694885,1.1318502,20600,0.13241905,7.738873,387.65558,1.1972845,1.6471525e-06,459.55,8.470644,76.94885,0.00016471525,46.87121,100,,99.6765,47.872993,100.0
207,7406358,[ 0.179 -0.096 -0.14  ... -0.408 -1.043 -0.067],58.03602308661503,19030.84793448448,34310.242,17.177221,15844.092,25073332000.0,3139512.0,1.714558,3.43334,34.138027,-0.424247,20700,3.1852083e-05,343.10242,14298.029,1.00135,2.8516252e-09,472.32,343.33395,3413.8032,2.851625e-07,46.0844,100,,86.81875,46.956963,100.0
208,7452565,[ 0.178 -0.096 -0.137 ... -0.408 -1.049 -0.075],65.04107118809041,19157.498230457306,2958.876,17.833506,913.9121,71203450.0,2467.324,1.7203355,0.3146105,2.9439094,14.076491,20800,0.04052974,29.588758,866.60815,1.129187,8.354427e-07,462.07,31.461054,294.39093,8.354427e-05,49.921017,100,,94.754974,50.873337,100.0
209,7498862,[ 0.179 -0.096 -0.139 ... -0.408 -1.043 -0.074],51.077438391564925,19263.960358142853,55052.855,16.036139,31139.97,96920960000.0,1263742.4,1.7216983,5.506623,54.776756,11.185287,20900,7.9130055e-05,550.52856,30142.75,1.0004859,9.267384e-10,462.97,550.6623,5477.6753,9.2673844e-08,48.428387,100,,88.26322,49.315468,100.0
210,7545655,[ 0.179 -0.096 -0.138 ... -0.41  -1.04  -0.076],66.50012749525254,19370.980194568634,26896.793,13.771927,7150.4897,5081385000.0,4451821.0,1.7206105,2.694309,26.76153,21.878277,21000,2.2462718e-05,268.96793,5296.067,1.0034438,3.4071593e-11,467.93,269.43094,2676.153,3.4071594e-09,49.21655,100,,87.44954,50.095448,100.0
211,7592743,[ 0.179 -0.096 -0.139 ... -0.411 -1.047 -0.07 ],61.53930979371217,19501.520123243332,1418.6765,15.002342,958.6771,87863020.0,23443.385,1.7363064,0.14594175,1.4112066,19.92538,21100,0.0042655957,14.186765,809.59717,1.0581756,3.1917017e-07,470.88,14.594173,141.12065,3.1917018e-05,51.442024,100,,96.878334,52.415684,100.0
212,7639316,[ 0.178 -0.096 -0.138 ... -0.411 -1.032 -0.069],32.65329745663139,19621.972274303436,208.6104,15.689949,223.98218,2118144.8,221.94258,1.7363293,0.038470153,0.21339267,5.9744673,21200,0.45056698,2.086104,211.13484,3.1477375,2.0325377e-05,465.73,3.8470156,21.33927,0.0020325377,50.664925,100,,85.80451,51.527294,100.0
213,7686625,[ 0.178 -0.096 -0.136 ... -0.41  -1.04  -0.061],30.91899963725718,19748.912207365036,1017.02295,15.09946,952.7855,66249500.0,1160.152,1.6939625,0.12606849,1.0157814,18.057325,21300,0.0861956,10.170229,922.9444,1.5169588,9.1770694e-08,473.09,12.606847,101.57814,9.17707e-06,49.840214,100,,87.17161,50.71632,100.0
214,7734561,[ 0.176 -0.095 -0.136 ... -0.41  -1.051 -0.093],32.29723922419433,19878.18024611473,233561.86,13.652472,101747.17,1034727260000.0,103714510.0,1.7057025,23.360144,232.39072,17.957743,21400,9.641852e-07,2335.6187,93310.57,1.0003389,3.1557099e-10,479.36,2336.0144,23239.072,3.15571e-08,49.5144,100,,82.42623,50.34281,100.0
215,7781367,[ 0.178 -0.096 -0.137 ... -0.409 -1.045 -0.088],15.178378875396184,20011.316222667694,65029.406,13.169099,37384.344,137361460000.0,222667180.0,1.6690354,6.5810986,64.70001,-1.4405489,21500,4.4910075e-07,650.29407,26211.8,1.0240425,2.0210946e-11,468.06,658.1099,6470.001,2.0210946e-09,45.767014,100,,74.49747,46.515736,100.0
216,7828389,[ 0.179 -0.096 -0.139 ... -0.409 -1.055 -0.114],14.665340358639334,20139.185665607452,13310.1045,13.218094,10031.399,9711480000.0,1405291.0,1.6718735,1.3669286,13.242888,26.71292,21600,7.115964e-05,133.10104,9058.056,1.0542016,8.173506e-11,470.22,136.69286,1324.2888,8.173506e-09,50.098705,100,,81.696,50.91978,100.0
