MeanIW,TimestepsSoFar,Iteration,MeanIWNorm,MaxIW,ESSClassic,MinIWNorm,InitialReturnMax,Weights,MinIW,InitialReturnMean,EpRewMean,EpisodesSoFar,ReturnStepMax,StdIWNorm,InitialReturnMin,MeanEntropy,EpLenMean,MaxIWNorm,InitialReturnStd,ReturnMeanIW,StdIW,Bound,J_sample_variance,ReturnStepMaxmin,EmpiricalD2,InitialBound,EpThisIter,ESSRenyi,TimeElapsed
0.44535092,8453,1,0.0044535096,2.7140253,31.519865,9.484396e-06,-100.0,[ 0.159 -0.226  0.049 ...  0.067  0.     0.   ],0.00094843964,-100.0,-100.0,100,100.0,0.006564361,-100.0,2.8689287,84.53,0.027140252,,-44.53509,0.65643615,-54.443447,4352.6094,100.0,97.19377,-101.005035,100,1.0288725,7.592603445053101
0.26360574,17351,2,0.0026360573,2.9616518,19.664692,1.9089473e-06,-100.0,[ 0.161 -0.226  0.048 ...  0.064  0.051 -0.02 ],0.00019089473,-100.0,-100.0,200,100.0,0.0053280033,-100.0,2.8495538,88.98,0.029616518,,-26.360575,0.5328003,-36.994698,2867.4363,100.0,111.95376,-101.005035,100,0.8932259,46.07077980041504
0.25481725,26159,3,0.0025481724,2.8363028,23.95876,1.5671192e-07,,[ 0.161 -0.225  0.048 ...  0.064  0.033 -0.022],1.5671192e-05,-98.0,-98.0,300,100.0,0.0045396374,-100.0,2.8254898,88.08,0.028363027,14.0,-24.504827,0.4539638,-37.20831,2040.6146,,159.76466,-99.005035,100,0.62592065,78.26069664955139
0.3155964,35223,4,0.003155964,3.3589077,23.647726,8.3635706e-07,,[ 0.161 -0.225  0.048 ...  0.065 -0.007 -0.005],8.363571e-05,-99.0,-99.0,400,100.0,0.0056708516,-100.0,2.7852108,90.64,0.033589076,9.949874,-30.695753,0.5670852,-41.410732,3227.281,,113.6627,-100.005035,100,0.87979615,113.36605191230774
0.21757752,44488,5,0.0021757751,2.8756804,21.40148,1.162135e-06,-100.0,[ 0.161 -0.224  0.048 ...  0.068 -0.027 -0.026],0.00011621351,-100.0,-100.0,500,100.0,0.004169647,-100.0,2.7673903,92.65,0.028756803,,-21.757751,0.4169647,-33.088524,1756.1573,100.0,127.10253,-101.005035,100,0.7867664,148.1532609462738
0.27204475,53885,6,0.0027204475,5.3583694,13.666114,1.6658727e-06,,[ 0.161 -0.223  0.048 ...  0.07  -0.041 -0.03 ],0.00016658727,-99.0,-99.0,600,100.0,0.0068376753,-100.0,2.7365618,93.97,0.053583693,9.949874,-27.199959,0.68376756,-36.643208,4722.852,100.0,88.283195,-100.005035,100,1.1327184,182.98857140541077
0.5241611,62485,7,0.005241611,5.4059663,24.748177,6.4879296e-06,,[ 0.161 -0.223  0.048 ...  0.074 -0.083 -0.018],0.00064879295,-95.0,-95.0,700,100.0,0.009140115,-100.0,2.783907,86.0,0.054059662,21.794495,-45.87045,0.9140116,-54.056,7444.4243,,66.333176,-96.005035,100,1.5075413,216.5768129825592
0.25022927,71077,8,0.0025022926,1.9703846,32.24216,4.70184e-06,100.0,[ 0.16  -0.222  0.048 ...  0.074 -0.091  0.037],0.00047018402,-94.0,-94.0,800,100.0,0.0036274863,-100.0,2.7812498,85.92,0.019703846,27.64055,-22.606157,0.36274868,-35.71496,1377.203,,170.1222,-95.005035,100,0.5878128,249.98874926567078
0.45478007,79643,9,0.0045478013,29.095528,2.4156337,4.3495444e-07,,[ 0.161 -0.222  0.047 ...  0.075 -0.055 -0.002],4.3495445e-05,-96.0,-96.0,900,100.0,0.028905204,-100.0,2.7568955,85.66,0.29095528,19.595919,-16.277023,2.8905203,-29.515059,705.96625,,173.49315,-97.005035,100,0.57639164,281.4532277584076
0.19975978,88041,10,0.001997598,1.704268,26.425804,3.2366503e-07,,[ 0.161 -0.222  0.047 ...  0.075 -0.042 -0.039],3.2366504e-05,-97.0,-97.0,1000,100.0,0.0033331644,-100.0,2.717727,83.98,0.01704268,17.058722,-19.829582,0.33331645,-30.669405,1127.033,,116.32674,-98.005035,100,0.8596476,311.99668550491333
0.5667498,95803,11,0.0056674983,40.839287,1.9108822,6.581115e-07,,[ 0.161 -0.224  0.048 ...  0.078 -0.072 -0.048],6.581115e-05,-96.0,-96.0,1100,100.0,0.040605497,-100.0,2.6535254,77.62,0.40839285,19.595919,-14.759795,4.0605497,-28.294872,1002.60803,,181.36629,-97.005035,100,0.5513704,342.2623953819275
0.34748366,103975,12,0.003474837,2.4703932,32.373672,2.4013987e-05,,[ 0.161 -0.224  0.048 ...  0.075 -0.07  -0.114],0.0024013987,-94.0,-94.0,1200,100.0,0.0050222254,-100.0,2.682685,81.72,0.024703931,23.748684,-32.53121,0.5022226,-43.68442,2552.425,,123.15012,-95.005035,100,0.812017,375.6494619846344
0.25069958,112714,13,0.0025069956,4.4057584,17.733099,1.2359554e-06,-100.0,[ 0.162 -0.224  0.048 ...  0.073 -0.054 -0.101],0.00012359554,-100.0,-100.0,1300,100.0,0.005399752,-100.0,2.6738403,87.39,0.04405758,,-25.069956,0.5399753,-36.52791,2945.1846,100.0,129.97186,-101.005035,100,0.7693973,406.12902069091797
0.37460747,121248,14,0.0037460746,4.469572,21.480473,1.8734421e-05,,[ 0.161 -0.225  0.048 ...  0.073 -0.066 -0.098],0.0018734422,-97.0,-97.0,1400,100.0,0.0071621486,-100.0,2.7404568,85.34,0.04469572,17.058722,-34.416348,0.71621484,-47.415737,4585.7285,,167.29425,-98.005035,100,0.5977492,441.02252078056335
0.3057453,129880,15,0.0030574529,3.2172508,23.618221,2.5213178e-06,,[ 0.161 -0.225  0.048 ...  0.071 -0.029 -0.068],0.00025213178,-94.0,-94.0,1500,100.0,0.005498334,-100.0,2.6975,86.32,0.03217251,23.748684,-28.514362,0.5498334,-43.971687,3009.9268,,236.53963,-95.005035,100,0.42276216,473.1969666481018
0.2759985,138737,16,0.0027599854,2.8374183,21.155579,1.2337845e-05,100.0,[ 0.162 -0.224  0.048 ...  0.065 -0.042 -0.098],0.0012337845,-97.0,-97.0,1600,100.0,0.00532819,-100.0,2.734565,88.57,0.028374182,22.15852,-27.408844,0.53281903,-39.095093,2878.2292,,135.20277,-98.005035,100,0.7396298,507.16066813468933
0.35554287,147161,17,0.0035554285,2.9172928,33.151722,1.3579034e-05,,[ 0.161 -0.223  0.048 ...  0.064 -0.056 -0.047],0.0013579035,-95.0,-95.0,1700,100.0,0.0050487514,-100.0,2.7890055,84.24,0.029172927,21.794495,-34.376537,0.5048751,-46.802456,2547.1885,,152.85944,-96.005035,100,0.6541958,538.0547142028809
0.25146687,155416,18,0.0025146685,2.1608422,27.887009,8.3977466e-07,,[ 0.161 -0.224  0.049 ...  0.067 -0.041 -0.008],8.3977466e-05,-96.0,-96.0,1800,100.0,0.004043771,-100.0,2.764424,82.55,0.021608422,19.595919,-25.0257,0.40437707,-37.7541,1657.1385,,160.39207,-97.005035,100,0.6234722,568.370222568512
0.23792425,163781,19,0.0023792426,1.8670541,30.491514,2.4002606e-05,,[ 0.161 -0.224  0.049 ...  0.068 -0.063 -0.011],0.0024002607,-95.0,-95.0,1900,100.0,0.0035922627,-100.0,2.761534,83.65,0.01867054,21.794495,-22.820047,0.3592263,-33.569626,1321.8662,,114.39791,-96.005035,100,0.8741418,597.9245221614838
0.2858559,172083,20,0.0028585591,2.6485693,27.709965,3.0639345e-05,,[ 0.161 -0.223  0.049 ...  0.065 -0.072 -0.005],0.0030639344,-96.0,-96.0,2000,100.0,0.0046170903,-100.0,2.776093,83.02,0.026485693,19.595919,-28.209682,0.46170905,-39.669235,2170.414,,130.00812,-97.005035,100,0.76918274,628.7488276958466
0.26188517,180657,21,0.0026188516,1.9038585,28.240812,7.971728e-06,,[ 0.161 -0.222  0.049 ...  0.069 -0.04  -0.022],0.0007971729,-96.0,-96.0,2100,100.0,0.004174563,-100.0,2.7754376,85.74,0.019038584,19.595919,-25.821884,0.4174563,-38.038963,1773.2876,,147.7645,-97.005035,100,0.67675257,667.3623156547546
0.34092218,188781,22,0.003409221,4.448077,26.63627,1.2326865e-06,,[ 0.161 -0.222  0.048 ...  0.066 -0.023 -0.04 ],0.00012326865,-95.0,-95.0,2200,100.0,0.0056579523,-100.0,2.7500582,81.24,0.04448077,21.794495,-33.5839,0.5657952,-43.8247,3256.4211,,103.82524,-96.005035,100,0.96315694,699.4709792137146
