MaxIW,ReturnStepMaxmin,EmpiricalD2,StdIWNorm,EpisodesSoFar,MeanIWNorm,Weights,InitialReturnMax,EpRewMean,MinIW,ESSClassic,EpLenMean,MinIWNorm,ESSRenyi,InitialReturnMean,TimestepsSoFar,StdIW,ReturnStepMax,MaxIWNorm,InitialBound,Iteration,EpThisIter,MeanEntropy,MeanIW,TimeElapsed,InitialReturnMin,J_sample_variance,InitialReturnStd,Bound,ReturnMeanIW
4.759037,100.0,20.221352,0.00868531,100,0.0051835435,[-0.155  0.183  0.205 ...  0.116  0.     0.   ],-19.238531,-100.0,0.0007135443,26.264069,96.45,7.135443e-06,4.9452677,-39.169132,9645,0.86853105,100.0,0.047590367,-40.95669,1,100,2.794017,0.51835436,7.55076003074646,-53.626823,1245.5562,7.7222395,-28.281967,-20.243635
2.1325765,100.0,25.240908,0.004943766,200,0.003383145,[-0.155  0.184  0.204 ...  0.117 -0.021 -0.022],-15.894271,-100.0,0.0027916708,31.894085,99.93,2.7916707e-05,3.9618227,-38.121944,19638,0.49437657,100.0,0.021325763,-39.89163,2,100,2.7519383,0.33831447,39.0574266910553,-53.090553,427.34177,8.58219,-22.49573,-13.604773
2.5549903,100.0,13.747451,0.0043021846,300,0.0034602985,[-0.155  0.185  0.206 ...  0.12  -0.056 -0.03 ],-13.5333,-100.0,0.0005733761,39.280506,103.51,5.7337606e-06,7.274076,-36.888683,29989,0.4302185,100.0,0.025549902,-38.640667,3,100,2.6757329,0.34602985,70.41060137748718,-52.55965,301.11465,8.767898,-19.45729,-12.961346
