StdIW,InitialReturnMax,MaxIW,InitialBound,ESSRenyi,MinIW,InitialReturnMean,StdIWNorm,Bound,MinIWNorm,Weights,J_sample_variance,MeanIW,MeanIWNorm,ReturnMeanIW,ESSClassic,MaxIWNorm,EpRewMean,MeanEntropy,EpThisIter,Iteration,TimestepsSoFar,EpisodesSoFar,ReturnStepMaxmin,EmpiricalD2,ReturnStepMax,InitialReturnStd,EpLenMean,TimeElapsed,InitialReturnMin
0.48314556,,2.683238,-100.005035,0.97011656,5.9549337e-05,-99.0,0.004831455,-40.35149,5.9549336e-07,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],2365.184,0.30311862,0.003031186,-30.147491,28.244055,0.02683238,-99.0,2.8037753,100,1,10492,100,,103.0804,100.0,9.949874,104.92,9.421603918075562,-100.0
0.49558035,-100.0,3.221787,-101.005035,1.9368083,0.001303703,-100.0,0.004955803,-43.059658,1.3037029e-05,[ 0.186 -0.108 -0.135 ... -0.395 -0.049  0.015],2480.8066,0.35837963,0.0035837963,-35.837963,34.33787,0.032217868,-100.0,2.8585353,100,2,20895,200,100.0,51.631336,100.0,,104.03,46.68436574935913,-100.0
0.54681814,-100.0,4.2922764,-101.005035,0.9255002,0.00036092932,-100.0,0.005468182,-36.500443,3.6092931e-06,[ 0.185 -0.108 -0.134 ... -0.393 -0.041  0.062],3020.3047,0.2605338,0.0026053379,-26.053381,18.500978,0.04292276,-100.0,2.814269,100,3,31234,300,100.0,108.049675,100.0,,103.39,84.78172063827515,-100.0
0.46605834,-100.0,2.6646974,-101.005035,0.56093544,0.00040088862,-100.0,0.004660583,-46.786804,4.008886e-06,[ 0.184 -0.108 -0.132 ... -0.396 -0.049  0.025],2194.044,0.33367625,0.0033367628,-33.367626,33.88822,0.026646974,-100.0,2.9153125,100,4,40838,400,100.0,178.27364,100.0,,96.04,115.36047101020813,-100.0
1.1032056,100.0,8.609201,-99.005035,0.6833012,0.00027144112,-98.0,0.011032056,-49.803993,2.7144113e-06,[ 0.184 -0.107 -0.134 ... -0.396 -0.008  0.086],13902.519,0.54864,0.0054863994,-37.645596,19.828217,0.08609201,-98.0,2.960894,100,5,50748,500,,146.34834,100.0,19.899748,99.1,153.68034315109253,-100.0
0.5951808,100.0,3.611602,-97.005035,2.2579887,0.0020332716,-96.0,0.005951808,-45.955406,2.0332716e-05,[ 0.183 -0.108 -0.132 ... -0.396 -0.004  0.127],4227.875,0.47899237,0.004789924,-39.267017,39.308544,0.03611602,-96.0,2.9446468,100,6,60270,600,,44.2872,100.0,24.166092,95.22,186.45265936851501,-100.0
0.4663177,,2.2678754,-99.005035,0.7881851,0.00034252414,-98.0,0.004663177,-41.18738,3.4252414e-06,[ 0.183 -0.109 -0.132 ... -0.393 -0.017  0.124],2208.002,0.30274472,0.0030274473,-29.866814,29.65138,0.022678753,-98.0,2.972656,100,7,69854,700,,126.87375,100.0,14.0,95.84,217.6481330394745,-100.0
0.5801131,,2.6888878,-99.005035,0.6707673,0.00055711827,-98.0,0.005801131,-42.655544,5.5711826e-06,[ 0.184 -0.108 -0.133 ... -0.389 -0.024  0.158],2851.929,0.3333128,0.0033331283,-30.384079,24.819105,0.026888877,-98.0,2.9394503,100,8,79601,800,,149.083,100.0,14.0,97.47,252.1452977657318,-100.0
0.5510638,,3.2619221,-98.005035,2.0584273,0.0021457009,-97.0,0.005510638,-46.933735,2.1457008e-05,[ 0.184 -0.108 -0.133 ... -0.392 -0.024  0.126],3088.5564,0.4032604,0.0040326044,-39.92863,34.87505,0.03261922,-97.0,3.0208485,100,9,89109,900,,48.58078,100.0,17.058722,95.08,286.8989224433899,-100.0
0.3474628,,2.0596402,-99.005035,0.9802938,0.000100690435,-98.0,0.0034746279,-27.26017,1.0069043e-06,[ 0.184 -0.107 -0.133 ... -0.394  0.025  0.158],1223.0227,0.17235199,0.0017235199,-17.109276,19.746132,0.020596402,-98.0,2.8604367,100,10,98989,1000,,102.01023,100.0,14.0,98.8,322.4306194782257,-100.0
0.7095384,,4.889991,-98.005035,0.94240206,0.0006202817,-97.0,0.007095384,-52.66958,6.2028166e-06,[ 0.186 -0.105 -0.134 ... -0.399 -0.082  0.104],5102.845,0.44056636,0.004405664,-42.316624,27.82604,0.048899908,-97.0,2.889389,100,11,108402,1100,,106.111824,100.0,17.058722,94.13,360.2564432621002,-100.0
0.5581421,,2.7687755,-100.005035,1.2580053,2.8841718e-05,-99.0,0.005581422,-39.129677,2.8841717e-07,[ 0.186 -0.105 -0.135 ... -0.398 -0.072  0.124],3155.9756,0.30480513,0.0030480514,-30.168993,22.972189,0.027687754,-99.0,2.8826041,100,12,117684,1200,,79.49092,100.0,9.949874,92.82,391.1549277305603,-100.0
0.59350747,-100.0,3.8709106,-101.005035,0.6791063,3.28149e-05,-100.0,0.0059350743,-38.5258,3.2814899e-07,[ 0.186 -0.105 -0.135 ... -0.399 -0.092  0.137],3558.0923,0.2632991,0.0026329912,-26.329908,16.444525,0.038709104,-100.0,2.782159,100,13,127356,1300,100.0,147.25235,100.0,,96.72,421.6405484676361,-100.0
0.74780303,100.0,3.8719313,-99.005035,1.7697024,0.0003899325,-98.0,0.00747803,-68.40837,3.899325e-06,[ 0.188 -0.106 -0.137 ... -0.396 -0.105  0.049],6223.3037,0.6536141,0.006536141,-60.85341,43.309242,0.03871931,-98.0,2.83202,100,14,138311,1400,,56.506676,100.0,19.899748,109.55,458.95095658302307,-100.0
0.8405071,,6.348243,-99.005035,1.2017871,0.0007959479,-98.0,0.008405071,-47.806053,7.959479e-06,[ 0.19  -0.106 -0.138 ... -0.393 -0.076  0.07 ],3611.6462,0.45118526,0.0045118523,-38.63818,22.369627,0.06348243,-98.0,2.8771727,100,15,148658,1500,,83.20941,100.0,14.0,103.47,494.1907980442047,-100.0
0.6361936,,3.9346757,-100.005035,1.0986519,0.00034721522,-99.0,0.0063619358,-45.705772,3.472152e-06,[ 0.19  -0.107 -0.137 ... -0.393 -0.093  0.132],4097.1978,0.36271867,0.0036271864,-36.117233,24.531622,0.039346755,-99.0,2.8631022,100,16,158867,1600,,91.020645,100.0,9.949874,102.09,533.1160988807678,-100.0
0.6946891,,4.6895266,-99.005035,0.65924764,0.00028705408,-98.0,0.006946891,-51.51519,2.8705408e-06,[ 0.19  -0.106 -0.137 ... -0.393 -0.132  0.157],4882.128,0.40032187,0.004003219,-39.136974,24.929213,0.046895266,-98.0,2.845481,100,17,169120,1700,,151.68806,100.0,14.0,102.53,565.8404197692871,-100.0
0.68130475,,5.0790405,-98.005035,0.990622,3.3419285e-05,-97.0,0.006813047,-56.714645,3.3419283e-07,[ 0.19  -0.106 -0.137 ... -0.393 -0.174  0.181],4705.88,0.47696555,0.004769655,-46.616806,32.89074,0.050790403,-97.0,2.833081,100,18,178702,1800,,100.94668,100.0,17.058722,95.82,601.8920505046844,-100.0
0.44343188,,2.1144018,-99.005035,0.59760755,0.0013500256,-98.0,0.004434319,-43.413128,1.35002565e-05,[ 0.189 -0.106 -0.138 ... -0.389 -0.151  0.146],1926.551,0.31869477,0.0031869477,-30.412199,34.060017,0.021144018,-98.0,2.8164203,100,19,188274,1900,,167.3339,100.0,14.0,95.72,631.2442681789398,-100.0
0.8140819,,5.1030283,-99.005035,1.3177948,0.00047103854,-98.0,0.008140818,-57.3727,4.7103854e-06,[ 0.189 -0.105 -0.137 ... -0.393 -0.16   0.139],6705.2666,0.48740628,0.0048740627,-48.617653,26.38747,0.051030282,-98.0,2.8183703,100,20,197751,2000,,75.884346,100.0,14.0,94.77,658.9323379993439,-100.0
0.7925061,,6.8718295,-100.005035,0.5099448,6.238723e-05,-99.0,0.00792506,-44.632164,6.238723e-07,[ 0.189 -0.106 -0.136 ... -0.39  -0.154  0.135],6344.88,0.3057099,0.0030570987,-30.55806,12.952927,0.06871829,-99.0,2.8176773,100,21,207396,2100,,196.09966,100.0,9.949874,96.45,684.2712669372559,-100.0
0.44855937,-100.0,2.0804944,-101.005035,1.2646285,0.00035231464,-100.0,0.0044855936,-45.401573,3.5231465e-06,[ 0.19  -0.106 -0.138 ... -0.397 -0.138  0.118],2032.3792,0.36464387,0.0036464387,-36.464386,39.789593,0.020804944,-100.0,2.8203578,100,22,217848,2200,100.0,79.0746,100.0,,104.52,719.7540531158447,-100.0
0.45193195,,3.0680275,-100.005035,1.3782735,0.0013960385,-99.0,0.0045193196,-40.337067,1.3960384e-05,[ 0.19  -0.107 -0.138 ... -0.396 -0.136  0.119],2067.2075,0.32345235,0.0032345229,-31.77626,33.87298,0.030680275,-99.0,2.7579978,100,23,227740,2300,,72.55454,100.0,9.949874,98.92,752.651064157486,-100.0
0.7853749,,4.824898,-99.005035,0.7822672,0.00017046768,-98.0,0.007853749,-55.251358,1.7046768e-06,[ 0.19  -0.107 -0.14  ... -0.389 -0.139  0.059],6262.105,0.4450289,0.004450289,-43.888046,24.30475,0.048248976,-98.0,2.7283258,100,24,238230,2400,,127.83356,100.0,14.0,104.9,783.853476524353,-100.0
0.33594143,,1.6581819,-97.005035,0.5274433,0.0006386716,-96.0,0.0033594142,-35.669716,6.386716e-06,[ 0.19  -0.107 -0.139 ... -0.388 -0.17   0.06 ],1104.9363,0.22915874,0.0022915872,-21.83104,31.755219,0.016581818,-96.0,2.7021916,100,25,247551,2500,,189.59384,100.0,19.595919,93.21,813.0602178573608,-100.0
0.856627,,6.8032293,-96.005035,0.8773677,0.00022637768,-95.0,0.008566271,-46.529984,2.2637769e-06,[ 0.19  -0.107 -0.14  ... -0.392 -0.154  0.018],7437.2886,0.3647627,0.0036476268,-35.800182,15.348681,0.068032295,-95.0,2.6728854,100,26,256821,2600,,113.9773,100.0,21.794495,92.7,846.5842292308807,-100.0
0.65574986,,4.614308,-97.005035,0.98264873,0.00011287607,-96.0,0.006557498,-40.83342,1.1287607e-06,[ 0.19  -0.106 -0.14  ... -0.389 -0.162 -0.003],3957.6843,0.33941483,0.0033941483,-30.694698,21.129908,0.046143077,-96.0,2.6611068,100,27,265947,2700,,101.76576,100.0,19.595919,91.26,878.7983131408691,-100.0
1.0167799,,7.733509,-100.005035,0.6368421,0.00018209589,-99.0,0.010167799,-53.426147,1.8209588e-06,[ 0.189 -0.105 -0.14  ... -0.385 -0.118 -0.058],10400.262,0.42016482,0.004201648,-40.832066,14.585377,0.07733509,-99.0,2.6503754,100,28,274767,2800,,157.0248,100.0,9.949874,88.2,911.4761919975281,-100.0
0.5629244,,4.712467,-97.005035,0.58875185,1.1117798e-05,-96.0,0.0056292443,-32.377815,1.11177975e-07,[ 0.189 -0.107 -0.14  ... -0.386 -0.131 -0.056],1168.2921,0.2411239,0.002411239,-19.279474,15.503178,0.047124673,-96.0,2.6435316,100,29,283728,2900,,169.85085,100.0,19.595919,89.61,943.0083281993866,-100.0
0.35908476,,1.7482663,-96.005035,0.56840575,0.00013139624,-95.0,0.0035908474,-36.23131,1.3139623e-06,[ 0.188 -0.107 -0.139 ... -0.391 -0.158 -0.037],1320.356,0.23697008,0.002369701,-22.900604,30.3381,0.017482663,-95.0,2.6433046,100,30,292479,3000,,175.93066,100.0,21.794495,87.51,977.2642199993134,-100.0
0.4748011,,3.744007,-99.005035,1.0706298,0.0008089431,-98.0,0.004748011,-35.475563,8.089431e-06,[ 0.189 -0.107 -0.14  ... -0.389 -0.174 -0.021],2280.524,0.26334217,0.0026334214,-25.762356,23.525295,0.03744007,-98.0,2.6054695,100,31,301512,3100,,93.40296,100.0,14.0,90.33,1011.6504557132721,-100.0
0.5029629,,2.7469172,-100.005035,0.7411287,0.00014453394,-99.0,0.0050296295,-42.23141,1.4453394e-06,[ 0.189 -0.106 -0.141 ... -0.396 -0.179 -0.054],2561.2793,0.30678102,0.0030678103,-30.556984,27.115616,0.027469171,-99.0,2.6492198,100,32,311482,3200,,134.92934,100.0,9.949874,99.7,1045.3482010364532,-100.0
0.624838,,3.4880886,-100.005035,2.2758503,0.00036062105,-99.0,0.0062483796,-56.423,3.6062104e-06,[ 0.188 -0.106 -0.141 ... -0.395 -0.178 -0.011],3944.3948,0.49768257,0.004976826,-49.76091,38.81584,0.034880884,-99.0,2.6836088,100,33,321227,3300,,43.93962,100.0,9.949874,97.45,1079.8483810424805,-100.0
1.5699736,100.0,11.834599,-98.005035,0.5429151,0.00010596548,-97.0,0.015699737,-45.061913,1.0596548e-06,[ 0.188 -0.104 -0.141 ... -0.402 -0.172  0.018],23268.887,0.6175293,0.006175292,-31.421848,13.398491,0.11834598,-97.0,2.6992748,100,34,330393,3400,,184.19086,100.0,22.15852,91.66,1117.6797864437103,-100.0
0.4687948,,2.4844441,-96.005035,0.98686385,0.00070266577,-95.0,0.004687948,-36.747955,7.0266574e-06,[ 0.188 -0.105 -0.14  ... -0.406 -0.189  0.05 ],2236.1604,0.27121967,0.0027121967,-26.630909,25.07771,0.024844442,-95.0,2.6738312,100,35,340261,3500,,101.3311,100.0,21.794495,98.68,1149.356209039688,-100.0
0.66954476,,4.727867,-95.005035,1.0471017,0.0011686551,-94.0,0.0066954475,-49.181053,1.1686551e-05,[ 0.188 -0.106 -0.14  ... -0.403 -0.204  0.04 ],4490.43,0.433515,0.00433515,-39.35932,29.5391,0.04727867,-94.0,2.6708775,100,36,350051,3600,,95.5017,100.0,23.748684,97.9,1186.8441519737244,-100.0
0.4224366,,2.4845574,-97.005035,0.72695875,1.1131357e-05,-96.0,0.004224366,-32.382965,1.1131356e-07,[ 0.189 -0.105 -0.141 ... -0.401 -0.206  0.039],1676.5876,0.220701,0.0022070098,-20.595308,21.442413,0.024845574,-96.0,2.5720198,100,37,359656,3700,,137.55939,100.0,19.595919,96.05,1219.6843798160553,-100.0
0.7868153,,5.4913406,-98.005035,1.0783367,0.0012377006,-97.0,0.007868152,-52.410786,1.2377005e-05,[ 0.187 -0.104 -0.141 ... -0.402 -0.262 -0.004],6226.6143,0.4393021,0.0043930206,-42.73235,23.764902,0.054913405,-97.0,2.6054811,100,38,368467,3800,,92.73541,100.0,17.058722,88.11,1248.9190521240234,-100.0
0.558183,,3.5188882,-97.005035,1.7804348,0.0003932191,-96.0,0.00558183,-42.103584,3.932191e-06,[ 0.188 -0.104 -0.142 ... -0.409 -0.274  0.042],3169.7202,0.34994495,0.0034994495,-34.571426,28.214993,0.03518888,-96.0,2.596911,100,39,378103,3900,,56.166054,100.0,19.595919,96.36,1282.284152507782,-100.0
0.4035753,,2.4793596,-99.005035,0.41721886,2.3020339e-05,-98.0,0.004035753,-33.5007,2.3020338e-07,[ 0.189 -0.106 -0.144 ... -0.407 -0.286  0.045],1646.6903,0.17988239,0.0017988239,-17.941029,16.574072,0.024793595,-98.0,2.5449367,100,40,387455,4000,,239.68236,100.0,14.0,93.52,1314.5447852611542,-100.0
0.34420097,,1.3201207,-97.005035,1.7389952,0.002251671,-96.0,0.0034420097,-34.646194,2.251671e-05,[ 0.19  -0.107 -0.143 ... -0.411 -0.313  0.02 ],1124.4082,0.29248565,0.0029248567,-27.02482,41.930664,0.013201207,-96.0,2.463098,100,41,398127,4100,,57.50447,100.0,19.595919,106.72,1351.7451603412628,-100.0
0.9168909,,8.155942,-98.005035,1.4274473,0.0005278338,-97.0,0.009168909,-53.277332,5.278338e-06,[ 0.191 -0.105 -0.146 ... -0.409 -0.372 -0.003],8153.2607,0.4790741,0.0047907406,-44.865273,21.445696,0.08155942,-97.0,2.4599576,100,42,407773,4200,,70.05512,100.0,17.058722,96.46,1388.7853751182556,-100.0
0.8340561,,4.252955,-100.005035,2.3374097,0.00025018494,-99.0,0.00834056,-68.69593,2.5018494e-06,[ 0.19  -0.105 -0.145 ... -0.411 -0.384  0.006],6863.2075,0.6417419,0.006417418,-62.12215,37.18639,0.04252955,-99.0,2.4677124,100,43,417526,4300,,42.782402,100.0,9.949874,97.53,1423.8963315486908,-100.0
0.8308999,,5.8397536,-98.005035,0.83063835,2.4466446e-05,-97.0,0.008308999,-38.657204,2.4466445e-07,[ 0.19  -0.105 -0.145 ... -0.412 -0.39   0.02 ],3898.3396,0.33648762,0.0033648766,-27.629723,14.089257,0.058397535,-97.0,2.4099445,100,44,426415,4400,,120.389336,100.0,17.058722,88.89,1453.117517232895,-100.0
0.7251318,,3.9871318,-98.005035,2.3082871,0.00011265776,-97.0,0.007251317,-60.201736,1.1265776e-06,[ 0.189 -0.104 -0.145 ... -0.412 -0.427 -0.001],4906.3193,0.56924325,0.0056924317,-53.58662,38.128654,0.039871316,-97.0,2.3760438,100,45,435730,4500,,43.322166,100.0,17.058722,93.15,1489.4762914180756,-100.0
0.78523636,,5.2382164,-95.005035,0.7371699,0.0005483261,-94.0,0.007852363,-52.499435,5.4832612e-06,[ 0.189 -0.103 -0.146 ... -0.41  -0.453 -0.009],6149.98,0.431435,0.0043143495,-40.7937,23.187822,0.052382164,-94.0,2.369397,100,46,444408,4600,,135.65393,100.0,23.748684,86.78,1522.6765263080597,-100.0
0.9189625,,7.88246,-98.005035,0.512156,0.00021656555,-97.0,0.009189624,-53.94093,2.1656554e-06,[ 0.19  -0.103 -0.145 ... -0.406 -0.475  0.006],8549.373,0.40190184,0.0040190183,-39.89724,16.0559,0.0788246,-97.0,2.354557,100,47,453581,4700,,195.253,100.0,17.058722,91.73,1557.2282147407532,-100.0
0.59210414,,3.3261251,-97.005035,4.2433724,0.00048943766,-96.0,0.0059210416,-57.238922,4.8943766e-06,[ 0.189 -0.104 -0.145 ... -0.406 -0.487  0.004],3357.0676,0.5657486,0.005657485,-52.359966,47.72493,0.03326125,-96.0,2.354428,100,48,462762,4800,,23.566162,100.0,19.595919,91.81,1587.996169090271,-100.0
0.6981064,,5.65572,-100.005035,1.3485949,0.00048259235,-99.0,0.0069810636,-41.311783,4.8259235e-06,[ 0.189 -0.104 -0.144 ... -0.408 -0.475 -0.009],4931.1353,0.3282908,0.003282908,-32.657288,18.109539,0.0565572,-99.0,2.3134627,100,49,471418,4900,,74.15125,100.0,9.949874,86.56,1622.6802792549133,-100.0
0.6101749,,3.488986,-99.005035,1.3728186,0.0005559522,-98.0,0.006101748,-48.444965,5.559522e-06,[ 0.19  -0.105 -0.145 ... -0.406 -0.526  0.002],3767.3892,0.39955574,0.0039955573,-39.86717,30.010784,0.03488986,-98.0,2.3105304,100,50,480365,5000,,72.842834,100.0,14.0,89.47,1655.876960992813,-100.0
0.44070372,,2.4334064,-98.005035,0.76700616,0.00038849714,-97.0,0.004407037,-35.419304,3.884971e-06,[ 0.19  -0.104 -0.145 ... -0.405 -0.532  0.005],1963.2189,0.23973426,0.0023973426,-23.943504,22.834438,0.024334064,-97.0,2.3232586,100,51,489107,5100,,130.37704,100.0,17.058722,87.42,1691.036131620407,-100.0
0.47041416,,1.976655,-100.005035,0.98269224,0.00052849215,-99.0,0.0047041415,-46.525993,5.2849214e-06,[ 0.19  -0.106 -0.144 ... -0.403 -0.542  0.028],2206.519,0.37404948,0.003740495,-36.387493,38.73534,0.01976655,-99.0,2.332031,100,52,496927,5200,,101.76126,100.0,9.949874,78.2,1722.0437207221985,-100.0
0.60788363,,4.7915936,-100.005035,2.4603665,0.0013060698,-99.0,0.006078836,-47.948437,1.3060698e-05,[ 0.192 -0.107 -0.145 ... -0.404 -0.545  0.039],1838.7307,0.46332622,0.0046332623,-41.541027,36.746582,0.047915936,-99.0,2.3507903,100,53,505891,5300,,40.644352,100.0,9.949874,89.64,1753.5045309066772,-100.0
0.58324724,,3.2359133,-98.005035,1.3979266,0.0014943578,-97.0,0.0058324724,-52.243877,1.4943578e-05,[ 0.192 -0.108 -0.145 ... -0.403 -0.552  0.065],3434.899,0.46017417,0.0046017417,-43.74346,38.3667,0.03235913,-97.0,2.3603482,100,54,515314,5400,,71.534515,100.0,17.058722,94.23,1788.2941370010376,-100.0
0.6886288,,3.990966,-98.005035,1.1880385,0.0002524932,-97.0,0.006886288,-57.86279,2.524932e-06,[ 0.193 -0.109 -0.145 ... -0.402 -0.553  0.076],4859.122,0.49918213,0.0049918205,-48.64202,34.44642,0.03990966,-97.0,2.3547091,100,55,523741,5500,,84.172356,100.0,17.058722,84.27,1820.608225107193,-100.0
0.47890553,,2.584437,-95.005035,1.5552338,0.0012008923,-94.0,0.004789055,-40.716347,1.2008923e-05,[ 0.193 -0.11  -0.144 ... -0.4   -0.561  0.078],2368.7742,0.34361345,0.0034361342,-32.657284,33.98479,0.02584437,-94.0,2.3703837,100,56,532849,5600,,64.29901,100.0,23.748684,91.08,1848.3430819511414,-100.0
0.6362094,,3.810814,-99.005035,0.8214207,0.00049718074,-98.0,0.006362094,-57.668076,4.9718074e-06,[ 0.193 -0.11  -0.144 ... -0.4   -0.55   0.083],3958.6067,0.49041364,0.0049041365,-46.57889,37.272186,0.038108137,-98.0,2.3418012,100,57,542020,5700,,121.740295,100.0,14.0,91.71,1884.5222952365875,-100.0
0.45256245,,3.1201305,-98.005035,1.1806015,0.0011209517,-97.0,0.004525624,-35.6612,1.1209517e-05,[ 0.192 -0.109 -0.144 ... -0.399 -0.561  0.065],2034.439,0.28000665,0.0028000658,-26.411434,27.683315,0.031201305,-97.0,2.3603652,100,58,550868,5800,,84.70259,100.0,17.058722,88.48,1917.9368233680725,-100.0
0.38019392,,2.1440728,-99.005035,1.1327873,0.0004961257,-98.0,0.003801939,-35.62126,4.961257e-06,[ 0.193 -0.109 -0.144 ... -0.401 -0.565  0.088],1464.5577,0.26277974,0.0026277972,-26.178299,32.32818,0.021440728,-98.0,2.336002,100,59,559453,5900,,88.277824,100.0,14.0,85.85,1952.488017320633,-100.0
0.8056009,,4.563595,-99.005035,0.57969755,0.00070880353,-98.0,0.008056008,-49.35874,7.088035e-06,[ 0.193 -0.109 -0.143 ... -0.409 -0.589  0.087],6313.035,0.38408378,0.0038408374,-36.15851,18.520765,0.045635946,-98.0,2.3244424,100,60,568241,6000,,172.50375,100.0,14.0,87.88,1985.3181178569794,-100.0
0.5600573,,3.607721,-99.005035,1.1267964,0.0013745496,-98.0,0.005600572,-47.62561,1.3745495e-05,[ 0.193 -0.109 -0.144 ... -0.41  -0.588  0.075],3189.8645,0.38644984,0.0038644983,-38.15758,32.255085,0.03607721,-98.0,2.3445082,100,61,576920,6100,,88.74718,100.0,14.0,86.79,2017.2563366889954,-100.0
