MeanIWNorm,EpThisIter,TimestepsSoFar,MeanEntropy,MinIWNorm,EmpiricalD2,EpLenMean,Weights,ReturnStepMaxmin,MaxIW,MeanIW,J_sample_variance,MinIW,InitialReturnStd,StdIWNorm,InitialReturnMax,InitialReturnMin,Bound,MaxIWNorm,InitialBound,Iteration,ESSClassic,ReturnStepMax,EpisodesSoFar,TimeElapsed,StdIW,InitialReturnMean,ESSRenyi,ReturnMeanIW,EpRewMean
0.0051748524,100,9645,2.7977338,1.0463916e-05,22.049463,96.45,[-0.155  0.183  0.205 ...  0.116  0.     0.   ],,5.9649525,0.51748526,8364.009,0.0010463916,17.058722,0.009090717,,-100.0,-67.23032,0.059649523,-100.333336,1,24.473623,100.0,100,23.54115390777588,0.90907186,-97.0,4.535258,-51.57804,-97.0
0.003951433,100,20071,2.7860644,2.6467835e-05,21.702045,104.26,[-0.155  0.184  0.204 ...  0.117 -0.019 -0.021],,2.547454,0.39514336,2368.3298,0.0026467836,14.0,0.004822259,,-100.0,-54.709686,0.02547454,-101.333336,2,40.171402,100.0,200,83.82210946083069,0.48222592,-98.0,4.6078606,-39.181202,-98.0
0.0053933435,100,29908,2.751723,1.1308095e-05,19.558851,98.37,[-0.155  0.184  0.205 ...  0.118 -0.037 -0.015],,7.695216,0.53933436,9725.46,0.0011308095,14.0,0.009809825,,-100.0,-68.62812,0.07695216,-101.333336,3,23.21096,100.0,300,157.67702984809875,0.9809824,-98.0,5.112775,-53.886322,-98.0
0.0052136295,100,40236,2.719806,0.00020871733,12.05773,103.28,[-0.156  0.184  0.204 ...  0.114 -0.065 -0.022],,4.1261487,0.52136296,4631.2334,0.020871734,27.12932,0.0066865943,,-100.0,-61.128143,0.041261487,-95.333336,4,37.809143,100.0,400,225.62513208389282,0.6686594,-92.0,8.293435,-49.5534,-92.0
0.0042733233,100,50369,2.6611955,9.671219e-06,13.773123,101.33,[-0.156  0.185  0.205 ...  0.115 -0.056 -0.062],,4.3611503,0.42733234,4649.7617,0.000967122,23.748684,0.006783106,,-100.0,-53.40769,0.0436115,-97.333336,5,28.412596,100.0,500,297.4646940231323,0.6783106,-94.0,7.2605176,-41.03697,-94.0
0.0057631717,100,60877,2.6230428,1.0621256e-05,16.85675,105.08,[-0.154  0.185  0.205 ...  0.116 -0.087 -0.089],,5.639471,0.5763172,7898.3735,0.0010621255,9.949874,0.008834703,,-100.0,-70.31654,0.05639471,-102.333336,6,29.851082,100.0,600,380.68867683410645,0.8834704,-99.0,5.9323416,-56.630882,-99.0
0.26089868,100,71743,2.632573,1.8135128e-05,114.37546,108.66,[-0.154  0.185  0.205 ...  0.113 -0.14  -0.075],,2523.2246,26.089863,637119040.0,0.0018135129,27.64055,2.5097637,100.0,-100.0,2403.6462,25.232246,-97.333336,7,1.0690796,100.0,700,454.52478861808777,250.97635,-94.0,0.8743134,2439.2952,-94.0
0.0047121355,100,81377,2.6443353,7.668336e-06,19.138866,96.34,[-0.154  0.185  0.205 ...  0.107 -0.133 -0.072],,2.5911958,0.47121358,2010.297,0.00076683366,27.12932,0.0056679067,,-100.0,-51.78368,0.025911957,-95.333336,8,40.869633,100.0,800,537.9217476844788,0.5667907,-92.0,5.22497,-37.201015,-92.0
0.0051721106,100,91752,2.5967412,9.554213e-05,12.8992,103.75,[-0.155  0.184  0.204 ...  0.107 -0.12  -0.073],,8.654506,0.51721114,10592.04,0.009554213,19.595919,0.010224409,,-100.0,-61.862236,0.08654506,-99.333336,9,20.375414,100.0,900,604.4778182506561,1.0224409,-96.0,7.7524185,-49.89042,-96.0
0.0040267985,100,101395,2.5712774,1.0997487e-05,23.64275,96.43,[-0.155  0.185  0.205 ...  0.108 -0.156 -0.085],,3.1036205,0.40267983,3884.9275,0.0010997488,17.058722,0.006192819,,-100.0,-56.32013,0.031036204,-100.333336,10,29.71643,100.0,1000,674.4371328353882,0.619282,-97.0,4.2296267,-40.112194,-97.0
0.014307645,100,111852,2.5732925,6.837625e-05,24.819775,104.57,[-0.157  0.185  0.204 ...  0.112 -0.14  -0.127],,94.19743,1.4307644,2513.8462,0.006837625,28.618176,0.09366914,,-100.0,-55.747116,0.94197434,-94.333336,11,2.2799585,100.0,1100,733.7976534366608,9.366914,-91.0,4.0290456,-39.140633,-91.0
0.0054292525,100,122075,2.5759242,3.0481715e-05,20.144917,102.23,[-0.156  0.186  0.205 ...  0.111 -0.139 -0.126],,3.51656,0.54292524,4482.712,0.0030481715,28.618176,0.0068919347,,-100.0,-65.61751,0.0351656,-94.333336,12,38.293697,100.0,1200,804.8702886104584,0.6891934,-91.0,4.9640317,-50.65648,-91.0
0.0037142965,100,132959,2.5968797,7.5060205e-05,20.512373,108.84,[-0.156  0.185  0.205 ...  0.109 -0.143 -0.12 ],,1.867246,0.37142962,1493.4929,0.007506021,25.514702,0.003833042,,-100.0,-49.58598,0.01867246,-96.333336,13,48.42705,100.0,1300,867.1093587875366,0.38330418,-93.0,4.8751063,-34.489117,-93.0
0.0055380724,100,143200,2.62599,3.4684508e-05,15.138798,102.41,[-0.155  0.184  0.205 ...  0.107 -0.14  -0.101],,5.22524,0.5538073,5573.8306,0.0034684509,30.0,0.007521892,,-100.0,-62.264732,0.0522524,-93.333336,14,35.15251,100.0,1400,928.8366966247559,0.7521892,-90.0,6.6055446,-49.295197,-90.0
0.0058731665,100,153843,2.6613286,4.0799914e-05,14.612194,106.43,[-0.155  0.184  0.204 ...  0.11  -0.13  -0.082],,5.0112343,0.58731663,9002.152,0.0040799915,30.594116,0.008878177,100.0,-100.0,-58.603558,0.05011234,-95.333336,15,30.440578,100.0,1500,978.0339527130127,0.8878178,-92.0,6.8435993,-45.86159,-92.0
0.0043665194,100,164263,2.6384861,4.0124927e-05,13.749739,104.2,[-0.155  0.184  0.205 ...  0.105 -0.092 -0.085],,3.8234217,0.436652,5189.306,0.004012493,35.44009,0.007082677,100.0,-100.0,-53.593094,0.038234215,-91.333336,16,27.540482,100.0,1600,1033.4415185451508,0.70826775,-88.0,7.2728653,-41.23288,-88.0
0.0064857914,100,174156,2.634963,2.708429e-05,13.859502,98.93,[-0.155  0.184  0.205 ...  0.105 -0.118 -0.081],,9.916111,0.6485792,7563.279,0.002708429,23.748684,0.012729045,,-100.0,-63.622345,0.09916111,-97.333336,17,20.610834,100.0,1700,1078.7115359306335,1.2729045,-94.0,7.2152667,-51.212894,-94.0
0.0040096934,100,184742,2.625195,2.5004398e-05,20.37495,105.86,[-0.154  0.185  0.206 ...  0.107 -0.132 -0.071],,2.630549,0.40096936,2824.9265,0.0025004398,30.594116,0.00514862,100.0,-100.0,-51.598095,0.02630549,-95.333336,18,37.75341,100.0,1800,1127.7938992977142,0.51486206,-92.0,4.9079876,-36.551888,-92.0
0.00418395,100,195280,2.6035128,2.0349476e-05,26.511887,105.38,[-0.154  0.184  0.206 ...  0.107 -0.133 -0.079],,3.7012525,0.41839495,3823.2761,0.0020349477,17.058722,0.0065125655,,-100.0,-55.115845,0.037012525,-100.333336,19,29.215189,100.0,1900,1179.1729671955109,0.65125656,-97.0,3.771893,-37.952614,-97.0
0.004656345,100,205266,2.5905857,1.5794812e-05,26.433233,99.86,[-0.155  0.184  0.206 ...  0.108 -0.181 -0.053],,3.949444,0.46563452,5092.8726,0.0015794813,30.0,0.0070223557,,-100.0,-60.7642,0.03949444,-93.333336,20,30.539537,100.0,2000,1234.3766329288483,0.7022355,-90.0,3.7831166,-43.626446,-90.0
0.004076454,100,215858,2.5556161,1.2313271e-05,18.998049,105.92,[-0.155  0.185  0.206 ...  0.11  -0.203 -0.045],,2.914847,0.40764546,2251.7488,0.0012313272,21.794495,0.0053086327,,-100.0,-51.666805,0.029148469,-98.333336,21,37.093372,100.0,2100,1284.3381226062775,0.5308633,-95.0,5.2636986,-37.13789,-95.0
0.004274911,100,226247,2.5422292,6.406998e-05,21.259958,103.89,[-0.155  0.184  0.205 ...  0.107 -0.215 -0.067],,3.1692708,0.42749107,3336.9673,0.006406998,37.46999,0.005438378,100.0,-100.0,-50.331703,0.031692706,-89.333336,22,38.191326,100.0,2200,1323.1192517280579,0.5438378,-86.0,4.703678,-34.962196,-86.0
0.0054600453,100,236490,2.5222192,1.951467e-05,22.481106,102.43,[-0.155  0.185  0.206 ...  0.102 -0.23  -0.066],,20.71566,0.5460045,1887.9675,0.001951467,23.748684,0.020724747,,-100.0,-47.620125,0.2071566,-97.333336,23,6.4903827,100.0,2300,1359.6490359306335,2.0724745,-94.0,4.4481797,-31.815378,-94.0
0.005031811,100,246910,2.5407674,1.9052997e-05,24.030485,104.2,[-0.155  0.185  0.206 ...  0.104 -0.237 -0.079],,3.3549078,0.50318104,3727.6228,0.0019052998,31.92178,0.005959015,100.0,-100.0,-63.008995,0.033549078,-94.333336,24,41.62344,100.0,2400,1403.6987023353577,0.59590155,-91.0,4.161381,-46.668694,-91.0
0.0047428184,100,256494,2.5324643,2.5372956e-05,18.1088,95.84,[-0.155  0.185  0.206 ...  0.103 -0.226 -0.071],,4.2743382,0.47428188,3633.738,0.0025372957,23.748684,0.006465897,,-100.0,-56.12103,0.04274338,-97.333336,25,34.98223,100.0,2500,1451.6752593517303,0.6465897,-94.0,5.5221767,-41.936214,-94.0
0.003595476,100,265628,2.5264304,5.386372e-06,23.918245,91.34,[-0.155  0.184  0.206 ...  0.103 -0.236 -0.069],,2.2737556,0.35954764,1952.9031,0.0005386372,25.514702,0.004601425,,-100.0,-48.617912,0.022737555,-96.333336,26,37.909786,100.0,2600,1500.065792798996,0.46014252,-93.0,4.1809087,-32.31582,-93.0
0.0040264493,100,274530,2.5166495,3.43459e-05,29.877453,89.02,[-0.155  0.184  0.206 ...  0.104 -0.229 -0.083],,2.9963489,0.40264493,2554.0862,0.00343459,21.794495,0.0051998026,,-100.0,-55.22414,0.029963488,-98.333336,27,37.484863,100.0,2700,1541.5422513484955,0.51998025,-95.0,3.3470056,-37.00405,-95.0
0.0077646566,100,284163,2.518558,5.3314077e-05,13.875443,96.33,[-0.154  0.184  0.206 ...  0.106 -0.239 -0.082],,15.597183,0.77646565,4703.022,0.0053314078,27.12932,0.019198537,,-100.0,-55.90281,0.15597183,-95.333336,28,14.057727,100.0,2800,1601.6989574432373,1.9198537,-92.0,7.206977,-43.48622,-92.0
