TimestepsSoFar,StdIWNorm,MaxIW,EpThisIter,Weights,EpLenMean,MeanEntropy,MaxIWNorm,MeanIWNorm,InitialReturnMin,InitialReturnMean,InitialReturnMax,ReturnMeanIW,Bound,InitialReturnStd,StdIW,MeanIW,EpisodesSoFar,Iteration,EmpiricalD2,ESSRenyi,EpRewMean,ReturnStepMax,J_sample_variance,TimeElapsed,InitialBound,ESSClassic,ReturnStepMaxmin,MinIW,MinIWNorm
718383,0.013060642,12.661089,100,[ 0.188 -0.065 -0.12  ... -0.328 -0.381 -0.189],91.48,2.2721927,0.12661089,0.0045769094,-100.0,-95.0,,-32.035492,-41.838383,21.794495,1.306064,0.45769095,7500,75,95.13572,1.0511299,-95.0,100.0,2052.8123,2535.29003572464,-96.005035,10.937334,,0.00067534414,6.753441e-06
727734,0.0073647085,4.203006,100,[ 0.188 -0.065 -0.121 ... -0.329 -0.384 -0.182],93.51,2.274358,0.04203006,0.0043443325,-100.0,-97.0,,-41.84694,-53.28537,17.058722,0.7364708,0.43443328,7600,76,129.52936,0.77202576,-97.0,100.0,5515.245,2566.841705799103,-98.005035,25.814075,,0.00047810716,4.7810713e-06
736315,0.007726186,5.070633,100,[ 0.188 -0.065 -0.12  ... -0.328 -0.382 -0.182],85.81,2.2663755,0.050706327,0.0053811856,-100.0,-100.0,-100.0,-53.81185,-64.84683,,0.7726186,0.53811854,7700,77,120.55312,0.8295098,-100.0,100.0,6029.692,2598.007215976715,-101.005035,32.664177,100.0,0.00092954846,9.295484e-06
745036,0.0060972404,4.249238,100,[ 0.189 -0.065 -0.12  ... -0.329 -0.386 -0.185],87.21,2.2858539,0.04249238,0.0037100404,-100.0,-94.0,,-35.7695,-47.815765,23.748684,0.60972404,0.37100407,7800,78,143.66138,0.69608134,-94.0,100.0,3790.74,2625.376941919327,-95.005035,27.020416,,0.00022218617,2.2218617e-06
753533,0.00802312,5.7874613,100,[ 0.189 -0.065 -0.12  ... -0.327 -0.381 -0.172],84.97,2.284942,0.057874613,0.0036057553,-100.0,-98.0,,-35.48987,-47.01282,14.0,0.8023121,0.36057553,7900,79,131.45067,0.76074165,-98.0,100.0,6514.696,2655.074096441269,-99.005035,16.803858,,6.912015e-05,6.912015e-07
761892,0.005667571,2.4680214,100,[ 0.19  -0.065 -0.119 ... -0.326 -0.388 -0.165],83.59,2.2639544,0.024680214,0.0032633466,-100.0,-96.0,,-32.14313,-43.085205,19.595919,0.5667571,0.3263346,8000,80,118.53174,0.8436559,-96.0,100.0,3265.3738,2689.297742843628,-97.005035,24.898832,,2.246026e-05,2.246026e-07
770541,0.0064575924,3.1221125,100,[ 0.189 -0.065 -0.119 ... -0.323 -0.407 -0.167],86.49,2.2550998,0.031221125,0.0035068246,-100.0,-100.0,-100.0,-35.068245,-44.33748,,0.6457592,0.35068244,8100,81,85.05951,1.1756475,-100.0,100.0,4212.172,2723.5295717716217,-101.005035,22.774448,100.0,0.0012675836,1.2675835e-05
779474,0.005976574,3.363376,100,[ 0.19  -0.065 -0.119 ... -0.32  -0.418 -0.165],89.33,2.2590587,0.033633757,0.0035450195,-100.0,-98.0,,-35.336414,-47.544586,14.0,0.5976574,0.354502,8200,82,147.54903,0.6777408,-98.0,100.0,3615.0723,2757.8594546318054,-99.005035,26.026196,,0.00012658941,1.2658941e-06
788249,0.0074368925,5.1437497,100,[ 0.19  -0.065 -0.119 ... -0.315 -0.416 -0.163],87.75,2.2526634,0.051437497,0.0044621616,-100.0,-100.0,-100.0,-44.621613,-56.32363,,0.74368924,0.44621614,8300,83,135.56792,0.73763764,-100.0,100.0,5586.6035,2791.2097733020782,-101.005035,26.470818,100.0,0.00018079359,1.8079359e-06
797699,0.0068667904,3.6316974,100,[ 0.19  -0.064 -0.119 ... -0.312 -0.421 -0.165],94.5,2.2352843,0.036316972,0.0041497243,-100.0,-97.0,,-40.9214,-51.022774,17.058722,0.686679,0.41497242,8400,84,101.017426,0.98992825,-97.0,100.0,4798.1616,2825.16454577446,-98.005035,26.750664,,2.1391279e-05,2.1391278e-07
807095,0.0044895303,1.8052717,100,[ 0.191 -0.065 -0.119 ... -0.311 -0.431 -0.172],93.96,2.2555926,0.018052718,0.004059667,-100.0,-100.0,-100.0,-40.596676,-50.34488,,0.448953,0.40596676,8500,85,94.077225,1.0629566,-100.0,100.0,2035.9474,2860.613921403885,-101.005035,44.984573,100.0,0.00012655633,1.2655634e-06
816214,0.0067046527,3.7596111,100,[ 0.192 -0.065 -0.118 ... -0.31  -0.412 -0.17 ],91.19,2.2470026,0.03759611,0.003906768,-100.0,-100.0,-100.0,-39.067684,-47.781826,,0.67046535,0.39067686,8600,86,75.17693,1.3301953,-100.0,100.0,4540.644,2896.905862092972,-101.005035,25.347149,100.0,1.010517e-05,1.010517e-07
825568,0.006011247,3.5866375,100,[ 0.193 -0.065 -0.118 ... -0.311 -0.413 -0.178],93.54,2.2187672,0.035866376,0.0032271827,-100.0,-97.0,,-30.350094,-46.088623,17.058722,0.6011247,0.32271823,8700,87,245.22426,0.40779,-97.0,100.0,3609.8818,2933.765773296356,-98.005035,22.373255,,3.8628325e-05,3.8628323e-07
834839,0.004598294,2.4838226,100,[ 0.192 -0.065 -0.118 ... -0.31  -0.432 -0.187],92.71,2.2001987,0.024838226,0.0025422005,-100.0,-99.0,,-25.300495,-39.49074,9.949874,0.4598294,0.25422004,8800,88,199.34949,0.5016316,-99.0,100.0,2140.5225,2968.2171750068665,-100.005035,23.409864,,8.8056404e-05,8.80564e-07
843933,0.005563034,2.487311,100,[ 0.194 -0.065 -0.117 ... -0.306 -0.458 -0.18 ],90.94,2.2063444,0.024873108,0.0048300284,-100.0,-98.0,,-47.12186,-58.576546,14.0,0.55630344,0.4830029,8900,89,129.89772,0.7698364,-98.0,100.0,3151.7832,3005.5358238220215,-99.005035,42.98208,,0.00068674964,6.8674963e-06
852876,0.0072492324,3.4733658,100,[ 0.193 -0.065 -0.117 ... -0.309 -0.448 -0.183],89.43,2.192379,0.034733657,0.004648161,-100.0,-99.0,,-43.260105,-51.98934,9.949874,0.72492313,0.46481612,9000,90,75.43762,1.3255985,-99.0,100.0,4551.9478,3035.6462144851685,-100.005035,29.134771,,0.00050850725,5.085072e-06
861751,0.0074760197,4.0192947,100,[ 0.192 -0.065 -0.117 ... -0.311 -0.453 -0.193],88.75,2.1982284,0.040192947,0.004760761,-100.0,-98.0,,-46.869385,-55.200577,14.0,0.7476019,0.47607613,9100,91,68.71467,1.4552933,-98.0,100.0,5683.272,3070.0217504501343,-99.005035,28.851942,,0.0009070877,9.070876e-06
869947,0.0054060365,2.933625,100,[ 0.193 -0.065 -0.117 ... -0.311 -0.447 -0.193],81.96,2.1579242,0.02933625,0.0030329195,-100.0,-98.0,,-29.643736,-39.101986,14.0,0.54060364,0.30329198,9200,92,88.56389,1.1291283,-98.0,100.0,2960.102,3101.34366106987,-99.005035,23.939835,,0.00014909137,1.4909136e-06
879095,0.009145209,6.384037,100,[ 0.193 -0.065 -0.117 ... -0.307 -0.462 -0.218],91.48,2.16017,0.06384037,0.004649577,-100.0,-99.0,,-46.18124,-59.050865,9.949874,0.91452086,0.46495777,9300,93,163.971,0.60986394,-99.0,100.0,8467.415,3136.5885248184204,-100.005035,20.539543,,0.00021271003,2.1271003e-06
887969,0.004171191,2.8540432,100,[ 0.192 -0.065 -0.117 ... -0.31  -0.461 -0.216],88.74,2.1657896,0.028540432,0.0028453735,-100.0,-97.0,,-27.470737,-40.27072,17.058722,0.4171191,0.28453735,9400,94,162.20119,0.6165183,-97.0,100.0,1747.5427,3171.231027841568,-98.005035,31.755852,,0.0006978425,6.978425e-06
897925,0.005874124,4.23761,100,[ 0.191 -0.065 -0.117 ... -0.312 -0.46  -0.212],99.56,2.1571567,0.042376097,0.0034410066,-100.0,-98.0,,-29.300882,-43.4554,14.0,0.58741236,0.34410065,9500,95,198.34686,0.50416726,-98.0,100.0,1923.5825,3208.5259459018707,-99.005035,25.548185,,9.600607e-06,9.600607e-08
907330,0.005180759,2.5981264,100,[ 0.192 -0.065 -0.117 ... -0.31  -0.449 -0.232],94.05,2.1574638,0.025981264,0.003049278,-100.0,-99.0,,-30.168081,-42.141994,9.949874,0.5180759,0.3049278,9600,96,141.94087,0.70451874,-99.0,100.0,2720.3838,3244.6901381015778,-100.005035,25.729158,,0.0019167057,1.9167057e-05
916500,0.0048640734,2.4958737,100,[ 0.192 -0.064 -0.118 ... -0.308 -0.447 -0.234],91.7,2.133095,0.024958737,0.0029025986,-100.0,-99.0,,-28.9399,-40.287422,9.949874,0.4864073,0.29025993,9700,97,127.47866,0.784445,-99.0,100.0,2394.1108,3279.8788571357727,-100.005035,26.259218,,0.00041395117,4.1395115e-06
925489,0.009123679,6.80417,100,[ 0.19  -0.064 -0.118 ... -0.31  -0.473 -0.232],89.89,2.1203482,0.0680417,0.0039361273,-100.0,-99.0,,-34.511726,-47.491055,9.949874,0.912368,0.39361277,9800,98,166.77834,0.5995983,-99.0,100.0,6394.539,3310.4351279735565,-100.005035,15.69166,,1.9086132e-05,1.9086131e-07
934215,0.006437179,3.3882275,100,[ 0.19  -0.064 -0.119 ... -0.312 -0.469 -0.248],87.26,2.1191416,0.033882275,0.004536398,-100.0,-99.0,,-45.138287,-55.09128,9.949874,0.6437179,0.4536398,9900,99,98.07149,1.0196644,-99.0,100.0,4201.0703,3345.28000164032,-100.005035,33.18312,,4.714205e-05,4.714205e-07
943299,0.0046219733,2.1841717,100,[ 0.189 -0.063 -0.12  ... -0.312 -0.476 -0.243],90.84,2.1220093,0.021841716,0.0029394606,-100.0,-99.0,,-29.295412,-38.6419,9.949874,0.46219733,0.2939461,10000,100,86.483284,1.1562928,-99.0,100.0,2162.7288,3376.79781293869,-100.005035,28.798487,,0.00085648394,8.564839e-06
951780,0.005782966,2.5636353,100,[ 0.19  -0.064 -0.12  ... -0.308 -0.479 -0.237],84.81,2.1428592,0.025636353,0.0044146907,-100.0,-98.0,,-44.111214,-52.35519,14.0,0.57829654,0.44146904,10100,101,67.28354,1.4862477,-98.0,100.0,3381.1604,3411.2538301944733,-99.005035,36.819736,,0.0004966481,4.9664804e-06
960353,0.0050924486,3.3990507,100,[ 0.19  -0.063 -0.12  ... -0.31  -0.458 -0.237],85.73,2.1487343,0.033990506,0.002716022,-100.0,-97.0,,-25.867239,-41.71686,17.058722,0.5092449,0.27160218,10200,102,248.69843,0.4020934,-97.0,100.0,2538.5935,3442.803386926651,-98.005035,22.145952,,0.000425709,4.25709e-06
969347,0.0058064056,2.9728832,100,[ 0.191 -0.063 -0.12  ... -0.306 -0.46  -0.229],89.94,2.132573,0.029728832,0.0039438177,-100.0,-98.0,,-35.924614,-46.114746,14.0,0.58064055,0.3943818,10300,103,102.80037,0.9727591,-98.0,100.0,3046.8208,3475.6640768051147,-99.005035,31.569548,,6.9561356e-05,6.9561355e-07
979154,0.008482565,5.88412,100,[ 0.19  -0.063 -0.121 ... -0.307 -0.462 -0.244],98.07,2.148143,0.0588412,0.0050734472,-100.0,-97.0,,-48.41413,-59.101254,17.058722,0.8482565,0.5073447,10400,104,113.07245,0.88438874,-97.0,100.0,6998.925,3508.530731201172,-98.005035,26.347502,,0.00040867654,4.0867653e-06
988646,0.007975276,3.9927871,100,[ 0.19  -0.063 -0.121 ... -0.309 -0.444 -0.245],94.92,2.1305768,0.03992787,0.0055173873,-100.0,-99.0,,-55.110756,-61.96241,9.949874,0.7975276,0.55173874,10500,105,46.475727,2.1516607,-99.0,100.0,6431.379,3542.261976957321,-100.005035,32.368595,,0.002428817,2.428817e-05
998189,0.0038370974,1.8722198,100,[ 0.19  -0.063 -0.121 ... -0.309 -0.46  -0.248],95.43,2.1272492,0.018722197,0.0027598238,-100.0,-99.0,,-27.289131,-39.37166,9.949874,0.38370976,0.27598235,10600,106,144.52759,0.69190943,-99.0,100.0,1494.6901,3578.5860941410065,-100.005035,34.094208,,0.0002992326,2.992326e-06
1008006,0.0078026545,3.7856326,100,[ 0.19  -0.063 -0.121 ... -0.31  -0.459 -0.252],98.17,2.122314,0.037856326,0.004988088,-100.0,-97.0,,-47.907394,-55.029503,17.058722,0.7802654,0.49880883,10700,107,50.217182,1.9913503,-97.0,100.0,6108.8916,3610.087018251419,-98.005035,29.01156,,0.0033919062,3.391906e-05
1017403,0.009267749,7.88876,100,[ 0.19  -0.063 -0.121 ... -0.308 -0.462 -0.253],93.97,2.104568,0.0788876,0.003328097,-100.0,-100.0,-100.0,-33.280975,-46.230194,,0.926775,0.33280975,10800,108,166.00546,0.6023898,-100.0,100.0,8675.878,3642.222069978714,-101.005035,11.422632,100.0,0.00037274815,3.7274815e-06
1027774,0.0057088584,2.6165807,100,[ 0.189 -0.062 -0.122 ... -0.306 -0.469 -0.264],103.71,2.1270096,0.026165806,0.004903363,-100.0,-100.0,-100.0,-49.033627,-56.630844,,0.57088584,0.4903363,10900,109,57.140526,1.7500714,-100.0,100.0,3292.0269,3681.0096497535706,-101.005035,42.45322,100.0,0.0014928636,1.4928636e-05
1037968,0.0059920726,3.7143888,100,[ 0.188 -0.063 -0.122 ... -0.307 -0.464 -0.247],101.94,2.1181602,0.037143886,0.0040264875,-100.0,-100.0,-100.0,-40.264874,-48.720222,,0.5992073,0.40264875,11000,110,70.778015,1.4128681,-100.0,100.0,3626.7617,3718.06183719635,-101.005035,31.107758,100.0,0.0030818856,3.0818857e-05
1047971,0.0039521474,2.413145,100,[ 0.188 -0.063 -0.122 ... -0.307 -0.458 -0.261],100.03,2.1179223,0.02413145,0.0025706545,-100.0,-99.0,,-25.550566,-40.513153,9.949874,0.39521477,0.25706545,11100,111,221.64027,0.45118153,-99.0,100.0,1583.3427,3754.4826645851135,-100.005035,29.729813,,0.0010669708,1.0669707e-05
1058259,0.0033390012,1.9184048,100,[ 0.188 -0.062 -0.122 ... -0.309 -0.456 -0.264],102.88,2.1457326,0.019184047,0.002346402,-100.0,-99.0,,-23.233265,-34.84896,9.949874,0.33390012,0.23464021,11200,112,133.57521,0.7486419,-99.0,100.0,1131.6604,3789.8064110279083,-100.005035,33.057686,,0.00032651247,3.2651246e-06
1068399,0.0064896643,4.162975,100,[ 0.188 -0.063 -0.121 ... -0.309 -0.437 -0.255],101.4,2.1464882,0.041629747,0.003304822,-100.0,-100.0,-100.0,-33.048218,-43.59726,,0.64896643,0.33048218,11300,113,110.16943,0.9076928,-100.0,100.0,4254.1157,3821.970262527466,-101.005035,20.592651,100.0,8.237707e-05,8.237707e-07
1078095,0.0069278446,5.826146,100,[ 0.188 -0.063 -0.12  ... -0.308 -0.431 -0.26 ],96.96,2.1337712,0.05826146,0.00302792,-100.0,-100.0,-100.0,-30.2792,-39.511875,,0.6927845,0.30279198,11400,114,84.38989,1.184976,-100.0,100.0,4847.9834,3859.1469173431396,-101.005035,16.038778,100.0,0.0006548544,6.5485438e-06
1088139,0.009435066,7.186991,100,[ 0.188 -0.063 -0.121 ... -0.311 -0.443 -0.262],100.44,2.1364229,0.07186991,0.00444405,-100.0,-99.0,,-44.203773,-54.651104,9.949874,0.94350654,0.44440502,11500,115,108.05525,0.9254525,-99.0,100.0,9007.501,3892.6880819797516,-100.005035,18.157188,,0.0002689899,2.689899e-06
1098580,0.0052986043,3.8362274,100,[ 0.188 -0.063 -0.121 ... -0.314 -0.447 -0.254],104.41,2.1511264,0.038362272,0.0028998342,-100.0,-96.0,,-27.88108,-39.73808,19.595919,0.52986044,0.28998348,11600,116,139.18253,0.718481,-96.0,100.0,2844.9548,3925.761103630066,-97.005035,23.048416,,5.114889e-05,5.114889e-07
1108016,0.006399827,3.6556318,100,[ 0.188 -0.063 -0.12  ... -0.31  -0.449 -0.238],94.36,2.1503904,0.03655632,0.0070427703,-100.0,-97.0,,-69.358696,-72.07062,17.058722,0.6399827,0.7042771,11700,117,7.2809796,13.734416,-97.0,100.0,4234.4917,3959.3581986427307,-98.005035,54.77196,,0.027634013,0.00027634014
1118085,0.008946489,6.8634653,100,[ 0.187 -0.063 -0.12  ... -0.308 -0.442 -0.246],100.69,2.1594064,0.06863465,0.0056343838,-100.0,-98.0,100.0,-55.30978,-63.328167,19.899748,0.8946488,0.5634384,11800,118,63.65159,1.5710527,-98.0,100.0,8201.437,3994.9263010025024,-99.005035,28.399178,,0.004634031,4.634031e-05
1128237,0.008735153,5.2728987,100,[ 0.187 -0.063 -0.12  ... -0.306 -0.437 -0.241],101.52,2.1259954,0.052728985,0.004921926,-100.0,-99.0,,-48.99858,-55.95965,9.949874,0.8735153,0.49219263,11900,119,47.971886,2.0845542,-99.0,100.0,7724.338,4026.8695623874664,-100.005035,24.098055,,0.0014096175,1.4096175e-05
1138133,0.005690367,3.2434793,100,[ 0.187 -0.063 -0.12  ... -0.307 -0.46  -0.252],98.96,2.1301823,0.03243479,0.0040142625,-100.0,-100.0,-100.0,-40.142628,-50.646633,,0.5690367,0.4014263,12000,120,109.230804,0.91549265,-100.0,100.0,3270.735,4064.289996623993,-101.005035,33.229084,100.0,0.0003826592,3.826592e-06
1147816,0.008405024,6.0574617,100,[ 0.187 -0.063 -0.12  ... -0.308 -0.462 -0.246],96.83,2.0890982,0.060574617,0.005485863,-100.0,-99.0,,-54.68318,-60.65424,9.949874,0.84050244,0.5485863,12100,121,35.29698,2.8331034,-99.0,100.0,7152.1055,4096.689916133881,-100.005035,29.87389,,0.00069858925,6.9858925e-06
1157796,0.005409177,2.54001,100,[ 0.187 -0.063 -0.121 ... -0.31  -0.471 -0.278],99.8,2.10051,0.025400098,0.0035188613,-100.0,-100.0,-100.0,-35.18861,-46.19236,,0.5409177,0.35188615,12200,122,119.87166,0.83422554,-100.0,100.0,2955.4739,4131.7364275455475,-101.005035,29.735622,100.0,0.0003234748,3.2347477e-06
1167629,0.0058042537,2.826086,100,[ 0.187 -0.064 -0.12  ... -0.313 -0.457 -0.281],98.33,2.1084173,0.02826086,0.0029522073,-100.0,-99.0,,-29.292143,-43.97355,9.949874,0.5804253,0.29522073,12300,123,213.38823,0.46862942,-99.0,100.0,3411.2854,4165.734078168869,-100.005035,20.553118,,0.00028361945,2.8361944e-06
1177425,0.0075057903,4.886549,100,[ 0.186 -0.063 -0.121 ... -0.315 -0.456 -0.273],97.96,2.1159697,0.04886549,0.0030089347,-100.0,-99.0,,-30.056528,-44.101673,9.949874,0.7505791,0.30089346,12400,124,195.29341,0.51205003,-99.0,100.0,5692.48,4199.170110464096,-100.005035,13.845554,,6.5587345e-05,6.558734e-07
1187393,0.008165996,4.527185,100,[ 0.185 -0.063 -0.12  ... -0.317 -0.452 -0.27 ],99.68,2.0975943,0.045271847,0.0043697096,-100.0,-98.0,,-43.53843,-54.030853,14.0,0.8165995,0.43697098,12500,125,108.99009,0.9175146,-98.0,100.0,6747.2915,4233.4498817920685,-99.005035,22.260246,,0.00070022675,7.0022675e-06
1196926,0.0057664583,3.3246727,100,[ 0.186 -0.064 -0.12  ... -0.319 -0.455 -0.285],95.33,2.090824,0.033246726,0.0037914037,-100.0,-100.0,-100.0,-37.91404,-48.355602,,0.5766459,0.37914044,12600,126,107.93596,0.9264753,-100.0,100.0,3358.7927,4266.122142791748,-101.005035,30.182062,100.0,0.0004534411,4.534411e-06
1206313,0.008858796,6.8703194,100,[ 0.185 -0.064 -0.12  ... -0.322 -0.463 -0.284],93.87,2.0827017,0.06870319,0.0042690905,-100.0,-98.0,,-41.032425,-52.03235,14.0,0.8858797,0.42690906,12700,127,119.78832,0.8348059,-98.0,100.0,7922.2354,4302.166052103043,-99.005035,18.846422,,0.00016798449,1.6798448e-06
1217114,0.005635655,3.3447037,100,[ 0.185 -0.064 -0.121 ... -0.323 -0.466 -0.289],108.01,2.079163,0.033447035,0.0029178273,-100.0,-98.0,,-26.122631,-37.895515,14.0,0.56356555,0.29178274,12800,128,137.21475,0.7287846,-98.0,100.0,2670.798,4334.513854265213,-99.005035,21.139313,,0.00046557366,4.6557366e-06
1227599,0.0032861356,1.5098981,100,[ 0.185 -0.063 -0.121 ... -0.323 -0.464 -0.295],104.85,2.055426,0.015098981,0.0021624502,-100.0,-98.0,,-21.585045,-31.745453,14.0,0.32861355,0.21624504,12900,129,102.20156,0.97845864,-98.0,100.0,1092.3628,4372.633944749832,-99.005035,30.217955,,0.00036397995,3.6397994e-06
1236788,0.0072836736,3.6546407,100,[ 0.186 -0.063 -0.12  ... -0.324 -0.482 -0.3  ],91.89,2.0585935,0.036546405,0.004372949,-100.0,-97.0,,-40.97939,-52.759636,17.058722,0.7283674,0.43729493,13000,130,137.38647,0.7278737,-97.0,100.0,5208.185,4405.773419141769,-98.005035,26.495039,,0.000515821,5.1582097e-06
1246825,0.005241119,2.7305903,100,[ 0.185 -0.063 -0.12  ... -0.325 -0.484 -0.295],100.37,2.0647473,0.027305903,0.0036111162,-100.0,-97.0,,-35.733902,-45.103073,17.058722,0.52411187,0.3611116,13100,131,86.90352,1.1507014,-97.0,100.0,2794.4087,4437.249583482742,-98.005035,32.190384,,0.00010540047,1.0540047e-06
1256935,0.0065957215,4.2596226,100,[ 0.185 -0.063 -0.12  ... -0.327 -0.481 -0.292],101.1,2.0631819,0.042596225,0.0032878197,-100.0,-99.0,,-31.612661,-48.298996,9.949874,0.6595722,0.32878193,13200,132,275.64938,0.3627797,-99.0,100.0,4314.961,4471.209315776825,-100.005035,19.902594,,0.00081269303,8.12693e-06
1266051,0.007709226,4.534385,100,[ 0.185 -0.063 -0.12  ... -0.331 -0.481 -0.294],91.16,2.0713482,0.04534385,0.00436502,-100.0,-98.0,,-43.54502,-56.501953,14.0,0.77092266,0.43650192,13300,133,166.20334,0.60167265,-98.0,100.0,6011.88,4505.392578363419,-99.005035,24.2763,,0.0004055979,4.055979e-06
1275600,0.0076686046,5.6445985,100,[ 0.185 -0.063 -0.119 ... -0.327 -0.477 -0.289],95.49,2.0999093,0.056445982,0.0045114453,-100.0,-97.0,,-37.895782,-47.509525,17.058722,0.7668605,0.45114452,13400,134,91.499794,1.0928986,-97.0,100.0,3077.1091,4535.654060602188,-98.005035,25.711185,,0.000899398,8.9939795e-06
1284887,0.006499066,3.8817008,100,[ 0.185 -0.063 -0.121 ... -0.326 -0.47  -0.268],92.87,2.1338603,0.038817007,0.0034265497,-100.0,-100.0,-100.0,-34.265495,-49.861084,,0.6499067,0.342655,13500,135,240.79025,0.4152992,-100.0,100.0,4266.4507,4571.009979724884,-101.005035,21.75146,100.0,0.00011424682,1.1424681e-06
1294200,0.006192761,2.8312516,100,[ 0.185 -0.063 -0.121 ... -0.324 -0.459 -0.245],93.13,2.113569,0.028312515,0.0032050821,-100.0,-98.0,,-30.146229,-42.285686,14.0,0.6192761,0.32050818,13600,136,145.89279,0.6854348,-98.0,100.0,3800.264,4603.614899158478,-99.005035,21.127005,,0.00031754875,3.1754873e-06
1303079,0.0054570287,2.8586667,100,[ 0.184 -0.063 -0.121 ... -0.321 -0.483 -0.241],88.79,2.1074836,0.028586665,0.0033028587,-100.0,-100.0,-100.0,-33.02859,-42.323463,,0.5457029,0.3302859,13700,137,85.53073,1.1691704,-100.0,100.0,3007.996,4640.216412782669,-101.005035,26.811018,100.0,0.0006458446,6.458446e-06
1311556,0.0080138305,6.002082,100,[ 0.185 -0.063 -0.121 ... -0.318 -0.485 -0.246],84.77,2.1219957,0.060020816,0.0037254326,-100.0,-99.0,,-37.17034,-51.99067,9.949874,0.801383,0.3725433,13800,138,217.44566,0.459885,-99.0,100.0,6492.6187,4669.425993204117,-100.005035,17.770544,,0.000108904926,1.0890492e-06
1320409,0.0061760657,3.5130146,100,[ 0.185 -0.063 -0.121 ... -0.316 -0.482 -0.234],88.53,2.1416013,0.035130143,0.003253608,-100.0,-100.0,-100.0,-32.53608,-44.65296,,0.6176066,0.3253608,13900,139,145.3506,0.6879917,-100.0,100.0,3852.9082,4700.5889003276825,-101.005035,21.723822,100.0,0.00012409751,1.240975e-06
1329840,0.0029551182,1.3518732,100,[ 0.187 -0.063 -0.121 ... -0.317 -0.489 -0.207],94.31,2.1396673,0.013518731,0.001953415,-100.0,-99.0,,-19.44602,-30.427816,9.949874,0.29551184,0.19534151,14000,140,119.39386,0.837564,-99.0,100.0,884.7788,4733.614000797272,-100.005035,30.408527,,0.0010510632,1.0510632e-05
1338811,0.0071032736,5.228212,100,[ 0.187 -0.063 -0.12  ... -0.314 -0.491 -0.207],89.71,2.1426387,0.052282117,0.0034247665,-100.0,-100.0,-100.0,-34.247665,-44.929085,,0.7103274,0.34247667,14100,141,112.95183,0.8853332,-100.0,100.0,5096.6157,4765.846034288406,-101.005035,18.861345,100.0,8.570387e-05,8.570387e-07
1348020,0.0039790035,2.9191275,100,[ 0.185 -0.063 -0.12  ... -0.314 -0.491 -0.204],92.09,2.1239483,0.029191274,0.0025846066,-100.0,-97.0,,-25.066927,-35.8977,17.058722,0.39790037,0.25846064,14200,142,116.132645,0.86108434,-97.0,100.0,1587.9073,4799.455528259277,-98.005035,29.673046,,0.00048709408,4.8709408e-06
1357306,0.008655445,5.0250707,100,[ 0.185 -0.063 -0.12  ... -0.312 -0.499 -0.215],92.86,2.1355135,0.050250705,0.0062513305,-100.0,-99.0,,-61.983177,-66.145645,9.949874,0.8655445,0.62513304,14300,143,17.152876,5.829926,-99.0,100.0,7605.6235,4832.6457624435425,-100.005035,34.281193,,0.0074598705,7.4598705e-05
1366390,0.008854887,6.694685,100,[ 0.185 -0.063 -0.12  ... -0.311 -0.502 -0.201],90.84,2.1210985,0.06694685,0.004844928,-100.0,-98.0,,-47.949245,-56.495644,14.0,0.8854888,0.48449287,14400,144,72.31054,1.3829243,-98.0,100.0,7949.7407,4869.772280931473,-99.005035,23.03964,,0.00070370926,7.0370925e-06
1375162,0.0052490565,2.6054697,100,[ 0.184 -0.063 -0.12  ... -0.312 -0.507 -0.21 ],87.72,2.10554,0.026054697,0.0032345436,-100.0,-97.0,,-31.548471,-42.76924,17.058722,0.5249057,0.32345435,14500,145,124.64658,0.80226827,-97.0,100.0,2789.9277,4904.167880773544,-98.005035,27.521524,,0.00050516217,5.0516214e-06
1383528,0.0058260527,3.6165311,100,[ 0.184 -0.063 -0.12  ... -0.317 -0.523 -0.209],83.66,2.0986292,0.036165312,0.0029763887,-100.0,-97.0,,-28.675575,-41.100143,17.058722,0.58260524,0.2976389,14600,146,152.82625,0.6543379,-97.0,100.0,3376.6865,4936.570013284683,-98.005035,20.697483,,0.00019898603,1.9898603e-06
1392191,0.006361966,4.2667313,100,[ 0.185 -0.063 -0.121 ... -0.315 -0.52  -0.219],86.63,2.0889392,0.04266731,0.0034070774,-100.0,-99.0,,-29.804043,-42.274475,9.949874,0.63619655,0.34070775,14700,147,153.95654,0.6495339,-99.0,100.0,2524.7456,4969.693829298019,-100.005035,22.287933,,3.5249897e-05,3.5249897e-07
1401484,0.0057137585,2.9990005,100,[ 0.185 -0.063 -0.12  ... -0.309 -0.534 -0.215],92.93,2.0485194,0.029990004,0.0032964498,-100.0,-98.0,,-32.630814,-42.14878,14.0,0.5713759,0.32964498,14800,148,89.68583,1.1150033,-98.0,100.0,3312.3418,5003.469870328903,-99.005035,24.97283,,0.00036973722,3.697372e-06
1410523,0.0040468345,2.6093554,100,[ 0.187 -0.063 -0.12  ... -0.312 -0.545 -0.244],90.39,2.045962,0.026093554,0.0027110493,-100.0,-98.0,,-26.972254,-40.672928,14.0,0.4046835,0.27110493,14900,149,185.83136,0.5381223,-98.0,100.0,1660.2334,5038.166957855225,-99.005035,30.976921,,0.00026970427,2.6970426e-06
