ReturnMeanIW,MeanIW,EpLenMean,Bound,MeanEntropy,MaxIWNorm,MeanIWNorm,EpThisIter,ReturnStepMaxmin,StdIW,InitialReturnMean,EpisodesSoFar,InitialReturnStd,ESSClassic,Weights,TimestepsSoFar,StdIWNorm,MinIWNorm,EpRewMean,InitialBound,ESSRenyi,ReturnStepMax,EmpiricalD2,J_sample_variance,InitialReturnMax,TimeElapsed,MaxIW,Iteration,MinIW,InitialReturnMin
-72.80224,0.2971505,96.45,-127.81639,2.7197654,0.039483245,0.0029715048,100,61.838898,0.67239183,-250.57431,100,90.9401,16.339176,[-0.155  0.183  0.205 ...  0.116  0.     0.   ],9645,0.006723918,3.1117345e-08,-494.8923317626197,-254.8504,0.604151,161.8389,165.52153,34738.652,-61.83186,8.516242027282715,3.9483247,1,3.1117345e-06,-425.46597
-66.309074,0.2947266,103.52,-102.14439,2.6706893,0.04483206,0.0029472662,100,29.120483,0.5528243,-242.95341,200,87.676315,22.132114,[-0.154  0.184  0.204 ...  0.119 -0.064 -0.054],19997,0.005528243,4.2644406e-06,-503.39807035062734,-247.11035,1.3456151,129.12048,74.31545,27299.055,-46.20062,47.31994676589966,4.483206,2,0.00042644408,-413.60828
-71.03357,0.45257863,97.84,-100.06101,2.581042,0.0316235,0.0045257863,100,26.08651,0.6799239,-209.38087,300,101.68543,30.703053,[-0.154  0.182  0.204 ...  0.119 -0.104 -0.064],29781,0.0067992387,1.9464726e-07,-420.3807880682201,-213.56268,2.0754323,100.0,48.182735,12943.919,1.3966331,85.9236421585083,3.1623502,3,1.9464725e-05,-416.08368
-65.47173,0.7603271,102.17,-81.125885,2.562746,0.07696201,0.00760327,100,6.5629272,1.12408,-159.4711,400,90.37226,31.390133,[-0.154  0.183  0.205 ...  0.122 -0.177 -0.08 ],39998,0.011240799,5.356885e-06,-328.6196236729023,-163.09476,5.3583465,100.0,18.662474,11108.911,73.7931,124.9163179397583,7.6962013,4,0.00053568854,-360.5476
-42.13102,0.4203243,99.22,-62.180298,2.4980593,0.1261688,0.004203243,100,6.499626,1.3257616,-154.29854,500,78.00793,9.133591,[-0.154  0.182  0.204 ...  0.124 -0.199 -0.076],49920,0.013257615,4.625472e-06,-320.55593192609723,-157.31549,2.2643132,100.0,44.1635,8979.084,-21.20736,160.38018989562988,12.61688,5,0.0004625472,-300.18195
-34.35547,0.395928,107.09,-53.698174,2.4384608,0.061694283,0.0039592795,100,8.882233,0.7928949,-135.988,600,78.61501,19.958082,[-0.154  0.182  0.204 ...  0.125 -0.224 -0.115],60629,0.007928948,4.222243e-06,-301.4960969508053,-138.9293,2.3122888,100.0,43.247192,2977.5896,6.199527,197.87990260124207,6.1694283,6,0.00042222434,-292.65497
-40.253445,0.43571022,103.9,-59.63483,2.4238777,0.048850935,0.0043571023,100,1.5064087,0.6536206,-149.02126,700,91.584595,30.765627,[-0.154  0.182  0.204 ...  0.128 -0.266 -0.133],71019,0.006536206,1.1164229e-05,-331.751440777953,-152.29625,2.8552737,100.0,35.02291,3128.9353,-6.4070168,235.51209259033203,4.8850937,7,0.0011164229,-325.85645
-40.16594,0.6305916,102.5,-52.53598,2.4501944,0.054519832,0.0063059167,100,16.370476,0.8525371,-114.60439,800,77.580055,35.363102,[-0.154  0.182  0.204 ...  0.125 -0.277 -0.137],81269,0.008525371,2.7710199e-05,-245.21307760628653,-117.6134,5.917014,116.370476,16.900415,3283.8962,36.661983,267.62083077430725,5.4519835,8,0.00277102,-299.39185
-28.268768,0.5077587,103.19,-41.000576,2.4736814,0.028854638,0.005077587,100,9.926773,0.6397842,-84.4646,900,54.184685,38.64523,[-0.154  0.181  0.203 ...  0.126 -0.26  -0.128],91588,0.0063978424,4.2793312e-05,-191.9838946528963,-86.69626,3.0723932,109.92677,32.547916,1622.269,-6.64517,303.99878334999084,2.885464,9,0.0042793313,-222.0476
-22.703794,0.37778422,100.79,-34.313644,2.43359,0.02459939,0.0037778416,100,0.8083801,0.47737464,-93.59248,1000,68.555,38.51,[-0.154  0.181  0.204 ...  0.128 -0.244 -0.12 ],101667,0.0047737462,5.092393e-05,-210.48613977887052,-96.53011,6.402394,100.0,15.619158,788.1242,18.003872,335.1839807033539,2.459939,10,0.005092393,-292.29092
-26.119669,0.38343784,98.54,-37.439644,2.4345713,0.028970022,0.0038343782,100,4.6458054,0.52750856,-90.25029,1100,57.275063,34.57044,[-0.154  0.181  0.204 ...  0.126 -0.256 -0.148],111521,0.005275086,1.0371396e-05,-200.23241354068836,-92.88794,5.429277,104.645805,18.41866,1560.8809,6.972149,363.7359800338745,2.8970022,11,0.0010371396,-262.44244
-27.161217,0.4852795,106.08,-40.608818,2.457943,0.040695336,0.0048527946,100,1.9291306,0.80710304,-100.99282,1200,76.33587,26.55239,[-0.155  0.181  0.203 ...  0.129 -0.273 -0.13 ],122129,0.0080710305,2.842391e-05,-229.96364738797794,-103.80422,4.3707647,101.92913,22.879292,2095.7676,32.91947,398.96810507774353,4.069534,12,0.0028423911,-279.73132
-30.073765,0.40439942,102.37,-45.39005,2.4572756,0.025936803,0.004043994,100,18.546143,0.5168376,-95.957344,1300,57.73034,37.97402,[-0.155  0.181  0.203 ...  0.126 -0.258 -0.122],132366,0.005168376,6.72896e-05,-221.3777574309848,-98.340355,2.420715,118.54614,41.31011,1737.3385,9.558344,432.3108506202698,2.5936804,13,0.00672896,-237.10617
-39.060173,0.63821334,107.23,-48.708847,2.4763079,0.039411917,0.006382132,100,18.440132,0.7140196,-83.566895,1400,68.56616,44.41156,[-0.155  0.18   0.203 ...  0.13  -0.247 -0.134],143089,0.007140196,1.7934457e-05,-196.64065390948997,-86.342926,8.277827,118.44013,12.080465,3406.334,21.792538,462.3769655227661,3.941192,14,0.0017934458,-276.2126
-34.218124,0.6564772,106.7,-42.768642,2.455026,0.030923627,0.006564772,100,4.558319,0.6477372,-77.00773,1500,56.238876,50.670097,[-0.155  0.181  0.203 ...  0.135 -0.255 -0.107],153759,0.006477372,7.850291e-06,-181.11472894256957,-79.67183,9.707686,100.0,10.301116,1258.5376,8.632536,497.4506051540375,3.0923629,15,0.0007850291,-265.07452
-17.861301,1.0273201,109.3,-25.541119,2.424808,0.29363674,0.010273201,100,13.509827,2.96051,-67.438675,1600,50.280735,10.747312,[-0.155  0.18   0.203 ...  0.136 -0.254 -0.129],164689,0.029605098,1.527882e-05,-159.66534207195306,-70.013145,11.237627,100.0,8.898676,26073.111,52.63204,529.5822131633759,29.363674,16,0.001527882,-256.15674
-20.146673,0.5018459,103.48,-27.46161,2.4716835,0.0355418,0.0050184582,100,19.51155,0.6788994,-46.578278,1700,33.519054,35.334694,[-0.154  0.178  0.203 ...  0.135 -0.278 -0.135],175037,0.006788994,7.284519e-05,-109.22388906494527,-48.105488,4.358922,100.0,22.941452,964.8291,7.5057983,564.5122094154358,3.55418,17,0.0072845197,-151.95598
91.060104,3.6939547,108.73,39.536922,2.480223,3.0671494,0.036939546,100,1.7085419,30.476513,-57.022736,1800,42.69091,1.4478337,[-0.154  0.178  0.203 ...  0.137 -0.248 -0.118],185910,0.30476514,3.6875647e-06,-132.4518055106848,-59.041786,0.15356399,100.0,651.19434,1304211.5,37.122498,596.9246187210083,306.71494,18,0.00036875647,-200.89307
-13.36618,0.4291184,96.87,-19.373486,2.427533,0.04799756,0.004291184,100,12.636391,0.68248093,-38.261482,1900,22.18413,28.332994,[-0.153  0.177  0.202 ...  0.134 -0.239 -0.118],195597,0.006824808,4.123328e-07,-85.26815682870469,-39.715748,5.8604107,100.0,17.06365,327.48892,17.253836,636.0922632217407,4.799756,19,4.123328e-05,-144.69762
-14.201576,0.35326186,88.79,-23.73388,2.381822,0.021290235,0.003532619,100,22.109299,0.42535877,-48.114845,2000,30.505726,40.819145,[-0.154  0.177  0.202 ...  0.135 -0.294 -0.116],204476,0.0042535877,6.386311e-07,-98.97979461689857,-50.13655,4.4982157,100.0,22.231037,298.04095,23.87842,663.6799359321594,2.1290236,20,6.386311e-05,-201.1572
-18.115839,0.3737284,94.73,-24.9608,2.3444545,0.033505406,0.0037372846,100,4.7604904,0.6151304,-53.446953,2100,27.160742,26.960852,[-0.154  0.178  0.202 ...  0.138 -0.309 -0.147],213949,0.006151304,1.7494838e-05,-108.10068487026643,-54.934204,4.7209415,100.0,21.182215,1008.0737,38.503918,698.2161600589752,3.3505406,21,0.0017494839,-147.97995
-13.963035,0.36631218,93.65,-22.10431,2.347588,0.033096805,0.0036631215,100,10.364937,0.547171,-39.4832,2200,22.167418,30.948015,[-0.153  0.178  0.202 ...  0.138 -0.34  -0.154],223314,0.0054717097,7.962432e-06,-82.54740444142513,-40.701843,2.240626,100.0,44.630383,459.47537,26.062403,725.5852689743042,3.3096805,22,0.00079624326,-121.25363
-14.099829,0.31548625,88.04,-22.113655,2.3254664,0.04097193,0.0031548624,100,8.23011,0.5435041,-51.38375,2300,23.326069,25.202446,[-0.153  0.177  0.203 ...  0.136 -0.329 -0.161],232118,0.005435041,2.4205376e-05,-107.54851883083568,-52.642555,2.467376,100.0,40.528885,433.38657,-12.562548,753.3480522632599,4.0971932,23,0.0024205376,-125.24926
-20.581638,0.47183582,80.17,-27.37982,2.35943,0.083306536,0.004718358,100,0.63588715,0.91640407,-52.65105,2400,19.754381,20.954796,[-0.153  0.177  0.203 ...  0.135 -0.34  -0.172],240135,0.009164041,2.0298898e-05,-99.68291923067967,-53.83044,3.0097418,100.63589,33.22544,749.6657,12.635452,779.8197777271271,8.330654,24,0.0020298897,-117.34782
-17.857046,0.33453658,84.28,-27.103863,2.378902,0.03083414,0.0033453656,100,3.045311,0.52640545,-51.875973,2500,19.692974,28.768566,[-0.154  0.178  0.202 ...  0.133 -0.315 -0.164],248563,0.005264054,1.5745354e-05,-98.74667734242077,-53.044556,1.597109,103.04531,62.613136,828.08655,1.1558638,807.8161654472351,3.083414,25,0.0015745355,-116.272514
-16.301517,0.405058,93.19,-26.552135,2.3154466,0.057631902,0.0040505794,100,5.7640076,0.816277,-58.548546,2600,29.350754,19.75866,[-0.155  0.178  0.201 ...  0.132 -0.299 -0.16 ],257882,0.0081627695,5.865894e-06,-113.13165763417712,-60.32544,3.0048537,105.76401,33.27949,658.5362,43.42907,836.653576374054,5.7631903,26,0.0005865894,-176.7988
-14.8434305,0.25070512,82.75,-24.590454,2.316406,0.027641196,0.0025070512,100,10.640015,0.44737747,-61.84822,2700,28.110085,23.89853,[-0.155  0.178  0.201 ...  0.134 -0.323 -0.199],266157,0.004473774,1.776227e-05,-117.0431853540403,-63.20933,1.9500339,110.640015,51.28116,796.939,1.5320768,865.5188584327698,2.7641196,27,0.0017762269,-135.4287
-26.675087,0.41027772,75.15,-36.16096,2.4491534,0.029140353,0.0041027768,100,28.755188,0.47505778,-68.63079,2800,25.715893,42.721954,[-0.155  0.178  0.201 ...  0.134 -0.326 -0.195],273672,0.0047505773,5.466204e-05,-126.09343998302496,-70.40638,3.503736,128.75519,28.540962,988.78674,-5.771961,893.0283195972443,2.9140353,28,0.005466204,-176.6691
-35.71712,0.4856858,81.34,-45.378944,2.4502087,0.06943123,0.004856858,100,9.991913,0.9144364,-70.35152,2900,30.377419,22.002993,[-0.155  0.176  0.201 ...  0.135 -0.273 -0.116],281806,0.009144365,1.8470171e-05,-134.79609899657405,-72.537125,5.1170955,109.99191,19.542336,5772.272,-20.321571,921.275931596756,6.943123,29,0.0018470172,-217.46451
-24.187716,0.4015518,76.31,-35.6196,2.4599597,0.041289054,0.0040155184,100,22.829842,0.7255397,-82.50801,3000,38.03299,23.448479,[-0.155  0.177  0.201 ...  0.134 -0.299 -0.088],289437,0.0072553963,5.4329816e-05,-148.38102831054894,-84.67622,3.5972302,122.82984,27.799166,1420.4517,-1.3757305,950.7243649959564,4.1289053,30,0.0054329815,-215.7344
-15.060293,0.2430492,77.24,-27.9333,2.386501,0.021893952,0.002430492,100,28.262268,0.3655145,-69.485825,3100,26.173319,30.65956,[-0.155  0.176  0.201 ...  0.129 -0.291 -0.087],297161,0.003655145,1.5087801e-05,-126.70417988070547,-71.59945,2.6958623,128.26227,37.093884,434.69952,6.2542706,981.7946672439575,2.1893952,31,0.0015087802,-210.30347
-30.551752,0.40450814,76.82,-40.830914,2.3669329,0.03725598,0.004045082,100,22.484924,0.68535227,-75.37857,3200,30.414454,25.835766,[-0.155  0.177  0.201 ...  0.134 -0.311 -0.14 ],304843,0.0068535223,3.049778e-05,-133.98238868775073,-77.16408,3.017234,122.484924,33.142937,2623.113,-13.472352,1006.2892463207245,3.725598,32,0.003049778,-177.65598
-27.600016,0.47363076,81.08,-36.15637,2.3926318,0.038855962,0.004736307,100,17.368866,0.6174802,-70.118805,3300,29.741777,37.041477,[-0.154  0.176  0.201 ...  0.134 -0.322 -0.149],312951,0.0061748014,5.4244494e-05,-133.637662256858,-71.96691,4.665254,117.368866,21.43506,1150.4227,-16.985126,1035.3319923877716,3.8855963,33,0.0054244497,-183.88399
-17.527693,0.37891638,81.95,-29.331997,2.367441,0.079602465,0.0037891641,100,27.08419,0.9126894,-63.34229,3400,29.380169,14.702096,[-0.155  0.177  0.201 ...  0.128 -0.303 -0.142],321146,0.009126893,1.5241882e-05,-120.08230690975188,-65.25547,2.6268408,127.08419,38.068542,1045.3943,7.6643066,1063.4599137306213,7.960247,34,0.0015241882,-190.35962
-16.053133,0.26980606,80.46,-25.363352,2.2793539,0.02497133,0.0026980604,100,25.729874,0.46219933,-74.24427,3500,29.944656,25.415268,[-0.155  0.176  0.201 ...  0.128 -0.301 -0.169],329192,0.0046219933,6.8632735e-06,-138.79475512459462,-75.93366,3.2926493,125.72987,30.370682,533.0115,-0.2684679,1095.3800032138824,2.497133,35,0.00068632734,-168.09323
-16.591873,0.2788037,85.47,-27.883883,2.2848797,0.02481529,0.0027880368,100,15.556137,0.43160805,-64.57463,3600,27.860502,29.441854,[-0.155  0.176  0.201 ...  0.124 -0.305 -0.253],337739,0.0043160804,1.0585003e-05,-117.76596260943721,-66.09821,1.8204864,115.55614,54.930374,532.9071,15.021791,1122.3001403808594,2.481529,36,0.0010585004,-151.5942
-16.132103,0.32472053,86.97,-27.34121,2.2373085,0.029120564,0.0032472056,100,27.02259,0.49142057,-64.002205,3700,32.553696,30.392618,[-0.155  0.176  0.201 ...  0.125 -0.313 -0.24 ],346436,0.0049142055,5.7267275e-06,-120.8751711665502,-65.714096,2.3324401,127.02259,42.873554,534.2089,-3.9295464,1152.8940994739532,2.9120564,37,0.00057267275,-170.33104
