InitialReturnMean,RewardCompression,EpisodesSoFar,EmpiricalD2,InitialBound,EpThisIter,ReturnStepMax,Iteration,TimeElapsed,InitialReturnStd,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,EpRewMean,ReturnMeanIW,Bound,StdIW,Weights,EpLenMean,MeanIW,MeanEntropy,MinIW,ESSRenyi,InitialReturnMin,MaxIW,ESSClassic
-100.0,0.99,9500,1.0,-101.005035,100,100.0,95,2494.5023868083954,,100.0,893708,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],93.95,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,9600,1.0,-51.00504,100,100.0,96,2511.916662454605,9.949873924255371,,903549,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],98.41,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,9700,1.0,-101.005035,100,100.0,97,2529.5955266952515,,100.0,913109,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.6,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,9800,1.0,-101.005035,100,100.0,98,2554.7689230442047,,100.0,922711,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.02,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,9900,1.0,-101.005035,100,100.0,99,2578.60072350502,,100.0,932265,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.54,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,10000,1.0,-51.00504,100,100.0,100,2604.7127385139465,9.949873924255371,,941805,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.4,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,10100,1.0,-101.005035,100,100.0,101,2629.7563123703003,,100.0,951018,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],92.13,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,10200,1.0,-51.00504,100,100.0,102,2663.224799633026,9.949873924255371,100.0,961351,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],103.33,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,10300,1.0,-51.00504,100,100.0,103,2680.2221760749817,9.949873924255371,,970888,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.37,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,10400,1.0,-101.005035,100,100.0,104,2702.0207035541534,,100.0,980427,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.39,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,10500,1.0,-51.00504,100,100.0,105,2726.505124092102,9.949873924255371,,990404,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],99.77,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,10600,1.0,-101.005035,100,100.0,106,2744.8164505958557,,100.0,999549,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],91.45,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,10700,1.0,-101.005035,100,100.0,107,2767.9601531028748,,100.0,1009180,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.31,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,10800,1.0,-101.005035,100,100.0,108,2796.5774371623993,,100.0,1018964,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],97.84,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,10900,1.0,-101.005035,100,100.0,109,2822.624883413315,,100.0,1028430,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.66,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11000,1.0,-101.005035,100,100.0,110,2850.024682044983,,100.0,1038089,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.59,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11100,1.0,-101.005035,100,100.0,111,2875.2449808120728,,100.0,1047789,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],97.0,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11200,1.0,-101.005035,100,100.0,112,2902.5172095298767,,100.0,1057461,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.72,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11300,1.0,-101.005035,100,100.0,113,2923.172777891159,,100.0,1067045,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.84,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11400,1.0,-101.005035,100,100.0,114,2947.255622625351,,100.0,1076579,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.34,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11500,1.0,-101.005035,100,100.0,115,2967.7826862335205,,100.0,1086162,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.83,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,11600,1.0,-51.00504,100,100.0,116,2995.7821955680847,9.949873924255371,100.0,1095983,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],98.21,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11700,1.0,-101.005035,100,100.0,117,3020.0810730457306,,100.0,1105586,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.03,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11800,1.0,-101.005035,100,100.0,118,3039.4610426425934,,100.0,1114826,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],92.4,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,11900,1.0,-101.005035,100,100.0,119,3062.812973499298,,100.0,1124382,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],95.56,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,12000,1.0,-101.005035,100,100.0,120,3088.7412395477295,,100.0,1134159,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],97.77,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,12100,1.0,-51.00504,100,100.0,121,3108.9210228919983,9.949873924255371,,1144184,,-99.0,-50.0,-51.00503921508789,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],100.25,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,12200,1.0,-101.005035,100,100.0,122,3133.696637868881,,100.0,1153825,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.41,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,12300,1.0,-101.005035,100,100.0,123,3156.6222121715546,,100.0,1163744,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],99.19,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,12400,1.0,-101.005035,100,100.0,124,3179.9837474823,,100.0,1173433,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],96.89,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,12500,1.0,-101.005035,100,100.0,125,3204.3108987808228,,100.0,1182872,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.39,1.0,2.9069244861602783,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,12600,20.070009231567383,-101.005035,100,100.0,126,3229.9640970230103,,100.0,1192369,-100.0,-100.0,-5.375275135040283,-9.877799987792969,,[ 0.159 -0.225  0.049 ...  0.071  0.009  0.06 ],94.97,0.05375275082124511,2.891331195831299,0.05375275082124511,4.982558727264404,-100.0,0.05375275082124511,1.0
-100.0,0.99,12700,1.0,-101.005035,100,100.0,127,3286.717409133911,,100.0,1202292,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],99.23,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,12800,1.0,-51.00504,100,100.0,128,3316.128819465637,9.949873924255371,,1212034,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.42,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,12900,1.0,-51.00504,100,100.0,129,3344.192765235901,9.949873924255371,,1221846,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],98.12,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,13000,1.0,-51.00504,100,100.0,130,3371.4266951084137,9.949873924255371,,1231901,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],100.55,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,13100,1.0,-51.00504,100,100.0,131,3398.472709417343,9.949873924255371,100.0,1241958,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],100.57,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13200,1.0,-101.005035,100,100.0,132,3420.183906316757,,100.0,1251977,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],100.19,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13300,1.0,-101.005035,100,100.0,133,3450.441009759903,,100.0,1261799,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],98.22,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,13400,1.0,-51.00504,100,100.0,134,3469.9368517398834,9.949873924255371,,1271146,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.47,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13500,1.0,-101.005035,100,100.0,135,3495.2572841644287,,100.0,1280833,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.87,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13600,1.0,-101.005035,100,100.0,136,3519.6314640045166,,100.0,1290226,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.93,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13700,1.0,-101.005035,100,100.0,137,3540.8894460201263,,100.0,1299870,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.44,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13800,1.0,-101.005035,100,100.0,138,3564.521015405655,,100.0,1309890,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],100.2,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,13900,1.0,-101.005035,100,100.0,139,3587.364809513092,,100.0,1319182,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],92.92,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,14000,1.0,-51.00504,100,100.0,140,3608.392899990082,9.949873924255371,,1328832,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.5,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14100,1.0,-101.005035,100,100.0,141,3628.0851929187775,,100.0,1338286,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.54,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14200,1.0,-101.005035,100,100.0,142,3649.7961564064026,,100.0,1347698,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.12,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-97.0,0.98,14300,1.0,-51.00504,100,100.0,143,3668.799629688263,17.0587215423584,,1357479,,-97.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.81,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14400,1.0,-101.005035,100,100.0,144,3689.1244201660156,,100.0,1367194,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.15,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14500,1.0,-101.005035,100,100.0,145,3710.257174730301,,100.0,1377064,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],98.7,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,14600,1.0,-51.00504,100,100.0,146,3733.0170073509216,9.949873924255371,,1386718,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.54,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14700,1.0,-101.005035,100,100.0,147,3760.8568913936615,,100.0,1396458,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.4,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14800,1.0,-101.005035,100,100.0,148,3784.7896795272827,,100.0,1406338,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],98.8,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,14900,1.0,-101.005035,100,100.0,149,3811.6893541812897,,100.0,1415843,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],95.05,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,15000,1.0,-101.005035,100,100.0,150,3841.507333755493,,100.0,1425590,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.47,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,15100,1.0,-51.00504,100,100.0,151,3865.2056062221527,9.949873924255371,,1435185,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],95.95,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-98.0,0.98,15200,1.0,-1.0050378,100,100.0,152,3885.3972206115723,19.899747848510742,,1444548,100.0,-98.0,,-1.005037784576416,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.63,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,2.0
-99.0,0.98,15300,1.0,-51.00504,100,100.0,153,3913.7178089618683,9.949873924255371,,1454333,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.85,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,15400,1.0,-51.00504,100,100.0,154,3931.9860501289368,9.949873924255371,,1464016,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.83,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,15500,1.0,-51.00504,100,100.0,155,3954.4852430820465,9.949873924255371,100.0,1473825,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],98.09,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,15600,1.0,-101.005035,100,100.0,156,3975.7766246795654,,100.0,1483597,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.72,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,15700,1.0,-51.00504,100,100.0,157,4004.344970226288,9.949873924255371,,1492963,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.66,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,15800,1.0,-101.005035,100,100.0,158,4028.9812881946564,,100.0,1502475,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],95.12,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,15900,1.0,-101.005035,100,100.0,159,4046.4876523017883,,100.0,1511790,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.15,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16000,1.0,-101.005035,100,100.0,160,4071.408836364746,,100.0,1521259,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.69,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16100,1.0,-101.005035,100,100.0,161,4092.447973251343,,100.0,1530714,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.55,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16200,1.0,-101.005035,100,100.0,162,4117.941215276718,,100.0,1540195,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.81,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16300,1.0,-101.005035,100,100.0,163,4144.708935022354,,100.0,1549944,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.49,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16400,1.0,-101.005035,100,100.0,164,4164.845430135727,,100.0,1559408,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.64,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,16500,1.0,-51.00504,100,100.0,165,4193.792979001999,9.949873924255371,,1569071,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.63,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16600,1.0,-101.005035,100,100.0,166,4212.433265686035,,100.0,1578888,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],98.17,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16700,1.0,-101.005035,100,100.0,167,4231.588988542557,,100.0,1588603,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.15,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,16800,1.0,-51.00504,100,100.0,168,4253.746324777603,9.949873924255371,100.0,1598641,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],100.38,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,16900,1.0,-101.005035,100,100.0,169,4275.549279928207,,100.0,1608304,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.63,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17000,1.0,-101.005035,100,100.0,170,4303.135692119598,,100.0,1617692,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.88,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17100,1.0,-101.005035,100,100.0,171,4325.187141418457,,100.0,1627755,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],100.63,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17200,1.0,-101.005035,100,100.0,172,4356.34500002861,,100.0,1637126,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.71,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17300,1.0,-101.005035,100,100.0,173,4377.924733400345,,100.0,1646784,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.58,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17400,1.0,-101.005035,100,100.0,174,4399.217214345932,,100.0,1655896,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],91.12,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17500,1.0,-101.005035,100,100.0,175,4428.615487337112,,100.0,1665845,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],99.49,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17600,1.0,-101.005035,100,100.0,176,4447.745032787323,,100.0,1675574,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.29,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17700,1.0,-101.005035,100,100.0,177,4470.832190036774,,100.0,1685065,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.91,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17800,1.0,-101.005035,100,100.0,178,4494.477014303207,,100.0,1694604,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],95.39,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,17900,1.0,-101.005035,100,100.0,179,4517.000903606415,,100.0,1704351,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],97.47,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18000,1.0,-101.005035,100,100.0,180,4543.409172534943,,100.0,1713830,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.79,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18100,1.0,-101.005035,100,100.0,181,4559.249639034271,,100.0,1723780,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],99.5,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18200,1.0,-101.005035,100,100.0,182,4573.020936012268,,100.0,1733395,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],96.15,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18300,1.0,-101.005035,100,100.0,183,4596.744784355164,,100.0,1742820,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],94.25,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18400,1.0,-101.005035,100,100.0,184,4617.196758031845,,100.0,1752212,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],93.92,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18500,1.0,-101.005035,100,100.0,185,4634.977427005768,,100.0,1762193,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],99.81,1.0,2.891331195831299,1.0,100.0,-100.0,1.0,1.0
-100.0,0.99,18600,34.69753646850586,-101.005035,100,100.0,186,4664.089293003082,,100.0,1771741,-100.0,-100.0,-5.451707363128662,-11.371843338012695,,[ 0.16  -0.226  0.049 ...  0.067 -0.019  0.072],95.48,0.054517073262135674,2.947049379348755,0.054517073262135674,2.882049083709717,-100.0,0.054517073262135674,1.0
-100.0,0.99,18700,1.0,-101.005035,100,100.0,187,4719.309144496918,,100.0,1781372,-100.0,-100.0,-100.0,-101.00503540039062,,[ 0.16  -0.225  0.049 ...  0.067 -0.003  0.112],96.31,1.0,2.947049379348755,1.0,100.0,-100.0,1.0,1.0
-98.0,0.98,18800,1.0,-51.00504,100,100.0,188,4740.060875892639,14.0,,1790960,,-98.0,-50.0,-51.00503921508789,,[ 0.16  -0.225  0.049 ...  0.067 -0.003  0.112],95.88,1.0,2.947049379348755,1.0,100.0,-100.0,1.0,1.0
-99.0,0.98,18900,1.0,-51.00504,100,100.0,189,4762.632960319519,9.949873924255371,,1800767,,-99.0,-50.0,-51.00503921508789,,[ 0.16  -0.225  0.049 ...  0.067 -0.003  0.112],98.07,1.0,2.947049379348755,1.0,100.0,-100.0,1.0,1.0
-98.0,0.98,19000,1.0,-51.00504,100,100.0,190,4782.0870723724365,14.0,,1810305,,-98.0,-50.0,-51.00503921508789,,[ 0.16  -0.225  0.049 ...  0.067 -0.003  0.112],95.38,1.0,2.947049379348755,1.0,100.0,-100.0,1.0,1.0
