StdIW,EpThisIter,MeanIW,MaxIW,InitialReturnMean,MinIW,InitialBound,ESSRenyi,Weights,EpRewMean,J_sample_variance,MeanEntropy,InitialReturnStd,StdIWNorm,ReturnMeanIW,ReturnStepMax,EmpiricalD2,MaxIWNorm,TimeElapsed,EpisodesSoFar,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMax,InitialReturnMin,MeanIWNorm,MinIWNorm,ESSClassic,EpLenMean,Iteration,Bound
0.874912,100,0.49668553,5.3113546,-94.0,3.869008e-05,-95.005035,0.7208511,[ 0.189 -0.107 -0.138 ... -0.388 -0.099  0.093],-94.0,5431.7153,2.8327198,23.748684,0.008749119,-43.69726,100.0,138.7249,0.053113546,358.76255679130554,1100,114737,,,-100.0,0.004966856,3.8690078e-07,24.37309,99.08,11,-55.53475
3.2725852,100,0.6009913,32.783314,-97.0,0.00023923,-98.005035,1.1258254,[ 0.189 -0.107 -0.138 ... -0.389 -0.108  0.103],-97.0,2517.6343,2.8096385,17.058722,0.032725852,-26.694468,100.0,88.82372,0.32783312,389.3202612400055,1200,125799,,,-100.0,0.0060099126,2.3922998e-06,3.2624905,110.62,12,-36.16658
0.8283043,100,0.48673293,5.564539,-99.0,0.0008335033,-100.005035,1.183478,[ 0.19  -0.109 -0.139 ... -0.388 -0.077  0.048],-99.0,6953.619,2.8174539,9.949874,0.008283042,-48.241463,100.0,84.49671,0.055645388,435.7484028339386,1300,138040,,,-100.0,0.004867329,8.335033e-06,25.66736,122.41,13,-57.47998
0.58294857,100,0.3537092,4.2835445,-97.0,0.00037017823,-98.005035,1.2827458,[ 0.19  -0.11  -0.137 ... -0.387 -0.086  0.065],-97.0,3442.3667,2.892592,17.058722,0.005829485,-35.223038,100.0,77.95776,0.042835444,471.1450114250183,1400,149190,,,-100.0,0.0035370921,3.7017821e-06,26.90893,111.5,14,-44.096886
0.40319273,100,0.22062099,2.3788688,-99.0,0.0003537386,-100.005035,0.99463004,[ 0.192 -0.111 -0.14  ... -0.385 -0.078  0.133],-99.0,1642.1135,2.8133667,9.949874,0.004031927,-22.060995,100.0,100.539894,0.023788687,508.5068004131317,1500,160861,,,-100.0,0.0022062098,3.537386e-06,23.042082,116.71,15,-32.138466
0.5231657,100,0.30033356,3.2297883,-99.0,0.00013038974,-100.005035,0.8107878,[ 0.19  -0.11  -0.138 ... -0.382 -0.168  0.144],-99.0,2770.5503,2.816361,9.949874,0.0052316566,-29.911446,100.0,123.33684,0.032297883,544.7524585723877,1600,172352,,,-100.0,0.0030033356,1.3038974e-06,24.78692,114.91,16,-41.073105
0.73953736,100,0.47895962,4.474188,-99.0,0.0066586123,-100.005035,1.0118512,[ 0.19  -0.111 -0.137 ... -0.38  -0.179  0.158],-99.0,5540.804,2.865181,9.949874,0.007395373,-47.67488,100.0,98.82876,0.044741876,579.9020342826843,1700,182537,,,-100.0,0.0047895964,6.658612e-05,29.550058,101.85,17,-57.66623
0.5469948,100,0.42628098,2.7835505,-99.0,0.0010603529,-100.005035,1.7219423,[ 0.19  -0.11  -0.138 ... -0.379 -0.14   0.167],-99.0,2745.2778,2.8377106,9.949874,0.005469948,-40.505135,100.0,58.073956,0.027835505,617.0366785526276,1800,193689,,,-100.0,0.0042628096,1.0603529e-05,37.785065,111.52,18,-48.164154
0.31635022,100,0.19884327,1.9907961,-99.0,0.0002000115,-100.005035,0.6146882,[ 0.19  -0.109 -0.14  ... -0.385 -0.13   0.13 ],-99.0,994.24066,2.8517835,9.949874,0.003163502,-19.238129,100.0,162.6841,0.01990796,648.1759157180786,1900,205202,,,-100.0,0.0019884326,2.000115e-06,28.319544,115.13,19,-32.05715
0.5656568,100,0.63240236,3.3757863,-99.0,0.0028409495,-100.005035,3.6257403,[ 0.191 -0.109 -0.142 ... -0.392 -0.147  0.161],-99.0,3256.8027,2.8556817,9.949874,0.005656568,-62.228214,100.0,27.580574,0.03375786,684.1375575065613,2000,216729,,,-100.0,0.0063240235,2.8409493e-05,55.553894,115.27,20,-67.50639
0.91834843,100,0.64440244,6.562814,-96.0,0.0029031178,-97.005035,3.5178838,[ 0.191 -0.109 -0.142 ... -0.391 -0.141  0.159],-96.0,4931.395,2.8574753,19.595919,0.009183485,-55.403214,100.0,28.42618,0.06562814,716.366649389267,2100,228078,,,-100.0,0.006444025,2.9031178e-05,32.992886,113.49,21,-60.761696
0.69085044,100,0.6403191,2.9925406,-96.0,0.000106119805,-97.005035,2.838706,[ 0.191 -0.11  -0.14  ... -0.39  -0.147  0.167],-96.0,4156.9224,2.8184047,19.595919,0.0069085048,-58.580162,100.0,35.227318,0.029925406,751.2324161529541,2200,239436,,,-100.0,0.006403191,1.0611981e-06,46.20946,113.58,22,-64.54533
0.5785179,100,0.31342295,3.3082378,-94.0,0.0015217721,-95.005035,1.0139375,[ 0.192 -0.11  -0.14  ... -0.392 -0.177  0.158],-94.0,2512.656,2.8293567,23.748684,0.005785179,-27.813585,100.0,98.62541,0.033082377,783.3678967952728,2300,250076,,,-100.0,0.0031342292,1.5217721e-05,22.691175,106.4,23,-37.794647
0.6889466,100,0.5951484,4.610868,-95.0,0.013825739,-96.005035,5.82019,[ 0.191 -0.11  -0.139 ... -0.392 -0.178  0.17 ],-95.0,4920.4077,2.8261752,21.794495,0.0068894657,-56.321453,100.0,17.18157,0.046108678,818.0604910850525,2400,259901,,,-100.0,0.0059514837,0.00013825738,42.734154,98.25,24,-60.4874
765.2887,100,77.39411,7691.9116,-98.0,3.388033e-05,-99.005035,0.0003668181,[ 0.191 -0.109 -0.14  ... -0.391 -0.171  0.16 ],-98.0,5917302000.0,2.7830198,19.899748,7.6528864,7644.4116,100.0,272614.7,76.91911,849.297523021698,2500,270223,,100.0,-100.0,0.7739411,3.388033e-07,1.0123858,103.22,25,7119.6562
0.8011052,100,0.46210682,5.8161163,-91.0,0.0002509228,-92.005035,2.2880383,[ 0.193 -0.104 -0.146 ... -0.397 -0.203  0.148],-91.0,5519.73,2.7870624,28.618176,0.008011051,-37.26654,100.0,43.705563,0.05816116,888.264769077301,2600,280093,,,-100.0,0.0046210685,2.5092281e-06,24.966639,98.7,26,-43.910866
0.6691693,100,0.45994264,4.7277184,-96.0,0.0002694978,-97.005035,1.2419145,[ 0.193 -0.104 -0.146 ... -0.398 -0.211  0.16 ],-96.0,4518.8506,2.7717018,19.595919,0.0066916933,-43.607933,100.0,80.52084,0.047277182,923.1001033782959,2700,289542,,,-100.0,0.004599426,2.6949779e-06,32.08494,94.49,27,-52.62648
0.45276886,100,0.31998885,2.6126924,-91.0,0.00061701995,-92.005035,1.228783,[ 0.193 -0.106 -0.145 ... -0.397 -0.233  0.167],-91.0,2029.9508,2.7560887,31.92178,0.0045276894,-28.837654,100.0,81.38133,0.026126923,956.4083228111267,2800,298987,,100.0,-100.0,0.0031998889,6.1701994e-06,33.310135,94.45,28,-37.904263
0.8003716,100,0.48664916,5.640559,-95.0,0.008887366,-96.005035,2.0084443,[ 0.192 -0.107 -0.143 ... -0.396 -0.264  0.182],-95.0,6452.8184,2.7744796,21.794495,0.0080037145,-46.147312,100.0,49.78978,0.05640559,992.1847622394562,2900,308326,,,-100.0,0.0048664915,8.887366e-05,26.991274,93.39,29,-53.239048
0.41247705,100,0.22874558,2.3023424,-96.0,0.0001235933,-97.005035,0.44730648,[ 0.192 -0.106 -0.143 ... -0.398 -0.257  0.194],-96.0,1719.607,2.74929,19.595919,0.00412477,-22.257746,100.0,223.56036,0.023023423,1026.6181857585907,3000,317635,,,-100.0,0.0022874558,1.235933e-06,23.520678,93.09,30,-37.285007
0.63351965,100,0.6200941,2.6276717,-97.0,0.000664838,-98.005035,3.5856,[ 0.192 -0.108 -0.142 ... -0.403 -0.323  0.235],-97.0,3669.0742,2.7638898,17.058722,0.0063351966,-58.060715,100.0,27.889336,0.026276717,1065.4682507514954,3100,327407,,,-100.0,0.0062009413,6.64838e-06,48.929176,97.72,31,-63.368355
0.75302434,100,0.74567366,4.559529,-97.0,0.013310077,-98.005035,18.031,[ 0.191 -0.106 -0.143 ... -0.404 -0.338  0.264],-97.0,4358.187,2.768826,17.058722,0.0075302436,-69.41862,100.0,5.546004,0.04559529,1097.6005392074585,3200,336776,,,-100.0,0.0074567366,0.00013310077,49.509544,93.69,32,-71.78548
0.9319736,100,0.43653342,5.736186,-95.0,0.0008105907,-96.005035,1.2327487,[ 0.192 -0.106 -0.143 ... -0.405 -0.312  0.243],-95.0,4651.8706,2.7695315,21.794495,0.009319736,-33.482628,100.0,81.11953,0.05736186,1127.8420231342316,3300,345783,,,-100.0,0.0043653343,8.105907e-06,17.992157,90.07,33,-42.534637
2.7223876,100,0.513497,27.16716,-93.0,0.00037647178,-94.005035,1.1689802,[ 0.192 -0.106 -0.143 ... -0.405 -0.323  0.255],-93.0,2401.8577,2.772518,25.514702,0.02722387,-23.599876,100.0,85.54465,0.2716716,1157.3402936458588,3400,355212,,,-100.0,0.00513497,3.7647178e-06,3.4355266,94.29,34,-32.895508
1.0063717,100,0.5003145,9.103439,-91.0,0.00013612701,-92.005035,1.4627211,[ 0.193 -0.105 -0.143 ... -0.403 -0.371  0.305],-91.0,2759.777,2.7548325,28.618176,0.010063716,-38.77044,100.0,68.36573,0.09103439,1189.9483518600464,3500,364062,,,-100.0,0.005003144,1.36127e-06,19.8175,88.5,35,-47.080452
0.56400263,100,0.30104372,4.0528836,-97.0,0.00015906894,-98.005035,0.7687699,[ 0.192 -0.104 -0.144 ... -0.407 -0.409  0.326],-97.0,3219.7415,2.7451725,17.058722,0.005640026,-29.182009,100.0,130.07793,0.040528834,1221.9136145114899,3600,373055,,,-100.0,0.003010437,1.5906893e-06,22.17311,89.93,36,-40.644638
4.7740507,100,1.0540049,47.892307,-92.0,0.00050620554,-93.005035,1.8327509,[ 0.193 -0.104 -0.145 ... -0.409 -0.436  0.343],-92.0,3951.9543,2.7263725,27.12932,0.0477405,-49.06867,100.0,54.56279,0.47892305,1257.6644458770752,3700,381946,,,-100.0,0.0105400495,5.062055e-06,4.647744,88.91,37,-56.492542
0.8551914,100,0.36360818,7.4276404,-95.0,7.775991e-05,-96.005035,0.6839594,[ 0.193 -0.104 -0.146 ... -0.409 -0.457  0.345],-95.0,2317.9436,2.7063074,21.794495,0.008551913,-28.51811,100.0,146.2075,0.0742764,1289.4084146022797,3800,391278,,,-100.0,0.0036360815,7.775991e-07,15.30993,93.32,38,-40.670654
0.5592062,100,0.28127423,3.4950783,-96.0,0.00010793208,-97.005035,0.6345249,[ 0.192 -0.104 -0.145 ... -0.413 -0.464  0.332],-96.0,2739.9805,2.6872618,19.595919,0.0055920617,-25.40525,100.0,157.59824,0.03495078,1321.038682460785,3900,400104,,,-100.0,0.0028127423,1.0793208e-06,20.191374,88.26,39,-38.02231
2.3943264,100,0.48563355,23.689985,-87.0,9.7420576e-05,-88.005035,0.5921837,[ 0.192 -0.103 -0.146 ... -0.414 -0.48   0.329],-87.0,2995.6516,2.6826844,33.630344,0.023943264,-24.400364,100.0,168.86652,0.23689985,1356.5083887577057,4000,408413,,,-100.0,0.004856335,9.742057e-07,3.9513187,83.09,40,-37.460693
0.64546824,100,0.423195,3.294189,-94.0,0.0005607194,-95.005035,1.081309,[ 0.192 -0.103 -0.146 ... -0.415 -0.501  0.346],-94.0,4102.4116,2.6618803,23.748684,0.0064546815,-38.644314,100.0,92.48051,0.03294189,1388.9562668800354,4100,416932,,,-100.0,0.0042319503,5.607194e-06,30.063292,85.19,41,-48.30944
0.55384755,100,0.32838643,2.98181,-93.0,0.00046098608,-94.005035,0.8067083,[ 0.192 -0.103 -0.147 ... -0.41  -0.517  0.341],-93.0,2716.9841,2.6477,25.514702,0.0055384752,-29.25513,100.0,123.96055,0.0298181,1424.1523406505585,4200,426236,,,-100.0,0.0032838644,4.6098608e-06,26.011005,93.04,42,-40.444977
0.63338804,100,0.44771537,4.3493223,-95.0,0.0011324289,-96.005035,5.958778,[ 0.192 -0.102 -0.147 ... -0.411 -0.52   0.33 ],-95.0,3980.352,2.5927858,21.794495,0.0063338797,-42.32269,100.0,16.781965,0.043493222,1459.0097966194153,4300,435435,,,-100.0,0.0044771535,1.1324289e-05,33.3177,91.99,43,-46.439907
0.5074408,100,0.2757228,3.0666878,-98.0,0.00046452475,-99.005035,0.70712435,[ 0.192 -0.102 -0.148 ... -0.41  -0.555  0.31 ],-98.0,2609.8235,2.5968685,14.0,0.005074408,-27.108719,100.0,141.41785,0.030666878,1492.6122994422913,4400,443962,,,-100.0,0.0027572282,4.6452474e-06,22.794207,85.27,44,-39.06055
1.9605906,100,0.46092594,19.590513,-96.0,0.0029675155,-97.005035,1.0773726,[ 0.193 -0.101 -0.149 ... -0.409 -0.557  0.316],-96.0,1506.4575,2.630631,19.595919,0.019605909,-26.285963,100.0,92.818405,0.19590513,1523.8641362190247,4500,452672,,,-100.0,0.0046092593,2.9675155e-05,5.2375097,87.1,45,-35.968727
1.0115415,100,0.41557738,8.94792,-92.0,0.0003199682,-93.005035,0.69605553,[ 0.194 -0.103 -0.149 ... -0.406 -0.557  0.35 ],-92.0,2444.1787,2.6316032,27.12932,0.010115415,-27.869816,100.0,143.6667,0.08947919,1557.11234664917,4600,461096,,,-100.0,0.0041557737,3.199682e-06,14.441139,84.24,46,-39.916306
0.46919885,100,0.21394153,2.926301,-95.0,0.0002338831,-96.005035,0.71990526,[ 0.194 -0.102 -0.149 ... -0.406 -0.561  0.354],-95.0,2233.97,2.61157,21.794495,0.0046919887,-20.964565,100.0,138.90717,0.02926301,1585.1863222122192,4700,469581,,,-100.0,0.0021394154,2.3388309e-06,17.212408,84.85,47,-32.80983
0.5596323,100,0.30202216,3.9900336,-90.0,8.306942e-05,-91.005035,0.8790047,[ 0.193 -0.102 -0.149 ... -0.406 -0.56   0.334],-90.0,1806.5876,2.602781,30.0,0.005596323,-25.59783,100.0,113.76503,0.039900336,1615.7256996631622,4800,477421,,,-100.0,0.0030202218,8.3069415e-07,22.555914,78.4,48,-36.317635
1.9446621,100,0.40530488,19.019634,-95.0,0.00074513094,-96.005035,0.41384345,[ 0.193 -0.102 -0.149 ... -0.405 -0.574  0.339],-95.0,2761.166,2.5519612,21.794495,0.019446617,-20.317215,100.0,241.63727,0.19019634,1647.8945927619934,4900,485809,,,-100.0,0.004053049,7.451309e-06,4.16302,83.88,49,-35.940212
0.9217282,100,0.51421773,6.6755896,-91.0,0.00045018754,-92.005035,1.3602098,[ 0.193 -0.102 -0.149 ... -0.405 -0.619  0.333],-91.0,8718.456,2.563527,28.618176,0.009217282,-47.291718,100.0,73.51807,0.06675589,1679.947139263153,5000,493650,,,-100.0,0.0051421775,4.501875e-06,23.736017,78.41,50,-55.90918
0.6951785,100,0.36638325,5.125557,-95.0,0.0002478628,-96.005035,0.976995,[ 0.193 -0.102 -0.149 ... -0.405 -0.629  0.355],-95.0,4846.315,2.555429,21.794495,0.0069517847,-34.221645,100.0,102.35467,0.05125557,1709.7563755512238,5100,502188,,,-100.0,0.0036638323,2.478628e-06,21.738388,85.38,51,-44.389664
0.58563477,100,0.5254085,2.8069365,-93.0,0.0011764363,-94.005035,2.850247,[ 0.193 -0.101 -0.15  ... -0.405 -0.627  0.345],-93.0,3475.3936,2.5773463,25.514702,0.0058563473,-48.5483,100.0,35.08468,0.028069364,1734.9933710098267,5200,510249,,,-100.0,0.0052540856,1.1764363e-05,44.595184,80.61,52,-54.501373
0.76358575,100,0.455139,3.7406118,-92.0,0.0007884812,-93.005035,0.8312593,[ 0.193 -0.1   -0.15  ... -0.407 -0.624  0.363],-92.0,5626.1567,2.5910182,27.12932,0.0076358574,-39.66527,100.0,120.29941,0.037406117,1764.3244466781616,5300,518192,,,-100.0,0.00455139,7.884812e-06,26.214584,79.43,53,-50.688637
1.4385765,100,0.60800916,13.959349,-92.0,0.0001504751,-93.005035,2.0532918,[ 0.193 -0.1   -0.151 ... -0.405 -0.619  0.372],-92.0,2705.435,2.5705469,27.12932,0.014385765,-42.38808,100.0,48.702282,0.13959348,1800.6160860061646,5400,527262,,,-100.0,0.0060800924,1.5047509e-06,15.155728,90.7,54,-49.40194
0.78840995,100,0.37502497,6.0865355,-91.0,0.0006658561,-92.005035,1.0584464,[ 0.193 -0.099 -0.151 ... -0.406 -0.632  0.365],-91.0,2986.524,2.5703127,28.618176,0.0078841,-30.925226,100.0,94.478096,0.060865354,1829.596298456192,5500,535110,,,-100.0,0.0037502504,6.6585612e-06,18.451519,78.48,55,-40.694176
1.3818417,100,0.60523677,13.284652,-89.0,0.0016508963,-90.005035,2.3996217,[ 0.193 -0.099 -0.151 ... -0.406 -0.635  0.367],-89.0,3036.4028,2.557368,31.288975,0.013818418,-44.827763,100.0,41.673233,0.13284652,1857.817479133606,5600,544000,,,-100.0,0.006052367,1.6508962e-05,16.09596,88.9,56,-51.315765
0.64863116,100,0.52915144,3.818029,-93.0,0.0036351306,-94.005035,1.2988445,[ 0.193 -0.1   -0.15  ... -0.406 -0.649  0.369],-93.0,3780.1458,2.5651956,25.514702,0.006486311,-45.02925,100.0,76.991516,0.038180288,1889.5803582668304,5700,553305,,,-100.0,0.0052915146,3.6351306e-05,39.958874,93.05,57,-53.847935
4730.9663,100,477.18445,47549.496,-93.0,9.143816e-07,-94.005035,0.0015253845,[ 0.193 -0.1   -0.15  ... -0.406 -0.65   0.377],-93.0,226113680000.0,2.5058722,29.171904,47.309666,47380.953,100.0,65557.24,475.49496,1921.6407361030579,5800,563449,,100.0,-100.0,4.771845,9.1438155e-09,1.0071098,101.44,58,47123.62
0.75660694,100,0.44533443,4.913686,-96.0,0.0022840672,-97.005035,1.4949055,[ 0.193 -0.1   -0.151 ... -0.41  -0.661  0.33 ],-96.0,5818.854,2.5407677,19.595919,0.0075660693,-43.460186,100.0,66.89386,0.04913686,1950.612206697464,5900,571771,,,-100.0,0.0044533447,2.2840672e-05,25.730238,83.22,59,-51.680256
1.0014861,100,0.8297216,7.417456,-94.0,0.0029957127,-95.005035,5.425524,[ 0.193 -0.1   -0.151 ... -0.412 -0.623  0.326],-94.0,9213.917,2.5381486,23.748684,0.01001486,-72.30399,100.0,18.431398,0.07417456,1984.3642344474792,6000,580755,,,-100.0,0.008297216,2.9957126e-05,40.70196,89.84,60,-76.618805
0.58577883,100,0.7467851,2.5994325,-93.0,0.0031461143,-94.005035,10.004825,[ 0.193 -0.101 -0.15  ... -0.41  -0.61   0.311],-93.0,3653.1575,2.5090408,25.514702,0.0058577885,-69.84263,100.0,9.995177,0.025994323,2017.2327952384949,6100,589271,,,-100.0,0.007467851,3.1461142e-05,61.908596,85.16,61,-73.02007
0.8700135,100,0.5792192,5.2241216,-97.0,0.0010364869,-98.005035,1.2684002,[ 0.193 -0.101 -0.15  ... -0.411 -0.615  0.286],-97.0,7713.8667,2.5065806,17.058722,0.008700134,-56.684288,100.0,78.83947,0.052241214,2048.956221103668,6200,598411,,,-100.0,0.005792192,1.0364869e-05,30.711208,91.4,62,-65.60818
0.860417,100,0.38800308,4.830315,-93.0,9.5989e-05,-94.005035,1.0269679,[ 0.193 -0.1   -0.15  ... -0.41  -0.617  0.285],-93.0,6969.169,2.5029898,25.514702,0.00860417,-35.555725,100.0,97.37403,0.04830315,2081.5642445087433,6300,606999,,,-100.0,0.0038800312,9.5989e-07,16.898922,85.88,63,-45.473267
1.2992483,100,0.7190353,9.280419,-93.0,0.001180342,-94.005035,4.6872816,[ 0.192 -0.1   -0.15  ... -0.412 -0.603  0.268],-93.0,11921.332,2.4919465,25.514702,0.012992483,-62.005302,100.0,21.334328,0.09280419,2113.3404121398926,6400,615317,,,-100.0,0.0071903532,1.180342e-05,23.44663,83.18,64,-66.647484
0.5192684,100,0.29998314,2.8758874,-92.0,7.131338e-05,-93.005035,0.844969,[ 0.192 -0.1   -0.15  ... -0.413 -0.618  0.272],-92.0,2649.677,2.5037136,27.12932,0.0051926835,-27.768185,100.0,118.34754,0.028758874,2142.994598865509,6500,623406,,,-100.0,0.0029998315,7.131338e-07,25.022942,80.89,65,-38.701756
0.7785569,100,0.31741568,6.724554,-90.0,0.00017023327,-91.005035,0.803155,[ 0.192 -0.1   -0.151 ... -0.407 -0.603  0.269],-90.0,6171.8726,2.504884,30.0,0.0077855685,-30.267838,100.0,124.508965,0.067245536,2174.5065047740936,6600,631500,,,-100.0,0.0031741569,1.7023326e-06,14.252682,80.94,66,-41.48241
0.7525443,100,0.568637,4.4417305,-94.0,0.00027558635,-95.005035,3.5832005,[ 0.192 -0.099 -0.151 ... -0.408 -0.604  0.271],-94.0,5858.754,2.4631503,23.748684,0.007525443,-54.317642,100.0,27.908012,0.044417303,2202.5237143039703,6700,640107,,,-100.0,0.00568637,2.7558635e-06,36.344673,86.07,67,-59.62706
0.63580203,100,0.4914528,3.3409505,-94.0,0.001408576,-95.005035,1.869844,[ 0.193 -0.1   -0.151 ... -0.413 -0.619  0.245],-94.0,3876.057,2.4092305,23.748684,0.00635802,-46.106537,100.0,53.4804,0.033409502,2230.4902472496033,6800,648264,,,-100.0,0.004914528,1.408576e-05,37.40122,81.57,68,-53.45641
1.9702083,100,0.6155982,18.429768,-97.0,0.0015253137,-98.005035,1.7962902,[ 0.193 -0.1   -0.151 ... -0.418 -0.658  0.229],-97.0,6469.147,2.419922,17.058722,0.019702082,-40.67622,100.0,55.67029,0.18429767,2263.3522398471832,6900,655639,,,-100.0,0.006155981,1.5253137e-05,8.894377,73.75,69,-48.17506
1.2455813,100,0.712734,7.2182846,-93.0,0.0010930506,-94.005035,5.748451,[ 0.192 -0.099 -0.15  ... -0.418 -0.629  0.211],-93.0,11571.451,2.4472613,25.514702,0.012455812,-60.39901,100.0,17.39599,0.07218284,2295.6139051914215,7000,663652,,,-100.0,0.007127339,1.0930506e-05,24.66613,80.13,70,-64.59087
0.5708951,100,0.2787796,3.9514008,-92.0,0.0005950236,-93.005035,1.1387755,[ 0.192 -0.098 -0.15  ... -0.417 -0.61   0.219],-92.0,3311.6895,2.437747,27.12932,0.00570895,-26.756971,100.0,87.81362,0.039514005,2322.4207260608673,7100,671370,,,-100.0,0.0027877956,5.9502363e-06,19.25434,77.18,71,-36.17507
0.50504965,100,0.28284395,3.19496,-97.0,0.0007745975,-98.005035,0.57596046,[ 0.192 -0.098 -0.15  ... -0.419 -0.609  0.209],-97.0,2521.673,2.4362607,17.058722,0.005050496,-26.849575,100.0,173.62303,0.031949602,2356.132451057434,7200,678586,,,-100.0,0.0028284392,7.745975e-06,23.875395,72.16,72,-40.092564
0.4963924,100,0.23022123,3.3608294,-91.0,0.00023539555,-92.005035,0.8780867,[ 0.192 -0.098 -0.15  ... -0.418 -0.61   0.208],-91.0,2181.9265,2.4216726,28.618176,0.0049639237,-20.072964,100.0,113.88397,0.03360829,2386.4130465984344,7300,686883,,,-100.0,0.0023022124,2.3539556e-06,17.702251,82.97,73,-30.798368
0.7713688,100,0.32916772,6.7063,-95.0,0.00077586545,-96.005035,0.879822,[ 0.192 -0.098 -0.15  ... -0.417 -0.623  0.207],-95.0,6033.4604,2.4182208,21.794495,0.0077136885,-31.478138,100.0,113.659355,0.067063,2416.340795993805,7400,694069,,,-100.0,0.0032916775,7.758655e-06,15.4047985,71.86,74,-42.19296
0.44101688,100,0.28531405,2.9502726,-96.0,0.0011893966,-97.005035,1.5163941,[ 0.192 -0.097 -0.15  ... -0.415 -0.616  0.197],-96.0,1988.6622,2.3994007,19.595919,0.004410169,-27.634094,100.0,65.945915,0.029502725,2450.5884006023407,7500,702620,,,-100.0,0.002853141,1.1893966e-05,29.50493,85.51,75,-35.795715
