EpRewMean,ESSClassic,InitialBound,MaxIWNorm,MinIW,EpisodesSoFar,MeanIW,Bound,ESSRenyi,InitialReturnMin,ReturnStepMaxmin,ReturnStepMax,StdIWNorm,Iteration,TimestepsSoFar,InitialReturnMax,EpThisIter,Weights,MeanIWNorm,MaxIW,EpLenMean,InitialReturnMean,StdIW,MeanEntropy,MinIWNorm,J_sample_variance,ReturnMeanIW,InitialReturnStd,EmpiricalD2,TimeElapsed
-89.0,26.384176,-90.005035,0.032219566,0.0001748819,23100,0.34645173,-41.683502,0.66073155,-100.0,,100.0,0.00578704,231,2226392,,100,[-0.156  0.18   0.204 ...  0.11  -0.266 -0.758],0.0034645172,3.2219567,102.8,-89.0,0.578704,1.818442,1.748819e-06,2604.9653,-29.319193,31.288975,151.3474,7729.838487148285
-84.0,16.347757,-85.005035,0.099270724,0.0003406817,23200,0.61106277,-48.342834,0.9762016,-100.0,,100.0,0.013822783,232,2236023,,100,[-0.156  0.18   0.204 ...  0.11  -0.266 -0.754],0.0061106263,9.927073,96.31,-84.0,1.3822782,1.8320258,3.4068169e-06,4509.4004,-38.170685,36.660606,102.43786,7760.067158699036
-89.0,27.12257,-90.005035,0.024686484,0.0004686237,23300,0.31039074,-40.766277,0.61090064,-100.0,,100.0,0.0050879153,233,2245549,,100,[-0.156  0.18   0.204 ...  0.111 -0.255 -0.751],0.0031039077,2.4686484,95.26,-89.0,0.5087915,1.837873,4.686237e-06,2577.318,-27.907576,31.288975,163.69273,7794.756844997406
-95.0,19.491158,-96.005035,0.051675063,0.0022002873,23400,0.3923101,-44.023994,1.0689869,-100.0,,100.0,0.007973197,234,2255060,,100,[-0.156  0.18   0.204 ...  0.115 -0.257 -0.743],0.003923101,5.167506,95.11,-95.0,0.79731965,1.8479973,2.2002872e-05,5781.2764,-34.30332,21.794495,93.54652,7824.864351987839
-87.0,21.94649,-88.005035,0.036630202,0.00011652424,23500,0.32346928,-40.88412,0.6479579,-100.0,,100.0,0.0061002364,235,2265048,,100,[-0.156  0.181  0.204 ...  0.113 -0.249 -0.741],0.0032346928,3.6630201,99.88,-87.0,0.6100237,1.8333554,1.1652425e-06,3581.4907,-28.398533,33.630344,154.33101,7857.878882408142
-94.0,22.377966,-95.005035,0.03755672,3.272958e-05,23600,0.29430795,-35.507797,0.6574981,-100.0,,100.0,0.005481308,236,2274932,,100,[-0.156  0.181  0.204 ...  0.116 -0.255 -0.749],0.0029430795,3.755672,98.84,-94.0,0.54813075,1.8231598,3.2729577e-07,1583.6962,-23.113121,23.748684,152.09169,7890.207537651062
-90.0,23.881588,-91.005035,0.043773793,0.0002219113,23700,0.44419152,-45.683315,2.1436553,-100.0,,100.0,0.0079301875,237,2284528,,100,[-0.156  0.181  0.203 ...  0.114 -0.242 -0.773],0.004441915,4.3773794,95.96,-90.0,0.79301876,1.8376242,2.219113e-06,4858.61,-38.81888,30.0,46.649292,7926.4785850048065
-91.0,13.579146,-92.005035,0.05022046,4.5136498e-05,23800,0.24455482,-34.54125,0.7387019,-100.0,,100.0,0.0061694896,238,2293795,,100,[-0.156  0.181  0.203 ...  0.119 -0.233 -0.767],0.002445548,5.022046,92.67,-91.0,0.61694896,1.8415352,4.5136497e-07,3813.6619,-22.84766,28.618176,135.3726,7961.3835706710815
-88.0,22.975233,-89.005035,0.030390538,0.00047815253,23900,0.2351301,-32.3356,0.6301422,-100.0,,100.0,0.004305201,239,2303276,100.0,100,[-0.156  0.181  0.204 ...  0.121 -0.221 -0.776],0.0023513008,3.039054,94.81,-88.0,0.43052012,1.8506074,4.781525e-06,1087.9675,-19.674747,35.44009,158.69434,7992.461305618286
-89.0,18.321062,-90.005035,0.049925838,0.00028759966,24000,0.41402707,-44.19069,0.41397923,-100.0,,100.0,0.0087419525,240,2312383,,100,[-0.156  0.181  0.204 ...  0.119 -0.224 -0.763],0.0041402704,4.9925838,91.07,-89.0,0.8741952,1.8203827,2.8759964e-06,3472.5303,-28.570253,31.288975,241.55801,8025.231128454208
-95.0,30.164747,-96.005035,0.019595785,2.8165434e-05,24100,0.22245164,-33.718273,0.6490506,-100.0,,100.0,0.0033847229,241,2321632,,100,[-0.156  0.181  0.204 ...  0.121 -0.242 -0.775],0.0022245166,1.9595786,92.49,-95.0,0.33847228,1.824289,2.8165434e-07,1154.9517,-21.243198,21.794495,154.0712,8059.17081451416
-94.0,32.649117,-95.005035,0.021966482,0.00031671795,24200,0.30858988,-38.639587,0.7688629,-100.0,,100.0,0.0044321823,242,2331056,,100,[-0.157  0.181  0.203 ...  0.119 -0.248 -0.765],0.0030858987,2.1966481,94.24,-94.0,0.44321823,1.8128309,3.1671796e-06,1761.0664,-27.17765,23.748684,130.0622,8087.011795282364
-86.0,17.269388,-87.005035,0.04698317,0.00016462323,24300,0.32861406,-42.301975,0.69653445,-100.0,,100.0,0.007192515,243,2340594,,100,[-0.157  0.181  0.203 ...  0.123 -0.252 -0.773],0.0032861403,4.698317,95.38,-86.0,0.7192515,1.7932585,1.6462322e-06,4949.9707,-30.25963,34.698704,143.56792,8112.188364267349
-96.0,14.467715,-97.005035,0.061234754,0.00037396676,24400,0.34833115,-42.499996,0.5223348,-100.0,,100.0,0.008469492,244,2350062,,100,[-0.157  0.181  0.203 ...  0.127 -0.244 -0.801],0.0034833115,6.1234756,94.68,-96.0,0.8469492,1.7743282,3.7396676e-06,3857.219,-28.593815,19.595919,191.44809,8143.372724056244
-96.0,23.556408,-97.005035,0.026222888,0.00011305038,24500,0.23518173,-31.961483,0.7224509,-100.0,,100.0,0.004236621,245,2359335,,100,[-0.156  0.181  0.204 ...  0.123 -0.259 -0.805],0.0023518172,2.622289,92.73,-96.0,0.4236621,1.7546046,1.1305037e-06,1220.1492,-20.137108,19.595919,138.41771,8171.984725475311
-87.0,10.461726,-88.005035,0.10100874,0.0004665593,24600,0.3731438,-33.974434,0.6227188,-100.0,,100.0,0.010916388,246,2369431,,100,[-0.156  0.181  0.203 ...  0.126 -0.267 -0.816],0.003731439,10.100875,100.96,-87.0,1.0916388,1.7490923,4.6655928e-06,1657.6722,-21.238337,33.630344,160.58612,8206.68831729889
-92.0,27.734484,-93.005035,0.04138916,0.00035357266,24700,0.44598973,-45.73462,1.5083373,-100.0,,100.0,0.0071991356,247,2379700,,100,[-0.156  0.181  0.203 ...  0.123 -0.276 -0.813],0.0044598966,4.138916,102.69,-92.0,0.7199136,1.7516737,3.5357266e-06,4251.023,-37.55123,27.12932,66.29817,8241.69302892685
-90.0,2.3072894,-91.005035,0.55250114,0.0002219094,24800,0.8454087,-38.562527,0.812517,-100.0,,100.0,0.055010647,248,2389719,,100,[-0.156  0.181  0.203 ...  0.121 -0.255 -0.831],0.008454087,55.250114,100.19,-90.0,5.501065,1.7366908,2.219094e-06,3687.5686,-27.41275,30.0,123.07435,8275.80869936943
-87.0,18.096334,-88.005035,0.057061944,0.00021593859,24900,0.29697728,-31.069813,1.1563519,-100.0,,100.0,0.0063179997,249,2399465,,100,[-0.156  0.181  0.203 ...  0.118 -0.268 -0.833],0.002969773,5.7061944,97.46,-87.0,0.6318,1.7216088,2.1593858e-06,1065.217,-21.723562,33.630344,86.47886,8310.69117975235
-91.0,18.739805,-92.005035,0.050085414,0.0011043521,25000,0.3600708,-42.349598,0.6294135,-100.0,,100.0,0.00749798,250,2409806,,100,[-0.156  0.18   0.203 ...  0.119 -0.273 -0.844],0.003600708,5.0085416,103.41,-91.0,0.74979806,1.7148216,1.104352e-05,4158.287,-29.681412,28.618176,158.87807,8343.306756019592
-92.0,5.064359,-93.005035,0.23010328,0.00059991237,25100,0.53276175,-39.513245,1.0942088,-100.0,,100.0,0.023066698,251,2420149,,100,[-0.157  0.18   0.204 ...  0.121 -0.274 -0.849],0.005327617,23.010328,103.43,-92.0,2.3066697,1.7190992,5.9991235e-06,2223.4302,-29.90526,27.12932,91.390236,8375.499325037003
-89.0,28.646648,-90.005035,0.017593307,0.00017394827,25200,0.27386236,-38.578934,0.7072881,-100.0,,100.0,0.0043221773,252,2430594,100.0,100,[-0.156  0.18   0.203 ...  0.119 -0.271 -0.848],0.0027386234,1.7593309,104.45,-89.0,0.43221775,1.7135695,1.7394826e-06,1917.4268,-26.628483,34.33657,141.3851,8412.314645290375
-95.0,17.296465,-96.005035,0.036339104,0.0003970518,25300,0.3066294,-40.890594,0.7514173,-100.0,,100.0,0.0067049745,253,2441245,,100,[-0.157  0.18   0.203 ...  0.122 -0.27  -0.855],0.003066294,3.6339104,106.51,-95.0,0.6704975,1.7126056,3.970518e-06,4458.1357,-29.29637,21.794495,133.08185,8444.526838302612
-92.0,26.796692,-93.005035,0.03428678,0.0012328388,25400,0.33626884,-35.250603,1.0127957,-100.0,,100.0,0.005557908,254,2451401,100.0,100,[-0.157  0.18   0.204 ...  0.124 -0.271 -0.855],0.0033626885,3.428678,101.56,-92.0,0.5557908,1.702767,1.2328388e-05,3509.2424,-25.263914,30.594116,98.7366,8478.2069003582
-86.0,23.993366,-87.005035,0.04245169,0.0005220897,25500,0.30983534,-34.784016,1.4310418,-100.0,,100.0,0.0055145635,255,2461066,,100,[-0.156  0.181  0.203 ...  0.12  -0.274 -0.861],0.0030983535,4.245169,96.65,-86.0,0.55145633,1.68908,5.220897e-06,2942.6323,-26.382526,34.698704,69.87916,8511.790571212769
-89.0,7.52439,-90.005035,0.13154873,0.0007576844,25600,0.38683984,-33.831123,0.96024644,-100.0,,100.0,0.013561542,256,2471249,,100,[-0.156  0.181  0.203 ...  0.12  -0.271 -0.878],0.0038683983,13.154873,101.83,-89.0,1.3561544,1.6836841,7.576844e-06,1929.7404,-23.574814,31.288975,104.13993,8545.770718812943
-84.0,17.836819,-85.005035,0.062010054,0.0004925856,25700,0.3730301,-30.082886,1.0913374,-100.0,,100.0,0.008006152,257,2481320,100.0,100,[-0.157  0.18   0.204 ...  0.121 -0.262 -0.892],0.003730301,6.2010055,100.71,-84.0,0.80061513,1.6874063,4.9258556e-06,3136.7168,-20.46227,39.293766,91.63069,8578.236346960068
-93.0,13.599393,-94.005035,0.1027797,0.00027618677,25800,0.45769852,-45.646652,0.84639496,-100.0,,100.0,0.011536608,258,2491400,,100,[-0.157  0.181  0.203 ...  0.122 -0.261 -0.89 ],0.0045769853,10.27797,100.8,-93.0,1.1536608,1.6787095,2.7618676e-06,3644.1292,-34.722294,25.514702,118.148155,8614.126964092255
-92.0,19.959938,-93.005035,0.088637024,0.00056474033,25900,0.5588803,-54.548916,0.6485979,-100.0,,100.0,0.011191619,259,2501096,,100,[-0.157  0.181  0.204 ...  0.119 -0.267 -0.893],0.0055888025,8.863703,96.96,-92.0,1.119162,1.6714925,5.647403e-06,5410.6094,-42.06949,27.12932,154.17873,8648.079740524292
-88.0,31.476408,-89.005035,0.021057693,0.0005789656,26000,0.25671098,-30.630474,1.0581943,-100.0,,100.0,0.003787668,260,2511222,100.0,100,[-0.156  0.181  0.204 ...  0.118 -0.268 -0.898],0.0025671101,2.1057694,101.26,-88.0,0.3787668,1.6744419,5.789656e-06,1446.2872,-20.86036,35.44009,94.5006,8678.2667593956
-87.0,28.789059,-88.005035,0.019023018,4.3008476e-05,26100,0.2611661,-37.173725,0.594743,-100.0,,100.0,0.004107489,261,2520832,,100,[-0.156  0.181  0.204 ...  0.116 -0.263 -0.901],0.0026116609,1.9023018,96.1,-87.0,0.41074887,1.6558876,4.3008475e-07,1731.3961,-24.141525,33.630344,168.13985,8712.046958208084
-91.0,33.98238,-92.005035,0.032121204,0.00024146387,26200,0.37773955,-39.621933,2.0829377,-100.0,,100.0,0.0052649654,262,2530224,,100,[-0.156  0.181  0.204 ...  0.117 -0.274 -0.908],0.0037773955,3.2121203,93.92,-91.0,0.5264965,1.6373056,2.4146386e-06,2510.6636,-32.658165,28.618176,48.009117,8743.430649518967
-94.0,17.141119,-95.005035,0.050108306,0.0004764726,26300,0.36645168,-42.001255,0.7236352,-100.0,,100.0,0.008056876,263,2539876,100.0,100,[-0.156  0.181  0.204 ...  0.119 -0.287 -0.913],0.003664517,5.010831,96.52,-94.0,0.8056876,1.6334019,4.764726e-06,4268.937,-30.186558,27.64055,138.19118,8780.946619272232
-89.0,37.114845,-90.005035,0.017353773,0.00046951725,26400,0.30642104,-36.342422,1.52661,-100.0,,100.0,0.003988584,264,2549421,,100,[-0.155  0.181  0.204 ...  0.114 -0.281 -0.923],0.00306421,1.7353773,95.45,-89.0,0.3988584,1.5892684,4.6951723e-06,1651.5005,-28.208157,31.288975,65.504616,8813.279435157776
-90.0,23.479513,-91.005035,0.03205999,0.00014864132,26500,0.3024703,-39.64724,0.674432,-100.0,,100.0,0.005460432,265,2559035,,100,[-0.156  0.18   0.205 ...  0.114 -0.295 -0.954],0.0030247027,3.205999,96.14,-90.0,0.5460432,1.5826806,1.4864132e-06,2846.3792,-27.409157,30.0,148.27292,8850.356281042099
-88.0,29.595968,-89.005035,0.019893117,5.5310255e-05,26600,0.23605706,-32.290455,0.7272676,-100.0,,100.0,0.0036408214,266,2568962,,100,[-0.156  0.18   0.205 ...  0.118 -0.298 -0.957],0.0023605705,1.9893117,99.27,-88.0,0.36408216,1.5803878,5.5310255e-07,1232.3038,-20.5053,32.496155,137.50096,8883.180683374405
-92.0,18.665724,-93.005035,0.041132674,0.00011273041,26700,0.34089485,-43.98313,0.719061,-100.0,,100.0,0.0071159815,267,2578703,,100,[-0.156  0.18   0.205 ...  0.121 -0.29  -0.967],0.0034089482,4.1132674,97.41,-92.0,0.71159816,1.5683645,1.1273041e-06,5104.5693,-32.130917,27.12932,139.07025,8913.898589611053
-91.0,17.876863,-92.005035,0.04603015,0.0001415802,26800,0.37297973,-46.16674,0.75220704,-100.0,,100.0,0.00799415,268,2588488,,100,[-0.156  0.18   0.205 ...  0.121 -0.288 -0.981],0.0037297977,4.603015,97.85,-91.0,0.7994151,1.5699877,1.4158019e-06,6110.7246,-34.5786,28.618176,132.94212,8946.80816936493
-90.0,39.4817,-91.005035,0.017516999,0.00042496284,26900,0.31539568,-37.263424,1.103636,-100.0,,100.0,0.0039048211,269,2598704,,100,[-0.155  0.18   0.205 ...  0.121 -0.285 -0.983],0.0031539565,1.7516999,102.16,-90.0,0.39048213,1.584085,4.249628e-06,1382.0033,-27.696562,30.0,90.60958,8982.165513515472
-93.0,20.364027,-94.005035,0.040326785,0.0007533444,27000,0.3043502,-41.653584,0.6877981,-100.0,,100.0,0.006018612,270,2608649,,100,[-0.155  0.18   0.205 ...  0.123 -0.269 -0.985],0.0030435016,4.0326786,99.45,-93.0,0.60186124,1.5782024,7.5334437e-06,3683.9536,-29.534998,25.514702,145.39151,9014.558947563171
-92.0,19.594582,-93.005035,0.058101323,0.00011828442,27100,0.37396598,-40.782585,1.2578491,-100.0,,100.0,0.0075754207,271,2618567,100.0,100,[-0.155  0.18   0.205 ...  0.125 -0.271 -0.989],0.0037396594,5.8101325,99.18,-92.0,0.75754213,1.5460006,1.1828441e-06,4873.961,-31.821344,30.594116,79.50079,9046.0984313488
-94.0,17.094217,-95.005035,0.054915484,0.00019617661,27200,0.28971282,-30.750204,1.0144364,-100.0,,100.0,0.0063802185,272,2628344,,100,[-0.155  0.18   0.205 ...  0.128 -0.271 -1.021],0.0028971285,5.4915485,97.77,-94.0,0.6380218,1.5238574,1.961766e-06,1202.2778,-20.771595,23.748684,98.576904,9081.482700109482
-88.0,17.05656,-89.005035,0.0397494,6.21644e-05,27300,0.32439452,-40.507523,0.5675329,-100.0,,100.0,0.007153504,273,2638304,,100,[-0.155  0.18   0.205 ...  0.124 -0.245 -1.069],0.0032439455,3.97494,99.6,-88.0,0.7153504,1.5248077,6.21644e-07,4625.942,-27.166569,32.496155,176.20123,9113.822880983353
-95.0,20.387304,-96.005035,0.02777799,0.00020657637,27400,0.2598403,-35.617764,0.6522512,-100.0,,100.0,0.0051347315,274,2648058,,100,[-0.155  0.18   0.205 ...  0.122 -0.242 -1.072],0.0025984028,2.7777991,97.54,-95.0,0.51347315,1.5225451,2.0657637e-06,2087.9626,-23.173334,21.794495,153.31517,9145.707694530487
-92.0,20.227009,-93.005035,0.044151545,8.3766936e-05,27500,0.35321113,-50.44727,0.4019256,-100.0,,100.0,0.007014496,275,2657915,,100,[-0.155  0.18   0.205 ...  0.123 -0.238 -1.077],0.0035321116,4.4151545,98.57,-92.0,0.7014496,1.5230961,8.3766935e-07,5005.0654,-34.594337,27.12932,248.80226,9175.966706991196
-89.0,5.589894,-90.005035,0.19534317,0.0006010036,27600,0.48829243,-37.76573,0.96013963,-100.0,,100.0,0.02006723,276,2667674,,100,[-0.155  0.18   0.205 ...  0.125 -0.233 -1.082],0.0048829243,19.534317,97.59,-89.0,2.0067232,1.5243104,6.0100356e-06,3689.1592,-27.508856,31.288975,104.15152,9209.16292309761
-91.0,20.988564,-92.005035,0.053259972,0.000116858435,27700,0.5099034,-51.91194,1.0760661,-100.0,,100.0,0.0098933065,277,2677232,100.0,100,[-0.155  0.18   0.205 ...  0.126 -0.236 -1.078],0.005099034,5.3259974,95.58,-91.0,0.9893307,1.5218801,1.1685843e-06,7429.7236,-42.2233,31.92178,92.93109,9238.670866250992
-97.0,20.674425,-98.005035,0.03774411,8.0515325e-05,27800,0.30815396,-39.006245,1.082736,-100.0,,100.0,0.0060361167,278,2686506,,100,[-0.155  0.18   0.205 ...  0.128 -0.243 -1.073],0.0030815392,3.774411,92.74,-97.0,0.6036117,1.5397078,8.051532e-07,3608.4482,-29.34749,17.058722,92.35862,9263.358564853668
-91.0,17.02892,-92.005035,0.05062224,0.000944742,27900,0.36159772,-44.53756,0.68017703,-100.0,,100.0,0.007981702,279,2695977,,100,[-0.155  0.18   0.205 ...  0.13  -0.234 -1.064],0.0036159772,5.062224,94.71,-91.0,0.7981702,1.5048623,9.44742e-06,6370.5093,-32.351273,28.618176,147.02055,9293.078305244446
-91.0,15.392617,-92.005035,0.05174423,0.0012002122,28000,0.33179286,-40.937363,1.3610492,-100.0,,100.0,0.0077788415,280,2705920,,100,[-0.155  0.18   0.205 ...  0.127 -0.261 -1.072],0.0033179286,5.174423,99.43,-91.0,0.7778843,1.5127017,1.2002121e-05,6151.4727,-32.322556,28.618176,73.47273,9328.95079922676
-92.0,13.339152,-93.005035,0.061340902,0.001691082,28100,0.3408324,-36.188217,1.1612965,-100.0,,100.0,0.008687368,281,2715479,100.0,100,[-0.155  0.18   0.205 ...  0.129 -0.256 -1.069],0.0034083237,6.1340904,95.59,-92.0,0.8687369,1.5152289,1.691082e-05,4869.27,-26.861885,30.594116,86.11066,9359.313382863998
-87.0,13.220919,-88.005035,0.08320342,0.00047653395,28200,0.37198853,-39.756424,0.6684705,-100.0,,100.0,0.009530292,282,2724936,,100,[-0.154  0.181  0.205 ...  0.128 -0.248 -1.075],0.0037198854,8.320342,94.57,-87.0,0.95302933,1.5374464,4.7653393e-06,2763.8257,-27.463896,33.630344,149.59523,9393.290887355804
-93.0,1.5190833,-94.005035,1.4055737,0.00033494283,28300,1.7344786,-45.20513,0.5359988,-100.0,,100.0,0.13965426,283,2734328,,100,[-0.154  0.181  0.205 ...  0.131 -0.228 -1.072],0.01734479,140.55737,93.92,-93.0,13.965426,1.5423876,3.3494282e-06,3715.6143,-31.477345,25.514702,186.56758,9428.655905723572
-95.0,29.00566,-96.005035,0.019316679,0.00060401356,28400,0.23157665,-35.724873,0.6082311,-100.0,,100.0,0.0036229747,284,2743684,,100,[-0.154  0.181  0.205 ...  0.129 -0.226 -1.069],0.0023157664,1.9316679,93.56,-95.0,0.36229748,1.5374231,6.0401353e-06,1336.0054,-22.837986,21.794495,164.41118,9455.666866779327
-93.0,18.423523,-94.005035,0.0345389,0.0007137349,28500,0.2682306,-38.709896,0.6316511,-100.0,,100.0,0.005644227,285,2752713,,100,[-0.154  0.181  0.205 ...  0.129 -0.229 -1.071],0.002682306,3.4538898,90.29,-93.0,0.56442267,1.5477725,7.137349e-06,3241.5688,-26.06417,25.514702,158.31525,9492.04432296753
-93.0,9.8945875,-94.005035,0.100938596,2.9770508e-05,28600,0.4738479,-44.50306,1.039909,-100.0,,100.0,0.014299324,286,2761733,,100,[-0.153  0.181  0.205 ...  0.126 -0.215 -1.075],0.0047384785,10.09386,90.2,-93.0,1.4299324,1.5497257,2.9770507e-07,11346.969,-34.647423,25.514702,96.16226,9525.750839233398
-91.0,24.2334,-92.005035,0.024971548,0.00017672514,28700,0.25613707,-35.780315,0.5981566,-100.0,,100.0,0.004529019,287,2770841,,100,[-0.153  0.181  0.205 ...  0.129 -0.215 -1.073],0.0025613708,2.497155,91.08,-91.0,0.45290193,1.5362175,1.7672513e-06,1967.5068,-22.785357,28.618176,167.18031,9559.244641065598
-94.0,25.441349,-95.005035,0.027050653,0.0005470715,28800,0.2581012,-36.22153,0.848737,-100.0,,100.0,0.0044184397,288,2779790,,100,[-0.154  0.181  0.205 ...  0.131 -0.224 -1.078],0.002581012,2.7050655,89.49,-94.0,0.441844,1.5364709,5.4707148e-06,1986.3218,-25.312258,23.748684,117.82213,9586.97260260582
-94.0,26.01663,-95.005035,0.026906878,0.0006385705,28900,0.2841092,-32.48436,1.5454115,-100.0,,100.0,0.0047910074,289,2788475,,100,[-0.154  0.181  0.205 ...  0.13  -0.225 -1.076],0.0028410917,2.690688,86.85,-94.0,0.47910076,1.5335417,6.385705e-06,1944.8589,-24.399727,23.748684,64.70769,9612.868034124374
-88.0,2.4659147,-89.005035,0.39068484,0.0008117596,29000,0.6181208,-30.293077,0.7167728,-100.0,,100.0,0.038874295,290,2797254,,100,[-0.153  0.181  0.205 ...  0.128 -0.22  -1.084],0.0061812075,39.068485,87.79,-88.0,3.887429,1.5107408,8.117596e-06,1408.3574,-18.421959,32.496155,139.51422,9642.610564231873
-89.0,18.533112,-90.005035,0.05422037,0.00037877934,29100,0.4677801,-53.33893,0.86405015,-100.0,,100.0,0.009807495,291,2805790,,100,[-0.153  0.181  0.205 ...  0.128 -0.234 -1.093],0.004677801,5.422037,85.36,-89.0,0.98074955,1.5072404,3.7877933e-06,9399.674,-42.526756,31.288975,115.734024,9672.61873626709
-93.0,23.660376,-94.005035,0.029979458,0.00061286404,29200,0.3169648,-46.61982,0.37380645,-100.0,,100.0,0.0056934464,292,2814385,,100,[-0.153  0.181  0.205 ...  0.129 -0.234 -1.096],0.0031696481,2.9979458,85.95,-93.0,0.56934464,1.4931657,6.12864e-06,3309.7275,-30.181438,25.514702,267.51813,9698.790777921677
-92.0,18.449005,-93.005035,0.04855602,0.001870081,29300,0.39009207,-45.676582,1.2339739,-100.0,,100.0,0.008201539,293,2823065,,100,[-0.153  0.181  0.205 ...  0.132 -0.234 -1.11 ],0.0039009205,4.855602,86.8,-92.0,0.8201539,1.4839706,1.8700808e-05,6826.6123,-36.629066,27.12932,81.038994,9727.674223661423
-95.0,17.241219,-96.005035,0.040893488,0.00043194433,29400,0.29924527,-44.423645,0.40596065,-100.0,,100.0,0.0065561724,294,2832169,,100,[-0.153  0.181  0.205 ...  0.13  -0.251 -1.103],0.002992453,4.089349,91.04,-95.0,0.6556172,1.4717667,4.319443e-06,4332.2114,-28.649696,21.794495,246.3293,9760.518100976944
-92.0,23.762917,-93.005035,0.026212243,0.00013602476,29500,0.31390446,-45.48726,0.38330612,-100.0,,100.0,0.005622517,295,2840967,,100,[-0.153  0.181  0.205 ...  0.13  -0.265 -1.101],0.0031390442,2.6212244,87.98,-92.0,0.5622517,1.4522582,1.3602476e-06,3141.7273,-29.253859,27.12932,260.8881,9794.092206954956
-90.0,13.775568,-91.005035,0.062464226,0.00016154817,29600,0.35458833,-46.744972,0.5007911,-100.0,,100.0,0.008871251,296,2849496,,100,[-0.153  0.181  0.205 ...  0.134 -0.277 -1.108],0.003545883,6.246423,85.29,-90.0,0.887125,1.4510823,1.6154817e-06,7906.755,-32.54282,30.0,199.68407,9826.573300600052
-84.0,6.7814784,-85.005035,0.17459047,0.0004843419,29700,0.47654805,-34.36464,0.77251947,-100.0,,100.0,0.017668333,297,2858219,,100,[-0.153  0.181  0.205 ...  0.133 -0.278 -1.109],0.0047654803,17.459047,87.23,-84.0,1.7668333,1.4649478,4.843419e-06,1773.297,-22.929861,36.660606,129.44658,9854.583431482315
-89.0,20.037317,-90.005035,0.054969575,9.0878646e-05,29800,0.4113625,-42.966316,0.5830669,-100.0,,100.0,0.008217667,298,2866691,,100,[-0.153  0.181  0.205 ...  0.133 -0.272 -1.101],0.004113625,5.496958,84.72,-89.0,0.82176673,1.4638686,9.0878643e-07,3735.249,-29.804276,31.288975,171.50691,9887.09075665474
-92.0,25.276428,-93.005035,0.03334282,0.00023857519,29900,0.30461797,-36.8255,1.8423227,-100.0,,100.0,0.0052375286,299,2875374,,100,[-0.153  0.181  0.205 ...  0.132 -0.273 -1.101],0.0030461794,3.334282,86.83,-92.0,0.5237529,1.4360793,2.3857517e-06,2793.969,-29.420937,27.12932,54.27931,9913.818657875061
-94.0,23.84366,-95.005035,0.0283613,0.00015540262,30000,0.22521815,-32.970024,0.8668584,-100.0,,100.0,0.0040250374,300,2883976,,100,[-0.153  0.181  0.205 ...  0.131 -0.29  -1.112],0.0022521818,2.8361301,86.02,-94.0,0.4025038,1.4287108,1.5540262e-06,1648.9957,-22.175379,23.748684,115.35909,9949.876451253891
-90.0,18.45924,-91.005035,0.039113894,0.00031057963,30100,0.31327114,-41.00131,0.7181968,-100.0,,100.0,0.006584168,301,2892475,,100,[-0.153  0.181  0.204 ...  0.134 -0.296 -1.113],0.0031327114,3.9113894,84.99,-90.0,0.6584168,1.4218751,3.1057962e-06,4231.3403,-29.141966,30.0,139.2376,9981.555560112
-81.0,25.577745,-82.005035,0.045199163,0.00036631204,30200,0.37277943,-34.495205,0.8513056,-100.0,,100.0,0.0063587567,302,2901173,,100,[-0.153  0.181  0.204 ...  0.134 -0.292 -1.124],0.0037277944,4.5199165,86.98,-81.0,0.63587564,1.4073124,3.6631204e-06,2029.6144,-23.602402,39.23009,117.46663,10012.188257217407
-91.0,15.942256,-92.005035,0.05427269,0.00021557625,30300,0.4398083,-48.37931,0.83809793,-100.0,,100.0,0.010098977,303,2909699,,100,[-0.153  0.181  0.204 ...  0.133 -0.297 -1.134],0.0043980833,5.427269,85.26,-91.0,1.0098978,1.4052789,2.1557623e-06,8391.618,-37.401012,28.618176,119.3178,10044.85875749588
-91.0,21.394403,-92.005035,0.03380307,0.0014833156,30400,0.2567424,-36.501514,0.7100325,-100.0,,100.0,0.0049212365,304,2918518,,100,[-0.153  0.181  0.204 ...  0.131 -0.296 -1.137],0.002567424,3.3803072,88.19,-91.0,0.49212363,1.4277129,1.4833156e-05,2456.8171,-24.574183,28.618176,140.83862,10075.51469039917
-84.0,5.4261794,-85.005035,0.28211328,0.00022411466,30500,0.6856406,-44.6417,1.0163665,-100.0,,100.0,0.0286243,305,2927162,,100,[-0.153  0.18   0.204 ...  0.133 -0.282 -1.128],0.006856405,28.211329,86.44,-84.0,2.86243,1.4315289,2.2411466e-06,5402.863,-34.67257,36.660606,98.38971,10107.778831720352
-83.0,7.793833,-84.005035,0.12927197,7.336487e-05,30600,0.44303477,-32.086132,0.7184887,-100.0,,100.0,0.015238501,306,2935435,,100,[-0.153  0.18   0.204 ...  0.133 -0.281 -1.125],0.004430348,12.9271965,82.73,-83.0,1.5238501,1.4306375,7.336487e-07,1615.4482,-20.229198,37.56328,139.18103,10131.138982772827
-90.0,50.993423,-91.005035,0.042886227,0.0631283,30700,0.7979647,-74.52082,32.308365,-100.0,,100.0,0.007822647,307,2943729,,100,[-0.153  0.18   0.204 ...  0.133 -0.277 -1.131],0.007979647,4.288623,82.94,-90.0,0.7822647,1.4322598,0.000631283,6312.587,-72.75265,30.0,3.0951738,10162.262789487839
