MeanEntropy,TimestepsSoFar,ReturnStepMax,Bound,ESSClassic,MinIWNorm,StdIW,MaxIWNorm,ReturnStepMaxmin,Weights,InitialReturnStd,MeanIW,EmpiricalD2,ReturnMeanIW,EpisodesSoFar,InitialReturnMax,Iteration,MinIW,InitialReturnMin,MaxIW,MeanIWNorm,StdIWNorm,EpThisIter,TimeElapsed,InitialReturnMean,EpRewMean,InitialBound,J_sample_variance,ESSRenyi,EpLenMean
2.8713167,8453,100.0,-24.620447,38.518097,5.673357e-05,0.58180076,0.02624407,100.0,[ 0.159 -0.226  0.049 ...  0.067  0.     0.   ],7.0352592,0.46050358,45.5304,-20.476086,100,-22.368868,1,0.0056733573,-61.111725,2.624407,0.0046050353,0.0058180075,100,8.896733522415161,-43.80538,-100.0,-44.419582,718.1721,2.1963348,84.53
2.7986457,17616,100.0,-15.408045,25.081562,3.6557358e-07,0.41717446,0.02556879,100.0,[ 0.161 -0.225  0.049 ...  0.063  0.056 -0.022],8.451873,0.24137965,89.42789,-9.828687,200,-14.666354,2,3.6557358e-05,-58.70368,2.556879,0.0024137963,0.0041717445,100,43.11729383468628,-41.21604,-100.0,-41.80603,298.32742,1.1182194,91.63
2.7950938,26285,100.0,-18.35783,27.360048,3.6071102e-05,0.4985813,0.025155513,100.0,[ 0.16  -0.227  0.049 ...  0.07   0.026 -0.065],7.3783545,0.30598956,74.36482,-13.16671,300,-22.594816,3,0.0036071101,-59.8956,2.5155513,0.0030598952,0.0049858126,100,75.19013404846191,-42.961674,-100.0,-43.563656,504.33307,1.3447218,86.69
