InitialReturnMax,RewardCompression,ESSRenyi,EpRewMean,Bound,EpThisIter,MeanEntropy,TimestepsSoFar,ReturnMeanIW,TimeElapsed,InitialReturnMean,ReturnStepMax,EpLenMean,StdIW,MeanIW,InitialReturnStd,Iteration,InitialBound,MaxIW,Weights,InitialReturnMin,MinIW,ReturnStepMaxmin,EpisodesSoFar,EmpiricalD2,ESSClassic
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1105105,-50.0,2750.2333042621613,-99.0,100.0,107.54,,1.0,9.949873924255371,100,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10000,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1115645,-50.0,2774.3399415016174,-99.0,100.0,105.4,,1.0,9.949873924255371,101,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10100,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1126471,-50.0,2803.4523108005524,-98.0,100.0,108.26,,1.0,14.0,102,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10200,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1137322,-100.0,2822.9740076065063,-100.0,100.0,108.51,,1.0,,103,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,10300,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1148190,-50.0,2850.5824584960938,-98.0,100.0,108.68,,1.0,14.0,104,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10400,1.0,1.0
,0.98,100.0,-94.0,-51.00503921508789,100,2.837890386581421,1159426,-50.0,2871.0004284381866,-94.0,100.0,112.36,,1.0,23.74868392944336,105,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10500,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1170712,-50.0,2899.6044795513153,-96.0,100.0,112.86,,1.0,19.595918655395508,106,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10600,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1181653,-50.0,2928.50262093544,-99.0,100.0,109.41,,1.0,9.949873924255371,107,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10700,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1192561,-50.0,2958.4599204063416,-97.0,100.0,109.08,,1.0,17.0587215423584,108,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10800,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1203305,-50.0,2984.8036510944366,-98.0,100.0,107.44,,1.0,14.0,109,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,10900,1.0,1.0
100.0,0.97,100.0,-95.0,-1.005037784576416,100,2.837890386581421,1214502,,3011.9679865837097,-95.0,100.0,111.97,,1.0,25.980762481689453,110,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11000,1.0,2.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1225535,-50.0,3035.2923412323,-99.0,100.0,110.33,,1.0,9.949873924255371,111,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11100,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1236426,-50.0,3059.106386423111,-98.0,100.0,108.91,,1.0,14.0,112,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11200,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1247674,-50.0,3090.5579845905304,-98.0,100.0,112.48,,1.0,14.0,113,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11300,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1258197,-100.0,3112.04207444191,-100.0,100.0,105.23,,1.0,,114,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,11400,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1269092,-50.0,3143.3079867362976,-99.0,100.0,108.95,,1.0,9.949873924255371,115,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11500,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1280965,-50.0,3169.516617536545,-99.0,100.0,118.73,,1.0,9.949873924255371,116,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1291709,-50.0,3195.5865087509155,-98.0,100.0,107.44,,1.0,14.0,117,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1302285,-50.0,3224.4406316280365,-98.0,100.0,105.76,,1.0,14.0,118,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11800,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1313599,-50.0,3260.296886444092,-96.0,100.0,113.14,,1.0,19.595918655395508,119,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,11900,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1324762,-50.0,3290.9476652145386,-98.0,100.0,111.63,,1.0,14.0,120,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12000,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1335653,-50.0,3325.9858820438385,-96.0,100.0,108.91,,1.0,19.595918655395508,121,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12100,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1345885,-50.0,3344.512815475464,-99.0,100.0,102.32,,1.0,9.949873924255371,122,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12200,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1356737,-50.0,3368.9797899723053,-99.0,100.0,108.52,,1.0,9.949873924255371,123,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12300,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1367625,-50.0,3393.9200553894043,-97.0,100.0,108.88,,1.0,17.0587215423584,124,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12400,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1378363,-50.0,3416.91339302063,-99.0,100.0,107.38,,1.0,9.949873924255371,125,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12500,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1389563,-100.0,3448.4472317695618,-100.0,100.0,112.0,,1.0,,126,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,12600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1400991,-50.0,3476.774471759796,-98.0,100.0,114.28,,1.0,14.0,127,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1412178,-50.0,3498.946003675461,-98.0,100.0,111.87,,1.0,14.0,128,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12800,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1423055,-50.0,3525.8444442749023,-99.0,100.0,108.77,,1.0,9.949873924255371,129,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,12900,1.0,1.0
100.0,0.97,100.0,-94.0,-1.005037784576416,100,2.837890386581421,1434175,,3552.0462038517,-94.0,100.0,111.2,,1.0,27.64055061340332,130,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13000,1.0,2.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1444877,-50.0,3574.69633769989,-98.0,100.0,107.02,,1.0,14.0,131,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13100,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1456315,-50.0,3602.2843091487885,-98.0,100.0,114.38,,1.0,14.0,132,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13200,1.0,1.0
100.0,0.97,100.0,-97.0,-1.005037784576416,100,2.837890386581421,1467103,,3625.17676448822,-97.0,100.0,107.88,,1.0,22.158519744873047,133,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13300,1.0,2.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1478207,-50.0,3650.220353603363,-98.0,100.0,111.04,,1.0,14.0,134,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13400,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1488957,-50.0,3674.464045524597,-98.0,100.0,107.5,,1.0,14.0,135,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13500,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1500132,-50.0,3699.8636202812195,-97.0,100.0,111.75,,1.0,17.0587215423584,136,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13600,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1511583,-50.0,3724.1891787052155,-99.0,100.0,114.51,,1.0,9.949873924255371,137,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1522844,-50.0,3746.7599546909332,-98.0,100.0,112.61,,1.0,14.0,138,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13800,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1533997,-50.0,3769.3363449573517,-97.0,100.0,111.53,,1.0,17.0587215423584,139,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,13900,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1544603,-50.0,3793.2160556316376,-98.0,100.0,106.06,,1.0,14.0,140,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14000,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1555559,-50.0,3816.198152780533,-96.0,100.0,109.56,,1.0,19.595918655395508,141,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14100,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1566079,-50.0,3846.4281129837036,-99.0,100.0,105.2,,1.0,9.949873924255371,142,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14200,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1577036,-50.0,3874.9088513851166,-96.0,100.0,109.57,,1.0,19.595918655395508,143,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14300,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1587716,-100.0,3901.418765306473,-100.0,100.0,106.8,,1.0,,144,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,14400,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1598976,-50.0,3933.3082387447357,-97.0,100.0,112.6,,1.0,17.0587215423584,145,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14500,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1609468,-50.0,3956.5325508117676,-98.0,100.0,104.92,,1.0,14.0,146,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14600,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1620360,-50.0,3987.168550014496,-96.0,100.0,108.92,,1.0,19.595918655395508,147,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14700,1.0,1.0
100.0,0.98,100.0,-98.0,-1.005037784576416,100,2.837890386581421,1631525,,4022.9644181728363,-98.0,100.0,111.65,,1.0,19.899747848510742,148,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14800,1.0,2.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1642742,-50.0,4053.92111992836,-97.0,100.0,112.17,,1.0,17.0587215423584,149,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,14900,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1654274,-50.0,4083.5838971138,-98.0,100.0,115.32,,1.0,14.0,150,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15000,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1665178,-100.0,4110.293249368668,-100.0,100.0,109.04,,1.0,,151,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,15100,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1676041,-50.0,4136.6442148685455,-97.0,100.0,108.63,,1.0,17.0587215423584,152,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15200,1.0,1.0
100.0,0.97,100.0,-95.0,-1.005037784576416,100,2.837890386581421,1687057,,4161.048483371735,-95.0,100.0,110.16,,1.0,25.980762481689453,153,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15300,1.0,2.0
,0.98,100.0,-94.0,-51.00503921508789,100,2.837890386581421,1697857,-50.0,4183.323298454285,-94.0,100.0,108.0,,1.0,23.74868392944336,154,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15400,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1708128,-100.0,4209.980958223343,-100.0,100.0,102.71,,1.0,,155,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,15500,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1718694,-50.0,4233.26807641983,-98.0,100.0,105.66,,1.0,14.0,156,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1729350,-50.0,4257.515441894531,-98.0,100.0,106.56,,1.0,14.0,157,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15700,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1740272,-50.0,4279.476146221161,-99.0,100.0,109.22,,1.0,9.949873924255371,158,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15800,1.0,1.0
100.0,0.97,100.0,-96.0,-1.005037784576416,100,2.837890386581421,1751263,,4303.620369195938,-96.0,100.0,109.91,,1.0,24.166091918945312,159,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,15900,1.0,2.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1762302,-50.0,4331.140593290329,-98.0,100.0,110.39,,1.0,14.0,160,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16000,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1773161,-50.0,4346.961042404175,-98.0,100.0,108.59,,1.0,14.0,161,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16100,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1784154,-50.0,4371.179148435593,-96.0,100.0,109.93,,1.0,19.595918655395508,162,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16200,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1795128,-50.0,4398.831680774689,-99.0,100.0,109.74,,1.0,9.949873924255371,163,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16300,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1806283,-50.0,4433.325918674469,-99.0,100.0,111.55,,1.0,9.949873924255371,164,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16400,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1817425,-100.0,4458.280241012573,-100.0,100.0,111.42,,1.0,,165,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,16500,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1828218,-50.0,4484.969435214996,-99.0,100.0,107.93,,1.0,9.949873924255371,166,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1839012,-50.0,4515.620055198669,-98.0,100.0,107.94,,1.0,14.0,167,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1850328,-50.0,4537.356405496597,-98.0,100.0,113.16,,1.0,14.0,168,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16800,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1861603,-50.0,4561.108672142029,-98.0,100.0,112.75,,1.0,14.0,169,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,16900,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1872318,-50.0,4582.264060497284,-99.0,100.0,107.15,,1.0,9.949873924255371,170,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17000,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1883566,-50.0,4612.051967859268,-98.0,100.0,112.48,,1.0,14.0,171,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17100,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1894480,-50.0,4627.280652046204,-97.0,100.0,109.14,,1.0,17.0587215423584,172,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17200,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1905801,-50.0,4662.234622001648,-98.0,100.0,113.21,,1.0,14.0,173,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17300,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1916484,-100.0,4693.208890914917,-100.0,100.0,106.83,,1.0,,174,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,17400,1.0,1.0
100.0,0.97,100.0,-96.0,-1.005037784576416,100,2.837890386581421,1927555,,4721.268181324005,-96.0,100.0,110.71,,1.0,24.166091918945312,175,-1.0050378,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17500,1.0,2.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1938695,-50.0,4744.651425361633,-98.0,100.0,111.4,,1.0,14.0,176,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17600,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,1949703,-50.0,4773.35454082489,-98.0,100.0,110.08,,1.0,14.0,177,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17700,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,1960951,-50.0,4799.01984667778,-96.0,100.0,112.48,,1.0,19.595918655395508,178,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,17800,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,1971802,-100.0,4821.400854349136,-100.0,100.0,108.51,,1.0,,179,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,17900,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,1982543,-50.0,4854.500101804733,-99.0,100.0,107.41,,1.0,9.949873924255371,180,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18000,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,1993352,-50.0,4874.964112281799,-97.0,100.0,108.09,,1.0,17.0587215423584,181,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18100,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,2004484,-50.0,4900.197622537613,-99.0,100.0,111.32,,1.0,9.949873924255371,182,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18200,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2016041,-50.0,4927.4947209358215,-98.0,100.0,115.57,,1.0,14.0,183,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18300,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2026832,-50.0,4954.455926656723,-98.0,100.0,107.91,,1.0,14.0,184,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18400,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2037772,-50.0,4982.252184867859,-98.0,100.0,109.4,,1.0,14.0,185,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18500,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,2048543,-50.0,5001.906195640564,-99.0,100.0,107.71,,1.0,9.949873924255371,186,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18600,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,2059840,-50.0,5025.656080961227,-99.0,100.0,112.97,,1.0,9.949873924255371,187,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18700,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,2070550,-50.0,5049.380052804947,-99.0,100.0,107.1,,1.0,9.949873924255371,188,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18800,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2081423,-50.0,5077.148517131805,-98.0,100.0,108.73,,1.0,14.0,189,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,18900,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,2093006,-50.0,5103.432398557663,-97.0,100.0,115.83,,1.0,17.0587215423584,190,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19000,1.0,1.0
,0.98,100.0,-97.0,-51.00503921508789,100,2.837890386581421,2104326,-50.0,5134.772159337997,-97.0,100.0,113.2,,1.0,17.0587215423584,191,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19100,1.0,1.0
-100.0,0.99,100.0,-100.0,-101.00503540039062,100,2.837890386581421,2114821,-100.0,5159.964702129364,-100.0,100.0,104.95,,1.0,,192,-101.005035,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,100.0,19200,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,2125666,-50.0,5196.6916925907135,-99.0,100.0,108.45,,1.0,9.949873924255371,193,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19300,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,2136713,-50.0,5222.772775650024,-96.0,100.0,110.47,,1.0,19.595918655395508,194,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19400,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2147786,-50.0,5253.8764016628265,-98.0,100.0,110.73,,1.0,14.0,195,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19500,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2158976,-50.0,5281.912681102753,-98.0,100.0,111.9,,1.0,14.0,196,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19600,1.0,1.0
,0.98,100.0,-99.0,-51.00503921508789,100,2.837890386581421,2169637,-50.0,5303.55277299881,-99.0,100.0,106.61,,1.0,9.949873924255371,197,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19700,1.0,1.0
,0.98,100.0,-98.0,-51.00503921508789,100,2.837890386581421,2180536,-50.0,5325.79634475708,-98.0,100.0,108.99,,1.0,14.0,198,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19800,1.0,1.0
,0.98,100.0,-96.0,-51.00503921508789,100,2.837890386581421,2191234,-50.0,5355.543006658554,-96.0,100.0,106.98,,1.0,19.595918655395508,199,-51.00504,1.0,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,1.0,,19900,1.0,1.0
