InitialBound,StdIW,MaxIW,EpLenMean,MeanIW,InitialReturnMin,ReturnMeanIW,ESSRenyi,J_sample_variance,StdIWNorm,MeanEntropy,MeanIWNorm,ReturnStepMax,InitialReturnMean,Iteration,MinIWNorm,ESSClassic,Bound,TimeElapsed,EpisodesSoFar,MaxIWNorm,MinIW,InitialReturnStd,ReturnStepMaxmin,Weights,InitialReturnMax,TimestepsSoFar,EpThisIter,EmpiricalD2,EpRewMean
-74.040344,0.5801088,2.7979593,83.15,0.634589,-189.97774,-35.534397,19.604311,1082.3049,0.0058010886,2.890456,0.0063458895,119.47214,-67.707756,21,2.591467e-05,54.476078,-49.83669,596.3974812030792,2100,0.027979592,0.002591467,38.314983,19.472137,[ 0.158 -0.223  0.049 ...  0.069 -0.056  0.056],0.234478,171457,100,5.100919,-125.6968521049219
-71.60929,0.81442416,4.7431107,85.52,0.68708587,-182.58788,-36.831165,23.163322,1063.3053,0.008144243,2.881529,0.0068708593,116.56932,-65.52304,22,0.00038828194,41.579872,-49.47708,621.3595290184021,2200,0.047431104,0.038828194,34.554565,16.56932,[ 0.159 -0.224  0.049 ...  0.072  0.006  0.046],-15.102989,180009,100,4.31717,-125.32689333284823
-74.25363,1.629363,15.775959,79.51,0.90052515,-188.93924,-40.968727,33.240112,2420.7346,0.01629363,2.9121122,0.009005252,112.21929,-67.95565,23,0.0004429446,23.398716,-51.892426,647.5253117084503,2300,0.15775959,0.04429446,37.967327,12.219292,[ 0.159 -0.224  0.049 ...  0.07   0.011  0.033],18.91748,187960,100,3.0084133,-126.72001088784491
-66.06657,0.4932731,2.4386835,81.87,0.43853492,-171.16325,-25.00392,13.7681675,908.03046,0.0049327305,2.8352575,0.0043853484,109.8622,-60.36113,24,3.921619e-05,44.145798,-40.380196,674.1252539157867,2400,0.024386834,0.003921619,26.515629,9.862198,[ 0.159 -0.225  0.049 ...  0.072  0.045  0.029],-10.751987,196147,100,7.2631307,-114.79260858893325
-75.458496,0.6047324,3.0522418,78.15,0.51825637,-212.34729,-29.267597,12.518893,1065.5613,0.0060473233,2.8171306,0.005182564,106.84925,-68.38024,25,6.788217e-05,42.344864,-49.27278,699.9334523677826,2500,0.030522417,0.0067882165,34.042076,6.849251,[ 0.159 -0.225  0.049 ...  0.067  0.009 -0.012],-17.236725,203962,100,7.9879265,-123.70872856088859
-63.522713,0.49717674,2.5009046,81.93,0.4671121,-193.5622,-25.320621,17.889494,902.5263,0.0049717673,2.7638485,0.004671121,100.0,-57.070633,26,0.0001306912,46.885223,-40.575203,729.4852895736694,2600,0.025009045,0.013069121,27.915514,18.384857,[ 0.16  -0.225  0.049 ...  0.066 -0.024  0.003],-8.148121,212155,100,5.589873,-106.69129632008043
-64.76588,0.6934285,4.149784,90.23,0.653928,-179.06583,-30.13672,21.379396,1031.9402,0.0069342856,2.764541,0.006539279,117.66028,-58.797012,27,0.00019318944,47.070816,-43.045753,757.5146994590759,2700,0.04149784,0.019318944,38.834198,17.660278,[ 0.16  -0.225  0.049 ...  0.068 -0.049 -0.025],19.168076,221178,100,4.6774006,-115.12275878593653
-49.164513,0.6448206,4.207215,84.64,0.6081263,-164.10733,-22.805288,26.03185,554.31305,0.006448205,2.838073,0.0060812635,100.941376,-43.694267,28,0.0003669955,47.07387,-33.526756,786.1756319999695,2800,0.042072147,0.03669955,28.13724,0.94137573,[ 0.16  -0.225  0.049 ...  0.075 -0.056 -0.017],10.737244,229642,100,3.8414478,-87.65435459970811
-53.37066,0.5019902,2.057885,86.91,0.5891087,-220.90985,-21.814962,27.341448,430.7571,0.0050199023,2.7901413,0.0058910875,110.41706,-46.006992,29,0.0001250258,57.933887,-35.897568,816.1334402561188,2900,0.020578848,0.012502581,32.592075,10.417061,[ 0.16  -0.225  0.049 ...  0.079 -0.006  0.007],7.4912415,238333,100,3.6574507,-91.48233090878952
-69.89741,1.1403964,10.422321,86.84,0.72652626,-234.05635,-30.240822,25.806763,847.4194,0.011403964,2.7282844,0.007265263,100.0,-62.095535,30,0.00024400468,28.86986,-45.598743,840.9856073856354,3000,0.104223214,0.024400469,43.72586,28.318413,[ 0.161 -0.226  0.05  ...  0.081 -0.035 -0.012],-2.7227726,247017,100,3.8749533,-122.68607663609704
-56.360836,0.77010816,4.7487316,96.51,0.7809748,-201.02576,-27.366842,31.892288,672.81555,0.007701082,2.7343862,0.0078097475,115.74121,-49.659977,31,0.0002135817,50.700554,-39.232384,872.8635795116425,3100,0.047487315,0.021358171,41.03073,15.741211,[ 0.161 -0.226  0.05  ...  0.076 -0.093 -0.016],32.93308,256668,100,3.1355543,-111.1225423135081
-42.715393,0.8537476,5.3585453,91.6,0.6310877,-137.76627,-18.072332,19.019243,549.41284,0.008537476,2.7275002,0.0063108774,111.40921,-38.123184,32,2.340778e-05,35.334194,-28.602253,901.9798755645752,3200,0.05358545,0.002340778,28.87809,11.40921,[ 0.161 -0.226  0.05  ...  0.072 -0.085 -0.018],12.782528,265828,100,5.2578325,-82.72958899811967
-42.099983,3.75533,32.790257,92.18,1.3107812,-154.5167,-15.069537,18.776207,1776.3496,0.037553303,2.7185726,0.013107814,112.50915,-36.949425,33,0.0001636461,10.860155,-26.955935,929.8908033370972,3300,0.32790256,0.01636461,33.525288,12.509148,[ 0.162 -0.225  0.05  ...  0.07  -0.122  0.012],27.166965,275046,100,5.325889,-79.6107020699399
-36.86261,27.954361,281.29483,103.54,3.2643452,-170.6896,91.09116,1.4689193,1099220.6,0.2795436,2.735253,0.032643452,100.0,-31.172958,34,9.2866285e-06,1.3452744,44.146435,958.1872386932373,3400,2.8129482,0.00092866283,28.434843,3.3051758,[ 0.162 -0.227  0.05  ...  0.069 -0.123  0.004],37.20875,285400,100,68.07726,-68.16904764366046
-28.7776,8560.952,86041.5,106.52,861.1016,-103.885544,33418.0,0.00016577101,111815810000.0,85.60953,2.7617307,8.611016,100.0,-25.314747,35,2.4881854e-07,1.0015967,30728.45,991.0114314556122,3500,860.415,2.4881854e-05,26.757217,8.980301,[ 0.161 -0.226  0.05  ...  0.065 -0.136  0.033],38.86341,296052,100,603241.8,-62.41300873515758
-74.61663,300.2937,3018.77,122.53,30.986443,-231.62796,1185.648,0.35187495,147292670.0,3.0029368,2.739487,0.30986443,107.620995,-66.89569,36,9.674324e-07,1.0535407,1055.4885,1037.2602701187134,3600,30.1877,9.6743235e-05,55.3423,7.6209946,[ 0.164 -0.226  0.051 ...  0.069 -0.132  0.056],44.77949,308305,100,284.19186,-154.5287676486578
-58.993145,9.540713,96.27831,111.3,1.6419818,-182.0183,29.089014,12.187641,304801.62,0.09540713,2.7304218,0.016419817,100.0,-52.925873,37,0.00016856124,2.8767245,11.709646,1073.0892970561981,3700,0.9627831,0.016856125,45.352463,5.0939636,[ 0.167 -0.221  0.051 ...  0.068 -0.149  0.05 ],56.993156,319435,100,8.205033,-115.13325364251847
-35.42101,0.6070891,2.9035773,102.39,0.6975574,-148.34647,-15.226005,26.532991,688.145,0.006070891,2.6953247,0.0069755726,100.0,-30.476126,38,2.8995526e-05,56.90113,-24.825819,1108.2239768505096,3800,0.029035773,0.0028995527,32.34299,4.2550583,[ 0.164 -0.223  0.05  ...  0.07  -0.159  0.052],28.668776,329674,100,3.7688928,-73.5642744408824
-27.162569,8.52827,85.697426,102.62,1.5950496,-106.31175,35.638428,3.998829,228171.25,0.0852827,2.7031288,0.015950494,100.0,-23.618843,39,5.563338e-05,3.3798263,17.917208,1138.7140934467316,3900,0.85697424,0.0055633383,27.95871,4.0792465,[ 0.165 -0.222  0.05  ...  0.067 -0.16   0.017],55.52508,339936,100,25.007322,-50.18780548546303
-29.519695,16.191826,162.01044,109.45,2.6062143,-163.405,23.119804,3.017514,126703.17,0.16191825,2.7060857,0.02606214,100.0,-24.07286,40,1.681119e-05,2.525343,-8.236107,1171.1785147190094,4000,1.6201043,0.001681119,34.767494,27.748466,[ 0.164 -0.222  0.05  ...  0.062 -0.133 -0.002],30.963291,350881,100,33.139862,-56.758936019513015
-25.580511,889.75714,8942.683,109.25,89.71968,-138.65118,5231.8574,0.0027883544,2742964700.0,8.897572,2.7880275,0.8971969,100.0,-20.958803,41,7.1709096e-08,1.0065581,4356.615,1197.3942968845367,4100,89.42683,7.1709096e-06,31.807281,34.04184,[ 0.165 -0.222  0.05  ...  0.063 -0.159  0.027],73.24132,361806,100,35863.445,-46.87101108826633
-10.032482,10668.881,107226.72,158.51,1072.695,-73.043106,28162.967,3.350617e-05,79353620000.0,106.68882,2.7482653,10.72695,100.0,-7.597711,42,9.758561e-13,1.0007979,23956.71,1252.0490522384644,4200,1072.2672,9.758561e-11,25.816927,13.187065,[ 0.165 -0.222  0.05  ...  0.061 -0.112  0.063],53.252724,377657,100,2984525.0,-39.5606663123607
-36.969612,439.96265,4422.2437,211.29,44.774193,-160.88905,3354.325,0.010101728,1123628000.0,4.3996277,2.7441397,0.4477419,100.0,-31.60664,43,4.1731224e-07,1.0250593,2820.7354,1315.4864628314972,4300,44.222435,4.1731226e-05,43.17887,9.353134,[ 0.168 -0.217  0.05  ...  0.058 -0.151  0.061],75.80002,398786,100,9899.296,-125.3148953533218
4.5243874,86.49088,860.42523,252.65,10.768864,-78.78391,713.1279,0.043357212,47584676.0,0.8649087,2.7706065,0.10768863,100.0,7.1966395,44,1.338685e-06,1.5265751,584.7925,1388.5130841732025,4400,8.604252,0.00013386851,32.286594,45.464523,[ 0.168 -0.216  0.05  ...  0.056 -0.173  0.079],80.16756,424051,100,2306.4214,-22.269386654046343
3.2323833,8032.705,80732.445,183.39,808.0375,-69.49471,41725.96,0.0016258649,173912700000.0,80.32707,2.714892,8.080376,100.0,5.5488753,45,1.5827766e-08,1.001767,41151.465,1437.935359954834,4500,807.32446,1.5827766e-06,26.232218,37.839264,[ 0.168 -0.217  0.05  ...  0.054 -0.149  0.081],54.68287,442390,100,61505.727,-10.618109974786485
4.530012,426.05002,4282.774,200.95,43.695,-70.151955,2543.6167,0.0012766953,636842300.0,4.2604995,2.7460825,0.43695,100.0,7.2422185,46,1.2550867e-05,1.0408741,1784.5518,1492.6338441371918,4600,42.82774,0.0012550867,26.798035,44.50776,[ 0.169 -0.215  0.05  ...  0.043 -0.191  0.068],81.366165,462485,100,78327.23,-8.962598835188201
5.8034663,404.27936,4063.8264,208.02,41.307194,-75.429276,1806.4946,0.0074477,325392300.0,4.0427938,2.721904,0.41307193,100.0,8.593675,47,6.741147e-07,1.0331844,1483.1799,1552.9222316741943,4700,40.638264,6.741147e-05,27.783966,29.270477,[ 0.171 -0.215  0.051 ...  0.045 -0.136  0.044],83.706245,483287,100,13426.964,-11.48642839503106
-2.8638358,29.983505,301.32544,188.87,3.9673622,-120.13775,92.14938,0.7798366,737757.75,0.29983506,2.7434294,0.039673615,100.0,1.1407564,48,2.9982875e-06,1.7206833,46.801563,1609.2113025188446,4800,3.0132544,0.00029982877,33.727947,35.581635,[ 0.171 -0.216  0.051 ...  0.04  -0.174  0.058],72.318344,502174,100,128.232,-30.402283734136166
3.4385417,115.027245,1156.762,161.81,12.348995,-78.448906,509.39957,0.060602408,25650722.0,1.1502723,2.8201313,0.12348996,100.0,6.053506,49,1.3493318e-05,1.139423,403.17606,1658.7334461212158,4900,11.567619,0.0013493318,24.99002,25.506523,[ 0.173 -0.217  0.052 ...  0.033 -0.136  0.042],71.1753,518355,100,1650.0995,-3.086296844081156
1.8550758,334.57718,3363.345,180.25,35.234093,-122.42107,1333.591,0.0406493,168400270.0,3.3457713,2.7956517,0.35234088,100.0,5.9357786,50,6.8830457e-07,1.0968415,1131.1919,1707.9936907291412,5000,33.63345,6.883046e-05,27.751175,41.037857,[ 0.174 -0.215  0.052 ...  0.033 -0.098  0.08 ],72.812874,536380,100,2460.0671,-19.887406290139197
4.8617144,7898.598,79384.98,248.41,794.91986,-130.50421,51152.418,0.0048368583,261577820000.0,78.98598,2.7624607,7.9491987,100.0,9.211856,51,6.179518e-08,1.0026977,50526.926,1775.7134218215942,5100,793.84973,6.1795176e-06,32.079834,47.53444,[ 0.174 -0.216  0.052 ...  0.044 -0.079  0.036],70.54039,561221,100,20674.578,-26.20958044354318
1.7050486,15.650013,152.6318,234.9,2.6743615,-153.23239,89.51523,3.7756152,446293.94,0.15650013,2.7345543,0.026743617,100.0,6.8127956,52,1.06175185e-05,2.837333,63.228565,1839.85342335701,5200,1.5263181,0.0010617519,40.16039,25.032173,[ 0.174 -0.215  0.052 ...  0.043 -0.095  0.019],79.709274,584711,100,26.48575,-19.49599612515179
1.7115326,24.684668,247.26624,213.33,3.418314,-152.85695,171.59076,0.8245238,2549314.0,0.2468467,2.7565594,0.034183133,100.0,6.806765,53,2.7038907e-06,1.8815678,115.477905,1893.7252879142761,5300,2.4726622,0.00027038908,34.10315,51.188335,[ 0.172 -0.214  0.051 ...  0.046 -0.103 -0.   ],72.173615,606044,100,121.28213,-15.611748342293888
17.02457,461.9413,4643.6255,255.97,47.68797,-46.40534,2933.5452,0.001354428,835604900.0,4.619413,2.7322345,0.47687966,100.0,19.419416,54,2.013797e-07,1.0544844,2282.8174,1967.2053802013397,5400,46.436253,2.0137972e-05,25.171604,58.02434,[ 0.171 -0.214  0.051 ...  0.048 -0.117  0.035],71.845345,631641,100,73831.91,-2.7039017398077694
19.350748,174.27066,1752.1825,316.09,18.376677,-35.091896,870.0922,0.008094739,72080856.0,1.7427065,2.7158682,0.18376675,100.0,22.064539,55,4.9680438e-08,1.099722,568.46173,2053.841344833374,5500,17.521824,4.968044e-06,28.086452,42.21075,[ 0.174 -0.21   0.051 ...  0.042 -0.113  0.007],81.41378,663250,100,12353.702,-15.44976841681269
21.537266,8791.379,88358.125,323.18,885.056,-44.7601,32029.465,0.0015173797,102268850000.0,87.913765,2.6475196,8.85056,100.0,24.238544,56,2.4882459e-08,1.0033401,31336.004,2140.1035254001617,5600,883.58124,2.4882459e-06,25.202785,53.811954,[ 0.173 -0.211  0.051 ...  0.042 -0.144  0.022],81.03833,695568,100,65903.086,6.674148236312232
24.61253,2853.127,28675.701,312.58,287.45068,-66.41342,12903.483,0.00013751883,16618099000.0,28.53127,2.6807454,2.8745072,100.0,27.429966,57,1.6503452e-07,1.0048436,10500.934,2224.805210351944,5700,286.75702,1.6503453e-05,26.787336,25.753983,[ 0.172 -0.212  0.051 ...  0.041 -0.177 -0.013],84.52295,726826,100,727173.1,16.621165171698234
5.093374,80.44325,802.374,199.11,9.897655,-58.730064,247.7843,0.10043647,3803158.2,0.80443245,2.6296964,0.098976545,100.0,7.569914,58,1.5158109e-06,1.4912827,169.63962,2278.9560446739197,5800,8.02374,0.0001515811,22.217901,42.131603,[ 0.174 -0.208  0.05  ...  0.042 -0.165  0.008],74.29617,746737,100,995.65424,-41.90350729840109
14.503626,1062.8126,10682.391,274.12,107.57244,-33.041348,4854.2773,0.0012611196,2345886700.0,10.628127,2.6387296,1.0757246,100.0,16.957376,59,3.1824918e-09,1.0140567,4163.3184,2348.1763269901276,5900,106.823906,3.182492e-07,22.95346,42.42537,[ 0.173 -0.208  0.049 ...  0.042 -0.184 -0.024],73.612526,774149,100,79294.62,-68.86936047541546
21.006958,265.81522,2672.3901,307.77,27.849497,-29.164639,1294.1334,0.010610767,162393600.0,2.658152,2.6171882,0.27849495,100.0,23.47612,60,1.1304994e-08,1.08576,1054.429,2426.677473783493,6000,26.7239,1.1304994e-06,21.735361,34.06359,[ 0.172 -0.21   0.049 ...  0.043 -0.213  0.014],74.07483,804926,100,9424.39,0.8793405245100465
11.49829,139.7826,1405.4156,264.56,14.66755,-69.137146,522.53516,0.06034527,25739164.0,1.3978261,2.6096172,0.1466755,100.0,14.383527,61,5.799846e-08,1.0890636,405.0833,2497.5848639011383,6100,14.054156,5.799846e-06,28.235968,67.964066,[ 0.173 -0.209  0.049 ...  0.04  -0.215 -0.006],86.55709,831382,100,1657.1307,-43.57745513808011
24.779242,1394.907,14019.767,369.62,140.62234,-26.537174,5540.1875,0.00048271005,3063815700.0,13.949069,2.6062574,1.4062232,100.0,27.361397,62,8.622079e-08,1.0060667,4364.912,2595.1573679447174,6200,140.19766,8.622079e-06,21.490952,17.640915,[ 0.174 -0.208  0.049 ...  0.034 -0.238  0.01 ],77.46472,868344,100,207163.7,-17.82315694383388
25.263851,17236.838,173238.52,357.05,1734.1548,-40.61422,134335.25,6.691498e-06,1803858000000.0,172.36841,2.5087924,17.341547,100.0,28.188257,63,1.0477423e-11,1.0020437,123030.125,2684.401433467865,6300,1732.3851,1.0477423e-09,23.518248,37.910217,[ 0.174 -0.207  0.049 ...  0.035 -0.241  0.01 ],87.732025,904049,100,14944337.0,-21.331088320958283
20.952507,216.09438,2134.0894,266.53,26.1597,-47.203484,1700.3809,0.009971808,193414540.0,2.1609437,2.49316,0.26159698,100.0,23.780132,64,3.9492056e-07,1.4443092,1417.2189,2750.8408331871033,6400,21.340893,3.9492057e-05,25.185265,60.25613,[ 0.174 -0.207  0.049 ...  0.027 -0.324 -0.005],84.828766,930702,100,10028.272,-40.25223818739488
25.867517,195028.25,1960108.0,309.37,19601.53,-24.727097,456954.6,1.4632322e-07,20879713000000.0,1950.2825,2.4362617,196.01529,100.0,28.679785,65,2.7013888e-11,1.0000458,383435.5,2839.19793009758,6500,19601.08,2.701389e-09,21.365017,60.939873,[ 0.173 -0.208  0.049 ...  0.029 -0.351  0.007],84.36805,961639,100,683418560.0,12.18774866873284
32.178696,35.564705,356.9055,331.5,4.450305,-26.182743,289.09875,0.44020805,6375366.5,0.35564706,2.4567716,0.044503056,100.0,34.959637,66,7.524156e-06,1.5416776,247.18439,2938.212060689926,6600,3.5690548,0.0007524156,22.967329,55.122913,[ 0.173 -0.208  0.049 ...  0.03  -0.387 -0.015],83.42825,994789,100,227.16531,10.537996970883908
38.563225,85.295876,857.84393,389.29,9.360622,0.6898391,688.8512,0.40489647,41999840.0,0.8529587,2.4443982,0.09360621,100.0,41.749874,67,2.4926635e-06,1.1900201,638.7714,3042.2814149856567,6700,8.578439,0.00024926636,20.979347,64.50943,[ 0.173 -0.208  0.049 ...  0.034 -0.367 -0.014],95.599464,1033718,100,246.97672,46.418951448059616
36.824482,82.8639,832.1188,396.21,9.729792,-20.616394,445.1689,0.042103548,15237701.0,0.8286391,2.4384768,0.09729793,100.0,39.658295,68,2.1341111e-07,1.3599707,307.0633,3144.765406370163,6800,8.321188,2.1341111e-05,21.713646,65.628845,[ 0.173 -0.208  0.048 ...  0.035 -0.359 -0.034],85.01429,1073339,100,2375.0967,24.736640869946797
35.812973,2579.8914,25918.248,405.09,270.06595,-16.435486,12139.311,7.092578e-05,13677386000.0,25.798914,2.4084687,2.7006595,100.0,38.550888,69,4.4083133e-09,1.0839361,8888.3125,3247.401316165924,6900,259.18246,4.4083134e-07,17.676094,49.969124,[ 0.173 -0.207  0.048 ...  0.034 -0.364 -0.035],82.13723,1113848,100,1409924.6,19.91099755613242
27.42202,228.66379,2298.5288,385.05,24.422522,-12.964405,873.0644,0.12011214,66810892.0,2.286638,2.4042966,0.24422523,100.0,30.42093,70,4.5686545e-07,1.1278726,786.5338,3348.9025621414185,7000,22.985287,4.5686545e-05,20.439814,68.8192,[ 0.175 -0.206  0.049 ...  0.035 -0.383 -0.047],89.96724,1152353,100,832.5553,17.848446169819987
24.533054,80.73505,811.6297,348.31,9.311121,-31.248608,358.3212,0.23208745,10963178.0,0.8073504,2.3786507,0.09311122,100.0,26.9977,71,3.8502576e-06,1.3126272,307.16147,3421.217332839966,7100,8.116297,0.00038502578,20.606909,49.90919,[ 0.172 -0.206  0.048 ...  0.034 -0.422 -0.012],73.93929,1187184,100,430.87207,9.430184965687593
