EpLenMean,ReturnStepMaxmin,StdIW,EpRewMean,MaxIW,ESSClassic,InitialBound,J_sample_variance,StdIWNorm,EmpiricalD2,Bound,ReturnStepMax,MinIW,InitialReturnMean,InitialReturnMax,MeanIWNorm,ReturnMeanIW,MeanIW,MaxIWNorm,TimeElapsed,MeanEntropy,EpThisIter,InitialReturnStd,MinIWNorm,Iteration,EpisodesSoFar,ESSRenyi,Weights,InitialReturnMin,TimestepsSoFar
99.39,,0.8088141,-88.0,6.009322,23.323957,-89.005035,6408.061,0.008088141,54.789204,-46.777008,100.0,0.0029190006,-88.0,,0.004460874,-39.337746,0.44608742,0.06009322,8686.657536029816,2.215806,100,32.496155,2.9190005e-05,230,23000,1.8251771,[ 0.186  0.137  0.073 ... -0.361 -0.252 -0.371],-100.0,2976279
112.36,,0.5452666,-92.0,4.026225,26.300888,-93.005035,1345.8323,0.0054526664,163.13101,-37.284237,100.0,0.00051901385,-92.0,,0.003257339,-24.447617,0.32573396,0.04026225,8718.56571674347,2.2129045,100,27.12932,5.1901384e-06,231,23100,0.6130042,[ 0.186  0.137  0.073 ... -0.362 -0.252 -0.371],-100.0,2987515
117.06,,0.50651944,-90.0,2.711883,33.1245,-91.005035,2624.2766,0.005065195,90.585724,-43.22983,100.0,0.0008543405,-90.0,,0.0035648174,-33.66423,0.3564818,0.02711883,8752.655637025833,2.2188184,100,30.0,8.543405e-06,232,23200,1.1039267,[ 0.186  0.137  0.072 ... -0.364 -0.259 -0.366],-100.0,2999221
119.59,,0.76911265,-91.0,5.8997817,23.053637,-92.005035,2981.6562,0.0076911263,113.38687,-45.16671,100.0,0.00012228663,-91.0,,0.0042098407,-34.464737,0.42098403,0.058997817,8787.521374464035,2.222725,100,28.618176,1.2228662e-06,233,23300,0.8819363,[ 0.186  0.137  0.073 ... -0.363 -0.257 -0.362],-100.0,3011180
108.76,,5.5000086,-91.0,55.266342,2.2360847,-92.005035,311750.38,0.05500008,318.2584,9.945087,100.0,0.00031006528,-91.0,100.0,0.008317987,27.87476,0.8317986,0.5526634,8820.517395973206,2.2292633,100,31.92178,3.1006527e-06,234,23400,0.3142101,[ 0.186  0.137  0.072 ... -0.362 -0.247 -0.368],-100.0,3022056
117.5,,1.9995074,-89.0,19.36157,7.894903,-90.005035,4057.2292,0.019995075,197.16574,-48.14434,100.0,7.9597405e-05,-89.0,,0.005854024,-34.03203,0.5854025,0.1936157,8860.53503203392,2.220645,100,31.288975,7.95974e-07,235,23500,0.5071875,[ 0.185  0.137  0.072 ... -0.362 -0.249 -0.36 ],-100.0,3033806
121.57,,0.6306435,-90.0,3.5538042,28.304129,-91.005035,3757.261,0.0063064345,80.44146,-44.87842,100.0,0.0007318574,-90.0,,0.003962431,-35.864323,0.3962431,0.03553804,8896.16871714592,2.2278254,100,30.0,7.318574e-06,236,23600,1.2431401,[ 0.185  0.137  0.072 ... -0.362 -0.25  -0.368],-100.0,3045963
118.43,,0.30139247,-94.0,1.7547469,30.068062,-95.005035,929.9893,0.003013925,73.858765,-27.89483,100.0,0.001732198,-94.0,,0.0019762744,-19.257423,0.19762748,0.01754747,8927.935687541962,2.2148988,100,23.748684,1.732198e-05,237,23700,1.3539355,[ 0.185  0.137  0.072 ... -0.362 -0.246 -0.364],-100.0,3057806
120.81,,0.48775774,-89.0,2.7665565,25.217314,-90.005035,1971.5167,0.004877577,173.38391,-36.363724,100.0,0.00016738879,-89.0,,0.0028323897,-23.129856,0.28323898,0.027665565,8965.85034418106,2.2284582,100,31.288975,1.6738878e-06,238,23800,0.5767548,[ 0.185  0.137  0.072 ... -0.363 -0.263 -0.36 ],-100.0,3069887
112.7,,0.6432192,-89.0,4.1099615,27.94652,-90.005035,3426.987,0.0064321915,70.88381,-44.074604,100.0,0.0011609017,-89.0,,0.0040058573,-35.612938,0.40058568,0.041099615,9001.87018942833,2.225316,100,31.288975,1.1609017e-05,239,23900,1.4107593,[ 0.185  0.137  0.072 ... -0.364 -0.261 -0.349],-100.0,3081157
114.25,,0.76688665,-87.0,5.4481277,18.079245,-88.005035,4706.4556,0.007668866,113.86404,-39.47982,100.0,0.00017008316,-87.0,100.0,0.0036026689,-28.755356,0.36026686,0.054481275,9033.936682224274,2.2206995,100,36.482872,1.7008316e-06,240,24000,0.8782404,[ 0.185  0.137  0.072 ... -0.364 -0.262 -0.351],-100.0,3092582
114.33,,0.43411285,-97.0,2.2256021,28.961576,-98.005035,1854.6378,0.0043411283,207.18486,-41.074966,100.0,0.0007999438,-97.0,,0.002771833,-26.608534,0.2771833,0.02225602,9064.724960327148,2.220933,100,17.058722,7.999438e-06,241,24100,0.48266074,[ 0.185  0.137  0.072 ... -0.364 -0.264 -0.353],-100.0,3104015
113.98,,4.9436975,-93.0,49.624313,2.4291198,-94.005035,3478.2437,0.04943697,155.2711,-40.080017,100.0,0.001284566,-93.0,,0.007800389,-27.556461,0.78003883,0.49624312,9102.462284326553,2.2268462,100,25.514702,1.28456595e-05,242,24200,0.64403486,[ 0.185  0.137  0.072 ... -0.363 -0.261 -0.355],-100.0,3115413
112.89,,0.44799295,-93.0,2.2183685,27.642992,-94.005035,2053.0742,0.0044799293,116.53433,-37.897346,100.0,0.00041895497,-93.0,,0.0027690027,-27.047857,0.27690026,0.022183685,9133.156503915787,2.2282283,100,25.514702,4.1895496e-06,243,24300,0.8581162,[ 0.185  0.137  0.072 ... -0.364 -0.26  -0.351],-100.0,3126702
116.12,,0.6011792,-88.0,2.9773157,31.645596,-89.005035,3484.5505,0.0060117915,60.0274,-44.193275,100.0,0.0010227818,-88.0,,0.0040905084,-36.40651,0.40905085,0.029773155,9164.612544298172,2.2532096,100,32.496155,1.0227818e-05,244,24400,1.6659058,[ 0.185  0.137  0.072 ... -0.365 -0.255 -0.355],-100.0,3138314
113.12,,0.29747546,-88.0,1.7216883,32.53319,-89.005035,886.9782,0.0029747542,88.71062,-28.35704,100.0,0.0018829516,-88.0,,0.00206571,-18.890959,0.20657101,0.017216882,9197.961816072464,2.2444255,100,32.496155,1.8829516e-05,245,24500,1.1272608,[ 0.185  0.137  0.071 ... -0.365 -0.243 -0.341],-100.0,3149626
120.44,,0.45251966,-92.0,3.105358,23.668423,-93.005035,2047.8007,0.0045251963,170.2715,-37.031273,100.0,2.7898675e-06,-92.0,,0.0025198224,-23.916723,0.25198227,0.031053578,9231.121062994003,2.2441976,100,27.12932,2.7898674e-08,246,24600,0.5872973,[ 0.184  0.137  0.071 ... -0.367 -0.244 -0.349],-100.0,3161670
107.89,,0.3990839,-92.0,2.0127978,25.045813,-93.005035,1172.5977,0.0039908392,172.22594,-32.504616,100.0,0.0001495633,-92.0,,0.0023069272,-19.315014,0.23069271,0.020127978,9263.85365819931,2.2441452,100,27.12932,1.495633e-06,247,24700,0.5806326,[ 0.184  0.137  0.071 ... -0.367 -0.242 -0.352],-100.0,3172459
118.6,,0.88203424,-94.0,5.8500853,16.834915,-95.005035,3301.0144,0.008820342,118.17013,-39.072327,100.0,0.00017474404,-94.0,,0.003968445,-28.146954,0.3968445,0.058500852,9299.52855682373,2.2401767,100,23.748684,1.7474404e-06,248,24800,0.84623754,[ 0.185  0.137  0.072 ... -0.366 -0.239 -0.354],-100.0,3184319
106.15,,0.5674878,-98.0,3.0512257,26.344498,-99.005035,3255.9893,0.005674877,154.82378,-46.397053,100.0,0.00016438367,-98.0,,0.0033938987,-33.89155,0.3393899,0.030512257,9333.903832674026,2.2324262,100,14.0,1.6438366e-06,249,24900,0.6458956,[ 0.185  0.137  0.072 ... -0.367 -0.238 -0.36 ],-100.0,3194934
109.1,,0.9400339,-92.0,6.3125725,13.249837,-93.005035,7897.644,0.009400338,207.54132,-46.5855,100.0,0.00059234333,-92.0,,0.0036737837,-32.10663,0.36737838,0.06312572,9368.500364303589,2.2304866,100,27.12932,5.923433e-06,250,25000,0.48183176,[ 0.185  0.137  0.072 ... -0.369 -0.234 -0.371],-100.0,3205844
113.15,,0.58008325,-92.0,2.8196309,29.147882,-93.005035,3208.0083,0.005800833,135.26804,-45.59285,100.0,0.00018317612,-92.0,,0.0037206383,-33.903778,0.37206382,0.028196309,9401.361609697342,2.2336135,100,27.12932,1.8317611e-06,251,25100,0.73927295,[ 0.185  0.137  0.072 ... -0.37  -0.235 -0.373],-100.0,3217159
109.05,,1.394482,-92.0,12.278803,12.471231,-93.005035,5248.4746,0.013944819,106.18519,-45.78551,100.0,0.0004466092,-92.0,,0.0052637123,-35.428978,0.52637124,0.12278803,9444.472619771957,2.2421708,100,27.12932,4.466092e-06,252,25200,0.94175094,[ 0.185  0.137  0.072 ... -0.37  -0.234 -0.37 ],-100.0,3228064
110.05,,0.3606167,-90.0,2.0988607,27.285433,-91.005035,815.57495,0.003606167,127.95383,-28.394756,100.0,5.0078517e-05,-90.0,,0.002209024,-17.026102,0.22090244,0.020988608,9474.877558231354,2.2438695,100,30.0,5.007852e-07,253,25300,0.78153193,[ 0.186  0.137  0.072 ... -0.369 -0.231 -0.364],-100.0,3239069
116.03,,0.9670001,-97.0,5.321438,22.142702,-98.005035,9448.105,0.009670001,148.86505,-63.805058,100.0,0.00012560836,-97.0,,0.0051569412,-51.542564,0.51569414,0.05321438,9509.469630002975,2.23752,100,17.058722,1.2560836e-06,254,25400,0.67174935,[ 0.185  0.137  0.072 ... -0.37  -0.242 -0.352],-100.0,3250672
117.11,,1.0522517,-93.0,5.522747,19.797754,-94.005035,4392.5054,0.010522516,125.378555,-44.41856,100.0,0.0004220299,-93.0,,0.0052279835,-33.164894,0.5227985,0.05522747,9550.563591957092,2.243873,100,25.514702,4.2202987e-06,255,25500,0.79758453,[ 0.186  0.137  0.072 ... -0.369 -0.251 -0.349],-100.0,3262383
116.79,,0.43158224,-97.0,2.6169436,23.280375,-98.005035,1874.3356,0.004315823,150.72885,-35.482346,100.0,0.0002953068,-97.0,,0.0023774172,-23.14333,0.2377417,0.026169436,9584.732383489609,2.250018,100,17.058722,2.953068e-06,256,25600,0.66344297,[ 0.185  0.137  0.072 ... -0.367 -0.256 -0.338],-100.0,3274062
108.69,,0.3840402,-88.0,2.1016893,28.69231,-89.005035,927.1082,0.0038404022,88.41644,-27.51688,100.0,5.9322098e-05,-88.0,,0.0024360784,-18.066507,0.24360785,0.021016892,9616.137340545654,2.2479923,100,32.496155,5.93221e-07,257,25700,1.1310114,[ 0.185  0.137  0.072 ... -0.367 -0.263 -0.325],-100.0,3284931
113.26,,0.81115305,-96.0,6.629261,15.23566,-97.005035,5916.056,0.00811153,185.6041,-44.588528,100.0,3.2682354e-05,-96.0,,0.0034389577,-30.896236,0.3438958,0.06629261,9652.80545949936,2.2441409,100,19.595919,3.2682354e-07,258,25800,0.5387812,[ 0.185  0.137  0.072 ... -0.364 -0.265 -0.325],-100.0,3296257
118.69,,0.49535152,-97.0,2.588259,28.033916,-98.005035,2105.0283,0.0049535153,153.05289,-40.594826,100.0,0.00042491138,-97.0,,0.0030916578,-28.161045,0.30916578,0.025882589,9691.86961197853,2.2414954,100,17.058722,4.2491138e-06,259,25900,0.65336895,[ 0.185  0.137  0.072 ... -0.366 -0.268 -0.326],-100.0,3308126
116.65,,0.42003244,-97.0,2.4057367,24.07145,-98.005035,1072.7205,0.004200324,217.35287,-34.159733,100.0,2.3104156e-05,-97.0,,0.002365001,-19.342567,0.23650011,0.024057366,9727.54149889946,2.245809,100,17.058722,2.3104155e-07,260,26000,0.46008134,[ 0.185  0.137  0.072 ... -0.366 -0.264 -0.332],-100.0,3319791
119.28,,1.3955113,-92.0,12.010912,11.862076,-93.005035,3468.7324,0.013955114,105.69423,-41.786297,100.0,0.00055832136,-92.0,,0.005119556,-31.453733,0.5119556,0.12010912,9764.37760066986,2.2597125,100,27.12932,5.5832134e-06,261,26100,0.94612545,[ 0.185  0.137  0.072 ... -0.368 -0.257 -0.335],-100.0,3331719
117.7,,0.63022166,-92.0,3.9720416,22.567286,-93.005035,4038.5374,0.0063022166,108.470665,-32.869347,100.0,0.0002650531,-92.0,100.0,0.0034022855,-22.401955,0.34022853,0.039720416,9804.47490286827,2.2614393,100,30.594116,2.6505309e-06,262,26200,0.92190826,[ 0.185  0.137  0.072 ... -0.367 -0.246 -0.332],-100.0,3343489
118.72,,0.61337584,-88.0,2.554566,25.841097,-89.005035,3168.3135,0.0061337585,130.48012,-41.039825,100.0,0.0008700546,-88.0,,0.0036207663,-29.559492,0.36207664,0.025545659,9841.385555028915,2.2756157,100,32.496155,8.700546e-06,263,26300,0.7664003,[ 0.185  0.136  0.072 ... -0.369 -0.247 -0.33 ],-100.0,3355361
114.06,,0.8878493,-99.0,5.069435,21.100706,-100.005035,7964.756,0.008878493,198.67863,-60.054707,100.0,9.1646376e-05,-99.0,,0.0045914636,-45.888355,0.45914638,0.05069435,9875.061690092087,2.2659073,100,9.949874,9.1646376e-07,264,26400,0.5033254,[ 0.185  0.136  0.072 ... -0.371 -0.249 -0.314],-100.0,3366767
112.91,,5.0581794,-90.0,50.865986,2.461002,-91.005035,2361.5483,0.05058179,80.00257,-34.84781,100.0,0.0006060163,-90.0,,0.008034541,-25.858335,0.80345404,0.50865984,9911.616513967514,2.2638848,100,30.0,6.060163e-06,265,26500,1.2499598,[ 0.185  0.136  0.072 ... -0.375 -0.254 -0.318],-100.0,3378058
109.78,,0.65072656,-91.0,3.0134854,22.946026,-92.005035,3591.4492,0.0065072654,176.85162,-44.26398,100.0,0.0011796517,-91.0,,0.003551033,-30.89843,0.3551033,0.030134853,9943.51784157753,2.2646487,100,28.618176,1.1796516e-05,266,26600,0.5654458,[ 0.185  0.136  0.072 ... -0.375 -0.254 -0.32 ],-100.0,3389036
106.97,,0.9585362,-92.0,6.7229013,18.13466,-93.005035,9165.589,0.009585362,112.61025,-52.505707,100.0,5.9692222e-05,-92.0,,0.0045114197,-41.840446,0.45114195,0.06722901,9977.156198978424,2.2626941,100,27.12932,5.969222e-07,267,26700,0.8880186,[ 0.185  0.136  0.071 ... -0.376 -0.255 -0.318],-100.0,3399733
110.96,,0.68526286,-92.0,5.8438993,15.049916,-93.005035,1078.2227,0.0068526287,132.0514,-29.493313,100.0,0.00013479382,-92.0,,0.0028843125,-17.94406,0.28843126,0.05843899,10011.381166696548,2.2608087,100,27.12932,1.3479382e-06,268,26800,0.7572808,[ 0.185  0.136  0.072 ... -0.375 -0.26  -0.315],-100.0,3410829
115.08,,0.48429817,-87.0,4.022408,18.497637,-88.005035,2406.861,0.0048429817,69.34294,-29.83144,100.0,0.00070143817,-87.0,,0.0023072031,-21.462248,0.23072033,0.04022408,10046.653506278992,2.27902,100,33.630344,7.0143815e-06,269,26900,1.4421078,[ 0.185  0.136  0.072 ... -0.375 -0.254 -0.323],-100.0,3422337
122.17,,0.71576285,-93.0,5.7093954,21.77618,-94.005035,5000.2837,0.007157628,68.90649,-42.957478,100.0,0.0003275854,-93.0,,0.0037765086,-34.614666,0.37765086,0.05709395,10083.645051717758,2.2526467,100,25.514702,3.275854e-06,270,27000,1.4512422,[ 0.185  0.136  0.071 ... -0.375 -0.24  -0.319],-100.0,3434554
118.42,,0.61888784,-92.0,3.6205215,25.913254,-93.005035,3864.6426,0.006188879,86.080475,-44.115715,100.0,0.000877526,-92.0,,0.003660181,-34.791016,0.36601818,0.036205214,10117.920484542847,2.2258017,100,27.12932,8.77526e-06,271,27100,1.1617036,[ 0.185  0.136  0.071 ... -0.376 -0.254 -0.332],-100.0,3446396
114.58,,2.145044,-94.0,21.292154,4.678174,-95.005035,2274.385,0.021450443,158.7805,-38.27272,100.0,0.0002599379,-94.0,,0.004752021,-25.608425,0.47520202,0.21292154,10155.04940533638,2.2009358,100,23.748684,2.5993788e-06,272,27200,0.62980026,[ 0.185  0.136  0.071 ... -0.375 -0.269 -0.343],-100.0,3457854
112.07,,0.7056126,-91.0,5.721323,15.356317,-92.005035,2004.6119,0.007056126,109.47961,-33.190155,100.0,0.00061553915,-91.0,,0.0030054708,-22.67419,0.30054715,0.05721323,10191.513478755951,2.223687,100,28.618176,6.1553915e-06,273,27300,0.9134121,[ 0.185  0.136  0.072 ... -0.37  -0.285 -0.352],-100.0,3469061
115.13,,0.6913587,-95.0,3.4159088,51.16123,-96.005035,4441.862,0.006913587,3.4349947,-68.440475,100.0,0.050419576,-95.0,,0.0070760595,-66.57777,0.7076061,0.034159087,10225.668861150742,2.249037,100,21.794495,0.00050419575,274,27400,29.112127,[ 0.185  0.136  0.071 ... -0.37  -0.278 -0.336],-100.0,3480574
120.67,,0.4412894,-93.0,2.1355538,26.878302,-94.005035,1857.9369,0.004412894,181.52179,-37.647987,100.0,0.00023683149,-93.0,,0.002675477,-24.10711,0.26754773,0.021355538,10264.937427282333,2.24604,100,25.514702,2.3683149e-06,275,27500,0.5508981,[ 0.185  0.136  0.071 ... -0.372 -0.264 -0.325],-100.0,3492641
117.53,,0.5344499,-93.0,3.8061368,17.962656,-94.005035,2896.7756,0.005344499,218.93578,-39.059155,100.0,0.00041068357,-93.0,,0.0025008435,-24.188135,0.2500843,0.03806137,10300.838074684143,2.2624166,100,25.514702,4.1068356e-06,276,27600,0.45675495,[ 0.185  0.136  0.071 ... -0.371 -0.266 -0.326],-100.0,3504394
111.39,,0.77267987,-95.0,3.665809,21.257006,-96.005035,6015.503,0.0077267988,160.19238,-51.538544,100.0,0.00024399073,-95.0,,0.0040146224,-38.81807,0.40146226,0.03665809,10334.857651233673,2.2516692,100,21.794495,2.4399071e-06,277,27700,0.6242494,[ 0.185  0.136  0.071 ... -0.373 -0.255 -0.321],-100.0,3515533
118.06,,0.51171416,-94.0,3.7784846,16.983946,-95.005035,2659.8499,0.0051171416,126.397484,-33.934223,100.0,0.00095453014,-94.0,,0.0023145454,-22.634922,0.23145455,0.037784845,10368.492061853409,2.2675948,100,23.748684,9.5453015e-06,278,27800,0.791155,[ 0.185  0.137  0.072 ... -0.371 -0.262 -0.324],-100.0,3527339
123.12,,0.7222742,-92.0,4.874795,19.1059,-93.005035,2234.9429,0.007222742,72.01696,-32.95446,100.0,0.0010260757,-92.0,,0.0035101636,-24.425428,0.3510164,0.04874795,10406.609758853912,2.2741363,100,27.12932,1.0260756e-05,279,27900,1.3885618,[ 0.185  0.136  0.072 ... -0.37  -0.262 -0.308],-100.0,3539651
121.33,,0.45238575,-96.0,2.946185,25.78647,-97.005035,2040.369,0.004523857,113.42341,-35.782997,100.0,0.00023189442,-96.0,,0.002666633,-25.079302,0.26666334,0.029461851,10446.141446828842,2.2575834,100,19.595919,2.318944e-06,280,28000,0.88165224,[ 0.185  0.137  0.072 ... -0.369 -0.256 -0.307],-100.0,3551784
115.52,,0.56256807,-93.0,2.6628458,23.034151,-94.005035,3220.8293,0.0056256806,133.043,-41.63584,100.0,0.00012023642,-93.0,,0.0030775995,-30.043308,0.30776,0.026628457,10484.957451820374,2.2529833,100,25.514702,1.2023642e-06,281,28100,0.7516367,[ 0.185  0.137  0.072 ... -0.371 -0.268 -0.313],-100.0,3563336
131.6,,0.46973872,-95.0,2.931957,18.932106,-96.005035,1639.8002,0.004697387,168.4518,-33.00258,100.0,0.00031148968,-95.0,,0.0022700287,-19.958298,0.22700289,0.02931957,10520.833417654037,2.2516725,100,21.794495,3.1148968e-06,282,28200,0.59364164,[ 0.185  0.137  0.072 ... -0.37  -0.27  -0.314],-100.0,3576496
123.09,,0.7997866,-95.0,5.2748117,16.514833,-96.005035,4009.5098,0.007997866,228.25218,-45.333447,100.0,0.001004555,-95.0,,0.003557186,-30.149319,0.3557186,0.052748118,10558.678216218948,2.2585633,100,21.794495,1.004555e-05,283,28300,0.4381119,[ 0.185  0.137  0.071 ... -0.37  -0.273 -0.313],-100.0,3588805
120.86,,0.40254825,-96.0,2.3212755,27.18566,-97.005035,1206.0015,0.0040254826,90.45439,-31.74875,100.0,0.0012303207,-96.0,,0.0024596849,-22.190086,0.24596848,0.023212755,10595.51733636856,2.2561421,100,19.595919,1.2303206e-05,284,28400,1.1055295,[ 0.185  0.137  0.072 ... -0.368 -0.264 -0.315],-100.0,3600891
125.81,,0.44230452,-98.0,2.2395844,23.27635,-99.005035,1981.4231,0.0044230446,153.90945,-36.458916,100.0,0.00017064677,-98.0,,0.0024362071,-23.990393,0.2436207,0.022395844,10632.509656906128,2.2499988,100,14.0,1.7064677e-06,285,28500,0.64973265,[ 0.185  0.137  0.072 ... -0.368 -0.266 -0.316],-100.0,3613472
123.41,,0.2884438,-95.0,1.7384839,33.601658,-96.005035,856.21014,0.0028844383,108.36586,-30.418179,100.0,0.00028673615,-95.0,,0.0020519323,-19.955843,0.20519322,0.017384838,10668.197403430939,2.2411973,100,21.794495,2.8673614e-06,286,28600,0.9227999,[ 0.185  0.137  0.072 ... -0.369 -0.273 -0.315],-100.0,3625813
114.77,,0.29350787,-99.0,1.8048532,31.047047,-100.005035,870.1768,0.0029350787,135.11732,-31.377277,100.0,0.00013896804,-99.0,,0.0019694883,-19.694721,0.19694886,0.018048532,10704.126221895218,2.2253695,100,9.949874,1.3896804e-06,287,28700,0.7400975,[ 0.186  0.137  0.073 ... -0.365 -0.283 -0.314],-100.0,3637290
127.28,,1.1315509,-97.0,10.1946945,10.610479,-98.005035,3136.6118,0.011315509,147.50137,-40.486607,100.0,0.0004998343,-97.0,,0.0038985068,-28.280409,0.3898507,0.10194694,10746.125468730927,2.2314994,100,17.058722,4.998343e-06,288,28800,0.6779598,[ 0.185  0.137  0.073 ... -0.366 -0.292 -0.321],-100.0,3650018
136.26,,0.40466624,-98.0,1.9309127,29.680576,-99.005035,1662.4634,0.0040466622,78.78747,-35.001633,100.0,0.00072445103,-98.0,,0.0026290296,-26.080685,0.26290298,0.019309128,10789.299738168716,2.2375906,100,14.0,7.24451e-06,289,28900,1.2692374,[ 0.185  0.137  0.073 ... -0.366 -0.286 -0.32 ],-100.0,3663644
129.15,,0.52142316,-96.0,2.3799567,24.069149,-97.005035,2757.827,0.005214232,184.39906,-42.47099,100.0,5.0045433e-05,-96.0,,0.0029356992,-28.823217,0.29356992,0.023799567,10829.284039258957,2.2265456,100,19.595919,5.0045435e-07,290,29000,0.54230213,[ 0.184  0.137  0.072 ... -0.368 -0.283 -0.317],-100.0,3676559
136.02,,0.68651813,-96.0,4.553077,18.103537,-97.005035,4776.033,0.006865181,193.37906,-44.980614,100.0,0.00014333424,-96.0,,0.0032277594,-31.004478,0.32277596,0.04553077,10871.862260341644,2.2207708,100,19.595919,1.4333424e-06,291,29100,0.51711905,[ 0.184  0.137  0.072 ... -0.37  -0.286 -0.326],-100.0,3690161
121.15,,0.49754775,-98.0,3.7646782,23.618624,-99.005035,2506.828,0.0049754777,141.45245,-39.165123,100.0,0.00021001606,-98.0,,0.0027667398,-27.21183,0.27667397,0.03764678,10908.920748472214,2.222724,100,14.0,2.1001606e-06,292,29200,0.7069513,[ 0.184  0.137  0.072 ... -0.371 -0.294 -0.323],-100.0,3702276
122.53,,0.65543866,-97.0,3.3082812,26.486975,-98.005035,3487.5068,0.0065543866,88.19531,-45.44861,100.0,0.0010045535,-97.0,,0.003934288,-36.01006,0.39342877,0.03308281,10946.009497880936,2.23318,100,17.058722,1.00455345e-05,293,29300,1.1338471,[ 0.184  0.137  0.072 ... -0.372 -0.289 -0.326],-100.0,3714529
127.12,,1.1387243,-98.0,10.763139,12.908384,-99.005035,2232.8203,0.011387242,162.85309,-45.898754,100.0,0.00012017521,-98.0,,0.004383957,-33.073074,0.43839577,0.107631385,10979.0096077919,2.2363458,100,14.0,1.2017521e-06,294,29400,0.6140504,[ 0.184  0.137  0.072 ... -0.371 -0.285 -0.319],-100.0,3727241
126.75,,0.38278678,-98.0,2.3410797,28.987823,-99.005035,1411.8383,0.0038278676,74.55969,-32.008976,100.0,0.00012891073,-98.0,,0.0024456722,-23.330679,0.24456725,0.023410797,11015.902728319168,2.2275424,100,14.0,1.2891073e-06,295,29500,1.3412073,[ 0.184  0.137  0.072 ... -0.371 -0.283 -0.318],-100.0,3739916
123.39,,0.59614986,-97.0,3.115869,28.042118,-98.005035,3468.1716,0.0059614982,100.61052,-45.016106,100.0,0.0001421544,-97.0,,0.0037215308,-34.935093,0.3721531,0.03115869,11055.457906246185,2.2237039,100,17.058722,1.421544e-06,296,29600,0.99393183,[ 0.184  0.136  0.072 ... -0.372 -0.284 -0.326],-100.0,3752255
129.52,,0.8350246,-96.0,5.057674,23.598152,-97.005035,7067.452,0.008350246,102.09284,-56.275715,100.0,2.9377338e-06,-96.0,,0.0046407296,-46.120712,0.464073,0.05057674,11093.130493402481,2.2265615,100,19.595919,2.9377338e-08,297,29700,0.9795006,[ 0.184  0.136  0.072 ... -0.372 -0.289 -0.325],-100.0,3765207
132.28,,0.31621477,-98.0,1.9794606,37.062912,-99.005035,1010.35394,0.0031621477,92.720764,-33.936794,100.0,0.00049275166,-98.0,,0.0024266026,-24.25912,0.24266025,0.019794606,11133.150592803955,2.2268329,100,14.0,4.9275163e-06,298,29800,1.0785071,[ 0.184  0.137  0.072 ... -0.37  -0.284 -0.327],-100.0,3778435
124.57,,1.421565,-98.0,12.1832285,12.850458,-99.005035,6627.8535,0.01421565,98.574875,-51.783043,100.0,5.9466878e-05,-98.0,,0.0054587545,-41.80454,0.5458754,0.12183228,11168.685038805008,2.226346,100,14.0,5.946688e-07,299,29900,1.0144573,[ 0.184  0.136  0.073 ... -0.371 -0.284 -0.327],-100.0,3790892
124.64,,5.906409,-96.0,59.461983,2.1623676,-97.005035,359186.6,0.059064083,108.58464,20.703056,100.0,0.00061326363,-96.0,100.0,0.008780823,31.17595,0.87808245,0.5946198,11212.477896213531,2.1953082,100,24.166092,6.1326364e-06,300,30000,0.9209406,[ 0.184  0.137  0.073 ... -0.372 -0.287 -0.325],-100.0,3803356
128.29,,0.55222946,-99.0,3.2265356,31.61507,-100.005035,3082.4,0.005522294,147.20314,-49.714123,100.0,0.0003149766,-99.0,,0.0037547965,-37.52027,0.37547967,0.032265354,11257.277453899384,2.1854746,100,9.949874,3.1497661e-06,301,30100,0.6793333,[ 0.183  0.137  0.073 ... -0.371 -0.313 -0.329],-100.0,3816185
125.43,,0.52702844,-99.0,3.7163084,15.157369,-100.005035,2806.7485,0.005270284,186.62912,-35.980114,100.0,0.0005650436,-99.0,,0.0022276088,-22.250063,0.22276089,0.037163083,11298.666401386261,2.1815672,100,9.949874,5.650436e-06,302,30200,0.53582203,[ 0.183  0.137  0.073 ... -0.371 -0.311 -0.342],-100.0,3828728
120.37,,0.60630155,-99.0,2.7752388,32.422825,-100.005035,3713.9648,0.006063015,135.21301,-53.67353,100.0,0.0005622321,-99.0,,0.0041996595,-41.98684,0.41996592,0.027752386,11333.828551769257,2.171876,100,9.949874,5.6223207e-06,303,30300,0.7395738,[ 0.184  0.137  0.074 ... -0.37  -0.314 -0.343],-100.0,3840765
123.79,,0.49149656,-99.0,3.1335487,29.76409,-100.005035,2447.7502,0.0049149655,210.50258,-46.41933,100.0,0.0004958386,-99.0,,0.0031995373,-31.837532,0.31995374,0.031335488,11371.33937549591,2.1828372,100,9.949874,4.958386e-06,304,30400,0.47505355,[ 0.183  0.138  0.072 ... -0.374 -0.313 -0.353],-100.0,3853144
133.03,,0.6144678,-97.0,3.5187423,38.942905,-98.005035,2930.6152,0.0061446773,76.43255,-53.861458,100.0,2.5826773e-06,-97.0,,0.0049073296,-45.074844,0.49073297,0.035187423,11409.37480354309,2.1777341,100,17.058722,2.5826772e-08,305,30500,1.3083432,[ 0.183  0.138  0.073 ... -0.375 -0.3   -0.355],-100.0,3866447
