ReturnStepMaxmin,InitialReturnMax,MeanIWNorm,TimestepsSoFar,MeanIW,ESSClassic,EpRewMean,Weights,InitialBound,InitialReturnMin,InitialReturnStd,MeanEntropy,Bound,ESSRenyi,EmpiricalD2,J_sample_variance,MaxIWNorm,MinIW,EpThisIter,InitialReturnMean,TimeElapsed,ReturnStepMax,ReturnMeanIW,MaxIW,EpLenMean,StdIWNorm,MinIWNorm,StdIW,Iteration,EpisodesSoFar
,,0.0038111978,10492,0.38111973,34.06674,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],-102.333336,-100.0,9.949874,2.7941804,-54.551453,4.028658,24.82216,2849.676,0.0336833,0.00062902935,100,-99.0,26.055538415908813,100.0,-37.94417,3.36833,104.92,0.0053021056,6.290293e-06,0.5302106,1,100
,,0.0044162865,21186,0.4416287,32.525177,-99.0,[ 0.186 -0.108 -0.135 ... -0.395 -0.055  0.012],-102.333336,-100.0,9.949874,2.8092887,-58.64039,5.2201467,19.15655,4095.6748,0.044172294,0.0069210525,100,-99.0,112.53789234161377,100.0,-44.05099,4.4172297,106.94,0.006360897,6.9210524e-05,0.6360897,2,200
,,0.004356726,31885,0.43567264,27.758907,-99.0,[ 0.185 -0.107 -0.135 ... -0.397 -0.055  0.026],-102.333336,-100.0,9.949874,2.7615013,-53.07306,6.012337,16.632467,3644.1038,0.040885143,0.013083294,100,-99.0,173.3217396736145,100.0,-39.47875,4.0885143,106.99,0.0070283157,0.00013083294,0.70283157,3,300
,,0.006523417,42623,0.65234166,46.941856,-98.0,[ 0.185 -0.108 -0.134 ... -0.396 -0.047 -0.03 ],-101.333336,-100.0,14.0,2.798131,-73.87335,7.4323306,13.45473,4652.6514,0.031499084,0.0090345135,100,-98.0,239.04187107086182,100.0,-61.646458,3.1499085,107.38,0.0069353916,9.034514e-05,0.69353926,4,400
100.0,-100.0,0.004167245,52920,0.41672447,27.899887,-100.0,[ 0.186 -0.108 -0.135 ... -0.399 -0.039 -0.001],-103.333336,-100.0,,2.7771566,-56.54567,5.0228186,19.90914,4533.11,0.0457734,0.0021462494,100,-100.0,315.3291349411011,100.0,-41.672447,4.57734,102.97,0.006699089,2.1462494e-05,0.6699089,5,500
100.0,-100.0,0.004361566,63218,0.43615663,26.323603,-100.0,[ 0.185 -0.108 -0.134 ... -0.399 -0.059 -0.002],-103.333336,-100.0,,2.7911994,-60.177616,4.05074,24.686848,5378.147,0.04585774,0.003119658,100,-100.0,396.7459545135498,100.0,-43.61566,4.585774,102.98,0.0072968253,3.1196578e-05,0.7296825,6,600
100.0,-100.0,0.0036487407,73851,0.36487406,45.632748,-100.0,[ 0.185 -0.108 -0.135 ... -0.395 -0.059  0.012],-103.333336,-100.0,,2.8497782,-52.87766,4.1360545,24.177631,1602.1812,0.02043399,0.0016436519,100,-100.0,473.55170464515686,100.0,-36.487408,2.043399,106.33,0.0039826618,1.6436517e-05,0.39826617,7,700
100.0,-100.0,0.005041295,84786,0.5041295,38.876907,-100.0,[ 0.186 -0.106 -0.137 ... -0.394 -0.071  0.083],-103.333336,-100.0,,2.8211737,-64.98722,5.230991,19.116837,4036.1064,0.033744536,0.0003970363,100,-100.0,542.2918303012848,100.0,-50.412952,3.3744538,109.35,0.0063211904,3.9703627e-06,0.6321191,8,800
,,0.004118096,96177,0.41180956,25.027887,-99.0,[ 0.186 -0.105 -0.138 ... -0.393 -0.082  0.065],-102.333336,-100.0,9.949874,2.8094614,-55.12533,5.41249,18.475784,5148.2686,0.049372338,0.0037015758,100,-99.0,612.6801724433899,100.0,-40.79751,4.937234,113.91,0.0071274503,3.7015758e-05,0.7127451,9,900
,,0.005312669,108705,0.53126687,46.851048,-99.0,[ 0.185 -0.105 -0.139 ... -0.397 -0.082  0.054],-102.333336,-100.0,9.949874,2.812329,-68.392456,4.7550654,21.030205,3236.3435,0.026612516,0.0046913773,100,-99.0,677.2342894077301,100.0,-53.106224,2.6612518,125.28,0.005658487,4.691377e-05,0.56584877,10,1000
,,0.0041787475,120390,0.41787475,28.27432,-98.0,[ 0.185 -0.105 -0.138 ... -0.399 -0.085  0.06 ],-101.333336,-100.0,14.0,2.8396614,-57.39991,4.3537188,22.96887,4494.807,0.034167126,0.00397643,100,-98.0,744.1462297439575,100.0,-41.42463,3.4167125,116.85,0.0066556013,3.9764298e-05,0.6655602,11,1100
,,0.0031630958,131638,0.31630957,40.685802,-98.0,[ 0.186 -0.105 -0.138 ... -0.4   -0.061  0.063],-101.333336,-100.0,14.0,2.8332531,-45.70295,4.7852,20.897768,1436.8021,0.022126509,0.004985753,100,-98.0,821.0977792739868,100.0,-30.464926,2.212651,112.48,0.0038191807,4.985753e-05,0.3819181,12,1200
,,0.004970943,142831,0.49709433,28.594471,-99.0,[ 0.186 -0.106 -0.138 ... -0.396 -0.053  0.049],-102.333336,-100.0,9.949874,2.8614993,-65.272736,4.3089576,23.20747,6257.6406,0.046827998,0.0016990694,100,-99.0,890.2423663139343,100.0,-49.214687,4.6828,111.93,0.007855317,1.6990694e-05,0.7855317,13,1300
,,0.0048305173,154250,0.48305172,27.149458,-97.0,[ 0.186 -0.105 -0.138 ... -0.397 -0.048  0.072],-100.333336,-100.0,17.058722,2.8561962,-67.87771,2.8637369,34.91941,6336.0454,0.05663679,0.0007162134,100,-97.0,947.1441478729248,100.0,-48.18016,5.663679,114.19,0.007912786,7.162134e-06,0.79127866,14,1400
,,0.0034447508,165679,0.3444751,33.05685,-98.0,[ 0.186 -0.105 -0.139 ... -0.401 -0.066  0.084],-101.333336,-100.0,14.0,2.8340404,-49.528965,4.728692,21.147497,2440.6948,0.020112712,0.0011432022,100,-98.0,1003.1714072227478,100.0,-34.20016,2.0112712,114.29,0.004902078,1.1432022e-05,0.4902078,15,1500
,,0.0044027558,176866,0.44027558,29.168022,-99.0,[ 0.186 -0.105 -0.139 ... -0.401 -0.096  0.092],-102.333336,-100.0,9.949874,2.8027203,-62.394085,3.2245166,31.0124,4768.38,0.040931754,0.0046187057,100,-99.0,1061.0431933403015,100.0,-43.831158,4.0931754,111.87,0.006860975,4.6187055e-05,0.68609744,16,1600
,100.0,0.005825633,189862,0.58256334,42.675518,-95.0,[ 0.186 -0.105 -0.138 ... -0.4   -0.106  0.07 ],-98.333336,-100.0,25.980762,2.7492464,-60.340637,10.810983,9.249853,5283.14,0.031210415,0.009600452,100,-95.0,1111.8620450496674,100.0,-50.202778,3.1210415,129.96,0.006751867,9.600452e-05,0.6751867,17,1700
100.0,-100.0,0.0036665509,201381,0.36665508,35.283966,-100.0,[ 0.185 -0.105 -0.138 ... -0.4   -0.123  0.035],-103.333336,-100.0,,2.7627916,-51.304222,5.185036,19.286268,2490.661,0.02414911,0.0016664178,100,-100.0,1169.9167265892029,100.0,-36.66551,2.414911,115.19,0.0049656364,1.6664178e-05,0.4965636,18,1800
100.0,-100.0,0.004476712,213079,0.4476712,34.307457,-100.0,[ 0.184 -0.105 -0.137 ... -0.401 -0.132  0.057],-103.333336,-100.0,,2.796188,-58.944374,5.528066,18.089508,3876.24,0.03434421,0.0033353856,100,-100.0,1232.7287573814392,100.0,-44.76712,3.434421,116.98,0.006194738,3.3353856e-05,0.6194738,19,1900
,,0.0057570166,224913,0.57570165,25.154911,-95.0,[ 0.183 -0.104 -0.138 ... -0.405 -0.108  0.066],-98.333336,-100.0,21.794495,2.8595855,-60.702118,5.8750587,17.021107,3774.9849,0.08360966,0.00366477,100,-95.0,1281.231822013855,100.0,-46.9499,8.360967,118.34,0.0099304225,3.66477e-05,0.9930423,20,2000
,,0.004585784,236848,0.4585784,37.25705,-94.0,[ 0.185 -0.106 -0.139 ... -0.406 -0.08   0.102],-97.333336,-100.0,23.748684,2.8293562,-54.23439,8.963941,11.155808,3563.4626,0.03324696,0.0030516211,100,-94.0,1330.183739900589,100.0,-43.100952,3.3246963,119.35,0.005951026,3.051621e-05,0.5951026,21,2100
,,0.0069126254,247885,0.6912626,21.57842,-96.0,[ 0.184 -0.105 -0.14  ... -0.407 -0.098  0.09 ],-99.333336,-100.0,19.595919,2.8290193,-71.13525,6.7471514,14.82107,8118.875,0.10342087,0.01580249,100,-96.0,1385.7181904315948,100.0,-58.30253,10.342087,110.37,0.013178044,0.0001580249,1.3178046,22,2200
,,0.0032770382,258556,0.32770386,32.588005,-99.0,[ 0.184 -0.106 -0.14  ... -0.41  -0.096  0.088],-102.333336,-100.0,9.949874,2.8016388,-55.241226,2.1963797,45.52947,2245.2644,0.02275449,0.0018561181,100,-99.0,1443.4462175369263,100.0,-32.749386,2.275449,106.71,0.004713258,1.856118e-05,0.4713258,23,2300
,,0.005286298,269177,0.52862984,29.41208,-97.0,[ 0.184 -0.106 -0.14  ... -0.408 -0.104  0.068],-100.333336,-100.0,17.058722,2.7507117,-67.45333,3.955928,25.278519,6647.856,0.041945294,0.003412402,100,-97.0,1503.3699452877045,100.0,-50.694084,4.1945295,106.21,0.008189436,3.412402e-05,0.8189436,24,2400
,,0.0033569378,279585,0.33569378,41.557957,-99.0,[ 0.184 -0.106 -0.14  ... -0.41  -0.132  0.044],-102.333336,-100.0,9.949874,2.7947073,-52.63224,2.973129,33.634598,1611.6063,0.019625377,0.0019366702,100,-99.0,1557.3913917541504,100.0,-33.300457,1.9625376,104.08,0.0039808787,1.9366702e-05,0.39808786,25,2500
,,0.0057644653,289810,0.5764466,28.066679,-95.0,[ 0.185 -0.105 -0.141 ... -0.409 -0.121  0.078],-98.333336,-100.0,21.794495,2.829019,-66.13073,10.590094,9.442787,8727.933,0.08160739,0.015396714,100,-95.0,1610.9742197990417,100.0,-55.887688,8.160739,102.25,0.009228446,0.00015396714,0.92284465,26,2600
,100.0,0.014565459,300332,1.4565461,8.327458,-95.0,[ 0.185 -0.106 -0.141 ... -0.41  -0.108  0.099],-98.333336,-100.0,25.980762,2.838792,-42.60179,14.951118,6.6884627,208997.23,0.4438748,0.024738183,100,-95.0,1675.1303308010101,100.0,-33.981102,44.38748,105.22,0.048326753,0.00024738183,4.8326755,27,2700
,,0.0050534415,310122,0.50534415,36.29347,-96.0,[ 0.184 -0.106 -0.141 ... -0.413 -0.107  0.108],-99.333336,-100.0,19.595919,2.8192246,-55.024796,6.6784654,14.973499,2109.549,0.0464867,0.0024297726,100,-96.0,1735.4822812080383,100.0,-42.12626,4.64867,97.9,0.006695222,2.4297726e-05,0.66952217,28,2800
,,0.0064505716,320667,0.6450572,33.017372,-97.0,[ 0.184 -0.105 -0.141 ... -0.411 -0.144  0.125],-100.333336,-100.0,17.058722,2.812486,-73.7775,11.317643,8.835762,8590.401,0.06979768,0.0018272989,100,-97.0,1788.3860268592834,100.0,-63.869164,6.979768,105.45,0.009187726,1.827299e-05,0.91877276,29,2900
,,0.0044708974,331621,0.4470897,25.557467,-97.0,[ 0.184 -0.105 -0.141 ... -0.412 -0.15   0.124],-100.333336,-100.0,17.058722,2.799688,-62.452354,3.4409542,29.061707,5899.659,0.03591075,0.00073254586,100,-97.0,1830.6163969039917,100.0,-44.48272,3.5910754,109.54,0.007630382,7.3254582e-06,0.7630383,30,3000
,,0.0051998585,342281,0.5199858,39.876232,-95.0,[ 0.183 -0.105 -0.14  ... -0.412 -0.172  0.134],-98.333336,-100.0,21.794495,2.807685,-60.918045,6.904391,14.483537,3917.7466,0.03729609,0.0023952997,100,-95.0,1880.9064936637878,100.0,-48.232296,3.729609,106.6,0.0063849497,2.3952996e-05,0.638495,31,3100
,,0.002864977,352850,0.28649768,35.793617,-97.0,[ 0.183 -0.105 -0.14  ... -0.411 -0.162  0.132],-100.333336,-100.0,17.058722,2.7178195,-45.29118,3.8569462,25.927248,1501.2451,0.02047882,0.0002699145,100,-97.0,1927.3661723136902,100.0,-28.318245,2.047882,105.69,0.0038371384,2.699145e-06,0.38371384,32,3200
,,0.003128154,364139,0.31281543,32.14212,-96.0,[ 0.185 -0.105 -0.14  ... -0.406 -0.215  0.095],-99.333336,-100.0,19.595919,2.6443033,-44.909534,4.391039,22.773655,2050.6138,0.023739323,0.0019445672,100,-96.0,1994.6060602664948,100.0,-29.002285,2.3739324,112.89,0.004545179,1.9445672e-05,0.45451793,33,3300
100.0,-100.0,0.0052770595,374759,0.5277059,43.9999,-100.0,[ 0.184 -0.104 -0.14  ... -0.408 -0.256  0.062],-103.333336,-100.0,,2.6279466,-64.87143,7.587985,13.178729,3580.0217,0.02708114,0.0011962664,100,-100.0,2049.9298989772797,100.0,-52.770588,2.708114,106.2,0.005953336,1.1962664e-05,0.59533364,34,3400
,,0.0053572543,385658,0.5357254,25.432657,-96.0,[ 0.184 -0.104 -0.141 ... -0.409 -0.255  0.045],-99.333336,-100.0,19.595919,2.6188993,-68.90139,4.228945,23.64656,8534.482,0.06544071,0.0005339982,100,-96.0,2114.7579374313354,100.0,-52.692146,6.544071,108.99,0.009173197,5.3399817e-06,0.9173197,35,3500
,,0.0034576242,396738,0.34576243,21.684853,-98.0,[ 0.184 -0.104 -0.142 ... -0.412 -0.268  0.049],-101.333336,-100.0,14.0,2.590574,-55.177864,2.5232453,39.6315,4380.163,0.04816915,0.00048898795,100,-98.0,2177.310195207596,100.0,-34.193344,4.816915,110.8,0.0065708645,4.889879e-06,0.65708643,36,3600
,100.0,0.004861399,407211,0.4861399,32.71121,-95.0,[ 0.182 -0.103 -0.14  ... -0.417 -0.313  0.066],-98.333336,-100.0,25.980762,2.524418,-53.880623,19.166246,5.2175055,4919.5796,0.045238987,0.003966569,100,-95.0,2241.5554053783417,100.0,-46.26667,4.5238986,104.73,0.0069724326,3.966569e-05,0.6972433,37,3700
,100.0,0.0028629364,418429,0.28629363,43.451176,-97.0,[ 0.182 -0.104 -0.139 ... -0.416 -0.375  0.061],-100.333336,-100.0,22.15852,2.5225089,-43.08791,5.257644,19.019926,1082.0303,0.015351023,0.0013073136,100,-97.0,2299.1900537014008,100.0,-28.550629,1.5351022,112.18,0.0032660498,1.3073135e-05,0.326605,38,3800
,,0.0058019403,428678,0.5801941,33.451965,-96.0,[ 0.182 -0.103 -0.141 ... -0.413 -0.373  0.058],-99.333336,-100.0,19.595919,2.518495,-62.87078,10.866454,9.202634,5161.122,0.047531325,0.0064325035,100,-96.0,2363.249438047409,100.0,-52.75883,4.753133,102.49,0.008183331,6.432503e-05,0.8183331,39,3900
