InitialReturnMax,MeanIW,RewardCompression,ReturnStepMax,Iteration,ReturnMeanIW,EpisodesSoFar,EpRewMean,TimeElapsed,Weights,InitialReturnMean,StdIW,MaxIW,InitialReturnMin,EmpiricalD2,ReturnStepMaxmin,Bound,EpThisIter,MeanEntropy,ESSRenyi,ESSClassic,MinIW,InitialBound,InitialReturnStd,EpLenMean,TimestepsSoFar
,1.0,0.98,100.0,93,-50.0,9300,-96.0,2618.847627401352,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,108.34,1028698
,1.0,0.98,100.0,94,-50.0,9400,-99.0,2648.312506914139,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,108.38,1039536
,1.0,0.98,100.0,95,-50.0,9500,-98.0,2676.292382001877,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.85,1050421
,1.0,0.98,100.0,96,-50.0,9600,-98.0,2699.336738348007,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.97,1061418
,1.0,0.98,100.0,97,-50.0,9700,-98.0,2719.9394130706787,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,106.6,1072078
,1.0,0.98,100.0,98,-50.0,9800,-94.0,2744.117063999176,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-94.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,23.74868392944336,115.07,1083585
,1.0,0.98,100.0,99,-50.0,9900,-97.0,2761.9907093048096,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,107.66,1094351
,1.0,0.98,100.0,100,-50.0,10000,-99.0,2783.892388343811,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.54,1105105
,1.0,0.98,100.0,101,-50.0,10100,-99.0,2806.5320875644684,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,105.4,1115645
,1.0,0.98,100.0,102,-50.0,10200,-98.0,2834.1465122699738,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.26,1126471
-100.0,1.0,0.99,100.0,103,-100.0,10300,-100.0,2859.052387714386,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,108.51,1137322
,1.0,0.98,100.0,104,-50.0,10400,-98.0,2883.596261024475,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.68,1148190
,1.0,0.98,100.0,105,-50.0,10500,-94.0,2912.230050086975,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-94.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,23.74868392944336,112.36,1159426
,1.0,0.98,100.0,106,-50.0,10600,-96.0,2940.3904254436493,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,112.86,1170712
,1.0,0.98,100.0,107,-50.0,10700,-99.0,2970.2082965373993,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.41,1181653
,1.0,0.98,100.0,108,-50.0,10800,-97.0,2998.406117916107,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.08,1192561
,1.0,0.98,100.0,109,-50.0,10900,-98.0,3023.152507543564,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,107.44,1203305
100.0,1.0,0.97,100.0,110,,11000,-95.0,3044.081016778946,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-95.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,25.980762481689453,111.97,1214502
,1.0,0.98,100.0,111,-50.0,11100,-99.0,3076.5001816749573,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,110.33,1225535
,1.0,0.98,100.0,112,-50.0,11200,-98.0,3100.600136756897,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.91,1236426
,1.0,0.98,100.0,113,-50.0,11300,-98.0,3129.506593942642,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,112.48,1247674
-100.0,1.0,0.99,100.0,114,-100.0,11400,-100.0,3153.0752441883087,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,105.23,1258197
,1.0,0.98,100.0,115,-50.0,11500,-99.0,3177.9426527023315,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,108.95,1269092
,1.0,0.98,100.0,116,-50.0,11600,-99.0,3214.3791828155518,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,118.73,1280965
,1.0,0.98,100.0,117,-50.0,11700,-98.0,3242.240576028824,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,107.44,1291709
,1.0,0.98,100.0,118,-50.0,11800,-98.0,3271.332138776779,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,105.76,1302285
,1.0,0.98,100.0,119,-50.0,11900,-96.0,3300.1190156936646,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,113.14,1313599
,1.0,0.98,100.0,120,-50.0,12000,-98.0,3330.6225452423096,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,111.63,1324762
,1.0,0.98,100.0,121,-50.0,12100,-96.0,3352.3223283290863,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,108.91,1335653
,1.0,0.98,100.0,122,-50.0,12200,-99.0,3375.8818147182465,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,102.32,1345885
,1.0,0.98,100.0,123,-50.0,12300,-99.0,3399.2063796520233,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,108.52,1356737
,1.0,0.98,100.0,124,-50.0,12400,-97.0,3429.8685669898987,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.88,1367625
,1.0,0.98,100.0,125,-50.0,12500,-99.0,3454.9768242836,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.38,1378363
-100.0,1.0,0.99,100.0,126,-100.0,12600,-100.0,3485.433010339737,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,112.0,1389563
,1.0,0.98,100.0,127,-50.0,12700,-98.0,3516.2099165916443,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,114.28,1400991
,1.0,0.98,100.0,128,-50.0,12800,-98.0,3539.6947660446167,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,111.87,1412178
,1.0,0.98,100.0,129,-50.0,12900,-99.0,3560.85272026062,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,108.77,1423055
100.0,1.0,0.97,100.0,130,,13000,-94.0,3590.9088048934937,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-94.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,27.64055061340332,111.2,1434175
,1.0,0.98,100.0,131,-50.0,13100,-98.0,3617.5246274471283,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,107.02,1444877
,1.0,0.98,100.0,132,-50.0,13200,-98.0,3637.583869934082,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,114.38,1456315
100.0,1.0,0.97,100.0,133,,13300,-97.0,3664.1400423049927,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,22.158519744873047,107.88,1467103
,1.0,0.98,100.0,134,-50.0,13400,-98.0,3686.6318876743317,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,111.04,1478207
,1.0,0.98,100.0,135,-50.0,13500,-98.0,3708.192289829254,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,107.5,1488957
,1.0,0.98,100.0,136,-50.0,13600,-97.0,3736.233205318451,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,111.75,1500132
,1.0,0.98,100.0,137,-50.0,13700,-99.0,3763.0489168167114,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,114.51,1511583
,1.0,0.98,100.0,138,-50.0,13800,-98.0,3794.9282097816467,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,112.61,1522844
,1.0,0.98,100.0,139,-50.0,13900,-97.0,3818.458237171173,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,111.53,1533997
,1.0,0.98,100.0,140,-50.0,14000,-98.0,3844.964595079422,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,106.06,1544603
,1.0,0.98,100.0,141,-50.0,14100,-96.0,3871.820137500763,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,109.56,1555559
,1.0,0.98,100.0,142,-50.0,14200,-99.0,3892.0375669002533,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,105.2,1566079
,1.0,0.98,100.0,143,-50.0,14300,-96.0,3920.8082728385925,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,109.57,1577036
-100.0,1.0,0.99,100.0,144,-100.0,14400,-100.0,3943.9254145622253,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,106.8,1587716
,1.0,0.98,100.0,145,-50.0,14500,-97.0,3977.7566554546356,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,112.6,1598976
,1.0,0.98,100.0,146,-50.0,14600,-98.0,4006.486303091049,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,104.92,1609468
,1.0,0.98,100.0,147,-50.0,14700,-96.0,4031.0255682468414,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,108.92,1620360
100.0,1.0,0.98,100.0,148,,14800,-98.0,4056.9973752498627,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,19.899747848510742,111.65,1631525
,1.0,0.98,100.0,149,-50.0,14900,-97.0,4089.376041650772,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,112.17,1642742
,1.0,0.98,100.0,150,-50.0,15000,-98.0,4110.0148277282715,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,115.32,1654274
-100.0,1.0,0.99,100.0,151,-100.0,15100,-100.0,4136.272007465363,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,109.04,1665178
,1.0,0.98,100.0,152,-50.0,15200,-97.0,4157.95725274086,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.63,1676041
100.0,1.0,0.97,100.0,153,,15300,-95.0,4183.048110961914,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-95.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,25.980762481689453,110.16,1687057
,1.0,0.98,100.0,154,-50.0,15400,-94.0,4205.72846865654,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-94.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,23.74868392944336,108.0,1697857
-100.0,1.0,0.99,100.0,155,-100.0,15500,-100.0,4221.971937417984,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,102.71,1708128
,1.0,0.98,100.0,156,-50.0,15600,-98.0,4248.084510087967,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,105.66,1718694
,1.0,0.98,100.0,157,-50.0,15700,-98.0,4272.992236852646,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,106.56,1729350
,1.0,0.98,100.0,158,-50.0,15800,-99.0,4303.913879156113,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.22,1740272
100.0,1.0,0.97,100.0,159,,15900,-96.0,4329.09451508522,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,24.166091918945312,109.91,1751263
,1.0,0.98,100.0,160,-50.0,16000,-98.0,4350.7456295490265,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,110.39,1762302
,1.0,0.98,100.0,161,-50.0,16100,-98.0,4378.716596126556,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.59,1773161
,1.0,0.98,100.0,162,-50.0,16200,-96.0,4403.536970615387,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,109.93,1784154
,1.0,0.98,100.0,163,-50.0,16300,-99.0,4427.863218545914,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,109.74,1795128
,1.0,0.98,100.0,164,-50.0,16400,-99.0,4451.993547677994,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,111.55,1806283
-100.0,1.0,0.99,100.0,165,-100.0,16500,-100.0,4478.028302192688,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,111.42,1817425
,1.0,0.98,100.0,166,-50.0,16600,-99.0,4500.508056879044,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.93,1828218
,1.0,0.98,100.0,167,-50.0,16700,-98.0,4522.248444080353,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,107.94,1839012
,1.0,0.98,100.0,168,-50.0,16800,-98.0,4541.000003576279,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,113.16,1850328
,1.0,0.98,100.0,169,-50.0,16900,-98.0,4562.582680463791,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,112.75,1861603
,1.0,0.98,100.0,170,-50.0,17000,-99.0,4584.420923709869,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.15,1872318
,1.0,0.98,100.0,171,-50.0,17100,-98.0,4611.36395072937,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,112.48,1883566
,1.0,0.98,100.0,172,-50.0,17200,-97.0,4629.300643205643,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,109.14,1894480
,1.0,0.98,100.0,173,-50.0,17300,-98.0,4653.388345003128,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,113.21,1905801
-100.0,1.0,0.99,100.0,174,-100.0,17400,-100.0,4680.406217813492,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,106.83,1916484
100.0,1.0,0.97,100.0,175,,17500,-96.0,4708.261462926865,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-3.3333334922790527,100,2.837890386581421,100.0,2.0,1.0,-3.3333335,24.166091918945312,110.71,1927555
,1.0,0.98,100.0,176,-50.0,17600,-98.0,4736.2013301849365,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,111.4,1938695
,1.0,0.98,100.0,177,-50.0,17700,-98.0,4756.274249315262,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,110.08,1949703
,1.0,0.98,100.0,178,-50.0,17800,-96.0,4787.066566467285,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-96.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,19.595918655395508,112.48,1960951
-100.0,1.0,0.99,100.0,179,-100.0,17900,-100.0,4811.272305727005,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,108.51,1971802
,1.0,0.98,100.0,180,-50.0,18000,-99.0,4842.080536603928,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.41,1982543
,1.0,0.98,100.0,181,-50.0,18100,-97.0,4860.496206045151,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,108.09,1993352
,1.0,0.98,100.0,182,-50.0,18200,-99.0,4880.520409107208,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,111.32,2004484
,1.0,0.98,100.0,183,-50.0,18300,-98.0,4913.209144115448,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,115.57,2016041
,1.0,0.98,100.0,184,-50.0,18400,-98.0,4934.152097463608,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,107.91,2026832
,1.0,0.98,100.0,185,-50.0,18500,-98.0,4959.336828708649,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,109.4,2037772
,1.0,0.98,100.0,186,-50.0,18600,-99.0,4981.246351957321,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.71,2048543
,1.0,0.98,100.0,187,-50.0,18700,-99.0,5008.619910478592,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,112.97,2059840
,1.0,0.98,100.0,188,-50.0,18800,-99.0,5031.248454809189,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-99.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,9.949873924255371,107.1,2070550
,1.0,0.98,100.0,189,-50.0,18900,-98.0,5053.5321164131165,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-98.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,14.0,108.73,2081423
,1.0,0.98,100.0,190,-50.0,19000,-97.0,5081.108167171478,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,115.83,2093006
,1.0,0.98,100.0,191,-50.0,19100,-97.0,5106.231533527374,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-97.0,,1.0,-100.0,1.0,,-53.33333206176758,100,2.837890386581421,100.0,1.0,1.0,-53.333332,17.0587215423584,113.2,2104326
-100.0,1.0,0.99,100.0,192,-100.0,19200,-100.0,5135.891691684723,[ 0.186  0.133  0.073 ... -0.327  0.     0.   ],-100.0,,1.0,-100.0,1.0,100.0,-103.33333587646484,100,2.837890386581421,100.0,1.0,1.0,-103.333336,,104.95,2114821
