InitialReturnMean,EmpiricalD2,EpisodesSoFar,MaxIW,ESSRenyi,EpRewMean,Weights,EpThisIter,StdIWNorm,MeanIWNorm,TimestepsSoFar,ReturnMeanIW,MeanEntropy,InitialReturnStd,Iteration,TimeElapsed,InitialBound,MeanIW,StdIW,EpLenMean,MinIWNorm,ReturnStepMaxmin,InitialReturnMax,InitialReturnMin,MaxIWNorm,ReturnStepMax,MinIW,ESSClassic,Bound,J_sample_variance
35.37528,198946.52,7200,28862.459,0.00050264766,38.24930737620263,[ 0.181 -0.105 -0.12  ... -0.416 -0.587 -0.016],100,28.716917,2.8951104,1998280,9045.573,2.220648,19.499796,72,5401.489718675613,32.40121,289.51105,2871.692,405.0,3.208724e-08,72.59564,89.22201,-18.798418,288.62457,100.0,3.208724e-06,1.0061502,7719.0376,8127749000.0
36.090675,4096764.8,7300,46535.492,2.4409504e-05,44.70876738855248,[ 0.182 -0.105 -0.121 ... -0.421 -0.581 -0.037],100,46.30166,4.6592445,2039363,24915.297,2.1854877,18.51705,73,5522.165899038315,33.383007,465.9244,4630.166,410.83,2.422453e-10,71.11006,81.23004,-9.917034,465.35492,100.0,2.422453e-08,1.0024489,19434.85,61945390000.0
37.851574,3766.849,7400,1423.6492,0.026547387,48.51293501097234,[ 0.183 -0.105 -0.125 ... -0.418 -0.579 -0.073],100,1.4160677,0.14714548,2083759,981.3171,2.2021658,17.53038,74,5642.62891626358,35.440292,14.714548,141.60677,443.96,7.485776e-07,35.287834,72.3385,-6.161228,14.236491,100.0,7.485776e-05,1.0682223,833.3254,93144740.0
39.87914,64.020485,7500,84.31911,1.562,68.0313838422174,[ 0.184 -0.105 -0.125 ... -0.416 -0.569 -0.067],100,0.13544174,0.035758477,2130320,129.8182,2.2155461,16.196201,75,5754.824645042419,37.435974,3.5758474,13.544176,465.61,1.6095051e-05,61.41109,73.29485,0.19236088,0.843191,100.0,0.0016095052,6.516126,110.26978,261135.19
38.059887,1906658.8,7600,158132.8,5.244777e-05,49.94043064693823,[ 0.184 -0.105 -0.125 ... -0.417 -0.568 -0.055],100,157.33928,15.821796,2174786,38301.992,2.2228866,15.963753,76,5876.596843481064,35.28825,1582.18,15733.929,444.66,2.912253e-09,68.13333,83.14898,4.7012234,1581.3279,100.0,2.9122532e-07,1.0010779,34474.87,146486600000.0
33.16153,1013.12695,7700,600.1511,0.098704316,57.44478481992213,[ 0.187 -0.106 -0.129 ... -0.413 -0.574 -0.041],100,0.6069798,0.08067276,2221235,291.64316,2.1863005,14.16983,77,5983.7933614254,30.81211,8.067275,60.697983,464.49,1.789058e-07,67.623215,70.48254,-3.5199776,6.001511,100.0,1.789058e-05,1.7358036,216.862,4660651.5
32.306717,14678.869,7800,3800.31,0.006812514,48.90978286206614,[ 0.186 -0.105 -0.128 ... -0.413 -0.6   -0.051],100,3.7808516,0.38425454,2266051,1780.4368,2.1452103,17.37904,78,6097.705999612808,29.557272,38.42545,378.0851,448.16,3.9644807e-09,55.39382,82.48347,-50.409603,38.0031,100.0,3.964481e-07,1.0223413,1447.3235,312989120.0
28.060703,610332.5,7900,19548.305,0.00016384512,23.334277460173844,[ 0.186 -0.105 -0.131 ... -0.411 -0.602 -0.091],100,19.450104,1.9569553,2308509,11463.928,2.1462457,17.668163,79,6211.455071926117,25.405273,195.69554,1945.0106,424.58,9.979405e-10,68.20296,79.66284,-14.221497,195.48305,100.0,9.979405e-08,1.0021751,9389.407,13119778000.0
40.676014,44082.63,8000,3583.0562,0.0022684673,66.90692597572468,[ 0.185 -0.105 -0.131 ... -0.417 -0.591 -0.1  ],100,3.5647135,0.36376846,2357172,2036.0073,2.1122866,13.682477,80,6328.178595304489,38.13999,36.376842,356.4713,486.63,3.2925477e-08,49.959072,76.08055,6.8750124,35.830563,100.0,3.2925477e-06,1.0306274,1503.5483,404130180.0
39.646027,3631924.2,8100,35380.4,2.7533613e-05,61.968587131565876,[ 0.185 -0.105 -0.135 ... -0.418 -0.604 -0.122],100,35.202076,3.5480604,2405006,16372.86,2.1522844,13.673686,81,6438.328419208527,36.963097,354.80606,3520.2078,478.34,9.8766684e-08,67.58404,80.487816,5.7506056,353.804,100.0,9.876669e-06,1.0056705,11259.843,26686405000.0
41.55905,72539.06,8200,5243.4775,0.0013785675,70.38899968309464,[ 0.185 -0.105 -0.13  ... -0.421 -0.579 -0.107],100,5.216612,0.53076875,2451843,2586.6357,2.1581464,13.631078,82,6566.04588675499,38.99411,53.076866,521.66125,468.37,1.3300806e-09,66.68739,76.94838,9.949708,52.434772,100.0,1.3300806e-07,1.0246148,1895.8169,655203260.0
44.532715,49995.22,8300,8594.231,0.0020001912,73.49386180101477,[ 0.183 -0.104 -0.129 ... -0.423 -0.591 -0.088],100,8.550407,0.86813426,2499820,6471.3125,2.136789,14.379837,83,6690.30189371109,41.824116,86.813416,855.04083,479.77,1.1037429e-08,71.94435,81.25803,11.723706,85.942314,100.0,1.1037429e-06,1.0203426,5865.6797,4129284600.0
43.797165,120694.47,8400,6043.724,0.0008285384,86.99297348412124,[ 0.182 -0.104 -0.127 ... -0.418 -0.63  -0.071],100,6.0131598,0.6071394,2549149,5104.3257,2.0869129,15.350573,84,6827.667896270752,40.9891,60.71394,601.31604,493.29,9.326082e-09,73.19133,84.24176,13.197528,60.43724,100.0,9.3260826e-07,1.0091745,4128.775,2592042800.0
44.51845,48396.43,8500,43922.49,0.0020662681,85.84214318446362,[ 0.183 -0.104 -0.129 ... -0.42  -0.666 -0.085],100,43.70174,4.3980956,2597155,31017.53,2.0781212,12.884586,85,6975.610480070114,41.77284,439.80957,4370.1743,480.06,4.6189896e-08,72.26201,82.368225,18.153685,439.22488,100.0,4.61899e-06,1.002664,30413.518,96050820000.0
44.05854,561455.25,8600,113147.43,0.00017810859,51.04792242102267,[ 0.182 -0.104 -0.128 ... -0.421 -0.673 -0.086],100,112.579796,11.319445,2644040,78469.66,1.9671031,14.411459,86,7098.0580265522,41.398827,1131.9446,11257.9795,468.85,1.1762577e-10,61.980137,79.79136,-0.578737,1131.4742,100.0,1.1762578e-08,1.0008312,76476.73,615456050000.0
44.72818,16570.418,8700,1472.5989,0.0060348506,65.0528998129134,[ 0.183 -0.104 -0.127 ... -0.421 -0.725 -0.145],100,1.4680617,0.16566537,2689617,744.3972,1.965743,16.66399,87,7230.490740776062,41.919426,16.566536,146.80617,455.77,7.767323e-08,70.97284,84.26255,2.3044605,14.725988,100.0,7.767323e-06,1.2574171,382.83743,40747504.0
44.99385,1584220.0,8800,44463.547,6.312255e-05,61.41617809648028,[ 0.184 -0.104 -0.128 ... -0.422 -0.745 -0.128],100,44.24017,4.4513507,2734496,25031.414,1.936193,16.619492,88,7362.41796207428,42.20156,445.135,4424.017,448.79,6.108773e-11,72.9978,83.76853,4.794756,444.63547,100.0,6.108773e-09,1.0022479,21516.883,62509236000.0
44.421192,7084.372,8900,2085.7083,0.014115577,59.59908412602745,[ 0.186 -0.104 -0.13  ... -0.423 -0.749 -0.153],100,2.1396174,0.27003404,2779023,1482.4706,1.9586769,16.494202,89,7476.2863092422485,41.724266,27.0034,213.96173,445.27,2.0043608e-07,63.278557,80.907585,-12.724878,20.857082,100.0,2.0043608e-05,1.5678402,1255.4744,164837360.0
40.084354,1034.1238,9000,1165.37,0.09670022,47.49267971306418,[ 0.187 -0.104 -0.132 ... -0.424 -0.746 -0.134],100,1.1669004,0.13525808,2824261,891.2355,1.9459641,15.43553,90,7596.349667787552,37.509212,13.525808,116.69004,452.38,1.3339016e-07,71.082054,77.254135,-8.347532,11.6537,100.0,1.3339016e-05,1.3257532,808.4247,65440120.0
43.61159,73106.31,9100,8592.78,0.001367871,56.879512639747325,[ 0.188 -0.105 -0.133 ... -0.423 -0.763 -0.129],100,8.548853,0.8843327,2871667,6721.9624,1.9183011,13.834951,91,7708.565764665604,41.050053,88.43326,854.88525,474.06,2.0033411e-08,71.874886,76.84616,5.038246,85.9278,100.0,2.0033413e-06,1.058749,6029.369,4359522000.0
44.21582,14287.461,9200,3703.5698,0.0069991443,54.05380835619927,[ 0.19  -0.105 -0.136 ... -0.425 -0.792 -0.127],100,3.6844764,0.3761368,2919475,1739.1326,1.9056089,14.799869,92,7831.87402677536,41.497833,37.61368,368.44766,478.08,6.334603e-08,71.09655,81.53966,4.67428,37.035698,100.0,6.3346033e-06,1.0314245,1414.251,292578780.0
47.44156,124606310.0,9300,107488.62,8.0252755e-07,61.87614063261569,[ 0.19  -0.105 -0.137 ... -0.425 -0.809 -0.123],100,106.949165,10.755394,2968933,76622.55,1.8945308,14.555418,93,7975.826010465622,44.649403,1075.5396,10694.918,494.58,2.8943056e-11,71.81476,83.76459,20.514242,1074.8861,100.0,2.8943057e-09,1.0012159,45454.523,586701500000.0
45.683765,64706.55,9400,7476.196,0.0015454385,49.80446887710891,[ 0.191 -0.106 -0.138 ... -0.424 -0.82  -0.123],100,7.466724,0.8240683,3016949,5409.8877,1.8321022,12.583807,94,8113.938043832779,43.040737,82.40684,746.6724,480.16,3.7684336e-09,68.8445,79.29084,17.411306,74.761955,100.0,3.7684336e-07,1.2033954,4737.568,2650368500.0
42.743427,227033.31,9500,47626.695,0.000440464,47.448151482390266,[ 0.193 -0.106 -0.137 ... -0.424 -0.848 -0.158],100,47.387634,4.7659993,3064898,19864.967,1.7418201,14.07932,95,8255.31008720398,40.12571,476.59985,4738.7627,479.49,2.5209603e-09,70.36644,78.5314,1.3505745,476.26694,100.0,2.5209604e-07,1.0013982,18617.678,39397990000.0
45.998936,1209443.2,9600,78319.42,8.268267e-05,64.78602585998696,[ 0.193 -0.106 -0.137 ... -0.423 -0.885 -0.212],100,77.92659,7.8344684,3113192,48555.633,1.765608,12.821608,96,8392.110942363739,43.451,783.4469,7792.659,482.94,3.3402268e-09,72.074265,76.438156,19.273695,783.1942,100.0,3.3402267e-07,1.0006453,45753.547,235653550000.0
44.869965,11391327.0,9700,160417.6,8.778608e-06,69.49201431606637,[ 0.193 -0.106 -0.138 ... -0.42  -0.884 -0.188],100,159.6133,16.043612,3162405,100551.27,1.7642902,12.76289,97,8542.233845233917,42.261814,1604.3615,15961.331,492.13,8.127413e-11,71.03741,78.24439,11.732661,1604.1759,100.0,8.127413e-09,1.0002313,91748.51,1010886050000.0
43.815086,1731.6539,9800,732.60046,0.057748258,53.3572352153155,[ 0.196 -0.107 -0.143 ... -0.422 -0.874 -0.2  ],100,0.72862,0.085336596,3211820,351.44565,1.7760291,14.248039,98,8681.856234550476,41.056767,8.533661,72.862,494.15,2.3334037e-06,72.77381,82.74962,12.6006565,7.3260045,100.0,0.00023334038,1.353168,236.66324,9150387.0
42.50997,700444.3,9900,116124.74,0.00014276653,53.81543215701586,[ 0.197 -0.107 -0.142 ... -0.422 -0.89  -0.172],100,115.54137,11.625807,3260498,86839.82,1.768279,14.394749,99,8806.385369300842,39.828888,1162.5807,11554.139,486.78,4.5787867e-09,69.50026,80.432556,4.749227,1161.2474,100.0,4.5787868e-07,1.0022966,84595.95,752764800000.0
41.043533,556.2233,10000,420.2638,0.1797839,39.78054598856849,[ 0.197 -0.107 -0.14  ... -0.422 -0.898 -0.172],100,0.41843504,0.050881084,3309052,274.40775,1.7878133,14.001747,100,8920.265896320343,38.372204,5.088109,41.843506,485.54,2.494554e-06,72.36437,80.13986,6.7862196,4.2026377,100.0,0.00024945542,1.4570758,211.4061,5705770.0
39.508286,95.812775,10100,104.47684,1.0437021,28.460943222650318,[ 0.197 -0.107 -0.14  ... -0.422 -0.885 -0.165],100,0.10857021,0.02329802,3356745,141.98456,1.7842008,15.796419,101,9046.594025373459,36.664997,2.3298023,10.857021,476.93,2.0559202e-05,45.951645,85.29869,2.2203197,1.0447683,100.0,0.0020559202,4.4021506,114.1533,814829.0
40.844513,289060.25,10200,25226.004,0.00034594865,36.662251374139394,[ 0.198 -0.107 -0.14  ... -0.423 -0.884 -0.169],100,25.099192,2.526308,3404559,15517.863,1.8444622,14.014912,102,9165.247393369675,38.42164,252.6308,2509.9192,478.14,4.734161e-08,73.18796,72.686226,6.18849,252.26004,100.0,4.7341614e-06,1.0029413,14215.222,24033233000.0
43.23342,415948.16,10300,7957.504,0.00024041458,44.47959689918194,[ 0.198 -0.107 -0.14  ... -0.424 -0.861 -0.133],100,7.9167037,0.81133133,3453446,3674.7966,1.8544933,15.036345,103,9309.562133789062,40.456795,81.13313,791.6704,488.87,5.285667e-08,73.51772,83.29877,5.675562,79.575035,100.0,5.285667e-06,1.0393697,1884.0386,1314243200.0
41.799385,12944.214,10400,5552.172,0.0077254595,38.85170799454993,[ 0.199 -0.107 -0.141 ... -0.424 -0.862 -0.122],100,5.523202,0.5725537,3500300,1974.7626,1.821311,17.597082,104,9439.697718143463,39.36654,57.25536,552.3202,468.54,1.4879321e-08,50.401176,72.98526,-21.951275,55.521717,100.0,1.4879321e-06,1.0631838,1697.9717,359653900.0
44.72421,3186.044,10500,1272.7975,0.031386886,54.63897598846168,[ 0.199 -0.107 -0.142 ... -0.426 -0.883 -0.134],100,1.2659765,0.13202618,3547496,586.795,1.8027388,13.193212,105,9575.285903215408,42.13572,13.202619,126.59765,471.96,5.1481175e-07,72.837746,77.65465,14.487588,12.727975,100.0,5.1481176e-05,1.0758979,440.68762,31975246.0
48.103935,10598.72,10600,5626.326,0.009435101,55.83114007474544,[ 0.198 -0.107 -0.142 ... -0.424 -0.871 -0.164],100,5.5977917,0.56597173,3596697,4140.0757,1.7968705,13.531925,106,9690.962532758713,45.25687,56.59718,559.7792,492.01,2.3211412e-06,72.64021,85.41194,0.085193485,56.26326,100.0,0.00023211414,1.0119033,3846.9702,1700633100.0
46.051224,2501411.2,10700,18117.525,3.9977433e-05,54.61982761273434,[ 0.198 -0.107 -0.141 ... -0.423 -0.871 -0.17 ],100,18.025436,1.8414098,3644717,12087.6,1.8141832,14.526098,107,9822.865748167038,43.3315,184.14098,1802.544,480.2,4.459154e-09,73.63724,81.591705,18.424278,181.17525,100.0,4.4591542e-07,1.0328101,7786.1255,14436617000.0
45.088203,321293.12,10800,98266.05,0.00031124227,57.21838423657791,[ 0.199 -0.107 -0.143 ... -0.422 -0.866 -0.158],100,97.77269,9.834528,3693288,44120.625,1.8340541,13.604186,108,9961.26201915741,42.515724,983.4529,9777.27,485.71,2.6035651e-09,71.688484,77.174324,12.12393,982.66046,100.0,2.6035653e-07,1.0016131,42662.477,194311320000.0
41.779022,973.56494,10900,746.4195,0.10271528,68.18951784167753,[ 0.2   -0.108 -0.146 ... -0.421 -0.841 -0.163],100,0.77967554,0.112638086,3741774,546.8187,1.8583124,13.282295,109,10097.690045833588,39.32898,11.263808,77.967545,484.86,5.177635e-07,74.18083,73.50125,13.403901,7.464195,100.0,5.1776355e-05,2.0444283,470.3725,16040107.0
43.874035,7775556.5,11000,108926.305,1.2860816e-05,72.84134916154593,[ 0.199 -0.108 -0.146 ... -0.42  -0.835 -0.145],100,108.37872,10.90888,3790768,49292.688,1.8512989,11.360528,110,10228.42468047142,41.41886,1090.8881,10837.872,489.94,4.2044004e-09,73.328606,73.65521,16.669867,1089.2631,100.0,4.2044005e-07,1.0029849,42446.51,242402540000.0
41.89924,100614216.0,11100,264144.1,9.938954e-07,72.61456198899235,[ 0.201 -0.109 -0.149 ... -0.418 -0.826 -0.161],100,262.81982,26.416817,3840357,130969.414,1.8489097,13.45379,111,10354.596514940262,39.405857,2641.682,26281.98,495.89,7.551648e-11,73.17451,74.80143,11.566768,2641.441,100.0,7.551648e-09,1.0001825,105959.15,1714963100000.0
43.055294,16751.375,11200,2038.4958,0.0059696594,82.87482972558486,[ 0.202 -0.109 -0.153 ... -0.416 -0.833 -0.156],100,2.0278027,0.20977244,3889351,1098.4156,1.8526211,13.313355,112,10469.756710767746,40.29193,20.97724,202.78024,489.94,4.664987e-09,73.76018,82.90101,11.215156,20.384958,100.0,4.6649873e-07,1.0588206,740.7611,114314616.0
43.63403,107113.07,11300,30594.283,0.0009335929,76.45379599708623,[ 0.201 -0.109 -0.154 ... -0.414 -0.828 -0.158],100,30.440577,3.062935,3939009,15004.892,1.8300617,13.677432,113,10597.11931347847,41.10286,306.29355,3044.0579,496.58,9.523387e-08,72.96984,75.934944,14.7499895,305.9428,100.0,9.523387e-06,1.002294,14176.488,22470177000.0
48.088467,1002748.0,11400,46490.65,9.9725956e-05,89.67126431969241,[ 0.201 -0.109 -0.153 ... -0.416 -0.831 -0.177],100,46.25736,4.651539,3988430,28009.68,1.7832886,13.419142,114,10741.547502279282,45.12448,465.15387,4625.7363,494.21,1.6963209e-09,70.86174,88.91944,22.093988,464.90646,100.0,1.6963209e-07,1.0010645,25041.629,78381860000.0
46.107944,193862530.0,11500,186827.03,5.1582947e-07,77.38656462109068,[ 0.203 -0.11  -0.156 ... -0.415 -0.855 -0.199],100,185.8905,18.683023,4037587,76447.44,1.7727497,13.2988615,115,10865.278514146805,43.409664,1868.3024,18589.05,491.57,3.0558008e-11,72.86038,80.94836,20.603815,1868.2703,100.0,3.055801e-09,1.0000342,38878.086,584391800000.0
42.834335,92604.21,11600,20592.182,0.0010798645,92.51617613085831,[ 0.205 -0.111 -0.159 ... -0.414 -0.878 -0.187],100,20.488293,2.0662012,4086291,18040.977,1.7786114,14.248104,116,11006.06602549553,39.802372,206.62013,2048.829,487.04,1.0288594e-08,68.04299,90.95886,17.65881,205.92181,100.0,1.0288594e-06,1.0067906,17118.322,32444115000.0
46.239925,1017952900.0,11700,318806.12,9.823637e-08,107.11236658140498,[ 0.204 -0.111 -0.159 ... -0.412 -0.875 -0.184],100,317.20782,31.883757,4135565,259196.72,1.7167965,14.172983,117,11139.909880399704,43.529972,3188.3757,31720.78,492.74,1.90696e-12,64.339096,81.298645,8.987568,3188.0613,100.0,1.90696e-10,1.0001972,172734.6,6717683000000.0
43.402664,1136255.5,11800,28463.809,8.8008375e-05,103.39485527383476,[ 0.202 -0.11  -0.154 ... -0.413 -0.934 -0.188],100,28.32001,2.8587182,4184545,9642.462,1.7206974,14.226817,118,11270.29937672615,40.64589,285.87183,2832.001,489.8,4.0867394e-09,66.01841,82.703415,11.324831,284.6381,100.0,4.0867397e-07,1.0086794,6703.8643,9203597000.0
42.807476,54586.62,11900,4113.2314,0.0018319507,95.17479741491951,[ 0.204 -0.11  -0.157 ... -0.409 -0.924 -0.193],100,4.0921807,0.42618793,4233546,2294.8362,1.693977,13.180267,119,11411.450761795044,40.419956,42.618805,409.2181,490.01,5.314592e-09,73.30144,71.625626,12.83153,41.132313,100.0,5.314592e-07,1.0730195,1737.021,501649730.0
40.156334,317.34824,12000,168.8714,0.31511125,86.46467652679188,[ 0.203 -0.11  -0.156 ... -0.409 -0.927 -0.217],100,0.22475131,0.042025663,4283159,234.76866,1.6874276,13.77186,120,11552.617871284485,37.681087,4.2025666,22.475132,496.13,3.6348424e-06,74.78165,74.257385,6.5566487,1.6887139,100.0,0.00036348426,3.3783097,190.67395,1999618.2
39.013397,40802.613,12100,42907.562,0.0024508233,78.74650935275406,[ 0.203 -0.11  -0.156 ... -0.41  -0.925 -0.226],100,42.690823,4.308482,4331802,15504.562,1.6917653,15.477928,121,11670.742012262344,36.385044,430.84824,4269.0825,486.43,3.322415e-08,72.77836,78.850464,-3.8592038,429.07562,100.0,3.322415e-06,1.0082738,14973.645,23756032000.0
38.557846,686352.25,12200,19997.934,0.00014569778,71.94832476194797,[ 0.203 -0.11  -0.156 ... -0.41  -0.929 -0.217],100,19.897354,2.00317,4379818,17543.092,1.6929814,17.377491,122,11800.612158536911,35.63598,200.31699,1989.7358,480.16,3.3121715e-08,71.868,87.6559,-27.420847,199.97932,100.0,3.3121714e-06,1.0033793,15122.434,30727391000.0
43.469746,4862463.5,12300,49484.65,2.0565707e-05,80.10098079321888,[ 0.203 -0.11  -0.156 ... -0.411 -0.924 -0.221],100,49.23653,4.9491787,4428494,24993.502,1.6672858,15.517705,123,11937.214921951294,40.742443,494.9178,4923.654,486.76,1.6141442e-09,73.24584,81.81912,7.7936745,494.84647,100.0,1.6141442e-07,1.0002881,18979.525,62452550000.0
42.853134,3351424.2,12400,36085.234,2.983806e-05,86.91080645454656,[ 0.203 -0.11  -0.155 ... -0.414 -0.941 -0.23 ],100,35.9042,3.610006,4476483,15791.961,1.6563284,12.673832,124,12078.645904302597,40.090183,361.00058,3590.421,479.89,1.7822511e-09,72.42902,82.88839,11.469365,360.85233,100.0,1.7822512e-07,1.0008218,10733.863,24911487000.0
38.63627,27915.582,12500,23210.422,0.0035822287,84.46297961576482,[ 0.203 -0.11  -0.156 ... -0.415 -0.951 -0.231],100,23.093618,2.3256757,4525934,9046.877,1.6084979,12.962345,125,12231.019730091095,36.054295,232.5676,2309.3618,494.51,6.5014625e-08,73.83191,77.45919,4.820939,232.10422,100.0,6.501463e-06,1.0039963,8615.482,8151743000.0
40.2777,8.561297,12600,147.83116,11.680472,91.24943876029886,[ 0.205 -0.111 -0.159 ... -0.414 -0.976 -0.253],100,0.14975499,0.029256934,4574725,119.351234,1.5970554,13.627259,126,12362.793957710266,37.568005,2.925694,14.975499,487.91,0.00019370887,73.28038,81.29077,7.047421,1.4783115,100.0,0.019370887,3.6764421,111.42276,311251.47
41.75111,285563.22,12700,25591.287,0.00035018515,98.04148978532774,[ 0.206 -0.111 -0.159 ... -0.414 -0.982 -0.259],100,25.462645,2.5627866,4624479,15068.966,1.6041179,14.217634,127,12503.27302145958,39.23216,256.27866,2546.2642,497.54,3.2106357e-07,73.163124,75.56846,0.04162693,255.91287,100.0,3.2106356e-05,1.0028603,13722.887,22660160000.0
38.917595,6201.81,12800,2916.5762,0.016124325,96.08663377140266,[ 0.206 -0.111 -0.158 ... -0.416 -0.979 -0.255],100,2.901252,0.30188435,4672622,1428.0881,1.6239249,13.934822,128,12637.938076496124,36.704273,30.188433,290.1252,481.43,3.815878e-07,73.87691,66.399536,7.154938,29.165762,100.0,3.815878e-05,1.0711082,1253.7859,193462420.0
37.455227,11663.037,12900,2544.476,0.008574096,95.93663794012302,[ 0.206 -0.111 -0.161 ... -0.415 -0.976 -0.238],100,2.5327713,0.27919656,4721931,1179.7408,1.6152359,15.835259,129,12767.737915992737,34.782837,27.919655,253.27716,493.09,4.0040373e-08,,80.171646,3.836585,25.44476,100.0,4.0040372e-06,1.2005564,891.1348,115036880.0
39.383556,37992684.0,13000,84846.21,2.6320856e-06,103.32242756240211,[ 0.206 -0.111 -0.161 ... -0.414 -0.979 -0.244],100,84.41999,8.493974,4771294,39251.992,1.649341,11.974427,130,12912.778079509735,37.306328,849.39734,8441.998,493.63,8.495512e-09,72.79827,62.31677,14.041383,848.4621,100.0,8.495512e-07,1.0022056,26448.346,153765660000.0
39.502113,686.06866,13100,512.5071,0.145758,91.72729183964057,[ 0.205 -0.111 -0.161 ... -0.415 -0.954 -0.235],100,0.5100319,0.06495091,4820985,419.81262,1.6532428,13.032027,131,13039.204712867737,37.12245,6.4950905,51.003197,496.91,1.7431661e-06,53.885952,71.38967,3.6748457,5.1250706,100.0,0.0001743166,1.5958395,357.4825,13371247.0
40.834564,431416300.0,13200,185134.62,2.3179467e-07,107.58623831166868,[ 0.206 -0.112 -0.163 ... -0.415 -0.954 -0.231],100,184.2062,18.517519,4870985,79838.61,1.6360551,12.455358,132,13180.843586683273,38.526848,1851.7521,18420.623,500.0,1.6896574e-11,3.2982578,69.23133,-2.053804,1851.3462,26.073349,1.6896575e-09,1.0004385,31906.152,637110900000.0
39.700077,10483.716,13300,9735.1875,0.009538603,95.81887267785429,[ 0.206 -0.111 -0.163 ... -0.412 -0.969 -0.233],100,9.685365,0.98461115,4920659,4110.375,1.65461,11.721832,133,13324.576948404312,37.418674,98.46111,968.5364,496.74,1.360281e-08,73.95902,68.44208,16.985018,97.351875,100.0,1.3602811e-06,1.022898,3876.7822,1650824100.0
41.59373,13645.949,13400,5410.9756,0.007328182,96.36336362980838,[ 0.206 -0.111 -0.162 ... -0.415 -0.984 -0.2  ],100,5.3832445,0.5476148,4970282,2912.0342,1.6269516,13.09754,134,13439.250041007996,39.054,54.76147,538.32446,496.23,1.8717634e-07,74.86293,76.19183,9.341987,54.109756,100.0,1.8717634e-05,1.0242146,2615.3538,831275840.0
41.262466,59660.01,13500,5597.506,0.0016761646,98.54975109784041,[ 0.205 -0.111 -0.162 ... -0.414 -0.977 -0.234],100,5.5723495,0.58931357,5020176,3113.9739,1.5937514,12.790074,135,13572.165977239609,38.870735,58.931362,557.235,498.94,7.914875e-09,73.59804,71.75195,11.2331295,55.975056,100.0,7.9148754e-07,1.1060781,2529.7837,904779840.0
39.758297,1738.9515,13600,1864.6185,0.057505917,91.37602789903458,[ 0.204 -0.11  -0.161 ... -0.414 -0.992 -0.252],100,1.8561877,0.20088325,5069822,654.5654,1.608375,14.331801,136,13713.923397779465,37.15364,20.088324,185.61877,496.46,5.4216304e-07,73.6041,78.13951,9.582448,18.646185,100.0,5.4216307e-05,1.1576744,545.9496,35505704.0
37.846996,473.48755,13700,462.1672,0.21119879,96.97906781209257,[ 0.205 -0.111 -0.162 ... -0.419 -0.978 -0.252],100,0.6118329,0.09573364,5119822,433.53107,1.6026326,14.335796,137,13857.385749101639,35.564075,9.573365,61.18329,500.0,1.2806634e-06,2.8388329,68.48775,5.436138,4.621672,26.921997,0.00012806634,2.3897848,383.85516,8214749.0
39.020615,16849164.0,13800,67917.05,5.9350127e-06,88.26266820247253,[ 0.205 -0.111 -0.164 ... -0.42  -0.984 -0.251],100,67.57644,6.7934504,5169190,27570.238,1.5992855,13.289346,138,14000.369931697845,36.63417,679.34515,6757.6426,493.68,1.9941906e-09,73.4458,71.593475,11.779971,679.1705,100.0,1.9941906e-07,1.0005145,17774.406,75960210000.0
36.34406,1431.4097,13900,440.63705,0.0698612,93.94346100701875,[ 0.205 -0.111 -0.164 ... -0.42  -0.973 -0.266],100,0.43840414,0.052586902,5218581,298.71298,1.6054888,14.608026,139,14131.922090530396,34.08236,5.2586904,43.840405,493.91,1.0937517e-06,74.86726,67.85102,10.463388,4.4063706,100.0,0.00010937518,1.41841,213.14386,7325088.5
41.358116,20.13972,14000,70.419106,4.965312,110.05982575047744,[ 0.205 -0.111 -0.164 ... -0.42  -0.978 -0.254],100,0.07403495,0.01960407,5268581,93.69015,1.5972606,13.320086,140,14276.829849481583,39.000225,1.9604071,7.403496,500.0,4.473176e-05,3.0153732,70.736725,9.06947,0.704191,25.767588,0.0044731763,6.5522113,83.10857,197317.16
40.55375,493047.3,14100,20410.646,0.00020282029,105.69284915876266,[ 0.205 -0.111 -0.163 ... -0.42  -0.979 -0.262],100,20.307781,2.0466855,5317955,6596.3535,1.6002846,15.080505,141,14406.823578119278,38.126415,204.66853,2030.7786,493.74,6.648465e-08,75.31663,72.8201,9.832551,204.10646,100.0,6.6484654e-06,1.0055139,4891.9424,4319885300.0
41.44554,231754.64,14200,7933.423,0.00043149083,114.45600531618108,[ 0.203 -0.11  -0.161 ... -0.419 -0.99  -0.248],100,7.892963,0.80088496,5367602,4167.124,1.6071032,11.520288,142,14561.494180679321,38.996426,80.0885,789.2964,496.47,3.1871377e-08,,73.473465,10.085349,79.33423,100.0,3.1871377e-06,1.0190879,2988.0977,1713558700.0
39.60687,3230.9875,14300,3227.9,0.03095029,102.86837285483738,[ 0.204 -0.111 -0.162 ... -0.419 -0.989 -0.242],100,3.2110345,0.3306545,5416772,999.04407,1.5990267,12.691339,143,14688.110164880753,37.237034,33.06545,321.10342,491.7,8.76824e-07,72.00023,71.095146,13.118045,32.279,100.0,8.7682405e-05,1.049248,864.33826,93506520.0
