MaxIW,TimeElapsed,RewardCompression,InitialBound,EpRewMean,Weights,EpLenMean,MeanIW,TimestepsSoFar,EpisodesSoFar,MeanEntropy,ReturnStepMax,ReturnMeanIW,StdIW,InitialReturnStd,EpThisIter,EmpiricalD2,ESSClassic,InitialReturnMean,ESSRenyi,Iteration,MinIW,InitialReturnMin,InitialReturnMax,ReturnStepMaxmin,Bound
1.0,2729.585161447525,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.88,1.0,1081576,9800,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,98,1.0,-100.0,,,-53.33333206176758
1.0,2753.1951129436493,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.43,1.0,1092319,9900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,99,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2777.959007501602,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.37,1.0,1103256,10000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,100,1.0,-100.0,,,-53.33333206176758
1.0,2805.2044491767883,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],101.79,1.0,1113435,10100,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,101,1.0,-100.0,,,-53.33333206176758
1.0,2837.815061569214,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.88,1.0,1124323,10200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,102,1.0,-100.0,,,-53.33333206176758
1.0,2870.348270893097,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],117.86,1.0,1136109,10300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,103,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2900.376767873764,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.16,1.0,1147525,10400,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,104,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2931.720774412155,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.77,1.0,1158402,10500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,105,1.0,-100.0,,,-53.33333206176758
1.0,2966.0032818317413,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.74,1.0,1169376,10600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,106,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,2988.6309385299683,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],101.78,1.0,1179554,10700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,107,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3016.4031386375427,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.69,1.0,1190723,10800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,108,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3038.5372462272644,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.99,1.0,1201622,10900,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,109,1.0,-100.0,,,-53.33333206176758
1.0,3067.766324520111,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.24,1.0,1212946,11000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,110,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3098.326737642288,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],121.0,1.0,1225046,11100,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,111,1.0,-100.0,,,-53.33333206176758
1.0,3125.2990622520447,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.96,1.0,1235842,11200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,112,1.0,-100.0,,,-53.33333206176758
1.0,3149.646722793579,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.41,1.0,1246783,11300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,113,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3167.482461452484,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.77,1.0,1257760,11400,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,114,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3195.259274482727,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.82,1.0,1269242,11500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,115,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3225.5146889686584,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.86,1.0,1280028,11600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,116,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3262.4192345142365,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.53,1.0,1291181,11700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,117,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3290.3110868930817,0.98,-3.3333335,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.94,1.0,1302475,11800,2.837890386581421,100.0,,,19.899747848510742,100,1.0,2.0,-98.0,100.0,118,1.0,-100.0,100.0,,-3.3333334922790527
1.0,3329.022955417633,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],117.29,1.0,1314204,11900,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,119,1.0,-100.0,,,-53.33333206176758
1.0,3355.676433324814,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.18,1.0,1325222,12000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,120,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3388.3981828689575,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.77,1.0,1336299,12100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,121,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3414.543089389801,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.68,1.0,1347367,12200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,122,1.0,-100.0,,,-53.33333206176758
1.0,3449.1698179244995,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.58,1.0,1358225,12300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,123,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3476.7509315013885,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.5,1.0,1369175,12400,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,124,1.0,-100.0,,,-53.33333206176758
1.0,3503.0888476371765,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],115.12,1.0,1380687,12500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,125,1.0,-100.0,,,-53.33333206176758
1.0,3537.9549367427826,0.98,-53.333332,-97.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.03,1.0,1392090,12600,2.837890386581421,100.0,-50.0,,17.0587215423584,100,1.0,1.0,-97.0,100.0,126,1.0,-100.0,,,-53.33333206176758
1.0,3559.3129885196686,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.34,1.0,1402824,12700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,127,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3588.4675855636597,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.62,1.0,1413686,12800,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,128,1.0,-100.0,,,-53.33333206176758
1.0,3619.8836662769318,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],116.52,1.0,1425338,12900,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,129,1.0,-100.0,,,-53.33333206176758
1.0,3646.6750078201294,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.8,1.0,1436318,13000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,130,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3673.4709508419037,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.18,1.0,1447236,13100,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,131,1.0,-100.0,,100.0,-53.33333206176758
1.0,3699.7601342201233,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.69,1.0,1458105,13200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,132,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3735.002852201462,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.34,1.0,1469039,13300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,133,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3760.1287548542023,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.0,1.0,1479539,13400,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,134,1.0,-100.0,,,-53.33333206176758
1.0,3790.571007013321,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],115.38,1.0,1491077,13500,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,135,1.0,-100.0,,,-53.33333206176758
1.0,3817.9329612255096,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.13,1.0,1502090,13600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,136,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3850.6989538669586,0.98,-3.3333335,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.39,1.0,1513229,13700,2.837890386581421,100.0,,,19.899747848510742,100,1.0,2.0,-98.0,100.0,137,1.0,-100.0,100.0,,-3.3333334922790527
1.0,3878.1657371520996,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.87,1.0,1524516,13800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,138,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,3909.812075853348,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.64,1.0,1535780,13900,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,139,1.0,-100.0,,,-53.33333206176758
1.0,3933.9678223133087,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.44,1.0,1546724,14000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,140,1.0,-100.0,,,-53.33333206176758
1.0,3957.455594778061,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.3,1.0,1557954,14100,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,141,1.0,-100.0,,,-53.33333206176758
1.0,3992.6097116470337,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.17,1.0,1569071,14200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,142,1.0,-100.0,,,-53.33333206176758
1.0,4026.586213350296,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.19,1.0,1580290,14300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,143,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4052.4570639133453,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],103.5,1.0,1590640,14400,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,144,1.0,-100.0,,,-53.33333206176758
1.0,4080.4675736427307,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.35,1.0,1601575,14500,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,145,1.0,-100.0,,,-53.33333206176758
1.0,4106.663724899292,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],99.84,1.0,1611559,14600,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,146,1.0,-100.0,,,-53.33333206176758
1.0,4132.270634174347,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.88,1.0,1622447,14700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,147,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4159.567234277725,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.46,1.0,1633593,14800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,148,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4179.298839330673,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.41,1.0,1644334,14900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,149,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4207.097395658493,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.16,1.0,1654750,15000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,150,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4239.159224510193,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.09,1.0,1665659,15100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,151,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4268.194904088974,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],116.48,1.0,1677307,15200,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,152,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4294.974636077881,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.36,1.0,1688743,15300,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,153,1.0,-100.0,,,-53.33333206176758
1.0,4323.131242752075,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.51,1.0,1699494,15400,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,154,1.0,-100.0,,,-53.33333206176758
1.0,4353.143429517746,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.68,1.0,1710562,15500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,155,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4382.594374656677,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.35,1.0,1721097,15600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,156,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4415.310977220535,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.45,1.0,1731942,15700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,157,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4442.393890142441,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.79,1.0,1742921,15800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,158,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4465.419040679932,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.76,1.0,1754097,15900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,159,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4493.604984998703,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.36,1.0,1764933,16000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,160,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4516.346169233322,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.59,1.0,1775392,16100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,161,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4538.763346910477,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.51,1.0,1786143,16200,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,162,1.0,-100.0,,,-53.33333206176758
1.0,4565.098845005035,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.94,1.0,1796937,16300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,163,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4592.594948530197,0.98,-3.3333335,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.59,1.0,1808096,16400,2.837890386581421,100.0,,,19.899747848510742,100,1.0,2.0,-98.0,100.0,164,1.0,-100.0,100.0,,-3.3333334922790527
1.0,4612.714688777924,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.67,1.0,1818663,16500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,165,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4634.973979949951,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.12,1.0,1829475,16600,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,166,1.0,-100.0,,,-53.33333206176758
1.0,4666.962755680084,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],118.85,1.0,1841360,16700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,167,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4690.185973882675,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],106.53,1.0,1852013,16800,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,168,1.0,-100.0,,,-53.33333206176758
1.0,4714.394993543625,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.69,1.0,1862782,16900,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,169,1.0,-100.0,,,-53.33333206176758
1.0,4745.418897151947,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.42,1.0,1874024,17000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,170,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4771.052463054657,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.08,1.0,1884832,17100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,171,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4796.87571144104,0.97,-3.3333335,-97.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.0,1.0,1896132,17200,2.837890386581421,100.0,,,22.158519744873047,100,1.0,2.0,-97.0,100.0,172,1.0,-100.0,100.0,,-3.3333334922790527
1.0,4816.89879822731,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.44,1.0,1907176,17300,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,173,1.0,-100.0,,,-53.33333206176758
1.0,4842.494080066681,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],116.05,1.0,1918781,17400,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,174,1.0,-100.0,,,-53.33333206176758
1.0,4865.826846122742,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.95,1.0,1929776,17500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,175,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4886.018863201141,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],106.9,1.0,1940466,17600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,176,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4915.845002412796,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.04,1.0,1951770,17700,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,177,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4933.640268325806,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.05,1.0,1962575,17800,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,178,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4954.98766374588,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],116.45,1.0,1974220,17900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,179,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,4981.3855311870575,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],114.94,1.0,1985714,18000,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,180,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5010.91055893898,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],117.31,1.0,1997445,18100,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,181,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5039.487543821335,0.97,-3.3333335,-97.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],113.97,1.0,2008842,18200,2.837890386581421,100.0,,,22.158519744873047,100,1.0,2.0,-97.0,100.0,182,1.0,-100.0,100.0,,-3.3333334922790527
1.0,5062.988746643066,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.41,1.0,2019783,18300,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,183,1.0,-100.0,,,-53.33333206176758
1.0,5084.938194274902,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.79,1.0,2030562,18400,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,184,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5113.056798458099,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],111.12,1.0,2041674,18500,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,185,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5139.383943796158,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],109.66,1.0,2052640,18600,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,186,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5162.112258672714,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],105.98,1.0,2063238,18700,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,187,1.0,-100.0,,,-53.33333206176758
1.0,5187.326511144638,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],104.19,1.0,2073657,18800,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,188,1.0,-100.0,,,-53.33333206176758
1.0,5220.295375108719,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],110.35,1.0,2084692,18900,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,189,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5249.396428346634,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.48,1.0,2095940,19000,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,190,1.0,-100.0,,,-53.33333206176758
1.0,5277.57882142067,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],107.93,1.0,2106733,19100,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,191,1.0,-100.0,,,-53.33333206176758
1.0,5298.465125799179,0.98,-53.333332,-99.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],106.95,1.0,2117428,19200,2.837890386581421,100.0,-50.0,,9.949873924255371,100,1.0,1.0,-99.0,100.0,192,1.0,-100.0,,,-53.33333206176758
1.0,5323.518046379089,0.99,-103.333336,-100.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],112.16,1.0,2128644,19300,2.837890386581421,100.0,-100.0,,,100,1.0,1.0,-100.0,100.0,193,1.0,-100.0,-100.0,100.0,-103.33333587646484
1.0,5352.779143333435,0.98,-53.333332,-98.0,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],108.88,1.0,2139532,19400,2.837890386581421,100.0,-50.0,,14.0,100,1.0,1.0,-98.0,100.0,194,1.0,-100.0,,,-53.33333206176758
