MeanIWNorm,StdIWNorm,InitialBound,Iteration,StdIW,EpThisIter,MaxIW,InitialReturnMean,MeanEntropy,MinIW,InitialReturnMax,EpRewMean,TimestepsSoFar,ESSRenyi,InitialReturnStd,Weights,EpisodesSoFar,J_sample_variance,MinIWNorm,EpLenMean,Bound,ReturnMeanIW,InitialReturnMin,ReturnStepMax,MaxIWNorm,EmpiricalD2,ReturnStepMaxmin,TimeElapsed,ESSClassic,MeanIW
0.0044664694,0.0066230716,-101.333336,11,0.66230726,100,3.1488886,-98.0,2.626892,0.0043687993,,-98.0,94783,4.5433373,14.0,[ 0.16  -0.223  0.048 ...  0.089 -0.098 -0.081],1100,3719.417,4.3687993e-05,88.16,-57.03473,-41.396366,-100.0,100.0,0.031488884,22.010252,,667.5856640338898,31.261507,0.446647
0.0041779564,0.0063201105,-100.333336,12,0.6320111,100,4.480703,-97.0,2.6189427,0.00051085156,,-97.0,104298,2.863292,17.058722,[ 0.16  -0.223  0.048 ...  0.094 -0.103 -0.108],1200,3982.9998,5.1085153e-06,95.15,-60.03528,-40.3362,-100.0,100.0,0.044807028,34.924835,,732.8895120620728,30.410433,0.4177957
0.0043760566,0.005961298,-98.333336,13,0.5961298,100,2.757212,-95.0,2.6475196,0.00032032205,,-95.0,113486,5.0488176,21.794495,[ 0.16  -0.222  0.048 ...  0.093 -0.102 -0.117],1300,3123.3503,3.2032206e-06,91.88,-52.706795,-37.871918,-100.0,100.0,0.027572118,19.806618,,793.9540870189667,35.01725,0.4376056
0.0032385122,0.005804975,-99.333336,14,0.5804975,100,3.8697464,-96.0,2.614258,0.0024058572,,-96.0,122752,3.1323164,19.595919,[ 0.16  -0.223  0.048 ...  0.095 -0.112 -0.078],1400,3422.5164,2.4058572e-05,92.66,-50.735218,-31.901072,-100.0,100.0,0.038697463,31.925255,,856.4520726203918,23.736103,0.32385123
0.0031125057,0.0043529924,-96.333336,15,0.43529928,100,2.190779,-93.0,2.5947227,0.0023152241,,-93.0,131794,3.959342,25.514702,[ 0.16  -0.224  0.048 ...  0.095 -0.126 -0.097],1500,1801.1154,2.315224e-05,90.42,-45.37019,-28.618168,-100.0,100.0,0.02190779,25.256721,,909.4811582565308,33.83019,0.3112506
0.004472058,0.005163556,-101.333336,16,0.5163556,100,3.2615957,-98.0,2.6365254,0.011390881,,-98.0,141274,6.50313,14.0,[ 0.161 -0.224  0.048 ...  0.092 -0.142 -0.102],1600,2674.2285,0.000113908805,94.8,-56.097996,-43.026733,-100.0,100.0,0.032615956,15.377211,,964.2112996578217,42.860287,0.44720578
0.0045821727,0.008270478,-99.333336,17,0.8270479,100,6.0377674,-96.0,2.640685,0.0019042917,,-96.0,151052,2.996958,19.595919,[ 0.161 -0.225  0.048 ...  0.091 -0.131 -0.07 ],1700,6951.914,1.9042916e-05,97.78,-63.82363,-44.56886,-100.0,100.0,0.060377672,33.36717,,1015.8618969917297,23.48656,0.45821726
0.0040865447,0.005532065,-101.333336,18,0.5532065,100,3.6855068,-98.0,2.6359897,0.0020916506,,-98.0,161885,3.2312284,14.0,[ 0.16  -0.223  0.048 ...  0.087 -0.136 -0.061],1800,3118.176,2.0916506e-05,108.33,-58.94773,-40.404095,-100.0,100.0,0.036855068,30.947983,,1073.7401371002197,35.303562,0.4086545
0.004194177,0.0053686835,-102.333336,19,0.5368684,100,2.6436136,-99.0,2.6643019,0.0065986244,,-99.0,172702,6.114265,9.949874,[ 0.16  -0.221  0.047 ...  0.086 -0.153 -0.048],1900,2925.3892,6.598624e-05,108.17,-55.194717,-41.7142,-100.0,100.0,0.026436135,16.355196,,1127.8053591251373,37.90055,0.41941768
0.004901755,0.006044151,-101.333336,20,0.6044151,100,3.7872665,-98.0,2.6873071,0.0030295586,,-98.0,183860,4.1628647,14.0,[ 0.161 -0.221  0.047 ...  0.084 -0.122 -0.051],2000,3717.051,3.0295585e-05,111.58,-65.02323,-48.685844,-100.0,100.0,0.037872665,24.02192,,1178.8986916542053,39.67572,0.49017555
0.0034683307,0.0053047147,-102.333336,21,0.53047144,100,2.7861779,-99.0,2.6543,0.00079175073,,-99.0,193997,2.275812,9.949874,[ 0.161 -0.221  0.047 ...  0.082 -0.11  -0.041],2100,2845.5068,7.917507e-06,101.37,-56.731903,-34.63606,-100.0,100.0,0.027861778,43.94036,,1230.9792883396149,29.946543,0.3468331
0.004923147,0.006607629,-101.333336,22,0.6607629,100,4.011047,-98.0,2.6795053,0.0006699691,,-98.0,205014,4.709053,14.0,[ 0.161 -0.22   0.047 ...  0.082 -0.138 -0.046],2200,4422.6772,6.6996904e-06,110.17,-64.44974,-49.089,-100.0,100.0,0.04011047,21.235691,,1289.0053532123566,35.696667,0.4923147
0.0045558284,0.0061348896,-101.333336,23,0.61348903,100,3.200809,-98.0,2.6710966,0.01397048,,-98.0,218078,7.8726254,14.0,[ 0.161 -0.22   0.047 ...  0.082 -0.136 -0.022],2300,3802.2773,0.0001397048,130.64,-56.079792,-44.199722,-100.0,100.0,0.03200809,12.702243,,1373.7050931453705,35.54496,0.4555828
0.005400625,0.0068973275,-103.333336,24,0.6897328,100,4.038108,-100.0,2.7033505,0.0074037765,-100.0,-100.0,231283,7.975696,,[ 0.161 -0.22   0.047 ...  0.083 -0.145 -0.022],2400,4805.3667,7.4037765e-05,132.05,-65.8093,-54.006245,-100.0,100.0,0.040381078,12.538091,100.0,1442.3931682109833,38.00729,0.5400624
0.0035378414,0.0054983306,-103.333336,25,0.54983306,100,2.9737756,-100.0,2.6262183,0.00046333217,-100.0,-100.0,244198,3.9247925,,[ 0.161 -0.219  0.047 ...  0.084 -0.125 -0.01 ],2500,3053.7007,4.6333216e-06,129.15,-52.20401,-35.378418,-100.0,100.0,0.029737756,25.479053,100.0,1501.5171909332275,29.27935,0.35378417
0.0033938203,0.0043858737,-101.333336,26,0.4385874,100,2.2912002,-98.0,2.5535083,0.0011877638,,-98.0,256176,3.5269427,14.0,[ 0.161 -0.217  0.047 ...  0.082 -0.189 -0.022],2600,1957.2317,1.1877637e-05,119.78,-51.42267,-33.67344,-100.0,100.0,0.022912001,28.353168,,1569.2497744560242,37.45221,0.33938205
0.004300934,0.005824185,-102.333336,27,0.5824185,100,2.7980134,-99.0,2.5517077,0.0013306896,,-99.0,267820,4.035121,9.949874,[ 0.162 -0.216  0.047 ...  0.082 -0.232 -0.052],2700,3436.8147,1.3306896e-05,116.44,-59.458588,-42.864613,-100.0,100.0,0.027980134,24.782404,,1637.9563655853271,35.28869,0.4300934
0.0041702734,0.0056592766,-102.333336,28,0.5659276,100,2.9325569,-99.0,2.5371106,0.0003775155,,-99.0,279916,3.5554743,9.949874,[ 0.161 -0.216  0.047 ...  0.082 -0.235 -0.052],2800,3237.956,3.775155e-06,120.96,-59.345078,-41.667206,-100.0,100.0,0.029325567,28.125643,,1692.5783064365387,35.191578,0.41702735
0.005532395,0.00711467,-103.333336,29,0.71146697,100,4.4820747,-100.0,2.5009608,0.0072578364,-100.0,-100.0,293396,7.3932095,,[ 0.161 -0.216  0.047 ...  0.086 -0.267 -0.034],2900,5112.9814,7.257836e-05,134.8,-67.58316,-55.323956,-100.0,100.0,0.044820745,13.525926,100.0,1764.0058674812317,37.68181,0.5532396
0.0048549925,0.005918821,-103.333336,30,0.5918821,100,3.649711,-100.0,2.5000153,0.0035140144,-100.0,-100.0,306727,5.1476502,,[ 0.16  -0.216  0.047 ...  0.086 -0.287 -0.05 ],3000,3538.6306,3.5140143e-05,133.31,-63.241707,-48.54993,-100.0,100.0,0.03649711,19.42634,100.0,1841.9852132797241,40.221146,0.4854993
0.0048687845,0.004400676,-103.333336,31,0.44006762,100,2.136542,-100.0,2.487501,0.00067434076,-100.0,-100.0,320814,4.2265162,,[ 0.16  -0.217  0.047 ...  0.084 -0.281 -0.057],3100,1956.1566,6.7434075e-06,140.87,-64.90174,-48.687843,-100.0,100.0,0.02136542,23.660147,100.0,1920.4050605297089,55.037155,0.48687842
0.0037808744,0.005282156,-101.333336,32,0.5282156,100,3.6316957,-98.0,2.4861317,0.0076949,,-98.0,334401,4.60219,14.0,[ 0.16  -0.218  0.047 ...  0.084 -0.287 -0.064],3200,1752.9974,7.6949e-05,135.87,-49.670605,-34.132557,-100.0,100.0,0.036316957,21.728786,,1982.0618107318878,33.8775,0.37808743
0.004880698,0.005281019,-103.333336,33,0.52810186,100,2.5934548,-100.0,2.488039,0.0020688917,-100.0,-100.0,349231,5.3528614,,[ 0.16  -0.217  0.047 ...  0.084 -0.267 -0.085],3300,2817.087,2.0688916e-05,148.3,-63.214386,-48.80698,-100.0,100.0,0.025934547,18.681597,100.0,2053.4640378952026,46.066605,0.4880698
0.005505588,0.0050128573,-103.333336,34,0.50128573,100,2.449057,-100.0,2.4833977,0.01543346,-100.0,-100.0,366829,10.531672,,[ 0.16  -0.218  0.047 ...  0.084 -0.275 -0.075],3400,2538.2563,0.00015433459,175.98,-65.327286,-55.055878,-100.0,100.0,0.02449057,9.495169,100.0,2128.688318014145,54.67419,0.5505588
0.007023766,0.005833606,-103.333336,35,0.5833606,100,2.9784522,-100.0,2.4843717,0.011240177,-100.0,-100.0,382845,27.385983,,[ 0.16  -0.218  0.047 ...  0.083 -0.284 -0.071],3500,3437.4707,0.000112401765,160.16,-76.6073,-70.23766,-100.0,100.0,0.029784521,3.651503,100.0,2213.862606525421,59.177994,0.7023766
0.004544178,0.0055819876,-101.333336,36,0.5581988,100,2.4456906,-98.0,2.4367697,0.0018839521,,-98.0,397966,4.9817634,14.0,[ 0.16  -0.218  0.047 ...  0.084 -0.292 -0.062],3600,3180.7253,1.883952e-05,151.21,-59.352333,-44.417953,-100.0,100.0,0.024456905,20.073214,,2290.912932872772,39.857742,0.45441782
0.0057305032,0.005906631,-103.333336,37,0.590663,100,4.336598,-100.0,2.43652,0.013566447,-100.0,-100.0,415082,10.9733305,,[ 0.16  -0.217  0.047 ...  0.082 -0.29  -0.111],3700,3524.0693,0.00013566446,171.16,-67.36762,-57.30504,-100.0,100.0,0.043365978,9.113004,100.0,2370.545256137848,48.48686,0.5730504
0.004972422,0.0049724774,-101.333336,38,0.49724776,100,2.3514261,-98.0,2.439653,0.0065118945,,-98.0,432067,6.509737,14.0,[ 0.16  -0.217  0.047 ...  0.081 -0.289 -0.113],3800,2541.4004,6.511894e-05,169.85,-61.659554,-48.594925,-100.0,100.0,0.023514261,15.361604,100.0,2457.4211802482605,49.999447,0.49724224
0.0063868677,0.00554727,-102.333336,39,0.554727,100,3.322339,-99.0,2.4431505,0.012186432,,-99.0,448090,14.145217,9.949874,[ 0.16  -0.218  0.047 ...  0.083 -0.272 -0.126],3900,3111.5068,0.00012186432,160.23,-72.70621,-63.843346,-100.0,100.0,0.03322339,7.0695276,,2542.5304458141327,57.00061,0.6386868
0.0047547873,0.0060169543,-103.333336,40,0.6016955,100,3.0218627,-100.0,2.4636598,0.008569754,-100.0,-100.0,465004,3.9945152,,[ 0.16  -0.217  0.047 ...  0.083 -0.266 -0.129],4000,3656.9438,8.569754e-05,169.14,-64.225975,-47.54787,-100.0,100.0,0.030218627,25.034327,100.0,2632.283426761627,38.441303,0.4754787
0.0047231014,0.004877835,-103.333336,41,0.48778352,100,2.1931808,-100.0,2.4538407,0.020382943,-100.0,-100.0,482146,5.978229,,[ 0.16  -0.217  0.047 ...  0.081 -0.252 -0.122],4100,2403.3613,0.00020382942,171.42,-60.86405,-47.231018,-100.0,100.0,0.021931807,16.727362,100.0,2724.1965866088867,48.388763,0.4723102
0.0046737953,0.0048273075,-99.333336,42,0.48273075,100,2.2814212,-96.0,2.4501963,0.004290017,,-96.0,499621,4.513014,19.595919,[ 0.16  -0.218  0.047 ...  0.081 -0.264 -0.121],4200,2416.2517,4.2900167e-05,174.75,-61.458454,-45.767643,-100.0,100.0,0.02281421,22.158142,,2803.5133459568024,48.384693,0.46737954
0.004841992,0.009594977,-102.333336,43,0.95949775,100,7.8591948,-99.0,2.4363263,0.0016930451,,-99.0,517850,7.2276025,9.949874,[ 0.16  -0.217  0.047 ...  0.082 -0.262 -0.126],4300,9317.914,1.6930451e-05,182.29,-60.120567,-47.72171,-100.0,100.0,0.07859194,13.835847,,2894.8551046848297,20.29712,0.48419926
0.0056299646,0.007143977,-103.333336,44,0.7143977,100,4.608743,-100.0,2.4324157,0.0030201154,-100.0,-100.0,537059,7.7421584,,[ 0.16  -0.216  0.047 ...  0.083 -0.267 -0.135],4400,5155.193,3.0201154e-05,192.09,-68.2794,-56.299652,-100.0,100.0,0.046087433,12.916295,100.0,2973.5630345344543,38.311844,0.5629965
0.004220324,0.005307947,-103.333336,45,0.5307947,100,3.659953,-100.0,2.4220734,0.00507501,-100.0,-100.0,555215,4.741486,,[ 0.16  -0.217  0.047 ...  0.083 -0.273 -0.133],4500,2845.8887,5.07501e-05,181.56,-57.511345,-42.20324,-100.0,100.0,0.03659953,21.090435,100.0,3047.5179164409637,38.73212,0.4220324
0.0045864205,0.006405897,-102.333336,46,0.6405897,100,3.285637,-99.0,2.4141164,0.0012758519,,-99.0,571016,3.989921,9.949874,[ 0.161 -0.216  0.047 ...  0.082 -0.281 -0.135],4600,4117.048,1.2758518e-05,158.01,-61.40484,-44.717136,-100.0,100.0,0.032856368,25.063152,,3117.8296620845795,33.889145,0.45864204
0.004630198,0.0063474663,-101.333336,47,0.6347466,100,3.9131706,-98.0,2.4286451,0.0018115371,,-98.0,588244,5.130539,14.0,[ 0.161 -0.216  0.047 ...  0.083 -0.286 -0.138],4700,4098.442,1.811537e-05,172.28,-60.62675,-45.9105,-100.0,100.0,0.039131705,19.491129,,3200.572965860367,34.730373,0.46301982
0.003168633,0.0041745356,-101.333336,48,0.4174536,100,2.922598,-98.0,2.4289737,0.01223442,,-98.0,603014,3.559741,14.0,[ 0.161 -0.215  0.047 ...  0.083 -0.282 -0.128],4800,1770.022,0.0001223442,147.7,-49.16856,-31.501286,-100.0,100.0,0.029225979,28.09193,,3275.6772141456604,36.55383,0.3168633
0.004739106,0.0053274888,-102.333336,49,0.5327489,100,2.3767114,-99.0,2.4070146,0.0035629396,,-99.0,620513,6.7135773,9.949874,[ 0.161 -0.216  0.047 ...  0.084 -0.279 -0.129],4900,2887.2065,3.5629397e-05,174.99,-59.93135,-47.06659,-100.0,100.0,0.023767114,14.895188,,3352.032262325287,44.175003,0.4739106
0.0049081473,0.006751021,-101.333336,50,0.6751021,100,3.6272202,-98.0,2.4219284,0.0054653883,,-98.0,637346,4.4308524,14.0,[ 0.16  -0.217  0.047 ...  0.087 -0.289 -0.142],5000,4615.626,5.4653883e-05,168.33,-63.78329,-47.94767,-100.0,100.0,0.0362722,22.569021,,3420.0963094234467,34.579052,0.49081475
0.005106404,0.006562968,-102.333336,51,0.6562968,100,4.1400824,-99.0,2.4054863,0.0012730473,,-99.0,652727,5.1169276,9.949874,[ 0.16  -0.217  0.047 ...  0.087 -0.286 -0.13 ],5100,4375.53,1.2730473e-05,153.81,-65.18091,-50.445095,-100.0,100.0,0.041400824,19.542976,,3501.61177444458,37.70954,0.5106404
0.00496101,0.0068406127,-102.333336,52,0.6840613,100,3.4896054,-99.0,2.4081368,0.00072156166,,-99.0,669361,3.8918273,9.949874,[ 0.16  -0.216  0.047 ...  0.088 -0.296 -0.136],5200,4744.9805,7.2156163e-06,166.34,-66.264084,-49.367382,-100.0,100.0,0.034896053,25.69487,,3576.1174097061157,34.467354,0.49610102
0.006375438,0.008615326,-102.333336,53,0.86153257,100,5.147158,-99.0,2.3986886,0.0007844659,,-99.0,686919,5.6805525,9.949874,[ 0.16  -0.217  0.047 ...  0.086 -0.293 -0.137],5300,7537.405,7.844659e-06,175.58,-77.18575,-63.200077,-100.0,100.0,0.05147158,17.603922,100.0,3656.245215654373,35.384518,0.63754386
0.0046318104,0.005404775,-100.333336,54,0.5404775,100,2.4281657,-97.0,2.4099417,0.002427209,,-97.0,703545,6.2196565,17.058722,[ 0.16  -0.216  0.047 ...  0.086 -0.297 -0.142],5400,2969.1028,2.4272089e-05,166.26,-58.187943,-44.822124,-100.0,100.0,0.024281656,16.078058,,3718.5811207294464,42.34394,0.46318105
0.005825305,0.005749144,-101.333336,55,0.5749144,100,3.7083867,-98.0,2.403058,0.0047664694,,-98.0,720895,10.487042,14.0,[ 0.159 -0.215  0.047 ...  0.088 -0.28  -0.148],5500,3375.4998,4.7664693e-05,173.5,-68.14096,-57.847713,-100.0,100.0,0.037083864,9.535577,,3789.4970293045044,50.657993,0.58253056
0.0057406845,0.0081168,-101.333336,56,0.81168,100,6.574362,-98.0,2.4308624,0.008691539,,-98.0,739358,6.075416,14.0,[ 0.16  -0.214  0.047 ...  0.088 -0.293 -0.142],5600,3030.9614,8.691539e-05,184.63,-63.693596,-50.170048,-100.0,100.0,0.06574362,16.459778,,3875.8652744293213,33.342922,0.57406837
0.005694711,0.008809548,-100.333336,57,0.8809548,100,5.9497776,-97.0,2.4160779,0.00078031694,,-97.0,756139,6.7774568,17.058722,[ 0.16  -0.214  0.047 ...  0.086 -0.266 -0.141],5700,3169.3987,7.803169e-06,167.81,-59.064995,-46.261005,-100.0,100.0,0.059497774,14.754797,,3964.7091603279114,29.471428,0.5694711
0.005737387,0.0052648266,-101.333336,58,0.52648264,100,2.6968367,-98.0,2.4102228,0.0031900953,,-98.0,773188,10.156772,14.0,[ 0.16  -0.213  0.047 ...  0.087 -0.27  -0.152],5800,2850.4797,3.1900952e-05,170.49,-66.93577,-56.476513,-100.0,100.0,0.026968367,9.845648,,4052.221466064453,54.287228,0.5737387
0.0046497,0.0053437254,-102.333336,59,0.53437257,100,2.687723,-99.0,2.3923147,0.0023698458,,-99.0,791127,4.55539,9.949874,[ 0.16  -0.213  0.047 ...  0.088 -0.269 -0.159],5900,2888.058,2.3698458e-05,179.39,-62.073734,-46.456074,-100.0,100.0,0.026877228,21.952019,,4141.429138183594,43.088516,0.46497005
0.0055081667,0.005809544,-102.333336,60,0.58095443,100,3.71486,-99.0,2.3855252,0.0010776715,,-99.0,807850,8.472956,9.949874,[ 0.16  -0.214  0.047 ...  0.089 -0.28  -0.166],6000,3417.3552,1.07767155e-05,167.23,-65.521706,-54.070236,-100.0,100.0,0.0371486,11.802258,,4219.26916217804,47.339005,0.55081666
0.0051132957,0.0074802656,-102.333336,61,0.7480266,100,6.334894,-99.0,2.350807,0.007984568,,-99.0,824692,12.053759,9.949874,[ 0.161 -0.213  0.047 ...  0.087 -0.27  -0.183],6100,5674.8145,7.984568e-05,168.42,-60.407326,-50.806305,-100.0,100.0,0.06334894,8.296167,,4306.541791677475,31.846212,0.5113296
0.005146899,0.0051831864,-103.333336,62,0.51831865,100,2.5507283,-100.0,2.3317604,0.0034058832,-100.0,-100.0,840478,6.807362,,[ 0.161 -0.211  0.047 ...  0.087 -0.3   -0.187],6200,2713.679,3.405883e-05,157.86,-64.24483,-51.468987,-100.0,100.0,0.025507282,14.689978,100.0,4395.652961492538,49.648724,0.51468986
0.003586686,0.0048208493,-103.333336,63,0.48208493,100,2.8421717,-100.0,2.322045,0.0031136852,-100.0,-100.0,855859,3.4525826,,[ 0.161 -0.211  0.047 ...  0.084 -0.305 -0.202],6300,2347.5342,3.113685e-05,153.81,-53.80621,-35.86686,-100.0,100.0,0.028421717,28.963825,100.0,4468.45188832283,35.63038,0.3586686
0.004854018,0.0062916945,-103.333336,64,0.6291695,100,4.547023,-100.0,2.320248,0.0044204174,-100.0,-100.0,873432,5.9498243,,[ 0.161 -0.212  0.047 ...  0.087 -0.311 -0.205],6400,3998.5278,4.420417e-05,175.73,-62.20572,-48.540184,-100.0,100.0,0.045470227,16.807219,100.0,4552.888797044754,37.312187,0.48540184
0.0046704877,0.0060685966,-100.333336,65,0.6068597,100,3.3860748,-97.0,2.3263922,0.002301438,,-97.0,889605,4.3807225,17.058722,[ 0.161 -0.212  0.047 ...  0.087 -0.309 -0.209],6500,3760.6184,2.301438e-05,161.73,-62.06116,-46.13519,-100.0,100.0,0.033860747,22.827286,,4630.521422386169,37.198097,0.46704876
0.0038913577,0.005298839,-103.333336,66,0.5298839,100,3.4554503,-100.0,2.3561876,0.0019568799,-100.0,-100.0,902710,3.3059015,,[ 0.161 -0.212  0.047 ...  0.086 -0.305 -0.206],6600,2836.131,1.9568799e-05,131.05,-57.24659,-38.913578,-100.0,100.0,0.034554504,30.248934,100.0,4707.00946688652,35.035957,0.38913578
0.0029644899,0.0039598406,-103.333336,67,0.39598408,100,2.1057734,-100.0,2.3263824,0.0013741904,-100.0,-100.0,917493,2.1526039,,[ 0.161 -0.213  0.047 ...  0.087 -0.28  -0.202],6700,1583.8728,1.3741904e-05,147.83,-52.36429,-29.644896,-100.0,100.0,0.021057734,46.455368,100.0,4796.560376882553,35.916317,0.29644895
0.0033225855,0.0042185634,-103.333336,68,0.42185634,100,2.3982787,-100.0,2.3134604,0.0011818142,-100.0,-100.0,928937,3.3355477,,[ 0.161 -0.213  0.047 ...  0.086 -0.28  -0.232],6800,1797.604,1.1818142e-05,114.44,-51.47721,-33.225857,-100.0,100.0,0.023982788,29.980083,100.0,4868.357520103455,38.28419,0.33225858
0.0055733253,0.00546078,-103.333336,69,0.546078,100,2.3394768,-100.0,2.3173993,0.0012928544,-100.0,-100.0,942230,7.151318,,[ 0.161 -0.213  0.047 ...  0.088 -0.289 -0.236],6900,3012.1333,1.2928544e-05,132.93,-68.19807,-55.733257,-100.0,100.0,0.023394767,13.983437,100.0,4934.558871746063,51.01988,0.5573326
0.0046703536,0.0064292406,-103.333336,70,0.6429241,100,3.7312,-100.0,2.3330112,0.0017351916,-100.0,-100.0,956127,3.652399,,[ 0.16  -0.214  0.047 ...  0.09  -0.277 -0.243],7000,4175.266,1.7351915e-05,138.97,-64.14526,-46.703533,-100.0,100.0,0.037311997,27.379265,100.0,5007.7583158016205,34.54176,0.46703532
0.0042755636,0.0049121613,-103.333336,71,0.49121615,100,2.632299,-100.0,2.287056,0.0011762922,-100.0,-100.0,968913,4.474602,,[ 0.16  -0.215  0.047 ...  0.091 -0.274 -0.231],7100,2437.306,1.17629215e-05,127.86,-58.513645,-42.75563,-100.0,100.0,0.026322989,22.348356,100.0,5073.365221261978,43.10431,0.4275563
0.004339909,0.0053905183,-101.333336,72,0.53905183,100,2.7276363,-98.0,2.2890766,0.003521734,,-98.0,983407,6.1897364,14.0,[ 0.16  -0.217  0.047 ...  0.09  -0.291 -0.26 ],7200,2963.0686,3.5217337e-05,144.94,-56.042637,-42.644554,-100.0,100.0,0.027276363,16.155777,,5162.745298624039,39.327267,0.4339909
0.0038529737,0.005417143,-98.333336,73,0.54171425,100,2.9582257,-95.0,2.2832162,0.0016423019,,-95.0,999807,3.3873234,21.794495,[ 0.16  -0.216  0.047 ...  0.089 -0.288 -0.261],7300,2487.0405,1.6423019e-05,164.0,-51.62462,-33.513287,-100.0,100.0,0.029582256,29.521835,,5235.690597295761,33.593857,0.38529736
0.0041916203,0.0062444466,-102.333336,74,0.6244447,100,4.4975157,-99.0,2.287113,0.0044553867,,-99.0,1015756,3.4620092,9.949874,[ 0.159 -0.217  0.047 ...  0.091 -0.296 -0.258],7400,3949.308,4.4553864e-05,159.49,-59.677345,-41.762432,-100.0,100.0,0.044975154,28.88496,,5306.365010261536,31.062252,0.41916203
0.0070404424,0.0055515436,-102.333336,75,0.5551544,100,2.3436546,-99.0,2.2861493,0.006295761,,-99.0,1031590,12.954952,9.949874,[ 0.159 -0.218  0.047 ...  0.091 -0.284 -0.267],7500,3154.5725,6.295761e-05,158.34,-79.250084,-69.98902,-100.0,100.0,0.023436546,7.7190557,,5380.948439121246,61.66114,0.7040443
