EpLenMean,StdIW,EpisodesSoFar,Iteration,J_sample_variance,MinIW,EpRewMean,MeanIW,InitialReturnMax,ReturnMeanIW,TimeElapsed,ReturnStepMax,MeanEntropy,MaxIW,ReturnStepMaxmin,EpThisIter,MinIWNorm,InitialReturnStd,ESSClassic,Bound,InitialReturnMin,MeanIWNorm,ESSRenyi,Weights,MaxIWNorm,InitialReturnMean,InitialBound,TimestepsSoFar,EmpiricalD2,StdIWNorm
102.39,1.0130095,7300,73,9699.232,0.0022216572,-91.0,0.54378474,,-46.77693,2539.958932161331,100.0,2.215816,8.373105,,100,2.221657e-05,28.618176,22.369627,-51.969177,-100.0,0.0054378468,3.7467482,[-0.159  0.177  0.203 ...  0.106 -0.236 -0.395],0.08373105,-91.0,-92.005035,770182,26.68981,0.010130094
108.22,1.1165174,7400,74,4646.7485,0.0036788976,-95.0,0.572313,,-45.17813,2573.4545361995697,100.0,2.2146258,9.363858,,100,3.6788977e-05,21.794495,20.807512,-52.717434,-100.0,0.0057231295,1.7770605,[-0.159  0.177  0.203 ...  0.107 -0.235 -0.388],0.09363858,-95.0,-96.005035,781004,56.272705,0.011165174
109.14,0.61979485,7500,75,3869.2717,0.00013823748,-94.0,0.449596,,-42.45704,2608.8774416446686,100.0,2.2287347,3.6656997,,100,1.3823748e-06,23.748684,34.477688,-52.326077,-100.0,0.0044959597,1.0370872,[-0.159  0.177  0.203 ...  0.11  -0.232 -0.391],0.036656998,-94.0,-95.005035,791918,96.423904,0.0061979485
110.86,0.6320084,7600,76,4058.1738,0.0027598166,-93.0,0.46723697,,-42.897602,2646.0841925144196,100.0,2.2434452,3.4114594,,100,2.7598166e-05,25.514702,35.339886,-49.13048,-100.0,0.00467237,2.600084,[-0.159  0.177  0.203 ...  0.112 -0.227 -0.383],0.034114596,-93.0,-94.005035,803004,38.460297,0.006320084
114.15,0.77695286,7700,77,4266.029,0.0004601423,-94.0,0.52112573,,-43.504562,2686.6230301856995,100.0,2.2458758,4.571845,,100,4.601423e-06,23.748684,31.028725,-53.662857,-100.0,0.0052112574,0.97886616,[-0.159  0.177  0.203 ...  0.112 -0.217 -0.377],0.04571845,-94.0,-95.005035,814419,102.15901,0.007769529
127.85,0.95975536,7800,78,2338.677,0.0016967449,-93.0,0.5233319,,-40.42382,2725.219995498657,100.0,2.2500541,8.726873,,100,1.696745e-05,25.514702,22.918386,-47.311165,-100.0,0.005233319,2.1294184,[-0.159  0.177  0.203 ...  0.11  -0.223 -0.369],0.08726873,-93.0,-94.005035,827204,46.961178,0.009597553
106.74,0.48935458,7900,79,2617.497,0.0012731712,-90.0,0.659078,,-58.942173,2759.8233954906464,100.0,2.2666059,2.5747387,,100,1.2731712e-05,30.0,64.462814,-63.07537,-100.0,0.00659078,5.9127917,[-0.159  0.177  0.203 ...  0.111 -0.225 -0.363],0.025747387,-90.0,-91.005035,837878,16.912485,0.0048935455
108.06,0.46529123,8000,80,2072.4756,0.00019406978,-92.0,0.29190096,,-27.134508,2794.851141691208,100.0,2.254176,2.316375,,100,1.9406978e-06,27.12932,28.241823,-39.457542,-100.0,0.0029190097,0.66516536,[-0.159  0.177  0.203 ...  0.111 -0.209 -0.362],0.023163749,-92.0,-93.005035,848684,150.33856,0.0046529123
104.32,0.61165386,8100,81,3817.5698,0.00013018772,-93.0,0.46950668,,-43.671608,2835.4029960632324,100.0,2.2140977,3.7477813,,100,1.3018772e-06,25.514702,37.075756,-51.040737,-100.0,0.004695067,1.8600836,[-0.159  0.177  0.203 ...  0.107 -0.216 -0.368],0.037477814,-93.0,-94.005035,859116,53.761024,0.0061165383
109.43,0.70684546,8200,82,5000.533,0.00069123943,-91.0,0.4517539,,-41.43543,2870.034731388092,100.0,2.225806,3.8716407,,100,6.9123944e-06,28.618176,29.000725,-47.55698,-100.0,0.004517539,2.6955154,[-0.158  0.177  0.203 ...  0.106 -0.236 -0.387],0.038716406,-91.0,-92.005035,870059,37.098656,0.0070684543
95.85,0.6407972,8300,83,3324.4302,0.00020318932,-95.0,0.33569905,,-29.556911,2902.7792723178864,100.0,2.2219675,3.195716,,100,2.0318932e-06,21.794495,21.534615,-40.135323,-100.0,0.0033569902,0.9026597,[-0.158  0.177  0.203 ...  0.107 -0.231 -0.381],0.031957157,-95.0,-96.005035,879644,110.78372,0.006407972
110.67,0.69973576,8400,84,5034.3936,0.00050659385,-94.0,0.47269157,,-44.70795,2934.7789158821106,100.0,2.2204185,5.294184,,100,5.0659382e-06,23.748684,31.334661,-53.373672,-100.0,0.0047269156,1.345103,[-0.159  0.177  0.203 ...  0.111 -0.229 -0.387],0.05294184,-94.0,-95.005035,890711,74.34375,0.0069973576
112.82,1.3414767,8500,85,5882.321,0.0004043551,-89.0,0.5536275,,-38.8769,2968.5988178253174,100.0,2.232203,11.263592,,100,4.0435507e-06,31.288975,14.553386,-50.459934,-100.0,0.0055362755,0.75287014,[-0.159  0.177  0.203 ...  0.113 -0.228 -0.39 ],0.11263592,-89.0,-90.005035,901993,132.82503,0.013414765
98.45,0.5919518,8600,86,2803.5293,0.002020222,-92.0,0.41776046,,-35.394653,3000.109507083893,100.0,2.2401767,3.381433,,100,2.0202218e-05,27.12932,33.247017,-43.3513,-100.0,0.0041776043,1.5955287,[-0.159  0.177  0.203 ...  0.11  -0.228 -0.378],0.03381433,-92.0,-93.005035,911838,62.675148,0.005919518
107.8,0.7440012,8700,87,5618.8228,0.00070503424,-94.0,0.45739633,,-45.40753,3035.782794237137,100.0,2.229425,4.9072876,,100,7.0503424e-06,23.748684,27.4286,-52.93234,-100.0,0.004573963,1.7839142,[-0.159  0.177  0.203 ...  0.106 -0.223 -0.375],0.049072877,-94.0,-95.005035,922618,56.056507,0.007440012
109.89,0.8624859,8800,88,7190.4766,7.1315895e-05,-94.0,0.39346775,,-36.202766,3073.2907950878143,100.0,2.2209768,6.5465727,,100,7.1315895e-07,23.748684,17.226778,-45.126976,-100.0,0.003934677,1.268309,[-0.16   0.177  0.203 ...  0.108 -0.239 -0.37 ],0.065465726,-94.0,-95.005035,933607,78.84514,0.008624859
92.8,0.71705306,8900,89,4982.298,0.0021087595,-89.0,0.731869,,-61.2776,3110.6110022068024,100.0,2.230536,4.24083,,100,2.1087595e-05,31.288975,51.02244,-64.61652,-100.0,0.007318689,9.0605,[-0.159  0.177  0.202 ...  0.104 -0.242 -0.375],0.0424083,-89.0,-90.005035,942887,11.036919,0.0071705305
101.27,0.78039515,9000,90,3678.459,0.00053238275,-94.0,0.39242443,,-31.614038,3141.4843459129333,100.0,2.2285144,5.325141,,100,5.3238273e-06,23.748684,20.182726,-44.896873,-100.0,0.0039242445,0.57251024,[-0.159  0.177  0.202 ...  0.104 -0.229 -0.379],0.053251408,-94.0,-95.005035,953014,174.66937,0.007803951
106.62,0.7064162,9100,91,4653.3486,0.00034643366,-93.0,0.5003558,,-46.18154,3176.0124814510345,100.0,2.2258732,3.739014,,100,3.4643365e-06,25.514702,33.408417,-53.107056,-100.0,0.005003557,2.1060104,[-0.159  0.177  0.202 ...  0.105 -0.243 -0.366],0.03739014,-93.0,-94.005035,963676,47.483143,0.0070641614
105.52,0.47225755,9200,92,2206.0127,0.0040652365,-87.0,0.29699692,,-26.002098,3205.5288140773773,100.0,2.2451305,2.7895162,,100,4.0652365e-05,33.630344,28.341082,-33.89172,-100.0,0.0029699688,1.6227528,[-0.16   0.177  0.202 ...  0.107 -0.246 -0.366],0.027895162,-87.0,-88.005035,974228,61.62368,0.004722575
115.91,0.88130486,9300,93,7247.538,0.00090078043,-93.0,0.6598141,,-58.84932,3242.7196600437164,100.0,2.245175,4.818631,,100,9.007804e-06,25.514702,35.91879,-64.47855,-100.0,0.006598141,3.1876156,[-0.159  0.177  0.203 ...  0.11  -0.228 -0.365],0.04818631,-93.0,-94.005035,985819,31.37141,0.008813048
102.71,0.48656702,9400,94,1639.4872,0.00047076753,-95.0,0.2590817,,-22.389364,3275.0844871997833,100.0,2.2324076,3.0074694,,100,4.707675e-06,21.794495,22.089428,-32.276417,-100.0,0.0025908167,1.0333109,[-0.159  0.177  0.203 ...  0.109 -0.223 -0.37 ],0.030074693,-95.0,-96.005035,996090,96.7763,0.0048656706
97.84,0.60608983,9500,95,3741.157,0.00052762346,-95.0,0.3518204,,-34.002056,3315.40487074852,100.0,2.2429466,3.9721193,,100,5.2762343e-06,21.794495,25.202997,-48.14701,-100.0,0.0035182044,0.50484914,[-0.159  0.178  0.203 ...  0.112 -0.221 -0.384],0.03972119,-95.0,-96.005035,1005874,198.07898,0.0060608983
95.16,0.5472276,9600,96,2956.926,2.2279906e-05,-96.0,0.31805778,,-30.482857,3347.703289270401,100.0,2.225585,2.7728608,,100,2.2279906e-07,19.595919,25.251118,-42.6596,-100.0,0.0031805777,0.68124396,[-0.159  0.178  0.203 ...  0.112 -0.211 -0.384],0.027728608,-96.0,-97.005035,1015390,146.7903,0.0054722764
87.14,0.76618457,9700,97,2496.733,0.001080515,-97.0,0.35602283,,-29.380314,3377.450821876526,100.0,2.2079904,6.1666718,,100,1.080515e-05,17.058722,17.757616,-39.28894,-100.0,0.003560228,1.0288162,[-0.159  0.178  0.203 ...  0.113 -0.238 -0.374],0.061666716,-97.0,-98.005035,1024104,97.19909,0.0076618455
92.65,0.47224218,9800,98,2224.849,0.0033768478,-97.0,0.30147284,,-28.936016,3413.827708005905,100.0,2.212823,3.4972792,,100,3.3768476e-05,17.058722,28.9539,-38.245842,-100.0,0.0030147287,1.1654183,[-0.159  0.178  0.203 ...  0.113 -0.283 -0.347],0.03497279,-97.0,-98.005035,1033369,85.80611,0.004722422
107.73,0.5838522,9900,99,2360.8672,0.00060651294,-97.0,0.3973069,,-35.98041,3450.675389289856,100.0,2.2238622,3.6811225,,100,6.065129e-06,17.058722,31.650564,-44.786194,-100.0,0.003973069,1.3026528,[-0.159  0.178  0.203 ...  0.111 -0.275 -0.35 ],0.036811225,-97.0,-98.005035,1044142,76.766426,0.0058385213
112.64,0.6081799,10000,100,3759.1099,0.0008574716,-94.0,0.30491266,,-29.965342,3491.0872027873993,100.0,2.2197943,4.767452,,100,8.574716e-06,23.748684,20.0866,-38.258854,-100.0,0.0030491266,1.4685467,[-0.159  0.178  0.203 ...  0.11  -0.264 -0.35 ],0.047674518,-94.0,-95.005035,1055406,68.09453,0.006081799
100.24,0.5619294,10100,101,3217.625,0.0030933474,-94.0,0.30818614,,-29.022234,3529.1362216472626,100.0,2.241153,4.689989,,100,3.0933472e-05,23.748684,23.123611,-37.746326,-100.0,0.0030818614,1.3271626,[-0.159  0.178  0.203 ...  0.111 -0.263 -0.355],0.04689989,-94.0,-95.005035,1065430,75.34872,0.005619294
103.0,0.57341063,10200,102,3345.9373,1.4822055e-05,-96.0,0.3758801,,-37.16607,3563.863072872162,100.0,2.1760612,2.957057,,100,1.4822055e-07,19.595919,30.055344,-44.597446,-100.0,0.0037588007,1.8290528,[-0.159  0.178  0.204 ...  0.113 -0.24  -0.356],0.02957057,-96.0,-97.005035,1075730,54.673107,0.005734106
107.4,0.66365206,10300,103,4567.436,0.00042791638,-95.0,0.41833583,100.0,-39.438927,3601.10272359848,100.0,2.1447558,4.213612,,100,4.279164e-06,25.980762,28.43578,-48.846916,-100.0,0.0041833585,1.1412251,[-0.159  0.178  0.204 ...  0.118 -0.275 -0.387],0.04213612,-95.0,-96.005035,1086470,87.62513,0.0066365213
115.82,0.47445276,10400,104,2159.022,0.0016416098,-96.0,0.3291018,,-30.384348,3639.866458415985,100.0,2.1143336,2.6912465,,100,1.6416097e-05,19.595919,32.484585,-38.977245,-100.0,0.0032910176,1.3679985,[-0.159  0.179  0.204 ...  0.123 -0.297 -0.396],0.026912464,-96.0,-97.005035,1098052,73.099495,0.0047445274
107.03,0.4977305,10500,105,2349.4143,0.00041552103,-94.0,0.3150742,,-28.481052,3678.031085729599,100.0,2.1393504,2.954542,,100,4.1552103e-06,23.748684,28.607965,-38.15175,-100.0,0.0031507418,1.080063,[-0.159  0.179  0.204 ...  0.12  -0.296 -0.427],0.029545419,-94.0,-95.005035,1108755,92.58719,0.0049773045
100.78,0.32323343,10600,106,992.5021,7.771795e-05,-96.0,0.23698296,,-21.2968,3713.783766269684,100.0,2.1219985,1.9116441,,100,7.771795e-07,19.595919,34.96056,-33.22661,-100.0,0.0023698295,0.70973784,[-0.16   0.179  0.204 ...  0.121 -0.294 -0.405],0.01911644,-96.0,-97.005035,1118833,140.8971,0.003232334
97.87,0.6274238,10700,107,4005.2524,0.0006178204,-94.0,0.36695874,,-34.96026,3748.620308637619,100.0,2.1032264,4.1230707,,100,6.178204e-06,23.748684,25.488136,-44.7182,-100.0,0.003669587,1.0608361,[-0.16   0.178  0.204 ...  0.116 -0.279 -0.437],0.041230705,-94.0,-95.005035,1128620,94.26527,0.0062742373
111.2,1.6224892,10800,108,2821.7485,0.00036071133,-96.0,0.5535712,,-38.8474,3780.555593729019,100.0,2.1032836,15.833468,,100,3.6071133e-06,19.595919,10.427023,-49.77799,-100.0,0.0055357125,0.8454301,[-0.159  0.178  0.204 ...  0.118 -0.281 -0.454],0.15833469,-96.0,-97.005035,1139740,118.28299,0.016224891
107.51,0.60072553,10900,109,3658.3909,0.0014533999,-92.0,0.37423313,100.0,-35.239025,3814.1141300201416,100.0,2.1436257,3.642219,,100,1.4533998e-05,30.594116,27.958555,-47.571827,-100.0,0.0037423312,0.6641118,[-0.159  0.178  0.204 ...  0.116 -0.267 -0.468],0.03642219,-92.0,-93.005035,1150491,150.57706,0.006007255
115.82,0.5821719,11000,110,3611.689,0.0018297482,-89.0,0.5462895,,-48.54352,3854.677583217621,100.0,2.1462421,3.919918,,100,1.8297482e-05,31.288975,46.823452,-54.389683,-100.0,0.005462894,2.955447,[-0.158  0.178  0.204 ...  0.115 -0.257 -0.437],0.03919918,-89.0,-90.005035,1162073,33.83583,0.005821719
102.02,0.46411347,11100,111,2042.241,0.0005270423,-96.0,0.39828598,,-36.026382,3889.0709874629974,100.0,2.145269,2.6577067,,100,5.270423e-06,19.595919,42.41115,-45.45993,-100.0,0.00398286,1.1350487,[-0.158  0.178  0.204 ...  0.114 -0.248 -0.444],0.026577067,-96.0,-97.005035,1172275,88.101944,0.0046411343
116.16,0.53942746,11200,112,2958.509,0.00043217035,-93.0,0.34147823,,-32.75244,3922.4950358867645,100.0,2.1034398,3.9207284,,100,4.3217033e-06,25.514702,28.609034,-42.48515,-100.0,0.003414782,1.066344,[-0.158  0.178  0.204 ...  0.117 -0.245 -0.447],0.039207283,-93.0,-94.005035,1183891,93.778366,0.005394274
103.34,0.44740108,11300,113,1967.5023,0.00054238754,-97.0,0.2796204,,-26.611128,3957.9348270893097,100.0,2.1035144,3.2194328,,100,5.4238753e-06,17.058722,28.089127,-37.59838,-100.0,0.002796204,0.83673245,[-0.158  0.178  0.204 ...  0.117 -0.247 -0.487],0.032194328,-97.0,-98.005035,1194225,119.51251,0.004474011
118.17,1.38806,11400,114,3047.2734,0.0073944023,-95.0,0.59148866,,-45.398937,3999.3030438423157,100.0,2.0966952,13.2963505,,100,7.394402e-05,21.794495,15.367812,-53.693733,-100.0,0.0059148865,1.468092,[-0.159  0.179  0.204 ...  0.119 -0.254 -0.481],0.13296351,-95.0,-96.005035,1206042,68.11562,0.013880599
112.44,0.74025774,11500,115,5322.575,0.00038742658,-91.0,0.38778445,,-35.25114,4035.779147863388,100.0,2.0751371,4.6638136,,100,3.8742655e-06,28.618176,21.532898,-44.551178,-100.0,0.0038778444,1.1678729,[-0.159  0.179  0.204 ...  0.117 -0.262 -0.479],0.046638135,-91.0,-92.005035,1217286,85.625755,0.0074025774
124.22,0.6257098,11600,116,1651.2661,0.0006341373,-89.0,0.33912522,,-23.024815,4069.8587288856506,100.0,2.0694122,4.1240683,,100,6.341373e-06,31.288975,22.70517,-32.54018,-100.0,0.003391252,1.1156137,[-0.159  0.179  0.205 ...  0.118 -0.288 -0.475],0.04124068,-89.0,-90.005035,1229708,89.636765,0.0062570977
129.08,0.6306748,11700,117,2753.6118,0.002488812,-93.0,0.39717683,100.0,-34.764183,4104.335235595703,100.0,2.0566409,4.0073485,,100,2.4888119e-05,29.171904,28.397728,-42.48795,-100.0,0.0039717685,1.6931933,[-0.158  0.179  0.205 ...  0.118 -0.305 -0.463],0.040073484,-93.0,-94.005035,1242616,59.06,0.006306748
122.38,0.91426575,11800,118,8514.714,0.004073079,-94.0,0.58309746,,-56.706165,4142.739334821701,100.0,2.042007,5.8601723,,100,4.0730793e-05,23.748684,28.914629,-62.981316,-100.0,0.005830975,2.565173,[-0.158  0.179  0.205 ...  0.118 -0.305 -0.476],0.058601722,-94.0,-95.005035,1254854,38.983727,0.009142657
128.06,0.84909886,11900,119,3000.0137,0.0012298122,-91.0,0.46753994,,-36.297768,4181.366157531738,100.0,2.0262895,6.8133435,,100,1.2298121e-05,28.618176,23.265469,-43.3137,-100.0,0.0046753995,2.0520768,[-0.159  0.179  0.205 ...  0.12  -0.323 -0.473],0.068133436,-91.0,-92.005035,1267660,48.731117,0.008490988
125.53,0.56621164,12000,120,1542.6045,0.00035331835,-93.0,0.3045599,,-22.847063,4218.139041900635,100.0,2.0059195,3.1705313,,100,3.5331834e-06,25.514702,22.44011,-31.36557,-100.0,0.0030455983,1.3919954,[-0.159  0.179  0.205 ...  0.122 -0.332 -0.48 ],0.031705312,-93.0,-94.005035,1280213,71.83932,0.0056621167
125.47,0.81154865,12100,121,2200.1157,2.413146e-05,-86.0,0.41745406,100.0,-30.73164,4251.562791824341,100.0,2.010667,6.947848,,100,2.4131458e-07,37.46999,20.92355,-38.744057,-100.0,0.0041745408,1.573394,[-0.158  0.179  0.205 ...  0.121 -0.342 -0.49 ],0.069478475,-86.0,-87.005035,1292760,63.556873,0.008115486
132.97,0.6537069,12200,122,2253.5088,0.00026395076,-94.0,0.41166443,,-33.953274,4290.386931419373,100.0,2.0057955,4.948954,,100,2.6395076e-06,23.748684,28.396034,-43.577362,-100.0,0.0041166437,1.0905503,[-0.158  0.179  0.205 ...  0.124 -0.341 -0.486],0.04948954,-94.0,-95.005035,1306057,91.69682,0.006537068
130.64,0.47357965,12300,123,1757.9596,7.115305e-05,-93.0,0.3409876,,-28.644583,4329.947082042694,100.0,1.9873058,2.330468,,100,7.115305e-07,25.514702,34.14255,-40.389458,-100.0,0.003409876,0.73226446,[-0.158  0.179  0.205 ...  0.123 -0.342 -0.49 ],0.023304678,-93.0,-94.005035,1319121,136.56268,0.0047357962
119.95,0.86299795,12400,124,6081.22,7.3990646e-05,-89.0,0.45898414,,-37.951935,4367.451057195663,100.0,1.9929223,5.97013,,100,7.3990645e-07,31.288975,22.049341,-46.30601,-100.0,0.0045898412,1.4473314,[-0.159  0.18   0.205 ...  0.123 -0.348 -0.502],0.059701297,-89.0,-90.005035,1331116,69.092674,0.0086299805
122.07,1.1237954,12500,125,3831.047,0.00089940446,-88.0,0.51395774,100.0,-31.604643,4404.450926542282,100.0,2.0030057,10.072366,,100,8.994044e-06,35.44009,17.298014,-41.29149,-100.0,0.0051395767,1.076465,[-0.159  0.18   0.205 ...  0.124 -0.365 -0.48 ],0.100723654,-88.0,-89.005035,1343323,92.89665,0.011237953
126.16,0.7689672,12600,126,5658.909,0.004576367,-94.0,0.5914338,,-54.270054,4446.225212574005,100.0,2.013012,4.5167885,,100,4.5763667e-05,23.748684,37.168453,-59.822952,-100.0,0.0059143384,3.2758582,[-0.159  0.18   0.205 ...  0.123 -0.372 -0.463],0.045167882,-94.0,-95.005035,1355939,30.526352,0.0076896716
124.82,0.6152891,12700,127,3784.1243,0.003391738,-94.0,0.5169327,,-48.010746,4477.690182924271,100.0,2.0184803,3.981001,,100,3.391738e-05,23.748684,41.37804,-54.543114,-100.0,0.0051693274,2.3671367,[-0.159  0.18   0.205 ...  0.122 -0.37  -0.454],0.03981001,-94.0,-95.005035,1368421,42.245132,0.0061528916
119.72,0.43708426,12800,128,1887.5776,0.0007500142,-91.0,0.26534495,100.0,-23.369333,4509.527612924576,100.0,1.986327,3.345109,,100,7.500142e-06,31.92178,26.929731,-32.424114,-100.0,0.0026534495,1.2319944,[-0.159  0.18   0.205 ...  0.121 -0.367 -0.452],0.033451088,-91.0,-92.005035,1380393,81.1692,0.0043708426
108.46,0.6492489,12900,129,2212.0713,3.9437524e-05,-85.0,0.35308072,,-27.442513,4543.5310661792755,100.0,1.9902183,4.863439,,100,3.9437523e-07,35.70714,22.824656,-37.36009,-100.0,0.0035308069,1.0269606,[-0.159  0.18   0.205 ...  0.122 -0.38  -0.471],0.04863439,-85.0,-86.005035,1391239,97.37472,0.006492489
115.09,0.60622036,13000,130,1164.2411,0.00011497728,-86.0,0.27504107,,-18.970774,4579.025953292847,100.0,1.9678386,4.5894957,,100,1.1497727e-06,34.698704,17.070393,-30.121166,-100.0,0.002750411,0.8124273,[-0.159  0.18   0.205 ...  0.121 -0.385 -0.462],0.045894954,-86.0,-87.005035,1402748,123.08794,0.006062204
111.32,0.4024183,13100,131,1637.3142,0.0004884531,-88.0,0.21602947,100.0,-19.592058,4614.519207715988,100.0,1.9572929,2.4162476,,100,4.884531e-06,35.44009,22.371368,-32.29901,-100.0,0.002160295,0.6255788,[-0.159  0.18   0.205 ...  0.119 -0.396 -0.474],0.024162475,-88.0,-89.005035,1413880,159.85196,0.004024182
113.11,0.68903935,13200,132,2262.041,0.001181395,-87.0,0.38219702,,-27.993477,4652.866758584976,100.0,1.9547517,4.260747,,100,1.181395e-05,33.630344,23.528166,-38.13598,-100.0,0.00382197,0.9819165,[-0.159  0.18   0.205 ...  0.121 -0.389 -0.492],0.042607468,-87.0,-88.005035,1425191,101.84165,0.0068903933
109.69,1.1702161,13300,133,2205.3513,0.0003289403,-88.0,0.45873466,,-30.964222,4688.354946613312,100.0,1.9287783,11.152833,,100,3.2894031e-06,32.496155,13.32015,-38.905636,-100.0,0.004587346,1.6016558,[-0.159  0.18   0.205 ...  0.118 -0.386 -0.497],0.11152833,-88.0,-89.005035,1436160,62.435387,0.01170216
114.7,0.5056337,13400,134,2607.9175,0.0003424647,-93.0,0.41223037,,-38.31526,4724.7950756549835,100.0,1.9319563,2.2436895,,100,3.4246468e-06,25.514702,39.92814,-47.581604,-100.0,0.0041223033,1.1763808,[-0.159  0.18   0.205 ...  0.12  -0.399 -0.51 ],0.022436894,-93.0,-94.005035,1447630,85.00649,0.005056337
119.21,0.47118014,13500,135,2226.9832,0.00069928786,-93.0,0.33586097,,-29.7444,4760.627960920334,100.0,1.9375623,2.275694,,100,6.9928783e-06,25.514702,33.69119,-42.83661,-100.0,0.0033586097,0.5893033,[-0.159  0.18   0.205 ...  0.121 -0.398 -0.508],0.022756938,-93.0,-94.005035,1459551,169.6919,0.004711801
118.61,0.53633034,13600,136,2721.184,7.3678995e-05,-93.0,0.44158798,,-41.924248,4798.858952760696,100.0,1.9397663,2.732398,,100,7.3678996e-07,25.514702,40.401924,-49.546658,-100.0,0.00441588,1.738522,[-0.159  0.18   0.205 ...  0.122 -0.389 -0.511],0.02732398,-93.0,-94.005035,1471412,57.520123,0.0053633032
116.28,0.98658186,13700,137,4623.626,0.0005667982,-87.0,0.5740642,,-40.253952,4833.6548228263855,100.0,1.9423995,6.162756,,100,5.667982e-06,33.630344,25.293676,-47.767834,-100.0,0.005740641,1.7891065,[-0.159  0.18   0.205 ...  0.122 -0.389 -0.509],0.06162756,-87.0,-88.005035,1483040,55.89382,0.0098658195
113.11,0.5820258,13800,138,1890.0167,0.003812968,-91.0,0.42370963,,-35.136703,4866.1445116996765,100.0,1.93654,4.2550817,,100,3.8129678e-05,28.618176,34.639282,-41.51901,-100.0,0.0042370968,2.4797614,[-0.159  0.18   0.205 ...  0.12  -0.396 -0.499],0.042550817,-91.0,-92.005035,1494351,40.32646,0.0058202585
116.08,0.64205575,13900,139,1711.3734,0.00012102907,-92.0,0.32364255,,-26.11896,4902.599055051804,100.0,1.8860775,5.255987,,100,1.2102907e-06,27.12932,20.26084,-36.96347,-100.0,0.0032364256,0.85890436,[-0.159  0.18   0.205 ...  0.122 -0.402 -0.5  ],0.05255987,-92.0,-93.005035,1505959,116.4274,0.006420557
111.4,0.8582764,14000,140,4603.5073,0.0018272894,-91.0,0.52549624,,-43.979027,4934.811108112335,100.0,1.8869784,5.663935,,100,1.8272893e-05,28.618176,27.266047,-52.215343,-100.0,0.005254962,1.4890141,[-0.159  0.18   0.205 ...  0.121 -0.433 -0.519],0.05663935,-91.0,-92.005035,1517099,67.15853,0.008582763
115.82,0.69773954,14100,141,3671.0962,0.00031257584,-95.0,0.4282755,,-36.96706,4968.732983350754,100.0,1.8819208,3.9957294,,100,3.1257582e-06,21.794495,27.365469,-49.61455,-100.0,0.004282755,0.63147485,[-0.159  0.18   0.205 ...  0.123 -0.44  -0.511],0.039957292,-95.0,-96.005035,1528681,158.35944,0.0069773956
112.98,0.51595753,14200,142,2399.218,0.000112517315,-87.0,0.3289825,,-25.725428,5003.006832122803,100.0,1.8518904,3.852248,,100,1.1251731e-06,33.630344,28.904232,-32.507713,-100.0,0.0032898248,2.1959016,[-0.159  0.18   0.205 ...  0.122 -0.448 -0.507],0.03852248,-87.0,-88.005035,1539979,45.539383,0.0051595755
114.51,0.61344683,14300,143,3810.2654,0.00075000996,-97.0,0.28718174,,-27.688997,5043.313273429871,100.0,1.8386017,5.532523,,100,7.5000994e-06,17.058722,17.976257,-36.298298,-100.0,0.0028718174,1.3627906,[-0.158  0.18   0.205 ...  0.12  -0.455 -0.53 ],0.05532523,-97.0,-98.005035,1551430,73.378845,0.0061344686
128.82,0.5297026,14400,144,1845.4543,0.0014855035,-84.0,0.39983237,100.0,-29.616276,5080.475105524063,100.0,1.8245486,3.1485052,,100,1.4855034e-05,39.293766,36.295982,-35.79267,-100.0,0.0039983233,2.6478562,[-0.158  0.18   0.205 ...  0.122 -0.461 -0.538],0.03148505,-84.0,-85.005035,1564312,37.7664,0.0052970257
122.36,0.604944,14500,145,3748.39,0.0013657028,-90.0,0.36323532,,-33.545536,5116.096924066544,100.0,1.8115067,3.7994027,,100,1.3657028e-05,30.0,26.49943,-42.740578,-100.0,0.003632353,1.1946962,[-0.158  0.18   0.205 ...  0.123 -0.469 -0.545],0.037994027,-90.0,-91.005035,1576548,83.70329,0.0060494402
123.99,0.81003344,14600,146,3185.6394,0.00018673373,-89.0,0.49510857,,-37.065796,5157.607004642487,100.0,1.7727374,6.23038,,100,1.8673372e-06,31.288975,27.198057,-46.041035,-100.0,0.004951085,1.2539283,[-0.158  0.18   0.205 ...  0.121 -0.469 -0.557],0.0623038,-89.0,-90.005035,1588947,79.749374,0.008100335
120.79,0.92262536,14700,147,3045.7563,0.0002040852,-91.0,0.4567005,,-35.7221,5192.725515842438,100.0,1.7665322,7.890914,,100,2.040852e-06,28.618176,19.680395,-48.20621,-100.0,0.004567005,0.6481112,[-0.158  0.18   0.205 ...  0.122 -0.482 -0.583],0.07890914,-91.0,-92.005035,1601026,154.29451,0.009226254
119.63,0.6990016,14800,148,3020.6443,0.0033640373,-91.0,0.48444873,,-38.306324,5223.168086528778,100.0,1.7584988,4.339864,,100,3.3640372e-05,28.618176,32.44747,-43.82317,-100.0,0.0048444876,3.318817,[-0.158  0.18   0.205 ...  0.122 -0.482 -0.589],0.043398637,-91.0,-92.005035,1612989,30.13122,0.006990016
126.76,0.5249973,14900,149,2706.268,0.00060100615,-92.0,0.3725695,,-33.543682,5264.921643972397,100.0,1.750087,2.7980766,,100,6.0100615e-06,27.12932,33.493706,-44.2838,-100.0,0.0037256954,0.8756826,[-0.158  0.18   0.205 ...  0.122 -0.498 -0.582],0.027980765,-92.0,-93.005035,1625665,114.19663,0.0052499734
