J_sample_variance,EpisodesSoFar,ReturnStepMaxmin,MeanEntropy,EpThisIter,InitialReturnMean,ESSRenyi,InitialReturnMax,EmpiricalD2,InitialReturnMin,Iteration,MeanIW,StdIW,StdIWNorm,InitialReturnStd,ReturnMeanIW,EpRewMean,InitialBound,TimestepsSoFar,TimeElapsed,MeanIWNorm,Bound,MinIW,ESSClassic,MaxIW,MinIWNorm,EpLenMean,MaxIWNorm,ReturnStepMax,Weights
863.9798,100,100.0,2.8631134,100,-43.80539,10.822755,-22.368868,9.239792,-61.111725,1,0.5700339,0.6520113,0.006520113,7.0352592,-25.177557,-100.0,-45.84244,8453,9.677812814712524,0.005700339,-31.369606,0.015399504,43.321842,3.0635376,0.00015399505,84.53,0.030635376,100.0,[ 0.159 -0.226  0.049 ...  0.067  0.     0.   ]
375.3806,200,100.0,2.8234832,100,-42.79648,4.0317245,-22.594816,24.803282,-57.535477,2,0.2871043,0.44075003,0.0044075004,6.391476,-12.5111885,-100.0,-44.71433,17115,41.69167447090149,0.0028710433,-22.062634,0.0033271955,29.791115,2.183233,3.3271954e-05,86.62,0.02183233,100.0,[ 0.161 -0.225  0.048 ...  0.063  0.047 -0.022]
689.7468,300,100.0,2.7556734,100,-43.387283,9.23842,-25.236067,10.824363,-56.96012,3,0.44034725,0.57114303,0.0057114307,6.4829826,-19.686218,-100.0,-45.285957,25642,71.15448141098022,0.0044034724,-25.93292,0.0016718163,37.281666,2.8749552,1.6718162e-05,85.27,0.028749552,100.0,[ 0.161 -0.226  0.049 ...  0.066  0.03  -0.044]
