EpThisIter,MeanEntropy,ESSClassic,EpisodesSoFar,Weights,ESSRenyi,InitialReturnMean,MaxIW,MinIW,J_sample_variance,ReturnMeanIW,EpLenMean,InitialReturnMin,TimestepsSoFar,StdIWNorm,MinIWNorm,Bound,ReturnStepMax,InitialBound,InitialReturnStd,MaxIWNorm,InitialReturnMax,MeanIWNorm,ReturnStepMaxmin,MeanIW,EpRewMean,Iteration,TimeElapsed,EmpiricalD2,StdIW
100,2.8085375,30.162022,100,[ 0.187 -0.108 -0.136 ... -0.394  0.     0.   ],1.4807621,-36.727455,2.7380986,0.00013411896,457.04645,-12.84761,104.92,-50.998573,10492,0.0049979608,1.3411897e-06,-17.059702,100.0,-37.24001,9.151215,0.027380986,-7.113055,0.00328456,100.0,0.32845604,-100.0,1,8.633199691772461,67.53279,0.49979612
100,2.8029194,20.563175,200,[ 0.186 -0.108 -0.135 ... -0.395 -0.046  0.017],1.3447795,-36.686554,5.532156,1.192454e-05,664.67413,-12.789566,105.49,-53.626823,21041,0.0066802585,1.192454e-07,-17.437275,100.0,-37.225525,9.30574,0.05532156,-4.710849,0.0033988135,100.0,0.3398814,-100.0,2,39.25509238243103,74.36163,0.66802585
100,2.8086076,38.822388,300,[ 0.185 -0.11  -0.132 ... -0.393 -0.089  0.054],2.0230637,-36.314137,2.8611944,0.00052637025,344.76,-14.91997,106.97,-53.090553,31738,0.0049545867,5.2637024e-06,-18.671383,100.0,-36.847717,9.672539,0.028611943,-3.6275568,0.0039468645,100.0,0.39468652,-100.0,3,69.58348059654236,49.42998,0.4954587
